,group,variable,month,ANTIPOLIOMIELITICA 5TA DOSIS CANTIDAD,ANTIPOLIOMIELITICA 5TA DOSIS CANTIDAD,TOTALES
CARAPARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,3,3,6
CHALLAPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,2,7,9
CHAQUI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,0,1,1
CHARAGUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,0,22,22
CHIMORE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,4,8,12
CHOQUE COTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,2,0,2
CHUA COCANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,1,0,1
CKOCHAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,2,0,2
CLIZA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,12,14,26
COBIJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,33,40,73
COCAPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,9,25,34
COCHABAMBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,82,11,93
COLCAPIRHUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,0,4,4
"COLCHA ""K""",vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,1,1,2
COLOMI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,10,20,30
COLQUIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,1,8,9
COMARAPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,13,0,13
CONCEPCION,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,4,4,8
COPACABANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,1,1,2
CORQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,1,0,1
COTAGAITA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,15,6,21
COTOCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,0,3,3
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,3,4,7
CUCHUMUELA (V. G. VILLARROEL),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,1,1,2
CUEVO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,0,2,2
EL ALTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,157,110,267
EL PUENTE(STC),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,4,1,5
EL PUENTE(TJA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,1,0,1
EL TORNO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,28,27,55
EL VILLAR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,5,5,10
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,8,20,28
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,13,18,31
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,10,5,15
FILADELFIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,4,5,9
GUAYARAMERIN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,16,121,137
HUACARETA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,10,0,10
HUANUNI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,14,14,28
HUARINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,2,1,3
INCAHUASI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,3,1,4
INQUISIVI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,0,1,1
IXIAMAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,2,1,3
JESUS DE MACHACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,6,0,6
LA GUARDIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,12,0,12
LA PAZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,100,10,110
LICOMA PAMPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,1,0,1
LLALLAGUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,2,6,8
LORETO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,1,1,2
LURIBAY,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,0,6,6
MAGDALENA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,2,0,2
MAIRANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,5,0,5
MINEROS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,16,4,20
MIZQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,7,6,13
MOJOCOYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,2,2,4
MONTEAGUDO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,31,17,48
MONTERO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,79,30,109
MORO MORO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,1,1,2
MOROCHATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,1,3,4
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,4,4,8
OKINAWA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,6,10,16
OMEREQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,1,3,4
ORURO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,82,0,82
PADCAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,2,4,6
PADILLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,2,7,9
PAILON,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,7,43,50
PAMPA GRANDE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,1,0,1
PASORAPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,0,2,2
PATACAMAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,0,34,34
PAZÑA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,3,1,4
POCOATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,0,8,8
POCONA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,1,3,4
POJO (CBBA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,3,7,10
POROMA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,8,4,12
PORTACHUELO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,15,0,15
PORVENIR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,0,1,1
POTOSI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,24,34,58
PRESTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,0,3,3
PUCARA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,4,1,5
PUCARANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,2,6,8
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,2,0,2
PUERTO RICO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,1,0,1
PUERTO SUAREZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,16,0,16
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,28,7,35
PUNA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,1,1,2
PUNATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,9,6,15
QUILLACOLLO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,43,130,173
RAVELO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,0,2,2
REYES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,5,0,5
RIBERALTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,10,0,10
ROBORE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,8,0,8
RURRENABAQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,7,13,20
SACABA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,39,9,48
SACACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,11,4,15
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,2,11,13
SAMAIPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,1,2,3
SAN ANDRES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,7,0,7
SAN ANDRES DE MACHACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,2,0,2
SAN ANTONIO DE LOMERIO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,1,1,2
SAN BENITO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,5,8,13
SAN BORJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,18,21,39
SAN CARLOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,7,0,7
SAN IGNACIO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,23,0,23
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,4,0,4
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,0,2,2
SAN JAVIER(STC),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,4,0,4
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,14,0,14
SAN JULIAN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,5,0,5
SAN LORENZO(PND),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,0,7,7
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,19,4,23
SAN LUCAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,14,4,18
SAN MATIAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,2,0,2
SAN MIGUEL DE VELASCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,10,4,14
SAN PEDRO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,4,0,4
SAN PEDRO DE TIQUINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,0,1,1
SAN PEDRO(PND),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,0,7,7
SAN RAFAEL,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,3,0,3
SANTA ANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,7,16,23
SANTA CRUZ DE LA SIERRA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,473,142,615
SANTA ROSA DEL SARA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,9,0,9
SENA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,2,6,8
SHINAOTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,2,0,2
SICA SICA (VILLA AROMA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,11,18,29
SIPE SIPE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,2,4,6
SORATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,1,22,23
SUCRE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,89,45,134
TACOBAMBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,0,1,1
TACOPAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,3,3,6
TAPACARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,2,1,3
TARABUCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,8,2,10
TARIJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,99,13,112
TARVITA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,15,29,44
TIQUIPAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,4,8,12
TIRAQUE (CBBA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,3,1,4
TOCO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,0,1,1
TOLATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,2,3,5
TOMINA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,7,7,14
TORO TORO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,0,4,4
TOTORA(CBBA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,3,6,9
TRINIDAD,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,30,3,33
TUPIZA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,15,5,20
URIONDO (A. CONCEPCION),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,5,3,8
URUBICHA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,5,0,5
VACAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,1,0,1
VALLEGRANDE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,14,1,15
VIACHA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,9,0,9
VILA VILA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,2,4,6
VILLA CHARCAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,3,0,3
VILLA MONTES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,27,16,43
VILLA SERRANO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,5,7,12
VILLA TUNARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,6,5,11
VILLA VACA GUZMAN (MUYUPAMPA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,1,3,4
VILLAZON,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,27,2,29
VINTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,7,0,7
VITICHI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,1,0,1
WARNES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,36,2,38
YACUIBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,35,19,54
YAMPARAEZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,3,2,5
YOTALA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,1,4,5
YUNCHARA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,2,14,16
ZUDAÑEZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-11-01,4,3,7
ACACIO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,2,0,2
ACHACACHI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,0,4,4
ACHOCALLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,5,3,8
AIQUILE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,3,4,7
ALCALA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,0,3,3
ANDAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,0,2,2
ANTEQUERA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,3,0,3
ANZALDO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,1,3,4
ARANI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,3,0,3
ARBIETO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,1,7,8
ARQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,7,3,10
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,12,2,14
ATOCHA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,1,1,2
AZURDUY,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,0,2,2
BATALLAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,2,0,2
BAURES,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,1,17,18
BERMEJO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,9,23,32
BETANZOS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,2,2,4
BOLIVAR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,0,2,2
BOYUIBE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,2,0,2
CAIROMA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,0,1,1
"CAIZA ""D""",vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,1,3,4
CAMARGO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,5,5,10
CAPINOTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,2,0,2
CAQUIAVIRI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,1,0,1
CARACOLLO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,13,1,14
CARANAVI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,3,2,5
CARAPARI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,7,1,8
CHALLAPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,2,4,6
CHAQUI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,1,1,2
CHARAGUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,0,1,1
CHIMORE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,16,5,21
CHOQUE COTA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,1,0,1
CKOCHAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,0,1,1
CLIZA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,12,13,25
COBIJA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,13,6,19
COCAPATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,5,11,16
COCHABAMBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,105,0,105
COLCAPIRHUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,6,4,10
"COLCHA ""K""",vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,1,0,1
COLOMI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,7,4,11
COLPA BELGICA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,2,0,2
COMARAPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,5,0,5
CONCEPCION,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,12,1,13
COPACABANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,2,1,3
CORO CORO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,0,1,1
CORQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,0,2,2
COTAGAITA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,15,29,44
COTOCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,3,0,3
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,7,3,10
CUCHUMUELA (V. G. VILLARROEL),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,1,5,6
EL ALTO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,99,80,179
EL PUENTE(TJA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,2,3,5
EL TORNO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,41,9,50
EL VILLAR,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,3,1,4
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,8,9,17
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,4,6,10
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,7,2,9
FILADELFIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,0,8,8
GUAYARAMERIN,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,9,25,34
HUACARETA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,1,0,1
HUACAYA (VILLA DE HUACAYA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,1,4,5
HUANUNI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,8,3,11
HUARACAJE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,1,0,1
ICLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,5,1,6
INCAHUASI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,0,2,2
IXIAMAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,9,1,10
JESUS DE MACHACA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,2,1,3
LA GUARDIA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,11,0,11
LA PAZ,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,72,15,87
LAGUNILLAS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,6,1,7
LLALLAGUA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,0,3,3
LLICA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,33,0,33
LORETO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,0,5,5
MACHACAMARCA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,7,0,7
MACHARETI,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,1,0,1
MAGDALENA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,3,0,3
MAIRANA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,1,4,5
MINEROS,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,18,0,18
MIZQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,1,12,13
MOJOCOYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,1,0,1
MONTEAGUDO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,27,0,27
MONTERO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,85,6,91
MORO MORO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,1,1,2
MOROCHATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,0,6,6
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,2,1,3
OKINAWA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,3,1,4
OMEREQUE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,0,2,2
ORURO,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,133,0,133
PADCAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,2,1,3
PADILLA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,2,4,6
PAILON,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,4,12,16
PAMPA GRANDE,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,2,0,2
PASORAPA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,0,2,2
PATACAMAYA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,0,34,34
PAZÑA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,2,0,2
POCOATA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,0,1,1
POCONA,vacunacion en ninos de 4 anos,antipoliomielitica 5ta dosis,2013-12-01,0,6,6
