,group,variable,month,RAYOS X DENTAL MENORES DE 5 AÑOS,RAYOS X DENTAL MENORES DE 5 AÑOS,RAYOS X DENTAL 5 A 13 AÑOS,RAYOS X DENTAL 5 A 13 AÑOS,RAYOS X DENTAL 14 A 19 AÑOS,RAYOS X DENTAL 14 A 19 AÑOS,RAYOS X DENTAL 20 A 59 AÑOS,RAYOS X DENTAL 20 A 59 AÑOS,RAYOS X DENTAL 60 AÑOS Y MAS,RAYOS X DENTAL 60 AÑOS Y MAS,RAYOS X DENTAL EMB,RAYOS X DENTAL EMB,RAYOS X DENTAL POST,RAYOS X DENTAL POST,TOTALES
GAIOC JATUN AYLLU YURA,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,1,1,2,0,0,0,0,0,0,4
GENERAL SAAVEDRA,atencion odontologica,rayos x dental,2024-08-01,0,0,1,3,1,0,1,10,0,0,0,0,0,0,16
GUANAY,atencion odontologica,rayos x dental,2024-08-01,0,0,1,1,1,2,2,7,2,1,0,0,0,0,17
GUAYARAMERIN,atencion odontologica,rayos x dental,2024-08-01,0,0,1,1,1,2,1,5,1,3,0,0,0,0,15
GUTIERREZ,atencion odontologica,rayos x dental,2024-08-01,1,0,0,1,0,0,3,2,0,0,0,0,0,0,7
HUACARETA,atencion odontologica,rayos x dental,2024-08-01,0,0,1,0,2,3,1,5,0,0,0,0,0,0,12
HUACAYA (VILLA DE HUACAYA),atencion odontologica,rayos x dental,2024-08-01,0,0,0,2,0,1,0,11,0,0,0,0,0,0,14
HUACHACALLA,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,5,0,6,2,1,0,0,0,0,0,14
HUANUNI,atencion odontologica,rayos x dental,2024-08-01,0,0,5,1,1,1,5,9,1,1,0,0,0,0,24
HUATAJATA,atencion odontologica,rayos x dental,2024-08-01,1,0,1,0,1,1,2,1,1,0,0,0,0,0,8
INCAHUASI,atencion odontologica,rayos x dental,2024-08-01,0,0,1,4,0,4,6,5,1,0,0,0,0,0,21
INQUISIVI,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3
IRUPANA (VILLA DE LANZA),atencion odontologica,rayos x dental,2024-08-01,1,2,1,0,0,1,0,0,6,0,0,0,0,0,11
IXIAMAS,atencion odontologica,rayos x dental,2024-08-01,0,0,0,1,3,5,3,5,0,0,0,0,0,0,17
LA ASUNTA,atencion odontologica,rayos x dental,2024-08-01,0,0,1,4,3,4,7,21,2,0,0,0,0,0,42
LA PAZ,atencion odontologica,rayos x dental,2024-08-01,15,13,75,87,74,58,312,527,115,108,0,0,0,0,1384
LAGUNILLAS,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,1,1,2,0,1,0,0,0,0,5
LAS CARRERAS,atencion odontologica,rayos x dental,2024-08-01,1,0,0,0,0,0,5,5,0,0,0,0,0,0,11
LLALLAGUA,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,0,6,7,1,0,0,0,0,0,14
MACHACAMARCA,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,0,1,4,0,1,0,0,0,0,6
MAGDALENA,atencion odontologica,rayos x dental,2024-08-01,0,0,0,1,0,3,3,5,0,0,0,0,0,0,12
MAIRANA,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
MAPIRI,atencion odontologica,rayos x dental,2024-08-01,0,0,2,2,0,0,0,2,0,1,0,0,0,0,7
MECAPACA,atencion odontologica,rayos x dental,2024-08-01,0,0,4,2,5,5,2,15,0,0,0,0,0,0,33
MIZQUE,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,0,5,1,0,0,0,0,0,0,6
MOJOCOYA,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
MONTEAGUDO,atencion odontologica,rayos x dental,2024-08-01,0,0,1,2,2,1,2,7,0,0,0,0,0,0,15
MONTERO,atencion odontologica,rayos x dental,2024-08-01,0,0,1,2,0,0,0,4,0,0,0,0,0,0,7
OCURI,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,1,2,2,4,0,0,0,0,0,0,9
ORURO,atencion odontologica,rayos x dental,2024-08-01,10,8,77,115,79,121,234,498,62,53,0,0,0,0,1257
PADILLA,atencion odontologica,rayos x dental,2024-08-01,2,0,0,3,0,1,5,15,1,1,0,0,0,0,28
PAILON,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3
PALCA,atencion odontologica,rayos x dental,2024-08-01,0,2,0,0,0,0,1,1,0,0,0,0,0,0,4
PALOS BLANCOS,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,0,2,3,0,1,0,0,0,0,6
PAMPA AULLAGAS,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,0,6,9,0,0,0,0,0,0,15
PAMPA GRANDE,atencion odontologica,rayos x dental,2024-08-01,0,0,2,1,1,4,0,5,0,0,0,0,0,0,13
PATACAMAYA,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,1,3,4,2,0,0,0,0,0,0,10
PAZÑA,atencion odontologica,rayos x dental,2024-08-01,0,1,1,3,1,0,3,8,0,4,0,0,0,0,21
POCOATA,atencion odontologica,rayos x dental,2024-08-01,0,0,0,1,0,1,1,6,0,0,0,0,0,0,9
POJO (CBBA),atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
POOPO,atencion odontologica,rayos x dental,2024-08-01,0,0,13,2,2,2,13,20,0,1,0,0,0,0,53
PORCO,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9
PORONGO,atencion odontologica,rayos x dental,2024-08-01,1,1,3,4,8,5,5,24,4,2,0,0,0,0,57
PORTACHUELO,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
PORVENIR,atencion odontologica,rayos x dental,2024-08-01,0,5,1,1,0,3,4,3,0,0,0,0,0,0,17
POTOSI,atencion odontologica,rayos x dental,2024-08-01,6,3,18,15,7,21,24,74,12,7,0,0,0,0,187
PUCARANI,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,2,0,0,6,0,0,0,0,0,0,8
PUERTO GONZALO MORENO,atencion odontologica,rayos x dental,2024-08-01,0,0,0,2,2,0,0,52,0,0,0,0,0,0,56
PUERTO RICO,atencion odontologica,rayos x dental,2024-08-01,0,0,0,1,3,0,2,8,0,0,0,0,0,0,14
PUERTO SUAREZ,atencion odontologica,rayos x dental,2024-08-01,0,0,1,0,1,1,4,14,0,0,0,0,0,0,21
PUNA,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,0,1,7,1,2,0,0,0,0,11
PUNATA,atencion odontologica,rayos x dental,2024-08-01,0,1,0,4,0,2,0,1,1,0,0,0,0,0,9
QUILLACOLLO,atencion odontologica,rayos x dental,2024-08-01,2,0,10,13,8,6,20,35,17,14,0,0,0,0,125
QUIME,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
RAVELO,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,2,2,2,2,0,1,0,0,0,0,9
RIBERALTA,atencion odontologica,rayos x dental,2024-08-01,0,0,0,7,1,3,2,8,2,1,0,0,0,0,24
RURRENABAQUE,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,2,1,1,1,0,0,0,0,0,5
SABAYA,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
SACABA,atencion odontologica,rayos x dental,2024-08-01,1,0,11,15,13,6,30,52,16,7,0,0,0,0,151
SALINAS DE GARCI MENDOZA,atencion odontologica,rayos x dental,2024-08-01,0,0,0,2,0,5,3,16,2,3,0,0,0,0,31
SAMAIPATA,atencion odontologica,rayos x dental,2024-08-01,0,0,2,1,0,0,4,22,0,3,0,0,0,0,32
SAN BORJA,atencion odontologica,rayos x dental,2024-08-01,0,1,7,0,1,10,0,10,0,2,0,0,0,0,31
SAN CARLOS,atencion odontologica,rayos x dental,2024-08-01,0,0,1,1,2,0,2,5,1,0,0,0,0,0,12
SAN IGNACIO,atencion odontologica,rayos x dental,2024-08-01,2,1,0,0,0,0,0,1,0,0,0,0,0,0,4
SAN JULIAN,atencion odontologica,rayos x dental,2024-08-01,0,2,5,5,3,4,3,5,3,2,0,0,0,0,32
SAN LORENZO(TJA),atencion odontologica,rayos x dental,2024-08-01,0,0,0,1,0,0,0,5,0,0,0,0,0,0,6
SAN LUCAS,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,2,4,10,0,0,0,0,0,0,16
SAN MATIAS,atencion odontologica,rayos x dental,2024-08-01,0,1,0,6,2,0,4,14,2,0,0,0,0,0,29
SAN MIGUEL DE VELASCO,atencion odontologica,rayos x dental,2024-08-01,0,0,1,1,0,0,3,3,2,1,0,0,0,0,11
SAN PEDRO,atencion odontologica,rayos x dental,2024-08-01,0,0,0,2,0,2,2,0,0,0,0,0,0,0,6
SAN PEDRO DE BUENA VISTA,atencion odontologica,rayos x dental,2024-08-01,0,0,2,0,0,2,17,12,0,2,0,0,0,0,35
SAN PEDRO DE MACHA,atencion odontologica,rayos x dental,2024-08-01,0,0,1,0,2,4,4,8,0,3,0,0,0,0,22
SAN PEDRO DE QUEMES,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,1,0,2,0,1,0,0,0,0,4
SANTA ANA,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
SANTA CRUZ DE LA SIERRA,atencion odontologica,rayos x dental,2024-08-01,16,25,135,132,54,82,527,799,174,146,0,0,0,0,2090
SANTA ROSA DEL SARA,atencion odontologica,rayos x dental,2024-08-01,0,0,3,3,1,2,0,6,1,0,0,0,0,0,16
SANTIAGO DE HUARI,atencion odontologica,rayos x dental,2024-08-01,0,0,4,3,0,4,1,17,2,4,0,0,0,0,35
SANTIAGO DE HUATA,atencion odontologica,rayos x dental,2024-08-01,0,0,0,1,1,1,1,0,0,0,0,0,0,0,4
SANTUARIO DE QUILLACAS,atencion odontologica,rayos x dental,2024-08-01,0,0,0,5,0,0,4,0,0,1,0,0,0,0,10
SAPAHAQUI,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SENA,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SICA SICA (VILLA AROMA),atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,2,1,2,0,0,0,0,0,0,5
SIPE SIPE,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SOPACHUY,atencion odontologica,rayos x dental,2024-08-01,2,1,0,3,0,2,5,13,1,0,0,0,0,0,27
SORACACHI,atencion odontologica,rayos x dental,2024-08-01,0,0,4,4,1,0,5,12,7,7,0,0,0,0,40
SORATA,atencion odontologica,rayos x dental,2024-08-01,1,0,2,1,0,3,18,11,4,1,0,0,0,0,41
SUCRE,atencion odontologica,rayos x dental,2024-08-01,2,2,16,18,14,28,73,127,65,47,0,0,0,0,392
TACACHI,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
TARABUCO,atencion odontologica,rayos x dental,2024-08-01,0,0,0,1,1,0,0,3,0,0,0,0,0,0,5
TARATA,atencion odontologica,rayos x dental,2024-08-01,0,0,2,6,1,0,10,19,3,5,0,0,0,0,46
TARIJA,atencion odontologica,rayos x dental,2024-08-01,1,0,138,146,14,5,538,571,9,9,0,0,0,0,1431
TARVITA,atencion odontologica,rayos x dental,2024-08-01,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3
TOLATA,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TOLEDO,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
TOMAVE,atencion odontologica,rayos x dental,2024-08-01,0,0,0,1,0,0,1,2,0,0,0,0,0,0,4
TORO TORO,atencion odontologica,rayos x dental,2024-08-01,0,0,1,1,0,3,3,3,0,0,0,0,0,0,11
TRIGAL,atencion odontologica,rayos x dental,2024-08-01,0,0,0,2,1,0,0,2,0,0,0,0,0,0,5
TRINIDAD,atencion odontologica,rayos x dental,2024-08-01,1,2,5,3,1,2,3,13,2,1,0,0,0,0,33
TUPIZA,atencion odontologica,rayos x dental,2024-08-01,3,1,8,13,7,13,32,39,7,7,0,0,0,0,130
TURCO,atencion odontologica,rayos x dental,2024-08-01,0,0,1,1,1,2,8,11,2,0,0,0,0,0,26
UMALA,atencion odontologica,rayos x dental,2024-08-01,1,0,2,2,3,5,6,11,0,0,0,0,0,0,30
UNCIA,atencion odontologica,rayos x dental,2024-08-01,0,0,2,1,0,5,3,4,1,0,0,0,0,0,16
URIONDO (A. CONCEPCION),atencion odontologica,rayos x dental,2024-08-01,0,0,2,0,3,2,10,15,0,0,0,0,0,0,32
UYUNI,atencion odontologica,rayos x dental,2024-08-01,0,1,4,0,3,6,20,52,1,8,0,0,0,0,95
VALLEGRANDE,atencion odontologica,rayos x dental,2024-08-01,0,0,0,3,2,0,7,10,4,0,0,0,0,0,26
VIACHA,atencion odontologica,rayos x dental,2024-08-01,0,1,9,6,9,5,3,26,4,4,0,0,0,0,67
VILA VILA,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
VILLA CHARCAS,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,0,3,1,0,0,0,0,0,0,4
VILLA MONTES,atencion odontologica,rayos x dental,2024-08-01,0,0,3,4,0,0,9,13,2,3,0,0,0,0,34
VILLA SERRANO,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
VILLA TUNARI,atencion odontologica,rayos x dental,2024-08-01,1,0,6,5,10,6,6,17,3,0,0,0,0,0,54
VILLAZON,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3
WARNES,atencion odontologica,rayos x dental,2024-08-01,0,0,3,1,1,4,3,8,0,1,0,0,0,0,21
YACUIBA,atencion odontologica,rayos x dental,2024-08-01,0,0,0,1,1,3,4,7,5,0,0,0,0,0,21
YANACACHI,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3
YOCALLA,atencion odontologica,rayos x dental,2024-08-01,0,0,1,0,2,2,3,6,1,1,0,0,0,0,16
YUNCHARA,atencion odontologica,rayos x dental,2024-08-01,0,0,0,0,0,2,1,2,0,0,0,0,0,0,5
ZUDAÑEZ,atencion odontologica,rayos x dental,2024-08-01,0,0,1,8,0,5,7,9,0,0,0,0,0,0,30
ACACIO,atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3
ACHACACHI,atencion odontologica,rayos x dental,2024-09-01,0,0,0,1,0,1,1,5,2,2,0,0,0,0,12
ACHOCALLA,atencion odontologica,rayos x dental,2024-09-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
AIQUILE,atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,0,1,6,5,1,1,0,0,0,0,14
ANCORAIMES,atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ANTEQUERA,atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,3,1,11,5,0,0,0,0,0,0,20
ARANI,atencion odontologica,rayos x dental,2024-09-01,0,0,0,1,1,2,1,15,0,2,0,0,0,0,22
ATOCHA,atencion odontologica,rayos x dental,2024-09-01,0,0,1,1,3,7,13,16,3,6,0,0,0,0,50
AUCAPATA,atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
AYATA,atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,0,3,0,2,0,0,0,0,0,0,5
AYO AYO,atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,rayos x dental,2024-09-01,1,0,5,0,4,1,11,4,0,1,0,0,0,0,27
BELEN DE URMIRI,atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
BERMEJO,atencion odontologica,rayos x dental,2024-09-01,0,0,0,2,0,0,1,6,3,0,0,0,0,0,12
BETANZOS,atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,1,2,2,3,0,0,0,0,0,0,8
CABEZAS,atencion odontologica,rayos x dental,2024-09-01,3,2,13,16,2,4,13,22,2,1,0,0,0,0,78
"CAIZA ""D""",atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
CALACOTO,atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CAMARGO,atencion odontologica,rayos x dental,2024-09-01,1,0,16,8,1,5,7,13,5,4,0,0,0,0,60
CAPINOTA,atencion odontologica,rayos x dental,2024-09-01,0,0,1,2,3,1,6,7,0,1,0,0,0,0,21
CAQUIAVIRI,atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CARACOLLO,atencion odontologica,rayos x dental,2024-09-01,0,1,1,3,1,3,3,5,0,1,0,0,0,0,18
CARANAVI,atencion odontologica,rayos x dental,2024-09-01,1,0,2,2,0,3,4,6,0,0,0,0,0,0,18
CARIPUYO,atencion odontologica,rayos x dental,2024-09-01,0,0,0,1,1,0,1,1,0,0,0,0,0,0,4
CATACORA,atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CHALLAPATA,atencion odontologica,rayos x dental,2024-09-01,4,0,1,1,0,0,0,6,0,0,0,0,0,0,12
CHAQUI,atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,0,1,2,1,0,0,0,0,0,0,4
CHARAGUA,atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,0,0,1,2,1,0,0,0,0,0,4
CHAYANTA,atencion odontologica,rayos x dental,2024-09-01,0,0,0,6,0,0,0,5,0,0,0,0,0,0,11
CHIMORE,atencion odontologica,rayos x dental,2024-09-01,1,0,0,2,2,3,4,13,2,0,0,0,0,0,27
CHUA COCANI,atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CKOCHAS,atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
COBIJA,atencion odontologica,rayos x dental,2024-09-01,8,2,10,2,3,6,41,68,1,1,0,0,0,0,142
COCHABAMBA,atencion odontologica,rayos x dental,2024-09-01,22,12,74,73,50,68,259,389,139,109,0,0,0,0,1195
COIPASA,atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
COLCAPIRHUA,atencion odontologica,rayos x dental,2024-09-01,0,0,1,11,1,4,8,25,2,2,0,0,0,0,54
"COLCHA ""K""",atencion odontologica,rayos x dental,2024-09-01,0,0,1,5,4,5,6,20,2,5,0,0,0,0,48
COLLANA,atencion odontologica,rayos x dental,2024-09-01,0,0,3,0,0,6,4,13,0,0,0,0,0,0,26
COLQUECHACA,atencion odontologica,rayos x dental,2024-09-01,0,0,2,3,3,1,3,16,0,1,0,0,0,0,29
COLQUIRI,atencion odontologica,rayos x dental,2024-09-01,0,2,6,10,3,10,25,8,3,1,0,0,0,0,68
COROICO,atencion odontologica,rayos x dental,2024-09-01,0,0,0,1,0,1,2,1,0,0,0,0,0,0,5
CORQUE,atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
COTAGAITA,atencion odontologica,rayos x dental,2024-09-01,0,0,1,2,5,10,10,23,3,2,0,0,0,0,56
COTOCA,atencion odontologica,rayos x dental,2024-09-01,0,0,1,2,2,2,0,3,1,0,0,0,0,0,11
CUATRO CAÑADAS,atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CUEVO,atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CULPINA,atencion odontologica,rayos x dental,2024-09-01,0,0,3,1,5,4,5,16,3,1,0,0,0,0,38
CURAHUARA DE CARANGAS,atencion odontologica,rayos x dental,2024-09-01,0,0,0,2,0,1,2,2,1,1,0,0,0,0,9
EL ALTO,atencion odontologica,rayos x dental,2024-09-01,0,3,9,12,6,5,9,29,4,5,0,0,0,0,82
EL PUENTE(TJA),atencion odontologica,rayos x dental,2024-09-01,0,0,1,0,0,0,1,2,0,0,0,0,0,0,4
EL TORNO,atencion odontologica,rayos x dental,2024-09-01,1,0,0,0,0,0,5,8,0,0,0,0,0,0,14
EL VILLAR,atencion odontologica,rayos x dental,2024-09-01,0,0,2,1,0,0,0,2,0,5,0,0,0,0,10
ENTRE RIOS CBBA,atencion odontologica,rayos x dental,2024-09-01,3,1,4,1,0,0,1,5,0,0,0,0,0,0,15
EUCALIPTUS,atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3
GAIOC JATUN AYLLU YURA,atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
GENERAL SAAVEDRA,atencion odontologica,rayos x dental,2024-09-01,0,0,0,1,2,1,3,4,0,0,0,0,0,0,11
GUANAY,atencion odontologica,rayos x dental,2024-09-01,0,1,0,2,0,0,3,7,0,0,0,0,0,0,13
GUAYARAMERIN,atencion odontologica,rayos x dental,2024-09-01,0,0,0,1,0,0,2,7,2,2,0,0,0,0,14
GUTIERREZ,atencion odontologica,rayos x dental,2024-09-01,0,0,0,1,1,0,1,7,0,0,0,0,0,0,10
HUACARETA,atencion odontologica,rayos x dental,2024-09-01,0,0,0,1,0,0,2,2,0,1,0,0,0,0,6
HUACAYA (VILLA DE HUACAYA),atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
HUANUNI,atencion odontologica,rayos x dental,2024-09-01,0,0,2,1,0,9,10,11,2,1,0,0,0,0,36
HUATAJATA,atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,0,2,3,1,0,2,0,0,0,0,8
INCAHUASI,atencion odontologica,rayos x dental,2024-09-01,0,0,2,1,0,3,5,7,1,0,0,0,0,0,19
INQUISIVI,atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6
IRUPANA (VILLA DE LANZA),atencion odontologica,rayos x dental,2024-09-01,0,1,2,0,1,1,2,3,0,0,0,0,0,0,10
IXIAMAS,atencion odontologica,rayos x dental,2024-09-01,0,0,3,2,1,3,6,8,1,4,0,0,0,0,28
JESUS DE MACHACA,atencion odontologica,rayos x dental,2024-09-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
LA ASUNTA,atencion odontologica,rayos x dental,2024-09-01,1,2,1,8,7,2,12,19,0,0,0,0,0,0,52
LA GUARDIA,atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
LA PAZ,atencion odontologica,rayos x dental,2024-09-01,14,10,95,95,80,101,338,549,126,87,0,0,0,0,1495
LAGUNILLAS,atencion odontologica,rayos x dental,2024-09-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LAS CARRERAS,atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,0,0,1,4,0,1,0,0,0,0,6
LLALLAGUA,atencion odontologica,rayos x dental,2024-09-01,0,0,0,1,0,0,2,6,2,1,0,0,0,0,12
MACHACAMARCA,atencion odontologica,rayos x dental,2024-09-01,0,0,0,2,1,2,1,1,0,0,0,0,0,0,7
MAGDALENA,atencion odontologica,rayos x dental,2024-09-01,0,0,2,2,0,0,3,2,0,0,0,0,0,0,9
MAIRANA,atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
MAPIRI,atencion odontologica,rayos x dental,2024-09-01,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3
MECAPACA,atencion odontologica,rayos x dental,2024-09-01,0,0,1,8,1,9,9,10,1,0,0,0,0,0,39
MIZQUE,atencion odontologica,rayos x dental,2024-09-01,0,0,2,0,0,1,0,0,0,0,0,0,0,0,3
MOJINETE,atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
MOJOCOYA,atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,0,1,1,3,0,0,0,0,0,0,5
MONTEAGUDO,atencion odontologica,rayos x dental,2024-09-01,0,0,2,1,1,1,0,6,0,0,0,0,0,0,11
MONTERO,atencion odontologica,rayos x dental,2024-09-01,0,0,0,1,0,0,0,2,1,0,0,0,0,0,4
MORO MORO,atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
NAZACARA DE PACAJES,atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
OCURI,atencion odontologica,rayos x dental,2024-09-01,0,0,1,5,0,3,2,2,1,0,0,0,0,0,14
ORURO,atencion odontologica,rayos x dental,2024-09-01,9,13,87,71,59,92,244,382,47,48,0,0,0,0,1052
PADCAYA,atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PADILLA,atencion odontologica,rayos x dental,2024-09-01,1,0,0,2,0,0,1,8,1,1,0,0,0,0,14
PAILON,atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
PALCA,atencion odontologica,rayos x dental,2024-09-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PALOS BLANCOS,atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,1,2,0,0,0,0,0,0,0,0,3
PAMPA AULLAGAS,atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3
PAMPA GRANDE,atencion odontologica,rayos x dental,2024-09-01,1,0,2,0,0,1,1,5,0,0,0,0,0,0,10
PATACAMAYA,atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,4,2,5,6,0,0,0,0,0,0,17
PAZÑA,atencion odontologica,rayos x dental,2024-09-01,0,1,0,1,0,0,3,8,0,0,0,0,0,0,13
POJO (CBBA),atencion odontologica,rayos x dental,2024-09-01,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3
POOPO,atencion odontologica,rayos x dental,2024-09-01,0,2,4,3,2,3,11,24,2,1,0,0,0,0,52
PORCO,atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
POROMA,atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PORONGO,atencion odontologica,rayos x dental,2024-09-01,2,0,5,15,1,5,9,16,1,1,0,0,0,0,55
PORTACHUELO,atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
POTOSI,atencion odontologica,rayos x dental,2024-09-01,2,2,7,12,11,11,30,65,7,5,0,0,0,0,152
PUCARANI,atencion odontologica,rayos x dental,2024-09-01,0,0,0,0,0,0,2,4,0,0,0,0,0,0,6
