,group,variable,month,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) MENORES DE 5 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) MENORES DE 5 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 5 A 13 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 5 A 13 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 14 A 19 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 14 A 19 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 20 A 59 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 20 A 59 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 60 AÑOS Y MAS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) 60 AÑOS Y MAS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) POST,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO (TOIT) POST,TOTALES
CHIPAYA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
CHUA COCANI,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CKOCHAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,2,3,0,0,0,0,0,0,0,0,0,0,5
CLIZA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,1,2,3,2,0,1,1,4,0,1,0,0,0,0,15
COBIJA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,11,16,2,7,1,1,2,9,0,1,0,0,0,0,50
COCAPATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
COCHABAMBA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,36,30,75,72,25,35,66,94,30,38,0,0,0,0,501
COLCAPIRHUA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,1,1,2,11,3,2,5,6,2,1,0,0,0,0,34
"COLCHA ""K""",atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,1,3,3,0,0,0,1,0,0,0,0,0,0,8
COLLANA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,1,0,0,1,0,2,0,0,0,0,0,0,0,0,4
COLOMI,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,5,5,0,4,1,0,3,4,0,1,0,0,0,0,23
COLPA BELGICA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,14,17,2,14,23,59,0,0,0,0,0,0,129
COLQUENCHA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3
COLQUIRI,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
COMANCHE,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
COMARAPA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,6,1,1,2,2,0,1,0,0,0,0,0,13
COPACABANA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
CORIPATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3
CORO CORO,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
COROICO,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
COTAGAITA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,1,0,2,0,0,0,0,0,0,0,0,3
CUATRO CAÑADAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,1,1,0,0,0,2,0,0,0,0,0,0,4
CULPINA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,1,6,2,2,4,7,1,3,0,0,0,0,26
CURAHUARA DE CARANGAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
EL ALTO,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,11,25,17,26,9,18,10,46,0,3,0,0,0,0,165
EL PUENTE(STC),atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,1,1,0,0,3,0,0,0,0,0,0,5
EL PUENTE(TJA),atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,1,0,1,0,0,0,3,0,1,0,0,0,0,6
EL TORNO,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3
EL VILLAR,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,1,1,1,4,0,7,9,1,0,0,0,0,0,24
ENTRE RIOS TRJ,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3
ENTRE RIOS CBBA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,1,0,1,0,0,0,3,0,0,0,0,0,0,5
ESCARA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
EUCALIPTUS,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2
EXALTACION,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,3,4,0,0,1,1,1,0,0,0,0,0,10
FILADELFIA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
GUANAY,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
GUAYARAMERIN,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,2,3,3,9,2,0,2,4,0,0,0,0,0,0,25
HUACARAJE,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
HUACARETA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,1,1,1,0,1,6,0,1,0,0,0,0,11
HUACAYA (VILLA DE HUACAYA),atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,2,4,0,0,0,2,0,0,0,0,0,0,8
HUANUNI,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,1,2,0,1,2,4,0,0,0,0,0,0,10
HUARINA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
HUATAJATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,1,5,0,0,2,0,0,0,0,0,0,8
ICLA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,1,5,2,1,0,6,0,0,0,0,0,0,15
INCAHUASI,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,1,0,0,1,0,1,1,4,0,0,0,0,0,0,8
INQUISIVI,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,1,2,0,0,0,1,0,1,0,0,0,0,5
IRUPANA (VILLA DE LANZA),atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,2,3,2,1,0,0,1,0,0,0,0,0,0,9
JESUS DE MACHACA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,1,0,1,1,0,0,1,0,0,0,0,0,0,4
LA ASUNTA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
LA GUARDIA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,10,0,1,3,2,1,1,5,0,1,0,0,0,0,24
LA PAZ,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,59,53,74,92,18,20,21,67,8,11,0,0,0,0,423
LAS CARRERAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
LICOMA PAMPA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
LURIBAY,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,2,0,2,1,1,0,0,0,0,0,0,6
MACHACAMARCA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2
MACHARETI,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,1,1,0,0,0,0,0,2,0,0,0,0,0,0,4
MAIRANA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4
MALLA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,1,1,1,1,0,0,0,0,0,0,0,0,0,4
MAPIRI,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3
MECAPACA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
MIZQUE,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
MOCOMOCO,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,1,0,0,0,0,1,0,1,0,0,0,0,0,3
MOJOCOYA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,2,0,1,3,1,2,1,2,0,0,0,0,0,0,12
MONTEAGUDO,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,7,6,4,10,2,4,5,4,0,1,0,0,0,0,43
MONTERO,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,1,1,1,0,1,0,2,0,0,0,0,6
OCURI,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
OMEREQUE,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
ORURO,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,22,20,47,56,57,83,244,263,56,60,0,0,0,0,908
PADILLA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,1,2,6,2,1,4,4,10,2,0,0,0,0,0,32
PALCA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,1,0,1,0,0,1,0,0,0,1,0,0,0,0,4
PALOS BLANCOS,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,5,5,2,8,0,1,3,1,1,2,0,0,0,0,28
PASORAPA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,1,0,0,0,1,3,0,0,0,0,0,0,5
PATACAMAYA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
PAZÑA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,1,0,3,2,0,1,0,1,0,1,0,0,0,0,9
POCOATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
POCONA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
POJO (CBBA),atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,3,0,2,0,8,3,0,0,0,0,0,16
POOPO,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PORCO,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3
POROMA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,3,1,8,14,0,2,0,1,0,0,0,0,0,0,29
PORONGO,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
PORVENIR,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
POTOSI,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,2,1,8,6,1,5,0,6,0,0,0,0,0,0,29
PRESTO,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,1,1,1,1,2,3,4,0,0,0,0,0,0,13
PUCARA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,2,1,1,0,1,0,0,2,0,0,0,0,0,0,7
PUERTO ACOSTA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
PUERTO GONZALO MORENO,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PUERTO QUIJARRO,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,1,0,0,0,0,0,1,3,5,3,0,0,0,0,13
PUERTO VILLARROEL,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,2,3,0,2,0,0,0,1,0,0,0,0,0,0,8
PUNATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,1,4,5,2,1,2,0,2,1,0,0,0,0,18
QUILLACOLLO,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,8,7,7,11,2,6,8,25,2,4,0,0,0,0,80
QUIRUSILLAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,3,0,0,1,2,0,1,0,0,0,0,0,0,7
RAVELO,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
RIBERALTA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,4,10,2,2,2,2,1,6,0,1,0,0,0,0,30
RURRENABAQUE,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
SACABA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,18,10,28,41,3,8,13,31,4,4,0,0,0,0,160
SACACA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
SALINAS DE GARCI MENDOZA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SAMAIPATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
SAN ANDRES DE MACHACA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
SAN BORJA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,1,5,9,7,1,13,3,13,0,1,0,0,0,0,53
SAN BUENA VENTURA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3
SAN IGNACIO,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,2,1,0,0,0,0,1,0,0,0,0,0,0,0,4
SAN JULIAN,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,2,3,3,3,11,7,14,12,3,0,0,0,0,0,58
SAN LORENZO(TJA),atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
SAN LUCAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,7,3,4,7,2,4,4,7,0,1,0,0,0,0,39
SAN PABLO DE LIPEZ,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3
SAN PEDRO,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
SAN PEDRO DE BUENA VISTA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,1,0,1,5,0,1,1,2,0,0,0,0,0,0,11
SAN PEDRO DE MACHA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
SANTA ANA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,0,0,1,0,3,0,0,0,0,0,0,4
SANTA CRUZ DE LA SIERRA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,126,114,43,64,7,25,31,58,13,10,0,0,0,0,491
SANTIAGO DE CALLAPA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SANTIAGO DE HUARI,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,1,0,0,1,1,0,1,0,1,0,0,0,0,0,5
SANTIAGO DE HUATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SANTIVAÑES,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SANTUARIO DE QUILLACAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,1,0,1,0,0,0,0,1,0,0,0,0,0,0,3
SHINAOTA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
SICA SICA (VILLA AROMA),atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4
SIPE SIPE,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,1,1,0,0,0,0,1,0,1,0,0,0,0,4
SOPACHUY,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,3,0,0,0,0,2,0,0,0,0,0,0,5
SORACACHI,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,3,2,5,0,3,0,3,0,0,0,0,0,0,16
SORATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,2,0,0,2,0,0,0,0,0,0,0,0,0,0,4
SUCRE,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,41,40,60,61,17,38,47,99,8,13,0,0,0,0,424
TACACHI,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,1,2,0,0,2,1,0,0,0,0,0,6
TACACOMA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3
TACOBAMBA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3
TAHUA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
TAPACARI,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,1,4,2,1,0,2,1,9,2,1,0,0,0,0,23
TARABUCO,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,1,1,1,1,0,0,3,2,0,0,0,0,0,9
TARATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3
TARIJA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,1,9,11,8,6,14,20,3,0,0,0,0,0,72
TARVITA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,2,0,1,7,1,2,1,3,0,0,0,0,0,0,17
TEOPONTE,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,1,1,1,0,0,0,1,1,0,0,0,0,0,5
TINGUIPAYA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
TIPUANI,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TIQUIPAYA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,2,2,5,2,0,1,2,2,0,0,0,0,0,0,16
TIRAQUE (CBBA),atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,1,1,2,1,1,0,1,0,0,0,0,0,0,0,7
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
TOCO,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,1,1,0,0,0,1,0,1,0,0,0,0,4
TOLATA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,2,0,0,0,0,2,4,0,0,0,0,0,0,8
TOLEDO,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3
TOMAVE,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
TOMINA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,1,0,2,6,1,0,6,8,0,0,0,0,0,0,24
TOTORA(CBBA),atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,5,7,0,1,1,4,0,0,0,0,0,0,18
TOTORA(ORR),atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TRINIDAD,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,2,4,4,0,1,1,2,1,1,0,0,0,0,16
TUPIZA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
TURCO,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,1,2,1,0,0,0,1,0,0,0,0,0,0,5
UMALA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
UNCIA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
URIONDO (A. CONCEPCION),atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,0,1,0,0,4,0,0,0,0,0,0,5
VACAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,2,0,2,0,0,1,1,1,0,0,0,0,0,0,7
VALLEGRANDE,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
VIACHA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,3,5,2,3,0,1,1,2,0,0,0,0,0,0,17
VILLA CHARCAS,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,2,0,1,0,0,1,1,4,0,0,0,0,0,0,9
VILLA MONTES,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,0,1,0,2,4,5,1,0,0,0,0,13
VILLA RIVERO,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
VILLA SERRANO,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,3,2,2,8,3,2,10,9,0,0,0,0,0,0,39
VILLA TUNARI,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,1,4,2,4,4,5,2,0,0,0,0,0,22
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,1,0,7,7,0,1,0,6,0,0,0,0,0,0,22
VILLAZON,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,1,5,1,1,0,2,3,0,1,0,0,0,0,14
VINTO,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
VITICHI,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,3,3,2,1,3,1,0,0,0,0,0,0,13
WARNES,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
YACO,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3
YACUIBA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3
YAMPARAEZ,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,2,1,2,3,1,1,6,4,0,0,0,0,0,0,20
YANACACHI,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
YOCALLA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,0,1,3,0,0,0,2,0,0,0,0,0,0,6
YOTALA,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,2,4,3,3,1,0,1,3,1,2,0,0,0,0,20
ZUDAÑEZ,atencion odontologica,trat. odontologico integral terminado (toit),2024-08-01,0,1,2,1,1,1,1,1,0,0,0,0,0,0,8
ACACIO,atencion odontologica,trat. odontologico integral terminado (toit),2024-09-01,0,0,2,3,0,0,0,1,0,0,0,0,0,0,6
ACHACACHI,atencion odontologica,trat. odontologico integral terminado (toit),2024-09-01,0,0,0,0,2,1,1,0,0,0,0,0,0,0,4
ACHOCALLA,atencion odontologica,trat. odontologico integral terminado (toit),2024-09-01,6,4,0,1,0,0,1,5,0,0,0,0,0,0,17
AIQUILE,atencion odontologica,trat. odontologico integral terminado (toit),2024-09-01,1,0,1,1,2,0,0,0,0,0,0,0,0,0,5
ALCALA,atencion odontologica,trat. odontologico integral terminado (toit),2024-09-01,0,0,0,1,0,1,2,2,0,0,0,0,0,0,6
ALTO BENI,atencion odontologica,trat. odontologico integral terminado (toit),2024-09-01,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ANDAMARCA,atencion odontologica,trat. odontologico integral terminado (toit),2024-09-01,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3
ANTEQUERA,atencion odontologica,trat. odontologico integral terminado (toit),2024-09-01,2,0,1,3,0,1,1,1,2,0,0,0,0,0,11
ANZALDO,atencion odontologica,trat. odontologico integral terminado (toit),2024-09-01,0,0,4,6,1,0,1,1,0,1,0,0,0,0,14
APOLO,atencion odontologica,trat. odontologico integral terminado (toit),2024-09-01,0,0,0,1,0,0,1,2,0,0,0,0,0,0,4
ARAMPAMPA,atencion odontologica,trat. odontologico integral terminado (toit),2024-09-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
