,group,variable,month,TOTAL 16.5 DIABETES MELLITUS I - II CANTIDAD,TOTAL 16.5 DIABETES MELLITUS I - II CANTIDAD,TOTALES
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,17.0,46.0,63.0
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,183.0,193.0,376.0
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,1.0,1.0,2.0
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,0.0,1.0,1.0
LAS CARRERAS,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,0.0,1.0,1.0
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,3.0,12.0,15.0
LURIBAY,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,1.0,0.0,1.0
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,3.0,3.0,6.0
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,2.0,12.0,14.0
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,0.0,1.0,1.0
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,0.0,1.0,1.0
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,4.0,4.0,8.0
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,2.0,0.0,2.0
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,4.0,17.0,21.0
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,47.0,134.0,181.0
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,0.0,1.0,1.0
OKINAWA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,1.0,3.0,4.0
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,79.0,160.0,239.0
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,1.0,3.0,4.0
PAILON,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,2.0,3.0,5.0
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,1.0,0.0,1.0
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,7.0,7.0,14.0
PAMPA GRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,1.0,1.0,2.0
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,0.0,1.0,1.0
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,1.0,2.0,3.0
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,11.0,18.0,29.0
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,1.0,5.0,6.0
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,39.0,53.0,92.0
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,0.0,2.0,2.0
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,17.0,20.0,37.0
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,20.0,36.0,56.0
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,4.0,8.0,12.0
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,0.0,1.0,1.0
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,6.0,11.0,17.0
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,8.0,28.0,36.0
QUIME,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,2.0,9.0,11.0
QUIRUSILLAS,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,1.0,4.0,5.0
REYES,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,4.0,5.0,9.0
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,4.0,6.0,10.0
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,9.0,9.0,18.0
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,30.0,40.0,70.0
SABAYA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,2.0,1.0,3.0
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,16.0,29.0,45.0
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,0.0,4.0,4.0
SALINAS DE GARCI MENDOZA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,1.0,0.0,1.0
SAMAIPATA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,1.0,2.0,3.0
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,1.0,0.0,1.0
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,14.0,35.0,49.0
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,4.0,4.0,8.0
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,4.0,10.0,14.0
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,3.0,16.0,19.0
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,38.0,72.0,110.0
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,0.0,1.0,1.0
SAN JAVIER(STC),"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,4.0,5.0,9.0
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,17.0,22.0,39.0
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,2.0,5.0,7.0
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,0.0,5.0,5.0
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,2.0,12.0,14.0
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,2.0,1.0,3.0
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,3.0,1.0,4.0
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,1.0,5.0,6.0
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,2.0,1.0,3.0
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,2.0,1.0,3.0
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,1204.0,1905.0,3109.0
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,2.0,4.0,6.0
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,2.0,6.0,8.0
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,2.0,0.0,2.0
SANTIAGO DE HUATA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,0.0,1.0,1.0
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,2.0,2.0,4.0
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,1.0,1.0,2.0
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,0.0,2.0,2.0
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,0.0,3.0,3.0
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,6.0,10.0,16.0
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,36.0,73.0,109.0
TACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,0.0,4.0,4.0
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,1.0,5.0,6.0
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,2.0,10.0,12.0
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,63.0,82.0,145.0
TEOPONTE,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,1.0,0.0,1.0
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,3.0,2.0,5.0
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,3.0,6.0,9.0
TOCO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,4.0,1.0,5.0
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,0.0,2.0,2.0
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,0.0,1.0,1.0
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,0.0,2.0,2.0
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,195.0,432.0,627.0
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,3.0,2.0,5.0
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,2.0,3.0,5.0
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,25.0,33.0,58.0
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,4.0,19.0,23.0
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,13.0,19.0,32.0
VILLA CHARCAS,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,1.0,0.0,1.0
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,28.0,35.0,63.0
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,0.0,1.0,1.0
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,0.0,3.0,3.0
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,3.0,7.0,10.0
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,6.0,8.0,14.0
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,16.0,33.0,49.0
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,10.0,17.0,27.0
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,81.0,132.0,213.0
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,1.0,1.0,2.0
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,2.0,4.0,6.0
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,16.0,31.0,47.0
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,0.0,1.0,1.0
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",       diabetes mellitus i - ii,2014-09-01,0.0,1.0,1.0
