,group,variable,month,TOTAL 16.2 REUMÁTICAS CANTIDAD,TOTAL 16.2 REUMÁTICAS CANTIDAD,TOTALES
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,5,5,10
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,10,13,23
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,1,11,12
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,15,25,40
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,0,3,3
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,20,24,44
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,3,3,6
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,40,66,106
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,6,4,10
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,6,6,12
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,3,1,4
SAN PEDRO DE CURAHUARA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,2,10,12
SAN PEDRO DE TIQUINA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,1,0,1
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,1,2,3
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,0,1,1
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,7,8,15
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,443,1043,1486
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,3,2,5
SANTIAGO DE CALLAPA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,16,17,33
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,7,14,21
SANTIAGO DE HUATA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,2,1,3
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,3,5,8
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,1,3,4
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,15,30,45
SENA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,4,6,10
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,8,16,24
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,0,7,7
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,13,37,50
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,112,166,278
TACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,2,5,7
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,2,6,8
TACOBAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,0,3,3
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,10,26,36
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,30,40,70
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,2,2,4
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,3,8,11
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,49,82,131
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,30,47,77
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,7,6,13
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,5,12,17
TOCO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,2,8,10
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,1,2,3
TOMAVE,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,13,22,35
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,3,1,4
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,0,1,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,48,77,125
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,8,9,17
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,0,5,5
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,2,13,15
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,3,5,8
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,28,61,89
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,2,1,3
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,0,1,1
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,8,5,13
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,0,0,0
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,6,18,24
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,3,2,5
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,6,7,13
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,3,7,10
WALDO BALLIVIAN,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,1,2,3
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,2,3,5
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,22,26,48
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,0,1,1
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,5,4,9
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,6,11,17
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-07-01,5,8,13
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,18,7,25
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,14,26,40
ALTO BENI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,0,2,2
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,9,10,19
ANTEQUERA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,0,1,1
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,1,4,5
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,10,12,22
ARQUE,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,0,4,4
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,26,16,42
AYATA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,5,3,8
AYO AYO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,2,11,13
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,49,58,107
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,8,12,20
BAURES,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,5,11,16
BELLA FLOR,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,0,1,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,32,31,63
BOLIVAR,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,0,2,2
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,5,6,11
CAIROMA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,0,1,1
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,1,7,8
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,29,31,60
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,28,31,59
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,10,10,20
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,0,9,9
CARACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,10,11,21
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,0,1,1
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,3,14,17
CHACARILLA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,0,1,1
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,5,2,7
CHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,3,0,3
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,5,8,13
CHIMORE,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,14,19,33
CHIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,0,2,2
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,2,1,3
CHUQUIHUTA AYLLU JUCUMANI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,6,10,16
CKOCHAS,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,2,2,4
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,13,27,40
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,159,384,543
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,0,5,5
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,2,1,3
COLLANA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,3,5,8
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,5,14,19
COLQUENCHA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,5,7,12
COLQUIRI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,0,2,2
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,18,17,35
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,2,6,8
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,20,24,44
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,2,2,4
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,2,0,2
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,3,2,5
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,1,2,3
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,4,6,10
CUCHUMUELA (V. G. VILLARROEL),"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,0,0,0
CUEVO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,0,1,1
CURAHUARA DE CARANGAS,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,1,2,3
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,18,20,38
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,190,324,514
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,2,4,6
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,1,0,1
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,34,71,105
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,1,6,7
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,13,10,23
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,1,0,1
FILADELFIA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,6,7,13
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,10,16,26
GUANAY,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,12,5,17
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,2,3,5
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,2,5,7
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,7,7,14
HUACAYA (VILLA DE HUACAYA),"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,1,0,1
HUACHACALLA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,6,1,7
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,36,18,54
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,6,4,10
HUATAJATA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,0,1,1
HUAYLLAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,2,4,6
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,16,12,28
ICHOCA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,19,10,29
INQUISIVI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,4,5,9
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,4,2,6
IXIAMAS,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,0,1,1
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,2,2,4
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,15,23,38
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,170,700,870
LA RIVERA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,0,1,1
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,3,0,3
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,32,51,83
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,3,13,16
LLICA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,4,7,11
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,2,1,3
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,4,5,9
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,4,10,14
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,0,2,2
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,5,20,25
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,0,1,1
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",       reumaticas,2014-08-01,31,21,52
