,group,variable,month,TOTAL 16.1 CARDIOVASCULARES CANTIDAD,TOTAL 16.1 CARDIOVASCULARES CANTIDAD,TOTALES
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,7,13,20
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,261,332,593
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,3,1,4
LAS CARRERAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,2,8,10
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,1,2,3
LURIBAY,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,1,2,3
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,10,8,18
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,1,1,2
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,2,2,4
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,2,1,3
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,7,7,14
MIZQUE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,0,1,1
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,7,3,10
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,15,18,33
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,31,31,62
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,3,9,12
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,2,0,2
OKINAWA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,17,12,29
OMEREQUE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,1,0,1
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,60,115,175
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,1,0,1
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,5,0,5
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,8,7,15
PAMPA GRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,0,1,1
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,1,1,2
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,1,0,1
POROMA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,0,1,1
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,1,1,2
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,3,1,4
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,0,1,1
POSTRER VALLE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,7,10,17
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,73,72,145
PUCARA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,12,18,30
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,3,2,5
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,19,11,30
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,0,1,1
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,1,2,3
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,1,1,2
QUIABAYA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,0,4,4
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,3,4,7
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,1,2,3
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,10,7,17
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,11,10,21
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,0,1,1
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,2,2,4
SAMAIPATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,4,1,5
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,1,3,4
SAN ANTONIO DE LOMERIO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,0,1,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,2,1,3
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,11,10,21
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,17,6,23
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,0,2,2
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,22,27,49
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,0,1,1
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,2,4,6
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,6,0,6
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,15,20,35
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,1,2,3
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,4,1,5
SAN PABLO DE LIPEZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,1,0,1
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,14,14,28
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,1,2,3
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,26,17,43
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,605,819,1424
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,1,2,3
SANTIAGO DE CALLAPA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,1,0,1
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,1,0,1
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,0,1,1
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,14,13,27
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,12,26,38
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,24,25,49
TACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,1,0,1
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,3,1,4
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,12,6,18
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,28,48,76
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,8,2,10
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,4,6,10
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,7,12,19
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,311,565,876
UMALA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,0,3,3
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,13,27,40
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,2,1,3
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,4,5,9
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,20,27,47
VILLA CHARCAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,1,1,2
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,10,27,37
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,0,1,1
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,7,6,13
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,5,7,12
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,1,2,3
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,11,22,33
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,2,4,6
YACO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,0,1,1
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,122,154,276
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,4,6,10
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,0,7,7
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,2,2,4
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,6,12,18
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-08-01,1,2,3
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,2,0,2
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,2,3,5
ALTO BENI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,8,0,8
ANDAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,1,0,1
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,3,8,11
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,0,2,2
ASCENCION DE GUARAYOS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,1,2,3
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,8,2,10
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,9,8,17
BAURES,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,1,0,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,53,51,104
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,8,13,21
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,1,1,2
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,1,6,7
CAJUATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,5,3,8
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,1,1,2
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,17,28,45
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,35,34,69
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,1,2,3
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,1,0,1
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,2,0,2
CHIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,2,0,2
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,0,1,1
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,0,1,1
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,11,26,37
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,53,61,114
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,0,2,2
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,1,2,3
COLQUIRI,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,1,3,4
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,3,8,11
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,3,4,7
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,34,41,75
CORQUE,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,0,1,1
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,0,3,3
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,3,5,8
CUCHUMUELA (V. G. VILLARROEL),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,2,1,3
CURAHUARA DE CARANGAS,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,1,0,1
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,0,2,2
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,180,195,375
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,1,0,1
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,2,6,8
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,330,360,690
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,0,1,1
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,10,16,26
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,3,1,4
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,1,1,2
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,4,0,4
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,2,0,2
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",       cardiovasculares,2014-09-01,2,1,3
