,group,variable,month,SRP DOSIS ÚNICA,SRP DOSIS ÚNICA,TOTALES,TOTALES,TOTALES
PUNA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,9,16,9,16,25
PUNATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,70,12,70,12,82
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,4,2,4,2,6
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,194,18,194,18,212
QUIME,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,3,17,3,17,20
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,1,0,1,0,1
RAVELO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,18,16,18,16,34
REYES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,14,31,14,31,45
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,187,154,187,154,341
ROBORE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,13,4,13,4,17
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,44,2,44,2,46
SABAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,4,3,4,3,7
SACABA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,210,63,210,63,273
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,2,8,2,8,10
SACACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,17,14,17,14,31
SAIPINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,1,19,1,19,20
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,6,13,6,13,19
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,6,4,6,4,10
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,2,0,2,0,2
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,7,40,7,40,47
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,5,4,5,4,9
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,3,0,3,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,5,6,5,6,11
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,17,15,17,15,32
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,68,18,68,18,86
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,15,1,15,1,16
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,41,7,41,7,48
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,50,9,50,9,59
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,112,31,112,31,143
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,5,9,5,9,14
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,38,6,38,6,44
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,3,11,3,11,14
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,21,23,21,23,44
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,2,19,2,19,21
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,50,75,50,75,125
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,5,11,5,11,16
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,33,10,33,10,43
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,24,38,24,38,62
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,10,33,10,33,43
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,26,6,26,6,32
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,6,0,6,0,6
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,16,8,16,8,24
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,32,65,32,65,97
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,0,6,0,6,6
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,5,1,5,1,6
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,6,6,6,6,12
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,4,8,4,8,12
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,11,1,11,1,12
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,22,23,22,23,45
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,2318,73,2318,73,2391
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,11,11,11,11,22
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,19,17,19,17,36
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,1,4,1,4,5
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,3,15,3,15,18
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,2,12,2,12,14
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,7,1,7,1,8
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,4,2,4,2,6
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,5,7,5,7,12
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,9,9,9,9,18
SENA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,6,8,6,8,14
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,31,5,31,5,36
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,13,16,13,16,29
SICAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,0,11,0,11,11
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,80,6,80,6,86
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,3,3,3,3,6
SORACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,15,8,15,8,23
SORATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,20,31,20,31,51
SUCRE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,511,50,511,50,561
TACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,2,4,2,4,6
TACACOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,10,5,10,5,15
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,5,10,5,10,15
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,2,4,2,4,6
TAPACARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,25,23,25,23,48
TARABUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,16,25,16,25,41
TARACO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,2,2,2,2,4
TARATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,4,0,4,0,4
TARIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,307,30,307,30,337
TARVITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,14,17,14,17,31
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,4,6,4,6,10
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,7,15,7,15,22
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,19,14,19,14,33
TIPUANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,22,9,22,9,31
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,85,37,85,37,122
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,17,28,17,28,45
TOCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,1,0,1,0,1
TOLATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,5,3,5,3,8
TOLEDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,4,2,4,2,6
TOMAVE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,5,9,5,9,14
TOMINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,6,8,6,8,14
TORO TORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,5,9,5,9,14
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,15,19,15,19,34
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,2,4,2,4,6
TRIGAL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,5,2,5,2,7
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,271,85,271,85,356
TUPIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,66,22,66,22,88
TURCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,2,5,2,5,7
UMALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,7,10,7,10,17
UNCIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,17,22,17,22,39
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,12,9,12,9,21
URUBICHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,14,8,14,8,22
UYUNI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,31,13,31,13,44
VACAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,1,11,1,11,12
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,23,1,23,1,24
VIACHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,65,8,65,8,73
VILA VILA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,5,5,5,5,10
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,12,14,12,14,26
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,68,17,68,17,85
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,1,0,1,0,1
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,1,12,1,12,13
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,12,17,12,17,29
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,104,47,104,47,151
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,3,3,3,3,6
VILLAZON,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,65,22,65,22,87
VINTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,63,22,63,22,85
VITICHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,6,1,6,1,7
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,4,0,4,0,4
WARNES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,132,39,132,39,171
YACO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,2,9,2,9,11
YACUIBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,97,95,97,95,192
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,7,6,7,6,13
YANACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,4,2,4,2,6
YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,82,15,82,15,97
YOCALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,11,5,11,5,16
YOTALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,4,10,4,10,14
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,2,11,2,11,13
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-07-01,2,3,2,3,5
ACACIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,3,16,3,16,19
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,55,20,55,20,75
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,15,3,15,3,18
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,39,18,39,18,57
ALALAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,2,9,2,9,11
ALCALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,5,4,5,4,9
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,24,3,24,3,27
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,15,6,15,6,21
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,4,8,4,8,12
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,8,3,8,3,11
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,8,6,8,6,14
APOLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,18,42,18,42,60
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,5,14,5,14,19
ARANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,11,2,11,2,13
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,13,9,13,9,22
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,24,8,24,8,32
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,39,1,39,1,40
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,9,7,9,7,16
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,8,7,8,7,15
AYATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,1,12,1,12,13
AYO AYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,5,5,5,5,10
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,33,24,33,24,57
AZURDUY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,5,9,5,9,14
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,23,14,23,14,37
BAURES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,6,1,6,1,7
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,4,2,4,2,6
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,1,2,1,2,3
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,2,14,2,14,16
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,31,47,31,47,78
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,34,41,34,41,75
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,3,11,3,11,14
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,1,1,1,1,2
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,2,6,2,6,8
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,6,10,6,10,16
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,33,55,33,55,88
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,18,7,18,7,25
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,7,24,7,24,31
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,7,6,7,6,13
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,2,6,2,6,8
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,9,11,9,11,20
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,19,17,19,17,36
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,3,3,3,3,6
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,51,7,51,7,58
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,56,5,56,5,61
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,10,7,10,7,17
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,19,23,19,23,42
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,83,26,83,26,109
CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,0,1,0,1,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,7,11,7,11,18
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,2,21,2,21,23
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,5,12,5,12,17
CATACORA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,41,91,41,91,132
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,6,2,6,2,8
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,34,49,34,49,83
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,3,0,3,0,3
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,10,34,10,34,44
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,30,12,30,12,42
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,12,4,12,4,16
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,14,5,14,5,19
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,9,8,9,8,17
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,7,6,7,6,13
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,11,17,11,17,28
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,28,12,28,12,40
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,49,31,49,31,80
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,9,27,9,27,36
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,1068,40,1068,40,1108
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,111,12,111,12,123
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,18,8,18,8,26
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,3,7,3,7,10
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,34,8,34,8,42
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,7,9,7,9,16
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,26,70,26,70,96
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,17,3,17,3,20
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,5,45,5,45,50
COMANCHE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,4,7,4,7,11
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,30,17,30,17,47
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,0,2,0,2,2
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,32,13,32,13,45
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,13,16,13,16,29
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,23,10,23,10,33
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,4,3,4,3,7
COROICO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,21,9,21,9,30
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,7,4,7,4,11
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,19,25,19,25,44
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,91,19,91,19,110
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,19,27,19,27,46
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,2,3,2,3,5
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,3,3,3,3,6
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,36,14,36,14,50
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,9,0,9,0,9
CURVA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,0,2,0,2,2
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,12,1,12,1,13
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,1525,137,1525,137,1662
EL CHORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,3,8,3,8,11
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,10,0,10,0,10
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,15,2,15,2,17
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,94,7,94,7,101
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,0,1,0,1,1
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,28,16,28,16,44
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,59,16,59,16,75
ESCARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,2,0,2,0,2
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,4,1,4,1,5
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,5,6,5,6,11
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,1,0,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,22,21,22,21,43
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,2,24,2,24,26
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,17,29,17,29,46
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,9,12,9,12,21
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,19,16,19,16,35
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,4,6,4,6,10
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,38,92,38,92,130
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,2,17,2,17,19
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,8,5,8,5,13
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,2,4,2,4,6
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,29,43,29,43,72
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,2,5,2,5,7
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,1,3,1,3,4
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,1,1,1,1,2
HUMANATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2011-08-01,4,2,4,2,6
