municipality,group,variable,month,BCG -DENTRO,TOTAL DENTRO,BCG -FUERA,TOTAL FUERA
JESUS DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,9,9,7,7
LA ASUNTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,39,39,39,39
LA GUARDIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,72,72,4,4
LA PAZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,1649,1649,11,11
LAGUNILLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,5,5,1,1
LAJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,6,6,22,22
LAS CARRERAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,1,1,2,2
LICOMA PAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,5,5
LLALLAGUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,63,63,36,36
LLICA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,1,1,5,5
LORETO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,2,2,3,3
LURIBAY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,3,3,10,10
MACHACAMARCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,4,4,7,7
MACHARETI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,7,7,5,5
MAGDALENA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,6,6,8,8
MAIRANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,19,19,1,1
MALLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,3,3
MAPIRI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,17,17,9,9
MECAPACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,8,8,12,12
MINEROS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,51,51,1,1
MIZQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,42,42,43,43
MOCOMOCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,3,3,40,40
MOJINETE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,3,3,0,0
MOJOCOYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,3,3,9,9
MONTEAGUDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,44,44,5,5
MONTERO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,314,314,0,0
MOROCHATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,33,33,56,56
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,2,2,5,5
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,8,8
OCURI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,17,17,44,44
OKINAWA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,18,18,5,5
OMEREQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,2,2,5,5
ORURO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,542,542,44,44
PADCAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,10,10,8,8
PADILLA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,33,33,2,2
PAILON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,25,25,15,15
PALCA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,29,29
PALOS BLANCOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,49,49,21,21
PAMPA AULLAGAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,1,1,4,4
PAMPA GRANDE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,6,6,4,4
PAPEL PAMPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,13,13
PASORAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,1,1,6,6
PATACAMAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,44,44,11,11
PAZÑA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,6,6,10,10
PELECHUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,5,5
POCOATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,7,7,38,38
POCONA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,12,12,29,29
POJO (CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,25,25,18,18
POOPO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,8,8,1,1
PORCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,4,4,4,4
POROMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,24,24,29,29
PORONGO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,14,14,3,3
PORTACHUELO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,41,41,1,1
PORVENIR,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,3,3,2,2
POSTRER VALLE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,4,4,0,0
POTOSI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,391,391,19,19
PRESTO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,1,1,22,22
PUCARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,1,1,2,2
PUCARANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,11,11,27,27
PUERTO ACOSTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,10,10,32,32
PUERTO CARABUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,29,29
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,3,3,5,5
PUERTO PEREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,10,10
PUERTO QUIJARRO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,27,27,12,12
PUERTO RICO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,2,2,4,4
PUERTO SILES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,2,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,29,29,6,6
PUERTO VILLARROEL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,118,118,8,8
PUNA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,16,16,62,62
PUNATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,43,43,2,2
QUIABAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,8,8
QUILLACOLLO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,199,199,13,13
QUIME,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,3,3,3,3
QUIRUSILLAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,3,3
RAVELO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,7,7,40,40
REYES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,18,18,3,3
RIBERALTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,237,237,26,26
ROBORE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,5,5,17,17
RURRENABAQUE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,32,32,16,16
SABAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,6,6,5,5
SACABA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,150,150,21,21
SACABAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,2,2
SACACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,4,4,32,32
SAIPINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,3,3,2,2
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,4,4,18,18
SAMAIPATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,11,11,4,4
SAN AGUSTIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,6,6,0,0
SAN ANDRES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,16,16,15,15
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,8,8
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,4,4,0,0
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,14,14,0,0
SAN BENITO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,19,19,7,7
SAN BORJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,69,69,26,26
SAN BUENA VENTURA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,4,4,9,9
SAN CARLOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,41,41,13,13
SAN IGNACIO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,41,41,11,11
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,110,110,10,10
SAN JAVIER(BNI),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,2,2,2,2
SAN JAVIER(STC),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,25,25,3,3
SAN JOAQUIN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,2,2,6,6
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,24,24,26,26
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,10,10,11,11
SAN JULIAN,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,78,78,20,20
SAN LORENZO(PND),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,5,5
SAN LORENZO(TJA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,10,10,19,19
SAN LUCAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,29,29,30,30
SAN MATIAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,25,25,5,5
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,5,5,0,0
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,1,1,1,1
SAN PEDRO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,40,40,0,0
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,21,21,25,25
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,1,1,2,2
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,1,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,7,7
SAN PEDRO(PND),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,1,1
SAN RAFAEL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,5,5
SAN RAMON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,4,4,6,6
SAN RAMON,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,25,25,7,7
SANTA ANA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,33,33,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,2639,2639,96,96
SANTA ROSA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,21,21,1,1
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,29,29,26,26
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,3,3
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,1,1,9,9
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,5,5,0,0
SANTIVAÑES,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,4,4,1,1
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,2,2,3,3
SAPAHAQUI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,2,2,7,7
SENA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,4,4,7,7
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,3,3,42,42
SICAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,6,6
SIPE SIPE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,32,32,12,12
SOPACHUY,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,11,11,3,3
SORACACHI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,3,3,11,11
SORATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,12,12,39,39
SUCRE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,484,484,30,30
TACACOMA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,19,19,3,3
TACOBAMBA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,3,3,19,19
TACOPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,17,17,8,8
TAHUA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,3,3,0,0
TAPACARI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,38,38,63,63
TARABUCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,33,33,18,18
TARACO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,2,2,0,0
TARATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,18,18,5,5
TARIJA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,337,337,2,2
TARVITA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,22,22,14,14
TEOPONTE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,8,8,12,12
TIAWANACU,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,8,8,15,15
TINGUIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,5,5,57,57
TIPUANI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,13,13,5,5
TIQUIPAYA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,70,70,0,0
TIRAQUE (CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,105,105,16,16
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,7,7
TOCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,6,6,3,3
TOLATA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,4,4,3,3
TOLEDO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,1,1,5,5
TOMAVE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,2,2,12,12
TOMINA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,6,6,8,8
TORO TORO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,9,9
TOTORA(CBBA),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,28,28,5,5
TOTORA(ORR),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,7,7,1,1
TRIGAL,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,1,1,0,0
TRINIDAD,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,295,295,9,9
TUPIZA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,67,67,20,20
TURCO,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,7,7
UMALA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,0,0,5,5
UNCIA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,12,12,66,66
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,15,15,1,1
URUBICHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,5,5,0,0
UYUNI,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,36,36,24,24
VACAS,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,4,4,18,18
VALLEGRANDE,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,37,37,1,1
VIACHA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,33,33,22,22
VILA VILA,vacunaciones en menores de 1 ano dentro del servicio y fuera del servicio,bcg,2006-07-01,4,4,13,13
