,group,variable,month,L 17.1 BCG,L 17.1 BCG,TOTALES
CALAMARCA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,8,9,17
CAMARGO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,32,0,32
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,3,1,4
CAMIRI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,86,0,86
CAPINOTA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,18,5,23
CAQUIAVIRI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,4,13,17
CARACOLLO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,16,12,28
CARANAVI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,102,12,114
CARAPARI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,17,1,18
CARIPUYO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,1,28,29
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,0,10,10
CHACARILLA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,0,1,1
CHALLAPATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,58,27,85
CHAQUI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,3,5,8
CHARAGUA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,15,84,99
CHARAÑA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,0,1,1
CHAYANTA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,10,49,59
CHIMORE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,24,0,24
CHIPAYA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,3,1,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,45,2,47
CHUMA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,6,5,11
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,3,0,3
CKOCHAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,34,14,48
CLIZA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,24,3,27
COBIJA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,172,2,174
COCAPATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,9,22,31
COCHABAMBA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,1489,3,1492
COLCAPIRHUA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,86,2,88
"COLCHA ""K""",vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,13,2,15
COLOMI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,34,13,47
COLPA BELGICA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,9,3,12
COLQUECHACA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,25,57,82
COLQUENCHA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,0,23,23
COLQUIRI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,8,44,52
COMANCHE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,0,2,2
COMARAPA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,42,5,47
COMBAYA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,0,7,7
CONCEPCION,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,54,4,58
COPACABANA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,6,4,10
CORIPATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,10,4,14
CORO CORO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,4,9,13
COROICO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,9,4,13
CORQUE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,4,3,7
COTAGAITA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,19,21,40
COTOCA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,108,4,112
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,21,5,26
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,0,1,1
CUEVO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,3,1,4
CULPINA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,35,10,45
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,7,1,8
CURVA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,2,5,7
DESAGUADERO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,0,5,5
EL ALTO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,1664,80,1744
EL CHORO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,7,2,9
EL PUENTE(STC),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,26,1,27
EL PUENTE(TJA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,6,4,10
EL TORNO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,71,2,73
EL VILLAR,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,3,0,3
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,25,12,37
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,33,1,34
ESCOMA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,6,3,9
EUCALIPTUS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,6,5,11
EXALTACION,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,5,0,5
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,9,5,14
FILADELFIA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,1,3,4
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,18,9,27
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,6,14,20
GUANAY,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,24,1,25
GUAQUI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,3,6,9
GUAYARAMERIN,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,73,0,73
GUTIERREZ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,7,20,27
HUACARETA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,12,1,13
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,0,4,4
HUACHACALLA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,45,1,46
HUARACAJE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,2,0,2
HUARINA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,3,5,8
HUAYLLAMARCA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,0,3,3
HUMANATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,1,5,6
ICHOCA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,0,6,6
ICLA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,9,8,17
INCAHUASI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,6,11,17
INQUISIVI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,6,18,24
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,10,9,19
IXIAMAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,10,2,12
JESUS DE MACHACA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,2,12,14
LA ASUNTA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,72,16,88
LA GUARDIA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,102,1,103
LA PAZ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,1753,0,1753
LAGUNILLAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,10,8,18
LAJA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,16,21,37
LAS CARRERAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,7,0,7
LICOMA PAMPA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,3,0,3
LLALLAGUA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,39,53,92
LLICA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,4,0,4
LORETO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,1,0,1
LURIBAY,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,5,8,13
MACHACAMARCA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,4,4,8
MACHARETI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,2,0,2
MAGDALENA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,3,19,22
MAIRANA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,30,0,30
MALLA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,0,4,4
MAPIRI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,30,1,31
MECAPACA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,6,11,17
MINEROS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,30,1,31
MIZQUE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,33,22,55
MOCOMOCO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,6,13,19
MOJINETE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,3,2,5
MOJOCOYA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,4,6,10
MONTEAGUDO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,44,2,46
MONTERO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,306,1,307
MORO MORO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,3,0,3
MOROCHATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,2,23,25
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,0,3,3
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,0,3,3
OCURI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,10,30,40
OKINAWA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,17,2,19
OMEREQUE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,4,0,4
ORURO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,783,2,785
PADCAYA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,12,7,19
PADILLA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,16,2,18
PAILON,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,56,61,117
PALCA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,9,31,40
PALOS BLANCOS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,33,14,47
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,2,5,7
PAMPA GRANDE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,13,0,13
PAPEL PAMPA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,2,7,9
PASORAPA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,4,2,6
PATACAMAYA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,34,0,34
PAZÑA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,3,4,7
PELECHUCO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,4,11,15
POCOATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,2,47,49
POCONA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,6,9,15
POJO (CBBA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,12,5,17
POOPO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,4,4,8
PORCO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,15,4,19
POROMA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,17,11,28
PORONGO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,7,6,13
PORTACHUELO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,47,1,48
PORVENIR,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,1,0,1
POSTRER VALLE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,2,4,6
POTOSI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,560,12,572
PRESTO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,2,14,16
PUCARANI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,21,20,41
PUERTO ACOSTA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,7,19,26
PUERTO CARABUCO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,7,19,26
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,6,2,8
PUERTO PEREZ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,2,10,12
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,23,8,31
PUERTO RICO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,1,5,6
PUERTO SILES,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,1,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,43,0,43
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,89,7,96
PUNA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,6,22,28
PUNATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,78,3,81
QUIABAYA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,0,10,10
QUILLACOLLO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,227,0,227
QUIME,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,2,14,16
RAVELO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,17,20,37
REYES,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,23,8,31
RIBERALTA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,244,11,255
ROBORE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,24,2,26
RURRENABAQUE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,37,7,44
SABAYA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,1,3,4
SACABA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,238,14,252
SACABAMBA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,2,0,2
SACACA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,23,23,46
SAIPINA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,2,6,8
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,10,8,18
SAMAIPATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,7,0,7
SAN AGUSTIN,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,5,1,6
SAN ANDRES,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,4,0,4
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,2,3,5
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,2,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,2,8,10
SAN BENITO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,10,2,12
SAN BORJA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,72,33,105
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,14,5,19
SAN CARLOS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,58,15,73
SAN IGNACIO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,53,23,76
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,136,15,151
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,0,2,2
SAN JAVIER(STC),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,36,0,36
SAN JOAQUIN,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,2,4,6
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,36,39,75
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,12,5,17
SAN JULIAN,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,94,9,103
SAN LORENZO(PND),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,4,20,24
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,18,6,24
SAN LUCAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,24,29,53
SAN MATIAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,23,4,27
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,16,4,20
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,6,1,7
SAN PEDRO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,12,0,12
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,31,37,68
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,1,5,6
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,0,1,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,2,0,2
SAN RAFAEL,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,1,4,5
SAN RAMON BENI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,0,6,6
SAN RAMON SCZ,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,15,0,15
SANTA ANA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,43,3,46
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,2500,105,2605
SANTA ROSA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,25,2,27
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,15,2,17
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,0,4,4
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,5,8,13
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,1,15,16
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,0,5,5
SANTIVAÑES,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,5,1,6
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,1,5,6
SAPAHAQUI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,1,14,15
SENA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,14,5,19
SHINAOTA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,42,0,42
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,7,24,31
SICAYA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,4,2,6
SIPE SIPE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,60,3,63
SOPACHUY,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,5,8,13
SORACACHI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,8,11,19
SORATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,28,21,49
SUCRE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,429,7,436
TACACHI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,2,0,2
TACACOMA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,4,9,13
TACOBAMBA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,3,15,18
TACOPAYA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,4,5,9
TAHUA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,1,1,2
TAPACARI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,26,29,55
TARABUCO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,26,13,39
TARACO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,6,3,9
TARATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,9,0,9
TARIJA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,421,3,424
TARVITA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,20,10,30
TEOPONTE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,9,3,12
TIAWANACU,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,10,2,12
TINGUIPAYA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,26,29,55
TIPUANI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,11,4,15
TIQUIPAYA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,99,14,113
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,23,15,38
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,1,1,2
TOCO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,2,1,3
TOLATA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,3,0,3
TOLEDO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,4,0,4
TOMAVE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,6,29,35
TOMINA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,9,6,15
TORO TORO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,2,16,18
TOTORA(CBBA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,26,8,34
TOTORA(ORR),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,2,3,5
TRIGAL,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,1,0,1
TRINIDAD,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,322,2,324
TUPIZA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,85,10,95
TURCO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,1,0,1
UMALA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,3,11,14
UNCIA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,33,27,60
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,11,0,11
URUBICHA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,10,0,10
UYUNI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,57,2,59
VACAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,3,12,15
VALLEGRANDE,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,33,1,34
VIACHA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,63,11,74
VILA VILA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,1,9,10
VILLA CHARCAS,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,16,12,28
VILLA MONTES,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,78,2,80
VILLA RIVERO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,9,6,15
VILLA SERRANO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,4,3,7
VILLA TUNARI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,161,9,170
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,12,1,13
VILLAZON,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,60,7,67
VINTO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,111,1,112
VITICHI,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,4,6,10
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,0,4,4
WARNES,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,155,7,162
YACO,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,3,12,15
YACUIBA,vacunaciones en menores de 1 ano,l 17.1       bcg,2012-08-01,151,28,179
