,group,variable,month,L 17.3 PENTAVALENTE 2DA. DOSIS,L 17.3 PENTAVALENTE 2DA. DOSIS,TOTALES
COCAPATA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,16,29,45
COCHABAMBA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,1347,8,1355
COIPASA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,116,2,118
"COLCHA ""K""",vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,26,1,27
COLLANA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,3,0,3
COLOMI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,20,9,29
COLPA BELGICA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,12,1,13
COLQUECHACA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,38,48,86
COLQUENCHA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,15,1,16
COLQUIRI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,13,38,51
COMANCHE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,2,0,2
COMARAPA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,36,9,45
COMBAYA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,0,7,7
CONCEPCION,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,38,10,48
COPACABANA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,11,7,18
CORIPATA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,29,1,30
CORO CORO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,9,10,19
COROICO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,34,8,42
CORQUE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,6,3,9
COTAGAITA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,18,16,34
COTOCA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,139,10,149
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,47,5,52
CUEVO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,10,5,15
CULPINA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,27,9,36
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,6,0,6
CURVA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,1,8,9
DESAGUADERO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,5,5,10
EL ALTO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,1628,94,1722
EL CHORO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,3,6,9
EL PUENTE(STC),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,26,1,27
EL PUENTE(TJA),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,16,3,19
EL TORNO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,128,14,142
EL VILLAR,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,7,2,9
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,31,25,56
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,67,17,84
ESCOMA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,5,4,9
ESMERALDA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,0,1,1
EUCALIPTUS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,7,4,11
EXALTACION,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,4,0,4
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,15,7,22
FILADELFIA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,8,9,17
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,29,31,60
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,7,14,21
GUANAY,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,16,12,28
GUAQUI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,4,6,10
GUAYARAMERIN,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,102,13,115
GUTIERREZ,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,29,8,37
HUACARETA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,13,5,18
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,2,7,9
HUACHACALLA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,58,6,64
HUARACAJE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,12,1,13
HUARINA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,4,5,9
HUAYLLAMARCA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,3,2,5
HUMANATA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,0,6,6
ICHOCA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,2,10,12
ICLA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,4,7,11
INCAHUASI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,7,12,19
INQUISIVI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,2,13,15
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,8,2,10
IXIAMAS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,22,1,23
JESUS DE MACHACA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,18,1,19
LA ASUNTA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,65,14,79
LA GUARDIA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,187,8,195
LA PAZ,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,1329,21,1350
LA RIVERA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,2,0,2
LAGUNILLAS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,13,9,22
LAJA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,15,10,25
LAS CARRERAS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,3,3,6
LICOMA PAMPA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,1,2,3
LLALLAGUA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,44,31,75
LLICA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,9,0,9
LORETO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,1,2,3
LURIBAY,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,4,4,8
MACHACAMARCA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,5,0,5
MACHARETI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,14,3,17
MAGDALENA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,25,14,39
MAIRANA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,29,1,30
MALLA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,1,2,3
MAPIRI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,32,4,36
MECAPACA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,16,10,26
MINEROS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,54,12,66
MIZQUE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,34,31,65
MOCOMOCO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,19,7,26
MOJINETE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,2,0,2
MOJOCOYA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,3,10,13
MONTEAGUDO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,38,4,42
MONTERO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,297,11,308
MORO MORO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,3,2,5
MOROCHATA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,6,56,62
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,3,6,9
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,2,6,8
OCURI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,8,29,37
OKINAWA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,27,4,31
OMEREQUE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,4,8,12
ORURO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,647,19,666
PADCAYA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,24,12,36
PADILLA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,11,2,13
PAILON,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,41,69,110
PALCA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,20,10,30
PALOS BLANCOS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,46,14,60
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,2,1,3
PAMPA GRANDE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,13,0,13
PAPEL PAMPA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,6,3,9
PASORAPA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,1,0,1
PATACAMAYA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,38,6,44
PAZÑA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,6,2,8
PELECHUCO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,1,10,11
POCOATA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,9,22,31
POCONA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,14,10,24
POJO (CBBA),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,14,10,24
POOPO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,16,3,19
PORCO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,24,18,42
POROMA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,11,12,23
PORONGO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,11,7,18
PORTACHUELO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,55,1,56
PORVENIR,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,19,3,22
POSTRER VALLE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,3,3,6
POTOSI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,482,23,505
PRESTO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,5,9,14
PUCARA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,0,1,1
PUCARANI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,42,17,59
PUERTO ACOSTA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,6,28,34
PUERTO CARABUCO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,11,10,21
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,6,9,15
PUERTO PEREZ,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,4,1,5
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,26,9,35
PUERTO RICO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,10,4,14
PUERTO SILES,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,6,1,7
PUERTO SUAREZ,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,28,4,32
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,137,12,149
PUNA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,17,20,37
PUNATA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,44,1,45
QUIABAYA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,3,0,3
QUILLACOLLO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,213,12,225
QUIME,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,9,8,17
QUIRUSILLAS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,1,0,1
RAVELO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,9,25,34
REYES,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,19,12,31
RIBERALTA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,191,26,217
ROBORE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,30,2,32
RURRENABAQUE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,46,5,51
SABAYA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,3,1,4
SACABA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,241,37,278
SACABAMBA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,7,2,9
SACACA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,19,28,47
SAIPINA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,9,6,15
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,6,11,17
SAMAIPATA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,13,2,15
SAN AGUSTIN,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,2,1,3
SAN ANDRES,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,22,4,26
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,1,3,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,7,2,9
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,7,9,16
SAN BENITO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,16,2,18
SAN BORJA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,79,16,95
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,9,4,13
SAN CARLOS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,48,7,55
SAN IGNACIO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,53,22,75
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,97,32,129
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,3,1,4
SAN JAVIER(STC),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,37,6,43
SAN JOAQUIN,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,13,2,15
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,37,9,46
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,13,6,19
SAN JULIAN,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,104,36,140
SAN LORENZO(PND),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,4,17,21
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,28,7,35
SAN LUCAS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,28,33,61
SAN MATIAS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,26,3,29
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,19,6,25
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,4,1,5
SAN PEDRO,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,35,0,35
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,23,59,82
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,4,1,5
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,7,1,8
SAN RAFAEL,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,8,3,11
SAN RAMON BENI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,4,3,7
SAN RAMON SCZ,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,19,1,20
SANTA ANA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,40,0,40
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,3208,58,3266
SANTA ROSA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,28,5,33
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,29,4,33
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,3,9,12
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,6,10,16
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,3,14,17
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,1,0,1
SANTIVAÑES,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,7,2,9
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,5,3,8
SAPAHAQUI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,11,6,17
SENA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,19,1,20
SHINAOTA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,50,9,59
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,12,25,37
SICAYA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,6,2,8
SIPE SIPE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,98,4,102
SOPACHUY,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,7,8,15
SORACACHI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,10,3,13
SORATA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,19,19,38
SUCRE,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,594,15,609
TACACHI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,2,0,2
TACACOMA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,12,5,17
TACOBAMBA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,9,4,13
TACOPAYA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,8,10,18
TAHUA,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,2,3,5
TAPACARI,vacunaciones en menores de 1 ano,l 17.3       pentavalente 2da. dosis,2012-08-01,27,18,45
