,group,variable,month,L 17.4 PENTAVALENTE 3RA. DOSIS,L 17.4 PENTAVALENTE 3RA. DOSIS,TOTALES
LA GUARDIA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,194,9,203
LA PAZ,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,1283,29,1312
LA RIVERA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,1,0,1
LAGUNILLAS,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,9,5,14
LAJA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,20,9,29
LAS CARRERAS,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,6,4,10
LICOMA PAMPA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,1,1,2
LLALLAGUA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,57,47,104
LLICA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,9,0,9
LORETO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,0,2,2
LURIBAY,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,7,10,17
MACHACAMARCA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,8,0,8
MACHARETI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,12,2,14
MAGDALENA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,18,12,30
MAIRANA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,21,4,25
MALLA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,1,2,3
MAPIRI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,36,1,37
MECAPACA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,8,10,18
MINEROS,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,45,21,66
MIZQUE,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,47,32,79
MOCOMOCO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,22,12,34
MOJINETE,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,2,1,3
MOJOCOYA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,3,10,13
MONTEAGUDO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,35,7,42
MONTERO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,266,10,276
MORO MORO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,1,2,3
MOROCHATA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,1,20,21
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,1,3,4
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,2,2,4
OCURI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,10,30,40
OKINAWA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,25,2,27
OMEREQUE,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,4,7,11
ORURO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,572,30,602
PADCAYA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,32,13,45
PADILLA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,16,5,21
PAILON,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,42,49,91
PALCA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,11,9,20
PALOS BLANCOS,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,32,16,48
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,1,0,1
PAMPA GRANDE,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,20,1,21
PAPEL PAMPA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,1,2,3
PASORAPA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,3,0,3
PATACAMAYA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,29,3,32
PAZÑA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,8,8,16
PELECHUCO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,6,8,14
POCOATA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,8,21,29
POCONA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,8,5,13
POJO (CBBA),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,8,2,10
POOPO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,9,8,17
PORCO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,24,14,38
POROMA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,9,12,21
PORONGO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,12,19,31
PORTACHUELO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,43,2,45
PORVENIR,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,13,2,15
POSTRER VALLE,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,1,0,1
POTOSI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,370,25,395
PRESTO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,6,7,13
PUCARA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,1,1,2
PUCARANI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,26,15,41
PUERTO ACOSTA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,5,16,21
PUERTO CARABUCO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,11,9,20
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,7,3,10
PUERTO PEREZ,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,3,1,4
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,27,13,40
PUERTO RICO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,7,5,12
PUERTO SILES,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,4,0,4
PUERTO SUAREZ,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,33,7,40
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,117,9,126
PUNA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,18,25,43
PUNATA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,34,2,36
QUIABAYA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,4,1,5
QUILLACOLLO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,176,7,183
QUIME,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,6,3,9
QUIRUSILLAS,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,4,1,5
RAVELO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,10,22,32
REYES,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,18,13,31
RIBERALTA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,164,36,200
ROBORE,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,36,3,39
RURRENABAQUE,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,42,8,50
SABAYA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,2,0,2
SACABA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,200,45,245
SACABAMBA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,6,1,7
SACACA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,26,24,50
SAIPINA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,11,5,16
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,12,6,18
SAMAIPATA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,10,4,14
SAN AGUSTIN,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,2,1,3
SAN ANDRES,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,22,7,29
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,1,2,3
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,0,1,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,9,8,17
SAN BENITO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,11,5,16
SAN BORJA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,73,8,81
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,12,4,16
SAN CARLOS,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,47,7,54
SAN IGNACIO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,57,24,81
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,115,42,157
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,3,2,5
SAN JAVIER(STC),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,43,3,46
SAN JOAQUIN,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,8,1,9
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,34,3,37
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,18,9,27
SAN JULIAN,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,69,35,104
SAN LORENZO(PND),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,9,7,16
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,27,6,33
SAN LUCAS,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,30,35,65
SAN MATIAS,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,33,8,41
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,38,6,44
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,5,4,9
SAN PEDRO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,30,0,30
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,44,55,99
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,5,6,11
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,3,0,3
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,4,4,8
SAN PEDRO(PND),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,0,1,1
SAN RAFAEL,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,2,2,4
SAN RAMON BENI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,5,17,22
SAN RAMON SCZ,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,19,1,20
SANTA ANA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,49,1,50
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,2988,69,3057
SANTA ROSA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,21,4,25
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,37,8,45
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,2,2,4
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,10,11,21
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,1,7,8
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,3,0,3
SANTIVAÑES,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,5,3,8
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,0,3,3
SAPAHAQUI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,7,6,13
SENA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,11,0,11
SHINAOTA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,36,11,47
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,13,5,18
SICAYA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,6,3,9
SIPE SIPE,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,88,5,93
SOPACHUY,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,10,5,15
SORACACHI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,4,9,13
SORATA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,24,15,39
SUCRE,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,589,20,609
TACACHI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,2,0,2
TACACOMA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,15,0,15
TACOBAMBA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,3,12,15
TACOPAYA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,13,6,19
TAHUA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,1,5,6
TAPACARI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,24,26,50
TARABUCO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,10,16,26
TARACO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,7,2,9
TARATA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,17,6,23
TARIJA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,323,18,341
TARVITA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,10,5,15
TEOPONTE,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,15,6,21
TIAWANACU,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,9,9,18
TINGUIPAYA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,36,9,45
TIPUANI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,20,6,26
TIQUIPAYA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,114,41,155
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,17,35,52
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,2,0,2
TOCO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,9,3,12
TODOS SANTOS,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,1,0,1
TOLATA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,10,2,12
TOLEDO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,2,1,3
TOMAVE,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,15,11,26
TOMINA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,3,3,6
TORO TORO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,6,19,25
TOTORA(CBBA),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,26,10,36
TOTORA(ORR),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,6,3,9
TRIGAL,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,2,0,2
TRINIDAD,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,172,22,194
TUPIZA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,79,13,92
TURCO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,2,2,4
UMALA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,5,8,13
UNCIA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,28,20,48
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,19,8,27
URUBICHA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,6,6,12
UYUNI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,49,2,51
VACAS,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,7,15,22
VALLEGRANDE,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,32,2,34
VIACHA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,95,9,104
VILA VILA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,1,5,6
VILLA CHARCAS,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,19,10,29
VILLA MONTES,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,62,22,84
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,4,1,5
VILLA RIVERO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,17,6,23
VILLA SERRANO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,14,4,18
VILLA TUNARI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,138,23,161
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,12,6,18
VILLAZON,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,65,6,71
VINTO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,105,2,107
VITICHI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,6,8,14
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,2,1,3
WARNES,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,182,20,202
YACO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,4,8,12
YACUIBA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,171,32,203
YAMPARAEZ,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,5,3,8
YANACACHI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,3,3,6
YAPACANI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,114,15,129
YOCALLA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,6,4,10
YOTALA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,12,8,20
YUNCHARA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,2,5,7
ZUDAÑEZ,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-08-01,6,3,9
ACACIO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-09-01,7,17,24
ACHACACHI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-09-01,30,32,62
ACHOCALLA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-09-01,16,9,25
AIQUILE,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-09-01,26,23,49
ALALAY,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-09-01,4,6,10
ALCALA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-09-01,3,1,4
ALTO BENI,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-09-01,23,0,23
ANCORAIMES,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-09-01,10,12,22
ANDAMARCA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-09-01,2,1,3
ANTEQUERA,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-09-01,6,1,7
ANZALDO,vacunaciones en menores de 1 ano,l 17.4       pentavalente 3ra. dosis,2012-09-01,3,9,12
