,group,variable,month,L 17.9 ANTIROTAVIRICA 2RA. DOSIS,L 17.9 ANTIROTAVIRICA 2RA. DOSIS,TOTALES
CKOCHAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,28,13,41
CLIZA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,32,5,37
COBIJA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,108,20,128
COCAPATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,10,25,35
COCHABAMBA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,1304,8,1312
COLCAPIRHUA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,95,1,96
"COLCHA ""K""",vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,21,1,22
COLLANA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,0,2,2
COLOMI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,26,8,34
COLPA BELGICA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,7,2,9
COLQUECHACA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,22,37,59
COLQUENCHA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,14,0,14
COLQUIRI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,12,30,42
COMANCHE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,2,1,3
COMARAPA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,16,1,17
COMBAYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,0,7,7
CONCEPCION,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,46,22,68
COPACABANA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,20,12,32
CORIPATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,23,5,28
CORO CORO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,6,7,13
COROICO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,24,2,26
CORQUE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,2,5,7
COTAGAITA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,27,20,47
COTOCA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,142,27,169
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,5,10,15
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,3,0,3
CUEVO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,2,4,6
CULPINA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,30,19,49
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,6,0,6
CURVA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,4,4,8
DESAGUADERO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,9,7,16
EL ALTO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,1530,49,1579
EL CHORO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,4,6,10
EL PUENTE(STC),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,16,3,19
EL PUENTE(TJA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,12,3,15
EL TORNO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,86,6,92
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,31,16,47
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,69,16,85
ESCOMA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,5,2,7
EUCALIPTUS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,5,1,6
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,4,4,8
EXALTACION,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,1,1,2
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,22,4,26
FILADELFIA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,10,2,12
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,30,16,46
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,6,10,16
GUANAY,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,18,11,29
GUAQUI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,4,5,9
GUAYARAMERIN,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,90,12,102
GUTIERREZ,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,19,11,30
HUACARETA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,11,1,12
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,2,2,4
HUACHACALLA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,52,5,57
HUARACAJE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,6,0,6
HUARINA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,7,3,10
HUAYLLAMARCA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,2,1,3
HUMANATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,2,6,8
ICHOCA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,2,3,5
ICLA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,4,6,10
INCAHUASI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,8,7,15
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,0,1,1
INQUISIVI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,4,11,15
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,19,6,25
IXIAMAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,13,0,13
JESUS DE MACHACA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,9,5,14
LA ASUNTA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,64,5,69
LA GUARDIA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,185,3,188
LA PAZ,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,1191,21,1212
LAGUNILLAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,5,4,9
LAJA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,18,5,23
LAS CARRERAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,5,0,5
LICOMA PAMPA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,2,2,4
LLALLAGUA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,78,36,114
LLICA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,7,1,8
LORETO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,4,11,15
LURIBAY,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,4,6,10
MACHACAMARCA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,3,1,4
MACHARETI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,7,5,12
MAGDALENA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,31,1,32
MAIRANA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,15,3,18
MALLA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,0,2,2
MAPIRI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,36,0,36
MECAPACA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,8,15,23
MINEROS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,63,1,64
MIZQUE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,38,12,50
MOCOMOCO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,10,7,17
MOJINETE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,2,0,2
MOJOCOYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,7,5,12
MONTEAGUDO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,30,6,36
MONTERO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,267,13,280
MORO MORO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,3,0,3
MOROCHATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,3,16,19
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,7,4,11
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,0,3,3
OCURI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,6,16,22
OKINAWA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,21,4,25
OMEREQUE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,2,8,10
ORURO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,585,13,598
PADCAYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,22,5,27
PADILLA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,11,5,16
PAILON,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,51,38,89
PALCA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,5,15,20
PALOS BLANCOS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,42,8,50
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,5,0,5
PAMPA GRANDE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,13,0,13
PAPEL PAMPA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,3,3,6
PASORAPA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,3,3,6
PATACAMAYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,27,8,35
PAZÑA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,8,3,11
PELECHUCO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,9,4,13
POCOATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,8,40,48
POCONA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,13,10,23
POJO (CBBA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,18,4,22
POOPO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,5,4,9
PORCO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,24,8,32
POROMA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,9,20,29
PORONGO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,13,4,17
PORTACHUELO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,36,4,40
PORVENIR,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,21,2,23
POSTRER VALLE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,5,2,7
POTOSI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,450,18,468
PRESTO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,2,3,5
PUCARA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,3,0,3
PUCARANI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,25,25,50
PUERTO ACOSTA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,3,18,21
PUERTO CARABUCO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,16,16,32
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,11,5,16
PUERTO PEREZ,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,4,3,7
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,29,16,45
PUERTO RICO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,17,4,21
PUERTO SILES,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,4,0,4
PUERTO SUAREZ,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,45,18,63
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,108,11,119
PUNA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,21,22,43
PUNATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,44,0,44
QUIABAYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,5,0,5
QUILLACOLLO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,230,4,234
QUIME,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,3,15,18
QUIRUSILLAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,1,0,1
RAVELO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,15,25,40
REYES,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,20,7,27
RIBERALTA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,218,33,251
ROBORE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,26,4,30
RURRENABAQUE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,24,4,28
SABAYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,4,0,4
SACABA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,208,23,231
SACABAMBA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,7,3,10
SACACA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,26,24,50
SAIPINA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,8,10,18
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,12,9,21
SAMAIPATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,15,2,17
SAN AGUSTIN,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,1,0,1
SAN ANDRES,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,22,6,28
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,2,4,6
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,1,1,2
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,5,6,11
SAN BENITO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,23,3,26
SAN BORJA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,82,6,88
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,18,12,30
SAN CARLOS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,64,6,70
SAN IGNACIO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,52,14,66
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,122,41,163
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,8,4,12
SAN JAVIER(STC),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,58,3,61
SAN JOAQUIN,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,11,1,12
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,29,0,29
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,23,7,30
SAN JULIAN,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,98,37,135
SAN LORENZO(PND),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,7,12,19
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,30,11,41
SAN LUCAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,24,30,54
SAN MATIAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,36,18,54
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,37,8,45
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,1,0,1
SAN PEDRO,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,35,0,35
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,37,46,83
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,6,3,9
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,1,1,2
SAN PEDRO(PND),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,0,7,7
SAN RAFAEL,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,5,3,8
SAN RAMON BENI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,5,7,12
SAN RAMON SCZ,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,18,1,19
SANTA ANA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,24,5,29
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,3036,48,3084
SANTA ROSA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,25,7,32
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,29,9,38
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,2,5,7
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,8,7,15
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,2,9,11
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,4,2,6
SANTIVAÑES,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,12,2,14
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,3,2,5
SAPAHAQUI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,6,8,14
SENA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,11,1,12
SHINAOTA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,49,3,52
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,16,17,33
SICAYA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,6,2,8
SIPE SIPE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,57,3,60
SOPACHUY,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,0,5,5
SORACACHI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,12,14,26
SORATA,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,15,10,25
SUCRE,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,538,12,550
TACACHI,vacunaciones en menores de 1 ano,l 17.9       antirotavirica 2ra. dosis,2012-07-01,1,0,1
