,group,variable,month,L 17.8 ANTIROTAVIRICA 1RA. DOSIS,L 17.8 ANTIROTAVIRICA 1RA. DOSIS,TOTALES
TACACHI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,1,0,1
TACACOMA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,17,12,29
TACOBAMBA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,6,4,10
TACOPAYA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,10,5,15
TAHUA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,0,2,2
TAPACARI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,22,24,46
TARABUCO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,15,10,25
TARACO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,4,4,8
TARATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,17,3,20
TARIJA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,331,27,358
TARVITA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,10,16,26
TEOPONTE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,18,12,30
TIAWANACU,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,17,5,22
TINGUIPAYA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,36,17,53
TIPUANI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,17,8,25
TIQUIPAYA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,62,13,75
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,36,8,44
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,2,1,3
TOCO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,5,3,8
TOLATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,9,2,11
TOLEDO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,4,0,4
TOMAVE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,13,21,34
TOMINA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,10,10,20
TORO TORO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,6,12,18
TOTORA(CBBA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,27,16,43
TOTORA(ORR),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,6,1,7
TRIGAL,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,1,1,2
TRINIDAD,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,275,8,283
TUPIZA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,91,25,116
TURCO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,5,2,7
UMALA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,4,4,8
UNCIA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,36,19,55
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,10,0,10
URUBICHA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,22,8,30
UYUNI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,56,9,65
VACAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,11,3,14
VALLEGRANDE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,26,1,27
VIACHA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,92,3,95
VILA VILA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,5,10,15
VILLA CHARCAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,18,4,22
VILLA MONTES,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,48,11,59
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,1,6,7
VILLA RIVERO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,9,3,12
VILLA SERRANO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,9,8,17
VILLA TUNARI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,180,15,195
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,19,6,25
VILLAZON,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,72,3,75
VINTO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,111,6,117
VITICHI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,10,4,14
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,2,5,7
WARNES,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,203,9,212
YACO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,3,9,12
YACUIBA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,188,27,215
YAMPARAEZ,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,5,5,10
YANACACHI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,8,3,11
YAPACANI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,109,7,116
YOCALLA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,12,6,18
YOTALA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,7,5,12
YUNCHARA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,0,11,11
ZUDAÑEZ,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-06-01,2,5,7
ACACIO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,5,6,11
ACHACACHI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,51,20,71
ACHOCALLA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,5,11,16
AIQUILE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,23,7,30
ALALAY,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,3,4,7
ALCALA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,3,1,4
ALTO BENI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,16,1,17
ANCORAIMES,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,14,5,19
ANDAMARCA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,2,3,5
ANTEQUERA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,10,1,11
ANZALDO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,3,8,11
APOLO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,25,10,35
ARAMPAMPA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,0,4,4
ARANI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,13,0,13
ARBIETO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,13,17,30
ARQUE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,17,4,21
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,44,9,53
ATOCHA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,18,5,23
AUCAPATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,2,6,8
AYATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,10,2,12
AYO AYO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,7,1,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,24,24,48
AZURDUY,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,13,6,19
BATALLAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,23,9,32
BAURES,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,19,0,19
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,1,1,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,1,1,2
BELLA FLOR,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,0,2,2
BERMEJO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,45,24,69
BETANZOS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,48,22,70
BOLIVAR,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,5,8,13
BOLPEBRA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,2,0,2
BOYUIBE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,6,1,7
BUENA VISTA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,27,12,39
CABEZAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,40,5,45
CAIROMA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,9,12,21
"CAIZA ""D""",vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,8,8,16
CAJUATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,13,6,19
CALACOTO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,1,2,3
CALAMARCA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,12,6,18
CAMARGO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,21,2,23
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,4,0,4
CAMIRI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,66,1,67
CAPINOTA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,31,1,32
CAQUIAVIRI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,4,6,10
CARACOLLO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,32,15,47
CARANAVI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,61,24,85
CARANGAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,0,1,1
CARAPARI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,18,3,21
CARIPUYO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,5,15,20
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,8,4,12
CHACARILLA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,1,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,46,6,52
CHAQUI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,4,7,11
CHARAGUA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,22,20,42
CHARAÑA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,2,0,2
CHAYANTA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,22,12,34
CHIMORE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,44,4,48
CHIPAYA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,4,0,4
CHOQUE COTA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,3,0,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,28,1,29
CHUMA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,4,7,11
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,8,16,24
CKOCHAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,24,12,36
CLIZA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,35,13,48
COBIJA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,114,10,124
COCAPATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,8,34,42
COCHABAMBA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,1369,7,1376
COIPASA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,103,1,104
"COLCHA ""K""",vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,16,2,18
COLLANA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,1,1,2
COLOMI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,41,3,44
COLPA BELGICA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,13,1,14
COLQUECHACA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,30,45,75
COLQUENCHA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,16,2,18
COLQUIRI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,18,32,50
COMANCHE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,2,3,5
COMARAPA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,19,3,22
COMBAYA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,0,9,9
CONCEPCION,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,39,16,55
COPACABANA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,12,12,24
CORIPATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,24,2,26
CORO CORO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,6,4,10
COROICO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,25,3,28
CORQUE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,5,4,9
COTAGAITA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,32,19,51
COTOCA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,111,20,131
CRUZ DE MACHACAMARCA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,0,1,1
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,7,17,24
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,1,0,1
CUEVO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,12,2,14
CULPINA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,18,11,29
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,4,1,5
CURVA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,0,6,6
DESAGUADERO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,2,1,3
EL ALTO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,1532,17,1549
EL CHORO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,6,5,11
EL PUENTE(STC),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,21,0,21
EL PUENTE(TJA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,17,2,19
EL TORNO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,114,5,119
EL VILLAR,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,4,0,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,16,11,27
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,66,12,78
ESCOMA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,5,2,7
ESMERALDA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,0,1,1
EUCALIPTUS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,9,2,11
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,4,0,4
EXALTACION,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,4,9,13
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,25,2,27
FILADELFIA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,7,3,10
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,31,28,59
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,10,10,20
GUANAY,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,18,12,30
GUAQUI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,6,6,12
GUAYARAMERIN,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,102,12,114
GUTIERREZ,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,29,3,32
HUACARETA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,11,2,13
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,3,2,5
HUANUNI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,52,0,52
HUARACAJE,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,5,0,5
HUARINA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,6,3,9
HUAYLLAMARCA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,2,0,2
HUMANATA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,2,4,6
ICHOCA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,4,3,7
ICLA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,7,4,11
INCAHUASI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,10,14,24
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,0,5,5
INQUISIVI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,8,9,17
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,13,6,19
IXIAMAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,18,0,18
JESUS DE MACHACA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,13,5,18
LA ASUNTA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,72,3,75
LA GUARDIA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,169,0,169
LA PAZ,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,1314,21,1335
LA RIVERA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,1,0,1
LAGUNILLAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,12,2,14
LAJA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,14,6,20
LAS CARRERAS,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,3,1,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,4,0,4
LLALLAGUA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,73,19,92
LLICA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,10,0,10
LORETO,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,1,14,15
LURIBAY,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,6,6,12
MACHACAMARCA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,6,0,6
MACHARETI,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,9,2,11
MAGDALENA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,28,1,29
MAIRANA,vacunaciones en menores de 1 ano,l 17.8       antirotavirica 1ra. dosis,2012-07-01,31,0,31
