,group,variable,month,L 23.1 N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,L 23.1 N° DE SINTOMÁTICOS RESPIRATORIOS CANTIDAD,TOTALES
PORONGO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,6,12,18
PORTACHUELO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,9,11,20
PORVENIR,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,4,4,8
POSTRER VALLE,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,2,0,2
POTOSI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,63,29,92
PRESTO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,4,4,8
PUCARA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,0,1,1
PUCARANI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,7,6,13
PUERTO ACOSTA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,4,2,6
PUERTO CARABUCO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,12,5,17
PUERTO GONZALO MORENO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,2,0,2
PUERTO PEREZ,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,3,2,5
PUERTO QUIJARRO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,10,5,15
PUERTO RICO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,1,2,3
PUERTO SILES,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,2,0,2
PUERTO SUAREZ,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,2,3,5
PUERTO VILLARROEL,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,38,36,74
PUNA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,6,7,13
PUNATA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,13,10,23
QUIABAYA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,2,1,3
QUILLACOLLO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,45,48,93
QUIME,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,2,1,3
RAVELO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,13,11,24
REYES,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,2,6,8
RIBERALTA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,73,65,138
ROBORE,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,3,6,9
RURRENABAQUE,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,8,8,16
SACABA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,45,54,99
SACABAMBA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,0,2,2
SACACA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,6,4,10
SAIPINA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,2,3,5
SALINAS DE GARCI MENDOZA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,3,2,5
SAMAIPATA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,1,4,5
SAN ANDRES,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,3,1,4
SAN ANDRES DE MACHACA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,1,0,1
SAN ANTONIO DE ESMORUCO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,0,1,1
SAN ANTONIO DE LOMERIO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,4,5,9
SAN BENITO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,2,5,7
SAN BORJA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,21,28,49
SAN BUENA VENTURA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,3,2,5
SAN CARLOS,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,12,16,28
SAN IGNACIO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,16,8,24
SAN IGNACIO DE VELASCO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,12,7,19
SAN JAVIER(BNI),tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,1,3,4
SAN JAVIER(STC),tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,1,4,5
SAN JOAQUIN,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,1,1,2
SAN JOSE DE CHIQUITOS,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,2,5,7
SAN JUAN DE YAPACANI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,5,4,9
SAN JULIAN,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,56,54,110
SAN LORENZO(PND),tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,2,2,4
SAN LORENZO(TJA),tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,6,8,14
SAN LUCAS,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,12,19,31
SAN MATIAS,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,2,1,3
SAN MIGUEL DE VELASCO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,1,2,3
SAN PABLO DE LIPEZ,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,0,1,1
SAN PEDRO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,15,16,31
SAN PEDRO DE BUENA VISTA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,13,13,26
SAN PEDRO DE QUEMES,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,1,0,1
SAN PEDRO DE TIQUINA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,1,1,2
SAN RAFAEL,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,2,2,4
SAN RAMON SCZ,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,9,6,15
SANTA ANA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,8,2,10
SANTA CRUZ DE LA SIERRA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,555,561,1116
SANTA ROSA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,2,1,3
SANTA ROSA DEL SARA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,8,5,13
SANTIAGO DE HUARI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,6,3,9
SANTIAGO DE HUATA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,4,1,5
SANTIAGO DE MACHACA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,2,4,6
SANTIVAÑES,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,0,1,1
SANTUARIO DE QUILLACAS,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,2,3,5
SAPAHAQUI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,1,1,2
SENA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,2,0,2
SHINAOTA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,13,11,24
SICA SICA (VILLA AROMA),tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,7,3,10
SICAYA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,3,1,4
SIPE SIPE,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,5,7,12
SOPACHUY,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,9,7,16
SORACACHI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,3,2,5
SORATA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,18,10,28
SUCRE,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,141,178,319
TACACOMA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,7,3,10
TACOBAMBA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,3,6,9
TACOPAYA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,7,4,11
TAPACARI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,3,7,10
TARABUCO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,11,8,19
TARACO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,4,2,6
TARATA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,1,5,6
TARIJA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,95,94,189
TARVITA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,6,7,13
TEOPONTE,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,13,4,17
TIAWANACU,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,7,9,16
TINGUIPAYA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,3,2,5
TIPUANI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,30,13,43
TIQUIPAYA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,29,33,62
TIRAQUE (CBBA),tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,3,3,6
TITO YUPANQUI (PARQUIPUJIO),tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,1,0,1
TOCO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,1,2,3
TOLATA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,1,0,1
TOLEDO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,4,3,7
TOMAVE,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,9,3,12
TOMINA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,7,8,15
TORO TORO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,7,9,16
TOTORA(CBBA),tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,1,4,5
TOTORA(ORR),tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,1,0,1
TRIGAL,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,1,0,1
TRINIDAD,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,62,33,95
TUPIZA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,56,16,72
TURCO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,2,1,3
UNCIA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,8,4,12
URIONDO (A. CONCEPCION),tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,3,3,6
URUBICHA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,2,1,3
UYUNI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,7,10,17
VACAS,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,4,1,5
VALLEGRANDE,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,6,7,13
VIACHA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,18,20,38
VILA VILA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,1,1,2
VILLA CHARCAS,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,5,4,9
VILLA MONTES,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,23,32,55
VILLA NUEVA (LOMA ALTA),tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,1,1,2
VILLA RIVERO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,1,3,4
VILLA SERRANO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,5,13,18
VILLA TUNARI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,57,36,93
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,8,13,21
VILLAZON,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,18,14,32
VINTO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,5,13,18
VITICHI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,5,19,24
WARNES,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,41,47,88
YACUIBA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,131,131,262
YAMPARAEZ,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,2,5,7
YANACACHI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,1,1,2
YAPACANI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,77,65,142
YOCALLA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,0,1,1
YOTALA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,2,1,3
YUNCHARA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,3,4,7
ZUDAÑEZ,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-08-01,2,2,4
ACACIO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,4,2,6
ACHACACHI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,8,4,12
ACHOCALLA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,2,1,3
AIQUILE,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,3,3,6
ALCALA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,1,0,1
ALTO BENI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,18,11,29
ANCORAIMES,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,2,2,4
ANTEQUERA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,1,2,3
ANZALDO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,1,2,3
APOLO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,7,4,11
ARAMPAMPA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,2,2,4
ARANI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,1,0,1
ARBIETO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,1,4,5
ARQUE,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,3,4,7
ASCENCION DE GUARAYOS,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,17,11,28
ATOCHA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,5,3,8
AUCAPATA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,0,2,2
AYATA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,10,14,24
AZURDUY,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,4,10,14
BATALLAS,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,3,3,6
BELEN DE ANDAMARCA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,1,0,1
BELEN DE URMIRI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,1,0,1
BERMEJO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,42,46,88
BETANZOS,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,10,15,25
BOLIVAR,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,5,8,13
BOLPEBRA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,3,1,4
BOYUIBE,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,1,0,1
BUENA VISTA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,9,9,18
CABEZAS,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,5,6,11
"CAIZA ""D""",tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,4,5,9
CAJUATA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,7,8,15
CALAMARCA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,1,3,4
CAMARGO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,5,4,9
CAMATAQUI (C. VILLA ABECIA),tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,0,1,1
CAMIRI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,6,15,21
CAPINOTA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,4,13,17
CAQUIAVIRI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,1,0,1
CARACOLLO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,5,4,9
CARANAVI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,76,55,131
CARANGAS,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,0,1,1
CARAPARI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,18,16,34
CARIPUYO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,3,6,9
CARMEN RIVERO TORREZ,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,2,1,3
CATACORA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,1,0,1
CHALLAPATA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,18,5,23
CHAQUI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,0,1,1
CHARAGUA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,14,7,21
CHAYANTA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,6,2,8
CHIMORE,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,12,8,20
CHIPAYA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,2,2,4
CHOQUE COTA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,0,2,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,16,14,30
CHUMA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,0,1,1
CHUQUIHUTA AYLLU JUCUMANI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,0,1,1
CKOCHAS,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,1,4,5
CLIZA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,7,7,14
COBIJA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,32,25,57
COCAPATA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,10,15,25
COCHABAMBA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,178,164,342
COLCAPIRHUA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,10,19,29
"COLCHA ""K""",tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,3,10,13
COLLANA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,1,0,1
COLOMI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,4,3,7
COLPA BELGICA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,2,3,5
COLQUECHACA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,4,10,14
COLQUENCHA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,1,0,1
COLQUIRI,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,2,0,2
COMARAPA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,7,2,9
CONCEPCION,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,6,7,13
COPACABANA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,1,0,1
CORIPATA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,7,8,15
CORO CORO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,2,2,4
COROICO,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,39,6,45
CORQUE,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,2,3,5
COTAGAITA,tuberculosis y lepra,l 23.1       n de sintomaticos respiratorios,2012-09-01,5,13,18
