municipality,group,variable,month,Actividades Odontológicas en la Comunidad,TOTAL
TAPACARI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,10,10
TARABUCO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,28,28
TARACO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,3,3
TARATA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,13,13
TARIJA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,143,143
TARVITA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,12,12
TEOPONTE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,1,1
TIAWANACU,atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,6,6
TINGUIPAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,5,5
TIQUIPAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,6,6
TIRAQUE (CBBA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,63,63
TOCO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,1452,1452
TOLEDO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,6,6
TOMAVE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,6,6
TOMINA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,7,7
TORO TORO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,18,18
TOTORA(CBBA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,3,3
TOTORA(ORR),atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,4,4
TRIGAL,atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,3,3
TRINIDAD,atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,64,64
TUPIZA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,6,6
TURCO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,4,4
UMALA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,4,4
UNCIA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,739,739
URIONDO (A. CONCEPCION),atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,20,20
URUBICHA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,1,1
VACAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,153,153
VALLEGRANDE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,69,69
VIACHA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,14,14
VILA VILA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,2,2
VILLA RIVERO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,1,1
VILLA SERRANO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,62,62
VILLA TUNARI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,122,122
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,4,4
VILLAZON,atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,101,101
VITICHI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,1,1
WARNES,atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,3,3
YACO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,3,3
YACUIBA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,342,342
YAMPARAEZ,atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,781,781
YANACACHI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,1,1
YAPACANI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,284,284
YOCALLA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,25,25
YOTALA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,11,11
YUNCHARA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,7,7
ZUDAÑEZ,atenciones odontologicas,actividades odontologicas en la comunidad,2008-08-01,15,15
ACACIO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,2,2
ACHACACHI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,16,16
ACHOCALLA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,20,20
ALALAY,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,1,1
ALCALA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,17,17
ANCORAIMES,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,16,16
ANDAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,17,17
ANZALDO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,8,8
APOLO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,2,2
ARAMPAMPA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,2,2
ARANI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,163,163
ARQUE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,2,2
ASCENCION DE GUARAYOS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,42,42
ATOCHA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,7,7
AYATA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,3,3
AYO AYO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,1,1
AZURDUY,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,28,28
BATALLAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,2,2
BELEN DE URMIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,4,4
BELLA FLOR,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,9,9
BERMEJO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,12,12
BETANZOS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,9,9
BOLIVAR,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,56,56
BUENA VISTA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,1,1
CAJUATA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,3,3
CALACOTO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,82,82
CALAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,10,10
CAMARGO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,24,24
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,8,8
CAMIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,33,33
CAPINOTA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,6,6
CAQUIAVIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,4,4
CARACOLLO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,11,11
CARANAVI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,15,15
CARAPARI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,51,51
CARIPUYO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,9,9
CARMEN RIVERO TORREZ,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,2,2
CHALLAPATA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,31,31
CHAQUI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,5,5
CHARAGUA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,27,27
CHIMORE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,5,5
CHUMA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,8,8
CLIZA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,347,347
COBIJA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,14,14
COCHABAMBA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,2487,2487
COLCAPIRHUA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,23,23
COLOMI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,2,2
COLPA BELGICA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,63,63
COLQUECHACA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,2,2
COLQUIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,4,4
COMARAPA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,6,6
COMBAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,12,12
CONCEPCION,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,3,3
COPACABANA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,5,5
CORIPATA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,10,10
CORO CORO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,5,5
CORQUE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,9,9
COTAGAITA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,20,20
CUATRO CAÑADAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,53,53
CUEVO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,9,9
CULPINA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,36,36
CURAHUARA DE CARANGAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,1,1
DESAGUADERO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,3,3
EL ALTO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,799,799
EL CHORO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,2,2
EL PUENTE(TJA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,12,12
EL VILLAR,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,9,9
ENTRE RIOS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,2,2
ENTRE RIOS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,32,32
FERNANDEZ ALONSO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,46,46
FILADELFIA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,1,1
GENERAL SAAVEDRA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,11,11
GUANAY,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,3,3
GUAQUI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,5,5
GUAYARAMERIN,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,55,55
GUTIERREZ,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,251,251
HUACARETA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,3,3
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,5,5
HUACHACALLA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,3,3
HUANUNI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,4,4
HUARACAJE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,1,1
HUAYLLAMARCA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,3,3
ICLA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,8,8
INCAHUASI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,161,161
INQUISIVI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,3,3
IXIAMAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,15,15
JESUS DE MACHACA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,14,14
LA ASUNTA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,255,255
LA GUARDIA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,720,720
LA PAZ,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,334,334
LAGUNILLAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,7,7
LAJA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,8,8
LAS CARRERAS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,6,6
LLALLAGUA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,60,60
LLICA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,154,154
MACHARETI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,5,5
MAIRANA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,10,10
MAPIRI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,4,4
MECAPACA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,10,10
MIZQUE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,10,10
MOCOMOCO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,8,8
MOJOCOYA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,14,14
MONTEAGUDO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,26,26
MONTERO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,12,12
MOROCHATA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,19,19
OCURI,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,3,3
OKINAWA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,4,4
OMEREQUE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,6,6
ORURO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,840,840
PADCAYA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,8,8
PADILLA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,150,150
PAILON,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,2,2
PALCA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,34,34
PALOS BLANCOS,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,1,1
PAMPA GRANDE,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,4,4
PAZÑA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,3,3
PELECHUCO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,5,5
POCOATA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,2,2
POCONA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,3,3
PORCO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,7,7
POROMA,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,4,4
PORONGO,atenciones odontologicas,actividades odontologicas en la comunidad,2008-09-01,8,8
