municipality,group,variable,month,Exodoncias,TOTAL
HUACHACALLA,atenciones odontologicas,exodoncias,2008-08-01,13,13
HUANUNI,atenciones odontologicas,exodoncias,2008-08-01,143,143
HUARACAJE,atenciones odontologicas,exodoncias,2008-08-01,15,15
HUAYLLAMARCA,atenciones odontologicas,exodoncias,2008-08-01,34,34
ICLA,atenciones odontologicas,exodoncias,2008-08-01,62,62
INCAHUASI,atenciones odontologicas,exodoncias,2008-08-01,54,54
INQUISIVI,atenciones odontologicas,exodoncias,2008-08-01,36,36
IRUPANA (VILLA DE LANZA),atenciones odontologicas,exodoncias,2008-08-01,50,50
IXIAMAS,atenciones odontologicas,exodoncias,2008-08-01,88,88
JESUS DE MACHACA,atenciones odontologicas,exodoncias,2008-08-01,100,100
LA ASUNTA,atenciones odontologicas,exodoncias,2008-08-01,54,54
LA GUARDIA,atenciones odontologicas,exodoncias,2008-08-01,105,105
LA PAZ,atenciones odontologicas,exodoncias,2008-08-01,2325,2325
LAGUNILLAS,atenciones odontologicas,exodoncias,2008-08-01,35,35
LAJA,atenciones odontologicas,exodoncias,2008-08-01,76,76
LAS CARRERAS,atenciones odontologicas,exodoncias,2008-08-01,9,9
LICOMA PAMPA,atenciones odontologicas,exodoncias,2008-08-01,40,40
LLALLAGUA,atenciones odontologicas,exodoncias,2008-08-01,46,46
LLICA,atenciones odontologicas,exodoncias,2008-08-01,19,19
LORETO,atenciones odontologicas,exodoncias,2008-08-01,37,37
LURIBAY,atenciones odontologicas,exodoncias,2008-08-01,32,32
MACHACAMARCA,atenciones odontologicas,exodoncias,2008-08-01,37,37
MACHARETI,atenciones odontologicas,exodoncias,2008-08-01,21,21
MAGDALENA,atenciones odontologicas,exodoncias,2008-08-01,41,41
MAIRANA,atenciones odontologicas,exodoncias,2008-08-01,41,41
MALLA,atenciones odontologicas,exodoncias,2008-08-01,24,24
MAPIRI,atenciones odontologicas,exodoncias,2008-08-01,73,73
MECAPACA,atenciones odontologicas,exodoncias,2008-08-01,138,138
MINEROS,atenciones odontologicas,exodoncias,2008-08-01,37,37
MIZQUE,atenciones odontologicas,exodoncias,2008-08-01,18,18
MOCOMOCO,atenciones odontologicas,exodoncias,2008-08-01,102,102
MOJOCOYA,atenciones odontologicas,exodoncias,2008-08-01,57,57
MONTEAGUDO,atenciones odontologicas,exodoncias,2008-08-01,40,40
MONTERO,atenciones odontologicas,exodoncias,2008-08-01,172,172
MORO MORO,atenciones odontologicas,exodoncias,2008-08-01,15,15
MOROCHATA,atenciones odontologicas,exodoncias,2008-08-01,96,96
OCURI,atenciones odontologicas,exodoncias,2008-08-01,82,82
OKINAWA,atenciones odontologicas,exodoncias,2008-08-01,29,29
OMEREQUE,atenciones odontologicas,exodoncias,2008-08-01,36,36
ORURO,atenciones odontologicas,exodoncias,2008-08-01,1211,1211
PADCAYA,atenciones odontologicas,exodoncias,2008-08-01,116,116
PADILLA,atenciones odontologicas,exodoncias,2008-08-01,54,54
PAILON,atenciones odontologicas,exodoncias,2008-08-01,117,117
PALCA,atenciones odontologicas,exodoncias,2008-08-01,54,54
PALOS BLANCOS,atenciones odontologicas,exodoncias,2008-08-01,78,78
PAMPA AULLAGAS,atenciones odontologicas,exodoncias,2008-08-01,39,39
PAMPA GRANDE,atenciones odontologicas,exodoncias,2008-08-01,66,66
PASORAPA,atenciones odontologicas,exodoncias,2008-08-01,35,35
PATACAMAYA,atenciones odontologicas,exodoncias,2008-08-01,1,1
PAZÑA,atenciones odontologicas,exodoncias,2008-08-01,52,52
PELECHUCO,atenciones odontologicas,exodoncias,2008-08-01,29,29
POCOATA,atenciones odontologicas,exodoncias,2008-08-01,52,52
POCONA,atenciones odontologicas,exodoncias,2008-08-01,10,10
POJO (CBBA),atenciones odontologicas,exodoncias,2008-08-01,22,22
POOPO,atenciones odontologicas,exodoncias,2008-08-01,26,26
PORCO,atenciones odontologicas,exodoncias,2008-08-01,21,21
POROMA,atenciones odontologicas,exodoncias,2008-08-01,23,23
PORONGO,atenciones odontologicas,exodoncias,2008-08-01,74,74
PORTACHUELO,atenciones odontologicas,exodoncias,2008-08-01,71,71
PORVENIR,atenciones odontologicas,exodoncias,2008-08-01,28,28
POSTRER VALLE,atenciones odontologicas,exodoncias,2008-08-01,20,20
POTOSI,atenciones odontologicas,exodoncias,2008-08-01,556,556
PRESTO,atenciones odontologicas,exodoncias,2008-08-01,9,9
PUCARA,atenciones odontologicas,exodoncias,2008-08-01,11,11
PUCARANI,atenciones odontologicas,exodoncias,2008-08-01,147,147
PUERTO ACOSTA,atenciones odontologicas,exodoncias,2008-08-01,401,401
PUERTO CARABUCO,atenciones odontologicas,exodoncias,2008-08-01,124,124
PUERTO GONZALO MORENO,atenciones odontologicas,exodoncias,2008-08-01,2,2
PUERTO QUIJARRO,atenciones odontologicas,exodoncias,2008-08-01,46,46
PUERTO RICO,atenciones odontologicas,exodoncias,2008-08-01,38,38
PUERTO SUAREZ,atenciones odontologicas,exodoncias,2008-08-01,57,57
PUERTO VILLARROEL,atenciones odontologicas,exodoncias,2008-08-01,68,68
PUNA,atenciones odontologicas,exodoncias,2008-08-01,103,103
PUNATA,atenciones odontologicas,exodoncias,2008-08-01,86,86
QUIABAYA,atenciones odontologicas,exodoncias,2008-08-01,3,3
QUILLACOLLO,atenciones odontologicas,exodoncias,2008-08-01,119,119
QUIME,atenciones odontologicas,exodoncias,2008-08-01,123,123
RAVELO,atenciones odontologicas,exodoncias,2008-08-01,29,29
REYES,atenciones odontologicas,exodoncias,2008-08-01,55,55
RIBERALTA,atenciones odontologicas,exodoncias,2008-08-01,219,219
ROBORE,atenciones odontologicas,exodoncias,2008-08-01,57,57
RURRENABAQUE,atenciones odontologicas,exodoncias,2008-08-01,77,77
SABAYA,atenciones odontologicas,exodoncias,2008-08-01,61,61
SACABA,atenciones odontologicas,exodoncias,2008-08-01,153,153
SACABAMBA,atenciones odontologicas,exodoncias,2008-08-01,1,1
SACACA,atenciones odontologicas,exodoncias,2008-08-01,56,56
SAIPINA,atenciones odontologicas,exodoncias,2008-08-01,41,41
SALINAS DE GARCI MENDOZA,atenciones odontologicas,exodoncias,2008-08-01,28,28
SAMAIPATA,atenciones odontologicas,exodoncias,2008-08-01,48,48
SAN AGUSTIN,atenciones odontologicas,exodoncias,2008-08-01,10,10
SAN ANDRES,atenciones odontologicas,exodoncias,2008-08-01,162,162
SAN ANDRES DE MACHACA,atenciones odontologicas,exodoncias,2008-08-01,113,113
SAN ANTONIO DE LOMERIO,atenciones odontologicas,exodoncias,2008-08-01,47,47
SAN BENITO,atenciones odontologicas,exodoncias,2008-08-01,21,21
SAN BORJA,atenciones odontologicas,exodoncias,2008-08-01,538,538
SAN BUENA VENTURA,atenciones odontologicas,exodoncias,2008-08-01,32,32
SAN CARLOS,atenciones odontologicas,exodoncias,2008-08-01,77,77
SAN IGNACIO,atenciones odontologicas,exodoncias,2008-08-01,178,178
SAN IGNACIO DE VELASCO,atenciones odontologicas,exodoncias,2008-08-01,141,141
SAN JAVIER(BNI),atenciones odontologicas,exodoncias,2008-08-01,17,17
SAN JAVIER(STC),atenciones odontologicas,exodoncias,2008-08-01,18,18
SAN JOAQUIN,atenciones odontologicas,exodoncias,2008-08-01,4,4
SAN JOSE DE CHIQUITOS,atenciones odontologicas,exodoncias,2008-08-01,119,119
SAN JUAN DE YAPACANI,atenciones odontologicas,exodoncias,2008-08-01,19,19
SAN JULIAN,atenciones odontologicas,exodoncias,2008-08-01,29,29
SAN LORENZO(PND),atenciones odontologicas,exodoncias,2008-08-01,4,4
SAN LORENZO(TJA),atenciones odontologicas,exodoncias,2008-08-01,215,215
SAN LUCAS,atenciones odontologicas,exodoncias,2008-08-01,49,49
SAN MATIAS,atenciones odontologicas,exodoncias,2008-08-01,43,43
SAN MIGUEL DE VELASCO,atenciones odontologicas,exodoncias,2008-08-01,34,34
SAN PEDRO,atenciones odontologicas,exodoncias,2008-08-01,11,11
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,exodoncias,2008-08-01,78,78
SAN PEDRO DE CURAHUARA,atenciones odontologicas,exodoncias,2008-08-01,26,26
SAN PEDRO DE TIQUINA,atenciones odontologicas,exodoncias,2008-08-01,25,25
SAN RAFAEL,atenciones odontologicas,exodoncias,2008-08-01,45,45
SAN RAMON,atenciones odontologicas,exodoncias,2008-08-01,42,42
SAN RAMON,atenciones odontologicas,exodoncias,2008-08-01,14,14
SANTA ANA,atenciones odontologicas,exodoncias,2008-08-01,75,75
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,exodoncias,2008-08-01,2306,2306
SANTA ROSA,atenciones odontologicas,exodoncias,2008-08-01,205,205
SANTA ROSA DEL SARA,atenciones odontologicas,exodoncias,2008-08-01,99,99
SANTIAGO DE HUARI,atenciones odontologicas,exodoncias,2008-08-01,81,81
SANTIAGO DE MACHACA,atenciones odontologicas,exodoncias,2008-08-01,23,23
SANTIVAÑES,atenciones odontologicas,exodoncias,2008-08-01,14,14
SANTUARIO DE QUILLACAS,atenciones odontologicas,exodoncias,2008-08-01,7,7
SAPAHAQUI,atenciones odontologicas,exodoncias,2008-08-01,11,11
SENA,atenciones odontologicas,exodoncias,2008-08-01,30,30
SICA SICA (VILLA AROMA),atenciones odontologicas,exodoncias,2008-08-01,63,63
SICAYA,atenciones odontologicas,exodoncias,2008-08-01,23,23
SIPE SIPE,atenciones odontologicas,exodoncias,2008-08-01,64,64
SOPACHUY,atenciones odontologicas,exodoncias,2008-08-01,23,23
SORACACHI,atenciones odontologicas,exodoncias,2008-08-01,22,22
SORATA,atenciones odontologicas,exodoncias,2008-08-01,62,62
SUCRE,atenciones odontologicas,exodoncias,2008-08-01,1013,1013
TACACOMA,atenciones odontologicas,exodoncias,2008-08-01,94,94
TACOPAYA,atenciones odontologicas,exodoncias,2008-08-01,13,13
TAHUA,atenciones odontologicas,exodoncias,2008-08-01,10,10
TAPACARI,atenciones odontologicas,exodoncias,2008-08-01,41,41
TARABUCO,atenciones odontologicas,exodoncias,2008-08-01,84,84
TARACO,atenciones odontologicas,exodoncias,2008-08-01,13,13
TARATA,atenciones odontologicas,exodoncias,2008-08-01,18,18
TARIJA,atenciones odontologicas,exodoncias,2008-08-01,775,775
TARVITA,atenciones odontologicas,exodoncias,2008-08-01,71,71
TEOPONTE,atenciones odontologicas,exodoncias,2008-08-01,10,10
TIAWANACU,atenciones odontologicas,exodoncias,2008-08-01,83,83
TINGUIPAYA,atenciones odontologicas,exodoncias,2008-08-01,21,21
TIQUIPAYA,atenciones odontologicas,exodoncias,2008-08-01,105,105
TIRAQUE (CBBA),atenciones odontologicas,exodoncias,2008-08-01,90,90
TITO YUPANQUI (PARQUIPUJIO),atenciones odontologicas,exodoncias,2008-08-01,4,4
TOCO,atenciones odontologicas,exodoncias,2008-08-01,26,26
TOLATA,atenciones odontologicas,exodoncias,2008-08-01,7,7
TOLEDO,atenciones odontologicas,exodoncias,2008-08-01,53,53
TOMAVE,atenciones odontologicas,exodoncias,2008-08-01,34,34
TOMINA,atenciones odontologicas,exodoncias,2008-08-01,42,42
TORO TORO,atenciones odontologicas,exodoncias,2008-08-01,27,27
TOTORA(CBBA),atenciones odontologicas,exodoncias,2008-08-01,29,29
TOTORA(ORR),atenciones odontologicas,exodoncias,2008-08-01,8,8
TRIGAL,atenciones odontologicas,exodoncias,2008-08-01,28,28
TRINIDAD,atenciones odontologicas,exodoncias,2008-08-01,527,527
TUPIZA,atenciones odontologicas,exodoncias,2008-08-01,176,176
TURCO,atenciones odontologicas,exodoncias,2008-08-01,15,15
UMALA,atenciones odontologicas,exodoncias,2008-08-01,7,7
UNCIA,atenciones odontologicas,exodoncias,2008-08-01,88,88
URIONDO (A. CONCEPCION),atenciones odontologicas,exodoncias,2008-08-01,211,211
URUBICHA,atenciones odontologicas,exodoncias,2008-08-01,42,42
UYUNI,atenciones odontologicas,exodoncias,2008-08-01,76,76
VACAS,atenciones odontologicas,exodoncias,2008-08-01,17,17
VALLEGRANDE,atenciones odontologicas,exodoncias,2008-08-01,71,71
VIACHA,atenciones odontologicas,exodoncias,2008-08-01,91,91
VILA VILA,atenciones odontologicas,exodoncias,2008-08-01,5,5
VILLA MONTES,atenciones odontologicas,exodoncias,2008-08-01,164,164
VILLA RIVERO,atenciones odontologicas,exodoncias,2008-08-01,11,11
VILLA SERRANO,atenciones odontologicas,exodoncias,2008-08-01,29,29
VILLA TUNARI,atenciones odontologicas,exodoncias,2008-08-01,183,183
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,exodoncias,2008-08-01,109,109
VILLAZON,atenciones odontologicas,exodoncias,2008-08-01,126,126
VINTO,atenciones odontologicas,exodoncias,2008-08-01,11,11
VITICHI,atenciones odontologicas,exodoncias,2008-08-01,5,5
WARNES,atenciones odontologicas,exodoncias,2008-08-01,129,129
YACO,atenciones odontologicas,exodoncias,2008-08-01,6,6
YACUIBA,atenciones odontologicas,exodoncias,2008-08-01,232,232
YAMPARAEZ,atenciones odontologicas,exodoncias,2008-08-01,68,68
YANACACHI,atenciones odontologicas,exodoncias,2008-08-01,9,9
YAPACANI,atenciones odontologicas,exodoncias,2008-08-01,71,71
YOCALLA,atenciones odontologicas,exodoncias,2008-08-01,12,12
YOTALA,atenciones odontologicas,exodoncias,2008-08-01,37,37
YUNCHARA,atenciones odontologicas,exodoncias,2008-08-01,34,34
ZUDAÑEZ,atenciones odontologicas,exodoncias,2008-08-01,64,64
ACACIO,atenciones odontologicas,exodoncias,2008-09-01,23,23
ACHACACHI,atenciones odontologicas,exodoncias,2008-09-01,119,119
ACHOCALLA,atenciones odontologicas,exodoncias,2008-09-01,46,46
AIQUILE,atenciones odontologicas,exodoncias,2008-09-01,21,21
ALALAY,atenciones odontologicas,exodoncias,2008-09-01,21,21
ALCALA,atenciones odontologicas,exodoncias,2008-09-01,45,45
ANCORAIMES,atenciones odontologicas,exodoncias,2008-09-01,90,90
ANDAMARCA,atenciones odontologicas,exodoncias,2008-09-01,23,23
ANTEQUERA,atenciones odontologicas,exodoncias,2008-09-01,21,21
ANZALDO,atenciones odontologicas,exodoncias,2008-09-01,13,13
APOLO,atenciones odontologicas,exodoncias,2008-09-01,35,35
ARAMPAMPA,atenciones odontologicas,exodoncias,2008-09-01,6,6
ARANI,atenciones odontologicas,exodoncias,2008-09-01,19,19
ARBIETO,atenciones odontologicas,exodoncias,2008-09-01,4,4
ARQUE,atenciones odontologicas,exodoncias,2008-09-01,7,7
ASCENCION DE GUARAYOS,atenciones odontologicas,exodoncias,2008-09-01,126,126
ATOCHA,atenciones odontologicas,exodoncias,2008-09-01,112,112
AUCAPATA,atenciones odontologicas,exodoncias,2008-09-01,19,19
AYATA,atenciones odontologicas,exodoncias,2008-09-01,22,22
AYO AYO,atenciones odontologicas,exodoncias,2008-09-01,56,56
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,exodoncias,2008-09-01,32,32
AZURDUY,atenciones odontologicas,exodoncias,2008-09-01,58,58
BATALLAS,atenciones odontologicas,exodoncias,2008-09-01,57,57
BAURES,atenciones odontologicas,exodoncias,2008-09-01,56,56
BELEN DE URMIRI,atenciones odontologicas,exodoncias,2008-09-01,25,25
BELLA FLOR,atenciones odontologicas,exodoncias,2008-09-01,40,40
BERMEJO,atenciones odontologicas,exodoncias,2008-09-01,193,193
BETANZOS,atenciones odontologicas,exodoncias,2008-09-01,148,148
BOLIVAR,atenciones odontologicas,exodoncias,2008-09-01,28,28
BOYUIBE,atenciones odontologicas,exodoncias,2008-09-01,38,38
BUENA VISTA,atenciones odontologicas,exodoncias,2008-09-01,15,15
CABEZAS,atenciones odontologicas,exodoncias,2008-09-01,65,65
CAIROMA,atenciones odontologicas,exodoncias,2008-09-01,78,78
CALACOTO,atenciones odontologicas,exodoncias,2008-09-01,102,102
CALAMARCA,atenciones odontologicas,exodoncias,2008-09-01,66,66
CAMARGO,atenciones odontologicas,exodoncias,2008-09-01,118,118
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,exodoncias,2008-09-01,21,21
CAMIRI,atenciones odontologicas,exodoncias,2008-09-01,278,278
CAPINOTA,atenciones odontologicas,exodoncias,2008-09-01,61,61
CAQUIAVIRI,atenciones odontologicas,exodoncias,2008-09-01,37,37
CARACOLLO,atenciones odontologicas,exodoncias,2008-09-01,154,154
CARANAVI,atenciones odontologicas,exodoncias,2008-09-01,65,65
CARAPARI,atenciones odontologicas,exodoncias,2008-09-01,137,137
CARIPUYO,atenciones odontologicas,exodoncias,2008-09-01,10,10
CARMEN RIVERO TORREZ,atenciones odontologicas,exodoncias,2008-09-01,32,32
CATACORA,atenciones odontologicas,exodoncias,2008-09-01,53,53
CHALLAPATA,atenciones odontologicas,exodoncias,2008-09-01,217,217
CHAQUI,atenciones odontologicas,exodoncias,2008-09-01,8,8
CHARAGUA,atenciones odontologicas,exodoncias,2008-09-01,273,273
CHARAÑA,atenciones odontologicas,exodoncias,2008-09-01,13,13
CHAYANTA,atenciones odontologicas,exodoncias,2008-09-01,117,117
CHIMORE,atenciones odontologicas,exodoncias,2008-09-01,24,24
CHOQUE COTA,atenciones odontologicas,exodoncias,2008-09-01,14,14
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,exodoncias,2008-09-01,44,44
CHUMA,atenciones odontologicas,exodoncias,2008-09-01,118,118
CLIZA,atenciones odontologicas,exodoncias,2008-09-01,48,48
COBIJA,atenciones odontologicas,exodoncias,2008-09-01,89,89
COCHABAMBA,atenciones odontologicas,exodoncias,2008-09-01,2381,2381
COLCAPIRHUA,atenciones odontologicas,exodoncias,2008-09-01,33,33
"COLCHA ""K""",atenciones odontologicas,exodoncias,2008-09-01,13,13
COLOMI,atenciones odontologicas,exodoncias,2008-09-01,24,24
COLPA BELGICA,atenciones odontologicas,exodoncias,2008-09-01,24,24
COLQUECHACA,atenciones odontologicas,exodoncias,2008-09-01,32,32
COLQUENCHA,atenciones odontologicas,exodoncias,2008-09-01,36,36
COLQUIRI,atenciones odontologicas,exodoncias,2008-09-01,81,81
COMANCHE,atenciones odontologicas,exodoncias,2008-09-01,66,66
COMARAPA,atenciones odontologicas,exodoncias,2008-09-01,71,71
COMBAYA,atenciones odontologicas,exodoncias,2008-09-01,14,14
CONCEPCION,atenciones odontologicas,exodoncias,2008-09-01,23,23
COPACABANA,atenciones odontologicas,exodoncias,2008-09-01,58,58
CORIPATA,atenciones odontologicas,exodoncias,2008-09-01,68,68
CORO CORO,atenciones odontologicas,exodoncias,2008-09-01,49,49
COROICO,atenciones odontologicas,exodoncias,2008-09-01,129,129
CORQUE,atenciones odontologicas,exodoncias,2008-09-01,32,32
COTAGAITA,atenciones odontologicas,exodoncias,2008-09-01,130,130
COTOCA,atenciones odontologicas,exodoncias,2008-09-01,58,58
CUATRO CAÑADAS,atenciones odontologicas,exodoncias,2008-09-01,26,26
CUEVO,atenciones odontologicas,exodoncias,2008-09-01,7,7
CULPINA,atenciones odontologicas,exodoncias,2008-09-01,43,43
CURAHUARA DE CARANGAS,atenciones odontologicas,exodoncias,2008-09-01,38,38
DESAGUADERO,atenciones odontologicas,exodoncias,2008-09-01,60,60
EL ALTO,atenciones odontologicas,exodoncias,2008-09-01,3347,3347
EL CHORO,atenciones odontologicas,exodoncias,2008-09-01,23,23
EL PUENTE(STC),atenciones odontologicas,exodoncias,2008-09-01,35,35
EL PUENTE(TJA),atenciones odontologicas,exodoncias,2008-09-01,90,90
EL TORNO,atenciones odontologicas,exodoncias,2008-09-01,96,96
EL VILLAR,atenciones odontologicas,exodoncias,2008-09-01,86,86
ENTRE RIOS,atenciones odontologicas,exodoncias,2008-09-01,34,34
ENTRE RIOS,atenciones odontologicas,exodoncias,2008-09-01,206,206
EUCALIPTUS,atenciones odontologicas,exodoncias,2008-09-01,22,22
FERNANDEZ ALONSO,atenciones odontologicas,exodoncias,2008-09-01,61,61
FILADELFIA,atenciones odontologicas,exodoncias,2008-09-01,16,16
GENERAL SAAVEDRA,atenciones odontologicas,exodoncias,2008-09-01,40,40
GRAL. J.J. PEREZ (CHARAZANI),atenciones odontologicas,exodoncias,2008-09-01,52,52
GUANAY,atenciones odontologicas,exodoncias,2008-09-01,20,20
GUAQUI,atenciones odontologicas,exodoncias,2008-09-01,46,46
GUAYARAMERIN,atenciones odontologicas,exodoncias,2008-09-01,107,107
GUTIERREZ,atenciones odontologicas,exodoncias,2008-09-01,132,132
HUACARETA,atenciones odontologicas,exodoncias,2008-09-01,37,37
HUACAYA (VILLA DE HUACAYA),atenciones odontologicas,exodoncias,2008-09-01,27,27
HUACHACALLA,atenciones odontologicas,exodoncias,2008-09-01,17,17
HUANUNI,atenciones odontologicas,exodoncias,2008-09-01,75,75
HUARACAJE,atenciones odontologicas,exodoncias,2008-09-01,20,20
HUAYLLAMARCA,atenciones odontologicas,exodoncias,2008-09-01,36,36
ICLA,atenciones odontologicas,exodoncias,2008-09-01,38,38
INCAHUASI,atenciones odontologicas,exodoncias,2008-09-01,81,81
INQUISIVI,atenciones odontologicas,exodoncias,2008-09-01,40,40
IRUPANA (VILLA DE LANZA),atenciones odontologicas,exodoncias,2008-09-01,53,53
IXIAMAS,atenciones odontologicas,exodoncias,2008-09-01,59,59
JESUS DE MACHACA,atenciones odontologicas,exodoncias,2008-09-01,97,97
LA ASUNTA,atenciones odontologicas,exodoncias,2008-09-01,46,46
LA GUARDIA,atenciones odontologicas,exodoncias,2008-09-01,82,82
LA PAZ,atenciones odontologicas,exodoncias,2008-09-01,2688,2688
LAGUNILLAS,atenciones odontologicas,exodoncias,2008-09-01,41,41
LAJA,atenciones odontologicas,exodoncias,2008-09-01,78,78
LAS CARRERAS,atenciones odontologicas,exodoncias,2008-09-01,4,4
LICOMA PAMPA,atenciones odontologicas,exodoncias,2008-09-01,48,48
LLALLAGUA,atenciones odontologicas,exodoncias,2008-09-01,40,40
LLICA,atenciones odontologicas,exodoncias,2008-09-01,28,28
LURIBAY,atenciones odontologicas,exodoncias,2008-09-01,35,35
MACHACAMARCA,atenciones odontologicas,exodoncias,2008-09-01,51,51
MACHARETI,atenciones odontologicas,exodoncias,2008-09-01,32,32
MAGDALENA,atenciones odontologicas,exodoncias,2008-09-01,23,23
MAIRANA,atenciones odontologicas,exodoncias,2008-09-01,32,32
MALLA,atenciones odontologicas,exodoncias,2008-09-01,2,2
