municipality,group,variable,month,Niños (as) 6 a 23 meses que reciben Alimento compl,TOTAL
MACHACAMARCA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,44,44
MACHARETI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,184,184
MOJOCOYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,152,152
MONTEAGUDO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,630,630
MONTERO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,1,1
MOROCHATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,394,394
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,19,19
OCURI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,543,543
ORURO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,2836,2836
PADCAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,417,417
PADILLA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,242,242
PAMPA AULLAGAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,37,37
PAZÑA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,113,113
PELECHUCO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,1,1
POCOATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,501,501
POCONA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,14,14
POJO (CBBA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,128,128
POOPO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,55,55
PORVENIR,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,89,89
POSTRER VALLE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,2,2
POTOSI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,53,53
PUERTO GONZALO MORENO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,94,94
PUERTO RICO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,91,91
PUERTO SILES,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,3,3
PUNA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,363,363
PUNATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,238,238
QUIABAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,6,6
RAVELO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,555,555
RIBERALTA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,2347,2347
RURRENABAQUE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,159,159
SABAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,4,4
SACABA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,979,979
SACABAMBA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,53,53
SACACA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,370,370
SAIPINA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,2,2
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,215,215
SAN AGUSTIN,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,17,17
SAN ANDRES,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,133,133
SAN ANDRES DE MACHACA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,15,15
SAN BENITO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,4,4
SAN BORJA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,448,448
SAN IGNACIO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,259,259
SAN JAVIER(BNI),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,41,41
SAN JOAQUIN,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,54,54
SAN JULIAN,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,10,10
SAN LORENZO(PND),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,38,38
SAN LORENZO(TJA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,230,230
SAN LUCAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,95,95
SAN MATIAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,3,3
SAN PABLO DE LIPEZ,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,47,47
SAN PEDRO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,10,10
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,578,578
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,49,49
SAN RAFAEL,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,87,87
SANTA ANA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,202,202
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,56,56
SANTA ROSA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,100,100
SANTIAGO DE HUARI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,131,131
SANTIVAÑES,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,7,7
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,15,15
SICA SICA (VILLA AROMA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,9,9
SICAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,50,50
SIPE SIPE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,304,304
SOPACHUY,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,71,71
SORACACHI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,274,274
SUCRE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,21,21
TACOPAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,179,179
TAPACARI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,282,282
TARABUCO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,469,469
TARACO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,1,1
TARIJA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,2386,2386
TARVITA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,462,462
TIQUIPAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,302,302
TOLEDO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,67,67
TOMINA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,280,280
TORO TORO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,236,236
TOTORA(CBBA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,205,205
TOTORA(ORR),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,84,84
TRINIDAD,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,642,642
TUPIZA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,3,3
TURCO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,65,65
URIONDO (A. CONCEPCION),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,292,292
URUBICHA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,2,2
VACAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,205,205
VIACHA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,569,569
VILA VILA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,21,21
VILLA MONTES,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,339,339
VILLA SERRANO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,230,230
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,183,183
VINTO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,176,176
VITICHI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,215,215
WALDO BALLIVIAN,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,30,30
WARNES,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,3,3
YACO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,2,2
YACUIBA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,897,897
YAMPARAEZ,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,199,199
YOTALA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,102,102
YUNCHARA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,127,127
ZUDAÑEZ,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-09-01,204,204
ACACIO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,144,144
AIQUILE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,376,376
ALCALA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,76,76
ANDAMARCA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,72,72
ANTEQUERA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,21,21
ANZALDO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,11,11
APOLO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,1,1
ARANI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,126,126
ARQUE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,130,130
ASCENCION DE GUARAYOS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,72,72
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,5,5
AZURDUY,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,109,109
BAURES,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,49,49
BELEN DE ANDAMARCA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,13,13
BELEN DE URMIRI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,18,18
BELLA FLOR,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,10,10
BERMEJO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,540,540
BETANZOS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,618,618
BOLIVAR,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,332,332
BOYUIBE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,29,29
"CAIZA ""D""",nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,184,184
CAJUATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,42,42
CALACOTO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,85,85
CAMARGO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,109,109
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,87,87
CAMIRI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,6,6
CARACOLLO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,326,326
CARANGAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,3,3
CARAPARI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,269,269
CATACORA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,24,24
CHALLAPATA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,430,430
CHARAGUA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,16,16
CHIPAYA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,40,40
CHOQUE COTA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,25,25
CHUMA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,100,100
CLIZA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,164,164
COBIJA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,383,383
COCHABAMBA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,32,32
COLCAPIRHUA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,108,108
"COLCHA ""K""",nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,12,12
COLLANA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,7,7
COLOMI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,26,26
COLQUECHACA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,853,853
COLQUENCHA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,119,119
COLQUIRI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,249,249
COMANCHE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,46,46
COMARAPA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,12,12
CORO CORO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,92,92
CORQUE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,98,98
COTAGAITA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,172,172
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,25,25
CULPINA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,59,59
CURAHUARA DE CARANGAS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,100,100
CURVA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,11,11
EL ALTO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,1675,1675
EL CHORO,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,85,85
EL PUENTE(STC),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,166,166
EL PUENTE(TJA),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,249,249
EL VILLAR,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,111,111
ENTRE RIOS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,573,573
ESCARA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,10,10
ESMERALDA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,6,6
EUCALIPTUS,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,128,128
EXALTACION,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,28,28
GENERAL SAAVEDRA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,7,7
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,20,20
GUAYARAMERIN,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,514,514
GUTIERREZ,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,123,123
HUACHACALLA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,18,18
HUANUNI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,289,289
HUARACAJE,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,52,52
HUAYLLAMARCA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,80,80
ICLA,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,113,113
INCAHUASI,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,249,249
LA PAZ,nutricion y micronutrientes,ninos (as) 6 a 23 meses que reciben alimento compl,2008-10-01,92,92
