municipality,group,variable,month,Mujeres puérperas que recibieron dosis única de vi,TOTAL
LLALLAGUA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,51,51
LLICA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,6,6
LORETO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,11,11
LURIBAY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,5,5
MACHACAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,2,2
MACHARETI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,11,11
MAGDALENA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,10,10
MAIRANA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,24,24
MALLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,7,7
MAPIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,22,22
MECAPACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,6,6
MINEROS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,30,30
MIZQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,29,29
MOCOMOCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,26,26
MOJOCOYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,6,6
MONTEAGUDO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,39,39
MONTERO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,310,310
MOROCHATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,52,52
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,5,5
NAZACARA DE PACAJES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,3,3
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,4,4
OCURI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,38,38
OKINAWA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,6,6
OMEREQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,6,6
ORURO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,174,174
PADCAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,23,23
PADILLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,16,16
PAILON,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,21,21
PALCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,19,19
PALOS BLANCOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,26,26
PAMPA AULLAGAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,8,8
PAMPA GRANDE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,10,10
PAPEL PAMPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,8,8
PASORAPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,5,5
PATACAMAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,24,24
PAZÑA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,7,7
PELECHUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,6,6
POCOATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,36,36
POCONA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,13,13
POJO (CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,17,17
POOPO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,6,6
PORCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,8,8
POROMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,34,34
PORONGO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,14,14
PORTACHUELO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,31,31
PORVENIR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,1,1
POSTRER VALLE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,3,3
POTOSI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,353,353
PRESTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,20,20
PUCARANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,24,24
PUERTO ACOSTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,27,27
PUERTO CARABUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,20,20
PUERTO GONZALO MORENO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,10,10
PUERTO PEREZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,9,9
PUERTO QUIJARRO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,10,10
PUERTO RICO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,9,9
PUERTO SILES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,4,4
PUERTO SUAREZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,18,18
PUERTO VILLARROEL,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,112,112
PUNA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,37,37
PUNATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,68,68
QUIABAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,4,4
QUILLACOLLO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,128,128
QUIME,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,11,11
QUIRUSILLAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,5,5
RAVELO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,29,29
REYES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,21,21
RIBERALTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,462,462
ROBORE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,31,31
RURRENABAQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,45,45
SABAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,6,6
SACABA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,152,152
SACABAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,5,5
SACACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,61,61
SAIPINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,4,4
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,10,10
SAMAIPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,5,5
SAN AGUSTIN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,2,2
SAN ANDRES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,13,13
SAN ANDRES DE MACHACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,3,3
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,6,6
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,12,12
SAN BENITO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,11,11
SAN BORJA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,85,85
SAN BUENA VENTURA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,18,18
SAN CARLOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,49,49
SAN IGNACIO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,38,38
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,128,128
SAN JAVIER(STC),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,30,30
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,32,32
SAN JUAN DE YAPACANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,13,13
SAN JULIAN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,90,90
SAN LORENZO(PND),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,8,8
SAN LORENZO(TJA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,17,17
SAN LUCAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,101,101
SAN MATIAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,12,12
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,16,16
SAN PABLO DE LIPEZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,3,3
SAN PEDRO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,17,17
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,39,39
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,12,12
SAN PEDRO DE QUEMES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,1,1
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,6,6
SAN PEDRO(PND),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,1,1
SAN RAFAEL,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,8,8
SAN RAMON,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,22,22
SAN RAMON,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,4,4
SANTA ANA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,33,33
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,1623,1623
SANTA ROSA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,22,22
SANTA ROSA DEL SARA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,18,18
SANTIAGO DE CALLAPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,10,10
SANTIAGO DE HUARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,11,11
SANTIAGO DE MACHACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,4,4
SANTIVAÑES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,10,10
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,5,5
SAPAHAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,6,6
SENA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,8,8
SICA SICA (VILLA AROMA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,23,23
SICAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,2,2
SIPE SIPE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,31,31
SOPACHUY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,20,20
SORACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,13,13
SORATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,19,19
SUCRE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,460,460
TACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,1,1
TACACOMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,1,1
TACOBAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,12,12
TACOPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,15,15
TAHUA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,1,1
TAPACARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,52,52
TARABUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,49,49
TARACO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,8,8
TARATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,15,15
TARIJA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,313,313
TARVITA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,33,33
TEOPONTE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,14,14
TIAWANACU,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,21,21
TINGUIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,37,37
TIPUANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,18,18
TIQUIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,63,63
TIRAQUE (CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,75,75
TOCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,5,5
TOLATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,2,2
TOLEDO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,8,8
TOMAVE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,14,14
TOMINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,11,11
TORO TORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,14,14
TOTORA(CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,9,9
TOTORA(ORR),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,6,6
TRINIDAD,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,45,45
TUPIZA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,65,65
TURCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,4,4
UMALA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,9,9
UNCIA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,45,45
URIONDO (A. CONCEPCION),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,10,10
URUBICHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,10,10
UYUNI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,55,55
VACAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,17,17
VALLEGRANDE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,44,44
VIACHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,37,37
VILA VILA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,4,4
VILLA MONTES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,78,78
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,3,3
VILLA RIVERO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2008-08-01,5,5
