,group,variable,month,TALLA BAJA < DE 1 AÑO,TALLA BAJA < DE 1 AÑO,TALLA BAJA 1 A MENOR DE 2 AÑOS,TALLA BAJA 1 A MENOR DE 2 AÑOS,TALLA BAJA 2 A MENOR DE 5 AÑOS,TALLA BAJA 2 A MENOR DE 5 AÑOS,TOTALES,TOTALES,TOTALES
ALALAY,estado nutricional,talla baja,2010-08-01,4,7,13,6,11,12,28,25,53
ALCALA,estado nutricional,talla baja,2010-08-01,2,0,7,4,21,24,30,28,58
ALTO BENI,estado nutricional,talla baja,2010-08-01,6,1,3,3,4,3,13,7,20
ANCORAIMES,estado nutricional,talla baja,2010-08-01,9,13,14,12,20,22,43,47,90
ANDAMARCA,estado nutricional,talla baja,2010-08-01,0,1,4,4,16,19,20,24,44
ANTEQUERA,estado nutricional,talla baja,2010-08-01,4,3,4,1,0,0,8,4,12
ANZALDO,estado nutricional,talla baja,2010-08-01,7,12,32,23,15,31,54,66,120
APOLO,estado nutricional,talla baja,2010-08-01,3,2,20,11,11,12,34,25,59
ARAMPAMPA,estado nutricional,talla baja,2010-08-01,9,9,16,18,33,24,58,51,109
ARANI,estado nutricional,talla baja,2010-08-01,4,10,10,5,8,6,22,21,43
ARBIETO,estado nutricional,talla baja,2010-08-01,3,3,16,18,6,21,25,42,67
ARQUE,estado nutricional,talla baja,2010-08-01,20,18,65,40,50,49,135,107,242
ASCENCION DE GUARAYOS,estado nutricional,talla baja,2010-08-01,6,8,22,17,31,46,59,71,130
ATOCHA,estado nutricional,talla baja,2010-08-01,7,6,5,2,6,11,18,19,37
AUCAPATA,estado nutricional,talla baja,2010-08-01,4,2,10,8,11,17,25,27,52
AYATA,estado nutricional,talla baja,2010-08-01,9,5,20,10,22,18,51,33,84
AYO AYO,estado nutricional,talla baja,2010-08-01,12,6,32,17,6,7,50,30,80
AYOPAYA (V. DE INDEPENDENCIA),estado nutricional,talla baja,2010-08-01,22,23,47,28,41,38,110,89,199
AZURDUY,estado nutricional,talla baja,2010-08-01,19,19,32,34,133,104,184,157,341
BATALLAS,estado nutricional,talla baja,2010-08-01,10,14,17,14,8,12,35,40,75
BAURES,estado nutricional,talla baja,2010-08-01,8,1,4,2,0,1,12,4,16
BELEN DE ANDAMARCA,estado nutricional,talla baja,2010-08-01,0,0,1,1,2,7,3,8,11
BELEN DE URMIRI,estado nutricional,talla baja,2010-08-01,0,0,2,5,3,9,5,14,19
BELLA FLOR,estado nutricional,talla baja,2010-08-01,0,1,4,1,3,5,7,7,14
BERMEJO,estado nutricional,talla baja,2010-08-01,11,9,10,10,14,12,35,31,66
BETANZOS,estado nutricional,talla baja,2010-08-01,63,38,121,72,108,110,292,220,512
BOLIVAR,estado nutricional,talla baja,2010-08-01,19,17,30,36,51,56,100,109,209
BOLPEBRA,estado nutricional,talla baja,2010-08-01,1,1,2,3,5,3,8,7,15
BOYUIBE,estado nutricional,talla baja,2010-08-01,0,0,1,2,0,1,1,3,4
BUENA VISTA,estado nutricional,talla baja,2010-08-01,2,0,4,4,4,13,10,17,27
CABEZAS,estado nutricional,talla baja,2010-08-01,2,1,6,5,7,8,15,14,29
CAIROMA,estado nutricional,talla baja,2010-08-01,8,9,10,11,32,34,50,54,104
"CAIZA ""D""",estado nutricional,talla baja,2010-08-01,12,6,29,10,28,15,69,31,100
CAJUATA,estado nutricional,talla baja,2010-08-01,4,3,7,7,2,7,13,17,30
CALACOTO,estado nutricional,talla baja,2010-08-01,5,4,11,10,18,4,34,18,52
CALAMARCA,estado nutricional,talla baja,2010-08-01,20,18,28,20,27,20,75,58,133
CAMARGO,estado nutricional,talla baja,2010-08-01,19,17,40,28,69,82,128,127,255
CAMATAQUI (C. VILLA ABECIA),estado nutricional,talla baja,2010-08-01,1,0,5,3,5,15,11,18,29
CAMIRI,estado nutricional,talla baja,2010-08-01,1,2,6,4,6,3,13,9,22
CAPINOTA,estado nutricional,talla baja,2010-08-01,9,12,31,23,22,22,62,57,119
CAQUIAVIRI,estado nutricional,talla baja,2010-08-01,5,4,20,11,12,15,37,30,67
CARACOLLO,estado nutricional,talla baja,2010-08-01,21,13,44,34,21,56,86,103,189
CARANAVI,estado nutricional,talla baja,2010-08-01,27,15,46,54,54,59,127,128,255
CARANGAS,estado nutricional,talla baja,2010-08-01,0,0,1,0,0,1,1,1,2
CARAPARI,estado nutricional,talla baja,2010-08-01,2,2,5,0,5,6,12,8,20
CARIPUYO,estado nutricional,talla baja,2010-08-01,27,19,42,34,110,92,179,145,324
CARMEN RIVERO TORREZ,estado nutricional,talla baja,2010-08-01,2,2,0,1,1,1,3,4,7
CATACORA,estado nutricional,talla baja,2010-08-01,3,3,7,2,13,2,23,7,30
CHACARILLA,estado nutricional,talla baja,2010-08-01,0,2,3,4,1,3,4,9,13
CHALLAPATA,estado nutricional,talla baja,2010-08-01,23,11,60,25,40,32,123,68,191
CHAQUI,estado nutricional,talla baja,2010-08-01,7,4,15,24,9,10,31,38,69
CHARAGUA,estado nutricional,talla baja,2010-08-01,6,4,17,7,8,4,31,15,46
CHARAÑA,estado nutricional,talla baja,2010-08-01,4,2,3,2,5,6,12,10,22
CHAYANTA,estado nutricional,talla baja,2010-08-01,18,8,40,36,43,38,101,82,183
CHIMORE,estado nutricional,talla baja,2010-08-01,6,1,18,9,24,26,48,36,84
CHIPAYA,estado nutricional,talla baja,2010-08-01,3,0,6,3,10,15,19,18,37
CHOQUE COTA,estado nutricional,talla baja,2010-08-01,0,0,1,0,5,1,6,1,7
CHULUMANI (V. DE LA LIBERTAD),estado nutricional,talla baja,2010-08-01,0,1,1,3,3,3,4,7,11
CHUMA,estado nutricional,talla baja,2010-08-01,4,5,11,7,23,11,38,23,61
CHUQUIHUTA AYLLU JUCUMANI,estado nutricional,talla baja,2010-08-01,7,7,19,16,8,12,34,35,69
CKOCHAS,estado nutricional,talla baja,2010-08-01,34,25,48,24,54,61,136,110,246
CLIZA,estado nutricional,talla baja,2010-08-01,15,4,15,14,6,7,36,25,61
COBIJA,estado nutricional,talla baja,2010-08-01,28,10,36,25,25,14,89,49,138
COCAPATA,estado nutricional,talla baja,2010-08-01,10,10,29,20,31,33,70,63,133
COCHABAMBA,estado nutricional,talla baja,2010-08-01,77,71,162,125,141,149,380,345,725
COIPASA,estado nutricional,talla baja,2010-08-01,0,0,0,2,0,0,0,2,2
COLCAPIRHUA,estado nutricional,talla baja,2010-08-01,5,6,11,10,18,13,34,29,63
"COLCHA ""K""",estado nutricional,talla baja,2010-08-01,11,7,20,13,8,16,39,36,75
COLLANA,estado nutricional,talla baja,2010-08-01,6,1,2,2,1,1,9,4,13
COLOMI,estado nutricional,talla baja,2010-08-01,13,20,34,30,26,28,73,78,151
COLPA BELGICA,estado nutricional,talla baja,2010-08-01,0,0,1,0,2,1,3,1,4
COLQUECHACA,estado nutricional,talla baja,2010-08-01,58,58,134,97,55,60,247,215,462
COLQUENCHA,estado nutricional,talla baja,2010-08-01,12,7,13,10,25,6,50,23,73
COLQUIRI,estado nutricional,talla baja,2010-08-01,22,18,29,20,33,38,84,76,160
COMANCHE,estado nutricional,talla baja,2010-08-01,3,11,3,4,5,9,11,24,35
COMARAPA,estado nutricional,talla baja,2010-08-01,3,4,5,5,9,5,17,14,31
COMBAYA,estado nutricional,talla baja,2010-08-01,0,2,5,1,5,4,10,7,17
CONCEPCION,estado nutricional,talla baja,2010-08-01,6,6,13,15,12,16,31,37,68
COPACABANA,estado nutricional,talla baja,2010-08-01,2,2,5,1,4,1,11,4,15
CORIPATA,estado nutricional,talla baja,2010-08-01,1,1,4,1,9,9,14,11,25
CORO CORO,estado nutricional,talla baja,2010-08-01,9,2,13,6,12,9,34,17,51
COROICO,estado nutricional,talla baja,2010-08-01,2,2,8,14,6,6,16,22,38
CORQUE,estado nutricional,talla baja,2010-08-01,4,3,9,10,18,11,31,24,55
COTAGAITA,estado nutricional,talla baja,2010-08-01,35,12,80,56,90,67,205,135,340
COTOCA,estado nutricional,talla baja,2010-08-01,5,3,14,8,15,14,34,25,59
CUATRO CAÑADAS,estado nutricional,talla baja,2010-08-01,2,0,10,6,20,18,32,24,56
CUCHUMUELA (V. G. VILLARROEL),estado nutricional,talla baja,2010-08-01,0,0,1,2,0,0,1,2,3
CUEVO,estado nutricional,talla baja,2010-08-01,5,3,6,4,8,7,19,14,33
CULPINA,estado nutricional,talla baja,2010-08-01,18,16,45,27,60,62,123,105,228
CURAHUARA DE CARANGAS,estado nutricional,talla baja,2010-08-01,4,1,23,5,18,11,45,17,62
CURVA,estado nutricional,talla baja,2010-08-01,9,4,5,3,13,6,27,13,40
DESAGUADERO,estado nutricional,talla baja,2010-08-01,3,4,5,3,0,0,8,7,15
EL ALTO,estado nutricional,talla baja,2010-08-01,482,262,667,451,344,321,1493,1034,2527
EL CHORO,estado nutricional,talla baja,2010-08-01,5,2,3,6,9,6,17,14,31
EL PUENTE(STC),estado nutricional,talla baja,2010-08-01,4,1,8,7,5,9,17,17,34
EL PUENTE(TJA),estado nutricional,talla baja,2010-08-01,5,9,23,9,24,27,52,45,97
EL TORNO,estado nutricional,talla baja,2010-08-01,4,3,12,5,16,8,32,16,48
EL VILLAR,estado nutricional,talla baja,2010-08-01,6,2,8,6,34,35,48,43,91
ENTRE RIOS TRJ,estado nutricional,talla baja,2010-08-01,9,5,19,12,30,21,58,38,96
ENTRE RIOS CBBA,estado nutricional,talla baja,2010-08-01,13,13,41,34,37,36,91,83,174
ESCARA,estado nutricional,talla baja,2010-08-01,2,0,0,0,1,2,3,2,5
ESCOMA,estado nutricional,talla baja,2010-08-01,1,1,1,2,4,8,6,11,17
ESMERALDA,estado nutricional,talla baja,2010-08-01,0,0,2,0,2,1,4,1,5
EUCALIPTUS,estado nutricional,talla baja,2010-08-01,13,10,13,3,11,22,37,35,72
EUREKA (SANTOS MERCADO),estado nutricional,talla baja,2010-08-01,1,0,2,1,5,5,8,6,14
EXALTACION,estado nutricional,talla baja,2010-08-01,1,0,3,3,0,0,4,3,7
FERNANDEZ ALONSO,estado nutricional,talla baja,2010-08-01,1,4,5,3,5,6,11,13,24
FILADELFIA,estado nutricional,talla baja,2010-08-01,1,1,3,1,1,2,5,4,9
GENERAL SAAVEDRA,estado nutricional,talla baja,2010-08-01,6,1,12,8,12,4,30,13,43
GRAL. J.J. PEREZ (CHARAZANI),estado nutricional,talla baja,2010-08-01,9,2,14,8,10,14,33,24,57
GUANAY,estado nutricional,talla baja,2010-08-01,8,4,6,8,16,10,30,22,52
GUAQUI,estado nutricional,talla baja,2010-08-01,6,5,10,1,3,5,19,11,30
GUAYARAMERIN,estado nutricional,talla baja,2010-08-01,13,10,17,17,15,15,45,42,87
GUTIERREZ,estado nutricional,talla baja,2010-08-01,20,10,44,22,36,39,100,71,171
HUACARETA,estado nutricional,talla baja,2010-08-01,3,4,10,4,13,14,26,22,48
HUACAYA (VILLA DE HUACAYA),estado nutricional,talla baja,2010-08-01,2,0,3,2,11,13,16,15,31
HUACHACALLA,estado nutricional,talla baja,2010-08-01,0,0,4,3,1,2,5,5,10
HUANUNI,estado nutricional,talla baja,2010-08-01,30,14,42,31,25,29,97,74,171
HUARACAJE,estado nutricional,talla baja,2010-08-01,0,0,0,2,0,3,0,5,5
HUARINA,estado nutricional,talla baja,2010-08-01,6,3,7,9,8,5,21,17,38
HUAYLLAMARCA,estado nutricional,talla baja,2010-08-01,4,3,2,3,12,7,18,13,31
HUMANATA,estado nutricional,talla baja,2010-08-01,5,5,23,13,13,6,41,24,65
ICHOCA,estado nutricional,talla baja,2010-08-01,12,7,12,19,16,15,40,41,81
ICLA,estado nutricional,talla baja,2010-08-01,9,7,42,31,134,154,185,192,377
INCAHUASI,estado nutricional,talla baja,2010-08-01,21,15,46,48,68,49,135,112,247
INGAVI (HUMAITA),estado nutricional,talla baja,2010-08-01,1,1,1,1,0,2,2,4,6
INQUISIVI,estado nutricional,talla baja,2010-08-01,10,3,10,10,15,17,35,30,65
IRUPANA (VILLA DE LANZA),estado nutricional,talla baja,2010-08-01,2,0,4,1,3,2,9,3,12
IXIAMAS,estado nutricional,talla baja,2010-08-01,1,1,7,12,13,12,21,25,46
JESUS DE MACHACA,estado nutricional,talla baja,2010-08-01,5,4,18,3,11,6,34,13,47
LA ASUNTA,estado nutricional,talla baja,2010-08-01,8,6,23,18,13,22,44,46,90
LA GUARDIA,estado nutricional,talla baja,2010-08-01,12,24,13,10,16,11,41,45,86
LA PAZ,estado nutricional,talla baja,2010-08-01,429,262,404,308,297,268,1130,838,1968
LAGUNILLAS,estado nutricional,talla baja,2010-08-01,2,1,2,4,14,11,18,16,34
LAJA,estado nutricional,talla baja,2010-08-01,5,4,7,6,2,5,14,15,29
LAS CARRERAS,estado nutricional,talla baja,2010-08-01,0,2,9,2,11,1,20,5,25
LICOMA PAMPA,estado nutricional,talla baja,2010-08-01,4,0,6,2,1,1,11,3,14
LLALLAGUA,estado nutricional,talla baja,2010-08-01,27,44,34,35,25,26,86,105,191
LLICA,estado nutricional,talla baja,2010-08-01,7,0,5,1,5,4,17,5,22
LORETO,estado nutricional,talla baja,2010-08-01,2,1,1,1,8,6,11,8,19
LURIBAY,estado nutricional,talla baja,2010-08-01,1,11,9,12,11,7,21,30,51
MACHACAMARCA,estado nutricional,talla baja,2010-08-01,3,0,9,1,3,2,15,3,18
MACHARETI,estado nutricional,talla baja,2010-08-01,3,2,9,4,14,13,26,19,45
MAGDALENA,estado nutricional,talla baja,2010-08-01,3,0,1,2,0,3,4,5,9
MAIRANA,estado nutricional,talla baja,2010-08-01,6,4,9,9,7,0,22,13,35
MALLA,estado nutricional,talla baja,2010-08-01,6,1,9,7,15,17,30,25,55
MAPIRI,estado nutricional,talla baja,2010-08-01,3,1,2,1,1,5,6,7,13
MECAPACA,estado nutricional,talla baja,2010-08-01,3,4,17,15,13,17,33,36,69
MINEROS,estado nutricional,talla baja,2010-08-01,10,6,15,14,15,13,40,33,73
MIZQUE,estado nutricional,talla baja,2010-08-01,21,13,36,34,38,47,95,94,189
MOCOMOCO,estado nutricional,talla baja,2010-08-01,8,3,14,16,12,24,34,43,77
MOJINETE,estado nutricional,talla baja,2010-08-01,1,2,4,4,0,3,5,9,14
MOJOCOYA,estado nutricional,talla baja,2010-08-01,2,0,10,3,9,14,21,17,38
MONTEAGUDO,estado nutricional,talla baja,2010-08-01,6,3,20,12,32,28,58,43,101
MONTERO,estado nutricional,talla baja,2010-08-01,23,22,42,36,38,33,103,91,194
MORO MORO,estado nutricional,talla baja,2010-08-01,1,0,2,0,2,0,5,0,5
MOROCHATA,estado nutricional,talla baja,2010-08-01,28,11,28,20,40,37,96,68,164
NACEBE (SANTA ROSA DEL ABUNA),estado nutricional,talla baja,2010-08-01,0,0,0,1,0,0,0,1,1
NAZACARA DE PACAJES,estado nutricional,talla baja,2010-08-01,2,0,1,2,0,0,3,2,5
NUEVO MANOA (NUEVA ESPERANZA),estado nutricional,talla baja,2010-08-01,1,0,0,3,3,3,4,6,10
OCURI,estado nutricional,talla baja,2010-08-01,39,27,86,76,81,93,206,196,402
OKINAWA,estado nutricional,talla baja,2010-08-01,5,3,2,1,3,0,10,4,14
OMEREQUE,estado nutricional,talla baja,2010-08-01,1,0,3,4,10,1,14,5,19
ORURO,estado nutricional,talla baja,2010-08-01,292,212,484,293,275,211,1051,716,1767
PADCAYA,estado nutricional,talla baja,2010-08-01,6,6,15,9,14,11,35,26,61
PADILLA,estado nutricional,talla baja,2010-08-01,10,9,23,9,50,46,83,64,147
PAILON,estado nutricional,talla baja,2010-08-01,3,0,8,1,9,4,20,5,25
PALCA,estado nutricional,talla baja,2010-08-01,6,6,9,13,16,12,31,31,62
PALOS BLANCOS,estado nutricional,talla baja,2010-08-01,8,7,12,9,27,33,47,49,96
PAMPA AULLAGAS,estado nutricional,talla baja,2010-08-01,6,1,11,5,11,10,28,16,44
PAMPA GRANDE,estado nutricional,talla baja,2010-08-01,2,0,5,8,8,1,15,9,24
PAPEL PAMPA,estado nutricional,talla baja,2010-08-01,3,0,2,5,2,2,7,7,14
PASORAPA,estado nutricional,talla baja,2010-08-01,2,0,0,8,8,3,10,11,21
PATACAMAYA,estado nutricional,talla baja,2010-08-01,13,9,10,14,1,4,24,27,51
PAZÑA,estado nutricional,talla baja,2010-08-01,8,5,15,7,15,21,38,33,71
PELECHUCO,estado nutricional,talla baja,2010-08-01,10,4,4,6,6,8,20,18,38
POCOATA,estado nutricional,talla baja,2010-08-01,29,24,76,60,83,79,188,163,351
POCONA,estado nutricional,talla baja,2010-08-01,17,20,26,33,22,31,65,84,149
POJO (CBBA),estado nutricional,talla baja,2010-08-01,5,6,5,8,12,12,22,26,48
POOPO,estado nutricional,talla baja,2010-08-01,2,0,17,1,14,14,33,15,48
PORCO,estado nutricional,talla baja,2010-08-01,8,5,15,12,7,9,30,26,56
POROMA,estado nutricional,talla baja,2010-08-01,26,22,49,49,70,89,145,160,305
PORONGO,estado nutricional,talla baja,2010-08-01,1,0,1,2,4,4,6,6,12
PORTACHUELO,estado nutricional,talla baja,2010-08-01,2,1,1,4,5,4,8,9,17
PORVENIR,estado nutricional,talla baja,2010-08-01,4,3,3,3,5,3,12,9,21
POSTRER VALLE,estado nutricional,talla baja,2010-08-01,0,0,1,2,2,1,3,3,6
POTOSI,estado nutricional,talla baja,2010-08-01,132,76,201,104,93,81,426,261,687
PRESTO,estado nutricional,talla baja,2010-08-01,12,7,32,16,35,42,79,65,144
PUCARA,estado nutricional,talla baja,2010-08-01,0,2,1,1,2,1,3,4,7
PUCARANI,estado nutricional,talla baja,2010-08-01,19,16,45,30,18,10,82,56,138
PUERTO ACOSTA,estado nutricional,talla baja,2010-08-01,7,7,5,10,9,6,21,23,44
PUERTO CARABUCO,estado nutricional,talla baja,2010-08-01,2,6,12,7,14,7,28,20,48
PUERTO GONZALO MORENO,estado nutricional,talla baja,2010-08-01,7,9,20,9,27,30,54,48,102
PUERTO PEREZ,estado nutricional,talla baja,2010-08-01,0,0,0,1,1,0,1,1,2
PUERTO QUIJARRO,estado nutricional,talla baja,2010-08-01,0,0,0,0,0,1,0,1,1
PUERTO RICO,estado nutricional,talla baja,2010-08-01,4,3,15,9,12,17,31,29,60
PUERTO SILES,estado nutricional,talla baja,2010-08-01,0,1,1,3,4,4,5,8,13
PUERTO SUAREZ,estado nutricional,talla baja,2010-08-01,6,3,9,4,2,3,17,10,27
PUERTO VILLARROEL,estado nutricional,talla baja,2010-08-01,26,21,55,50,62,79,143,150,293
PUNA,estado nutricional,talla baja,2010-08-01,19,22,31,32,46,35,96,89,185
PUNATA,estado nutricional,talla baja,2010-08-01,16,8,16,10,11,10,43,28,71
QUIABAYA,estado nutricional,talla baja,2010-08-01,3,1,9,0,7,10,19,11,30
QUILLACOLLO,estado nutricional,talla baja,2010-08-01,17,17,21,34,8,24,46,75,121
QUIME,estado nutricional,talla baja,2010-08-01,3,1,10,6,21,24,34,31,65
QUIRUSILLAS,estado nutricional,talla baja,2010-08-01,0,0,0,0,0,1,0,1,1
RAVELO,estado nutricional,talla baja,2010-08-01,42,39,93,85,163,153,298,277,575
REYES,estado nutricional,talla baja,2010-08-01,9,8,22,13,24,28,55,49,104
RIBERALTA,estado nutricional,talla baja,2010-08-01,28,20,71,57,40,29,139,106,245
ROBORE,estado nutricional,talla baja,2010-08-01,1,0,1,1,0,0,2,1,3
RURRENABAQUE,estado nutricional,talla baja,2010-08-01,8,2,16,12,25,18,49,32,81
SABAYA,estado nutricional,talla baja,2010-08-01,2,1,1,4,6,2,9,7,16
SACABA,estado nutricional,talla baja,2010-08-01,48,23,73,77,71,75,192,175,367
SACABAMBA,estado nutricional,talla baja,2010-08-01,4,2,5,6,21,21,30,29,59
SACACA,estado nutricional,talla baja,2010-08-01,71,51,89,71,93,109,253,231,484
SAIPINA,estado nutricional,talla baja,2010-08-01,0,0,1,3,6,9,7,12,19
SALINAS DE GARCI MENDOZA,estado nutricional,talla baja,2010-08-01,7,0,9,9,18,11,34,20,54
SAMAIPATA,estado nutricional,talla baja,2010-08-01,1,2,1,2,1,2,3,6,9
SAN AGUSTIN,estado nutricional,talla baja,2010-08-01,0,0,1,0,1,1,2,1,3
SAN ANDRES,estado nutricional,talla baja,2010-08-01,2,2,3,1,1,2,6,5,11
SAN ANDRES DE MACHACA,estado nutricional,talla baja,2010-08-01,1,1,3,1,2,1,6,3,9
SAN ANTONIO DE ESMORUCO,estado nutricional,talla baja,2010-08-01,0,1,2,4,6,8,8,13,21
SAN ANTONIO DE LOMERIO,estado nutricional,talla baja,2010-08-01,1,5,4,4,18,18,23,27,50
SAN BENITO,estado nutricional,talla baja,2010-08-01,13,4,15,14,15,17,43,35,78
SAN BORJA,estado nutricional,talla baja,2010-08-01,25,15,49,35,84,88,158,138,296
SAN BUENA VENTURA,estado nutricional,talla baja,2010-08-01,3,6,9,7,6,8,18,21,39
SAN CARLOS,estado nutricional,talla baja,2010-08-01,0,1,1,1,3,7,4,9,13
SAN IGNACIO,estado nutricional,talla baja,2010-08-01,15,11,16,12,27,20,58,43,101
SAN IGNACIO DE VELASCO,estado nutricional,talla baja,2010-08-01,38,19,40,41,49,50,127,110,237
SAN JAVIER(BNI),estado nutricional,talla baja,2010-08-01,1,1,2,0,3,2,6,3,9
SAN JAVIER(STC),estado nutricional,talla baja,2010-08-01,6,4,4,9,2,2,12,15,27
SAN JOAQUIN,estado nutricional,talla baja,2010-08-01,5,2,2,0,0,2,7,4,11
SAN JOSE DE CHIQUITOS,estado nutricional,talla baja,2010-08-01,5,2,6,4,7,2,18,8,26
SAN JUAN DE YAPACANI,estado nutricional,talla baja,2010-08-01,2,3,0,1,5,12,7,16,23
SAN JULIAN,estado nutricional,talla baja,2010-08-01,5,4,5,8,15,10,25,22,47
SAN LORENZO(PND),estado nutricional,talla baja,2010-08-01,1,0,2,0,0,6,3,6,9
SAN LORENZO(TJA),estado nutricional,talla baja,2010-08-01,4,5,18,8,13,13,35,26,61
SAN LUCAS,estado nutricional,talla baja,2010-08-01,88,37,149,113,314,330,551,480,1031
SAN MATIAS,estado nutricional,talla baja,2010-08-01,1,1,4,2,1,2,6,5,11
SAN MIGUEL DE VELASCO,estado nutricional,talla baja,2010-08-01,3,3,8,7,10,8,21,18,39
SAN PABLO DE LIPEZ,estado nutricional,talla baja,2010-08-01,2,0,5,1,4,3,11,4,15
SAN PEDRO,estado nutricional,talla baja,2010-08-01,5,1,6,5,7,8,18,14,32
SAN PEDRO DE BUENA VISTA,estado nutricional,talla baja,2010-08-01,49,49,88,76,129,96,266,221,487
SAN PEDRO DE CURAHUARA,estado nutricional,talla baja,2010-08-01,4,5,5,5,21,12,30,22,52
SAN PEDRO DE QUEMES,estado nutricional,talla baja,2010-08-01,0,0,0,0,1,0,1,0,1
SAN PEDRO DE TIQUINA,estado nutricional,talla baja,2010-08-01,2,2,1,4,1,3,4,9,13
SAN PEDRO(PND),estado nutricional,talla baja,2010-08-01,2,2,1,1,3,0,6,3,9
SAN RAFAEL,estado nutricional,talla baja,2010-08-01,1,0,4,1,1,0,6,1,7
SAN RAMON BENI,estado nutricional,talla baja,2010-08-01,1,0,0,1,0,0,1,1,2
SANTA ANA,estado nutricional,talla baja,2010-08-01,7,2,6,3,4,4,17,9,26
SANTA CRUZ DE LA SIERRA,estado nutricional,talla baja,2010-08-01,113,90,88,71,104,74,305,235,540
SANTA ROSA,estado nutricional,talla baja,2010-08-01,1,1,3,1,0,1,4,3,7
SANTA ROSA DEL SARA,estado nutricional,talla baja,2010-08-01,2,2,5,6,13,6,20,14,34
SANTIAGO DE CALLAPA,estado nutricional,talla baja,2010-08-01,4,4,6,4,4,3,14,11,25
SANTIAGO DE HUARI,estado nutricional,talla baja,2010-08-01,3,9,16,9,23,19,42,37,79
SANTIAGO DE HUATA,estado nutricional,talla baja,2010-08-01,3,1,1,1,2,4,6,6,12
SANTIAGO DE MACHACA,estado nutricional,talla baja,2010-08-01,9,4,9,15,3,3,21,22,43
SANTIVAÑES,estado nutricional,talla baja,2010-08-01,3,3,7,5,12,9,22,17,39
SANTUARIO DE QUILLACAS,estado nutricional,talla baja,2010-08-01,2,4,5,6,20,10,27,20,47
SAPAHAQUI,estado nutricional,talla baja,2010-08-01,15,8,14,18,34,23,63,49,112
SENA,estado nutricional,talla baja,2010-08-01,2,2,9,7,9,11,20,20,40
SHINAOTA,estado nutricional,talla baja,2010-08-01,9,8,19,18,13,10,41,36,77
SICA SICA (VILLA AROMA),estado nutricional,talla baja,2010-08-01,4,10,21,15,16,14,41,39,80
SICAYA,estado nutricional,talla baja,2010-08-01,5,3,21,11,30,23,56,37,93
SIPE SIPE,estado nutricional,talla baja,2010-08-01,11,7,25,23,23,22,59,52,111
SOPACHUY,estado nutricional,talla baja,2010-08-01,5,13,19,15,106,90,130,118,248
SORACACHI,estado nutricional,talla baja,2010-08-01,7,4,24,15,25,27,56,46,102
SORATA,estado nutricional,talla baja,2010-08-01,6,2,20,10,17,19,43,31,74
SUCRE,estado nutricional,talla baja,2010-08-01,112,83,200,135,212,185,524,403,927
TACACOMA,estado nutricional,talla baja,2010-08-01,7,1,8,8,5,5,20,14,34
TACOBAMBA,estado nutricional,talla baja,2010-08-01,15,9,27,32,19,13,61,54,115
TACOPAYA,estado nutricional,talla baja,2010-08-01,12,10,39,26,63,60,114,96,210
TAHUA,estado nutricional,talla baja,2010-08-01,1,0,1,0,1,0,3,0,3
TAPACARI,estado nutricional,talla baja,2010-08-01,63,50,82,61,96,101,241,212,453
TARABUCO,estado nutricional,talla baja,2010-08-01,21,20,65,48,153,150,239,218,457
TARACO,estado nutricional,talla baja,2010-08-01,0,0,1,0,2,0,3,0,3
TARATA,estado nutricional,talla baja,2010-08-01,8,3,12,12,9,12,29,27,56
TARIJA,estado nutricional,talla baja,2010-08-01,45,21,63,24,37,32,145,77,222
TARVITA,estado nutricional,talla baja,2010-08-01,31,16,73,37,201,191,305,244,549
TEOPONTE,estado nutricional,talla baja,2010-08-01,1,4,6,5,5,8,12,17,29
TIAWANACU,estado nutricional,talla baja,2010-08-01,13,7,15,8,5,4,33,19,52
TINGUIPAYA,estado nutricional,talla baja,2010-08-01,26,16,34,28,25,36,85,80,165
TIPUANI,estado nutricional,talla baja,2010-08-01,2,0,2,3,3,8,7,11,18
TIQUIPAYA,estado nutricional,talla baja,2010-08-01,6,24,32,47,36,45,74,116,190
TIRAQUE (CBBA),estado nutricional,talla baja,2010-08-01,11,13,35,32,22,21,68,66,134
TITO YUPANQUI (PARQUIPUJIO),estado nutricional,talla baja,2010-08-01,1,0,1,1,3,2,5,3,8
TOCO,estado nutricional,talla baja,2010-08-01,9,2,1,4,1,2,11,8,19
TODOS SANTOS,estado nutricional,talla baja,2010-08-01,1,0,0,0,0,2,1,2,3
TOLATA,estado nutricional,talla baja,2010-08-01,0,0,2,6,1,1,3,7,10
TOLEDO,estado nutricional,talla baja,2010-08-01,2,6,14,4,8,6,24,16,40
TOMAVE,estado nutricional,talla baja,2010-08-01,21,16,43,18,40,37,104,71,175
TOMINA,estado nutricional,talla baja,2010-08-01,7,3,30,19,88,112,125,134,259
TORO TORO,estado nutricional,talla baja,2010-08-01,8,19,29,23,45,33,82,75,157
TOTORA(CBBA),estado nutricional,talla baja,2010-08-01,14,9,27,15,12,12,53,36,89
