,group,variable,month,TALLA NORMAL < DE 1 AÑO,TALLA NORMAL < DE 1 AÑO,TALLA NORMAL 1 A MENOR DE 2 AÑOS,TALLA NORMAL 1 A MENOR DE 2 AÑOS,TALLA NORMAL 2 A MENOR DE 5 AÑOS,TALLA NORMAL 2 A MENOR DE 5 AÑOS,TOTALES,TOTALES,TOTALES
SAN ANTONIO DE LOMERIO,estado nutricional,talla normal,2010-07-01,48,46,55,50,114,130,217,226,443
SAN BENITO,estado nutricional,talla normal,2010-07-01,163,141,102,113,105,96,370,350,720
SAN BORJA,estado nutricional,talla normal,2010-07-01,384,329,243,220,255,253,882,802,1684
SAN BUENA VENTURA,estado nutricional,talla normal,2010-07-01,79,73,32,39,44,45,155,157,312
SAN CARLOS,estado nutricional,talla normal,2010-07-01,123,116,82,100,77,68,282,284,566
SAN IGNACIO,estado nutricional,talla normal,2010-07-01,160,145,99,100,141,141,400,386,786
SAN IGNACIO DE VELASCO,estado nutricional,talla normal,2010-07-01,544,498,290,284,496,418,1330,1200,2530
SAN JAVIER(BNI),estado nutricional,talla normal,2010-07-01,18,17,4,7,21,24,43,48,91
SAN JAVIER(STC),estado nutricional,talla normal,2010-07-01,99,83,31,40,47,46,177,169,346
SAN JOAQUIN,estado nutricional,talla normal,2010-07-01,31,41,21,29,32,23,84,93,177
SAN JOSE DE CHIQUITOS,estado nutricional,talla normal,2010-07-01,117,92,55,68,64,93,236,253,489
SAN JUAN DE YAPACANI,estado nutricional,talla normal,2010-07-01,64,66,88,121,69,100,221,287,508
SAN JULIAN,estado nutricional,talla normal,2010-07-01,190,204,144,133,171,176,505,513,1018
SAN LORENZO(PND),estado nutricional,talla normal,2010-07-01,25,21,21,7,7,18,53,46,99
SAN LORENZO(TJA),estado nutricional,talla normal,2010-07-01,191,137,141,111,122,150,454,398,852
SAN LUCAS,estado nutricional,talla normal,2010-07-01,309,319,180,231,385,407,874,957,1831
SAN MATIAS,estado nutricional,talla normal,2010-07-01,94,91,48,47,48,49,190,187,377
SAN MIGUEL DE VELASCO,estado nutricional,talla normal,2010-07-01,118,89,71,73,98,92,287,254,541
SAN PABLO DE LIPEZ,estado nutricional,talla normal,2010-07-01,11,13,6,11,20,10,37,34,71
SAN PEDRO,estado nutricional,talla normal,2010-07-01,131,127,100,90,135,115,366,332,698
SAN PEDRO DE BUENA VISTA,estado nutricional,talla normal,2010-07-01,175,170,112,135,102,84,389,389,778
SAN PEDRO DE CURAHUARA,estado nutricional,talla normal,2010-07-01,39,25,22,34,36,45,97,104,201
SAN PEDRO DE QUEMES,estado nutricional,talla normal,2010-07-01,1,2,0,0,0,0,1,2,3
SAN PEDRO DE TIQUINA,estado nutricional,talla normal,2010-07-01,20,25,18,20,9,15,47,60,107
SAN PEDRO(PND),estado nutricional,talla normal,2010-07-01,6,11,8,4,11,12,25,27,52
SAN RAFAEL,estado nutricional,talla normal,2010-07-01,49,73,54,46,51,54,154,173,327
SAN RAMON BENI,estado nutricional,talla normal,2010-07-01,36,39,31,26,39,48,106,113,219
SANTA ANA,estado nutricional,talla normal,2010-07-01,173,169,94,80,67,65,334,314,648
SANTA CRUZ DE LA SIERRA,estado nutricional,talla normal,2010-07-01,5226,4902,2759,2405,2300,2186,10285,9493,19778
SANTA ROSA,estado nutricional,talla normal,2010-07-01,57,76,30,49,43,43,130,168,298
SANTA ROSA DEL SARA,estado nutricional,talla normal,2010-07-01,184,233,171,140,154,221,509,594,1103
SANTIAGO DE CALLAPA,estado nutricional,talla normal,2010-07-01,35,32,25,27,8,11,68,70,138
SANTIAGO DE HUARI,estado nutricional,talla normal,2010-07-01,77,75,58,58,61,65,196,198,394
SANTIAGO DE HUATA,estado nutricional,talla normal,2010-07-01,34,23,10,16,17,6,61,45,106
SANTIAGO DE MACHACA,estado nutricional,talla normal,2010-07-01,21,30,16,24,13,25,50,79,129
SANTIVAÑES,estado nutricional,talla normal,2010-07-01,29,43,20,19,18,18,67,80,147
SANTUARIO DE QUILLACAS,estado nutricional,talla normal,2010-07-01,38,27,23,20,25,26,86,73,159
SAPAHAQUI,estado nutricional,talla normal,2010-07-01,43,51,44,37,34,35,121,123,244
SENA,estado nutricional,talla normal,2010-07-01,59,27,25,14,18,11,102,52,154
SHINAOTA,estado nutricional,talla normal,2010-07-01,158,120,64,43,74,58,296,221,517
SICA SICA (VILLA AROMA),estado nutricional,talla normal,2010-07-01,137,170,96,109,108,102,341,381,722
SICAYA,estado nutricional,talla normal,2010-07-01,34,15,9,16,8,16,51,47,98
SIPE SIPE,estado nutricional,talla normal,2010-07-01,320,284,181,181,128,107,629,572,1201
SOPACHUY,estado nutricional,talla normal,2010-07-01,51,55,30,40,59,56,140,151,291
SORACACHI,estado nutricional,talla normal,2010-07-01,107,99,73,97,97,115,277,311,588
SORATA,estado nutricional,talla normal,2010-07-01,157,148,88,117,94,106,339,371,710
SUCRE,estado nutricional,talla normal,2010-07-01,2989,2032,1415,1370,1277,1280,5681,4682,10363
TACACHI,estado nutricional,talla normal,2010-07-01,7,13,4,5,8,11,19,29,48
TACACOMA,estado nutricional,talla normal,2010-07-01,55,34,34,25,50,45,139,104,243
TACOBAMBA,estado nutricional,talla normal,2010-07-01,84,59,70,49,42,55,196,163,359
TACOPAYA,estado nutricional,talla normal,2010-07-01,73,82,51,46,70,71,194,199,393
TAHUA,estado nutricional,talla normal,2010-07-01,6,7,2,7,2,4,10,18,28
TAPACARI,estado nutricional,talla normal,2010-07-01,142,172,96,95,117,99,355,366,721
TARABUCO,estado nutricional,talla normal,2010-07-01,150,161,100,82,249,228,499,471,970
TARACO,estado nutricional,talla normal,2010-07-01,21,14,20,14,7,8,48,36,84
TARATA,estado nutricional,talla normal,2010-07-01,80,88,53,53,46,41,179,182,361
TARIJA,estado nutricional,talla normal,2010-07-01,1234,1107,872,834,582,478,2688,2419,5107
TARVITA,estado nutricional,talla normal,2010-07-01,96,97,72,80,156,159,324,336,660
TEOPONTE,estado nutricional,talla normal,2010-07-01,87,63,66,55,50,60,203,178,381
TIAWANACU,estado nutricional,talla normal,2010-07-01,96,70,59,71,54,31,209,172,381
TINGUIPAYA,estado nutricional,talla normal,2010-07-01,79,108,52,44,54,57,185,209,394
TIPUANI,estado nutricional,talla normal,2010-07-01,104,98,53,47,75,56,232,201,433
TIQUIPAYA,estado nutricional,talla normal,2010-07-01,436,459,346,298,312,301,1094,1058,2152
TIRAQUE (CBBA),estado nutricional,talla normal,2010-07-01,148,131,116,121,74,65,338,317,655
TITO YUPANQUI (PARQUIPUJIO),estado nutricional,talla normal,2010-07-01,6,4,4,3,4,10,14,17,31
TOCO,estado nutricional,talla normal,2010-07-01,35,44,31,27,40,23,106,94,200
TODOS SANTOS,estado nutricional,talla normal,2010-07-01,2,0,2,1,0,1,4,2,6
TOLATA,estado nutricional,talla normal,2010-07-01,60,48,49,74,35,35,144,157,301
TOLEDO,estado nutricional,talla normal,2010-07-01,46,35,38,31,23,21,107,87,194
TOMAVE,estado nutricional,talla normal,2010-07-01,75,90,57,61,47,46,179,197,376
TOMINA,estado nutricional,talla normal,2010-07-01,64,56,54,48,136,130,254,234,488
TORO TORO,estado nutricional,talla normal,2010-07-01,75,78,44,45,44,47,163,170,333
TOTORA(CBBA),estado nutricional,talla normal,2010-07-01,107,86,46,38,45,32,198,156,354
TOTORA(ORR),estado nutricional,talla normal,2010-07-01,41,40,16,32,23,30,80,102,182
TRIGAL,estado nutricional,talla normal,2010-07-01,11,16,17,10,10,13,38,39,77
TRINIDAD,estado nutricional,talla normal,2010-07-01,633,599,330,297,306,304,1269,1200,2469
TUPIZA,estado nutricional,talla normal,2010-07-01,213,206,218,221,207,225,638,652,1290
TURCO,estado nutricional,talla normal,2010-07-01,26,38,35,36,19,23,80,97,177
UMALA,estado nutricional,talla normal,2010-07-01,57,52,62,47,77,27,196,126,322
UNCIA,estado nutricional,talla normal,2010-07-01,133,108,59,89,78,46,270,243,513
URIONDO (A. CONCEPCION),estado nutricional,talla normal,2010-07-01,152,120,101,117,125,101,378,338,716
UYUNI,estado nutricional,talla normal,2010-07-01,191,199,114,124,68,84,373,407,780
VACAS,estado nutricional,talla normal,2010-07-01,42,46,28,28,23,23,93,97,190
VALLEGRANDE,estado nutricional,talla normal,2010-07-01,105,92,69,51,74,53,248,196,444
VIACHA,estado nutricional,talla normal,2010-07-01,379,348,284,260,277,223,940,831,1771
VILA VILA,estado nutricional,talla normal,2010-07-01,26,35,23,26,45,55,94,116,210
VILLA CHARCAS,estado nutricional,talla normal,2010-07-01,108,103,83,74,95,71,286,248,534
VILLA MONTES,estado nutricional,talla normal,2010-07-01,339,315,188,183,107,114,634,612,1246
VILLA NUEVA (LOMA ALTA),estado nutricional,talla normal,2010-07-01,26,37,26,34,44,65,96,136,232
VILLA RIVERO,estado nutricional,talla normal,2010-07-01,48,59,53,40,43,32,144,131,275
VILLA SERRANO,estado nutricional,talla normal,2010-07-01,78,65,52,53,90,109,220,227,447
VILLA TUNARI,estado nutricional,talla normal,2010-07-01,616,483,456,361,478,385,1550,1229,2779
VILLA VACA GUZMAN (MUYUPAMPA),estado nutricional,talla normal,2010-07-01,72,67,65,57,113,123,250,247,497
VILLAZON,estado nutricional,talla normal,2010-07-01,306,338,257,235,213,197,776,770,1546
VINTO,estado nutricional,talla normal,2010-07-01,272,273,172,162,101,88,545,523,1068
VITICHI,estado nutricional,talla normal,2010-07-01,74,77,60,56,64,74,198,207,405
WALDO BALLIVIAN,estado nutricional,talla normal,2010-07-01,7,10,11,12,2,6,20,28,48
WARNES,estado nutricional,talla normal,2010-07-01,203,198,117,117,133,163,453,478,931
YACO,estado nutricional,talla normal,2010-07-01,41,49,43,35,49,64,133,148,281
YACUIBA,estado nutricional,talla normal,2010-07-01,566,463,382,378,264,247,1212,1088,2300
YAMPARAEZ,estado nutricional,talla normal,2010-07-01,40,57,30,35,91,88,161,180,341
YANACACHI,estado nutricional,talla normal,2010-07-01,33,29,23,29,17,22,73,80,153
YAPACANI,estado nutricional,talla normal,2010-07-01,478,460,288,261,258,201,1024,922,1946
YOCALLA,estado nutricional,talla normal,2010-07-01,71,69,53,52,53,51,177,172,349
YOTALA,estado nutricional,talla normal,2010-07-01,73,51,40,75,130,117,243,243,486
YUNCHARA,estado nutricional,talla normal,2010-07-01,35,35,33,27,64,58,132,120,252
YUNGUYO DE LITORAL,estado nutricional,talla normal,2010-07-01,0,1,1,0,2,0,3,1,4
ZUDAÑEZ,estado nutricional,talla normal,2010-07-01,39,49,46,47,83,76,168,172,340
ACACIO,estado nutricional,talla normal,2010-08-01,25,34,17,24,25,17,67,75,142
ACHACACHI,estado nutricional,talla normal,2010-08-01,227,213,151,134,127,131,505,478,983
ACHOCALLA,estado nutricional,talla normal,2010-08-01,76,83,56,45,23,29,155,157,312
AIQUILE,estado nutricional,talla normal,2010-08-01,139,82,49,52,78,73,266,207,473
ALALAY,estado nutricional,talla normal,2010-08-01,28,29,16,12,13,7,57,48,105
ALCALA,estado nutricional,talla normal,2010-08-01,18,23,26,15,45,49,89,87,176
ALTO BENI,estado nutricional,talla normal,2010-08-01,54,49,45,53,62,51,161,153,314
ANCORAIMES,estado nutricional,talla normal,2010-08-01,55,53,44,39,46,43,145,135,280
ANDAMARCA,estado nutricional,talla normal,2010-08-01,8,24,14,14,38,36,60,74,134
ANTEQUERA,estado nutricional,talla normal,2010-08-01,28,36,34,23,31,17,93,76,169
ANZALDO,estado nutricional,talla normal,2010-08-01,58,60,45,55,48,45,151,160,311
APOLO,estado nutricional,talla normal,2010-08-01,127,136,109,99,122,143,358,378,736
ARAMPAMPA,estado nutricional,talla normal,2010-08-01,24,23,13,13,42,33,79,69,148
ARANI,estado nutricional,talla normal,2010-08-01,90,85,90,66,50,38,230,189,419
ARBIETO,estado nutricional,talla normal,2010-08-01,143,89,99,94,117,108,359,291,650
ARQUE,estado nutricional,talla normal,2010-08-01,138,123,83,88,66,58,287,269,556
ASCENCION DE GUARAYOS,estado nutricional,talla normal,2010-08-01,197,206,160,163,347,333,704,702,1406
ATOCHA,estado nutricional,talla normal,2010-08-01,62,65,48,48,59,70,169,183,352
AUCAPATA,estado nutricional,talla normal,2010-08-01,26,24,13,21,24,22,63,67,130
AYATA,estado nutricional,talla normal,2010-08-01,77,73,76,41,54,57,207,171,378
AYO AYO,estado nutricional,talla normal,2010-08-01,51,47,31,32,16,18,98,97,195
AYOPAYA (V. DE INDEPENDENCIA),estado nutricional,talla normal,2010-08-01,207,173,153,138,170,161,530,472,1002
AZURDUY,estado nutricional,talla normal,2010-08-01,78,103,56,60,117,129,251,292,543
BATALLAS,estado nutricional,talla normal,2010-08-01,116,160,95,79,54,39,265,278,543
BAURES,estado nutricional,talla normal,2010-08-01,39,32,32,29,27,31,98,92,190
BELEN DE ANDAMARCA,estado nutricional,talla normal,2010-08-01,13,14,10,9,14,17,37,40,77
BELEN DE URMIRI,estado nutricional,talla normal,2010-08-01,14,15,14,14,8,10,36,39,75
BELLA FLOR,estado nutricional,talla normal,2010-08-01,17,18,11,28,27,24,55,70,125
BERMEJO,estado nutricional,talla normal,2010-08-01,260,255,219,198,167,166,646,619,1265
BETANZOS,estado nutricional,talla normal,2010-08-01,253,292,177,186,214,173,644,651,1295
BOLIVAR,estado nutricional,talla normal,2010-08-01,61,54,35,35,56,60,152,149,301
BOLPEBRA,estado nutricional,talla normal,2010-08-01,12,21,19,10,14,18,45,49,94
BOYUIBE,estado nutricional,talla normal,2010-08-01,26,26,17,19,35,34,78,79,157
BUENA VISTA,estado nutricional,talla normal,2010-08-01,117,96,70,63,129,117,316,276,592
CABEZAS,estado nutricional,talla normal,2010-08-01,145,129,83,57,139,119,367,305,672
CAIROMA,estado nutricional,talla normal,2010-08-01,63,64,44,44,79,57,186,165,351
"CAIZA ""D""",estado nutricional,talla normal,2010-08-01,92,75,46,56,48,44,186,175,361
CAJUATA,estado nutricional,talla normal,2010-08-01,64,60,58,36,51,64,173,160,333
CALACOTO,estado nutricional,talla normal,2010-08-01,34,32,18,22,42,29,94,83,177
CALAMARCA,estado nutricional,talla normal,2010-08-01,78,77,49,61,49,67,176,205,381
CAMARGO,estado nutricional,talla normal,2010-08-01,135,120,88,74,129,141,352,335,687
CAMATAQUI (C. VILLA ABECIA),estado nutricional,talla normal,2010-08-01,52,35,26,21,62,67,140,123,263
CAMIRI,estado nutricional,talla normal,2010-08-01,213,240,152,117,172,191,537,548,1085
CAPINOTA,estado nutricional,talla normal,2010-08-01,200,176,104,101,97,74,401,351,752
CAQUIAVIRI,estado nutricional,talla normal,2010-08-01,63,46,36,44,40,38,139,128,267
CARACOLLO,estado nutricional,talla normal,2010-08-01,168,183,118,134,100,102,386,419,805
CARANAVI,estado nutricional,talla normal,2010-08-01,485,398,297,271,246,212,1028,881,1909
CARANGAS,estado nutricional,talla normal,2010-08-01,0,1,1,2,1,2,2,5,7
CARAPARI,estado nutricional,talla normal,2010-08-01,112,108,81,103,98,71,291,282,573
CARIPUYO,estado nutricional,talla normal,2010-08-01,66,49,32,42,76,82,174,173,347
CARMEN RIVERO TORREZ,estado nutricional,talla normal,2010-08-01,33,20,26,17,12,16,71,53,124
CATACORA,estado nutricional,talla normal,2010-08-01,2,6,4,1,4,7,10,14,24
CHACARILLA,estado nutricional,talla normal,2010-08-01,7,13,5,13,5,6,17,32,49
CHALLAPATA,estado nutricional,talla normal,2010-08-01,285,306,187,171,170,143,642,620,1262
CHAQUI,estado nutricional,talla normal,2010-08-01,51,46,42,39,16,32,109,117,226
CHARAGUA,estado nutricional,talla normal,2010-08-01,197,156,144,145,242,246,583,547,1130
CHARAÑA,estado nutricional,talla normal,2010-08-01,14,21,22,20,26,27,62,68,130
CHAYANTA,estado nutricional,talla normal,2010-08-01,77,88,37,50,47,30,161,168,329
CHIMORE,estado nutricional,talla normal,2010-08-01,100,70,82,87,79,73,261,230,491
CHIPAYA,estado nutricional,talla normal,2010-08-01,14,13,11,12,7,8,32,33,65
CHOQUE COTA,estado nutricional,talla normal,2010-08-01,14,11,7,4,15,11,36,26,62
CHULUMANI (V. DE LA LIBERTAD),estado nutricional,talla normal,2010-08-01,69,63,58,43,62,50,189,156,345
CHUMA,estado nutricional,talla normal,2010-08-01,86,52,52,29,42,46,180,127,307
CHUQUIHUTA AYLLU JUCUMANI,estado nutricional,talla normal,2010-08-01,57,37,25,33,24,22,106,92,198
CKOCHAS,estado nutricional,talla normal,2010-08-01,79,80,60,60,84,90,223,230,453
CLIZA,estado nutricional,talla normal,2010-08-01,207,204,129,75,106,103,442,382,824
COBIJA,estado nutricional,talla normal,2010-08-01,498,456,273,287,243,239,1014,982,1996
COCAPATA,estado nutricional,talla normal,2010-08-01,124,112,83,79,104,91,311,282,593
COCHABAMBA,estado nutricional,talla normal,2010-08-01,2937,2691,1826,1639,1249,1180,6012,5510,11522
COIPASA,estado nutricional,talla normal,2010-08-01,7,11,8,6,2,1,17,18,35
COLCAPIRHUA,estado nutricional,talla normal,2010-08-01,397,302,177,158,212,201,786,661,1447
"COLCHA ""K""",estado nutricional,talla normal,2010-08-01,61,78,41,61,56,59,158,198,356
COLLANA,estado nutricional,talla normal,2010-08-01,22,26,5,13,21,17,48,56,104
COLOMI,estado nutricional,talla normal,2010-08-01,161,140,97,96,58,52,316,288,604
COLPA BELGICA,estado nutricional,talla normal,2010-08-01,37,40,23,25,21,21,81,86,167
COLQUECHACA,estado nutricional,talla normal,2010-08-01,245,284,176,172,82,92,503,548,1051
COLQUENCHA,estado nutricional,talla normal,2010-08-01,55,52,54,52,50,41,159,145,304
COLQUIRI,estado nutricional,talla normal,2010-08-01,119,121,96,67,79,70,294,258,552
COMANCHE,estado nutricional,talla normal,2010-08-01,15,27,15,16,7,12,37,55,92
COMARAPA,estado nutricional,talla normal,2010-08-01,126,116,85,80,70,78,281,274,555
COMBAYA,estado nutricional,talla normal,2010-08-01,15,14,20,21,19,31,54,66,120
CONCEPCION,estado nutricional,talla normal,2010-08-01,93,90,83,75,82,59,258,224,482
COPACABANA,estado nutricional,talla normal,2010-08-01,72,71,45,42,59,41,176,154,330
CORIPATA,estado nutricional,talla normal,2010-08-01,130,109,86,79,84,79,300,267,567
CORO CORO,estado nutricional,talla normal,2010-08-01,61,73,45,44,37,53,143,170,313
COROICO,estado nutricional,talla normal,2010-08-01,107,98,89,74,51,67,247,239,486
CORQUE,estado nutricional,talla normal,2010-08-01,59,57,23,31,55,57,137,145,282
COTAGAITA,estado nutricional,talla normal,2010-08-01,162,156,131,136,148,167,441,459,900
COTOCA,estado nutricional,talla normal,2010-08-01,503,434,249,274,237,271,989,979,1968
CUATRO CAÑADAS,estado nutricional,talla normal,2010-08-01,172,163,138,178,231,211,541,552,1093
CUCHUMUELA (V. G. VILLARROEL),estado nutricional,talla normal,2010-08-01,10,8,7,4,14,11,31,23,54
CUEVO,estado nutricional,talla normal,2010-08-01,41,39,34,26,60,57,135,122,257
CULPINA,estado nutricional,talla normal,2010-08-01,121,118,98,108,141,147,360,373,733
CURAHUARA DE CARANGAS,estado nutricional,talla normal,2010-08-01,62,42,39,35,31,19,132,96,228
CURVA,estado nutricional,talla normal,2010-08-01,18,8,15,4,7,13,40,25,65
DESAGUADERO,estado nutricional,talla normal,2010-08-01,32,35,17,19,23,28,72,82,154
EL ALTO,estado nutricional,talla normal,2010-08-01,5353,5206,3514,3374,2382,2178,11249,10758,22007
EL CHORO,estado nutricional,talla normal,2010-08-01,51,50,37,39,41,27,129,116,245
EL PUENTE(STC),estado nutricional,talla normal,2010-08-01,97,91,82,65,94,93,273,249,522
EL PUENTE(TJA),estado nutricional,talla normal,2010-08-01,111,88,58,66,100,107,269,261,530
EL TORNO,estado nutricional,talla normal,2010-08-01,333,286,199,178,183,194,715,658,1373
EL VILLAR,estado nutricional,talla normal,2010-08-01,30,34,23,25,70,59,123,118,241
ENTRE RIOS TRJ,estado nutricional,talla normal,2010-08-01,152,137,131,111,141,159,424,407,831
ENTRE RIOS CBBA,estado nutricional,talla normal,2010-08-01,346,275,177,148,172,164,695,587,1282
ESCARA,estado nutricional,talla normal,2010-08-01,2,1,3,0,3,3,8,4,12
ESCOMA,estado nutricional,talla normal,2010-08-01,79,27,19,19,19,14,117,60,177
ESMERALDA,estado nutricional,talla normal,2010-08-01,0,0,1,1,1,1,2,2,4
EUCALIPTUS,estado nutricional,talla normal,2010-08-01,68,61,45,50,51,38,164,149,313
EUREKA (SANTOS MERCADO),estado nutricional,talla normal,2010-08-01,13,16,16,6,22,16,51,38,89
EXALTACION,estado nutricional,talla normal,2010-08-01,5,11,9,7,18,14,32,32,64
FERNANDEZ ALONSO,estado nutricional,talla normal,2010-08-01,102,90,89,82,117,105,308,277,585
FILADELFIA,estado nutricional,talla normal,2010-08-01,38,42,41,25,66,34,145,101,246
GENERAL SAAVEDRA,estado nutricional,talla normal,2010-08-01,104,139,116,110,155,145,375,394,769
GRAL. J.J. PEREZ (CHARAZANI),estado nutricional,talla normal,2010-08-01,69,53,38,46,36,30,143,129,272
GUANAY,estado nutricional,talla normal,2010-08-01,94,120,141,69,68,89,303,278,581
GUAQUI,estado nutricional,talla normal,2010-08-01,42,30,18,29,16,23,76,82,158
GUAYARAMERIN,estado nutricional,talla normal,2010-08-01,310,334,186,169,165,138,661,641,1302
GUTIERREZ,estado nutricional,talla normal,2010-08-01,111,99,88,81,104,115,303,295,598
HUACARETA,estado nutricional,talla normal,2010-08-01,80,62,49,60,109,116,238,238,476
HUACAYA (VILLA DE HUACAYA),estado nutricional,talla normal,2010-08-01,29,18,16,16,69,70,114,104,218
HUACHACALLA,estado nutricional,talla normal,2010-08-01,7,6,3,4,7,7,17,17,34
HUANUNI,estado nutricional,talla normal,2010-08-01,177,196,101,87,78,74,356,357,713
HUARACAJE,estado nutricional,talla normal,2010-08-01,28,23,15,8,14,10,57,41,98
