,group,variable,month,PENTAVALENTE 5TA. DOSIS (2DO. REFUERZO) DENTRO,PENTAVALENTE 5TA. DOSIS (2DO. REFUERZO) DENTRO,PENTAVALENTE 5TA. DOSIS (2DO. REFUERZO) FUERA,PENTAVALENTE 5TA. DOSIS (2DO. REFUERZO) FUERA,TOTALES
APOLO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,7,7,3,3,20
ARAMPAMPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,2,0,1,0,3
ARANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,1,1,1,0,3
ARBIETO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,6,2,5,10,23
ARQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,0,1,7,8,16
ASCENCION DE GUARAYOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,20,17,5,5,47
ATOCHA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,3,1,2,2,8
AUCAPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,0,1,0,0,1
AYATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,1,0,2,2,5
AYO AYO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,1,2,1,1,5
AYOPAYA (V. DE INDEPENDENCIA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,2,8,11,14,35
AZURDUY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,4,1,7,1,13
BATALLAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,2,3,1,4,10
BAURES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,0,3,1,0,4
BELEN DE URMIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,0,0,1,2,3
BELLA FLOR,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,1,1,4,0,6
BERMEJO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,14,12,12,10,48
BETANZOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,5,3,2,2,12
BOLIVAR,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,1,1,0,3,5
BOLPEBRA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,0,0,0,1,1
BOYUIBE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,1,0,0,0,1
BUENA VISTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,8,6,9,4,27
CABEZAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,1,3,4,2,10
CAIROMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,4,0,1,4,9
"CAIZA ""D""",vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,0,1,0,0,1
CAJUATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,5,10,3,0,18
CALACOTO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,0,0,2,3,5
CALAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,8,2,1,2,13
CAMARGO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,8,11,4,0,23
CAMATAQUI (C. VILLA ABECIA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,0,0,1,0,1
CAMIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,17,10,4,0,31
CAPINOTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,6,8,9,13,36
CAQUIAVIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,3,1,2,0,6
CARACOLLO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,10,5,1,3,19
CARANAVI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,18,23,4,7,52
CARAPARI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,6,7,11,12,36
CARIPUYO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,3,1,0,1,5
CARMEN RIVERO TORREZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,5,1,1,3,10
CATACORA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,1,0,0,1,2
CHALLAPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,11,11,11,5,38
CHAQUI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,1,1,0,0,2
CHARAGUA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,2,5,18,17,42
CHAYANTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,1,1,1,0,3
CHIMORE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,10,14,15,19,58
CHIPAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,1,1,0,1,3
CHUA COCANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,1,0,1,3,5
CHULUMANI (V. DE LA LIBERTAD),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,8,4,4,2,18
CHUMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,6,5,10,6,27
CKOCHAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,2,2,6,6,16
CLIZA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,13,3,7,4,27
COBIJA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,17,20,18,14,69
COCAPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,9,15,12,11,47
COCHABAMBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,151,137,26,37,351
COLCAPIRHUA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,19,21,12,13,65
"COLCHA ""K""",vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,2,3,1,1,7
COLOMI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,9,8,3,1,21
COLPA BELGICA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,2,0,0,0,2
COLQUECHACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,1,1,5,13,20
COLQUENCHA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,0,2,0,0,2
COLQUIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,0,1,6,1,8
COMANCHE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,0,0,1,1,2
COMARAPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,4,6,7,3,20
CONCEPCION,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,13,12,10,8,43
COPACABANA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,1,0,12,3,16
CORIPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,9,8,2,3,22
CORO CORO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,0,5,9,9,23
COROICO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,3,1,0,1,5
CORQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,1,0,1,2,4
COTAGAITA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,8,5,9,6,28
COTOCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,24,20,1,7,52
CUATRO CAÑADAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,7,6,9,10,32
CUCHUMUELA (V. G. VILLARROEL),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,0,0,3,1,4
CUEVO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,1,2,3,1,7
CULPINA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,4,4,2,6,16
CURAHUARA DE CARANGAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,2,2,0,0,4
CURVA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,1,0,1,1,3
DESAGUADERO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,2,3,0,0,5
EL ALTO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,133,136,175,174,618
EL CHORO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,0,0,0,1,1
EL PUENTE(STC),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,5,4,1,1,11
EL PUENTE(TJA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,4,2,8,1,15
EL TORNO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,25,34,6,12,77
EL VILLAR,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,3,0,1,0,4
ENTRE RIOS TRJ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,10,13,11,11,45
ENTRE RIOS CBBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,25,19,5,1,50
ESCOMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,1,3,1,0,5
EUCALIPTUS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,7,6,0,0,13
EUREKA (SANTOS MERCADO),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,0,0,3,0,3
FERNANDEZ ALONSO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,8,9,4,2,23
FILADELFIA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,0,1,0,1,2
GENERAL SAAVEDRA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,4,3,0,0,7
GRAL. J.J. PEREZ (CHARAZANI),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,3,4,2,0,9
GUANAY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,6,5,7,9,27
GUAQUI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,1,1,0,5,7
GUAYARAMERIN,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,19,14,6,5,44
GUTIERREZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,1,3,0,0,4
HUACARETA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,5,6,1,2,14
HUACAYA (VILLA DE HUACAYA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,0,0,0,4,4
HUANUNI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,3,4,3,3,13
HUARACAJE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,0,1,0,0,1
HUARINA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,0,1,1,1,3
HUAYLLAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,0,1,2,1,4
HUMANATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,1,2,0,0,3
ICHOCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,1,1,0,1,3
ICLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,1,3,6,1,11
INCAHUASI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,3,0,3,0,6
INQUISIVI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,2,2,5,5,14
IRUPANA (VILLA DE LANZA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,4,4,5,1,14
IXIAMAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,1,0,2,2,5
JESUS DE MACHACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,1,5,2,3,11
LA ASUNTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,17,19,9,11,56
LA GUARDIA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,42,41,5,10,98
LA PAZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,178,173,3,7,361
LAGUNILLAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,2,9,4,3,18
LAJA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,6,1,0,1,8
LAS CARRERAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,1,0,1,0,2
LICOMA PAMPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,4,4,2,0,10
LLALLAGUA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,4,7,20,25,56
LURIBAY,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,1,0,0,0,1
MACHACAMARCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,1,0,0,1,2
MACHARETI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,1,2,3,1,7
MAGDALENA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,7,3,0,2,12
MAIRANA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,7,4,9,4,24
MALLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,0,0,2,1,3
MAPIRI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,5,8,1,2,16
MECAPACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,6,4,1,3,14
MINEROS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,16,15,11,3,45
MIZQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,10,7,22,17,56
MOCOMOCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,3,0,1,2,6
MOJOCOYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,2,7,2,4,15
MONTEAGUDO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,10,17,1,2,30
MONTERO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,53,50,29,34,166
MORO MORO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,0,1,0,0,1
MOROCHATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,2,0,2,7,11
NACEBE (SANTA ROSA DEL ABUNA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,1,1,4,2,8
NAZACARA DE PACAJES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,0,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,1,2,0,0,3
OCURI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,1,0,1,0,2
OKINAWA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,7,4,0,3,14
OMEREQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,1,2,2,1,6
ORURO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,77,98,21,18,214
PADCAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,9,7,1,1,18
PADILLA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,2,3,4,0,9
PAILON,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,11,3,7,5,26
PALCA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,1,8,2,2,13
PALOS BLANCOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,15,24,19,25,83
PAMPA AULLAGAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,0,0,2,0,2
PAMPA GRANDE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,4,7,5,1,17
PAPEL PAMPA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,0,4,1,0,5
PATACAMAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,0,0,2,1,3
PAZÑA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,0,1,2,2,5
PELECHUCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,5,1,1,0,7
POCOATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,0,0,3,7,10
POCONA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,6,3,5,2,16
POJO (CBBA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,4,5,11,15,35
POOPO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,4,1,0,0,5
PORCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,1,0,3,1,5
POROMA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,4,2,3,1,10
PORONGO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,5,2,6,6,19
PORTACHUELO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,18,17,0,0,35
PORVENIR,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,0,0,7,4,11
POSTRER VALLE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,1,3,1,0,5
POTOSI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,99,85,49,56,289
PRESTO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,2,3,5,3,13
PUCARA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,2,0,0,0,2
PUCARANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,4,9,5,9,27
PUERTO ACOSTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,0,1,6,4,11
PUERTO CARABUCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,6,7,4,6,23
PUERTO GONZALO MORENO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,3,0,2,3,8
PUERTO PEREZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,0,0,0,4,4
PUERTO QUIJARRO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,5,7,0,0,12
PUERTO RICO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,0,2,5,5,12
PUERTO SILES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,0,0,1,0,1
PUERTO SUAREZ,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,8,7,2,4,21
PUERTO VILLARROEL,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,22,32,12,12,78
PUNA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,8,6,9,4,27
PUNATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,11,12,6,5,34
QUIABAYA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,0,2,0,1,3
QUILLACOLLO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,37,27,56,42,162
QUIME,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,0,3,3,3,9
QUIRUSILLAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,1,1,0,1,3
RAVELO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,0,0,13,8,21
REYES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,5,4,4,0,13
RIBERALTA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,25,32,29,29,115
ROBORE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,6,7,26,38,77
RURRENABAQUE,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,4,9,1,3,17
SACABA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,33,24,72,59,188
SACABAMBA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,0,0,2,0,2
SACACA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,0,0,4,4,8
SAIPINA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,3,0,2,3,8
SALINAS DE GARCI MENDOZA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,8,2,26,5,41
SAMAIPATA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,11,2,3,3,19
SAN AGUSTIN,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,1,1,0,0,2
SAN ANDRES,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,7,3,2,0,12
SAN ANTONIO DE ESMORUCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,2,5,0,0,7
SAN ANTONIO DE LOMERIO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,1,1,8,4,14
SAN BENITO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,5,2,2,0,9
SAN BORJA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,19,21,2,2,44
SAN BUENA VENTURA,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,5,7,3,1,16
SAN CARLOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,13,14,0,0,27
SAN IGNACIO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,12,6,8,6,32
SAN IGNACIO DE VELASCO,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,20,18,13,11,62
SAN JAVIER(BNI),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,2,1,0,0,3
SAN JAVIER(STC),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,7,7,9,6,29
SAN JOAQUIN,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,3,1,0,0,4
SAN JOSE DE CHIQUITOS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,2,9,12,9,32
SAN JUAN DE YAPACANI,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,4,5,5,6,20
SAN JULIAN,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,14,12,14,22,62
SAN LORENZO(PND),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,3,0,2,7,12
SAN LORENZO(TJA),vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,6,14,5,3,28
SAN LUCAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,12,8,5,7,32
SAN MATIAS,vacunacion en ninos de 4 anos,pentavalente 5ta. dosis (2do. refuerzo),2016-08-01,2,1,0,2,5
