,group,variable,month,L 2111 ANTIRRÁBICA EN PERROS Y GATOS CANTIDAD,L 2111 ANTIRRÁBICA EN PERROS Y GATOS CANTIDAD,TOTALES,TOTALES,TOTALES
PASORAPA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,75,0,75,75
PATACAMAYA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,30,0,30,30
PELECHUCO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,410,0,410,410
POCOATA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,242,0,242,242
POCONA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,32,0,32,32
POJO (CBBA),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,53,0,53,53
POOPO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,5,15,5,15,20
POROMA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,99,0,99,99
PORONGO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,196,0,196,196
PORVENIR,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,10,0,10,10
POSTRER VALLE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,200,0,200,200
POTOSI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,153,1919,153,1919,2072
PUCARA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,255,0,255,255
PUERTO ACOSTA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,151,0,151,151
PUERTO CARABUCO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,26,0,26,26
PUERTO PEREZ,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,26,78,26,78,104
PUERTO QUIJARRO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,4500,0,4500,4500
PUERTO SUAREZ,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,30,3290,30,3290,3320
PUERTO VILLARROEL,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,174,202,174,202,376
PUNATA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,534,0,534,534
QUILLACOLLO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,71,8039,71,8039,8110
QUIME,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,30,0,30,30
QUIRUSILLAS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,62,0,62,62
RAVELO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,31,698,31,698,729
ROBORE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,33,0,33,33
RURRENABAQUE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,26,0,26,26
SABAYA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,6,0,6,0,6
SACABA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,4096,3469,4096,3469,7565
SACABAMBA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,60,0,60,60
SACACA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,10,57,10,57,67
SALINAS DE GARCI MENDOZA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,20,0,20,20
SAMAIPATA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,2266,0,2266,2266
SAN AGUSTIN,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,4,3,4,3,7
SAN ANDRES DE MACHACA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,253,0,253,253
SAN ANTONIO DE ESMORUCO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,10,0,10,0,10
SAN BENITO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,142,920,142,920,1062
SAN BORJA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,76,4260,76,4260,4336
SAN CARLOS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,50,0,50,50
SAN IGNACIO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,30,60,30,60,90
SAN IGNACIO DE VELASCO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,592,128,592,128,720
SAN JAVIER(STC),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,642,0,642,642
SAN JUAN DE YAPACANI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,126,0,126,126
SAN JULIAN,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,2,1019,2,1019,1021
SAN LORENZO(TJA),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,6,5382,6,5382,5388
SAN LUCAS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,1,213,1,213,214
SAN MATIAS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,1,133,1,133,134
SAN MIGUEL DE VELASCO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,250,244,250,244,494
SAN PEDRO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,9,0,9,0,9
SAN PEDRO DE BUENA VISTA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,4,714,4,714,718
SAN PEDRO DE QUEMES,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,10,0,10,10
SAN RAFAEL,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,280,0,280,280
SAN RAMON BENI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,715,0,715,715
SAN RAMON SCZ,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,17,0,17,17
SANTA CRUZ DE LA SIERRA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,1056,6054,1056,6054,7110
SANTA ROSA DEL SARA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,16,845,16,845,861
SANTIAGO DE HUATA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,10,0,10,10
SANTIAGO DE MACHACA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,635,0,635,635
SANTIVAÑES,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,6,41,6,41,47
SAPAHAQUI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,48,0,48,48
SHINAOTA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,62,0,62,62
SICA SICA (VILLA AROMA),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,262,0,262,262
SICAYA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,17,0,17,17
SIPE SIPE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,36,1727,36,1727,1763
SOPACHUY,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,91,0,91,91
SORACACHI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,406,0,406,406
SUCRE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,344,167,344,167,511
TACACOMA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,2,28,2,28,30
TACOBAMBA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,146,0,146,146
TACOPAYA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,77,0,77,77
TAHUA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,60,86,60,86,146
TAPACARI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,31,768,31,768,799
TARACO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,21,279,21,279,300
TARATA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,24,271,24,271,295
TARIJA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,194,835,194,835,1029
TARVITA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,388,0,388,388
TIQUIPAYA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,2338,0,2338,2338
TIRAQUE (CBBA),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,122,1027,122,1027,1149
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,175,0,175,175
TOCO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,471,0,471,471
TOLATA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,559,0,559,559
TOLEDO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,2,8,2,8,10
TOMAVE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,18,125,18,125,143
TOMINA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,10,0,10,10
TORO TORO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,87,0,87,87
TOTORA(CBBA),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,122,0,122,122
TUPIZA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,2,354,2,354,356
TURCO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,3,0,3,0,3
UNCIA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,88,0,88,88
URIONDO (A. CONCEPCION),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,10,54,10,54,64
UYUNI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,10,0,10,0,10
VACAS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,125,799,125,799,924
VIACHA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,200,110,200,110,310
VILA VILA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,25,128,25,128,153
VILLA CHARCAS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,74,451,74,451,525
VILLA MONTES,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,686,0,686,686
VILLA RIVERO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,687,0,687,687
VILLA TUNARI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,89,356,89,356,445
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,20,0,20,0,20
VILLAZON,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,11,441,11,441,452
VINTO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,136,468,136,468,604
VITICHI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,197,0,197,197
WALDO BALLIVIAN,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,17,0,17,17
WARNES,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,29,179,29,179,208
YACUIBA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,25880,0,25880,25880
YAMPARAEZ,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,10,29,10,29,39
YAPACANI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,15,9457,15,9457,9472
YOTALA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,31,83,31,83,114
ZUDAÑEZ,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-08-01,0,119,0,119,119
AIQUILE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,100,218,100,218,318
ALALAY,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,2,49,2,49,51
ANDAMARCA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,11,0,11,11
ANZALDO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,39,0,39,39
ARBIETO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,44,0,44,44
ARQUE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,56,460,56,460,516
ASCENCION DE GUARAYOS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,2,95,2,95,97
AYATA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,17,0,17,17
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,1,422,1,422,423
AZURDUY,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,100,40,100,40,140
BATALLAS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,4,0,4,4
BETANZOS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,80,0,80,80
BOLIVAR,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,2,211,2,211,213
BUENA VISTA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,946,0,946,946
CABEZAS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,135,76,135,76,211
"CAIZA ""D""",otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,22,0,22,22
CALACOTO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,100,0,100,100
CALAMARCA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,10,0,10,10
CAMARGO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,45,0,45,45
CAMIRI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,18,0,18,0,18
CAPINOTA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,286,0,286,286
CAQUIAVIRI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,115,0,115,115
CARACOLLO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,40,0,40,40
CARANAVI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,75,0,75,75
CARAPARI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,122,0,122,122
CARIPUYO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,57,0,57,57
CARMEN RIVERO TORREZ,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,759,0,759,759
CATACORA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,19,0,19,19
CHALLAPATA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,118,0,118,118
CHARAGUA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,1786,0,1786,1786
CHARAÑA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,30,0,30,30
CHIMORE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,1,41,1,41,42
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,15,0,15,15
CHUMA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,14,0,14,14
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,50,0,50,50
CKOCHAS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,50,0,50,50
CLIZA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,17,77,17,77,94
COBIJA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,58,0,58,58
COCAPATA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,78,492,78,492,570
COCHABAMBA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,1400,1155,1400,1155,2555
COLCAPIRHUA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,30,0,30,30
"COLCHA ""K""",otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,1,50,1,50,51
COLLANA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,10,0,10,10
COLOMI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,49,98,49,98,147
COLQUENCHA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,5,0,5,0,5
COMANCHE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,20,0,20,20
COPACABANA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,10,0,10,10
COROICO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,16,0,16,0,16
CORQUE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,65,0,65,65
COTAGAITA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,86,0,86,86
COTOCA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,541,0,541,541
CUATRO CAÑADAS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,246,0,246,246
CURAHUARA DE CARANGAS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,5,0,5,5
CURVA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,1,0,1,1
EL ALTO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,269,1434,269,1434,1703
EL CHORO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,10,0,10,10
EL PUENTE(TJA),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,49,0,49,49
EL TORNO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,6,4,6,4,10
ENTRE RIOS TRJ,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,431,0,431,431
ENTRE RIOS CBBA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,37,0,37,37
EUCALIPTUS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,5,0,5,5
FERNANDEZ ALONSO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,48,2,48,2,50
FILADELFIA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,54,0,54,54
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,51,0,51,51
GUANAY,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,20,0,20,20
GUTIERREZ,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,90,164,90,164,254
HUACARETA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,20,0,20,20
IRUPANA (VILLA DE LANZA),otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,20,0,20,20
IXIAMAS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,3,0,3,0,3
LA ASUNTA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,10,108,10,108,118
LA GUARDIA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,14,180,14,180,194
LA PAZ,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,555,97,555,97,652
LAS CARRERAS,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,47,0,47,47
MAIRANA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,338,0,338,338
MALLA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,26,0,26,26
MIZQUE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,168,0,168,168
MOCOMOCO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,20,0,20,20
MONTEAGUDO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,201,0,201,201
MONTERO,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,130,595,130,595,725
MOROCHATA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,238,0,238,238
OCURI,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,44,0,44,44
OKINAWA,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,44,0,44,0,44
OMEREQUE,otras vacunaciones,l 2111       antirrabica en perros y gatos,2012-09-01,0,36,0,36,36
