,group,variable,month,L 21.2 MUJERES DE 10 A 49 AÑOS 2DA DOSIS DE DT CANTIDAD,L 21.2 MUJERES DE 10 A 49 AÑOS 2DA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
FILADELFIA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,1,4,1,4,5
GENERAL SAAVEDRA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,18,165,18,165,183
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,4,1,4,1,5
GUANAY,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,25,58,25,58,83
GUAQUI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,6,5,6,5,11
GUAYARAMERIN,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,96,38,96,38,134
GUTIERREZ,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,2,4,2,4,6
HUACARETA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,3,8,3,8,11
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,1,0,1,0,1
HUANUNI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,32,63,32,63,95
HUARACAJE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,2,2,2,2,4
HUARINA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,3,3,3,3,6
HUAYLLAMARCA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,0,3,0,3,3
HUMANATA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,0,3,0,3,3
ICHOCA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,2,7,2,7,9
ICLA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,61,13,61,13,74
INCAHUASI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,21,27,21,27,48
INGAVI (HUMAITA),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,0,3,0,3,3
INQUISIVI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,3,30,3,30,33
IRUPANA (VILLA DE LANZA),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,11,33,11,33,44
IXIAMAS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,6,0,6,0,6
JESUS DE MACHACA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,2,47,2,47,49
LA ASUNTA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,26,39,26,39,65
LA GUARDIA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,115,187,115,187,302
LA PAZ,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,844,494,844,494,1338
LAGUNILLAS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,9,12,9,12,21
LAJA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,17,2,17,2,19
LAS CARRERAS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,18,1,18,1,19
LICOMA PAMPA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,1,0,1,0,1
LLALLAGUA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,39,163,39,163,202
LORETO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,2,36,2,36,38
LURIBAY,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,2,6,2,6,8
MACHACAMARCA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,0,9,0,9,9
MACHARETI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,6,14,6,14,20
MAGDALENA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,15,23,15,23,38
MAIRANA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,7,9,7,9,16
MAPIRI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,19,0,19,0,19
MECAPACA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,13,20,13,20,33
MINEROS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,43,33,43,33,76
MIZQUE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,15,13,15,13,28
MOCOMOCO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,10,4,10,4,14
MOJOCOYA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,5,9,5,9,14
MONTEAGUDO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,22,15,22,15,37
MONTERO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,178,217,178,217,395
MORO MORO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,2,2,2,2,4
MOROCHATA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,3,29,3,29,32
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,4,1,4,1,5
NAZACARA DE PACAJES,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,2,0,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,4,3,4,3,7
OCURI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,8,48,8,48,56
OKINAWA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,38,31,38,31,69
OMEREQUE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,8,18,8,18,26
ORURO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,307,123,307,123,430
PADCAYA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,16,27,16,27,43
PADILLA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,2,1,2,1,3
PAILON,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,7,36,7,36,43
PALCA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,8,14,8,14,22
PALOS BLANCOS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,29,42,29,42,71
PAMPA GRANDE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,12,0,12,0,12
PAPEL PAMPA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,3,55,3,55,58
PASORAPA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,2,5,2,5,7
PATACAMAYA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,29,0,29,0,29
PAZÑA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,6,1,6,1,7
PELECHUCO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,4,2,4,2,6
POCOATA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,5,53,5,53,58
POCONA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,16,34,16,34,50
POJO (CBBA),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,9,40,9,40,49
POOPO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,6,6,6,6,12
PORCO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,8,5,8,5,13
POROMA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,10,23,10,23,33
PORONGO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,3,23,3,23,26
PORTACHUELO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,23,18,23,18,41
PORVENIR,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,12,10,12,10,22
POSTRER VALLE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,1,0,1,0,1
POTOSI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,300,28,300,28,328
PRESTO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,0,25,0,25,25
PUCARA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,1,0,1,0,1
PUCARANI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,14,7,14,7,21
PUERTO ACOSTA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,5,7,5,7,12
PUERTO CARABUCO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,1,2,1,2,3
PUERTO GONZALO MORENO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,7,6,7,6,13
PUERTO PEREZ,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,10,11,10,11,21
PUERTO QUIJARRO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,16,8,16,8,24
PUERTO RICO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,17,5,17,5,22
PUERTO SILES,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,1,0,1,0,1
PUERTO SUAREZ,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,1,22,1,22,23
PUERTO VILLARROEL,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,84,126,84,126,210
PUNA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,19,14,19,14,33
PUNATA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,92,27,92,27,119
QUILLACOLLO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,50,177,50,177,227
QUIME,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,1,3,1,3,4
QUIRUSILLAS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,0,6,0,6,6
RAVELO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,9,15,9,15,24
REYES,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,138,29,138,29,167
RIBERALTA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,226,435,226,435,661
ROBORE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,13,1,13,1,14
RURRENABAQUE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,3,5,3,5,8
SABAYA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,16,0,16,0,16
SACABA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,166,832,166,832,998
SACABAMBA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,0,9,0,9,9
SACACA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,6,26,6,26,32
SAIPINA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,8,3,8,3,11
SALINAS DE GARCI MENDOZA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,11,12,11,12,23
SAMAIPATA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,15,4,15,4,19
SAN AGUSTIN,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,0,1,0,1,1
SAN ANDRES,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,31,62,31,62,93
SAN ANDRES DE MACHACA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,0,3,0,3,3
SAN ANTONIO DE ESMORUCO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,5,2,5,2,7
SAN ANTONIO DE LOMERIO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,17,70,17,70,87
SAN BENITO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,3,7,3,7,10
SAN BORJA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,76,45,76,45,121
SAN BUENA VENTURA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,10,0,10,0,10
SAN CARLOS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,36,128,36,128,164
SAN IGNACIO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,42,157,42,157,199
SAN IGNACIO DE VELASCO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,67,388,67,388,455
SAN JAVIER(BNI),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,5,14,5,14,19
SAN JAVIER(STC),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,49,96,49,96,145
SAN JOAQUIN,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,14,2,14,2,16
SAN JOSE DE CHIQUITOS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,18,2,18,2,20
SAN JUAN DE YAPACANI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,4,3,4,3,7
SAN JULIAN,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,45,188,45,188,233
SAN LORENZO(PND),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,7,23,7,23,30
SAN LORENZO(TJA),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,27,86,27,86,113
SAN LUCAS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,19,67,19,67,86
SAN MATIAS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,17,51,17,51,68
SAN MIGUEL DE VELASCO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,10,2,10,2,12
SAN PABLO DE LIPEZ,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,0,4,0,4,4
SAN PEDRO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,35,0,35,0,35
SAN PEDRO DE BUENA VISTA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,12,117,12,117,129
SAN PEDRO DE CURAHUARA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,6,0,6,0,6
SAN PEDRO DE TIQUINA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,2,24,2,24,26
SAN PEDRO(PND),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,0,88,0,88,88
SAN RAFAEL,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,2,78,2,78,80
SAN RAMON BENI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,3,0,3,0,3
SAN RAMON SCZ,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,10,107,10,107,117
SANTA ANA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,24,6,24,6,30
SANTA CRUZ DE LA SIERRA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,2514,1740,2514,1740,4254
SANTA ROSA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,22,88,22,88,110
SANTA ROSA DEL SARA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,26,12,26,12,38
SANTIAGO DE CALLAPA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,3,15,3,15,18
SANTIAGO DE HUARI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,4,1,4,1,5
SANTIAGO DE HUATA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,4,54,4,54,58
SANTIAGO DE MACHACA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,2,11,2,11,13
SANTIVAÑES,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,1,0,1,0,1
SANTUARIO DE QUILLACAS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,3,3,3,3,6
SAPAHAQUI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,3,0,3,0,3
SENA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,2,6,2,6,8
SHINAOTA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,6,9,6,9,15
SICA SICA (VILLA AROMA),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,21,85,21,85,106
SICAYA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,0,2,0,2,2
SIPE SIPE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,48,12,48,12,60
SOPACHUY,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,2,2,2,2,4
SORACACHI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,6,12,6,12,18
SORATA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,7,19,7,19,26
SUCRE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,194,268,194,268,462
TACACHI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,0,4,0,4,4
TACACOMA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,9,11,9,11,20
TACOBAMBA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,2,2,2,2,4
TACOPAYA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,7,15,7,15,22
TAHUA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,0,4,0,4,4
TAPACARI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,27,35,27,35,62
TARABUCO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,1,12,1,12,13
TARACO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,1,0,1,0,1
TARATA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,1,56,1,56,57
TARIJA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,345,178,345,178,523
TARVITA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,14,17,14,17,31
TEOPONTE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,5,14,5,14,19
TIAWANACU,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,17,77,17,77,94
TINGUIPAYA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,15,13,15,13,28
TIPUANI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,6,5,6,5,11
TIQUIPAYA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,34,132,34,132,166
TIRAQUE (CBBA),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,44,10,44,10,54
TOCO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,6,32,6,32,38
TODOS SANTOS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,1,0,1,0,1
TOLATA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,1,2,1,2,3
TOLEDO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,4,6,4,6,10
TOMAVE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,6,28,6,28,34
TOMINA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,21,14,21,14,35
TORO TORO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,8,8,8,8,16
TOTORA(CBBA),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,19,42,19,42,61
TOTORA(ORR),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,3,8,3,8,11
TRIGAL,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,1,2,1,2,3
TRINIDAD,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,242,18,242,18,260
TUPIZA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,41,2,41,2,43
UMALA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,2,3,2,3,5
UNCIA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,7,3,7,3,10
URIONDO (A. CONCEPCION),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,25,11,25,11,36
URUBICHA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,9,44,9,44,53
UYUNI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,4,5,4,5,9
VACAS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,20,4,20,4,24
VALLEGRANDE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,20,3,20,3,23
VIACHA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,70,62,70,62,132
VILA VILA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,3,13,3,13,16
VILLA CHARCAS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,19,5,19,5,24
VILLA MONTES,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,60,26,60,26,86
VILLA NUEVA (LOMA ALTA),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,4,1,4,1,5
VILLA RIVERO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,11,11,11,11,22
VILLA SERRANO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,1,2,1,2,3
VILLA TUNARI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,86,78,86,78,164
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,5,5,5,5,10
VILLAZON,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,75,53,75,53,128
VINTO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,124,0,124,0,124
VITICHI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,16,4,16,4,20
WALDO BALLIVIAN,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,2,0,2,0,2
WARNES,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,120,158,120,158,278
YACO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-07-01,4,10,4,10,14
