,group,variable,month,L 21.5 MUJERES DE 10 A 49 AÑOS 5TA DOSIS DE DT CANTIDAD,L 21.5 MUJERES DE 10 A 49 AÑOS 5TA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
ZUDAÑEZ,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-07-01,0,9,0,9,9
ACACIO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,0,2,0,2,2
ACHACACHI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,2,0,2,0,2
ALTO BENI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,0,1,0,1
ANTEQUERA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,0,2,0,2,2
ARAMPAMPA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,0,10,0,10,10
ARANI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,2,3,2,3,5
ARBIETO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,2,8,2,8,10
ASCENCION DE GUARAYOS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,10,4,10,4,14
ATOCHA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,2,2,2,2,4
BELEN DE ANDAMARCA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,0,1,0,1,1
BELLA FLOR,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,0,2,0,2,2
BERMEJO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,7,1,7,8
BETANZOS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,4,2,4,2,6
BOLIVAR,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,2,1,2,3
BUENA VISTA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,6,8,6,8,14
CABEZAS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,0,3,0,3,3
CALAMARCA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,0,1,0,1
CAMARGO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,2,1,2,3
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,0,1,0,1
CAMIRI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,3,10,3,10,13
CARACOLLO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,0,2,0,2,2
CARANAVI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,3,3,3,3,6
CARANGAS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,0,1,0,1,1
CARAPARI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,2,3,2,3,5
CARIPUYO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,5,1,5,6
CARMEN RIVERO TORREZ,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,0,1,0,1
CHALLAPATA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,3,0,3,0,3
CHARAGUA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,4,13,4,13,17
CHAYANTA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,0,1,0,1,1
CHIMORE,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,0,4,0,4,4
CHUMA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,0,1,0,1
CKOCHAS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,3,0,3,0,3
CLIZA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,3,3,3,3,6
COBIJA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,5,7,5,7,12
COCAPATA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,3,1,3,4
COCHABAMBA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,79,29,79,29,108
COLCAPIRHUA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,5,8,5,8,13
"COLCHA ""K""",otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,8,0,8,0,8
COLOMI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,4,0,4,0,4
COLQUENCHA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,0,1,0,1
COMARAPA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,8,1,8,1,9
CONCEPCION,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,3,3,3,3,6
COPACABANA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,0,3,0,3,3
COROICO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,3,21,3,21,24
COTAGAITA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,7,1,7,8
COTOCA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,12,13,12,13,25
CUATRO CAÑADAS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,0,7,0,7,7
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,0,1,0,1,1
CUEVO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,3,0,3,0,3
CURAHUARA DE CARANGAS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,0,2,0,2,2
EL ALTO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,239,125,239,125,364
EL PUENTE(STC),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,3,0,3,0,3
EL TORNO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,6,8,6,8,14
ENTRE RIOS TRJ,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,3,1,3,4
ENTRE RIOS CBBA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,3,55,3,55,58
EUCALIPTUS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,0,1,0,1
FERNANDEZ ALONSO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,0,4,0,4,4
FILADELFIA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,0,1,0,1
GENERAL SAAVEDRA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,4,2,4,2,6
GUANAY,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,2,0,2,0,2
GUAQUI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,0,1,0,1,1
GUAYARAMERIN,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,2,3,2,3,5
GUTIERREZ,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,2,2,2,2,4
HUACARETA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,0,1,0,1,1
HUANUNI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,2,2,2,2,4
HUAYLLAMARCA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,0,2,0,2,2
ICLA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,0,6,0,6,6
INQUISIVI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,0,3,0,3,3
LA ASUNTA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,2,2,2,2,4
LA GUARDIA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,35,1,35,1,36
LA PAZ,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,151,115,151,115,266
LAGUNILLAS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,0,1,0,1
LAJA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,0,1,0,1
LLALLAGUA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,6,1,6,7
MACHACAMARCA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,1,1,1,2
MAIRANA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,15,12,15,12,27
MAPIRI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,2,0,2,0,2
MINEROS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,3,1,3,1,4
MIZQUE,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,3,5,3,5,8
MONTEAGUDO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,8,0,8,0,8
MONTERO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,39,42,39,42,81
MORO MORO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,1,1,1,2
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,0,2,0,2,2
OCURI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,0,1,0,1
OMEREQUE,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,3,4,3,4,7
ORURO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,26,4,26,4,30
PADCAYA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,2,14,2,14,16
PADILLA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,4,1,4,5
PAILON,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,81,1,81,82
PALCA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,0,3,0,3,3
PALOS BLANCOS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,1,1,1,2
PAMPA GRANDE,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,0,2,0,2,2
PAZÑA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,1,1,1,2
PELECHUCO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,0,1,0,1
POCOATA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,0,1,0,1,1
POCONA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,9,1,9,10
PORONGO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,12,18,12,18,30
PORTACHUELO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,1,1,1,2
POTOSI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,8,0,8,0,8
PRESTO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,4,1,4,5
PUCARANI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,0,3,0,3,3
PUERTO GONZALO MORENO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,0,1,0,1,1
PUERTO QUIJARRO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,1,1,1,2
PUERTO RICO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,0,1,0,1
PUERTO VILLARROEL,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,13,23,13,23,36
PUNA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,0,1,0,1
PUNATA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,3,1,3,1,4
QUILLACOLLO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,7,17,7,17,24
QUIME,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,0,5,0,5,5
QUIRUSILLAS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,0,1,0,1
RAVELO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,2,5,2,5,7
RIBERALTA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,3,0,3,0,3
ROBORE,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,25,3,25,3,28
RURRENABAQUE,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,3,1,3,1,4
SACABA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,8,127,8,127,135
SACABAMBA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,1,1,1,2
SACACA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,0,21,0,21,21
SAIPINA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,7,1,7,8
SALINAS DE GARCI MENDOZA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,2,6,2,6,8
SAMAIPATA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,5,4,5,4,9
SAN ANDRES,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,0,1,0,1,1
SAN ANTONIO DE LOMERIO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,1,1,1,2
SAN BENITO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,0,1,0,1,1
SAN BORJA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,3,46,3,46,49
SAN CARLOS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,12,17,12,17,29
SAN IGNACIO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,5,3,5,3,8
SAN IGNACIO DE VELASCO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,15,1,15,1,16
SAN JAVIER(STC),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,0,2,0,2,2
SAN JOSE DE CHIQUITOS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,3,4,3,4,7
SAN JULIAN,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,0,3,0,3,3
SAN LORENZO(TJA),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,2,0,2,0,2
SAN LUCAS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,5,4,5,4,9
SAN MATIAS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,2,3,2,3,5
SAN MIGUEL DE VELASCO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,8,2,8,2,10
SAN PEDRO DE BUENA VISTA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,3,1,3,1,4
SAN RAFAEL,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,1,1,1,2
SAN RAMON BENI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,0,1,0,1
SAN RAMON SCZ,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,2,1,2,3
SANTA ANA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,167,12,167,12,179
SANTA ROSA DEL SARA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,5,0,5,0,5
SANTIAGO DE HUARI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,4,2,4,2,6
SANTIAGO DE MACHACA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,0,1,0,1,1
SHINAOTA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,3,12,3,12,15
SICA SICA (VILLA AROMA),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,1,1,1,2
SIPE SIPE,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,2,2,2,2,4
SORACACHI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,0,1,0,1,1
SUCRE,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,25,64,25,64,89
TACOPAYA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,0,1,0,1,1
TAPACARI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,2,5,2,5,7
TARABUCO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,4,0,4,0,4
TARATA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,2,0,2,0,2
TARIJA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,29,18,29,18,47
TARVITA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,0,3,0,3,3
TIQUIPAYA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,3,13,3,13,16
TOCO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,0,1,0,1
TOLATA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,0,1,0,1
TOTORA(CBBA),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,2,5,2,5,7
TRIGAL,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,1,1,1,2
TRINIDAD,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,11,46,11,46,57
TUPIZA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,5,5,5,5,10
URUBICHA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,0,1,0,1
VALLEGRANDE,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,21,5,21,5,26
VIACHA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,2,1,2,1,3
VILLA MONTES,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,3,6,3,6,9
VILLA NUEVA (LOMA ALTA),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,1,0,1,0,1
VILLA TUNARI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,12,15,12,15,27
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,2,0,2,0,2
VILLAZON,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,5,5,5,5,10
VINTO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,11,0,11,0,11
WARNES,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,28,2,28,2,30
YACUIBA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,3,2,3,2,5
YANACACHI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,4,0,4,0,4
YAPACANI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,0,39,0,39,39
YOTALA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,2,2,2,2,4
YUNCHARA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,0,1,0,1,1
ZUDAÑEZ,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-08-01,0,3,0,3,3
ACHACACHI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-09-01,2,0,2,0,2
ALTO BENI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-09-01,0,20,0,20,20
ANDAMARCA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-09-01,0,8,0,8,8
ANTEQUERA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-09-01,2,0,2,0,2
ANZALDO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-09-01,0,2,0,2,2
ARAMPAMPA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-09-01,0,3,0,3,3
ARBIETO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-09-01,3,21,3,21,24
ARQUE,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-09-01,0,1,0,1,1
ASCENCION DE GUARAYOS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-09-01,0,2,0,2,2
ATOCHA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-09-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-09-01,0,1,0,1,1
BATALLAS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-09-01,0,6,0,6,6
BERMEJO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-09-01,1,17,1,17,18
BETANZOS,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-09-01,1,1,1,1,2
BOLIVAR,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-09-01,0,3,0,3,3
BOLPEBRA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-09-01,0,1,0,1,1
CAIROMA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-09-01,0,20,0,20,20
"CAIZA ""D""",otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-09-01,0,1,0,1,1
CAMIRI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-09-01,0,5,0,5,5
CAPINOTA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-09-01,0,2,0,2,2
CAQUIAVIRI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-09-01,1,0,1,0,1
CARACOLLO,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-09-01,3,4,3,4,7
CARANAVI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-09-01,1,0,1,0,1
CARAPARI,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-09-01,0,3,0,3,3
CARMEN RIVERO TORREZ,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-09-01,1,0,1,0,1
CHARAGUA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-09-01,2,6,2,6,8
CHIMORE,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-09-01,3,1,3,1,4
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-09-01,0,3,0,3,3
CHUMA,otras vacunaciones,l 21.5       mujeres de 10 a 49 anos 5ta dosis de dt,2012-09-01,4,0,4,0,4
