,group,variable,month,L 21.4 MUJERES DE 10 A 49 AÑOS 4TA DOSIS DE DT CANTIDAD,L 21.4 MUJERES DE 10 A 49 AÑOS 4TA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
POROMA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,0,5,0,5,5
PORONGO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,3,8,3,8,11
PORTACHUELO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,1,0,1,0,1
POTOSI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,18,1,18,1,19
PUCARA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,13,3,13,3,16
PUCARANI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,1,51,1,51,52
PUERTO GONZALO MORENO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,5,0,5,0,5
PUERTO PEREZ,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,1,0,1,0,1
PUERTO QUIJARRO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,2,0,2,0,2
PUERTO RICO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,8,1,8,1,9
PUERTO VILLARROEL,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,19,25,19,25,44
PUNA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,2,7,2,7,9
PUNATA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,5,3,5,3,8
QUILLACOLLO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,10,7,10,7,17
QUIME,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,1,0,1,0,1
REYES,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,0,1,0,1,1
RIBERALTA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,3,9,3,9,12
ROBORE,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,3,16,3,16,19
RURRENABAQUE,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,0,1,0,1,1
SACABA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,26,120,26,120,146
SACACA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,2,18,2,18,20
SALINAS DE GARCI MENDOZA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,2,0,2,0,2
SAMAIPATA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,4,4,4,4,8
SAN ANDRES,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,10,30,10,30,40
SAN ANTONIO DE LOMERIO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,2,2,2,2,4
SAN BENITO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,3,2,3,2,5
SAN BORJA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,6,3,6,3,9
SAN BUENA VENTURA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,3,0,3,0,3
SAN CARLOS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,6,6,6,6,12
SAN IGNACIO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,12,29,12,29,41
SAN IGNACIO DE VELASCO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,17,6,17,6,23
SAN JAVIER(BNI),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,3,2,3,2,5
SAN JAVIER(STC),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,5,0,5,0,5
SAN JOSE DE CHIQUITOS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,10,4,10,4,14
SAN JUAN DE YAPACANI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,3,4,3,4,7
SAN JULIAN,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,5,27,5,27,32
SAN LORENZO(PND),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,0,4,0,4,4
SAN LORENZO(TJA),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,5,3,5,3,8
SAN LUCAS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,9,17,9,17,26
SAN MATIAS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,5,26,5,26,31
SAN MIGUEL DE VELASCO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,13,4,13,4,17
SAN PEDRO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,0,2,0,2,2
SAN PEDRO DE BUENA VISTA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,2,0,2,0,2
SAN PEDRO DE QUEMES,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,0,1,0,1,1
SAN RAMON SCZ,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,412,130,412,130,542
SANTA ROSA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,0,2,0,2,2
SANTA ROSA DEL SARA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,3,5,3,5,8
SANTUARIO DE QUILLACAS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,0,1,0,1,1
SENA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,0,1,0,1,1
SHINAOTA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,8,1,8,1,9
SICA SICA (VILLA AROMA),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,1,0,1,0,1
SICAYA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,0,5,0,5,5
SIPE SIPE,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,3,5,3,5,8
SORACACHI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,1,0,1,0,1
SORATA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,0,3,0,3,3
SUCRE,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,46,41,46,41,87
TACACOMA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,5,0,5,0,5
TAPACARI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,2,2,2,2,4
TARABUCO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,1,1,1,1,2
TARATA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,3,3,3,3,6
TARIJA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,59,15,59,15,74
TARVITA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,26,7,26,7,33
TIAWANACU,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,0,24,0,24,24
TINGUIPAYA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,0,4,0,4,4
TIPUANI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,2,0,2,0,2
TIQUIPAYA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,5,10,5,10,15
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,1,0,1,0,1
TOCO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,1,2,1,2,3
TOLATA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,0,1,0,1,1
TOLEDO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,1,1,1,1,2
TOMINA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,0,37,0,37,37
TOTORA(CBBA),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,4,3,4,3,7
TRINIDAD,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,21,16,21,16,37
TUPIZA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,11,3,11,3,14
URIONDO (A. CONCEPCION),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,7,1,7,1,8
URUBICHA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,1,0,1,0,1
UYUNI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,1,0,1,0,1
VACAS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,3,0,3,0,3
VALLEGRANDE,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,6,0,6,0,6
VIACHA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,4,2,4,2,6
VILLA MONTES,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,5,2,5,2,7
VILLA NUEVA (LOMA ALTA),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,0,6,0,6,6
VILLA RIVERO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,0,1,0,1,1
VILLA SERRANO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,0,3,0,3,3
VILLA TUNARI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,23,34,23,34,57
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,0,3,0,3,3
VILLAZON,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,13,30,13,30,43
VINTO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,21,0,21,0,21
WARNES,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,33,11,33,11,44
YACO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,1,2,1,2,3
YACUIBA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,2,3,2,3,5
YAMPARAEZ,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,2,0,2,0,2
YANACACHI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,0,1,0,1,1
YAPACANI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,13,45,13,45,58
YOTALA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,3,2,3,2,5
YUNCHARA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,0,1,0,1,1
ZUDAÑEZ,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-07-01,1,7,1,7,8
ACHOCALLA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,1,27,1,27,28
AIQUILE,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,1,0,1,0,1
ALALAY,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,0,2,0,2,2
ALCALA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,0,2,0,2,2
ALTO BENI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,0,1,0,1,1
ANDAMARCA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,1,0,1,0,1
ANTEQUERA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,0,2,0,2,2
ANZALDO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,0,1,0,1,1
ARAMPAMPA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,0,7,0,7,7
ARANI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,10,5,10,5,15
ARBIETO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,1,31,1,31,32
ARQUE,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,2,5,2,5,7
ASCENCION DE GUARAYOS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,9,3,9,3,12
AUCAPATA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,1,10,1,10,11
AZURDUY,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,0,1,0,1,1
BATALLAS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,5,4,5,4,9
BELEN DE ANDAMARCA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,0,1,0,1,1
BELLA FLOR,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,0,2,0,2,2
BERMEJO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,4,22,4,22,26
BETANZOS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,6,8,6,8,14
BOLIVAR,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,0,2,0,2,2
BOLPEBRA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,1,1,1,1,2
BUENA VISTA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,2,5,2,5,7
CABEZAS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,2,2,2,2,4
"CAIZA ""D""",otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,0,1,0,1,1
CAJUATA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,1,0,1,0,1
CALAMARCA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,0,2,0,2,2
CAMARGO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,0,1,0,1,1
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,0,4,0,4,4
CAMIRI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,4,10,4,10,14
CAPINOTA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,2,0,2,0,2
CARACOLLO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,1,2,1,2,3
CARANAVI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,6,2,6,2,8
CARANGAS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,0,2,0,2,2
CARAPARI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,2,5,2,5,7
CARIPUYO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,0,5,0,5,5
CHALLAPATA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,5,3,5,3,8
CHARAGUA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,5,7,5,7,12
CHIMORE,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,0,6,0,6,6
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,0,2,0,2,2
CLIZA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,3,9,3,9,12
COBIJA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,14,15,14,15,29
COCAPATA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,0,1,0,1,1
COCHABAMBA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,118,35,118,35,153
COLCAPIRHUA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,10,8,10,8,18
"COLCHA ""K""",otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,4,0,4,0,4
COLOMI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,9,2,9,2,11
COLPA BELGICA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,3,0,3,0,3
COLQUENCHA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,1,0,1,0,1
COLQUIRI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,1,0,1,0,1
COMARAPA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,7,1,7,1,8
CONCEPCION,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,3,5,3,5,8
COPACABANA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,1,3,1,3,4
COROICO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,3,46,3,46,49
CORQUE,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,1,1,1,1,2
COTAGAITA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,5,1,5,1,6
COTOCA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,18,18,18,18,36
CUATRO CAÑADAS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,1,1,1,1,2
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,1,0,1,0,1
EL ALTO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,396,978,396,978,1374
EL PUENTE(STC),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,5,0,5,0,5
EL PUENTE(TJA),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,1,27,1,27,28
EL TORNO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,28,39,28,39,67
ENTRE RIOS TRJ,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,3,7,3,7,10
ENTRE RIOS CBBA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,7,34,7,34,41
ESCOMA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,2,0,2,0,2
EUCALIPTUS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,1,0,1,0,1
FERNANDEZ ALONSO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,4,11,4,11,15
FILADELFIA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,0,2,0,2,2
GENERAL SAAVEDRA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,3,6,3,6,9
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,3,0,3,0,3
GUANAY,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,1,1,1,1,2
GUAQUI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,0,3,0,3,3
GUAYARAMERIN,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,9,11,9,11,20
GUTIERREZ,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,1,60,1,60,61
HUACARETA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,1,2,1,2,3
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,2,3,2,3,5
HUANUNI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,1,8,1,8,9
ICHOCA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,0,6,0,6,6
ICLA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,0,1,0,1,1
JESUS DE MACHACA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,0,1,0,1,1
LA ASUNTA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,2,5,2,5,7
LA GUARDIA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,45,21,45,21,66
LA PAZ,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,223,49,223,49,272
LAGUNILLAS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,1,0,1,0,1
LAJA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,3,2,3,2,5
LLALLAGUA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,1,19,1,19,20
LLICA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,2,0,2,0,2
LORETO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,2,1,2,1,3
MACHACAMARCA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,1,3,1,3,4
MAGDALENA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,2,0,2,0,2
MAIRANA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,10,14,10,14,24
MAPIRI,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,5,0,5,0,5
MECAPACA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,0,1,0,1,1
MINEROS,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,3,32,3,32,35
MIZQUE,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,4,4,4,4,8
MOJOCOYA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,0,5,0,5,5
MONTEAGUDO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,8,17,8,17,25
MONTERO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,76,33,76,33,109
MOROCHATA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,1,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,0,1,0,1,1
OKINAWA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,3,0,3,0,3
OMEREQUE,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,3,3,3,3,6
ORURO,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,43,7,43,7,50
PADCAYA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,5,47,5,47,52
PADILLA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,2,5,2,5,7
PAILON,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,3,79,3,79,82
PALCA,otras vacunaciones,l 21.4       mujeres de 10 a 49 anos 4ta dosis de dt,2012-08-01,0,1,0,1,1
