,group,variable,month,MENORES DE 6 MESES NUEVO,MENORES DE 6 MESES NUEVO,MENORES DE 6 MESES REPETIDO,MENORES DE 6 MESES REPETIDO,MENORES DE 6 MESES PRIMERA,MENORES DE 6 MESES PRIMERA,TOTALES,TOTALES,TOTALES
POOPO,consulta externa,menores de 6 meses,2024-07-01,18,16,5,4,0,0,34,9,43
PORCO,consulta externa,menores de 6 meses,2024-07-01,37,25,0,0,1,2,62,0,62
POROMA,consulta externa,menores de 6 meses,2024-07-01,25,25,1,0,3,3,50,1,51
PORONGO,consulta externa,menores de 6 meses,2024-07-01,20,12,0,4,2,3,32,4,36
PORTACHUELO,consulta externa,menores de 6 meses,2024-07-01,10,16,20,11,1,1,26,31,57
PORVENIR,consulta externa,menores de 6 meses,2024-07-01,10,3,2,1,0,0,13,3,16
POSTRER VALLE,consulta externa,menores de 6 meses,2024-07-01,1,3,0,1,0,0,4,1,5
POTOSI,consulta externa,menores de 6 meses,2024-07-01,1296,1011,216,184,109,102,2307,400,2707
PRESTO,consulta externa,menores de 6 meses,2024-07-01,13,12,0,3,0,0,25,3,28
PUCARA,consulta externa,menores de 6 meses,2024-07-01,0,1,0,1,0,0,1,1,2
PUCARANI,consulta externa,menores de 6 meses,2024-07-01,46,50,4,5,0,0,96,9,105
PUERTO ACOSTA,consulta externa,menores de 6 meses,2024-07-01,9,5,2,1,0,1,14,3,17
PUERTO CARABUCO,consulta externa,menores de 6 meses,2024-07-01,10,8,3,0,0,0,18,3,21
PUERTO GONZALO MORENO,consulta externa,menores de 6 meses,2024-07-01,27,18,12,9,7,5,45,21,66
PUERTO PEREZ,consulta externa,menores de 6 meses,2024-07-01,7,9,0,2,0,0,16,2,18
PUERTO QUIJARRO,consulta externa,menores de 6 meses,2024-07-01,69,62,2,0,3,1,131,2,133
PUERTO RICO,consulta externa,menores de 6 meses,2024-07-01,13,16,0,0,0,0,29,0,29
PUERTO SILES,consulta externa,menores de 6 meses,2024-07-01,1,5,0,0,0,0,6,0,6
PUERTO SUAREZ,consulta externa,menores de 6 meses,2024-07-01,38,29,1,1,6,1,67,2,69
PUERTO VILLARROEL,consulta externa,menores de 6 meses,2024-07-01,400,347,50,38,0,0,747,88,835
PUNA,consulta externa,menores de 6 meses,2024-07-01,8,13,2,0,3,9,21,2,23
PUNATA,consulta externa,menores de 6 meses,2024-07-01,134,123,101,90,0,0,257,191,448
QUIABAYA,consulta externa,menores de 6 meses,2024-07-01,8,4,0,0,0,0,12,0,12
QUILLACOLLO,consulta externa,menores de 6 meses,2024-07-01,543,482,260,211,3,7,1025,471,1496
QUIME,consulta externa,menores de 6 meses,2024-07-01,6,2,1,1,0,0,8,2,10
QUIRUSILLAS,consulta externa,menores de 6 meses,2024-07-01,2,1,1,0,0,0,3,1,4
RAQAYPAMPA(ETA),consulta externa,menores de 6 meses,2024-07-01,8,11,1,3,3,4,19,4,23
RAVELO,consulta externa,menores de 6 meses,2024-07-01,12,7,0,0,1,0,19,0,19
REYES,consulta externa,menores de 6 meses,2024-07-01,36,25,0,0,0,1,61,0,61
RIBERALTA,consulta externa,menores de 6 meses,2024-07-01,447,489,86,89,32,40,936,175,1111
ROBORE,consulta externa,menores de 6 meses,2024-07-01,35,12,4,2,14,4,47,6,53
RURRENABAQUE,consulta externa,menores de 6 meses,2024-07-01,46,40,3,1,5,1,86,4,90
SABAYA,consulta externa,menores de 6 meses,2024-07-01,4,4,2,2,1,0,8,4,12
SACABA,consulta externa,menores de 6 meses,2024-07-01,774,632,153,120,233,245,1406,273,1679
SACABAMBA,consulta externa,menores de 6 meses,2024-07-01,8,9,1,4,0,0,17,5,22
SACACA,consulta externa,menores de 6 meses,2024-07-01,32,16,0,0,0,0,48,0,48
SAIPINA,consulta externa,menores de 6 meses,2024-07-01,17,14,0,10,0,0,31,10,41
SALINAS DE GARCI MENDOZA,consulta externa,menores de 6 meses,2024-07-01,6,8,1,3,2,0,14,4,18
SAMAIPATA,consulta externa,menores de 6 meses,2024-07-01,19,15,4,3,0,0,34,7,41
SAN AGUSTIN,consulta externa,menores de 6 meses,2024-07-01,0,1,0,0,0,0,1,0,1
SAN ANDRES,consulta externa,menores de 6 meses,2024-07-01,43,35,8,7,0,1,78,15,93
SAN ANDRES DE MACHACA,consulta externa,menores de 6 meses,2024-07-01,3,3,4,3,0,0,6,7,13
SAN ANTONIO DE ESMORUCO,consulta externa,menores de 6 meses,2024-07-01,1,1,0,0,0,0,2,0,2
SAN ANTONIO DE LOMERIO,consulta externa,menores de 6 meses,2024-07-01,7,13,0,0,0,0,20,0,20
SAN BENITO,consulta externa,menores de 6 meses,2024-07-01,28,29,2,7,0,0,57,9,66
SAN BORJA,consulta externa,menores de 6 meses,2024-07-01,119,102,39,36,35,25,221,75,296
SAN BUENA VENTURA,consulta externa,menores de 6 meses,2024-07-01,22,22,5,3,0,0,44,8,52
SAN CARLOS,consulta externa,menores de 6 meses,2024-07-01,15,34,2,3,3,4,49,5,54
SAN IGNACIO,consulta externa,menores de 6 meses,2024-07-01,63,41,2,1,5,4,104,3,107
SAN IGNACIO DE VELASCO,consulta externa,menores de 6 meses,2024-07-01,97,88,7,5,0,1,185,12,197
SAN JAVIER(BNI),consulta externa,menores de 6 meses,2024-07-01,3,2,2,1,0,0,5,3,8
SAN JAVIER(STC),consulta externa,menores de 6 meses,2024-07-01,12,6,0,0,0,0,18,0,18
SAN JOAQUIN,consulta externa,menores de 6 meses,2024-07-01,28,18,1,0,0,0,46,1,47
SAN JOSE DE CHIQUITOS,consulta externa,menores de 6 meses,2024-07-01,4,7,3,0,0,0,11,3,14
SAN JUAN DE YAPACANI,consulta externa,menores de 6 meses,2024-07-01,14,8,0,0,0,0,22,0,22
SAN JULIAN,consulta externa,menores de 6 meses,2024-07-01,184,165,32,29,5,6,349,61,410
SAN LORENZO(PND),consulta externa,menores de 6 meses,2024-07-01,23,20,1,0,3,3,43,1,44
SAN LORENZO(TJA),consulta externa,menores de 6 meses,2024-07-01,73,78,10,8,0,0,151,18,169
SAN LUCAS,consulta externa,menores de 6 meses,2024-07-01,40,39,1,2,10,14,79,3,82
SAN MATIAS,consulta externa,menores de 6 meses,2024-07-01,14,28,0,4,1,3,42,4,46
SAN MIGUEL DE VELASCO,consulta externa,menores de 6 meses,2024-07-01,26,20,2,1,0,0,46,3,49
SAN PABLO DE LIPEZ,consulta externa,menores de 6 meses,2024-07-01,1,1,0,0,0,0,2,0,2
SAN PEDRO,consulta externa,menores de 6 meses,2024-07-01,41,56,8,3,0,0,97,11,108
SAN PEDRO DE BUENA VISTA,consulta externa,menores de 6 meses,2024-07-01,27,32,0,3,0,0,59,3,62
SAN PEDRO DE CURAHUARA,consulta externa,menores de 6 meses,2024-07-01,3,5,0,2,0,0,8,2,10
SAN PEDRO DE MACHA,consulta externa,menores de 6 meses,2024-07-01,27,21,0,0,2,1,48,0,48
SAN PEDRO DE QUEMES,consulta externa,menores de 6 meses,2024-07-01,1,1,0,0,0,0,2,0,2
SAN PEDRO DE TIQUINA,consulta externa,menores de 6 meses,2024-07-01,4,10,4,5,0,0,14,9,23
SAN PEDRO(PND),consulta externa,menores de 6 meses,2024-07-01,3,6,0,0,0,0,9,0,9
SAN RAFAEL,consulta externa,menores de 6 meses,2024-07-01,12,9,10,19,0,0,21,29,50
SAN RAMON BENI,consulta externa,menores de 6 meses,2024-07-01,13,7,0,0,0,0,20,0,20
SAN RAMON SCZ,consulta externa,menores de 6 meses,2024-07-01,23,9,0,0,0,0,32,0,32
SANTA ANA,consulta externa,menores de 6 meses,2024-07-01,43,27,49,30,0,0,70,79,149
SANTA CRUZ DE LA SIERRA,consulta externa,menores de 6 meses,2024-07-01,4315,4050,1563,1468,467,427,8365,3031,11396
SANTA ROSA,consulta externa,menores de 6 meses,2024-07-01,24,11,0,0,1,1,35,0,35
SANTA ROSA DEL SARA,consulta externa,menores de 6 meses,2024-07-01,32,29,1,1,1,1,61,2,63
SANTIAGO DE CALLAPA,consulta externa,menores de 6 meses,2024-07-01,2,5,1,3,0,0,7,4,11
SANTIAGO DE HUARI,consulta externa,menores de 6 meses,2024-07-01,8,8,2,2,0,1,16,4,20
SANTIAGO DE HUATA,consulta externa,menores de 6 meses,2024-07-01,4,5,0,1,0,0,9,1,10
SANTIAGO DE MACHACA,consulta externa,menores de 6 meses,2024-07-01,6,3,2,1,0,0,9,3,12
SANTIVAÑES,consulta externa,menores de 6 meses,2024-07-01,17,13,2,1,0,0,30,3,33
SANTUARIO DE QUILLACAS,consulta externa,menores de 6 meses,2024-07-01,5,2,0,0,0,2,7,0,7
SAPAHAQUI,consulta externa,menores de 6 meses,2024-07-01,15,12,2,2,2,1,27,4,31
SENA,consulta externa,menores de 6 meses,2024-07-01,31,15,0,1,0,0,46,1,47
SHINAOTA,consulta externa,menores de 6 meses,2024-07-01,120,103,8,8,25,29,223,16,239
SICA SICA (VILLA AROMA),consulta externa,menores de 6 meses,2024-07-01,24,24,1,4,0,0,48,5,53
SICAYA,consulta externa,menores de 6 meses,2024-07-01,7,5,3,5,0,0,12,8,20
SIPE SIPE,consulta externa,menores de 6 meses,2024-07-01,154,150,88,77,0,0,304,165,469
SOPACHUY,consulta externa,menores de 6 meses,2024-07-01,35,14,3,1,0,0,49,4,53
SORACACHI,consulta externa,menores de 6 meses,2024-07-01,4,10,0,1,1,1,14,1,15
SORATA,consulta externa,menores de 6 meses,2024-07-01,44,26,9,5,0,0,70,14,84
SUCRE,consulta externa,menores de 6 meses,2024-07-01,1098,1039,271,258,22,12,2137,529,2666
TACACHI,consulta externa,menores de 6 meses,2024-07-01,1,1,0,0,0,0,2,0,2
TACACOMA,consulta externa,menores de 6 meses,2024-07-01,21,15,5,3,0,0,36,8,44
TACOBAMBA,consulta externa,menores de 6 meses,2024-07-01,8,9,0,0,0,0,17,0,17
TACOPAYA,consulta externa,menores de 6 meses,2024-07-01,10,12,0,1,0,0,22,1,23
TAHUA,consulta externa,menores de 6 meses,2024-07-01,0,2,0,1,0,0,2,1,3
TAPACARI,consulta externa,menores de 6 meses,2024-07-01,54,39,4,2,0,0,93,6,99
TARABUCO,consulta externa,menores de 6 meses,2024-07-01,42,32,2,0,0,0,74,2,76
TARACO,consulta externa,menores de 6 meses,2024-07-01,12,10,0,2,0,0,22,2,24
TARATA,consulta externa,menores de 6 meses,2024-07-01,29,24,1,6,0,0,53,7,60
TARIJA,consulta externa,menores de 6 meses,2024-07-01,774,686,301,313,89,79,1460,614,2074
TARVITA,consulta externa,menores de 6 meses,2024-07-01,34,44,1,1,4,4,78,2,80
TEOPONTE,consulta externa,menores de 6 meses,2024-07-01,17,14,7,10,0,0,31,17,48
TIAHUANACU,consulta externa,menores de 6 meses,2024-07-01,16,10,9,11,0,0,26,20,46
TINGUIPAYA,consulta externa,menores de 6 meses,2024-07-01,13,20,0,0,3,8,33,0,33
TIPUANI,consulta externa,menores de 6 meses,2024-07-01,19,29,5,7,0,0,48,12,60
TIQUIPAYA,consulta externa,menores de 6 meses,2024-07-01,285,243,62,54,0,0,528,116,644
TIRAQUE (CBBA),consulta externa,menores de 6 meses,2024-07-01,30,39,26,18,0,0,69,44,113
TITO YUPANQUI (PARQUIPUJIO),consulta externa,menores de 6 meses,2024-07-01,1,0,0,0,0,0,1,0,1
TOCO,consulta externa,menores de 6 meses,2024-07-01,12,4,1,1,0,1,16,2,18
TOLATA,consulta externa,menores de 6 meses,2024-07-01,13,21,13,16,0,0,34,29,63
TOLEDO,consulta externa,menores de 6 meses,2024-07-01,8,11,1,2,2,2,19,3,22
TOMAVE,consulta externa,menores de 6 meses,2024-07-01,6,12,0,1,0,0,18,1,19
TOMINA,consulta externa,menores de 6 meses,2024-07-01,15,15,0,0,0,0,30,0,30
TORO TORO,consulta externa,menores de 6 meses,2024-07-01,7,10,1,0,0,0,17,1,18
TOTORA(CBBA),consulta externa,menores de 6 meses,2024-07-01,69,44,6,7,7,6,113,13,126
TOTORA(ORR),consulta externa,menores de 6 meses,2024-07-01,3,0,2,0,0,0,3,2,5
TRIGAL,consulta externa,menores de 6 meses,2024-07-01,1,4,0,0,0,0,5,0,5
TRINIDAD,consulta externa,menores de 6 meses,2024-07-01,317,263,33,37,38,35,580,70,650
TUPIZA,consulta externa,menores de 6 meses,2024-07-01,90,100,57,41,12,8,190,98,288
TURCO,consulta externa,menores de 6 meses,2024-07-01,4,3,0,1,0,0,7,1,8
UMALA,consulta externa,menores de 6 meses,2024-07-01,5,12,2,3,0,0,17,5,22
UNCIA,consulta externa,menores de 6 meses,2024-07-01,53,58,5,4,0,0,111,9,120
URIONDO (A. CONCEPCION),consulta externa,menores de 6 meses,2024-07-01,75,44,6,3,31,16,119,9,128
URUBICHA,consulta externa,menores de 6 meses,2024-07-01,8,16,0,0,0,0,24,0,24
UYUNI,consulta externa,menores de 6 meses,2024-07-01,60,57,14,26,13,6,117,40,157
VACAS,consulta externa,menores de 6 meses,2024-07-01,19,19,0,0,0,0,38,0,38
VALLEGRANDE,consulta externa,menores de 6 meses,2024-07-01,21,17,30,31,2,2,38,61,99
VIACHA,consulta externa,menores de 6 meses,2024-07-01,275,280,73,60,13,8,555,133,688
VILA VILA,consulta externa,menores de 6 meses,2024-07-01,14,5,0,0,1,1,19,0,19
VILLA CHARCAS,consulta externa,menores de 6 meses,2024-07-01,29,26,0,0,2,1,55,0,55
VILLA MONTES,consulta externa,menores de 6 meses,2024-07-01,130,99,13,13,2,2,229,26,255
VILLA NUEVA (LOMA ALTA),consulta externa,menores de 6 meses,2024-07-01,5,8,1,2,0,0,13,3,16
VILLA RIVERO,consulta externa,menores de 6 meses,2024-07-01,18,14,8,9,0,0,32,17,49
VILLA SERRANO,consulta externa,menores de 6 meses,2024-07-01,19,9,7,11,0,0,28,18,46
VILLA TUNARI,consulta externa,menores de 6 meses,2024-07-01,463,503,66,90,12,8,966,156,1122
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,menores de 6 meses,2024-07-01,20,24,2,4,0,0,44,6,50
VILLAZON,consulta externa,menores de 6 meses,2024-07-01,89,67,8,6,31,12,156,14,170
VINTO,consulta externa,menores de 6 meses,2024-07-01,245,274,53,52,0,0,519,105,624
VITICHI,consulta externa,menores de 6 meses,2024-07-01,13,7,0,0,0,0,20,0,20
WALDO BALLIVIAN,consulta externa,menores de 6 meses,2024-07-01,1,3,2,7,0,0,4,9,13
WARNES,consulta externa,menores de 6 meses,2024-07-01,248,242,18,28,0,0,490,46,536
YACO,consulta externa,menores de 6 meses,2024-07-01,34,22,4,9,0,0,56,13,69
YACUIBA,consulta externa,menores de 6 meses,2024-07-01,277,214,48,36,80,65,491,84,575
YAMPARAEZ,consulta externa,menores de 6 meses,2024-07-01,10,11,1,0,0,1,21,1,22
YANACACHI,consulta externa,menores de 6 meses,2024-07-01,7,12,0,0,2,0,19,0,19
YAPACANI,consulta externa,menores de 6 meses,2024-07-01,136,114,16,21,10,11,250,37,287
YOCALLA,consulta externa,menores de 6 meses,2024-07-01,5,5,0,0,8,1,10,0,10
YOTALA,consulta externa,menores de 6 meses,2024-07-01,20,12,9,7,6,8,32,16,48
YUNCHARA,consulta externa,menores de 6 meses,2024-07-01,12,12,1,0,0,0,24,1,25
ZUDAÑEZ,consulta externa,menores de 6 meses,2024-07-01,16,9,10,6,0,0,25,16,41
ACACIO,consulta externa,menores de 6 meses,2024-08-01,2,7,0,0,0,0,9,0,9
ACHACACHI,consulta externa,menores de 6 meses,2024-08-01,80,67,17,9,0,0,147,26,173
ACHOCALLA,consulta externa,menores de 6 meses,2024-08-01,40,35,36,19,0,0,75,55,130
AIQUILE,consulta externa,menores de 6 meses,2024-08-01,40,27,34,45,16,13,67,79,146
ALALAY,consulta externa,menores de 6 meses,2024-08-01,3,1,0,0,0,1,4,0,4
ALCALA,consulta externa,menores de 6 meses,2024-08-01,5,5,0,0,2,1,10,0,10
ALTO BENI,consulta externa,menores de 6 meses,2024-08-01,48,33,2,3,0,0,81,5,86
ANCORAIMES,consulta externa,menores de 6 meses,2024-08-01,12,5,3,6,5,1,17,9,26
ANDAMARCA,consulta externa,menores de 6 meses,2024-08-01,5,5,0,0,0,0,10,0,10
ANTEQUERA,consulta externa,menores de 6 meses,2024-08-01,7,3,2,1,0,0,10,3,13
ANZALDO,consulta externa,menores de 6 meses,2024-08-01,8,9,3,2,0,3,17,5,22
APOLO,consulta externa,menores de 6 meses,2024-08-01,62,47,33,24,3,0,109,57,166
ARAMPAMPA,consulta externa,menores de 6 meses,2024-08-01,6,0,2,0,0,0,6,2,8
ARANI,consulta externa,menores de 6 meses,2024-08-01,12,8,0,2,0,0,20,2,22
ARBIETO,consulta externa,menores de 6 meses,2024-08-01,73,85,9,7,0,0,158,16,174
ARQUE,consulta externa,menores de 6 meses,2024-08-01,36,22,0,0,0,0,58,0,58
ASCENCION DE GUARAYOS,consulta externa,menores de 6 meses,2024-08-01,45,43,3,6,28,32,88,9,97
ATOCHA,consulta externa,menores de 6 meses,2024-08-01,28,14,3,0,0,0,42,3,45
AUCAPATA,consulta externa,menores de 6 meses,2024-08-01,5,12,1,0,3,3,17,1,18
AYATA,consulta externa,menores de 6 meses,2024-08-01,15,12,0,2,1,3,27,2,29
AYO AYO,consulta externa,menores de 6 meses,2024-08-01,10,6,7,0,11,2,16,7,23
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,menores de 6 meses,2024-08-01,69,49,6,5,10,12,118,11,129
AZURDUY,consulta externa,menores de 6 meses,2024-08-01,35,34,11,6,0,0,69,17,86
BATALLAS,consulta externa,menores de 6 meses,2024-08-01,13,19,5,12,0,1,32,17,49
BAURES,consulta externa,menores de 6 meses,2024-08-01,10,8,0,1,2,1,18,1,19
BELEN DE ANDAMARCA,consulta externa,menores de 6 meses,2024-08-01,2,1,0,0,0,0,3,0,3
BELEN DE URMIRI,consulta externa,menores de 6 meses,2024-08-01,1,4,0,1,1,0,5,1,6
BELLA FLOR,consulta externa,menores de 6 meses,2024-08-01,6,9,1,2,0,0,15,3,18
BERMEJO,consulta externa,menores de 6 meses,2024-08-01,169,124,46,30,6,8,293,76,369
BETANZOS,consulta externa,menores de 6 meses,2024-08-01,39,29,0,0,0,0,68,0,68
BOLIVAR,consulta externa,menores de 6 meses,2024-08-01,7,17,2,2,0,0,24,4,28
BOLPEBRA,consulta externa,menores de 6 meses,2024-08-01,1,1,1,0,0,0,2,1,3
BOYUIBE,consulta externa,menores de 6 meses,2024-08-01,12,3,1,1,0,0,15,2,17
BUENA VISTA,consulta externa,menores de 6 meses,2024-08-01,21,12,1,0,0,0,33,1,34
CABEZAS,consulta externa,menores de 6 meses,2024-08-01,53,54,1,1,2,2,107,2,109
CAIROMA,consulta externa,menores de 6 meses,2024-08-01,16,18,0,0,2,0,34,0,34
"CAIZA ""D""",consulta externa,menores de 6 meses,2024-08-01,16,22,0,0,0,0,38,0,38
CAJUATA,consulta externa,menores de 6 meses,2024-08-01,39,34,3,6,2,0,73,9,82
CALACOTO,consulta externa,menores de 6 meses,2024-08-01,9,9,1,0,0,0,18,1,19
CALAMARCA,consulta externa,menores de 6 meses,2024-08-01,9,17,1,2,0,0,26,3,29
CAMARGO,consulta externa,menores de 6 meses,2024-08-01,63,47,14,6,0,0,110,20,130
CAMATAQUI (C. VILLA ABECIA),consulta externa,menores de 6 meses,2024-08-01,3,6,0,0,0,0,9,0,9
CAMIRI,consulta externa,menores de 6 meses,2024-08-01,32,44,9,11,0,0,76,20,96
CAPINOTA,consulta externa,menores de 6 meses,2024-08-01,49,70,12,6,0,0,119,18,137
CAQUIAVIRI,consulta externa,menores de 6 meses,2024-08-01,21,13,3,0,0,0,34,3,37
CARACOLLO,consulta externa,menores de 6 meses,2024-08-01,73,61,5,5,16,7,134,10,144
CARANAVI,consulta externa,menores de 6 meses,2024-08-01,151,124,13,21,0,0,275,34,309
CARAPARI,consulta externa,menores de 6 meses,2024-08-01,39,26,1,12,3,0,65,13,78
CARIPUYO,consulta externa,menores de 6 meses,2024-08-01,6,2,1,0,0,0,8,1,9
CARMEN RIVERO TORREZ,consulta externa,menores de 6 meses,2024-08-01,7,3,1,0,0,0,10,1,11
CATACORA,consulta externa,menores de 6 meses,2024-08-01,0,2,0,0,0,0,2,0,2
CHACARILLA,consulta externa,menores de 6 meses,2024-08-01,0,0,0,0,0,1,0,0,0
CHALLAPATA,consulta externa,menores de 6 meses,2024-08-01,59,56,3,8,6,2,115,11,126
CHAQUI,consulta externa,menores de 6 meses,2024-08-01,11,10,0,0,0,0,21,0,21
CHARAGUA,consulta externa,menores de 6 meses,2024-08-01,73,60,15,3,0,0,133,18,151
CHARAÑA,consulta externa,menores de 6 meses,2024-08-01,2,2,2,0,0,0,4,2,6
CHAYANTA,consulta externa,menores de 6 meses,2024-08-01,27,22,2,3,0,2,49,5,54
CHIMORE,consulta externa,menores de 6 meses,2024-08-01,110,137,8,3,2,2,247,11,258
CHIPAYA,consulta externa,menores de 6 meses,2024-08-01,1,1,0,0,0,0,2,0,2
CHOQUE COTA,consulta externa,menores de 6 meses,2024-08-01,1,0,0,0,0,0,1,0,1
CHUA COCANI,consulta externa,menores de 6 meses,2024-08-01,7,4,7,1,0,0,11,8,19
CHULUMANI (V. DE LA LIBERTAD),consulta externa,menores de 6 meses,2024-08-01,45,40,2,2,4,6,85,4,89
CHUMA,consulta externa,menores de 6 meses,2024-08-01,14,13,1,0,0,2,27,1,28
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,menores de 6 meses,2024-08-01,7,11,0,0,0,0,18,0,18
CKOCHAS,consulta externa,menores de 6 meses,2024-08-01,18,17,0,1,1,0,35,1,36
CLIZA,consulta externa,menores de 6 meses,2024-08-01,78,78,24,21,0,0,156,45,201
COBIJA,consulta externa,menores de 6 meses,2024-08-01,176,167,82,67,5,5,343,149,492
COCAPATA,consulta externa,menores de 6 meses,2024-08-01,75,64,1,0,0,0,139,1,140
COCHABAMBA,consulta externa,menores de 6 meses,2024-08-01,1885,1690,864,882,67,56,3575,1746,5321
COIPASA,consulta externa,menores de 6 meses,2024-08-01,1,0,0,0,0,0,1,0,1
COLCAPIRHUA,consulta externa,menores de 6 meses,2024-08-01,131,101,72,42,0,0,232,114,346
"COLCHA ""K""",consulta externa,menores de 6 meses,2024-08-01,26,31,2,2,4,2,57,4,61
COLLANA,consulta externa,menores de 6 meses,2024-08-01,2,2,3,0,0,0,4,3,7
COLOMI,consulta externa,menores de 6 meses,2024-08-01,42,35,2,6,14,13,77,8,85
COLPA BELGICA,consulta externa,menores de 6 meses,2024-08-01,4,13,0,2,3,8,17,2,19
COLQUECHACA,consulta externa,menores de 6 meses,2024-08-01,22,39,0,0,0,0,61,0,61
COLQUENCHA,consulta externa,menores de 6 meses,2024-08-01,13,19,10,3,0,0,32,13,45
COLQUIRI,consulta externa,menores de 6 meses,2024-08-01,36,29,9,5,4,2,65,14,79
COMANCHE,consulta externa,menores de 6 meses,2024-08-01,3,0,0,0,0,1,3,0,3
COMARAPA,consulta externa,menores de 6 meses,2024-08-01,33,39,14,14,1,2,72,28,100
COMBAYA,consulta externa,menores de 6 meses,2024-08-01,0,2,0,0,0,0,2,0,2
CONCEPCION,consulta externa,menores de 6 meses,2024-08-01,50,30,1,2,1,0,80,3,83
COPACABANA,consulta externa,menores de 6 meses,2024-08-01,12,16,2,1,0,0,28,3,31
CORIPATA,consulta externa,menores de 6 meses,2024-08-01,43,42,6,10,2,6,85,16,101
CORO CORO,consulta externa,menores de 6 meses,2024-08-01,12,10,1,0,0,0,22,1,23
COROICO,consulta externa,menores de 6 meses,2024-08-01,41,50,15,18,12,19,91,33,124
CORQUE,consulta externa,menores de 6 meses,2024-08-01,17,7,5,0,1,0,24,5,29
COTAGAITA,consulta externa,menores de 6 meses,2024-08-01,28,28,4,3,3,0,56,7,63
COTOCA,consulta externa,menores de 6 meses,2024-08-01,146,122,18,5,31,14,268,23,291
CUATRO CAÑADAS,consulta externa,menores de 6 meses,2024-08-01,32,24,3,4,5,0,56,7,63
CUCHUMUELA (V. G. VILLARROEL),consulta externa,menores de 6 meses,2024-08-01,4,8,1,2,0,0,12,3,15
CUEVO,consulta externa,menores de 6 meses,2024-08-01,7,2,3,2,0,0,9,5,14
CULPINA,consulta externa,menores de 6 meses,2024-08-01,29,19,1,2,0,2,48,3,51
CURAHUARA DE CARANGAS,consulta externa,menores de 6 meses,2024-08-01,5,3,1,0,1,0,8,1,9
CURVA,consulta externa,menores de 6 meses,2024-08-01,6,8,0,0,1,1,14,0,14
DESAGUADERO,consulta externa,menores de 6 meses,2024-08-01,9,7,0,4,0,0,16,4,20
EL ALTO,consulta externa,menores de 6 meses,2024-08-01,2681,2510,947,967,376,345,5191,1914,7105
EL CHORO,consulta externa,menores de 6 meses,2024-08-01,4,1,0,0,0,0,5,0,5
EL PUENTE(STC),consulta externa,menores de 6 meses,2024-08-01,19,13,0,0,1,3,32,0,32
EL PUENTE(TJA),consulta externa,menores de 6 meses,2024-08-01,33,22,2,0,11,5,55,2,57
EL TORNO,consulta externa,menores de 6 meses,2024-08-01,160,173,183,171,0,0,333,354,687
EL VILLAR,consulta externa,menores de 6 meses,2024-08-01,5,10,0,0,0,0,15,0,15
ENTRE RIOS TRJ,consulta externa,menores de 6 meses,2024-08-01,36,26,0,1,0,0,62,1,63
ENTRE RIOS CBBA,consulta externa,menores de 6 meses,2024-08-01,128,122,3,2,2,1,250,5,255
ESCOMA,consulta externa,menores de 6 meses,2024-08-01,8,16,0,0,0,0,24,0,24
EUCALIPTUS,consulta externa,menores de 6 meses,2024-08-01,4,3,0,0,2,2,7,0,7
EUREKA (SANTOS MERCADO),consulta externa,menores de 6 meses,2024-08-01,3,5,0,0,0,0,8,0,8
EXALTACION,consulta externa,menores de 6 meses,2024-08-01,11,4,2,0,2,1,15,2,17
FERNANDEZ ALONSO,consulta externa,menores de 6 meses,2024-08-01,34,34,6,5,0,0,68,11,79
FILADELFIA,consulta externa,menores de 6 meses,2024-08-01,14,9,0,0,0,0,23,0,23
GAIOC JATUN AYLLU YURA,consulta externa,menores de 6 meses,2024-08-01,12,9,0,0,0,0,21,0,21
GENERAL SAAVEDRA,consulta externa,menores de 6 meses,2024-08-01,35,26,8,3,0,0,61,11,72
GIA-TIM,consulta externa,menores de 6 meses,2024-08-01,2,4,0,1,0,1,6,1,7
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,menores de 6 meses,2024-08-01,20,17,3,5,3,0,37,8,45
GUANAY,consulta externa,menores de 6 meses,2024-08-01,30,33,40,32,0,0,63,72,135
GUAQUI,consulta externa,menores de 6 meses,2024-08-01,10,11,1,1,3,4,21,2,23
GUAYARAMERIN,consulta externa,menores de 6 meses,2024-08-01,70,83,11,7,23,21,153,18,171
GUTIERREZ,consulta externa,menores de 6 meses,2024-08-01,28,33,1,6,0,0,61,7,68
HUACARAJE,consulta externa,menores de 6 meses,2024-08-01,2,3,5,5,0,0,5,10,15
HUACARETA,consulta externa,menores de 6 meses,2024-08-01,14,24,2,4,0,0,38,6,44
HUACAYA (VILLA DE HUACAYA),consulta externa,menores de 6 meses,2024-08-01,2,3,2,1,0,0,5,3,8
