,group,variable,month,PERSONAS DE 60 AÑOS Y MÁS NUEVO,PERSONAS DE 60 AÑOS Y MÁS NUEVO,PERSONAS DE 60 AÑOS Y MÁS REPETIDO,PERSONAS DE 60 AÑOS Y MÁS REPETIDO,PERSONAS DE 60 AÑOS Y MÁS PRIMERA,PERSONAS DE 60 AÑOS Y MÁS PRIMERA,TOTALES,TOTALES,TOTALES
SAPAHAQUI,consulta externa,personas de 60 anos y mas,2024-06-01,263,234,62,39,33,38,497,101,598
SENA,consulta externa,personas de 60 anos y mas,2024-06-01,83,55,40,19,0,0,138,59,197
SHINAOTA,consulta externa,personas de 60 anos y mas,2024-06-01,419,449,69,78,31,30,868,147,1015
SICA SICA (VILLA AROMA),consulta externa,personas de 60 anos y mas,2024-06-01,632,658,106,140,0,0,1290,246,1536
SICAYA,consulta externa,personas de 60 anos y mas,2024-06-01,57,71,102,126,0,0,128,228,356
SIPE SIPE,consulta externa,personas de 60 anos y mas,2024-06-01,738,1071,323,422,0,0,1809,745,2554
SOPACHUY,consulta externa,personas de 60 anos y mas,2024-06-01,149,212,94,133,0,0,361,227,588
SORACACHI,consulta externa,personas de 60 anos y mas,2024-06-01,496,556,23,27,8,8,1052,50,1102
SORATA,consulta externa,personas de 60 anos y mas,2024-06-01,408,404,87,98,0,0,812,185,997
SUCRE,consulta externa,personas de 60 anos y mas,2024-06-01,7314,10119,3887,5975,83,91,17433,9862,27295
TACACHI,consulta externa,personas de 60 anos y mas,2024-06-01,29,59,2,8,0,0,88,10,98
TACACOMA,consulta externa,personas de 60 anos y mas,2024-06-01,142,97,26,30,0,0,239,56,295
TACOBAMBA,consulta externa,personas de 60 anos y mas,2024-06-01,334,429,0,0,0,0,763,0,763
TACOPAYA,consulta externa,personas de 60 anos y mas,2024-06-01,439,513,55,56,0,0,952,111,1063
TAHUA,consulta externa,personas de 60 anos y mas,2024-06-01,50,57,1,3,0,0,107,4,111
TAPACARI,consulta externa,personas de 60 anos y mas,2024-06-01,945,1030,3,0,0,0,1975,3,1978
TARABUCO,consulta externa,personas de 60 anos y mas,2024-06-01,615,778,70,119,0,0,1393,189,1582
TARACO,consulta externa,personas de 60 anos y mas,2024-06-01,177,174,79,111,0,0,351,190,541
TARATA,consulta externa,personas de 60 anos y mas,2024-06-01,179,243,90,151,0,0,422,241,663
TARIJA,consulta externa,personas de 60 anos y mas,2024-06-01,5967,7867,3493,4947,223,289,13834,8440,22274
TARVITA,consulta externa,personas de 60 anos y mas,2024-06-01,331,473,55,104,15,11,804,159,963
TEOPONTE,consulta externa,personas de 60 anos y mas,2024-06-01,120,90,10,15,0,0,210,25,235
TIAHUANACU,consulta externa,personas de 60 anos y mas,2024-06-01,265,303,177,115,0,0,568,292,860
TINGUIPAYA,consulta externa,personas de 60 anos y mas,2024-06-01,848,1031,3,5,29,33,1879,8,1887
TIPUANI,consulta externa,personas de 60 anos y mas,2024-06-01,117,60,55,28,0,0,177,83,260
TIQUIPAYA,consulta externa,personas de 60 anos y mas,2024-06-01,565,974,247,553,0,0,1539,800,2339
TIRAQUE (CBBA),consulta externa,personas de 60 anos y mas,2024-06-01,406,632,222,163,23,44,1038,385,1423
TITO YUPANQUI (PARQUIPUJIO),consulta externa,personas de 60 anos y mas,2024-06-01,50,76,21,22,0,0,126,43,169
TOCO,consulta externa,personas de 60 anos y mas,2024-06-01,123,135,73,117,1,0,258,190,448
TODOS SANTOS,consulta externa,personas de 60 anos y mas,2024-06-01,11,13,1,0,0,0,24,1,25
TOLATA,consulta externa,personas de 60 anos y mas,2024-06-01,87,146,84,156,0,0,233,240,473
TOLEDO,consulta externa,personas de 60 anos y mas,2024-06-01,242,315,18,28,1,1,557,46,603
TOMAVE,consulta externa,personas de 60 anos y mas,2024-06-01,322,427,4,16,0,0,749,20,769
TOMINA,consulta externa,personas de 60 anos y mas,2024-06-01,331,336,107,132,27,35,667,239,906
TORO TORO,consulta externa,personas de 60 anos y mas,2024-06-01,397,441,0,2,0,0,838,2,840
TOTORA(CBBA),consulta externa,personas de 60 anos y mas,2024-06-01,305,366,40,51,1,0,671,91,762
TOTORA(ORR),consulta externa,personas de 60 anos y mas,2024-06-01,277,313,5,8,5,7,590,13,603
TRIGAL,consulta externa,personas de 60 anos y mas,2024-06-01,29,38,58,73,0,0,67,131,198
TRINIDAD,consulta externa,personas de 60 anos y mas,2024-06-01,1551,1670,1061,1498,666,762,3221,2559,5780
TUPIZA,consulta externa,personas de 60 anos y mas,2024-06-01,1175,1554,651,859,48,62,2729,1510,4239
TURCO,consulta externa,personas de 60 anos y mas,2024-06-01,156,163,20,38,0,0,319,58,377
UMALA,consulta externa,personas de 60 anos y mas,2024-06-01,169,148,81,96,0,0,317,177,494
UNCIA,consulta externa,personas de 60 anos y mas,2024-06-01,674,771,86,158,0,0,1445,244,1689
URIONDO (A. CONCEPCION),consulta externa,personas de 60 anos y mas,2024-06-01,283,469,114,186,57,112,752,300,1052
URUBICHA,consulta externa,personas de 60 anos y mas,2024-06-01,87,102,0,0,1,3,189,0,189
UYUNI,consulta externa,personas de 60 anos y mas,2024-06-01,836,933,214,225,7,2,1769,439,2208
VACAS,consulta externa,personas de 60 anos y mas,2024-06-01,390,483,38,50,0,0,873,88,961
VALLEGRANDE,consulta externa,personas de 60 anos y mas,2024-06-01,310,379,703,964,22,24,689,1667,2356
VIACHA,consulta externa,personas de 60 anos y mas,2024-06-01,722,978,550,788,18,17,1700,1338,3038
VILA VILA,consulta externa,personas de 60 anos y mas,2024-06-01,225,253,2,1,3,6,478,3,481
VILLA CHARCAS,consulta externa,personas de 60 anos y mas,2024-06-01,317,493,25,50,5,5,810,75,885
VILLA MONTES,consulta externa,personas de 60 anos y mas,2024-06-01,1215,1281,445,486,55,57,2496,931,3427
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 60 anos y mas,2024-06-01,52,35,19,5,0,0,87,24,111
VILLA RIVERO,consulta externa,personas de 60 anos y mas,2024-06-01,176,262,46,77,0,0,438,123,561
VILLA SERRANO,consulta externa,personas de 60 anos y mas,2024-06-01,388,403,196,252,0,0,791,448,1239
VILLA TUNARI,consulta externa,personas de 60 anos y mas,2024-06-01,1569,1256,302,266,14,19,2825,568,3393
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,personas de 60 anos y mas,2024-06-01,237,266,77,146,0,0,503,223,726
VILLAZON,consulta externa,personas de 60 anos y mas,2024-06-01,565,758,429,666,90,136,1323,1095,2418
VINTO,consulta externa,personas de 60 anos y mas,2024-06-01,728,998,190,298,0,0,1726,488,2214
VITICHI,consulta externa,personas de 60 anos y mas,2024-06-01,338,561,0,5,19,24,899,5,904
WALDO BALLIVIAN,consulta externa,personas de 60 anos y mas,2024-06-01,34,33,6,8,0,0,67,14,81
WARNES,consulta externa,personas de 60 anos y mas,2024-06-01,1795,1964,609,731,6,13,3759,1340,5099
YACO,consulta externa,personas de 60 anos y mas,2024-06-01,243,204,5,6,0,0,447,11,458
YACUIBA,consulta externa,personas de 60 anos y mas,2024-06-01,2118,2648,931,1234,276,331,4766,2165,6931
YAMPARAEZ,consulta externa,personas de 60 anos y mas,2024-06-01,417,573,40,47,2,2,990,87,1077
YANACACHI,consulta externa,personas de 60 anos y mas,2024-06-01,167,120,22,32,0,0,287,54,341
YAPACANI,consulta externa,personas de 60 anos y mas,2024-06-01,673,570,221,262,28,26,1243,483,1726
YOCALLA,consulta externa,personas de 60 anos y mas,2024-06-01,284,350,1,1,32,26,634,2,636
YOTALA,consulta externa,personas de 60 anos y mas,2024-06-01,175,330,261,379,24,15,505,640,1145
YUNCHARA,consulta externa,personas de 60 anos y mas,2024-06-01,141,211,24,68,0,1,352,92,444
YUNGUYO DE LITORAL,consulta externa,personas de 60 anos y mas,2024-06-01,14,12,0,0,0,0,26,0,26
ZUDAÑEZ,consulta externa,personas de 60 anos y mas,2024-06-01,183,218,342,349,0,0,401,691,1092
ACACIO,consulta externa,personas de 60 anos y mas,2024-07-01,293,365,0,0,0,0,658,0,658
ACHACACHI,consulta externa,personas de 60 anos y mas,2024-07-01,791,772,209,236,0,0,1563,445,2008
ACHOCALLA,consulta externa,personas de 60 anos y mas,2024-07-01,368,531,46,81,0,0,899,127,1026
AIQUILE,consulta externa,personas de 60 anos y mas,2024-07-01,365,446,733,828,94,120,811,1561,2372
ALALAY,consulta externa,personas de 60 anos y mas,2024-07-01,35,61,63,73,4,4,96,136,232
ALCALA,consulta externa,personas de 60 anos y mas,2024-07-01,192,198,47,67,8,11,390,114,504
ALTO BENI,consulta externa,personas de 60 anos y mas,2024-07-01,262,186,45,47,0,0,448,92,540
ANCORAIMES,consulta externa,personas de 60 anos y mas,2024-07-01,304,303,211,222,29,23,607,433,1040
ANDAMARCA,consulta externa,personas de 60 anos y mas,2024-07-01,211,290,14,17,0,0,501,31,532
ANTEQUERA,consulta externa,personas de 60 anos y mas,2024-07-01,65,69,3,11,0,0,134,14,148
ANZALDO,consulta externa,personas de 60 anos y mas,2024-07-01,288,376,20,30,13,23,664,50,714
APOLO,consulta externa,personas de 60 anos y mas,2024-07-01,252,235,43,59,4,7,487,102,589
ARAMPAMPA,consulta externa,personas de 60 anos y mas,2024-07-01,139,154,7,3,0,0,293,10,303
ARANI,consulta externa,personas de 60 anos y mas,2024-07-01,123,192,61,146,0,0,315,207,522
ARBIETO,consulta externa,personas de 60 anos y mas,2024-07-01,467,636,112,173,0,0,1103,285,1388
ARQUE,consulta externa,personas de 60 anos y mas,2024-07-01,210,286,1,3,0,0,496,4,500
ASCENCION DE GUARAYOS,consulta externa,personas de 60 anos y mas,2024-07-01,220,219,40,32,97,109,439,72,511
ATOCHA,consulta externa,personas de 60 anos y mas,2024-07-01,227,220,114,113,8,8,447,227,674
AUCAPATA,consulta externa,personas de 60 anos y mas,2024-07-01,95,74,5,4,14,12,169,9,178
AYATA,consulta externa,personas de 60 anos y mas,2024-07-01,277,312,20,26,25,19,589,46,635
AYO AYO,consulta externa,personas de 60 anos y mas,2024-07-01,304,346,25,39,0,0,650,64,714
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 60 anos y mas,2024-07-01,901,1010,35,45,28,30,1911,80,1991
AZURDUY,consulta externa,personas de 60 anos y mas,2024-07-01,186,229,75,126,0,0,415,201,616
BATALLAS,consulta externa,personas de 60 anos y mas,2024-07-01,221,265,197,181,2,0,486,378,864
BAURES,consulta externa,personas de 60 anos y mas,2024-07-01,157,146,20,17,0,0,303,37,340
BELEN DE ANDAMARCA,consulta externa,personas de 60 anos y mas,2024-07-01,78,109,20,26,0,0,187,46,233
BELEN DE URMIRI,consulta externa,personas de 60 anos y mas,2024-07-01,84,70,1,1,19,22,154,2,156
BELLA FLOR,consulta externa,personas de 60 anos y mas,2024-07-01,39,32,93,63,0,0,71,156,227
BERMEJO,consulta externa,personas de 60 anos y mas,2024-07-01,1211,1350,392,529,135,123,2561,921,3482
BETANZOS,consulta externa,personas de 60 anos y mas,2024-07-01,1280,1499,68,56,0,0,2779,124,2903
BOLIVAR,consulta externa,personas de 60 anos y mas,2024-07-01,207,226,45,46,0,0,433,91,524
BOLPEBRA,consulta externa,personas de 60 anos y mas,2024-07-01,25,19,13,11,0,0,44,24,68
BOYUIBE,consulta externa,personas de 60 anos y mas,2024-07-01,76,92,67,90,0,0,168,157,325
BUENA VISTA,consulta externa,personas de 60 anos y mas,2024-07-01,329,286,65,43,5,5,615,108,723
CABEZAS,consulta externa,personas de 60 anos y mas,2024-07-01,440,417,56,66,25,15,857,122,979
CAIROMA,consulta externa,personas de 60 anos y mas,2024-07-01,195,192,13,14,0,0,387,27,414
"CAIZA ""D""",consulta externa,personas de 60 anos y mas,2024-07-01,429,677,36,67,0,0,1106,103,1209
CAJUATA,consulta externa,personas de 60 anos y mas,2024-07-01,152,109,54,38,35,32,261,92,353
CALACOTO,consulta externa,personas de 60 anos y mas,2024-07-01,337,385,32,57,0,0,722,89,811
CALAMARCA,consulta externa,personas de 60 anos y mas,2024-07-01,328,393,14,17,0,0,721,31,752
CAMARGO,consulta externa,personas de 60 anos y mas,2024-07-01,418,691,125,294,1,0,1109,419,1528
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 60 anos y mas,2024-07-01,175,225,42,58,0,1,400,100,500
CAMIRI,consulta externa,personas de 60 anos y mas,2024-07-01,657,799,594,762,0,0,1456,1356,2812
CAPINOTA,consulta externa,personas de 60 anos y mas,2024-07-01,567,771,137,179,0,0,1338,316,1654
CAQUIAVIRI,consulta externa,personas de 60 anos y mas,2024-07-01,447,503,26,50,0,0,950,76,1026
CARACOLLO,consulta externa,personas de 60 anos y mas,2024-07-01,686,771,70,94,5,5,1457,164,1621
CARANAVI,consulta externa,personas de 60 anos y mas,2024-07-01,1205,854,160,165,12,15,2059,325,2384
CARANGAS,consulta externa,personas de 60 anos y mas,2024-07-01,10,8,19,33,0,0,18,52,70
CARAPARI,consulta externa,personas de 60 anos y mas,2024-07-01,379,391,138,176,18,11,770,314,1084
CARIPUYO,consulta externa,personas de 60 anos y mas,2024-07-01,355,450,1,0,0,0,805,1,806
CARMEN RIVERO TORREZ,consulta externa,personas de 60 anos y mas,2024-07-01,132,140,5,10,2,4,272,15,287
CATACORA,consulta externa,personas de 60 anos y mas,2024-07-01,45,53,5,8,0,0,98,13,111
CHACARILLA,consulta externa,personas de 60 anos y mas,2024-07-01,82,85,6,5,0,0,167,11,178
CHALLAPATA,consulta externa,personas de 60 anos y mas,2024-07-01,804,1002,97,105,59,82,1806,202,2008
CHAQUI,consulta externa,personas de 60 anos y mas,2024-07-01,536,760,6,5,0,0,1296,11,1307
CHARAGUA,consulta externa,personas de 60 anos y mas,2024-07-01,618,714,107,125,0,0,1332,232,1564
CHARAÑA,consulta externa,personas de 60 anos y mas,2024-07-01,139,141,18,28,0,0,280,46,326
CHAYANTA,consulta externa,personas de 60 anos y mas,2024-07-01,410,533,24,21,148,144,943,45,988
CHIMORE,consulta externa,personas de 60 anos y mas,2024-07-01,419,328,58,58,0,0,747,116,863
CHIPAYA,consulta externa,personas de 60 anos y mas,2024-07-01,58,32,1,2,0,0,90,3,93
CHOQUE COTA,consulta externa,personas de 60 anos y mas,2024-07-01,53,74,3,3,0,0,127,6,133
CHUA COCANI,consulta externa,personas de 60 anos y mas,2024-07-01,97,77,43,55,0,0,174,98,272
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 60 anos y mas,2024-07-01,268,223,78,92,1,1,491,170,661
CHUMA,consulta externa,personas de 60 anos y mas,2024-07-01,444,505,77,74,17,27,949,151,1100
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,personas de 60 anos y mas,2024-07-01,98,160,4,29,0,0,258,33,291
CKOCHAS,consulta externa,personas de 60 anos y mas,2024-07-01,610,742,4,12,3,3,1352,16,1368
CLIZA,consulta externa,personas de 60 anos y mas,2024-07-01,292,486,399,654,0,0,778,1053,1831
COBIJA,consulta externa,personas de 60 anos y mas,2024-07-01,822,860,710,759,3,3,1682,1469,3151
COCAPATA,consulta externa,personas de 60 anos y mas,2024-07-01,528,562,7,12,0,0,1090,19,1109
COCHABAMBA,consulta externa,personas de 60 anos y mas,2024-07-01,16768,22894,16253,23051,721,1146,39662,39304,78966
COIPASA,consulta externa,personas de 60 anos y mas,2024-07-01,28,29,6,1,0,0,57,7,64
COLCAPIRHUA,consulta externa,personas de 60 anos y mas,2024-07-01,790,1119,338,631,7,0,1909,969,2878
"COLCHA ""K""",consulta externa,personas de 60 anos y mas,2024-07-01,451,622,46,51,68,33,1073,97,1170
COLLANA,consulta externa,personas de 60 anos y mas,2024-07-01,96,115,36,39,0,0,211,75,286
COLOMI,consulta externa,personas de 60 anos y mas,2024-07-01,475,559,85,155,39,56,1034,240,1274
COLPA BELGICA,consulta externa,personas de 60 anos y mas,2024-07-01,111,120,68,125,11,21,231,193,424
COLQUECHACA,consulta externa,personas de 60 anos y mas,2024-07-01,504,597,5,5,2,1,1101,10,1111
COLQUENCHA,consulta externa,personas de 60 anos y mas,2024-07-01,195,235,45,77,0,0,430,122,552
COLQUIRI,consulta externa,personas de 60 anos y mas,2024-07-01,341,365,11,13,22,19,706,24,730
COMANCHE,consulta externa,personas de 60 anos y mas,2024-07-01,112,114,7,3,0,0,226,10,236
COMARAPA,consulta externa,personas de 60 anos y mas,2024-07-01,377,484,127,152,0,0,861,279,1140
COMBAYA,consulta externa,personas de 60 anos y mas,2024-07-01,101,94,36,44,0,0,195,80,275
CONCEPCION,consulta externa,personas de 60 anos y mas,2024-07-01,252,189,31,36,0,0,441,67,508
COPACABANA,consulta externa,personas de 60 anos y mas,2024-07-01,213,239,28,25,4,1,452,53,505
CORIPATA,consulta externa,personas de 60 anos y mas,2024-07-01,247,170,87,63,4,1,417,150,567
CORO CORO,consulta externa,personas de 60 anos y mas,2024-07-01,267,285,27,44,0,0,552,71,623
COROICO,consulta externa,personas de 60 anos y mas,2024-07-01,336,270,120,131,16,22,606,251,857
CORQUE,consulta externa,personas de 60 anos y mas,2024-07-01,449,496,31,29,0,1,945,60,1005
COTAGAITA,consulta externa,personas de 60 anos y mas,2024-07-01,977,1264,71,129,60,58,2241,200,2441
COTOCA,consulta externa,personas de 60 anos y mas,2024-07-01,834,1027,331,427,157,192,1861,758,2619
CRUZ DE MACHACAMARCA,consulta externa,personas de 60 anos y mas,2024-07-01,25,26,0,0,0,0,51,0,51
CUATRO CAÑADAS,consulta externa,personas de 60 anos y mas,2024-07-01,299,296,274,283,9,10,595,557,1152
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 60 anos y mas,2024-07-01,81,97,9,14,0,0,178,23,201
CUEVO,consulta externa,personas de 60 anos y mas,2024-07-01,129,202,32,49,0,0,331,81,412
CULPINA,consulta externa,personas de 60 anos y mas,2024-07-01,356,458,86,92,0,0,814,178,992
CURAHUARA DE CARANGAS,consulta externa,personas de 60 anos y mas,2024-07-01,166,209,23,36,17,17,375,59,434
CURVA,consulta externa,personas de 60 anos y mas,2024-07-01,53,71,4,2,2,6,124,6,130
DESAGUADERO,consulta externa,personas de 60 anos y mas,2024-07-01,105,101,32,25,19,29,206,57,263
EL ALTO,consulta externa,personas de 60 anos y mas,2024-07-01,6638,7190,6021,6496,592,639,13828,12517,26345
EL CHORO,consulta externa,personas de 60 anos y mas,2024-07-01,141,163,18,26,1,0,304,44,348
EL PUENTE(STC),consulta externa,personas de 60 anos y mas,2024-07-01,369,294,14,12,5,1,663,26,689
EL PUENTE(TJA),consulta externa,personas de 60 anos y mas,2024-07-01,304,467,95,178,66,93,771,273,1044
EL TORNO,consulta externa,personas de 60 anos y mas,2024-07-01,1024,998,470,530,0,0,2022,1000,3022
EL VILLAR,consulta externa,personas de 60 anos y mas,2024-07-01,144,146,30,44,0,0,290,74,364
ENTRE RIOS TRJ,consulta externa,personas de 60 anos y mas,2024-07-01,430,513,172,256,0,0,943,428,1371
ENTRE RIOS CBBA,consulta externa,personas de 60 anos y mas,2024-07-01,674,494,94,92,0,0,1168,186,1354
ESCARA,consulta externa,personas de 60 anos y mas,2024-07-01,45,53,2,1,0,0,98,3,101
ESCOMA,consulta externa,personas de 60 anos y mas,2024-07-01,142,116,26,14,0,0,258,40,298
ESMERALDA,consulta externa,personas de 60 anos y mas,2024-07-01,70,71,3,4,2,2,141,7,148
EUCALIPTUS,consulta externa,personas de 60 anos y mas,2024-07-01,151,174,12,14,38,41,325,26,351
EUREKA (SANTOS MERCADO),consulta externa,personas de 60 anos y mas,2024-07-01,24,16,4,2,0,0,40,6,46
EXALTACION,consulta externa,personas de 60 anos y mas,2024-07-01,38,30,0,0,0,0,68,0,68
FERNANDEZ ALONSO,consulta externa,personas de 60 anos y mas,2024-07-01,165,365,63,112,1,204,530,175,705
FILADELFIA,consulta externa,personas de 60 anos y mas,2024-07-01,82,44,116,90,46,42,126,206,332
GAIOC JATUN AYLLU YURA,consulta externa,personas de 60 anos y mas,2024-07-01,208,309,9,5,0,0,517,14,531
GENERAL SAAVEDRA,consulta externa,personas de 60 anos y mas,2024-07-01,362,385,39,51,0,0,747,90,837
GIA-TIM,consulta externa,personas de 60 anos y mas,2024-07-01,11,12,6,4,9,2,23,10,33
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 60 anos y mas,2024-07-01,192,149,27,26,4,6,341,53,394
GUANAY,consulta externa,personas de 60 anos y mas,2024-07-01,157,125,81,84,0,0,282,165,447
GUAQUI,consulta externa,personas de 60 anos y mas,2024-07-01,193,206,46,58,14,18,399,104,503
GUAYARAMERIN,consulta externa,personas de 60 anos y mas,2024-07-01,575,664,425,452,59,72,1239,877,2116
GUTIERREZ,consulta externa,personas de 60 anos y mas,2024-07-01,182,218,64,98,0,0,400,162,562
HUACARAJE,consulta externa,personas de 60 anos y mas,2024-07-01,40,43,32,27,1,1,83,59,142
HUACARETA,consulta externa,personas de 60 anos y mas,2024-07-01,155,189,98,135,0,0,344,233,577
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 60 anos y mas,2024-07-01,61,75,25,41,2,4,136,66,202
HUACHACALLA,consulta externa,personas de 60 anos y mas,2024-07-01,50,54,18,14,0,0,104,32,136
HUANUNI,consulta externa,personas de 60 anos y mas,2024-07-01,570,586,204,257,7,9,1156,461,1617
HUARINA,consulta externa,personas de 60 anos y mas,2024-07-01,133,138,152,216,0,0,271,368,639
HUATAJATA,consulta externa,personas de 60 anos y mas,2024-07-01,39,46,70,76,0,0,85,146,231
HUAYLLAMARCA,consulta externa,personas de 60 anos y mas,2024-07-01,301,283,8,18,0,0,584,26,610
HUMANATA,consulta externa,personas de 60 anos y mas,2024-07-01,110,97,95,102,0,0,207,197,404
ICHOCA,consulta externa,personas de 60 anos y mas,2024-07-01,209,208,24,20,24,22,417,44,461
ICLA,consulta externa,personas de 60 anos y mas,2024-07-01,171,230,85,156,0,0,401,241,642
INCAHUASI,consulta externa,personas de 60 anos y mas,2024-07-01,242,286,28,38,11,8,528,66,594
INGAVI (HUMAITA),consulta externa,personas de 60 anos y mas,2024-07-01,23,17,32,24,0,0,40,56,96
INQUISIVI,consulta externa,personas de 60 anos y mas,2024-07-01,327,221,34,38,13,8,548,72,620
IRUPANA (VILLA DE LANZA),consulta externa,personas de 60 anos y mas,2024-07-01,292,233,116,121,0,0,525,237,762
IXIAMAS,consulta externa,personas de 60 anos y mas,2024-07-01,245,165,4,6,0,0,410,10,420
JESUS DE MACHACA,consulta externa,personas de 60 anos y mas,2024-07-01,367,417,160,226,8,9,784,386,1170
LA ASUNTA,consulta externa,personas de 60 anos y mas,2024-07-01,406,287,74,61,194,144,693,135,828
