,group,variable,month,NINOS DE 6 MESES A < 1 AÑO NUEVO,NINOS DE 6 MESES A < 1 AÑO NUEVO,NINOS DE 6 MESES A < 1 AÑO REPETIDO,NINOS DE 6 MESES A < 1 AÑO REPETIDO,NINOS DE 6 MESES A < 1 AÑO PRIMERA,NINOS DE 6 MESES A < 1 AÑO PRIMERA,TOTALES,TOTALES,TOTALES
CLIZA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,56,54,52,40,0,0,110,92,202
COBIJA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,149,114,68,66,1,1,263,134,397
COCAPATA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,95,88,3,1,0,0,183,4,187
COCHABAMBA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,1638,1595,627,581,53,66,3233,1208,4441
COLCAPIRHUA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,107,75,69,47,0,0,182,116,298
"COLCHA ""K""",consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,23,25,0,1,8,0,48,1,49
COLLANA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,7,7,1,4,0,0,14,5,19
COLOMI,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,36,35,0,0,5,6,71,0,71
COLPA BELGICA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,10,13,2,3,2,1,23,5,28
COLQUECHACA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,46,30,2,0,1,0,76,2,78
COLQUENCHA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,18,23,7,4,0,0,41,11,52
COLQUIRI,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,35,20,0,2,6,0,55,2,57
COMANCHE,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,3,4,1,0,0,0,7,1,8
COMARAPA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,20,35,2,9,0,0,55,11,66
COMBAYA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,2,1,0,0,0,0,3,0,3
CONCEPCION,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,48,47,5,8,0,0,95,13,108
COPACABANA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,13,13,0,1,0,0,26,1,27
CORIPATA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,27,31,8,2,3,3,58,10,68
CORO CORO,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,15,20,1,1,0,0,35,2,37
COROICO,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,50,38,9,15,3,1,88,24,112
CORQUE,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,6,4,5,2,0,0,10,7,17
COTAGAITA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,44,28,2,2,1,1,72,4,76
COTOCA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,100,87,20,18,23,15,187,38,225
CRUZ DE MACHACAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,0,1,0,0,0,0,1,0,1
CUATRO CAÑADAS,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,25,23,1,3,2,0,48,4,52
CUCHUMUELA (V. G. VILLARROEL),consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,5,7,0,0,0,0,12,0,12
CUEVO,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,14,12,16,14,0,0,26,30,56
CULPINA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,23,16,2,5,0,0,39,7,46
CURAHUARA DE CARANGAS,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,2,3,0,0,0,1,5,0,5
CURVA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,6,4,0,0,1,0,10,0,10
DESAGUADERO,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,5,3,2,6,0,0,8,8,16
EL ALTO,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,2078,1901,827,899,156,136,3979,1726,5705
EL CHORO,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,4,8,0,0,0,0,12,0,12
EL PUENTE(STC),consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,11,19,0,0,3,1,30,0,30
EL PUENTE(TJA),consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,29,16,1,1,3,7,45,2,47
EL TORNO,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,156,138,209,245,0,0,294,454,748
EL VILLAR,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,5,11,0,1,0,0,16,1,17
ENTRE RIOS TRJ,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,51,36,1,4,0,0,87,5,92
ENTRE RIOS CBBA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,103,90,12,4,0,0,193,16,209
ESCARA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,1,1,0,0,0,0,2,0,2
ESCOMA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,5,6,0,0,0,0,11,0,11
EUCALIPTUS,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,3,5,0,0,0,0,8,0,8
EUREKA (SANTOS MERCADO),consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,2,4,0,0,0,0,6,0,6
EXALTACION,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,5,2,3,0,0,0,7,3,10
FERNANDEZ ALONSO,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,17,29,8,8,1,29,46,16,62
FILADELFIA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,13,20,0,0,9,3,33,0,33
GAIOC JATUN AYLLU YURA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,9,9,0,0,0,0,18,0,18
GENERAL SAAVEDRA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,52,56,22,11,0,0,108,33,141
GIA-TIM,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,2,7,1,0,0,5,9,1,10
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,17,5,5,2,0,0,22,7,29
GUANAY,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,22,21,43,39,0,0,43,82,125
GUAQUI,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,8,7,0,0,2,3,15,0,15
GUAYARAMERIN,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,51,58,3,8,5,10,109,11,120
GUTIERREZ,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,33,43,3,2,0,0,76,5,81
HUACARAJE,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,6,3,2,2,0,0,9,4,13
HUACARETA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,8,12,5,4,0,0,20,9,29
HUACAYA (VILLA DE HUACAYA),consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,1,11,2,1,0,1,12,3,15
HUACHACALLA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,1,2,0,2,0,0,3,2,5
HUANUNI,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,42,20,21,6,2,1,62,27,89
HUARINA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,6,4,10,6,0,0,10,16,26
HUATAJATA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,4,4,5,4,0,0,8,9,17
HUAYLLAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,3,3,3,2,0,0,6,5,11
HUMANATA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,2,3,7,7,0,0,5,14,19
ICHOCA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,14,12,0,2,0,2,26,2,28
ICLA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,23,16,5,2,0,0,39,7,46
INCAHUASI,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,36,48,3,3,0,0,84,6,90
INGAVI (HUMAITA),consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,1,5,0,0,0,0,6,0,6
INQUISIVI,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,30,27,4,0,1,2,57,4,61
IRUPANA (VILLA DE LANZA),consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,23,34,20,18,0,0,57,38,95
IXIAMAS,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,29,49,5,9,0,0,78,14,92
JESUS DE MACHACA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,23,9,11,10,0,0,32,21,53
LA ASUNTA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,121,84,18,19,41,34,205,37,242
LA GUARDIA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,258,198,146,140,6,5,456,286,742
LA PAZ,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,1693,1687,993,676,88,77,3380,1669,5049
LAGUNILLAS,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,12,14,4,9,0,0,26,13,39
LAJA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,18,28,12,8,0,0,46,20,66
LAS CARRERAS,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,5,3,0,0,0,0,8,0,8
LICOMA PAMPA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,8,6,0,0,0,0,14,0,14
LLALLAGUA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,84,95,1,3,4,13,179,4,183
LLICA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,2,2,0,1,0,0,4,1,5
LORETO,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,2,5,4,7,0,0,7,11,18
LURIBAY,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,18,23,2,1,0,0,41,3,44
MACHACAMARCA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,2,5,0,0,0,1,7,0,7
MACHARETI,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,11,10,1,0,1,0,21,1,22
MAGDALENA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,12,10,0,4,5,8,22,4,26
MAIRANA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,27,17,5,4,0,0,44,9,53
MALLA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,5,0,0,0,0,0,5,0,5
MAPIRI,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,43,29,5,7,0,0,72,12,84
MECAPACA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,14,10,8,10,0,0,24,18,42
MINEROS,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,39,26,5,4,3,2,65,9,74
MIZQUE,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,76,48,29,15,3,2,124,44,168
MOCOMOCO,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,16,13,5,8,0,0,29,13,42
MOJINETE,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,1,0,0,0,0,0,1,0,1
MOJOCOYA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,11,12,1,4,0,0,23,5,28
MONTEAGUDO,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,59,62,18,18,1,1,121,36,157
MONTERO,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,441,348,65,59,2,2,789,124,913
MORO MORO,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,3,1,0,0,0,0,4,0,4
MOROCHATA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,35,26,1,1,0,0,61,2,63
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,15,11,0,3,0,0,26,3,29
NAZACARA DE PACAJES,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,1,0,0,3,0,0,1,3,4
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,7,13,0,0,0,1,20,0,20
OCURI,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,24,16,1,0,0,0,40,1,41
OKINAWA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,13,22,5,7,0,0,35,12,47
OMEREQUE,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,16,14,7,6,0,0,30,13,43
ORURO,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,724,653,260,259,88,84,1377,519,1896
PADCAYA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,46,36,4,7,9,4,82,11,93
PADILLA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,31,30,6,5,0,0,61,11,72
PAILON,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,68,66,30,21,0,0,134,51,185
PALCA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,41,36,1,3,15,13,77,4,81
PALOS BLANCOS,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,102,84,11,11,0,0,186,22,208
PAMPA AULLAGAS,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,8,0,0,0,0,0,8,0,8
PAMPA GRANDE,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,10,10,1,0,0,0,20,1,21
PAPEL PAMPA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,12,8,0,1,0,0,20,1,21
PASORAPA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,2,6,4,5,0,0,8,9,17
PATACAMAYA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,32,43,5,13,0,0,75,18,93
PAZÑA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,9,3,2,0,0,0,12,2,14
PELECHUCO,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,21,29,0,2,0,0,50,2,52
POCOATA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,35,43,0,1,0,0,78,1,79
POCONA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,15,16,0,0,0,0,31,0,31
POJO (CBBA),consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,26,29,2,8,0,0,55,10,65
POOPO,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,15,14,9,2,0,0,29,11,40
PORCO,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,21,16,0,0,0,0,37,0,37
POROMA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,42,27,2,1,4,5,69,3,72
PORONGO,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,36,11,6,13,1,0,47,19,66
PORTACHUELO,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,17,13,15,19,3,0,30,34,64
PORVENIR,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,14,9,3,1,0,0,23,4,27
POSTRER VALLE,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,3,3,0,0,0,0,6,0,6
POTOSI,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,627,499,63,52,54,28,1126,115,1241
PRESTO,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,8,13,0,0,0,0,21,0,21
PUCARA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,1,0,3,0,0,0,1,3,4
PUCARANI,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,51,49,9,3,0,0,100,12,112
PUERTO ACOSTA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,8,6,2,5,0,0,14,7,21
PUERTO CARABUCO,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,18,14,0,2,0,0,32,2,34
PUERTO GONZALO MORENO,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,28,45,9,13,1,3,73,22,95
PUERTO PEREZ,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,8,12,5,5,0,0,20,10,30
PUERTO QUIJARRO,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,34,47,1,0,4,6,81,1,82
PUERTO RICO,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,12,13,0,0,0,0,25,0,25
PUERTO SILES,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,5,1,0,0,0,0,6,0,6
PUERTO SUAREZ,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,30,36,3,1,4,1,66,4,70
PUERTO VILLARROEL,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,310,358,26,24,0,0,668,50,718
PUNA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,25,22,0,0,1,4,47,0,47
PUNATA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,88,83,96,67,2,1,171,163,334
QUIABAYA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,13,10,1,0,0,0,23,1,24
QUILLACOLLO,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,396,413,186,204,3,3,809,390,1199
QUIME,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,11,6,30,13,0,0,17,43,60
QUIRUSILLAS,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,1,1,0,0,0,0,2,0,2
RAQAYPAMPA(ETA),consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,19,16,5,3,3,2,35,8,43
RAVELO,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,21,18,0,0,0,0,39,0,39
REYES,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,35,33,0,0,0,0,68,0,68
RIBERALTA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,271,222,29,31,32,27,493,60,553
ROBORE,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,32,13,4,1,4,3,45,5,50
RURRENABAQUE,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,53,45,5,1,2,4,98,6,104
SABAYA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,7,6,2,2,0,0,13,4,17
SACABA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,532,499,82,99,71,84,1031,181,1212
SACABAMBA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,7,4,1,2,0,0,11,3,14
SACACA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,34,42,0,0,0,0,76,0,76
SAIPINA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,11,3,2,2,0,0,14,4,18
SALINAS DE GARCI MENDOZA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,7,8,1,2,1,0,15,3,18
SAMAIPATA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,11,15,7,5,0,0,26,12,38
SAN AGUSTIN,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,2,2,0,0,0,0,4,0,4
SAN ANDRES,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,25,18,11,12,1,0,43,23,66
SAN ANDRES DE MACHACA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,8,7,3,2,0,0,15,5,20
SAN ANTONIO DE ESMORUCO,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,1,1,0,0,0,0,2,0,2
SAN ANTONIO DE LOMERIO,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,15,11,1,0,0,0,26,1,27
SAN BENITO,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,34,30,7,7,0,0,64,14,78
SAN BORJA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,108,89,39,36,16,29,197,75,272
SAN BUENA VENTURA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,8,13,2,3,0,0,21,5,26
SAN CARLOS,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,18,22,1,2,2,3,40,3,43
SAN IGNACIO,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,36,36,7,4,2,11,72,11,83
SAN IGNACIO DE VELASCO,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,100,109,5,12,0,0,209,17,226
SAN JAVIER(BNI),consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,3,2,2,0,0,2,5,2,7
SAN JAVIER(STC),consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,13,13,0,0,0,0,26,0,26
SAN JOAQUIN,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,15,16,0,0,0,0,31,0,31
SAN JOSE DE CHIQUITOS,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,9,16,2,2,0,0,25,4,29
SAN JUAN DE YAPACANI,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,12,13,1,0,0,0,25,1,26
SAN JULIAN,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,158,127,22,20,1,0,285,42,327
SAN LORENZO(PND),consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,24,39,0,0,0,0,63,0,63
SAN LORENZO(TJA),consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,66,67,7,7,0,0,133,14,147
SAN LUCAS,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,75,54,6,3,9,10,129,9,138
SAN MATIAS,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,26,18,1,4,2,2,44,5,49
SAN MIGUEL DE VELASCO,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,16,6,1,2,0,0,22,3,25
SAN PABLO DE LIPEZ,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,4,3,0,0,0,0,7,0,7
SAN PEDRO,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,45,21,8,5,0,0,66,13,79
SAN PEDRO DE BUENA VISTA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,35,25,0,1,0,0,60,1,61
SAN PEDRO DE CURAHUARA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,11,1,3,2,0,0,12,5,17
SAN PEDRO DE MACHA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,35,40,0,0,0,0,75,0,75
SAN PEDRO DE QUEMES,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,1,3,0,0,0,0,4,0,4
SAN PEDRO DE TIQUINA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,4,9,1,3,0,0,13,4,17
SAN PEDRO(PND),consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,3,12,0,1,0,0,15,1,16
SAN RAFAEL,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,18,28,15,18,0,0,46,33,79
SAN RAMON BENI,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,17,9,0,2,0,0,26,2,28
SAN RAMON SCZ,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,16,8,1,0,0,0,24,1,25
SANTA ANA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,31,22,22,14,0,0,53,36,89
SANTA CRUZ DE LA SIERRA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,2398,2165,959,911,243,247,4563,1870,6433
SANTA ROSA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,26,8,0,0,0,0,34,0,34
SANTA ROSA DEL SARA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,29,33,2,1,0,6,62,3,65
SANTIAGO DE CALLAPA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,7,2,0,0,0,0,9,0,9
SANTIAGO DE HUARI,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,7,8,1,1,0,1,15,2,17
SANTIAGO DE HUATA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,4,7,0,2,0,0,11,2,13
SANTIAGO DE MACHACA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,1,2,1,1,0,0,3,2,5
SANTIVAÑES,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,24,29,3,1,0,0,53,4,57
SANTUARIO DE QUILLACAS,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,6,4,0,0,6,2,10,0,10
SAPAHAQUI,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,17,8,7,5,2,0,25,12,37
SENA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,13,15,0,0,0,0,28,0,28
SHINAOTA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,105,93,7,2,12,7,198,9,207
SICA SICA (VILLA AROMA),consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,29,25,3,3,0,0,54,6,60
SICAYA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,9,7,4,3,0,0,16,7,23
SIPE SIPE,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,183,156,69,65,0,0,339,134,473
SOPACHUY,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,18,14,1,4,0,0,32,5,37
SORACACHI,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,18,13,3,0,1,2,31,3,34
SORATA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,41,30,5,7,0,0,71,12,83
SUCRE,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,760,768,134,159,5,12,1528,293,1821
TACACHI,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,2,3,0,0,0,0,5,0,5
TACACOMA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,18,19,4,8,0,0,37,12,49
TACOBAMBA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,22,13,0,0,0,0,35,0,35
TACOPAYA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,9,21,0,0,0,0,30,0,30
TAHUA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,2,0,0,0,0,0,2,0,2
TAPACARI,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,63,57,5,1,0,0,120,6,126
TARABUCO,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,37,38,1,0,0,0,75,1,76
TARACO,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,5,12,2,2,0,0,17,4,21
TARATA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,19,21,1,2,0,0,40,3,43
TARIJA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,540,500,233,254,37,46,1040,487,1527
TARVITA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,47,38,2,1,2,0,85,3,88
TEOPONTE,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,24,18,6,5,0,0,42,11,53
TIAHUANACU,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,13,9,7,20,0,0,22,27,49
TINGUIPAYA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,23,23,0,0,1,1,46,0,46
TIPUANI,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,20,19,10,5,0,0,39,15,54
TIQUIPAYA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,196,196,36,47,0,0,392,83,475
TIRAQUE (CBBA),consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,33,29,22,24,1,2,62,46,108
TITO YUPANQUI (PARQUIPUJIO),consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,2,0,0,0,0,0,2,0,2
TOCO,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,14,8,4,4,1,0,22,8,30
TODOS SANTOS,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,0,2,0,0,0,0,2,0,2
TOLATA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,13,15,14,5,0,0,28,19,47
TOLEDO,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,2,6,0,1,0,0,8,1,9
TOMAVE,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,10,12,1,0,0,0,22,1,23
TOMINA,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,26,18,2,1,0,0,44,3,47
TORO TORO,consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,25,17,1,0,0,0,42,1,43
TOTORA(CBBA),consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,43,51,10,9,1,0,94,19,113
TOTORA(ORR),consulta externa,ninos de 6 meses a < 1 ano,2024-07-01,6,2,0,0,0,0,8,0,8
