municipality,group,variable,month,12.2 Nacidos vivos atendidos por personal de salud,TOTAL
ASCENCION DE GUARAYOS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,3,3
AUCAPATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,8,8
AYATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,12,12
AYO AYO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,13,13
AZURDUY,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,7,7
BATALLAS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,13,13
BELEN DE URMIRI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,1,1
BELLA FLOR,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,1,1
BETANZOS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,13,13
BOLIVAR,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,4,4
BUENA VISTA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,1,1
CABEZAS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,1,1
CAIROMA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,7,7
"CAIZA ""D""",atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,1,1
CAJUATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,3,3
CALACOTO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,6,6
CALAMARCA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,8,8
CAMIRI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,1,1
CAPINOTA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,1,1
CAQUIAVIRI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,12,12
CARACOLLO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,4,4
CARANAVI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,3,3
CARAPARI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,2,2
CARIPUYO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,8,8
CHALLAPATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,14,14
CHAQUI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,2,2
CHARAGUA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,5,5
CHAYANTA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,10,10
CHIMORE,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,7,7
CHIPAYA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,1,1
CHUA COCANI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,2,2
CHUMA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,6,6
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,3,3
CKOCHAS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,10,10
COCAPATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,8,8
"COLCHA ""K""",atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,14,14
COLLANA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,1,1
COLQUECHACA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,34,34
COLQUENCHA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,3,3
COLQUIRI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,9,9
COMANCHE,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,2,2
COMBAYA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,2,2
CONCEPCION,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,1,1
COPACABANA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,3,3
CORIPATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,4,4
CORO CORO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,8,8
COROICO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,2,2
CORQUE,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,1,1
COTAGAITA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,9,9
COTOCA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,1,1
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,1,1
CUEVO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,2,2
CULPINA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,5,5
CURAHUARA DE CARANGAS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,1,1
CURVA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,5,5
DESAGUADERO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,1,1
EL ALTO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,9,9
EL CHORO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,6,6
EL PUENTE(STC),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,1,1
EL PUENTE(TJA),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,3,3
EL TORNO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,1,1
ENTRE RIOS TRJ,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,4,4
ENTRE RIOS CBBA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,4,4
ESCARA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,1,1
EXALTACION,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,1,1
FILADELFIA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,6,6
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,6,6
GUANAY,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,3,3
GUAQUI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,3,3
GUTIERREZ,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,8,8
HUACARETA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,1,1
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,1,1
HUANUNI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,2,2
HUARINA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,3,3
HUAYLLAMARCA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,3,3
HUMANATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,3,3
ICHOCA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,3,3
ICLA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,3,3
INCAHUASI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,13,13
INQUISIVI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,5,5
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,6,6
JESUS DE MACHACA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,5,5
LA ASUNTA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,21,21
LA GUARDIA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,2,2
LA PAZ,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,2,2
LAGUNILLAS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,1,1
LAJA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,7,7
LAS CARRERAS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,1,1
LICOMA PAMPA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,2,2
LLALLAGUA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,3,3
LLICA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,1,1
LURIBAY,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,3,3
MAGDALENA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,6,6
MAPIRI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,2,2
MECAPACA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,3,3
MIZQUE,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,3,3
MOCOMOCO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,17,17
MOJINETE,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,2,2
MOJOCOYA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,1,1
MONTEAGUDO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,1,1
MOROCHATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,5,5
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,4,4
NAZACARA DE PACAJES,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,1,1
OCURI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,17,17
OMEREQUE,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,2,2
ORURO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,9,9
PADCAYA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,6,6
PADILLA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,3,3
PALCA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,6,6
PALOS BLANCOS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,5,5
PAMPA AULLAGAS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,4,4
PAPEL PAMPA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,1,1
PASORAPA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,1,1
PATACAMAYA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,24,24
PAZÑA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,2,2
PELECHUCO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,5,5
POCOATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,34,34
POCONA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,1,1
PORCO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,5,5
POROMA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,11,11
PORONGO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,2,2
PORVENIR,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,1,1
POTOSI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,4,4
PRESTO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,6,6
PUCARANI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,14,14
PUERTO ACOSTA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,9,9
PUERTO CARABUCO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,10,10
PUERTO PEREZ,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,6,6
PUERTO RICO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,2,2
PUERTO VILLARROEL,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,7,7
PUNA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,7,7
QUILLACOLLO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,8,8
QUIME,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,1,1
RAVELO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-08-01,21,21
