,group,variable,month,ANTIPOLIOMIELÍTICA 4TA DOSIS,ANTIPOLIOMIELÍTICA 4TA DOSIS,TOTALES,TOTALES,TOTALES
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,0,3,0,3,3
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,4,2,4,2,6
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,4,4,4,4,8
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,1,3,1,3,4
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,20,0,20,0,20
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,867,104,867,104,971
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,3,0,3,0,3
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,13,1,13,1,14
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,32,25,32,25,57
SORATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,2,0,2,0,2
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,208,17,208,17,225
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,3,3,3,3,6
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,1,2,1,2,3
TARABUCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,0,3,0,3,3
TARATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,10,2,10,2,12
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,174,9,174,9,183
TARVITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,16,6,16,6,22
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,6,6,6,6,12
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,12,6,12,6,18
TOCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,1,4,1,4,5
TOLATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,2,2,2,2,4
TOLEDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,0,2,0,2,2
TOMINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,1,3,1,3,4
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,8,7,8,7,15
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,1,0,1,0,1
TRIGAL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,0,3,0,3,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,46,3,46,3,49
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,20,13,20,13,33
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,17,2,17,2,19
URUBICHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,1,0,1,0,1
UYUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,8,1,8,1,9
VACAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,4,0,4,0,4
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,19,4,19,4,23
VIACHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,2,0,2,0,2
VILA VILA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,0,1,0,1,1
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,5,1,5,1,6
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,27,8,27,8,35
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,6,1,6,1,7
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,1,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,47,5,47,5,52
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,4,2,4,2,6
VILLAZON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,49,6,49,6,55
VITICHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,0,2,0,2,2
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,89,3,89,3,92
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,112,41,112,41,153
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,1,0,1,0,1
YOTALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,2,5,2,5,7
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,1,8,1,8,9
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-08-01,0,4,0,4,4
AIQUILE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,14,8,14,8,22
ALALAY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,2,8,2,8,10
ALCALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,4,0,4,0,4
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,1,0,1,0,1
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,1,0,1,0,1
ANZALDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,0,1,0,1,1
ARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,11,0,11,0,11
ARBIETO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,3,9,3,9,12
ARQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,12,8,12,8,20
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,10,6,10,6,16
ATOCHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,4,1,4,1,5
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,1,1,1,1,2
AZURDUY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,1,1,1,1,2
BATALLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,1,1,1,1,2
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,1,1,1,1,2
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,29,30,29,30,59
BETANZOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,5,2,5,2,7
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,1,1,1,1,2
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,1,4,1,4,5
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,1,0,1,0,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,9,3,9,3,12
CAMARGO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,2,5,2,5,7
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,1,0,1,0,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,12,0,12,0,12
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,19,2,19,2,21
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,13,0,13,0,13
CARANAVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,0,2,0,2,2
CARAPARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,13,6,13,6,19
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,1,4,1,4,5
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,7,3,7,3,10
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,3,0,3,0,3
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,19,0,19,0,19
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,0,1,0,1,1
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,4,2,4,2,6
CLIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,19,5,19,5,24
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,56,16,56,16,72
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,11,23,11,23,34
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,403,28,403,28,431
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,60,1,60,1,61
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,4,0,4,0,4
COLLANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,1,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,11,3,11,3,14
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,4,10,4,10,14
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,0,5,0,5,5
COMARAPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,7,0,7,0,7
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,30,21,30,21,51
COPACABANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,1,2,1,2,3
CORO CORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,0,3,0,3,3
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,7,15,7,15,22
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,13,0,13,0,13
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,4,0,4,0,4
CUEVO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,0,4,0,4,4
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,463,77,463,77,540
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,2,0,2,0,2
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,1,0,1,0,1
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,95,5,95,5,100
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,1,1,1,1,2
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,31,11,31,11,42
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,3,2,3,2,5
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,3,4,3,4,7
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,12,3,12,3,15
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,1,7,1,7,8
GUAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,1,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,62,5,62,5,67
HUACARETA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,3,4,3,4,7
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,1,1,1,1,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,20,1,20,1,21
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,1,2,1,2,3
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,2,0,2,0,2
ICLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,2,0,2,0,2
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,0,1,0,1,1
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,7,1,7,1,8
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,2,0,2,0,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,239,0,239,0,239
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,0,1,0,1,1
LAJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,3,0,3,0,3
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,3,4,3,4,7
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,0,1,0,1,1
LORETO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,1,0,1,0,1
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,2,2,2,2,4
MACHARETI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,6,1,6,1,7
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,4,2,4,2,6
MAIRANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,6,2,6,2,8
MINEROS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,34,1,34,1,35
MIZQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,5,1,5,1,6
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,0,1,0,1,1
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,41,2,41,2,43
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,132,4,132,4,136
MORO MORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,0,1,0,1,1
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,1,5,1,5,6
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,2,0,2,0,2
OKINAWA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,40,13,40,13,53
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,1,7,1,7,8
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,269,1,269,1,270
PADCAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,14,1,14,1,15
PADILLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,13,3,13,3,16
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,21,7,21,7,28
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,3,0,3,0,3
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,1,1,1,1,2
PAZÑA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,1,3,1,3,4
POCOATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,2,6,2,6,8
POCONA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,10,10,10,10,20
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,3,0,3,0,3
POROMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,5,7,5,7,12
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,14,0,14,0,14
PORVENIR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,17,4,17,4,21
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,107,9,107,9,116
PRESTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,1,0,1,0,1
PUCARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,1,0,1,0,1
PUCARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,1,4,1,4,5
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,0,2,0,2,2
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,6,12,6,12,18
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,32,10,32,10,42
PUNA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,3,7,3,7,10
PUNATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,13,3,13,3,16
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,60,35,60,35,95
RAVELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,3,4,3,4,7
REYES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,16,3,16,3,19
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,9,10,9,10,19
ROBORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,11,19,11,19,30
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,22,3,22,3,25
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,127,12,127,12,139
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,2,2,2,2,4
SACACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,3,3,3,3,6
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,9,11,9,11,20
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,11,8,11,8,19
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,1,1,1,1,2
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,7,2,7,2,9
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,8,6,8,6,14
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,31,13,31,13,44
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,37,22,37,22,59
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,1,4,1,4,5
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,29,0,29,0,29
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,4,3,4,3,7
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,10,24,10,24,34
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,10,8,10,8,18
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,0,1,0,1,1
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,24,0,24,0,24
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,17,23,17,23,40
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,19,2,19,2,21
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,13,0,13,0,13
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,4,0,4,0,4
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,4,2,4,2,6
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,0,2,0,2,2
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,9,0,9,0,9
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,0,4,0,4,4
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,15,1,15,1,16
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,846,47,846,47,893
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,5,1,5,1,6
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,24,0,24,0,24
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,3,0,3,0,3
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,3,1,3,1,4
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,2,0,2,0,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,37,0,37,0,37
SORATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,4,4,4,4,8
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,138,10,138,10,148
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,1,0,1,0,1
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,2,4,2,4,6
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,1,2,1,2,3
TARABUCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,3,1,3,1,4
TARATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,15,3,15,3,18
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,206,41,206,41,247
TARVITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,9,9,9,9,18
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,19,9,19,9,28
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,11,3,11,3,14
TOCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,1,2,1,2,3
TOLATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,7,2,7,2,9
TOMINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,4,6,4,6,10
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,19,7,19,7,26
TRIGAL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-09-01,66,3,66,3,69
