,group,variable,month,ANTI AMARÍLICA,ANTI AMARÍLICA,TOTALES,TOTALES,TOTALES
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,33,52,33,52,85
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,1,16,1,16,17
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,14,35,14,35,49
COMANCHE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,4,0,4,0,4
COMARAPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,25,15,25,15,40
COMBAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,0,6,0,6,6
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,45,8,45,8,53
COPACABANA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,6,15,6,15,21
CORIPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,15,0,15,0,15
CORO CORO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,5,8,5,8,13
COROICO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,5,13,5,13,18
CORQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,2,4,2,4,6
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,11,37,11,37,48
COTOCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,78,17,78,17,95
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,13,12,13,12,25
CUEVO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,2,4,2,4,6
CULPINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,23,25,23,25,48
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,4,2,4,2,6
CURVA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,0,2,0,2,2
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,10,8,10,8,18
EL ALTO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,1468,133,1468,133,1601
EL CHORO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,1,3,1,3,4
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,6,7,6,7,13
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,11,43,11,43,54
EL TORNO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,97,7,97,7,104
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,4,1,4,1,5
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,7,36,7,36,43
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,68,12,68,12,80
ESCARA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,1,0,1,0,1
ESCOMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,1,2,1,2,3
ESMERALDA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,0,1,0,1,1
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,14,1,14,1,15
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,3,1,3,1,4
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,8,18,8,18,26
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,1,17,1,17,18
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,11,35,11,35,46
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,6,10,6,10,16
GUANAY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,17,18,17,18,35
GUAQUI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,4,6,4,6,10
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,62,47,62,47,109
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,1,24,1,24,25
HUACARETA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,13,4,13,4,17
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,0,3,0,3,3
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,1,1,1,1,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,71,3,71,3,74
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,12,0,12,0,12
HUARINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,3,4,3,4,7
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,3,3,3,3,6
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,4,1,4,1,5
HUMANATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,3,6,3,6,9
ICHOCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,1,7,1,7,8
ICLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,7,12,7,12,19
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,8,10,8,10,18
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,14,9,14,9,23
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,11,13,11,13,24
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,15,3,15,3,18
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,7,2,7,2,9
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,58,30,58,30,88
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,157,24,157,24,181
LA PAZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,1223,41,1223,41,1264
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,7,14,7,14,21
LAJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,16,15,16,15,31
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,3,5,3,5,8
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,5,2,5,2,7
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,19,32,19,32,51
LLICA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,5,0,5,0,5
LORETO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,5,11,5,11,16
LURIBAY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,3,9,3,9,12
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,4,0,4,0,4
MACHARETI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,8,8,8,8,16
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,11,30,11,30,41
MAIRANA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,17,1,17,1,18
MALLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,0,5,0,5,5
MAPIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,16,10,16,10,26
MECAPACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,7,6,7,6,13
MINEROS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,26,26,26,26,52
MIZQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,28,34,28,34,62
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,13,14,13,14,27
MOJINETE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,3,3,3,3,6
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,7,3,7,3,10
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,23,18,23,18,41
MONTERO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,206,14,206,14,220
MORO MORO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,0,5,0,5,5
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,0,22,0,22,22
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,0,9,0,9,9
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,0,4,0,4,4
OCURI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,4,16,4,16,20
OKINAWA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,12,4,12,4,16
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,6,3,6,3,9
ORURO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,435,3,435,3,438
PADCAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,12,11,12,11,23
PADILLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,8,8,8,8,16
PAILON,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,33,65,33,65,98
PALCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,2,0,2,0,2
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,33,30,33,30,63
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,0,1,0,1,1
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,17,1,17,1,18
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,2,10,2,10,12
PASORAPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,2,6,2,6,8
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,32,7,32,7,39
PAZÑA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,1,1,1,1,2
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,3,11,3,11,14
POCOATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,4,54,4,54,58
POCONA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,0,11,0,11,11
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,21,17,21,17,38
POOPO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,6,2,6,2,8
PORCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,12,27,12,27,39
POROMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,7,13,7,13,20
PORONGO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,4,22,4,22,26
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,49,9,49,9,58
PORVENIR,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,7,11,7,11,18
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,2,3,2,3,5
POTOSI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,397,27,397,27,424
PRESTO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,0,7,0,7,7
PUCARANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,27,26,27,26,53
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,0,31,0,31,31
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,6,21,6,21,27
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,2,11,2,11,13
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,7,10,7,10,17
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,25,2,25,2,27
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,0,15,0,15,15
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,4,0,4,0,4
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,7,28,7,28,35
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,60,25,60,25,85
PUNA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,6,32,6,32,38
PUNATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,49,0,49,0,49
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,4,15,4,15,19
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,227,41,227,41,268
QUIME,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,3,5,3,5,8
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,4,1,4,1,5
RAVELO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,13,20,13,20,33
REYES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,12,19,12,19,31
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,123,126,123,126,249
ROBORE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,0,22,0,22,22
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,14,33,14,33,47
SABAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,5,4,5,4,9
SACABA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,175,33,175,33,208
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,6,0,6,0,6
SACACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,26,20,26,20,46
SAIPINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,13,5,13,5,18
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,8,17,8,17,25
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,4,13,4,13,17
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,9,7,9,7,16
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,1,3,1,3,4
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,3,0,3,0,3
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,1,13,1,13,14
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,2,14,2,14,16
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,38,58,38,58,96
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,7,8,7,8,15
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,24,21,24,21,45
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,76,14,76,14,90
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,98,28,98,28,126
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,1,20,1,20,21
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,27,0,27,0,27
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,3,13,3,13,16
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,28,0,28,0,28
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,3,12,3,12,15
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,72,39,72,39,111
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,3,25,3,25,28
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,20,5,20,5,25
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,30,30,30,30,60
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,20,7,20,7,27
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,14,17,14,17,31
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,3,0,3,0,3
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,20,8,20,8,28
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,28,49,28,49,77
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,0,7,0,7,7
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,2,0,2,0,2
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,0,11,0,11,11
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,5,6,5,6,11
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,1,11,1,11,12
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,15,0,15,0,15
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,50,0,50,0,50
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,2357,94,2357,94,2451
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,9,1,9,1,10
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,33,25,33,25,58
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,3,5,3,5,8
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,6,0,6,0,6
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,0,12,0,12,12
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,0,7,0,7,7
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,7,4,7,4,11
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,3,7,3,7,10
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,3,8,3,8,11
SENA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,9,19,9,19,28
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,40,22,40,22,62
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,10,18,10,18,28
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,91,11,91,11,102
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,3,8,3,8,11
SORACACHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,11,24,11,24,35
SORATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,15,63,15,63,78
SUCRE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,529,33,529,33,562
TACACOMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,8,3,8,3,11
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,12,6,12,6,18
TAHUA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,4,0,4,0,4
TAPACARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,18,6,18,6,24
TARABUCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,14,21,14,21,35
TARACO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,1,3,1,3,4
TARATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,19,5,19,5,24
TARIJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,305,13,305,13,318
TARVITA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,16,13,16,13,29
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,4,21,4,21,25
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,18,6,18,6,24
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,28,22,28,22,50
TIPUANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,6,20,6,20,26
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,110,56,110,56,166
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,14,9,14,9,23
TOCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,0,1,0,1,1
TOLATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,5,10,5,10,15
TOLEDO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,4,2,4,2,6
TOMAVE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,7,22,7,22,29
TOMINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,6,12,6,12,18
TORO TORO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,3,19,3,19,22
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,14,7,14,7,21
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,4,1,4,1,5
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,168,19,168,19,187
TUPIZA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,72,28,72,28,100
TURCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,2,0,2,0,2
UMALA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,0,20,0,20,20
UNCIA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,18,22,18,22,40
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,18,11,18,11,29
URUBICHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,6,8,6,8,14
UYUNI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,19,8,19,8,27
VACAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,1,16,1,16,17
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,36,5,36,5,41
VIACHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,87,10,87,10,97
VILA VILA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,2,22,2,22,24
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,13,10,13,10,23
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,30,23,30,23,53
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,1,7,1,7,8
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,1,16,1,16,17
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,6,12,6,12,18
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,142,48,142,48,190
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,4,7,4,7,11
VILLAZON,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,54,11,54,11,65
VINTO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,86,0,86,0,86
VITICHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,7,3,7,3,10
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,3,0,3,0,3
WARNES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,196,32,196,32,228
YACO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,0,8,0,8,8
YACUIBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,111,95,111,95,206
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,7,6,7,6,13
YANACACHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,6,15,6,15,21
YAPACANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,74,40,74,40,114
YOTALA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,0,15,0,15,15
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,4,11,4,11,15
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-08-01,9,10,9,10,19
ACACIO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-09-01,3,10,3,10,13
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-09-01,35,29,35,29,64
