,group,variable,month,TOTAL 1.5 PERSONAS DE 60 AÑOS Y MÁS NUEVO,TOTAL 1.5 PERSONAS DE 60 AÑOS Y MÁS NUEVO,TOTAL 1.5 PERSONAS DE 60 AÑOS Y MÁS REPETIDO,TOTAL 1.5 PERSONAS DE 60 AÑOS Y MÁS REPETIDO,TOTALES,TOTALES,TOTALES
SORACACHI,consulta externa, personas de 60 anos y mas,2014-08-01,71,50,1,2,72,52,124
SORATA,consulta externa, personas de 60 anos y mas,2014-08-01,207,206,76,81,283,287,570
SUCRE,consulta externa, personas de 60 anos y mas,2014-08-01,4329,5850,1975,3247,6304,9097,15401
TACACHI,consulta externa, personas de 60 anos y mas,2014-08-01,11,30,1,6,12,36,48
TACACOMA,consulta externa, personas de 60 anos y mas,2014-08-01,88,68,20,3,108,71,179
TACOBAMBA,consulta externa, personas de 60 anos y mas,2014-08-01,66,105,1,1,67,106,173
TACOPAYA,consulta externa, personas de 60 anos y mas,2014-08-01,106,153,5,5,111,158,269
TAHUA,consulta externa, personas de 60 anos y mas,2014-08-01,23,33,0,0,23,33,56
TAPACARI,consulta externa, personas de 60 anos y mas,2014-08-01,232,296,8,8,240,304,544
TARABUCO,consulta externa, personas de 60 anos y mas,2014-08-01,258,322,17,29,275,351,626
TARACO,consulta externa, personas de 60 anos y mas,2014-08-01,83,58,87,79,170,137,307
TARATA,consulta externa, personas de 60 anos y mas,2014-08-01,62,68,16,22,78,90,168
TARIJA,consulta externa, personas de 60 anos y mas,2014-08-01,2886,4635,2040,3106,4926,7741,12667
TARVITA,consulta externa, personas de 60 anos y mas,2014-08-01,275,429,12,8,287,437,724
TEOPONTE,consulta externa, personas de 60 anos y mas,2014-08-01,118,74,20,12,138,86,224
TIAWANACU,consulta externa, personas de 60 anos y mas,2014-08-01,204,229,21,15,225,244,469
TINGUIPAYA,consulta externa, personas de 60 anos y mas,2014-08-01,83,119,0,1,83,120,203
TIPUANI,consulta externa, personas de 60 anos y mas,2014-08-01,97,80,36,38,133,118,251
TIQUIPAYA,consulta externa, personas de 60 anos y mas,2014-08-01,63,112,25,63,88,175,263
TIRAQUE (CBBA),consulta externa, personas de 60 anos y mas,2014-08-01,103,176,17,40,120,216,336
TITO YUPANQUI (PARQUIPUJIO),consulta externa, personas de 60 anos y mas,2014-08-01,25,36,3,2,28,38,66
TOCO,consulta externa, personas de 60 anos y mas,2014-08-01,54,100,2,12,56,112,168
TODOS SANTOS,consulta externa, personas de 60 anos y mas,2014-08-01,7,6,1,1,8,7,15
TOLATA,consulta externa, personas de 60 anos y mas,2014-08-01,25,56,20,47,45,103,148
TOLEDO,consulta externa, personas de 60 anos y mas,2014-08-01,77,85,4,8,81,93,174
TOMAVE,consulta externa, personas de 60 anos y mas,2014-08-01,170,277,6,5,176,282,458
TOMINA,consulta externa, personas de 60 anos y mas,2014-08-01,154,186,4,5,158,191,349
TORO TORO,consulta externa, personas de 60 anos y mas,2014-08-01,69,136,1,6,70,142,212
TOTORA(CBBA),consulta externa, personas de 60 anos y mas,2014-08-01,29,43,10,13,39,56,95
TOTORA(ORR),consulta externa, personas de 60 anos y mas,2014-08-01,81,76,4,5,85,81,166
TRIGAL,consulta externa, personas de 60 anos y mas,2014-08-01,34,42,24,44,58,86,144
TRINIDAD,consulta externa, personas de 60 anos y mas,2014-08-01,2275,2577,609,809,2884,3386,6270
TUPIZA,consulta externa, personas de 60 anos y mas,2014-08-01,921,1189,232,285,1153,1474,2627
TURCO,consulta externa, personas de 60 anos y mas,2014-08-01,52,50,6,4,58,54,112
UMALA,consulta externa, personas de 60 anos y mas,2014-08-01,202,211,14,6,216,217,433
UNCIA,consulta externa, personas de 60 anos y mas,2014-08-01,221,290,76,91,297,381,678
URIONDO (A. CONCEPCION),consulta externa, personas de 60 anos y mas,2014-08-01,198,309,21,48,219,357,576
URUBICHA,consulta externa, personas de 60 anos y mas,2014-08-01,34,46,1,5,35,51,86
UYUNI,consulta externa, personas de 60 anos y mas,2014-08-01,348,369,63,80,411,449,860
VACAS,consulta externa, personas de 60 anos y mas,2014-08-01,76,137,13,28,89,165,254
VALLEGRANDE,consulta externa, personas de 60 anos y mas,2014-08-01,180,264,266,408,446,672,1118
VIACHA,consulta externa, personas de 60 anos y mas,2014-08-01,478,606,180,214,658,820,1478
VILA VILA,consulta externa, personas de 60 anos y mas,2014-08-01,33,34,0,0,33,34,67
VILLA CHARCAS,consulta externa, personas de 60 anos y mas,2014-08-01,82,150,0,7,82,157,239
VILLA MONTES,consulta externa, personas de 60 anos y mas,2014-08-01,523,578,109,169,632,747,1379
VILLA NUEVA (LOMA ALTA),consulta externa, personas de 60 anos y mas,2014-08-01,38,16,4,8,42,24,66
VILLA RIVERO,consulta externa, personas de 60 anos y mas,2014-08-01,91,138,11,4,102,142,244
VILLA SERRANO,consulta externa, personas de 60 anos y mas,2014-08-01,208,229,8,12,216,241,457
VILLA TUNARI,consulta externa, personas de 60 anos y mas,2014-08-01,364,272,20,18,384,290,674
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa, personas de 60 anos y mas,2014-08-01,106,143,16,34,122,177,299
VILLAZON,consulta externa, personas de 60 anos y mas,2014-08-01,433,675,92,124,525,799,1324
VINTO,consulta externa, personas de 60 anos y mas,2014-08-01,86,114,35,62,121,176,297
VITICHI,consulta externa, personas de 60 anos y mas,2014-08-01,183,309,18,10,201,319,520
WALDO BALLIVIAN,consulta externa, personas de 60 anos y mas,2014-08-01,21,15,2,6,23,21,44
WARNES,consulta externa, personas de 60 anos y mas,2014-08-01,411,460,45,49,456,509,965
YACO,consulta externa, personas de 60 anos y mas,2014-08-01,140,100,3,6,143,106,249
YACUIBA,consulta externa, personas de 60 anos y mas,2014-08-01,1228,1520,303,394,1531,1914,3445
YAMPARAEZ,consulta externa, personas de 60 anos y mas,2014-08-01,123,211,7,9,130,220,350
YANACACHI,consulta externa, personas de 60 anos y mas,2014-08-01,61,41,20,10,81,51,132
YAPACANI,consulta externa, personas de 60 anos y mas,2014-08-01,479,360,51,39,530,399,929
YOCALLA,consulta externa, personas de 60 anos y mas,2014-08-01,109,147,4,4,113,151,264
YOTALA,consulta externa, personas de 60 anos y mas,2014-08-01,91,189,32,63,123,252,375
YUNCHARA,consulta externa, personas de 60 anos y mas,2014-08-01,100,164,2,1,102,165,267
YUNGUYO DE LITORAL,consulta externa, personas de 60 anos y mas,2014-08-01,3,1,0,0,3,1,4
ZUDAÑEZ,consulta externa, personas de 60 anos y mas,2014-08-01,83,99,6,11,89,110,199
ACACIO,consulta externa, personas de 60 anos y mas,2014-09-01,41,85,0,0,41,85,126
ACHACACHI,consulta externa, personas de 60 anos y mas,2014-09-01,866,511,127,322,993,833,1826
ACHOCALLA,consulta externa, personas de 60 anos y mas,2014-09-01,79,67,8,7,87,74,161
AIQUILE,consulta externa, personas de 60 anos y mas,2014-09-01,209,312,80,105,289,417,706
ALALAY,consulta externa, personas de 60 anos y mas,2014-09-01,16,22,0,0,16,22,38
ALCALA,consulta externa, personas de 60 anos y mas,2014-09-01,44,74,1,1,45,75,120
ALTO BENI,consulta externa, personas de 60 anos y mas,2014-09-01,201,106,13,5,214,111,325
ANCORAIMES,consulta externa, personas de 60 anos y mas,2014-09-01,121,136,21,54,142,190,332
ANDAMARCA,consulta externa, personas de 60 anos y mas,2014-09-01,38,48,0,7,38,55,93
ANTEQUERA,consulta externa, personas de 60 anos y mas,2014-09-01,39,46,3,2,42,48,90
ANZALDO,consulta externa, personas de 60 anos y mas,2014-09-01,90,124,26,31,116,155,271
APOLO,consulta externa, personas de 60 anos y mas,2014-09-01,142,175,19,26,161,201,362
ARAMPAMPA,consulta externa, personas de 60 anos y mas,2014-09-01,46,61,0,0,46,61,107
ARANI,consulta externa, personas de 60 anos y mas,2014-09-01,49,110,1,3,50,113,163
ARBIETO,consulta externa, personas de 60 anos y mas,2014-09-01,74,106,52,46,126,152,278
ARQUE,consulta externa, personas de 60 anos y mas,2014-09-01,59,117,0,1,59,118,177
ASCENCION DE GUARAYOS,consulta externa, personas de 60 anos y mas,2014-09-01,165,130,6,8,171,138,309
ATOCHA,consulta externa, personas de 60 anos y mas,2014-09-01,169,207,48,43,217,250,467
AUCAPATA,consulta externa, personas de 60 anos y mas,2014-09-01,84,59,5,6,89,65,154
AYATA,consulta externa, personas de 60 anos y mas,2014-09-01,99,140,17,19,116,159,275
AYO AYO,consulta externa, personas de 60 anos y mas,2014-09-01,88,86,3,4,91,90,181
AYOPAYA (V. DE INDEPENDENCIA),consulta externa, personas de 60 anos y mas,2014-09-01,221,276,7,16,228,292,520
AZURDUY,consulta externa, personas de 60 anos y mas,2014-09-01,107,169,3,3,110,172,282
BATALLAS,consulta externa, personas de 60 anos y mas,2014-09-01,241,227,27,14,268,241,509
BAURES,consulta externa, personas de 60 anos y mas,2014-09-01,95,79,2,3,97,82,179
BELEN DE ANDAMARCA,consulta externa, personas de 60 anos y mas,2014-09-01,50,67,8,14,58,81,139
BELEN DE URMIRI,consulta externa, personas de 60 anos y mas,2014-09-01,26,26,0,0,26,26,52
BELLA FLOR,consulta externa, personas de 60 anos y mas,2014-09-01,30,12,1,0,31,12,43
BERMEJO,consulta externa, personas de 60 anos y mas,2014-09-01,622,1043,63,76,685,1119,1804
BETANZOS,consulta externa, personas de 60 anos y mas,2014-09-01,382,531,40,80,422,611,1033
BOLIVAR,consulta externa, personas de 60 anos y mas,2014-09-01,69,47,2,2,71,49,120
BOLPEBRA,consulta externa, personas de 60 anos y mas,2014-09-01,42,11,1,1,43,12,55
BOYUIBE,consulta externa, personas de 60 anos y mas,2014-09-01,33,47,4,22,37,69,106
BUENA VISTA,consulta externa, personas de 60 anos y mas,2014-09-01,144,126,7,7,151,133,284
CABEZAS,consulta externa, personas de 60 anos y mas,2014-09-01,237,275,22,38,259,313,572
CAIROMA,consulta externa, personas de 60 anos y mas,2014-09-01,149,123,6,9,155,132,287
"CAIZA ""D""",consulta externa, personas de 60 anos y mas,2014-09-01,106,271,2,8,108,279,387
CAJUATA,consulta externa, personas de 60 anos y mas,2014-09-01,186,144,10,4,196,148,344
CALACOTO,consulta externa, personas de 60 anos y mas,2014-09-01,144,157,21,9,165,166,331
CALAMARCA,consulta externa, personas de 60 anos y mas,2014-09-01,243,236,34,36,277,272,549
CAMARGO,consulta externa, personas de 60 anos y mas,2014-09-01,216,353,31,48,247,401,648
CAMATAQUI (C. VILLA ABECIA),consulta externa, personas de 60 anos y mas,2014-09-01,41,84,3,2,44,86,130
CAMIRI,consulta externa, personas de 60 anos y mas,2014-09-01,691,885,106,151,797,1036,1833
CAPINOTA,consulta externa, personas de 60 anos y mas,2014-09-01,157,213,90,110,247,323,570
CAQUIAVIRI,consulta externa, personas de 60 anos y mas,2014-09-01,131,116,68,28,199,144,343
CARACOLLO,consulta externa, personas de 60 anos y mas,2014-09-01,207,240,12,12,219,252,471
CARANAVI,consulta externa, personas de 60 anos y mas,2014-09-01,335,216,239,126,574,342,916
CARANGAS,consulta externa, personas de 60 anos y mas,2014-09-01,1,11,0,2,1,13,14
CARAPARI,consulta externa, personas de 60 anos y mas,2014-09-01,191,234,3,14,194,248,442
CARIPUYO,consulta externa, personas de 60 anos y mas,2014-09-01,29,61,0,0,29,61,90
CARMEN RIVERO TORREZ,consulta externa, personas de 60 anos y mas,2014-09-01,29,33,10,8,39,41,80
CATACORA,consulta externa, personas de 60 anos y mas,2014-09-01,22,29,8,3,30,32,62
CHACARILLA,consulta externa, personas de 60 anos y mas,2014-09-01,40,45,7,1,47,46,93
CHALLAPATA,consulta externa, personas de 60 anos y mas,2014-09-01,209,262,82,74,291,336,627
CHAQUI,consulta externa, personas de 60 anos y mas,2014-09-01,147,200,11,14,158,214,372
CHARAGUA,consulta externa, personas de 60 anos y mas,2014-09-01,271,320,24,32,295,352,647
CHARAÑA,consulta externa, personas de 60 anos y mas,2014-09-01,34,26,12,16,46,42,88
CHAYANTA,consulta externa, personas de 60 anos y mas,2014-09-01,153,238,7,21,160,259,419
CHIMORE,consulta externa, personas de 60 anos y mas,2014-09-01,140,96,7,12,147,108,255
CHIPAYA,consulta externa, personas de 60 anos y mas,2014-09-01,14,13,1,1,15,14,29
CHOQUE COTA,consulta externa, personas de 60 anos y mas,2014-09-01,6,18,0,1,6,19,25
CHUA COCANI,consulta externa, personas de 60 anos y mas,2014-09-01,71,94,33,21,104,115,219
CHULUMANI (V. DE LA LIBERTAD),consulta externa, personas de 60 anos y mas,2014-09-01,201,124,31,28,232,152,384
CHUMA,consulta externa, personas de 60 anos y mas,2014-09-01,224,267,18,14,242,281,523
CHUQUIHUTA AYLLU JUCUMANI,consulta externa, personas de 60 anos y mas,2014-09-01,37,58,0,0,37,58,95
CKOCHAS,consulta externa, personas de 60 anos y mas,2014-09-01,97,155,2,6,99,161,260
CLIZA,consulta externa, personas de 60 anos y mas,2014-09-01,81,130,115,161,196,291,487
COBIJA,consulta externa, personas de 60 anos y mas,2014-09-01,355,426,150,135,505,561,1066
COCAPATA,consulta externa, personas de 60 anos y mas,2014-09-01,90,116,6,4,96,120,216
COCHABAMBA,consulta externa, personas de 60 anos y mas,2014-09-01,6806,8698,8001,9920,14807,18618,33425
COIPASA,consulta externa, personas de 60 anos y mas,2014-09-01,11,8,3,0,14,8,22
COLCAPIRHUA,consulta externa, personas de 60 anos y mas,2014-09-01,178,131,183,143,361,274,635
"COLCHA ""K""",consulta externa, personas de 60 anos y mas,2014-09-01,114,115,8,8,122,123,245
COLLANA,consulta externa, personas de 60 anos y mas,2014-09-01,41,44,16,23,57,67,124
COLOMI,consulta externa, personas de 60 anos y mas,2014-09-01,59,75,1,2,60,77,137
COLPA BELGICA,consulta externa, personas de 60 anos y mas,2014-09-01,126,113,11,12,137,125,262
COLQUECHACA,consulta externa, personas de 60 anos y mas,2014-09-01,249,309,37,24,286,333,619
COLQUENCHA,consulta externa, personas de 60 anos y mas,2014-09-01,86,118,37,46,123,164,287
COLQUIRI,consulta externa, personas de 60 anos y mas,2014-09-01,205,243,18,9,223,252,475
COMANCHE,consulta externa, personas de 60 anos y mas,2014-09-01,59,38,9,3,68,41,109
COMARAPA,consulta externa, personas de 60 anos y mas,2014-09-01,154,200,39,46,193,246,439
COMBAYA,consulta externa, personas de 60 anos y mas,2014-09-01,87,66,2,7,89,73,162
CONCEPCION,consulta externa, personas de 60 anos y mas,2014-09-01,170,178,42,53,212,231,443
COPACABANA,consulta externa, personas de 60 anos y mas,2014-09-01,1094,77,8,7,1102,84,1186
CORIPATA,consulta externa, personas de 60 anos y mas,2014-09-01,90,82,57,47,147,129,276
CORO CORO,consulta externa, personas de 60 anos y mas,2014-09-01,129,123,13,14,142,137,279
COROICO,consulta externa, personas de 60 anos y mas,2014-09-01,160,135,168,168,328,303,631
CORQUE,consulta externa, personas de 60 anos y mas,2014-09-01,130,115,4,8,134,123,257
COTAGAITA,consulta externa, personas de 60 anos y mas,2014-09-01,530,1015,46,70,576,1085,1661
COTOCA,consulta externa, personas de 60 anos y mas,2014-09-01,269,330,19,16,288,346,634
CRUZ DE MACHACAMARCA,consulta externa, personas de 60 anos y mas,2014-09-01,6,16,2,3,8,19,27
CUATRO CAÑADAS,consulta externa, personas de 60 anos y mas,2014-09-01,108,110,11,18,119,128,247
CUCHUMUELA (V. G. VILLARROEL),consulta externa, personas de 60 anos y mas,2014-09-01,37,51,1,4,38,55,93
CUEVO,consulta externa, personas de 60 anos y mas,2014-09-01,48,78,16,29,64,107,171
CULPINA,consulta externa, personas de 60 anos y mas,2014-09-01,226,344,6,9,232,353,585
CURAHUARA DE CARANGAS,consulta externa, personas de 60 anos y mas,2014-09-01,38,50,0,4,38,54,92
CURVA,consulta externa, personas de 60 anos y mas,2014-09-01,41,48,1,3,42,51,93
DESAGUADERO,consulta externa, personas de 60 anos y mas,2014-09-01,60,79,41,48,101,127,228
EL ALTO,consulta externa, personas de 60 anos y mas,2014-09-01,4123,4971,2881,3272,7004,8243,15247
EL CHORO,consulta externa, personas de 60 anos y mas,2014-09-01,55,72,3,4,58,76,134
EL PUENTE(STC),consulta externa, personas de 60 anos y mas,2014-09-01,93,61,2,0,95,61,156
EL PUENTE(TJA),consulta externa, personas de 60 anos y mas,2014-09-01,120,227,7,15,127,242,369
EL TORNO,consulta externa, personas de 60 anos y mas,2014-09-01,689,741,161,150,850,891,1741
EL VILLAR,consulta externa, personas de 60 anos y mas,2014-09-01,75,155,1,12,76,167,243
ENTRE RIOS TRJ,consulta externa, personas de 60 anos y mas,2014-09-01,279,402,15,15,294,417,711
ENTRE RIOS CBBA,consulta externa, personas de 60 anos y mas,2014-09-01,85,89,14,7,99,96,195
ESCARA,consulta externa, personas de 60 anos y mas,2014-09-01,7,10,1,7,8,17,25
ESCOMA,consulta externa, personas de 60 anos y mas,2014-09-01,125,108,3,7,128,115,243
ESMERALDA,consulta externa, personas de 60 anos y mas,2014-09-01,17,14,0,0,17,14,31
EUCALIPTUS,consulta externa, personas de 60 anos y mas,2014-09-01,94,75,6,2,100,77,177
EUREKA (SANTOS MERCADO),consulta externa, personas de 60 anos y mas,2014-09-01,1,2,1,0,2,2,4
EXALTACION,consulta externa, personas de 60 anos y mas,2014-09-01,22,25,2,3,24,28,52
FERNANDEZ ALONSO,consulta externa, personas de 60 anos y mas,2014-09-01,105,92,9,10,114,102,216
FILADELFIA,consulta externa, personas de 60 anos y mas,2014-09-01,66,28,0,1,66,29,95
GENERAL SAAVEDRA,consulta externa, personas de 60 anos y mas,2014-09-01,76,66,7,9,83,75,158
GRAL. J.J. PEREZ (CHARAZANI),consulta externa, personas de 60 anos y mas,2014-09-01,121,132,4,8,125,140,265
GUANAY,consulta externa, personas de 60 anos y mas,2014-09-01,122,117,9,7,131,124,255
GUAQUI,consulta externa, personas de 60 anos y mas,2014-09-01,127,154,17,9,144,163,307
GUAYARAMERIN,consulta externa, personas de 60 anos y mas,2014-09-01,519,570,154,211,673,781,1454
GUTIERREZ,consulta externa, personas de 60 anos y mas,2014-09-01,145,175,7,11,152,186,338
HUACARETA,consulta externa, personas de 60 anos y mas,2014-09-01,143,201,0,8,143,209,352
HUACAYA (VILLA DE HUACAYA),consulta externa, personas de 60 anos y mas,2014-09-01,40,61,0,0,40,61,101
HUACHACALLA,consulta externa, personas de 60 anos y mas,2014-09-01,32,33,12,23,44,56,100
HUANUNI,consulta externa, personas de 60 anos y mas,2014-09-01,314,239,113,108,427,347,774
HUARACAJE,consulta externa, personas de 60 anos y mas,2014-09-01,24,31,0,0,24,31,55
HUARINA,consulta externa, personas de 60 anos y mas,2014-09-01,83,67,49,31,132,98,230
HUATAJATA,consulta externa, personas de 60 anos y mas,2014-09-01,30,21,111,164,141,185,326
HUAYLLAMARCA,consulta externa, personas de 60 anos y mas,2014-09-01,139,159,1,8,140,167,307
HUMANATA,consulta externa, personas de 60 anos y mas,2014-09-01,44,58,11,12,55,70,125
ICHOCA,consulta externa, personas de 60 anos y mas,2014-09-01,96,85,2,1,98,86,184
ICLA,consulta externa, personas de 60 anos y mas,2014-09-01,139,211,6,21,145,232,377
INCAHUASI,consulta externa, personas de 60 anos y mas,2014-09-01,121,149,6,13,127,162,289
INGAVI (HUMAITA),consulta externa, personas de 60 anos y mas,2014-09-01,7,3,1,0,8,3,11
INQUISIVI,consulta externa, personas de 60 anos y mas,2014-09-01,173,158,5,2,178,160,338
IRUPANA (VILLA DE LANZA),consulta externa, personas de 60 anos y mas,2014-09-01,252,193,72,91,324,284,608
IXIAMAS,consulta externa, personas de 60 anos y mas,2014-09-01,53,33,1,5,54,38,92
JESUS DE MACHACA,consulta externa, personas de 60 anos y mas,2014-09-01,380,372,63,71,443,443,886
LA ASUNTA,consulta externa, personas de 60 anos y mas,2014-09-01,143,104,80,50,223,154,377
LA GUARDIA,consulta externa, personas de 60 anos y mas,2014-09-01,358,427,25,40,383,467,850
LA PAZ,consulta externa, personas de 60 anos y mas,2014-09-01,11026,14825,11727,17424,22753,32249,55002
LA RIVERA,consulta externa, personas de 60 anos y mas,2014-09-01,6,12,5,0,11,12,23
LAGUNILLAS,consulta externa, personas de 60 anos y mas,2014-09-01,73,98,4,6,77,104,181
LAJA,consulta externa, personas de 60 anos y mas,2014-09-01,196,246,45,56,241,302,543
LAS CARRERAS,consulta externa, personas de 60 anos y mas,2014-09-01,62,135,2,0,64,135,199
LICOMA PAMPA,consulta externa, personas de 60 anos y mas,2014-09-01,64,65,1,0,65,65,130
LLALLAGUA,consulta externa, personas de 60 anos y mas,2014-09-01,318,531,98,87,416,618,1034
LLICA,consulta externa, personas de 60 anos y mas,2014-09-01,54,75,7,10,61,85,146
LORETO,consulta externa, personas de 60 anos y mas,2014-09-01,38,42,30,29,68,71,139
LURIBAY,consulta externa, personas de 60 anos y mas,2014-09-01,180,192,7,14,187,206,393
MACHACAMARCA,consulta externa, personas de 60 anos y mas,2014-09-01,61,101,4,44,65,145,210
MACHARETI,consulta externa, personas de 60 anos y mas,2014-09-01,113,141,17,17,130,158,288
MAGDALENA,consulta externa, personas de 60 anos y mas,2014-09-01,73,81,3,5,76,86,162
MAIRANA,consulta externa, personas de 60 anos y mas,2014-09-01,65,103,24,36,89,139,228
