,group,variable,month,TOTAL 1.1 MENORES DE 5 AÑOS NUEVO,TOTAL 1.1 MENORES DE 5 AÑOS NUEVO,TOTAL 1.1 MENORES DE 5 AÑOS REPETIDO,TOTAL 1.1 MENORES DE 5 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
SAN ANDRES DE MACHACA,consulta externa, menores de 5 anos,2014-08-01,60,56,3,2,63,58,121
SAN ANTONIO DE ESMORUCO,consulta externa, menores de 5 anos,2014-08-01,64,45,7,11,71,56,127
SAN ANTONIO DE LOMERIO,consulta externa, menores de 5 anos,2014-08-01,195,194,3,2,198,196,394
SAN BENITO,consulta externa, menores de 5 anos,2014-08-01,247,222,25,43,272,265,537
SAN BORJA,consulta externa, menores de 5 anos,2014-08-01,1278,1136,73,62,1351,1198,2549
SAN BUENA VENTURA,consulta externa, menores de 5 anos,2014-08-01,268,211,97,101,365,312,677
SAN CARLOS,consulta externa, menores de 5 anos,2014-08-01,632,617,58,78,690,695,1385
SAN IGNACIO,consulta externa, menores de 5 anos,2014-08-01,624,568,52,46,676,614,1290
SAN IGNACIO DE VELASCO,consulta externa, menores de 5 anos,2014-08-01,1230,1195,481,453,1711,1648,3359
SAN JAVIER(BNI),consulta externa, menores de 5 anos,2014-08-01,55,48,1,0,56,48,104
SAN JAVIER(STC),consulta externa, menores de 5 anos,2014-08-01,122,136,1,2,123,138,261
SAN JOAQUIN,consulta externa, menores de 5 anos,2014-08-01,129,125,3,4,132,129,261
SAN JOSE DE CHIQUITOS,consulta externa, menores de 5 anos,2014-08-01,305,295,31,34,336,329,665
SAN JUAN DE YAPACANI,consulta externa, menores de 5 anos,2014-08-01,330,282,31,23,361,305,666
SAN JULIAN,consulta externa, menores de 5 anos,2014-08-01,1420,1367,121,96,1541,1463,3004
SAN LORENZO(PND),consulta externa, menores de 5 anos,2014-08-01,168,190,67,67,235,257,492
SAN LORENZO(TJA),consulta externa, menores de 5 anos,2014-08-01,480,479,56,47,536,526,1062
SAN LUCAS,consulta externa, menores de 5 anos,2014-08-01,894,887,35,26,929,913,1842
SAN MATIAS,consulta externa, menores de 5 anos,2014-08-01,251,212,134,97,385,309,694
SAN MIGUEL DE VELASCO,consulta externa, menores de 5 anos,2014-08-01,207,193,37,29,244,222,466
SAN PABLO DE LIPEZ,consulta externa, menores de 5 anos,2014-08-01,99,116,4,5,103,121,224
SAN PEDRO,consulta externa, menores de 5 anos,2014-08-01,715,614,57,32,772,646,1418
SAN PEDRO DE BUENA VISTA,consulta externa, menores de 5 anos,2014-08-01,706,630,5,4,711,634,1345
SAN PEDRO DE CURAHUARA,consulta externa, menores de 5 anos,2014-08-01,156,138,12,1,168,139,307
SAN PEDRO DE QUEMES,consulta externa, menores de 5 anos,2014-08-01,17,14,0,0,17,14,31
SAN PEDRO DE TIQUINA,consulta externa, menores de 5 anos,2014-08-01,58,48,9,3,67,51,118
SAN PEDRO(PND),consulta externa, menores de 5 anos,2014-08-01,113,102,0,4,113,106,219
SAN RAFAEL,consulta externa, menores de 5 anos,2014-08-01,300,231,19,18,319,249,568
SAN RAMON BENI,consulta externa, menores de 5 anos,2014-08-01,159,150,1,0,160,150,310
SAN RAMON SCZ,consulta externa, menores de 5 anos,2014-08-01,82,151,3,1,85,152,237
SANTA ANA,consulta externa, menores de 5 anos,2014-08-01,302,335,355,359,657,694,1351
SANTA CRUZ DE LA SIERRA,consulta externa, menores de 5 anos,2014-08-01,25330,22652,4641,4533,29971,27185,57156
SANTA ROSA,consulta externa, menores de 5 anos,2014-08-01,322,381,9,11,331,392,723
SANTA ROSA DEL SARA,consulta externa, menores de 5 anos,2014-08-01,445,418,94,81,539,499,1038
SANTIAGO DE CALLAPA,consulta externa, menores de 5 anos,2014-08-01,55,35,0,0,55,35,90
SANTIAGO DE HUARI,consulta externa, menores de 5 anos,2014-08-01,193,184,6,2,199,186,385
SANTIAGO DE HUATA,consulta externa, menores de 5 anos,2014-08-01,62,57,4,3,66,60,126
SANTIAGO DE MACHACA,consulta externa, menores de 5 anos,2014-08-01,28,38,1,0,29,38,67
SANTIVAÑES,consulta externa, menores de 5 anos,2014-08-01,138,94,7,1,145,95,240
SANTUARIO DE QUILLACAS,consulta externa, menores de 5 anos,2014-08-01,53,53,2,1,55,54,109
SAPAHAQUI,consulta externa, menores de 5 anos,2014-08-01,128,130,5,2,133,132,265
SENA,consulta externa, menores de 5 anos,2014-08-01,146,47,6,3,152,50,202
SHINAOTA,consulta externa, menores de 5 anos,2014-08-01,897,773,80,83,977,856,1833
SICA SICA (VILLA AROMA),consulta externa, menores de 5 anos,2014-08-01,304,291,7,6,311,297,608
SICAYA,consulta externa, menores de 5 anos,2014-08-01,22,27,3,0,25,27,52
SIPE SIPE,consulta externa, menores de 5 anos,2014-08-01,830,692,176,147,1006,839,1845
SOPACHUY,consulta externa, menores de 5 anos,2014-08-01,281,249,10,12,291,261,552
SORACACHI,consulta externa, menores de 5 anos,2014-08-01,192,167,4,4,196,171,367
SORATA,consulta externa, menores de 5 anos,2014-08-01,301,246,29,23,330,269,599
SUCRE,consulta externa, menores de 5 anos,2014-08-01,7512,7295,3605,3108,11117,10403,21520
TACACHI,consulta externa, menores de 5 anos,2014-08-01,24,27,0,0,24,27,51
TACACOMA,consulta externa, menores de 5 anos,2014-08-01,180,162,4,4,184,166,350
TACOBAMBA,consulta externa, menores de 5 anos,2014-08-01,210,183,3,3,213,186,399
TACOPAYA,consulta externa, menores de 5 anos,2014-08-01,110,99,46,46,156,145,301
TAHUA,consulta externa, menores de 5 anos,2014-08-01,30,30,0,0,30,30,60
TAPACARI,consulta externa, menores de 5 anos,2014-08-01,603,517,19,14,622,531,1153
TARABUCO,consulta externa, menores de 5 anos,2014-08-01,373,318,3,2,376,320,696
TARACO,consulta externa, menores de 5 anos,2014-08-01,37,25,23,14,60,39,99
TARATA,consulta externa, menores de 5 anos,2014-08-01,123,78,23,17,146,95,241
TARIJA,consulta externa, menores de 5 anos,2014-08-01,5532,4773,997,1055,6529,5828,12357
TARVITA,consulta externa, menores de 5 anos,2014-08-01,566,547,5,10,571,557,1128
TEOPONTE,consulta externa, menores de 5 anos,2014-08-01,339,326,38,31,377,357,734
TIAWANACU,consulta externa, menores de 5 anos,2014-08-01,146,141,33,32,179,173,352
TINGUIPAYA,consulta externa, menores de 5 anos,2014-08-01,412,307,2,1,414,308,722
TIPUANI,consulta externa, menores de 5 anos,2014-08-01,329,315,49,48,378,363,741
TIQUIPAYA,consulta externa, menores de 5 anos,2014-08-01,1216,1021,241,193,1457,1214,2671
TIRAQUE (CBBA),consulta externa, menores de 5 anos,2014-08-01,256,304,2,3,258,307,565
TITO YUPANQUI (PARQUIPUJIO),consulta externa, menores de 5 anos,2014-08-01,10,7,11,8,21,15,36
TOCO,consulta externa, menores de 5 anos,2014-08-01,118,99,54,50,172,149,321
TODOS SANTOS,consulta externa, menores de 5 anos,2014-08-01,6,4,0,0,6,4,10
TOLATA,consulta externa, menores de 5 anos,2014-08-01,36,40,156,121,192,161,353
TOLEDO,consulta externa, menores de 5 anos,2014-08-01,70,57,8,0,78,57,135
TOMAVE,consulta externa, menores de 5 anos,2014-08-01,222,226,7,7,229,233,462
TOMINA,consulta externa, menores de 5 anos,2014-08-01,255,268,9,5,264,273,537
TORO TORO,consulta externa, menores de 5 anos,2014-08-01,335,360,9,4,344,364,708
TOTORA(CBBA),consulta externa, menores de 5 anos,2014-08-01,228,202,38,29,266,231,497
TOTORA(ORR),consulta externa, menores de 5 anos,2014-08-01,103,78,8,4,111,82,193
TRIGAL,consulta externa, menores de 5 anos,2014-08-01,49,29,2,3,51,32,83
TRINIDAD,consulta externa, menores de 5 anos,2014-08-01,2931,2699,535,452,3466,3151,6617
TUPIZA,consulta externa, menores de 5 anos,2014-08-01,1110,1066,81,61,1191,1127,2318
TURCO,consulta externa, menores de 5 anos,2014-08-01,60,61,3,4,63,65,128
UMALA,consulta externa, menores de 5 anos,2014-08-01,147,158,6,4,153,162,315
UNCIA,consulta externa, menores de 5 anos,2014-08-01,454,391,16,30,470,421,891
URIONDO (A. CONCEPCION),consulta externa, menores de 5 anos,2014-08-01,435,492,65,54,500,546,1046
URUBICHA,consulta externa, menores de 5 anos,2014-08-01,173,169,11,8,184,177,361
UYUNI,consulta externa, menores de 5 anos,2014-08-01,449,468,17,19,466,487,953
VACAS,consulta externa, menores de 5 anos,2014-08-01,175,145,51,55,226,200,426
VALLEGRANDE,consulta externa, menores de 5 anos,2014-08-01,261,232,35,35,296,267,563
VIACHA,consulta externa, menores de 5 anos,2014-08-01,1053,935,355,310,1408,1245,2653
VILA VILA,consulta externa, menores de 5 anos,2014-08-01,97,97,1,4,98,101,199
VILLA CHARCAS,consulta externa, menores de 5 anos,2014-08-01,327,319,2,5,329,324,653
VILLA MONTES,consulta externa, menores de 5 anos,2014-08-01,944,840,59,50,1003,890,1893
VILLA NUEVA (LOMA ALTA),consulta externa, menores de 5 anos,2014-08-01,123,108,6,1,129,109,238
VILLA RIVERO,consulta externa, menores de 5 anos,2014-08-01,266,228,15,19,281,247,528
VILLA SERRANO,consulta externa, menores de 5 anos,2014-08-01,324,319,48,48,372,367,739
VILLA TUNARI,consulta externa, menores de 5 anos,2014-08-01,2627,2464,81,78,2708,2542,5250
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa, menores de 5 anos,2014-08-01,193,164,51,32,244,196,440
VILLAZON,consulta externa, menores de 5 anos,2014-08-01,918,951,75,69,993,1020,2013
VINTO,consulta externa, menores de 5 anos,2014-08-01,356,330,576,503,932,833,1765
VITICHI,consulta externa, menores de 5 anos,2014-08-01,179,158,10,5,189,163,352
WALDO BALLIVIAN,consulta externa, menores de 5 anos,2014-08-01,56,47,0,0,56,47,103
WARNES,consulta externa, menores de 5 anos,2014-08-01,2474,2315,180,197,2654,2512,5166
YACO,consulta externa, menores de 5 anos,2014-08-01,133,140,15,30,148,170,318
YACUIBA,consulta externa, menores de 5 anos,2014-08-01,2537,2310,191,204,2728,2514,5242
YAMPARAEZ,consulta externa, menores de 5 anos,2014-08-01,118,81,7,3,125,84,209
YANACACHI,consulta externa, menores de 5 anos,2014-08-01,192,181,6,2,198,183,381
YAPACANI,consulta externa, menores de 5 anos,2014-08-01,840,811,57,53,897,864,1761
YOCALLA,consulta externa, menores de 5 anos,2014-08-01,145,116,0,1,145,117,262
YOTALA,consulta externa, menores de 5 anos,2014-08-01,168,147,24,20,192,167,359
YUNCHARA,consulta externa, menores de 5 anos,2014-08-01,206,178,5,11,211,189,400
YUNGUYO DE LITORAL,consulta externa, menores de 5 anos,2014-08-01,4,0,0,0,4,0,4
ZUDAÑEZ,consulta externa, menores de 5 anos,2014-08-01,193,199,14,8,207,207,414
ACACIO,consulta externa, menores de 5 anos,2014-09-01,89,89,1,2,90,91,181
ACHACACHI,consulta externa, menores de 5 anos,2014-09-01,316,287,222,216,538,503,1041
ACHOCALLA,consulta externa, menores de 5 anos,2014-09-01,223,237,4,2,227,239,466
AIQUILE,consulta externa, menores de 5 anos,2014-09-01,462,365,61,56,523,421,944
ALALAY,consulta externa, menores de 5 anos,2014-09-01,28,18,1,1,29,19,48
ALCALA,consulta externa, menores de 5 anos,2014-09-01,106,70,2,0,108,70,178
ALTO BENI,consulta externa, menores de 5 anos,2014-09-01,430,378,7,7,437,385,822
ANCORAIMES,consulta externa, menores de 5 anos,2014-09-01,119,98,3,3,122,101,223
ANDAMARCA,consulta externa, menores de 5 anos,2014-09-01,57,54,2,1,59,55,114
ANTEQUERA,consulta externa, menores de 5 anos,2014-09-01,54,37,2,1,56,38,94
ANZALDO,consulta externa, menores de 5 anos,2014-09-01,43,53,134,117,177,170,347
APOLO,consulta externa, menores de 5 anos,2014-09-01,380,367,144,120,524,487,1011
ARAMPAMPA,consulta externa, menores de 5 anos,2014-09-01,83,75,1,0,84,75,159
ARANI,consulta externa, menores de 5 anos,2014-09-01,86,77,3,3,89,80,169
ARBIETO,consulta externa, menores de 5 anos,2014-09-01,276,276,41,20,317,296,613
ARQUE,consulta externa, menores de 5 anos,2014-09-01,377,362,12,12,389,374,763
ASCENCION DE GUARAYOS,consulta externa, menores de 5 anos,2014-09-01,600,614,6,7,606,621,1227
ATOCHA,consulta externa, menores de 5 anos,2014-09-01,366,337,32,35,398,372,770
AUCAPATA,consulta externa, menores de 5 anos,2014-09-01,68,69,1,2,69,71,140
AYATA,consulta externa, menores de 5 anos,2014-09-01,163,128,3,5,166,133,299
AYO AYO,consulta externa, menores de 5 anos,2014-09-01,88,78,3,3,91,81,172
AYOPAYA (V. DE INDEPENDENCIA),consulta externa, menores de 5 anos,2014-09-01,500,461,8,15,508,476,984
AZURDUY,consulta externa, menores de 5 anos,2014-09-01,453,416,12,13,465,429,894
BATALLAS,consulta externa, menores de 5 anos,2014-09-01,144,125,1,4,145,129,274
BAURES,consulta externa, menores de 5 anos,2014-09-01,178,121,7,5,185,126,311
BELEN DE ANDAMARCA,consulta externa, menores de 5 anos,2014-09-01,30,22,4,1,34,23,57
BELEN DE URMIRI,consulta externa, menores de 5 anos,2014-09-01,32,25,0,0,32,25,57
BELLA FLOR,consulta externa, menores de 5 anos,2014-09-01,91,99,3,4,94,103,197
BERMEJO,consulta externa, menores de 5 anos,2014-09-01,1707,1467,298,194,2005,1661,3666
BETANZOS,consulta externa, menores de 5 anos,2014-09-01,493,501,12,10,505,511,1016
BOLIVAR,consulta externa, menores de 5 anos,2014-09-01,116,113,2,0,118,113,231
BOLPEBRA,consulta externa, menores de 5 anos,2014-09-01,74,64,0,1,74,65,139
BOYUIBE,consulta externa, menores de 5 anos,2014-09-01,55,57,29,15,84,72,156
BUENA VISTA,consulta externa, menores de 5 anos,2014-09-01,338,260,6,0,344,260,604
CABEZAS,consulta externa, menores de 5 anos,2014-09-01,733,770,44,24,777,794,1571
CAIROMA,consulta externa, menores de 5 anos,2014-09-01,180,144,23,22,203,166,369
"CAIZA ""D""",consulta externa, menores de 5 anos,2014-09-01,179,157,1,4,180,161,341
CAJUATA,consulta externa, menores de 5 anos,2014-09-01,271,272,11,10,282,282,564
CALACOTO,consulta externa, menores de 5 anos,2014-09-01,65,72,2,1,67,73,140
CALAMARCA,consulta externa, menores de 5 anos,2014-09-01,181,241,28,5,209,246,455
CAMARGO,consulta externa, menores de 5 anos,2014-09-01,285,230,8,8,293,238,531
CAMATAQUI (C. VILLA ABECIA),consulta externa, menores de 5 anos,2014-09-01,49,32,2,0,51,32,83
CAMIRI,consulta externa, menores de 5 anos,2014-09-01,965,764,84,76,1049,840,1889
CAPINOTA,consulta externa, menores de 5 anos,2014-09-01,305,354,52,44,357,398,755
CAQUIAVIRI,consulta externa, menores de 5 anos,2014-09-01,100,54,0,0,100,54,154
CARACOLLO,consulta externa, menores de 5 anos,2014-09-01,296,254,14,5,310,259,569
CARANAVI,consulta externa, menores de 5 anos,2014-09-01,882,798,171,132,1053,930,1983
CARANGAS,consulta externa, menores de 5 anos,2014-09-01,4,1,0,0,4,1,5
CARAPARI,consulta externa, menores de 5 anos,2014-09-01,453,367,8,6,461,373,834
CARIPUYO,consulta externa, menores de 5 anos,2014-09-01,106,111,5,2,111,113,224
CARMEN RIVERO TORREZ,consulta externa, menores de 5 anos,2014-09-01,63,67,22,26,85,93,178
CATACORA,consulta externa, menores de 5 anos,2014-09-01,11,17,0,2,11,19,30
CHACARILLA,consulta externa, menores de 5 anos,2014-09-01,42,24,0,1,42,25,67
CHALLAPATA,consulta externa, menores de 5 anos,2014-09-01,505,367,82,108,587,475,1062
CHAQUI,consulta externa, menores de 5 anos,2014-09-01,145,128,3,5,148,133,281
CHARAGUA,consulta externa, menores de 5 anos,2014-09-01,902,870,20,33,922,903,1825
CHARAÑA,consulta externa, menores de 5 anos,2014-09-01,25,14,0,1,25,15,40
CHAYANTA,consulta externa, menores de 5 anos,2014-09-01,244,261,4,5,248,266,514
CHIMORE,consulta externa, menores de 5 anos,2014-09-01,884,808,79,73,963,881,1844
CHIPAYA,consulta externa, menores de 5 anos,2014-09-01,27,8,0,0,27,8,35
CHOQUE COTA,consulta externa, menores de 5 anos,2014-09-01,12,11,1,0,13,11,24
CHUA COCANI,consulta externa, menores de 5 anos,2014-09-01,6,2,37,49,43,51,94
CHULUMANI (V. DE LA LIBERTAD),consulta externa, menores de 5 anos,2014-09-01,386,351,38,29,424,380,804
CHUMA,consulta externa, menores de 5 anos,2014-09-01,134,107,2,1,136,108,244
CHUQUIHUTA AYLLU JUCUMANI,consulta externa, menores de 5 anos,2014-09-01,164,121,2,0,166,121,287
CKOCHAS,consulta externa, menores de 5 anos,2014-09-01,449,322,8,6,457,328,785
CLIZA,consulta externa, menores de 5 anos,2014-09-01,294,255,93,65,387,320,707
COBIJA,consulta externa, menores de 5 anos,2014-09-01,2653,1214,119,80,2772,1294,4066
COCAPATA,consulta externa, menores de 5 anos,2014-09-01,446,395,2,2,448,397,845
COCHABAMBA,consulta externa, menores de 5 anos,2014-09-01,10842,9599,5592,5090,16434,14689,31123
COIPASA,consulta externa, menores de 5 anos,2014-09-01,22,12,1,2,23,14,37
COLCAPIRHUA,consulta externa, menores de 5 anos,2014-09-01,358,307,714,520,1072,827,1899
"COLCHA ""K""",consulta externa, menores de 5 anos,2014-09-01,267,225,46,42,313,267,580
COLLANA,consulta externa, menores de 5 anos,2014-09-01,34,25,0,2,34,27,61
COLOMI,consulta externa, menores de 5 anos,2014-09-01,328,306,6,5,334,311,645
COLPA BELGICA,consulta externa, menores de 5 anos,2014-09-01,255,212,29,22,284,234,518
COLQUECHACA,consulta externa, menores de 5 anos,2014-09-01,615,625,50,37,665,662,1327
COLQUENCHA,consulta externa, menores de 5 anos,2014-09-01,118,111,5,4,123,115,238
COLQUIRI,consulta externa, menores de 5 anos,2014-09-01,252,228,41,41,293,269,562
COMANCHE,consulta externa, menores de 5 anos,2014-09-01,14,21,1,1,15,22,37
COMARAPA,consulta externa, menores de 5 anos,2014-09-01,239,253,45,61,284,314,598
COMBAYA,consulta externa, menores de 5 anos,2014-09-01,39,25,1,1,40,26,66
CONCEPCION,consulta externa, menores de 5 anos,2014-09-01,350,319,279,311,629,630,1259
COPACABANA,consulta externa, menores de 5 anos,2014-09-01,114,98,2,1,116,99,215
CORIPATA,consulta externa, menores de 5 anos,2014-09-01,323,275,41,30,364,305,669
CORO CORO,consulta externa, menores de 5 anos,2014-09-01,117,134,3,5,120,139,259
COROICO,consulta externa, menores de 5 anos,2014-09-01,304,201,113,102,417,303,720
CORQUE,consulta externa, menores de 5 anos,2014-09-01,127,110,2,1,129,111,240
COTAGAITA,consulta externa, menores de 5 anos,2014-09-01,618,557,21,22,639,579,1218
COTOCA,consulta externa, menores de 5 anos,2014-09-01,1406,1234,84,83,1490,1317,2807
CRUZ DE MACHACAMARCA,consulta externa, menores de 5 anos,2014-09-01,0,1,0,3,0,4,4
CUATRO CAÑADAS,consulta externa, menores de 5 anos,2014-09-01,537,535,47,46,584,581,1165
CUCHUMUELA (V. G. VILLARROEL),consulta externa, menores de 5 anos,2014-09-01,26,16,3,0,29,16,45
CUEVO,consulta externa, menores de 5 anos,2014-09-01,85,100,11,19,96,119,215
CULPINA,consulta externa, menores de 5 anos,2014-09-01,431,395,78,50,509,445,954
CURAHUARA DE CARANGAS,consulta externa, menores de 5 anos,2014-09-01,75,73,0,0,75,73,148
CURVA,consulta externa, menores de 5 anos,2014-09-01,42,39,1,3,43,42,85
DESAGUADERO,consulta externa, menores de 5 anos,2014-09-01,26,32,1,1,27,33,60
EL ALTO,consulta externa, menores de 5 anos,2014-09-01,15857,14550,4516,3781,20373,18331,38704
EL CHORO,consulta externa, menores de 5 anos,2014-09-01,92,79,3,1,95,80,175
EL PUENTE(STC),consulta externa, menores de 5 anos,2014-09-01,467,374,5,6,472,380,852
EL PUENTE(TJA),consulta externa, menores de 5 anos,2014-09-01,160,192,15,16,175,208,383
EL TORNO,consulta externa, menores de 5 anos,2014-09-01,1122,1139,104,115,1226,1254,2480
EL VILLAR,consulta externa, menores de 5 anos,2014-09-01,105,92,4,2,109,94,203
ENTRE RIOS TRJ,consulta externa, menores de 5 anos,2014-09-01,466,483,6,4,472,487,959
ENTRE RIOS CBBA,consulta externa, menores de 5 anos,2014-09-01,1147,1006,38,31,1185,1037,2222
ESCARA,consulta externa, menores de 5 anos,2014-09-01,4,7,0,0,4,7,11
ESCOMA,consulta externa, menores de 5 anos,2014-09-01,31,33,25,35,56,68,124
ESMERALDA,consulta externa, menores de 5 anos,2014-09-01,4,5,0,0,4,5,9
EUCALIPTUS,consulta externa, menores de 5 anos,2014-09-01,77,71,4,2,81,73,154
EUREKA (SANTOS MERCADO),consulta externa, menores de 5 anos,2014-09-01,62,43,14,10,76,53,129
EXALTACION,consulta externa, menores de 5 anos,2014-09-01,67,59,7,4,74,63,137
FERNANDEZ ALONSO,consulta externa, menores de 5 anos,2014-09-01,459,337,49,28,508,365,873
FILADELFIA,consulta externa, menores de 5 anos,2014-09-01,238,246,1,5,239,251,490
GENERAL SAAVEDRA,consulta externa, menores de 5 anos,2014-09-01,251,262,125,99,376,361,737
GRAL. J.J. PEREZ (CHARAZANI),consulta externa, menores de 5 anos,2014-09-01,194,167,6,5,200,172,372
GUANAY,consulta externa, menores de 5 anos,2014-09-01,304,338,3,6,307,344,651
GUAQUI,consulta externa, menores de 5 anos,2014-09-01,55,38,1,0,56,38,94
GUAYARAMERIN,consulta externa, menores de 5 anos,2014-09-01,1254,1193,261,179,1515,1372,2887
GUTIERREZ,consulta externa, menores de 5 anos,2014-09-01,440,437,103,115,543,552,1095
HUACARETA,consulta externa, menores de 5 anos,2014-09-01,156,167,35,30,191,197,388
HUACAYA (VILLA DE HUACAYA),consulta externa, menores de 5 anos,2014-09-01,114,118,22,23,136,141,277
HUACHACALLA,consulta externa, menores de 5 anos,2014-09-01,13,16,1,6,14,22,36
HUANUNI,consulta externa, menores de 5 anos,2014-09-01,562,474,18,64,580,538,1118
HUARACAJE,consulta externa, menores de 5 anos,2014-09-01,92,94,1,2,93,96,189
HUARINA,consulta externa, menores de 5 anos,2014-09-01,33,48,5,2,38,50,88
HUATAJATA,consulta externa, menores de 5 anos,2014-09-01,30,35,28,37,58,72,130
HUAYLLAMARCA,consulta externa, menores de 5 anos,2014-09-01,54,47,1,1,55,48,103
