,group,variable,month,TOTAL 1.4 PERSONAS DE 21 A 59 AÑOS NUEVO,TOTAL 1.4 PERSONAS DE 21 A 59 AÑOS NUEVO,TOTAL 1.4 PERSONAS DE 21 A 59 AÑOS REPETIDO,TOTAL 1.4 PERSONAS DE 21 A 59 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
CURAHUARA DE CARANGAS,consulta externa, personas de 21 a 59 anos,2014-08-01,52,61,0,1,52,62,114
CURVA,consulta externa, personas de 21 a 59 anos,2014-08-01,48,95,4,4,52,99,151
DESAGUADERO,consulta externa, personas de 21 a 59 anos,2014-08-01,54,72,2,4,56,76,132
EL ALTO,consulta externa, personas de 21 a 59 anos,2014-08-01,10407,23307,4157,10264,14564,33571,48135
EL CHORO,consulta externa, personas de 21 a 59 anos,2014-08-01,37,66,3,2,40,68,108
EL PUENTE(STC),consulta externa, personas de 21 a 59 anos,2014-08-01,249,413,4,8,253,421,674
EL PUENTE(TJA),consulta externa, personas de 21 a 59 anos,2014-08-01,279,636,12,20,291,656,947
EL TORNO,consulta externa, personas de 21 a 59 anos,2014-08-01,664,1621,182,208,846,1829,2675
EL VILLAR,consulta externa, personas de 21 a 59 anos,2014-08-01,131,252,4,10,135,262,397
ENTRE RIOS TRJ,consulta externa, personas de 21 a 59 anos,2014-08-01,698,1404,11,18,709,1422,2131
ENTRE RIOS CBBA,consulta externa, personas de 21 a 59 anos,2014-08-01,177,473,25,17,202,490,692
ESCARA,consulta externa, personas de 21 a 59 anos,2014-08-01,8,7,0,0,8,7,15
ESCOMA,consulta externa, personas de 21 a 59 anos,2014-08-01,62,88,1,5,63,93,156
ESMERALDA,consulta externa, personas de 21 a 59 anos,2014-08-01,13,7,3,0,16,7,23
EUCALIPTUS,consulta externa, personas de 21 a 59 anos,2014-08-01,77,90,0,1,77,91,168
EUREKA (SANTOS MERCADO),consulta externa, personas de 21 a 59 anos,2014-08-01,7,27,0,0,7,27,34
EXALTACION,consulta externa, personas de 21 a 59 anos,2014-08-01,31,55,1,0,32,55,87
FERNANDEZ ALONSO,consulta externa, personas de 21 a 59 anos,2014-08-01,122,342,5,16,127,358,485
FILADELFIA,consulta externa, personas de 21 a 59 anos,2014-08-01,55,96,0,0,55,96,151
GENERAL SAAVEDRA,consulta externa, personas de 21 a 59 anos,2014-08-01,102,265,1,3,103,268,371
GRAL. J.J. PEREZ (CHARAZANI),consulta externa, personas de 21 a 59 anos,2014-08-01,138,158,4,10,142,168,310
GUANAY,consulta externa, personas de 21 a 59 anos,2014-08-01,82,135,0,2,82,137,219
GUAQUI,consulta externa, personas de 21 a 59 anos,2014-08-01,50,104,10,3,60,107,167
GUAYARAMERIN,consulta externa, personas de 21 a 59 anos,2014-08-01,795,1584,270,568,1065,2152,3217
GUTIERREZ,consulta externa, personas de 21 a 59 anos,2014-08-01,91,258,0,3,91,261,352
HUACARETA,consulta externa, personas de 21 a 59 anos,2014-08-01,194,358,3,9,197,367,564
HUACAYA (VILLA DE HUACAYA),consulta externa, personas de 21 a 59 anos,2014-08-01,135,157,1,0,136,157,293
HUACHACALLA,consulta externa, personas de 21 a 59 anos,2014-08-01,16,19,0,0,16,19,35
HUANUNI,consulta externa, personas de 21 a 59 anos,2014-08-01,2011,1384,557,323,2568,1707,4275
HUARACAJE,consulta externa, personas de 21 a 59 anos,2014-08-01,43,97,3,1,46,98,144
HUARINA,consulta externa, personas de 21 a 59 anos,2014-08-01,48,55,15,4,63,59,122
HUATAJATA,consulta externa, personas de 21 a 59 anos,2014-08-01,30,38,17,28,47,66,113
HUAYLLAMARCA,consulta externa, personas de 21 a 59 anos,2014-08-01,76,60,6,1,82,61,143
HUMANATA,consulta externa, personas de 21 a 59 anos,2014-08-01,25,30,0,0,25,30,55
ICHOCA,consulta externa, personas de 21 a 59 anos,2014-08-01,34,71,0,0,34,71,105
ICLA,consulta externa, personas de 21 a 59 anos,2014-08-01,118,334,6,11,124,345,469
INCAHUASI,consulta externa, personas de 21 a 59 anos,2014-08-01,65,310,0,4,65,314,379
INGAVI (HUMAITA),consulta externa, personas de 21 a 59 anos,2014-08-01,41,63,2,1,43,64,107
INQUISIVI,consulta externa, personas de 21 a 59 anos,2014-08-01,85,127,8,1,93,128,221
IRUPANA (VILLA DE LANZA),consulta externa, personas de 21 a 59 anos,2014-08-01,246,425,35,35,281,460,741
IXIAMAS,consulta externa, personas de 21 a 59 anos,2014-08-01,137,212,0,0,137,212,349
JESUS DE MACHACA,consulta externa, personas de 21 a 59 anos,2014-08-01,161,392,22,36,183,428,611
LA ASUNTA,consulta externa, personas de 21 a 59 anos,2014-08-01,282,569,46,106,328,675,1003
LA GUARDIA,consulta externa, personas de 21 a 59 anos,2014-08-01,497,1033,33,37,530,1070,1600
LA PAZ,consulta externa, personas de 21 a 59 anos,2014-08-01,17292,37776,10630,26764,27922,64540,92462
LA RIVERA,consulta externa, personas de 21 a 59 anos,2014-08-01,16,16,0,1,16,17,33
LAGUNILLAS,consulta externa, personas de 21 a 59 anos,2014-08-01,137,345,1,5,138,350,488
LAJA,consulta externa, personas de 21 a 59 anos,2014-08-01,122,222,4,16,126,238,364
LAS CARRERAS,consulta externa, personas de 21 a 59 anos,2014-08-01,66,158,3,4,69,162,231
LICOMA PAMPA,consulta externa, personas de 21 a 59 anos,2014-08-01,29,57,4,0,33,57,90
LLALLAGUA,consulta externa, personas de 21 a 59 anos,2014-08-01,460,909,52,39,512,948,1460
LLICA,consulta externa, personas de 21 a 59 anos,2014-08-01,102,131,6,6,108,137,245
LORETO,consulta externa, personas de 21 a 59 anos,2014-08-01,95,177,2,8,97,185,282
LURIBAY,consulta externa, personas de 21 a 59 anos,2014-08-01,139,194,6,3,145,197,342
MACHACAMARCA,consulta externa, personas de 21 a 59 anos,2014-08-01,68,101,25,26,93,127,220
MACHARETI,consulta externa, personas de 21 a 59 anos,2014-08-01,205,400,13,16,218,416,634
MAGDALENA,consulta externa, personas de 21 a 59 anos,2014-08-01,126,299,68,135,194,434,628
MAIRANA,consulta externa, personas de 21 a 59 anos,2014-08-01,75,304,6,18,81,322,403
MALLA,consulta externa, personas de 21 a 59 anos,2014-08-01,17,53,0,0,17,53,70
MAPIRI,consulta externa, personas de 21 a 59 anos,2014-08-01,169,284,7,11,176,295,471
MECAPACA,consulta externa, personas de 21 a 59 anos,2014-08-01,89,174,6,3,95,177,272
MINEROS,consulta externa, personas de 21 a 59 anos,2014-08-01,81,184,0,0,81,184,265
MIZQUE,consulta externa, personas de 21 a 59 anos,2014-08-01,56,223,13,13,69,236,305
MOCOMOCO,consulta externa, personas de 21 a 59 anos,2014-08-01,158,190,3,2,161,192,353
MOJINETE,consulta externa, personas de 21 a 59 anos,2014-08-01,21,35,4,22,25,57,82
MOJOCOYA,consulta externa, personas de 21 a 59 anos,2014-08-01,113,216,7,22,120,238,358
MONTEAGUDO,consulta externa, personas de 21 a 59 anos,2014-08-01,828,1813,54,126,882,1939,2821
MONTERO,consulta externa, personas de 21 a 59 anos,2014-08-01,1158,2976,393,962,1551,3938,5489
MORO MORO,consulta externa, personas de 21 a 59 anos,2014-08-01,41,89,3,7,44,96,140
MOROCHATA,consulta externa, personas de 21 a 59 anos,2014-08-01,48,107,2,2,50,109,159
NACEBE (SANTA ROSA DEL ABUNA),consulta externa, personas de 21 a 59 anos,2014-08-01,94,58,36,0,130,58,188
NAZACARA DE PACAJES,consulta externa, personas de 21 a 59 anos,2014-08-01,14,16,1,0,15,16,31
NUEVO MANOA (NUEVA ESPERANZA),consulta externa, personas de 21 a 59 anos,2014-08-01,62,75,4,9,66,84,150
OCURI,consulta externa, personas de 21 a 59 anos,2014-08-01,133,293,3,7,136,300,436
OKINAWA,consulta externa, personas de 21 a 59 anos,2014-08-01,149,370,2,9,151,379,530
OMEREQUE,consulta externa, personas de 21 a 59 anos,2014-08-01,138,218,6,13,144,231,375
ORURO,consulta externa, personas de 21 a 59 anos,2014-08-01,7405,12936,2361,4764,9766,17700,27466
PADCAYA,consulta externa, personas de 21 a 59 anos,2014-08-01,843,1487,9,32,852,1519,2371
PADILLA,consulta externa, personas de 21 a 59 anos,2014-08-01,455,861,8,14,463,875,1338
PAILON,consulta externa, personas de 21 a 59 anos,2014-08-01,174,334,5,27,179,361,540
PALCA,consulta externa, personas de 21 a 59 anos,2014-08-01,168,301,3,9,171,310,481
PALOS BLANCOS,consulta externa, personas de 21 a 59 anos,2014-08-01,372,749,21,11,393,760,1153
PAMPA AULLAGAS,consulta externa, personas de 21 a 59 anos,2014-08-01,29,35,1,0,30,35,65
PAMPA GRANDE,consulta externa, personas de 21 a 59 anos,2014-08-01,49,132,0,4,49,136,185
PAPEL PAMPA,consulta externa, personas de 21 a 59 anos,2014-08-01,85,188,13,13,98,201,299
PASORAPA,consulta externa, personas de 21 a 59 anos,2014-08-01,91,136,2,2,93,138,231
PATACAMAYA,consulta externa, personas de 21 a 59 anos,2014-08-01,50,132,4,12,54,144,198
PAZÑA,consulta externa, personas de 21 a 59 anos,2014-08-01,89,152,6,12,95,164,259
PELECHUCO,consulta externa, personas de 21 a 59 anos,2014-08-01,147,196,3,3,150,199,349
POCOATA,consulta externa, personas de 21 a 59 anos,2014-08-01,173,259,0,0,173,259,432
POCONA,consulta externa, personas de 21 a 59 anos,2014-08-01,159,213,3,8,162,221,383
POJO (CBBA),consulta externa, personas de 21 a 59 anos,2014-08-01,152,247,20,15,172,262,434
POOPO,consulta externa, personas de 21 a 59 anos,2014-08-01,133,143,11,19,144,162,306
PORCO,consulta externa, personas de 21 a 59 anos,2014-08-01,79,159,1,1,80,160,240
POROMA,consulta externa, personas de 21 a 59 anos,2014-08-01,201,596,3,16,204,612,816
PORONGO,consulta externa, personas de 21 a 59 anos,2014-08-01,127,245,2,5,129,250,379
PORTACHUELO,consulta externa, personas de 21 a 59 anos,2014-08-01,283,462,57,92,340,554,894
PORVENIR,consulta externa, personas de 21 a 59 anos,2014-08-01,144,199,5,9,149,208,357
POSTRER VALLE,consulta externa, personas de 21 a 59 anos,2014-08-01,31,51,3,3,34,54,88
POTOSI,consulta externa, personas de 21 a 59 anos,2014-08-01,5720,10331,1891,3182,7611,13513,21124
PRESTO,consulta externa, personas de 21 a 59 anos,2014-08-01,109,212,0,0,109,212,321
PUCARA,consulta externa, personas de 21 a 59 anos,2014-08-01,56,89,13,20,69,109,178
PUCARANI,consulta externa, personas de 21 a 59 anos,2014-08-01,160,247,8,22,168,269,437
PUERTO ACOSTA,consulta externa, personas de 21 a 59 anos,2014-08-01,76,135,3,4,79,139,218
PUERTO CARABUCO,consulta externa, personas de 21 a 59 anos,2014-08-01,151,217,8,15,159,232,391
PUERTO GONZALO MORENO,consulta externa, personas de 21 a 59 anos,2014-08-01,175,237,7,9,182,246,428
PUERTO PEREZ,consulta externa, personas de 21 a 59 anos,2014-08-01,52,94,4,7,56,101,157
PUERTO QUIJARRO,consulta externa, personas de 21 a 59 anos,2014-08-01,286,480,27,41,313,521,834
PUERTO RICO,consulta externa, personas de 21 a 59 anos,2014-08-01,482,533,0,10,482,543,1025
PUERTO SILES,consulta externa, personas de 21 a 59 anos,2014-08-01,37,35,1,1,38,36,74
PUERTO SUAREZ,consulta externa, personas de 21 a 59 anos,2014-08-01,313,507,77,83,390,590,980
PUERTO VILLARROEL,consulta externa, personas de 21 a 59 anos,2014-08-01,881,1206,39,310,920,1516,2436
PUNA,consulta externa, personas de 21 a 59 anos,2014-08-01,213,520,13,14,226,534,760
PUNATA,consulta externa, personas de 21 a 59 anos,2014-08-01,181,497,133,418,314,915,1229
QUIABAYA,consulta externa, personas de 21 a 59 anos,2014-08-01,48,61,1,1,49,62,111
QUILLACOLLO,consulta externa, personas de 21 a 59 anos,2014-08-01,1856,3238,435,1297,2291,4535,6826
QUIME,consulta externa, personas de 21 a 59 anos,2014-08-01,174,152,132,19,306,171,477
QUIRUSILLAS,consulta externa, personas de 21 a 59 anos,2014-08-01,20,46,1,2,21,48,69
RAVELO,consulta externa, personas de 21 a 59 anos,2014-08-01,167,469,1,7,168,476,644
REYES,consulta externa, personas de 21 a 59 anos,2014-08-01,146,408,36,78,182,486,668
RIBERALTA,consulta externa, personas de 21 a 59 anos,2014-08-01,1174,3224,90,373,1264,3597,4861
ROBORE,consulta externa, personas de 21 a 59 anos,2014-08-01,304,688,26,56,330,744,1074
RURRENABAQUE,consulta externa, personas de 21 a 59 anos,2014-08-01,278,507,75,178,353,685,1038
SABAYA,consulta externa, personas de 21 a 59 anos,2014-08-01,95,134,3,6,98,140,238
SACABA,consulta externa, personas de 21 a 59 anos,2014-08-01,1097,2056,196,467,1293,2523,3816
SACABAMBA,consulta externa, personas de 21 a 59 anos,2014-08-01,27,49,2,3,29,52,81
SACACA,consulta externa, personas de 21 a 59 anos,2014-08-01,153,333,2,4,155,337,492
SAIPINA,consulta externa, personas de 21 a 59 anos,2014-08-01,58,74,1,2,59,76,135
SALINAS DE GARCI MENDOZA,consulta externa, personas de 21 a 59 anos,2014-08-01,161,235,8,6,169,241,410
SAMAIPATA,consulta externa, personas de 21 a 59 anos,2014-08-01,130,281,10,15,140,296,436
SAN AGUSTIN,consulta externa, personas de 21 a 59 anos,2014-08-01,67,105,6,13,73,118,191
SAN ANDRES,consulta externa, personas de 21 a 59 anos,2014-08-01,163,351,24,34,187,385,572
SAN ANDRES DE MACHACA,consulta externa, personas de 21 a 59 anos,2014-08-01,90,125,8,10,98,135,233
SAN ANTONIO DE ESMORUCO,consulta externa, personas de 21 a 59 anos,2014-08-01,33,71,0,3,33,74,107
SAN ANTONIO DE LOMERIO,consulta externa, personas de 21 a 59 anos,2014-08-01,83,104,0,2,83,106,189
SAN BENITO,consulta externa, personas de 21 a 59 anos,2014-08-01,56,137,9,23,65,160,225
SAN BORJA,consulta externa, personas de 21 a 59 anos,2014-08-01,361,1223,59,256,420,1479,1899
SAN BUENA VENTURA,consulta externa, personas de 21 a 59 anos,2014-08-01,170,250,24,15,194,265,459
SAN CARLOS,consulta externa, personas de 21 a 59 anos,2014-08-01,318,690,14,49,332,739,1071
SAN IGNACIO,consulta externa, personas de 21 a 59 anos,2014-08-01,422,704,24,76,446,780,1226
SAN IGNACIO DE VELASCO,consulta externa, personas de 21 a 59 anos,2014-08-01,454,831,25,89,479,920,1399
SAN JAVIER(BNI),consulta externa, personas de 21 a 59 anos,2014-08-01,42,50,2,0,44,50,94
SAN JAVIER(STC),consulta externa, personas de 21 a 59 anos,2014-08-01,68,106,1,4,69,110,179
SAN JOAQUIN,consulta externa, personas de 21 a 59 anos,2014-08-01,87,148,4,2,91,150,241
SAN JOSE DE CHIQUITOS,consulta externa, personas de 21 a 59 anos,2014-08-01,235,499,15,33,250,532,782
SAN JUAN DE YAPACANI,consulta externa, personas de 21 a 59 anos,2014-08-01,161,408,15,20,176,428,604
SAN JULIAN,consulta externa, personas de 21 a 59 anos,2014-08-01,644,1191,39,163,683,1354,2037
SAN LORENZO(PND),consulta externa, personas de 21 a 59 anos,2014-08-01,45,74,0,0,45,74,119
SAN LORENZO(TJA),consulta externa, personas de 21 a 59 anos,2014-08-01,452,1020,5,30,457,1050,1507
SAN LUCAS,consulta externa, personas de 21 a 59 anos,2014-08-01,495,1013,7,2,502,1015,1517
SAN MATIAS,consulta externa, personas de 21 a 59 anos,2014-08-01,195,198,24,28,219,226,445
SAN MIGUEL DE VELASCO,consulta externa, personas de 21 a 59 anos,2014-08-01,70,110,18,55,88,165,253
SAN PABLO DE LIPEZ,consulta externa, personas de 21 a 59 anos,2014-08-01,80,157,0,3,80,160,240
SAN PEDRO,consulta externa, personas de 21 a 59 anos,2014-08-01,338,567,14,24,352,591,943
SAN PEDRO DE BUENA VISTA,consulta externa, personas de 21 a 59 anos,2014-08-01,221,414,3,4,224,418,642
SAN PEDRO DE CURAHUARA,consulta externa, personas de 21 a 59 anos,2014-08-01,99,180,6,3,105,183,288
SAN PEDRO DE QUEMES,consulta externa, personas de 21 a 59 anos,2014-08-01,17,32,0,3,17,35,52
SAN PEDRO DE TIQUINA,consulta externa, personas de 21 a 59 anos,2014-08-01,45,78,6,9,51,87,138
SAN PEDRO(PND),consulta externa, personas de 21 a 59 anos,2014-08-01,44,70,0,2,44,72,116
SAN RAFAEL,consulta externa, personas de 21 a 59 anos,2014-08-01,61,133,9,35,70,168,238
SAN RAMON BENI,consulta externa, personas de 21 a 59 anos,2014-08-01,69,159,0,0,69,159,228
SAN RAMON SCZ,consulta externa, personas de 21 a 59 anos,2014-08-01,142,201,23,149,165,350,515
SANTA ANA,consulta externa, personas de 21 a 59 anos,2014-08-01,257,458,111,235,368,693,1061
SANTA CRUZ DE LA SIERRA,consulta externa, personas de 21 a 59 anos,2014-08-01,24632,50627,6143,19521,30775,70148,100923
SANTA ROSA,consulta externa, personas de 21 a 59 anos,2014-08-01,191,485,16,34,207,519,726
SANTA ROSA DEL SARA,consulta externa, personas de 21 a 59 anos,2014-08-01,201,333,11,20,212,353,565
SANTIAGO DE CALLAPA,consulta externa, personas de 21 a 59 anos,2014-08-01,17,26,1,0,18,26,44
SANTIAGO DE HUARI,consulta externa, personas de 21 a 59 anos,2014-08-01,186,251,26,34,212,285,497
SANTIAGO DE HUATA,consulta externa, personas de 21 a 59 anos,2014-08-01,68,105,4,1,72,106,178
SANTIAGO DE MACHACA,consulta externa, personas de 21 a 59 anos,2014-08-01,20,37,6,2,26,39,65
SANTIVAÑES,consulta externa, personas de 21 a 59 anos,2014-08-01,80,137,5,14,85,151,236
SANTUARIO DE QUILLACAS,consulta externa, personas de 21 a 59 anos,2014-08-01,36,55,1,2,37,57,94
SAPAHAQUI,consulta externa, personas de 21 a 59 anos,2014-08-01,91,165,2,0,93,165,258
SENA,consulta externa, personas de 21 a 59 anos,2014-08-01,87,117,1,0,88,117,205
SHINAOTA,consulta externa, personas de 21 a 59 anos,2014-08-01,484,215,54,44,538,259,797
SICA SICA (VILLA AROMA),consulta externa, personas de 21 a 59 anos,2014-08-01,207,340,11,27,218,367,585
SICAYA,consulta externa, personas de 21 a 59 anos,2014-08-01,26,31,0,1,26,32,58
SIPE SIPE,consulta externa, personas de 21 a 59 anos,2014-08-01,163,416,11,27,174,443,617
SOPACHUY,consulta externa, personas de 21 a 59 anos,2014-08-01,146,257,6,6,152,263,415
SORACACHI,consulta externa, personas de 21 a 59 anos,2014-08-01,91,121,3,5,94,126,220
SORATA,consulta externa, personas de 21 a 59 anos,2014-08-01,176,288,11,18,187,306,493
SUCRE,consulta externa, personas de 21 a 59 anos,2014-08-01,8430,17765,2995,7288,11425,25053,36478
TACACHI,consulta externa, personas de 21 a 59 anos,2014-08-01,12,21,0,0,12,21,33
TACACOMA,consulta externa, personas de 21 a 59 anos,2014-08-01,179,194,16,4,195,198,393
TACOBAMBA,consulta externa, personas de 21 a 59 anos,2014-08-01,113,219,3,0,116,219,335
TACOPAYA,consulta externa, personas de 21 a 59 anos,2014-08-01,71,131,6,6,77,137,214
TAHUA,consulta externa, personas de 21 a 59 anos,2014-08-01,18,44,0,0,18,44,62
TAPACARI,consulta externa, personas de 21 a 59 anos,2014-08-01,130,321,1,1,131,322,453
TARABUCO,consulta externa, personas de 21 a 59 anos,2014-08-01,117,366,2,8,119,374,493
TARACO,consulta externa, personas de 21 a 59 anos,2014-08-01,37,41,16,9,53,50,103
TARATA,consulta externa, personas de 21 a 59 anos,2014-08-01,57,108,4,14,61,122,183
TARIJA,consulta externa, personas de 21 a 59 anos,2014-08-01,7848,15389,2552,6763,10400,22152,32552
TARVITA,consulta externa, personas de 21 a 59 anos,2014-08-01,296,642,1,12,297,654,951
TEOPONTE,consulta externa, personas de 21 a 59 anos,2014-08-01,114,225,3,7,117,232,349
TIAWANACU,consulta externa, personas de 21 a 59 anos,2014-08-01,102,212,5,17,107,229,336
TINGUIPAYA,consulta externa, personas de 21 a 59 anos,2014-08-01,121,273,1,2,122,275,397
TIPUANI,consulta externa, personas de 21 a 59 anos,2014-08-01,175,266,9,10,184,276,460
TIQUIPAYA,consulta externa, personas de 21 a 59 anos,2014-08-01,174,598,8,106,182,704,886
TIRAQUE (CBBA),consulta externa, personas de 21 a 59 anos,2014-08-01,119,269,6,7,125,276,401
TITO YUPANQUI (PARQUIPUJIO),consulta externa, personas de 21 a 59 anos,2014-08-01,39,28,3,3,42,31,73
TOCO,consulta externa, personas de 21 a 59 anos,2014-08-01,32,79,0,14,32,93,125
TODOS SANTOS,consulta externa, personas de 21 a 59 anos,2014-08-01,10,3,1,1,11,4,15
TOLATA,consulta externa, personas de 21 a 59 anos,2014-08-01,41,106,17,26,58,132,190
TOLEDO,consulta externa, personas de 21 a 59 anos,2014-08-01,45,109,2,4,47,113,160
TOMAVE,consulta externa, personas de 21 a 59 anos,2014-08-01,200,340,7,9,207,349,556
TOMINA,consulta externa, personas de 21 a 59 anos,2014-08-01,153,273,5,3,158,276,434
TORO TORO,consulta externa, personas de 21 a 59 anos,2014-08-01,238,349,3,2,241,351,592
TOTORA(CBBA),consulta externa, personas de 21 a 59 anos,2014-08-01,57,158,19,17,76,175,251
TOTORA(ORR),consulta externa, personas de 21 a 59 anos,2014-08-01,38,73,2,2,40,75,115
TRIGAL,consulta externa, personas de 21 a 59 anos,2014-08-01,31,58,1,7,32,65,97
TRINIDAD,consulta externa, personas de 21 a 59 anos,2014-08-01,3906,6724,882,1997,4788,8721,13509
TUPIZA,consulta externa, personas de 21 a 59 anos,2014-08-01,1115,1439,122,196,1237,1635,2872
TURCO,consulta externa, personas de 21 a 59 anos,2014-08-01,72,58,3,1,75,59,134
UMALA,consulta externa, personas de 21 a 59 anos,2014-08-01,81,136,3,5,84,141,225
UNCIA,consulta externa, personas de 21 a 59 anos,2014-08-01,340,563,125,238,465,801,1266
URIONDO (A. CONCEPCION),consulta externa, personas de 21 a 59 anos,2014-08-01,467,1109,25,63,492,1172,1664
URUBICHA,consulta externa, personas de 21 a 59 anos,2014-08-01,31,107,1,10,32,117,149
UYUNI,consulta externa, personas de 21 a 59 anos,2014-08-01,789,1027,50,180,839,1207,2046
VACAS,consulta externa, personas de 21 a 59 anos,2014-08-01,40,82,7,12,47,94,141
VALLEGRANDE,consulta externa, personas de 21 a 59 anos,2014-08-01,204,430,139,340,343,770,1113
VIACHA,consulta externa, personas de 21 a 59 anos,2014-08-01,518,1246,160,305,678,1551,2229
VILA VILA,consulta externa, personas de 21 a 59 anos,2014-08-01,6,38,0,0,6,38,44
VILLA CHARCAS,consulta externa, personas de 21 a 59 anos,2014-08-01,105,282,7,4,112,286,398
VILLA MONTES,consulta externa, personas de 21 a 59 anos,2014-08-01,1365,2169,130,194,1495,2363,3858
