,group,variable,month,TOTAL 1.3 PERSONAS DE 10 A 20 AÑOS NUEVO,TOTAL 1.3 PERSONAS DE 10 A 20 AÑOS NUEVO,TOTAL 1.3 PERSONAS DE 10 A 20 AÑOS REPETIDO,TOTAL 1.3 PERSONAS DE 10 A 20 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
SUCRE,consulta externa, personas de 10 a 20 anos,2014-07-01,3011,4390,1355,1345,4366,5735,10101
TACACHI,consulta externa, personas de 10 a 20 anos,2014-07-01,7,16,0,0,7,16,23
TACACOMA,consulta externa, personas de 10 a 20 anos,2014-07-01,43,53,0,0,43,53,96
TACOBAMBA,consulta externa, personas de 10 a 20 anos,2014-07-01,43,50,0,1,43,51,94
TACOPAYA,consulta externa, personas de 10 a 20 anos,2014-07-01,27,36,2,0,29,36,65
TAHUA,consulta externa, personas de 10 a 20 anos,2014-07-01,2,8,0,0,2,8,10
TAPACARI,consulta externa, personas de 10 a 20 anos,2014-07-01,58,88,0,1,58,89,147
TARABUCO,consulta externa, personas de 10 a 20 anos,2014-07-01,40,82,1,17,41,99,140
TARACO,consulta externa, personas de 10 a 20 anos,2014-07-01,12,28,1,7,13,35,48
TARATA,consulta externa, personas de 10 a 20 anos,2014-07-01,32,39,3,1,35,40,75
TARIJA,consulta externa, personas de 10 a 20 anos,2014-07-01,2729,4665,731,1190,3460,5855,9315
TARVITA,consulta externa, personas de 10 a 20 anos,2014-07-01,66,125,3,3,69,128,197
TEOPONTE,consulta externa, personas de 10 a 20 anos,2014-07-01,41,90,2,1,43,91,134
TIAWANACU,consulta externa, personas de 10 a 20 anos,2014-07-01,59,87,0,3,59,90,149
TINGUIPAYA,consulta externa, personas de 10 a 20 anos,2014-07-01,49,116,4,11,53,127,180
TIPUANI,consulta externa, personas de 10 a 20 anos,2014-07-01,25,74,2,4,27,78,105
TIQUIPAYA,consulta externa, personas de 10 a 20 anos,2014-07-01,84,149,21,55,105,204,309
TIRAQUE (CBBA),consulta externa, personas de 10 a 20 anos,2014-07-01,66,92,1,1,67,93,160
TITO YUPANQUI (PARQUIPUJIO),consulta externa, personas de 10 a 20 anos,2014-07-01,2,3,0,0,2,3,5
TOCO,consulta externa, personas de 10 a 20 anos,2014-07-01,25,37,1,2,26,39,65
TODOS SANTOS,consulta externa, personas de 10 a 20 anos,2014-07-01,6,2,0,0,6,2,8
TOLATA,consulta externa, personas de 10 a 20 anos,2014-07-01,26,39,12,8,38,47,85
TOLEDO,consulta externa, personas de 10 a 20 anos,2014-07-01,21,18,2,1,23,19,42
TOMAVE,consulta externa, personas de 10 a 20 anos,2014-07-01,65,117,3,6,68,123,191
TOMINA,consulta externa, personas de 10 a 20 anos,2014-07-01,124,171,1,1,125,172,297
TORO TORO,consulta externa, personas de 10 a 20 anos,2014-07-01,57,80,1,0,58,80,138
TOTORA(CBBA),consulta externa, personas de 10 a 20 anos,2014-07-01,20,60,3,3,23,63,86
TOTORA(ORR),consulta externa, personas de 10 a 20 anos,2014-07-01,25,32,0,0,25,32,57
TRIGAL,consulta externa, personas de 10 a 20 anos,2014-07-01,22,16,0,3,22,19,41
TRINIDAD,consulta externa, personas de 10 a 20 anos,2014-07-01,1665,2256,325,479,1990,2735,4725
TUPIZA,consulta externa, personas de 10 a 20 anos,2014-07-01,1292,2157,132,226,1424,2383,3807
TURCO,consulta externa, personas de 10 a 20 anos,2014-07-01,9,19,0,0,9,19,28
UMALA,consulta externa, personas de 10 a 20 anos,2014-07-01,10,32,0,0,10,32,42
UNCIA,consulta externa, personas de 10 a 20 anos,2014-07-01,94,154,2,6,96,160,256
URIONDO (A. CONCEPCION),consulta externa, personas de 10 a 20 anos,2014-07-01,224,366,9,21,233,387,620
URUBICHA,consulta externa, personas de 10 a 20 anos,2014-07-01,25,46,2,5,27,51,78
UYUNI,consulta externa, personas de 10 a 20 anos,2014-07-01,129,249,9,12,138,261,399
VACAS,consulta externa, personas de 10 a 20 anos,2014-07-01,16,24,5,1,21,25,46
VALLEGRANDE,consulta externa, personas de 10 a 20 anos,2014-07-01,49,110,23,27,72,137,209
VIACHA,consulta externa, personas de 10 a 20 anos,2014-07-01,303,429,115,149,418,578,996
VILA VILA,consulta externa, personas de 10 a 20 anos,2014-07-01,5,15,0,0,5,15,20
VILLA CHARCAS,consulta externa, personas de 10 a 20 anos,2014-07-01,44,100,2,1,46,101,147
VILLA MONTES,consulta externa, personas de 10 a 20 anos,2014-07-01,537,669,37,71,574,740,1314
VILLA NUEVA (LOMA ALTA),consulta externa, personas de 10 a 20 anos,2014-07-01,8,30,0,0,8,30,38
VILLA RIVERO,consulta externa, personas de 10 a 20 anos,2014-07-01,24,44,2,4,26,48,74
VILLA SERRANO,consulta externa, personas de 10 a 20 anos,2014-07-01,52,85,2,8,54,93,147
VILLA TUNARI,consulta externa, personas de 10 a 20 anos,2014-07-01,409,648,21,67,430,715,1145
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa, personas de 10 a 20 anos,2014-07-01,37,75,10,14,47,89,136
VILLAZON,consulta externa, personas de 10 a 20 anos,2014-07-01,247,451,23,42,270,493,763
VINTO,consulta externa, personas de 10 a 20 anos,2014-07-01,84,181,11,15,95,196,291
VITICHI,consulta externa, personas de 10 a 20 anos,2014-07-01,52,85,0,5,52,90,142
WALDO BALLIVIAN,consulta externa, personas de 10 a 20 anos,2014-07-01,9,13,2,2,11,15,26
WARNES,consulta externa, personas de 10 a 20 anos,2014-07-01,361,667,11,14,372,681,1053
YACO,consulta externa, personas de 10 a 20 anos,2014-07-01,18,50,0,2,18,52,70
YACUIBA,consulta externa, personas de 10 a 20 anos,2014-07-01,1005,1563,166,249,1171,1812,2983
YAMPARAEZ,consulta externa, personas de 10 a 20 anos,2014-07-01,38,48,2,5,40,53,93
YANACACHI,consulta externa, personas de 10 a 20 anos,2014-07-01,27,31,0,6,27,37,64
YAPACANI,consulta externa, personas de 10 a 20 anos,2014-07-01,404,544,24,38,428,582,1010
YOCALLA,consulta externa, personas de 10 a 20 anos,2014-07-01,37,50,0,0,37,50,87
YOTALA,consulta externa, personas de 10 a 20 anos,2014-07-01,50,65,9,10,59,75,134
YUNCHARA,consulta externa, personas de 10 a 20 anos,2014-07-01,92,143,3,2,95,145,240
ZUDAÑEZ,consulta externa, personas de 10 a 20 anos,2014-07-01,20,54,0,1,20,55,75
ACACIO,consulta externa, personas de 10 a 20 anos,2014-08-01,32,51,0,0,32,51,83
ACHACACHI,consulta externa, personas de 10 a 20 anos,2014-08-01,79,269,16,28,95,297,392
ACHOCALLA,consulta externa, personas de 10 a 20 anos,2014-08-01,50,34,4,2,54,36,90
AIQUILE,consulta externa, personas de 10 a 20 anos,2014-08-01,106,175,13,10,119,185,304
ALALAY,consulta externa, personas de 10 a 20 anos,2014-08-01,4,8,0,0,4,8,12
ALCALA,consulta externa, personas de 10 a 20 anos,2014-08-01,53,65,1,0,54,65,119
ALTO BENI,consulta externa, personas de 10 a 20 anos,2014-08-01,60,93,1,0,61,93,154
ANCORAIMES,consulta externa, personas de 10 a 20 anos,2014-08-01,31,39,3,1,34,40,74
ANDAMARCA,consulta externa, personas de 10 a 20 anos,2014-08-01,23,23,1,0,24,23,47
ANTEQUERA,consulta externa, personas de 10 a 20 anos,2014-08-01,10,15,1,0,11,15,26
ANZALDO,consulta externa, personas de 10 a 20 anos,2014-08-01,25,57,0,4,25,61,86
APOLO,consulta externa, personas de 10 a 20 anos,2014-08-01,54,70,5,1,59,71,130
ARAMPAMPA,consulta externa, personas de 10 a 20 anos,2014-08-01,7,17,0,0,7,17,24
ARANI,consulta externa, personas de 10 a 20 anos,2014-08-01,61,50,0,5,61,55,116
ARBIETO,consulta externa, personas de 10 a 20 anos,2014-08-01,37,74,5,14,42,88,130
ARQUE,consulta externa, personas de 10 a 20 anos,2014-08-01,39,119,0,1,39,120,159
ASCENCION DE GUARAYOS,consulta externa, personas de 10 a 20 anos,2014-08-01,35,112,3,3,38,115,153
ATOCHA,consulta externa, personas de 10 a 20 anos,2014-08-01,184,245,9,19,193,264,457
AUCAPATA,consulta externa, personas de 10 a 20 anos,2014-08-01,36,46,0,0,36,46,82
AYATA,consulta externa, personas de 10 a 20 anos,2014-08-01,60,59,5,3,65,62,127
AYO AYO,consulta externa, personas de 10 a 20 anos,2014-08-01,26,44,0,1,26,45,71
AYOPAYA (V. DE INDEPENDENCIA),consulta externa, personas de 10 a 20 anos,2014-08-01,158,167,15,11,173,178,351
AZURDUY,consulta externa, personas de 10 a 20 anos,2014-08-01,53,59,1,0,54,59,113
BATALLAS,consulta externa, personas de 10 a 20 anos,2014-08-01,30,53,0,2,30,55,85
BAURES,consulta externa, personas de 10 a 20 anos,2014-08-01,47,83,1,1,48,84,132
BELEN DE ANDAMARCA,consulta externa, personas de 10 a 20 anos,2014-08-01,11,8,3,2,14,10,24
BELEN DE URMIRI,consulta externa, personas de 10 a 20 anos,2014-08-01,11,10,0,1,11,11,22
BELLA FLOR,consulta externa, personas de 10 a 20 anos,2014-08-01,20,38,7,0,27,38,65
BERMEJO,consulta externa, personas de 10 a 20 anos,2014-08-01,648,554,24,49,672,603,1275
BETANZOS,consulta externa, personas de 10 a 20 anos,2014-08-01,166,239,3,8,169,247,416
BOLIVAR,consulta externa, personas de 10 a 20 anos,2014-08-01,10,13,0,0,10,13,23
BOLPEBRA,consulta externa, personas de 10 a 20 anos,2014-08-01,23,38,0,1,23,39,62
BOYUIBE,consulta externa, personas de 10 a 20 anos,2014-08-01,32,61,7,11,39,72,111
BUENA VISTA,consulta externa, personas de 10 a 20 anos,2014-08-01,64,83,0,1,64,84,148
CABEZAS,consulta externa, personas de 10 a 20 anos,2014-08-01,197,320,5,12,202,332,534
CAIROMA,consulta externa, personas de 10 a 20 anos,2014-08-01,49,112,2,3,51,115,166
"CAIZA ""D""",consulta externa, personas de 10 a 20 anos,2014-08-01,171,151,4,4,175,155,330
CAJUATA,consulta externa, personas de 10 a 20 anos,2014-08-01,51,65,1,0,52,65,117
CALACOTO,consulta externa, personas de 10 a 20 anos,2014-08-01,19,22,0,6,19,28,47
CALAMARCA,consulta externa, personas de 10 a 20 anos,2014-08-01,41,77,5,11,46,88,134
CAMARGO,consulta externa, personas de 10 a 20 anos,2014-08-01,73,138,0,13,73,151,224
CAMATAQUI (C. VILLA ABECIA),consulta externa, personas de 10 a 20 anos,2014-08-01,8,34,0,0,8,34,42
CAMIRI,consulta externa, personas de 10 a 20 anos,2014-08-01,657,806,27,62,684,868,1552
CAPINOTA,consulta externa, personas de 10 a 20 anos,2014-08-01,107,121,17,20,124,141,265
CAQUIAVIRI,consulta externa, personas de 10 a 20 anos,2014-08-01,27,53,3,2,30,55,85
CARACOLLO,consulta externa, personas de 10 a 20 anos,2014-08-01,103,148,5,7,108,155,263
CARANAVI,consulta externa, personas de 10 a 20 anos,2014-08-01,176,252,19,20,195,272,467
CARANGAS,consulta externa, personas de 10 a 20 anos,2014-08-01,1,2,0,1,1,3,4
CARAPARI,consulta externa, personas de 10 a 20 anos,2014-08-01,199,321,3,5,202,326,528
CARIPUYO,consulta externa, personas de 10 a 20 anos,2014-08-01,33,36,0,0,33,36,69
CARMEN RIVERO TORREZ,consulta externa, personas de 10 a 20 anos,2014-08-01,41,38,3,6,44,44,88
CATACORA,consulta externa, personas de 10 a 20 anos,2014-08-01,12,17,0,1,12,18,30
CHACARILLA,consulta externa, personas de 10 a 20 anos,2014-08-01,11,18,6,0,17,18,35
CHALLAPATA,consulta externa, personas de 10 a 20 anos,2014-08-01,80,127,4,28,84,155,239
CHAQUI,consulta externa, personas de 10 a 20 anos,2014-08-01,64,67,4,0,68,67,135
CHARAGUA,consulta externa, personas de 10 a 20 anos,2014-08-01,80,193,4,22,84,215,299
CHARAÑA,consulta externa, personas de 10 a 20 anos,2014-08-01,6,21,0,0,6,21,27
CHAYANTA,consulta externa, personas de 10 a 20 anos,2014-08-01,57,90,1,4,58,94,152
CHIMORE,consulta externa, personas de 10 a 20 anos,2014-08-01,123,189,7,5,130,194,324
CHIPAYA,consulta externa, personas de 10 a 20 anos,2014-08-01,10,10,0,0,10,10,20
CHOQUE COTA,consulta externa, personas de 10 a 20 anos,2014-08-01,5,7,0,1,5,8,13
CHUA COCANI,consulta externa, personas de 10 a 20 anos,2014-08-01,10,20,6,0,16,20,36
CHULUMANI (V. DE LA LIBERTAD),consulta externa, personas de 10 a 20 anos,2014-08-01,63,61,1,2,64,63,127
CHUMA,consulta externa, personas de 10 a 20 anos,2014-08-01,42,56,0,0,42,56,98
CHUQUIHUTA AYLLU JUCUMANI,consulta externa, personas de 10 a 20 anos,2014-08-01,20,19,0,0,20,19,39
CKOCHAS,consulta externa, personas de 10 a 20 anos,2014-08-01,72,115,0,5,72,120,192
CLIZA,consulta externa, personas de 10 a 20 anos,2014-08-01,84,50,7,7,91,57,148
COBIJA,consulta externa, personas de 10 a 20 anos,2014-08-01,748,955,139,116,887,1071,1958
COCAPATA,consulta externa, personas de 10 a 20 anos,2014-08-01,52,85,0,2,52,87,139
COCHABAMBA,consulta externa, personas de 10 a 20 anos,2014-08-01,3539,5049,1902,2824,5441,7873,13314
COIPASA,consulta externa, personas de 10 a 20 anos,2014-08-01,6,15,0,0,6,15,21
COLCAPIRHUA,consulta externa, personas de 10 a 20 anos,2014-08-01,126,191,109,97,235,288,523
"COLCHA ""K""",consulta externa, personas de 10 a 20 anos,2014-08-01,69,122,2,11,71,133,204
COLLANA,consulta externa, personas de 10 a 20 anos,2014-08-01,14,26,3,0,17,26,43
COLOMI,consulta externa, personas de 10 a 20 anos,2014-08-01,32,69,0,2,32,71,103
COLPA BELGICA,consulta externa, personas de 10 a 20 anos,2014-08-01,58,115,7,12,65,127,192
COLQUECHACA,consulta externa, personas de 10 a 20 anos,2014-08-01,60,104,3,3,63,107,170
COLQUENCHA,consulta externa, personas de 10 a 20 anos,2014-08-01,31,67,3,6,34,73,107
COLQUIRI,consulta externa, personas de 10 a 20 anos,2014-08-01,62,93,16,22,78,115,193
COMANCHE,consulta externa, personas de 10 a 20 anos,2014-08-01,16,25,0,1,16,26,42
COMARAPA,consulta externa, personas de 10 a 20 anos,2014-08-01,62,155,9,18,71,173,244
COMBAYA,consulta externa, personas de 10 a 20 anos,2014-08-01,4,6,0,0,4,6,10
CONCEPCION,consulta externa, personas de 10 a 20 anos,2014-08-01,48,124,14,17,62,141,203
COPACABANA,consulta externa, personas de 10 a 20 anos,2014-08-01,21,27,1,0,22,27,49
CORIPATA,consulta externa, personas de 10 a 20 anos,2014-08-01,49,68,3,11,52,79,131
CORO CORO,consulta externa, personas de 10 a 20 anos,2014-08-01,77,76,3,2,80,78,158
COROICO,consulta externa, personas de 10 a 20 anos,2014-08-01,64,95,25,40,89,135,224
CORQUE,consulta externa, personas de 10 a 20 anos,2014-08-01,36,54,3,2,39,56,95
COTAGAITA,consulta externa, personas de 10 a 20 anos,2014-08-01,305,395,29,24,334,419,753
COTOCA,consulta externa, personas de 10 a 20 anos,2014-08-01,139,325,2,5,141,330,471
CUATRO CAÑADAS,consulta externa, personas de 10 a 20 anos,2014-08-01,103,208,3,12,106,220,326
CUCHUMUELA (V. G. VILLARROEL),consulta externa, personas de 10 a 20 anos,2014-08-01,7,5,4,0,11,5,16
CUEVO,consulta externa, personas de 10 a 20 anos,2014-08-01,45,72,2,3,47,75,122
CULPINA,consulta externa, personas de 10 a 20 anos,2014-08-01,82,96,2,1,84,97,181
CURAHUARA DE CARANGAS,consulta externa, personas de 10 a 20 anos,2014-08-01,14,24,0,0,14,24,38
CURVA,consulta externa, personas de 10 a 20 anos,2014-08-01,8,21,0,1,8,22,30
DESAGUADERO,consulta externa, personas de 10 a 20 anos,2014-08-01,38,22,0,0,38,22,60
EL ALTO,consulta externa, personas de 10 a 20 anos,2014-08-01,4771,7246,1169,1830,5940,9076,15016
EL CHORO,consulta externa, personas de 10 a 20 anos,2014-08-01,29,18,0,0,29,18,47
EL PUENTE(STC),consulta externa, personas de 10 a 20 anos,2014-08-01,91,176,2,7,93,183,276
EL PUENTE(TJA),consulta externa, personas de 10 a 20 anos,2014-08-01,100,130,0,1,100,131,231
EL TORNO,consulta externa, personas de 10 a 20 anos,2014-08-01,385,622,47,76,432,698,1130
EL VILLAR,consulta externa, personas de 10 a 20 anos,2014-08-01,69,73,4,0,73,73,146
ENTRE RIOS TRJ,consulta externa, personas de 10 a 20 anos,2014-08-01,322,470,1,3,323,473,796
ENTRE RIOS CBBA,consulta externa, personas de 10 a 20 anos,2014-08-01,97,218,4,6,101,224,325
ESCARA,consulta externa, personas de 10 a 20 anos,2014-08-01,1,3,1,1,2,4,6
ESCOMA,consulta externa, personas de 10 a 20 anos,2014-08-01,16,23,2,0,18,23,41
ESMERALDA,consulta externa, personas de 10 a 20 anos,2014-08-01,0,2,0,1,0,3,3
EUCALIPTUS,consulta externa, personas de 10 a 20 anos,2014-08-01,35,25,0,0,35,25,60
EUREKA (SANTOS MERCADO),consulta externa, personas de 10 a 20 anos,2014-08-01,6,5,0,0,6,5,11
EXALTACION,consulta externa, personas de 10 a 20 anos,2014-08-01,6,10,0,0,6,10,16
FERNANDEZ ALONSO,consulta externa, personas de 10 a 20 anos,2014-08-01,95,152,2,8,97,160,257
FILADELFIA,consulta externa, personas de 10 a 20 anos,2014-08-01,23,44,0,0,23,44,67
GENERAL SAAVEDRA,consulta externa, personas de 10 a 20 anos,2014-08-01,49,97,1,1,50,98,148
GRAL. J.J. PEREZ (CHARAZANI),consulta externa, personas de 10 a 20 anos,2014-08-01,36,38,0,0,36,38,74
GUANAY,consulta externa, personas de 10 a 20 anos,2014-08-01,42,61,0,0,42,61,103
GUAQUI,consulta externa, personas de 10 a 20 anos,2014-08-01,19,30,1,0,20,30,50
GUAYARAMERIN,consulta externa, personas de 10 a 20 anos,2014-08-01,365,491,72,126,437,617,1054
GUTIERREZ,consulta externa, personas de 10 a 20 anos,2014-08-01,48,89,0,1,48,90,138
HUACARETA,consulta externa, personas de 10 a 20 anos,2014-08-01,63,83,0,4,63,87,150
HUACAYA (VILLA DE HUACAYA),consulta externa, personas de 10 a 20 anos,2014-08-01,20,32,1,0,21,32,53
HUACHACALLA,consulta externa, personas de 10 a 20 anos,2014-08-01,6,4,0,0,6,4,10
HUANUNI,consulta externa, personas de 10 a 20 anos,2014-08-01,159,256,24,21,183,277,460
HUARACAJE,consulta externa, personas de 10 a 20 anos,2014-08-01,17,49,0,0,17,49,66
HUARINA,consulta externa, personas de 10 a 20 anos,2014-08-01,18,31,1,2,19,33,52
HUATAJATA,consulta externa, personas de 10 a 20 anos,2014-08-01,7,6,2,7,9,13,22
HUAYLLAMARCA,consulta externa, personas de 10 a 20 anos,2014-08-01,18,20,0,1,18,21,39
HUMANATA,consulta externa, personas de 10 a 20 anos,2014-08-01,11,8,0,0,11,8,19
ICHOCA,consulta externa, personas de 10 a 20 anos,2014-08-01,4,12,0,0,4,12,16
ICLA,consulta externa, personas de 10 a 20 anos,2014-08-01,73,98,0,3,73,101,174
INCAHUASI,consulta externa, personas de 10 a 20 anos,2014-08-01,23,76,0,2,23,78,101
INGAVI (HUMAITA),consulta externa, personas de 10 a 20 anos,2014-08-01,19,23,0,0,19,23,42
INQUISIVI,consulta externa, personas de 10 a 20 anos,2014-08-01,29,48,0,2,29,50,79
IRUPANA (VILLA DE LANZA),consulta externa, personas de 10 a 20 anos,2014-08-01,63,96,4,3,67,99,166
IXIAMAS,consulta externa, personas de 10 a 20 anos,2014-08-01,60,79,0,1,60,80,140
JESUS DE MACHACA,consulta externa, personas de 10 a 20 anos,2014-08-01,71,110,8,7,79,117,196
LA ASUNTA,consulta externa, personas de 10 a 20 anos,2014-08-01,94,128,9,20,103,148,251
LA GUARDIA,consulta externa, personas de 10 a 20 anos,2014-08-01,198,372,23,34,221,406,627
LA PAZ,consulta externa, personas de 10 a 20 anos,2014-08-01,4633,6865,2317,3446,6950,10311,17261
LA RIVERA,consulta externa, personas de 10 a 20 anos,2014-08-01,4,2,0,0,4,2,6
LAGUNILLAS,consulta externa, personas de 10 a 20 anos,2014-08-01,72,130,0,2,72,132,204
LAJA,consulta externa, personas de 10 a 20 anos,2014-08-01,64,90,5,8,69,98,167
LAS CARRERAS,consulta externa, personas de 10 a 20 anos,2014-08-01,23,44,0,0,23,44,67
LICOMA PAMPA,consulta externa, personas de 10 a 20 anos,2014-08-01,5,15,0,0,5,15,20
LLALLAGUA,consulta externa, personas de 10 a 20 anos,2014-08-01,140,273,10,15,150,288,438
LLICA,consulta externa, personas de 10 a 20 anos,2014-08-01,19,34,1,5,20,39,59
LORETO,consulta externa, personas de 10 a 20 anos,2014-08-01,27,61,6,14,33,75,108
LURIBAY,consulta externa, personas de 10 a 20 anos,2014-08-01,63,69,0,1,63,70,133
MACHACAMARCA,consulta externa, personas de 10 a 20 anos,2014-08-01,26,32,1,1,27,33,60
MACHARETI,consulta externa, personas de 10 a 20 anos,2014-08-01,59,158,3,7,62,165,227
MAGDALENA,consulta externa, personas de 10 a 20 anos,2014-08-01,58,109,6,16,64,125,189
MAIRANA,consulta externa, personas de 10 a 20 anos,2014-08-01,26,85,3,6,29,91,120
MALLA,consulta externa, personas de 10 a 20 anos,2014-08-01,8,12,0,0,8,12,20
MAPIRI,consulta externa, personas de 10 a 20 anos,2014-08-01,51,79,4,1,55,80,135
MECAPACA,consulta externa, personas de 10 a 20 anos,2014-08-01,28,70,1,0,29,70,99
MINEROS,consulta externa, personas de 10 a 20 anos,2014-08-01,49,84,0,0,49,84,133
MIZQUE,consulta externa, personas de 10 a 20 anos,2014-08-01,23,75,2,3,25,78,103
MOCOMOCO,consulta externa, personas de 10 a 20 anos,2014-08-01,59,52,6,1,65,53,118
MOJINETE,consulta externa, personas de 10 a 20 anos,2014-08-01,4,14,1,0,5,14,19
MOJOCOYA,consulta externa, personas de 10 a 20 anos,2014-08-01,55,59,2,5,57,64,121
MONTEAGUDO,consulta externa, personas de 10 a 20 anos,2014-08-01,213,412,12,16,225,428,653
MONTERO,consulta externa, personas de 10 a 20 anos,2014-08-01,717,1493,111,260,828,1753,2581
MORO MORO,consulta externa, personas de 10 a 20 anos,2014-08-01,21,20,2,1,23,21,44
MOROCHATA,consulta externa, personas de 10 a 20 anos,2014-08-01,30,56,1,0,31,56,87
NACEBE (SANTA ROSA DEL ABUNA),consulta externa, personas de 10 a 20 anos,2014-08-01,38,47,2,7,40,54,94
NAZACARA DE PACAJES,consulta externa, personas de 10 a 20 anos,2014-08-01,3,7,0,0,3,7,10
NUEVO MANOA (NUEVA ESPERANZA),consulta externa, personas de 10 a 20 anos,2014-08-01,19,30,0,1,19,31,50
OCURI,consulta externa, personas de 10 a 20 anos,2014-08-01,46,74,9,4,55,78,133
OKINAWA,consulta externa, personas de 10 a 20 anos,2014-08-01,59,127,0,5,59,132,191
OMEREQUE,consulta externa, personas de 10 a 20 anos,2014-08-01,49,64,4,0,53,64,117
ORURO,consulta externa, personas de 10 a 20 anos,2014-08-01,1789,2747,575,770,2364,3517,5881
PADCAYA,consulta externa, personas de 10 a 20 anos,2014-08-01,370,464,1,13,371,477,848
PADILLA,consulta externa, personas de 10 a 20 anos,2014-08-01,122,131,2,1,124,132,256
PAILON,consulta externa, personas de 10 a 20 anos,2014-08-01,79,162,3,9,82,171,253
PALCA,consulta externa, personas de 10 a 20 anos,2014-08-01,53,118,1,0,54,118,172
PALOS BLANCOS,consulta externa, personas de 10 a 20 anos,2014-08-01,120,197,4,2,124,199,323
PAMPA AULLAGAS,consulta externa, personas de 10 a 20 anos,2014-08-01,8,8,0,0,8,8,16
PAMPA GRANDE,consulta externa, personas de 10 a 20 anos,2014-08-01,14,57,0,1,14,58,72
PAPEL PAMPA,consulta externa, personas de 10 a 20 anos,2014-08-01,36,79,5,10,41,89,130
PASORAPA,consulta externa, personas de 10 a 20 anos,2014-08-01,22,40,0,0,22,40,62
PATACAMAYA,consulta externa, personas de 10 a 20 anos,2014-08-01,19,50,5,3,24,53,77
PAZÑA,consulta externa, personas de 10 a 20 anos,2014-08-01,25,39,0,2,25,41,66
