,group,variable,month,RESTAURACIONES CANTIDAD,RESTAURACIONES CANTIDAD,TOTALES,TOTALES,TOTALES
BELEN DE ANDAMARCA,atencion odontologica,restauraciones,2012-08-01,0,12,0,12,12
BELEN DE URMIRI,atencion odontologica,restauraciones,2012-08-01,2,10,2,10,12
BERMEJO,atencion odontologica,restauraciones,2012-08-01,155,281,155,281,436
BETANZOS,atencion odontologica,restauraciones,2012-08-01,12,50,12,50,62
BOLIVAR,atencion odontologica,restauraciones,2012-08-01,21,43,21,43,64
BOLPEBRA,atencion odontologica,restauraciones,2012-08-01,8,6,8,6,14
BOYUIBE,atencion odontologica,restauraciones,2012-08-01,15,30,15,30,45
BUENA VISTA,atencion odontologica,restauraciones,2012-08-01,10,8,10,8,18
CABEZAS,atencion odontologica,restauraciones,2012-08-01,26,37,26,37,63
CAIROMA,atencion odontologica,restauraciones,2012-08-01,26,52,26,52,78
"CAIZA ""D""",atencion odontologica,restauraciones,2012-08-01,2,3,2,3,5
CAJUATA,atencion odontologica,restauraciones,2012-08-01,42,83,42,83,125
CALACOTO,atencion odontologica,restauraciones,2012-08-01,65,34,65,34,99
CALAMARCA,atencion odontologica,restauraciones,2012-08-01,73,105,73,105,178
CAMARGO,atencion odontologica,restauraciones,2012-08-01,71,106,71,106,177
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,restauraciones,2012-08-01,13,34,13,34,47
CAMIRI,atencion odontologica,restauraciones,2012-08-01,90,257,90,257,347
CAPINOTA,atencion odontologica,restauraciones,2012-08-01,184,205,184,205,389
CAQUIAVIRI,atencion odontologica,restauraciones,2012-08-01,16,34,16,34,50
CARACOLLO,atencion odontologica,restauraciones,2012-08-01,40,112,40,112,152
CARANAVI,atencion odontologica,restauraciones,2012-08-01,94,134,94,134,228
CARAPARI,atencion odontologica,restauraciones,2012-08-01,99,186,99,186,285
CARIPUYO,atencion odontologica,restauraciones,2012-08-01,19,22,19,22,41
CARMEN RIVERO TORREZ,atencion odontologica,restauraciones,2012-08-01,5,11,5,11,16
CATACORA,atencion odontologica,restauraciones,2012-08-01,13,35,13,35,48
CHALLAPATA,atencion odontologica,restauraciones,2012-08-01,94,137,94,137,231
CHAQUI,atencion odontologica,restauraciones,2012-08-01,2,12,2,12,14
CHARAGUA,atencion odontologica,restauraciones,2012-08-01,27,79,27,79,106
CHARAÑA,atencion odontologica,restauraciones,2012-08-01,31,39,31,39,70
CHAYANTA,atencion odontologica,restauraciones,2012-08-01,28,44,28,44,72
CHIMORE,atencion odontologica,restauraciones,2012-08-01,26,55,26,55,81
CHIPAYA,atencion odontologica,restauraciones,2012-08-01,3,10,3,10,13
CHOQUE COTA,atencion odontologica,restauraciones,2012-08-01,5,4,5,4,9
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,restauraciones,2012-08-01,26,61,26,61,87
CHUMA,atencion odontologica,restauraciones,2012-08-01,35,54,35,54,89
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,restauraciones,2012-08-01,4,8,4,8,12
CKOCHAS,atencion odontologica,restauraciones,2012-08-01,7,20,7,20,27
CLIZA,atencion odontologica,restauraciones,2012-08-01,56,96,56,96,152
COBIJA,atencion odontologica,restauraciones,2012-08-01,209,376,209,376,585
COCAPATA,atencion odontologica,restauraciones,2012-08-01,25,61,25,61,86
COCHABAMBA,atencion odontologica,restauraciones,2012-08-01,3604,4855,3604,4855,8459
COIPASA,atencion odontologica,restauraciones,2012-08-01,17,26,17,26,43
COLCAPIRHUA,atencion odontologica,restauraciones,2012-08-01,226,301,226,301,527
"COLCHA ""K""",atencion odontologica,restauraciones,2012-08-01,11,25,11,25,36
COLLANA,atencion odontologica,restauraciones,2012-08-01,11,37,11,37,48
COLOMI,atencion odontologica,restauraciones,2012-08-01,17,44,17,44,61
COLPA BELGICA,atencion odontologica,restauraciones,2012-08-01,18,47,18,47,65
COLQUECHACA,atencion odontologica,restauraciones,2012-08-01,52,73,52,73,125
COLQUENCHA,atencion odontologica,restauraciones,2012-08-01,11,18,11,18,29
COLQUIRI,atencion odontologica,restauraciones,2012-08-01,20,47,20,47,67
COMANCHE,atencion odontologica,restauraciones,2012-08-01,48,34,48,34,82
COMARAPA,atencion odontologica,restauraciones,2012-08-01,83,151,83,151,234
CONCEPCION,atencion odontologica,restauraciones,2012-08-01,19,20,19,20,39
COPACABANA,atencion odontologica,restauraciones,2012-08-01,4,15,4,15,19
CORIPATA,atencion odontologica,restauraciones,2012-08-01,2,10,2,10,12
CORO CORO,atencion odontologica,restauraciones,2012-08-01,29,52,29,52,81
COROICO,atencion odontologica,restauraciones,2012-08-01,77,163,77,163,240
CORQUE,atencion odontologica,restauraciones,2012-08-01,1,5,1,5,6
COTAGAITA,atencion odontologica,restauraciones,2012-08-01,66,104,66,104,170
COTOCA,atencion odontologica,restauraciones,2012-08-01,23,109,23,109,132
CUATRO CAÑADAS,atencion odontologica,restauraciones,2012-08-01,615,596,615,596,1211
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,restauraciones,2012-08-01,4,4,4,4,8
CUEVO,atencion odontologica,restauraciones,2012-08-01,6,8,6,8,14
CULPINA,atencion odontologica,restauraciones,2012-08-01,39,55,39,55,94
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2012-08-01,4,9,4,9,13
DESAGUADERO,atencion odontologica,restauraciones,2012-08-01,28,30,28,30,58
EL ALTO,atencion odontologica,restauraciones,2012-08-01,2824,4657,2824,4657,7481
EL PUENTE(STC),atencion odontologica,restauraciones,2012-08-01,25,26,25,26,51
EL PUENTE(TJA),atencion odontologica,restauraciones,2012-08-01,14,58,14,58,72
EL TORNO,atencion odontologica,restauraciones,2012-08-01,100,187,100,187,287
EL VILLAR,atencion odontologica,restauraciones,2012-08-01,20,37,20,37,57
ENTRE RIOS TRJ,atencion odontologica,restauraciones,2012-08-01,47,128,47,128,175
ENTRE RIOS CBBA,atencion odontologica,restauraciones,2012-08-01,52,65,52,65,117
ESCOMA,atencion odontologica,restauraciones,2012-08-01,17,16,17,16,33
EUCALIPTUS,atencion odontologica,restauraciones,2012-08-01,26,51,26,51,77
FERNANDEZ ALONSO,atencion odontologica,restauraciones,2012-08-01,41,63,41,63,104
FILADELFIA,atencion odontologica,restauraciones,2012-08-01,23,34,23,34,57
GENERAL SAAVEDRA,atencion odontologica,restauraciones,2012-08-01,39,80,39,80,119
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,restauraciones,2012-08-01,18,40,18,40,58
GUANAY,atencion odontologica,restauraciones,2012-08-01,12,14,12,14,26
GUAQUI,atencion odontologica,restauraciones,2012-08-01,16,28,16,28,44
GUAYARAMERIN,atencion odontologica,restauraciones,2012-08-01,40,391,40,391,431
GUTIERREZ,atencion odontologica,restauraciones,2012-08-01,13,31,13,31,44
HUACARETA,atencion odontologica,restauraciones,2012-08-01,26,73,26,73,99
HUACAYA (VILLA DE HUACAYA),atencion odontologica,restauraciones,2012-08-01,5,10,5,10,15
HUACHACALLA,atencion odontologica,restauraciones,2012-08-01,3,3,3,3,6
HUANUNI,atencion odontologica,restauraciones,2012-08-01,64,110,64,110,174
HUARACAJE,atencion odontologica,restauraciones,2012-08-01,8,39,8,39,47
HUARINA,atencion odontologica,restauraciones,2012-08-01,10,3,10,3,13
HUAYLLAMARCA,atencion odontologica,restauraciones,2012-08-01,25,36,25,36,61
HUMANATA,atencion odontologica,restauraciones,2012-08-01,3,12,3,12,15
ICHOCA,atencion odontologica,restauraciones,2012-08-01,1,1,1,1,2
ICLA,atencion odontologica,restauraciones,2012-08-01,40,73,40,73,113
INCAHUASI,atencion odontologica,restauraciones,2012-08-01,9,31,9,31,40
INQUISIVI,atencion odontologica,restauraciones,2012-08-01,11,13,11,13,24
IRUPANA (VILLA DE LANZA),atencion odontologica,restauraciones,2012-08-01,33,34,33,34,67
JESUS DE MACHACA,atencion odontologica,restauraciones,2012-08-01,23,56,23,56,79
LA ASUNTA,atencion odontologica,restauraciones,2012-08-01,54,104,54,104,158
LA GUARDIA,atencion odontologica,restauraciones,2012-08-01,97,226,97,226,323
LA PAZ,atencion odontologica,restauraciones,2012-08-01,4902,6700,4902,6700,11602
LAGUNILLAS,atencion odontologica,restauraciones,2012-08-01,0,15,0,15,15
LAJA,atencion odontologica,restauraciones,2012-08-01,17,40,17,40,57
LAS CARRERAS,atencion odontologica,restauraciones,2012-08-01,6,14,6,14,20
LICOMA PAMPA,atencion odontologica,restauraciones,2012-08-01,11,17,11,17,28
LLALLAGUA,atencion odontologica,restauraciones,2012-08-01,49,173,49,173,222
LLICA,atencion odontologica,restauraciones,2012-08-01,11,12,11,12,23
LURIBAY,atencion odontologica,restauraciones,2012-08-01,32,16,32,16,48
MACHACAMARCA,atencion odontologica,restauraciones,2012-08-01,9,11,9,11,20
MACHARETI,atencion odontologica,restauraciones,2012-08-01,10,26,10,26,36
MAGDALENA,atencion odontologica,restauraciones,2012-08-01,18,52,18,52,70
MAIRANA,atencion odontologica,restauraciones,2012-08-01,7,20,7,20,27
MALLA,atencion odontologica,restauraciones,2012-08-01,3,11,3,11,14
MAPIRI,atencion odontologica,restauraciones,2012-08-01,33,62,33,62,95
MECAPACA,atencion odontologica,restauraciones,2012-08-01,17,45,17,45,62
MINEROS,atencion odontologica,restauraciones,2012-08-01,35,100,35,100,135
MIZQUE,atencion odontologica,restauraciones,2012-08-01,26,62,26,62,88
MOCOMOCO,atencion odontologica,restauraciones,2012-08-01,13,32,13,32,45
MOJOCOYA,atencion odontologica,restauraciones,2012-08-01,9,17,9,17,26
MONTEAGUDO,atencion odontologica,restauraciones,2012-08-01,43,208,43,208,251
MONTERO,atencion odontologica,restauraciones,2012-08-01,126,219,126,219,345
MORO MORO,atencion odontologica,restauraciones,2012-08-01,0,13,0,13,13
MOROCHATA,atencion odontologica,restauraciones,2012-08-01,6,1,6,1,7
OCURI,atencion odontologica,restauraciones,2012-08-01,2,10,2,10,12
OKINAWA,atencion odontologica,restauraciones,2012-08-01,15,19,15,19,34
OMEREQUE,atencion odontologica,restauraciones,2012-08-01,3,7,3,7,10
ORURO,atencion odontologica,restauraciones,2012-08-01,1183,1675,1183,1675,2858
PADCAYA,atencion odontologica,restauraciones,2012-08-01,84,190,84,190,274
PADILLA,atencion odontologica,restauraciones,2012-08-01,44,94,44,94,138
PAILON,atencion odontologica,restauraciones,2012-08-01,54,133,54,133,187
PALCA,atencion odontologica,restauraciones,2012-08-01,32,75,32,75,107
PALOS BLANCOS,atencion odontologica,restauraciones,2012-08-01,53,73,53,73,126
PAMPA AULLAGAS,atencion odontologica,restauraciones,2012-08-01,14,17,14,17,31
PAMPA GRANDE,atencion odontologica,restauraciones,2012-08-01,9,27,9,27,36
PAPEL PAMPA,atencion odontologica,restauraciones,2012-08-01,17,29,17,29,46
PASORAPA,atencion odontologica,restauraciones,2012-08-01,11,15,11,15,26
PATACAMAYA,atencion odontologica,restauraciones,2012-08-01,57,103,57,103,160
PAZÑA,atencion odontologica,restauraciones,2012-08-01,12,29,12,29,41
PELECHUCO,atencion odontologica,restauraciones,2012-08-01,19,25,19,25,44
POCOATA,atencion odontologica,restauraciones,2012-08-01,13,92,13,92,105
POCONA,atencion odontologica,restauraciones,2012-08-01,62,122,62,122,184
POJO (CBBA),atencion odontologica,restauraciones,2012-08-01,122,149,122,149,271
POOPO,atencion odontologica,restauraciones,2012-08-01,33,48,33,48,81
PORCO,atencion odontologica,restauraciones,2012-08-01,17,32,17,32,49
POROMA,atencion odontologica,restauraciones,2012-08-01,17,53,17,53,70
PORONGO,atencion odontologica,restauraciones,2012-08-01,12,27,12,27,39
PORTACHUELO,atencion odontologica,restauraciones,2012-08-01,33,62,33,62,95
PORVENIR,atencion odontologica,restauraciones,2012-08-01,66,57,66,57,123
POSTRER VALLE,atencion odontologica,restauraciones,2012-08-01,14,15,14,15,29
POTOSI,atencion odontologica,restauraciones,2012-08-01,1019,1688,1019,1688,2707
PRESTO,atencion odontologica,restauraciones,2012-08-01,3,16,3,16,19
PUCARA,atencion odontologica,restauraciones,2012-08-01,1,7,1,7,8
PUCARANI,atencion odontologica,restauraciones,2012-08-01,26,16,26,16,42
PUERTO ACOSTA,atencion odontologica,restauraciones,2012-08-01,9,26,9,26,35
PUERTO CARABUCO,atencion odontologica,restauraciones,2012-08-01,26,43,26,43,69
PUERTO GONZALO MORENO,atencion odontologica,restauraciones,2012-08-01,36,30,36,30,66
PUERTO PEREZ,atencion odontologica,restauraciones,2012-08-01,6,6,6,6,12
PUERTO QUIJARRO,atencion odontologica,restauraciones,2012-08-01,46,70,46,70,116
PUERTO RICO,atencion odontologica,restauraciones,2012-08-01,29,64,29,64,93
PUERTO SILES,atencion odontologica,restauraciones,2012-08-01,22,37,22,37,59
PUERTO SUAREZ,atencion odontologica,restauraciones,2012-08-01,18,103,18,103,121
PUERTO VILLARROEL,atencion odontologica,restauraciones,2012-08-01,166,300,166,300,466
PUNA,atencion odontologica,restauraciones,2012-08-01,31,61,31,61,92
PUNATA,atencion odontologica,restauraciones,2012-08-01,140,282,140,282,422
QUIABAYA,atencion odontologica,restauraciones,2012-08-01,6,20,6,20,26
QUILLACOLLO,atencion odontologica,restauraciones,2012-08-01,304,515,304,515,819
QUIME,atencion odontologica,restauraciones,2012-08-01,63,75,63,75,138
QUIRUSILLAS,atencion odontologica,restauraciones,2012-08-01,6,9,6,9,15
RAVELO,atencion odontologica,restauraciones,2012-08-01,15,20,15,20,35
REYES,atencion odontologica,restauraciones,2012-08-01,6,8,6,8,14
RIBERALTA,atencion odontologica,restauraciones,2012-08-01,84,254,84,254,338
ROBORE,atencion odontologica,restauraciones,2012-08-01,18,18,18,18,36
RURRENABAQUE,atencion odontologica,restauraciones,2012-08-01,47,65,47,65,112
SABAYA,atencion odontologica,restauraciones,2012-08-01,19,36,19,36,55
SACABA,atencion odontologica,restauraciones,2012-08-01,672,957,672,957,1629
SACABAMBA,atencion odontologica,restauraciones,2012-08-01,16,16,16,16,32
SACACA,atencion odontologica,restauraciones,2012-08-01,9,40,9,40,49
SAIPINA,atencion odontologica,restauraciones,2012-08-01,13,58,13,58,71
SALINAS DE GARCI MENDOZA,atencion odontologica,restauraciones,2012-08-01,92,116,92,116,208
SAMAIPATA,atencion odontologica,restauraciones,2012-08-01,21,48,21,48,69
SAN ANDRES,atencion odontologica,restauraciones,2012-08-01,5,9,5,9,14
SAN ANDRES DE MACHACA,atencion odontologica,restauraciones,2012-08-01,63,69,63,69,132
SAN ANTONIO DE ESMORUCO,atencion odontologica,restauraciones,2012-08-01,1,2,1,2,3
SAN ANTONIO DE LOMERIO,atencion odontologica,restauraciones,2012-08-01,7,27,7,27,34
SAN BENITO,atencion odontologica,restauraciones,2012-08-01,26,60,26,60,86
SAN BORJA,atencion odontologica,restauraciones,2012-08-01,109,207,109,207,316
SAN BUENA VENTURA,atencion odontologica,restauraciones,2012-08-01,13,18,13,18,31
SAN CARLOS,atencion odontologica,restauraciones,2012-08-01,62,118,62,118,180
SAN IGNACIO,atencion odontologica,restauraciones,2012-08-01,53,135,53,135,188
SAN IGNACIO DE VELASCO,atencion odontologica,restauraciones,2012-08-01,49,97,49,97,146
SAN JAVIER(BNI),atencion odontologica,restauraciones,2012-08-01,1,4,1,4,5
SAN JAVIER(STC),atencion odontologica,restauraciones,2012-08-01,10,11,10,11,21
SAN JOAQUIN,atencion odontologica,restauraciones,2012-08-01,24,47,24,47,71
SAN JOSE DE CHIQUITOS,atencion odontologica,restauraciones,2012-08-01,42,71,42,71,113
SAN JUAN DE YAPACANI,atencion odontologica,restauraciones,2012-08-01,2,19,2,19,21
SAN JULIAN,atencion odontologica,restauraciones,2012-08-01,21,37,21,37,58
SAN LORENZO(TJA),atencion odontologica,restauraciones,2012-08-01,91,298,91,298,389
SAN LUCAS,atencion odontologica,restauraciones,2012-08-01,55,139,55,139,194
SAN MATIAS,atencion odontologica,restauraciones,2012-08-01,20,18,20,18,38
SAN MIGUEL DE VELASCO,atencion odontologica,restauraciones,2012-08-01,21,41,21,41,62
SAN PEDRO,atencion odontologica,restauraciones,2012-08-01,84,103,84,103,187
SAN PEDRO DE BUENA VISTA,atencion odontologica,restauraciones,2012-08-01,18,46,18,46,64
SAN PEDRO DE CURAHUARA,atencion odontologica,restauraciones,2012-08-01,25,30,25,30,55
SAN PEDRO DE TIQUINA,atencion odontologica,restauraciones,2012-08-01,0,6,0,6,6
SAN RAFAEL,atencion odontologica,restauraciones,2012-08-01,2,40,2,40,42
SAN RAMON BENI,atencion odontologica,restauraciones,2012-08-01,12,6,12,6,18
SAN RAMON SCZ,atencion odontologica,restauraciones,2012-08-01,11,21,11,21,32
SANTA ANA,atencion odontologica,restauraciones,2012-08-01,132,179,132,179,311
SANTA CRUZ DE LA SIERRA,atencion odontologica,restauraciones,2012-08-01,2233,4559,2233,4559,6792
SANTA ROSA,atencion odontologica,restauraciones,2012-08-01,37,26,37,26,63
SANTA ROSA DEL SARA,atencion odontologica,restauraciones,2012-08-01,25,46,25,46,71
SANTIAGO DE HUARI,atencion odontologica,restauraciones,2012-08-01,163,176,163,176,339
SANTIAGO DE HUATA,atencion odontologica,restauraciones,2012-08-01,5,29,5,29,34
SANTIAGO DE MACHACA,atencion odontologica,restauraciones,2012-08-01,42,89,42,89,131
SANTIVAÑES,atencion odontologica,restauraciones,2012-08-01,13,28,13,28,41
SANTUARIO DE QUILLACAS,atencion odontologica,restauraciones,2012-08-01,14,19,14,19,33
SAPAHAQUI,atencion odontologica,restauraciones,2012-08-01,7,16,7,16,23
SHINAOTA,atencion odontologica,restauraciones,2012-08-01,20,73,20,73,93
SICA SICA (VILLA AROMA),atencion odontologica,restauraciones,2012-08-01,43,58,43,58,101
SICAYA,atencion odontologica,restauraciones,2012-08-01,0,14,0,14,14
SIPE SIPE,atencion odontologica,restauraciones,2012-08-01,118,270,118,270,388
SOPACHUY,atencion odontologica,restauraciones,2012-08-01,58,104,58,104,162
SORACACHI,atencion odontologica,restauraciones,2012-08-01,16,41,16,41,57
SORATA,atencion odontologica,restauraciones,2012-08-01,13,30,13,30,43
SUCRE,atencion odontologica,restauraciones,2012-08-01,2769,4102,2769,4102,6871
TACACHI,atencion odontologica,restauraciones,2012-08-01,3,3,3,3,6
TACACOMA,atencion odontologica,restauraciones,2012-08-01,25,42,25,42,67
TAPACARI,atencion odontologica,restauraciones,2012-08-01,41,125,41,125,166
TARABUCO,atencion odontologica,restauraciones,2012-08-01,9,28,9,28,37
TARACO,atencion odontologica,restauraciones,2012-08-01,36,39,36,39,75
TARATA,atencion odontologica,restauraciones,2012-08-01,36,60,36,60,96
TARIJA,atencion odontologica,restauraciones,2012-08-01,2342,3801,2342,3801,6143
TARVITA,atencion odontologica,restauraciones,2012-08-01,24,59,24,59,83
TEOPONTE,atencion odontologica,restauraciones,2012-08-01,18,43,18,43,61
TIAWANACU,atencion odontologica,restauraciones,2012-08-01,34,30,34,30,64
TINGUIPAYA,atencion odontologica,restauraciones,2012-08-01,2,16,2,16,18
TIPUANI,atencion odontologica,restauraciones,2012-08-01,16,29,16,29,45
TIQUIPAYA,atencion odontologica,restauraciones,2012-08-01,375,853,375,853,1228
TIRAQUE (CBBA),atencion odontologica,restauraciones,2012-08-01,25,63,25,63,88
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,restauraciones,2012-08-01,7,11,7,11,18
TOCO,atencion odontologica,restauraciones,2012-08-01,31,50,31,50,81
TOLATA,atencion odontologica,restauraciones,2012-08-01,9,30,9,30,39
TOLEDO,atencion odontologica,restauraciones,2012-08-01,20,36,20,36,56
TOMAVE,atencion odontologica,restauraciones,2012-08-01,16,34,16,34,50
TOMINA,atencion odontologica,restauraciones,2012-08-01,77,122,77,122,199
TORO TORO,atencion odontologica,restauraciones,2012-08-01,19,53,19,53,72
TOTORA(CBBA),atencion odontologica,restauraciones,2012-08-01,94,117,94,117,211
TRIGAL,atencion odontologica,restauraciones,2012-08-01,5,10,5,10,15
TRINIDAD,atencion odontologica,restauraciones,2012-08-01,260,435,260,435,695
TUPIZA,atencion odontologica,restauraciones,2012-08-01,148,186,148,186,334
TURCO,atencion odontologica,restauraciones,2012-08-01,9,11,9,11,20
UMALA,atencion odontologica,restauraciones,2012-08-01,5,21,5,21,26
UNCIA,atencion odontologica,restauraciones,2012-08-01,19,96,19,96,115
URIONDO (A. CONCEPCION),atencion odontologica,restauraciones,2012-08-01,124,280,124,280,404
URUBICHA,atencion odontologica,restauraciones,2012-08-01,4,4,4,4,8
UYUNI,atencion odontologica,restauraciones,2012-08-01,28,65,28,65,93
VACAS,atencion odontologica,restauraciones,2012-08-01,24,62,24,62,86
