,group,variable,month,ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
"COLCHA ""K""",atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,1,3,1,3,4
COLOMI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,0,1,0,1,1
COLPA BELGICA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,156,178,156,178,334
COLQUECHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,68,76,68,76,144
COMANCHE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,17,11,17,11,28
COMARAPA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,633,886,633,886,1519
CONCEPCION,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,137,145,137,145,282
COPACABANA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,5,0,5,0,5
CORO CORO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,0,3,0,3,3
CORQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,18,10,18,10,28
COTAGAITA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,28,28,28,28,56
CUATRO CAÑADAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,2,6,2,6,8
CUEVO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,38,47,38,47,85
CULPINA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,42,36,42,36,78
CURVA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,18,10,18,10,28
DESAGUADERO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,25,45,25,45,70
EL ALTO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,2313,2211,2313,2211,4524
EL PUENTE(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,2,10,2,10,12
EL TORNO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,313,289,313,289,602
EL VILLAR,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,6,8,6,8,14
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,27,17,27,17,44
FILADELFIA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,19,23,19,23,42
GUAYARAMERIN,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,198,202,198,202,400
GUTIERREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,85,56,85,56,141
HUACARETA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,14,12,14,12,26
HUACAYA (VILLA DE HUACAYA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,13,15,13,15,28
HUANUNI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,10,20,10,20,30
HUARINA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,9,7,9,7,16
ICHOCA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,30,19,30,19,49
ICLA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,494,542,494,542,1036
INCAHUASI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,5,4,5,4,9
IRUPANA (VILLA DE LANZA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,52,54,52,54,106
LA ASUNTA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,49,59,49,59,108
LA GUARDIA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,253,285,253,285,538
LA PAZ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,272,258,272,258,530
LAS CARRERAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,7,12,7,12,19
LLICA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,17,12,17,12,29
MACHARETI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,35,26,35,26,61
MAPIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,37,39,37,39,76
MECAPACA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,22,25,22,25,47
MINEROS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,13,17,13,17,30
MIZQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,6,6,6,6,12
MOCOMOCO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,32,40,32,40,72
MOJOCOYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,5,8,5,8,13
MONTEAGUDO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,58,36,58,36,94
MONTERO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,196,183,196,183,379
MORO MORO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,7,10,7,10,17
MOROCHATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,293,310,293,310,603
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,74,42,74,42,116
OCURI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,19,13,19,13,32
ORURO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,3,0,3,0,3
PADCAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,75,101,75,101,176
PADILLA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,77,86,77,86,163
PALCA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,75,105,75,105,180
PAMPA GRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,14,20,14,20,34
PAPEL PAMPA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,0,1,0,1,1
PASORAPA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,9,2,9,2,11
POCOATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,12,60,12,60,72
POCONA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,29,45,29,45,74
POJO (CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,158,127,158,127,285
PORCO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,3,0,3,0,3
POROMA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,164,161,164,161,325
PORONGO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,34,43,34,43,77
PORVENIR,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,198,335,198,335,533
POTOSI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,9,27,9,27,36
PRESTO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,5,5,5,5,10
PUCARA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,141,109,141,109,250
PUERTO GONZALO MORENO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,35,43,35,43,78
PUERTO RICO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,58,52,58,52,110
PUERTO SUAREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,2,4,2,4,6
PUERTO VILLARROEL,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,66,61,66,61,127
PUNA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,8,3,8,3,11
PUNATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,8,15,8,15,23
QUILLACOLLO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,1051,1234,1051,1234,2285
QUIRUSILLAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,10,5,10,5,15
RAVELO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,26,32,26,32,58
RIBERALTA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,406,357,406,357,763
ROBORE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,229,196,229,196,425
RURRENABAQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,14,17,14,17,31
SACABA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,75,175,75,175,250
SACACA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,6,4,6,4,10
SAIPINA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,6,6,6,6,12
SAMAIPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,129,78,129,78,207
SAN ANDRES,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,10,10,10,10,20
SAN ANDRES DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,13,20,13,20,33
SAN ANTONIO DE ESMORUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,29,25,29,25,54
SAN BUENA VENTURA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,3,2,3,2,5
SAN CARLOS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,3,95,3,95,98
SAN IGNACIO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,286,259,286,259,545
SAN IGNACIO DE VELASCO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,210,223,210,223,433
SAN JAVIER(BNI),atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,45,46,45,46,91
SAN JAVIER(STC),atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,620,649,620,649,1269
SAN JOAQUIN,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,18,24,18,24,42
SAN JOSE DE CHIQUITOS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,41,51,41,51,92
SAN JUAN DE YAPACANI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,32,31,32,31,63
SAN JULIAN,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,31,21,31,21,52
SAN LORENZO(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,29,31,29,31,60
SAN LUCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,199,208,199,208,407
SAN PEDRO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,12,14,12,14,26
SAN PEDRO DE BUENA VISTA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,5,60,5,60,65
SAN PEDRO DE CURAHUARA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,11,2,11,2,13
SAN RAFAEL,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,6,6,6,6,12
SAN RAMON SCZ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,6,10,6,10,16
SANTA CRUZ DE LA SIERRA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,2099,2258,2099,2258,4357
SANTA ROSA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,18,39,18,39,57
SANTA ROSA DEL SARA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,742,671,742,671,1413
SANTIAGO DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,77,91,77,91,168
SENA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,21,28,21,28,49
SICA SICA (VILLA AROMA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,81,75,81,75,156
SICAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,8,16,8,16,24
SIPE SIPE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,256,389,256,389,645
SOPACHUY,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,14,13,14,13,27
SORATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,1,6,1,6,7
SUCRE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,267,233,267,233,500
TACACHI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,6,5,6,5,11
TACACOMA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,1,1,1,1,2
TAPACARI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,120,133,120,133,253
TARABUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,231,219,231,219,450
TARIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,43,46,43,46,89
TARVITA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,1,1,1,1,2
TEOPONTE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,5,11,5,11,16
TIAWANACU,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,32,47,32,47,79
TINGUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,10,15,10,15,25
TIQUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,59,105,59,105,164
TIRAQUE (CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,1,0,1,0,1
TOCO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,32,65,32,65,97
TOLEDO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,1,1,1,1,2
TOMAVE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,21,13,21,13,34
TOMINA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,64,105,64,105,169
TORO TORO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,83,91,83,91,174
TOTORA(CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,44,59,44,59,103
TRIGAL,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,3,8,3,8,11
TRINIDAD,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,102,103,102,103,205
TUPIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,40,48,40,48,88
UMALA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,19,10,19,10,29
URIONDO (A. CONCEPCION),atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,88,76,88,76,164
URUBICHA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,124,100,124,100,224
VALLEGRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,292,263,292,263,555
VIACHA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,139,109,139,109,248
VILLA CHARCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,75,68,75,68,143
VILLA MONTES,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,44,70,44,70,114
VILLA SERRANO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,46,72,46,72,118
VILLA TUNARI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,5,13,5,13,18
VILLAZON,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,6,11,6,11,17
VINTO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,121,132,121,132,253
VITICHI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,30,24,30,24,54
WARNES,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,39,32,39,32,71
YACUIBA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,12,11,12,11,23
YAMPARAEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,8,13,8,13,21
YAPACANI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,6,5,6,5,11
YOCALLA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,10,16,10,16,26
YOTALA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,22,28,22,28,50
YUNCHARA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-08-01,14,25,14,25,39
