,group,variable,month,CIRUGIA BUCAL MENOR CANTIDAD,CIRUGIA BUCAL MENOR CANTIDAD,TOTALES,TOTALES,TOTALES
CORQUE,atencion odontologica,cirugia bucal menor,2012-08-01,1,11,1,11,12
COTAGAITA,atencion odontologica,cirugia bucal menor,2012-08-01,43,52,43,52,95
COTOCA,atencion odontologica,cirugia bucal menor,2012-08-01,32,32,32,32,64
CUATRO CAÑADAS,atencion odontologica,cirugia bucal menor,2012-08-01,44,64,44,64,108
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,cirugia bucal menor,2012-08-01,2,3,2,3,5
CUEVO,atencion odontologica,cirugia bucal menor,2012-08-01,0,12,0,12,12
CULPINA,atencion odontologica,cirugia bucal menor,2012-08-01,28,29,28,29,57
CURAHUARA DE CARANGAS,atencion odontologica,cirugia bucal menor,2012-08-01,2,8,2,8,10
CURVA,atencion odontologica,cirugia bucal menor,2012-08-01,3,4,3,4,7
DESAGUADERO,atencion odontologica,cirugia bucal menor,2012-08-01,19,23,19,23,42
EL ALTO,atencion odontologica,cirugia bucal menor,2012-08-01,1029,1479,1029,1479,2508
EL PUENTE(STC),atencion odontologica,cirugia bucal menor,2012-08-01,31,51,31,51,82
EL PUENTE(TJA),atencion odontologica,cirugia bucal menor,2012-08-01,28,57,28,57,85
EL TORNO,atencion odontologica,cirugia bucal menor,2012-08-01,62,79,62,79,141
EL VILLAR,atencion odontologica,cirugia bucal menor,2012-08-01,3,4,3,4,7
ENTRE RIOS TRJ,atencion odontologica,cirugia bucal menor,2012-08-01,79,136,79,136,215
ENTRE RIOS CBBA,atencion odontologica,cirugia bucal menor,2012-08-01,2,9,2,9,11
ESCOMA,atencion odontologica,cirugia bucal menor,2012-08-01,26,29,26,29,55
EUCALIPTUS,atencion odontologica,cirugia bucal menor,2012-08-01,14,30,14,30,44
FERNANDEZ ALONSO,atencion odontologica,cirugia bucal menor,2012-08-01,26,25,26,25,51
FILADELFIA,atencion odontologica,cirugia bucal menor,2012-08-01,17,8,17,8,25
GENERAL SAAVEDRA,atencion odontologica,cirugia bucal menor,2012-08-01,17,45,17,45,62
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,cirugia bucal menor,2012-08-01,39,74,39,74,113
GUANAY,atencion odontologica,cirugia bucal menor,2012-08-01,19,26,19,26,45
GUAQUI,atencion odontologica,cirugia bucal menor,2012-08-01,19,36,19,36,55
GUAYARAMERIN,atencion odontologica,cirugia bucal menor,2012-08-01,170,63,170,63,233
GUTIERREZ,atencion odontologica,cirugia bucal menor,2012-08-01,51,130,51,130,181
HUACARETA,atencion odontologica,cirugia bucal menor,2012-08-01,14,40,14,40,54
HUACAYA (VILLA DE HUACAYA),atencion odontologica,cirugia bucal menor,2012-08-01,6,45,6,45,51
HUACHACALLA,atencion odontologica,cirugia bucal menor,2012-08-01,8,5,8,5,13
HUANUNI,atencion odontologica,cirugia bucal menor,2012-08-01,55,54,55,54,109
HUARACAJE,atencion odontologica,cirugia bucal menor,2012-08-01,8,6,8,6,14
HUARINA,atencion odontologica,cirugia bucal menor,2012-08-01,7,10,7,10,17
HUAYLLAMARCA,atencion odontologica,cirugia bucal menor,2012-08-01,22,30,22,30,52
HUMANATA,atencion odontologica,cirugia bucal menor,2012-08-01,25,48,25,48,73
ICHOCA,atencion odontologica,cirugia bucal menor,2012-08-01,23,14,23,14,37
ICLA,atencion odontologica,cirugia bucal menor,2012-08-01,15,72,15,72,87
INCAHUASI,atencion odontologica,cirugia bucal menor,2012-08-01,15,71,15,71,86
INQUISIVI,atencion odontologica,cirugia bucal menor,2012-08-01,39,63,39,63,102
IRUPANA (VILLA DE LANZA),atencion odontologica,cirugia bucal menor,2012-08-01,31,40,31,40,71
JESUS DE MACHACA,atencion odontologica,cirugia bucal menor,2012-08-01,48,62,48,62,110
LA ASUNTA,atencion odontologica,cirugia bucal menor,2012-08-01,83,109,83,109,192
LA GUARDIA,atencion odontologica,cirugia bucal menor,2012-08-01,32,72,32,72,104
LA PAZ,atencion odontologica,cirugia bucal menor,2012-08-01,681,1128,681,1128,1809
LAGUNILLAS,atencion odontologica,cirugia bucal menor,2012-08-01,9,18,9,18,27
LAJA,atencion odontologica,cirugia bucal menor,2012-08-01,40,74,40,74,114
LAS CARRERAS,atencion odontologica,cirugia bucal menor,2012-08-01,8,6,8,6,14
LICOMA PAMPA,atencion odontologica,cirugia bucal menor,2012-08-01,2,9,2,9,11
LLALLAGUA,atencion odontologica,cirugia bucal menor,2012-08-01,36,78,36,78,114
LLICA,atencion odontologica,cirugia bucal menor,2012-08-01,19,28,19,28,47
LORETO,atencion odontologica,cirugia bucal menor,2012-08-01,0,2,0,2,2
LURIBAY,atencion odontologica,cirugia bucal menor,2012-08-01,29,22,29,22,51
MACHACAMARCA,atencion odontologica,cirugia bucal menor,2012-08-01,24,20,24,20,44
MACHARETI,atencion odontologica,cirugia bucal menor,2012-08-01,15,18,15,18,33
MAGDALENA,atencion odontologica,cirugia bucal menor,2012-08-01,41,63,41,63,104
MAIRANA,atencion odontologica,cirugia bucal menor,2012-08-01,4,16,4,16,20
MALLA,atencion odontologica,cirugia bucal menor,2012-08-01,6,17,6,17,23
MAPIRI,atencion odontologica,cirugia bucal menor,2012-08-01,23,30,23,30,53
MECAPACA,atencion odontologica,cirugia bucal menor,2012-08-01,11,12,11,12,23
MINEROS,atencion odontologica,cirugia bucal menor,2012-08-01,29,27,29,27,56
MIZQUE,atencion odontologica,cirugia bucal menor,2012-08-01,23,27,23,27,50
MOCOMOCO,atencion odontologica,cirugia bucal menor,2012-08-01,54,86,54,86,140
MOJOCOYA,atencion odontologica,cirugia bucal menor,2012-08-01,8,38,8,38,46
MONTEAGUDO,atencion odontologica,cirugia bucal menor,2012-08-01,14,70,14,70,84
MONTERO,atencion odontologica,cirugia bucal menor,2012-08-01,92,109,92,109,201
MORO MORO,atencion odontologica,cirugia bucal menor,2012-08-01,4,9,4,9,13
MOROCHATA,atencion odontologica,cirugia bucal menor,2012-08-01,7,4,7,4,11
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,cirugia bucal menor,2012-08-01,5,9,5,9,14
OCURI,atencion odontologica,cirugia bucal menor,2012-08-01,25,80,25,80,105
OKINAWA,atencion odontologica,cirugia bucal menor,2012-08-01,12,13,12,13,25
OMEREQUE,atencion odontologica,cirugia bucal menor,2012-08-01,14,13,14,13,27
ORURO,atencion odontologica,cirugia bucal menor,2012-08-01,446,656,446,656,1102
PADCAYA,atencion odontologica,cirugia bucal menor,2012-08-01,176,177,176,177,353
PADILLA,atencion odontologica,cirugia bucal menor,2012-08-01,22,47,22,47,69
PAILON,atencion odontologica,cirugia bucal menor,2012-08-01,8,35,8,35,43
PALCA,atencion odontologica,cirugia bucal menor,2012-08-01,37,51,37,51,88
PALOS BLANCOS,atencion odontologica,cirugia bucal menor,2012-08-01,48,41,48,41,89
PAMPA AULLAGAS,atencion odontologica,cirugia bucal menor,2012-08-01,6,7,6,7,13
PAMPA GRANDE,atencion odontologica,cirugia bucal menor,2012-08-01,2,6,2,6,8
PAPEL PAMPA,atencion odontologica,cirugia bucal menor,2012-08-01,12,15,12,15,27
PASORAPA,atencion odontologica,cirugia bucal menor,2012-08-01,8,29,8,29,37
PATACAMAYA,atencion odontologica,cirugia bucal menor,2012-08-01,23,54,23,54,77
PAZÑA,atencion odontologica,cirugia bucal menor,2012-08-01,9,20,9,20,29
PELECHUCO,atencion odontologica,cirugia bucal menor,2012-08-01,24,34,24,34,58
POCOATA,atencion odontologica,cirugia bucal menor,2012-08-01,20,43,20,43,63
POCONA,atencion odontologica,cirugia bucal menor,2012-08-01,18,66,18,66,84
POJO (CBBA),atencion odontologica,cirugia bucal menor,2012-08-01,40,71,40,71,111
POOPO,atencion odontologica,cirugia bucal menor,2012-08-01,31,31,31,31,62
PORCO,atencion odontologica,cirugia bucal menor,2012-08-01,2,30,2,30,32
POROMA,atencion odontologica,cirugia bucal menor,2012-08-01,10,49,10,49,59
PORONGO,atencion odontologica,cirugia bucal menor,2012-08-01,14,32,14,32,46
PORTACHUELO,atencion odontologica,cirugia bucal menor,2012-08-01,23,33,23,33,56
PORVENIR,atencion odontologica,cirugia bucal menor,2012-08-01,30,42,30,42,72
POSTRER VALLE,atencion odontologica,cirugia bucal menor,2012-08-01,0,1,0,1,1
POTOSI,atencion odontologica,cirugia bucal menor,2012-08-01,286,521,286,521,807
PRESTO,atencion odontologica,cirugia bucal menor,2012-08-01,34,20,34,20,54
PUCARA,atencion odontologica,cirugia bucal menor,2012-08-01,1,1,1,1,2
PUCARANI,atencion odontologica,cirugia bucal menor,2012-08-01,49,107,49,107,156
PUERTO ACOSTA,atencion odontologica,cirugia bucal menor,2012-08-01,21,37,21,37,58
PUERTO CARABUCO,atencion odontologica,cirugia bucal menor,2012-08-01,48,92,48,92,140
PUERTO GONZALO MORENO,atencion odontologica,cirugia bucal menor,2012-08-01,7,6,7,6,13
PUERTO PEREZ,atencion odontologica,cirugia bucal menor,2012-08-01,19,32,19,32,51
PUERTO QUIJARRO,atencion odontologica,cirugia bucal menor,2012-08-01,61,15,61,15,76
PUERTO RICO,atencion odontologica,cirugia bucal menor,2012-08-01,59,43,59,43,102
PUERTO SILES,atencion odontologica,cirugia bucal menor,2012-08-01,17,16,17,16,33
PUERTO SUAREZ,atencion odontologica,cirugia bucal menor,2012-08-01,3,23,3,23,26
PUERTO VILLARROEL,atencion odontologica,cirugia bucal menor,2012-08-01,21,47,21,47,68
PUNA,atencion odontologica,cirugia bucal menor,2012-08-01,28,52,28,52,80
PUNATA,atencion odontologica,cirugia bucal menor,2012-08-01,41,42,41,42,83
QUIABAYA,atencion odontologica,cirugia bucal menor,2012-08-01,12,23,12,23,35
QUILLACOLLO,atencion odontologica,cirugia bucal menor,2012-08-01,70,89,70,89,159
QUIME,atencion odontologica,cirugia bucal menor,2012-08-01,62,62,62,62,124
QUIRUSILLAS,atencion odontologica,cirugia bucal menor,2012-08-01,0,3,0,3,3
RAVELO,atencion odontologica,cirugia bucal menor,2012-08-01,24,44,24,44,68
REYES,atencion odontologica,cirugia bucal menor,2012-08-01,15,48,15,48,63
RIBERALTA,atencion odontologica,cirugia bucal menor,2012-08-01,123,182,123,182,305
ROBORE,atencion odontologica,cirugia bucal menor,2012-08-01,8,13,8,13,21
RURRENABAQUE,atencion odontologica,cirugia bucal menor,2012-08-01,26,46,26,46,72
SABAYA,atencion odontologica,cirugia bucal menor,2012-08-01,19,22,19,22,41
SACABA,atencion odontologica,cirugia bucal menor,2012-08-01,171,262,171,262,433
SACABAMBA,atencion odontologica,cirugia bucal menor,2012-08-01,9,2,9,2,11
SACACA,atencion odontologica,cirugia bucal menor,2012-08-01,32,31,32,31,63
SAIPINA,atencion odontologica,cirugia bucal menor,2012-08-01,18,14,18,14,32
SALINAS DE GARCI MENDOZA,atencion odontologica,cirugia bucal menor,2012-08-01,29,33,29,33,62
SAMAIPATA,atencion odontologica,cirugia bucal menor,2012-08-01,13,24,13,24,37
SAN AGUSTIN,atencion odontologica,cirugia bucal menor,2012-08-01,1,6,1,6,7
SAN ANDRES,atencion odontologica,cirugia bucal menor,2012-08-01,8,9,8,9,17
SAN ANDRES DE MACHACA,atencion odontologica,cirugia bucal menor,2012-08-01,36,28,36,28,64
SAN ANTONIO DE ESMORUCO,atencion odontologica,cirugia bucal menor,2012-08-01,3,12,3,12,15
SAN ANTONIO DE LOMERIO,atencion odontologica,cirugia bucal menor,2012-08-01,10,30,10,30,40
SAN BENITO,atencion odontologica,cirugia bucal menor,2012-08-01,15,13,15,13,28
SAN BORJA,atencion odontologica,cirugia bucal menor,2012-08-01,8,55,8,55,63
SAN BUENA VENTURA,atencion odontologica,cirugia bucal menor,2012-08-01,8,20,8,20,28
SAN CARLOS,atencion odontologica,cirugia bucal menor,2012-08-01,19,35,19,35,54
SAN IGNACIO,atencion odontologica,cirugia bucal menor,2012-08-01,47,111,47,111,158
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucal menor,2012-08-01,39,52,39,52,91
SAN JAVIER(BNI),atencion odontologica,cirugia bucal menor,2012-08-01,0,2,0,2,2
SAN JAVIER(STC),atencion odontologica,cirugia bucal menor,2012-08-01,3,5,3,5,8
SAN JOAQUIN,atencion odontologica,cirugia bucal menor,2012-08-01,31,47,31,47,78
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucal menor,2012-08-01,42,69,42,69,111
SAN JUAN DE YAPACANI,atencion odontologica,cirugia bucal menor,2012-08-01,4,9,4,9,13
SAN JULIAN,atencion odontologica,cirugia bucal menor,2012-08-01,4,9,4,9,13
SAN LORENZO(TJA),atencion odontologica,cirugia bucal menor,2012-08-01,96,234,96,234,330
SAN LUCAS,atencion odontologica,cirugia bucal menor,2012-08-01,46,120,46,120,166
SAN MATIAS,atencion odontologica,cirugia bucal menor,2012-08-01,21,23,21,23,44
SAN MIGUEL DE VELASCO,atencion odontologica,cirugia bucal menor,2012-08-01,32,44,32,44,76
SAN PEDRO,atencion odontologica,cirugia bucal menor,2012-08-01,10,34,10,34,44
SAN PEDRO DE BUENA VISTA,atencion odontologica,cirugia bucal menor,2012-08-01,40,46,40,46,86
SAN PEDRO DE CURAHUARA,atencion odontologica,cirugia bucal menor,2012-08-01,25,35,25,35,60
SAN PEDRO DE TIQUINA,atencion odontologica,cirugia bucal menor,2012-08-01,23,23,23,23,46
SAN RAFAEL,atencion odontologica,cirugia bucal menor,2012-08-01,8,20,8,20,28
SAN RAMON BENI,atencion odontologica,cirugia bucal menor,2012-08-01,15,12,15,12,27
SAN RAMON SCZ,atencion odontologica,cirugia bucal menor,2012-08-01,2,5,2,5,7
SANTA ANA,atencion odontologica,cirugia bucal menor,2012-08-01,57,65,57,65,122
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucal menor,2012-08-01,439,809,439,809,1248
SANTA ROSA,atencion odontologica,cirugia bucal menor,2012-08-01,15,22,15,22,37
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucal menor,2012-08-01,40,51,40,51,91
SANTIAGO DE CALLAPA,atencion odontologica,cirugia bucal menor,2012-08-01,5,10,5,10,15
SANTIAGO DE HUARI,atencion odontologica,cirugia bucal menor,2012-08-01,38,38,38,38,76
SANTIAGO DE HUATA,atencion odontologica,cirugia bucal menor,2012-08-01,20,18,20,18,38
SANTIAGO DE MACHACA,atencion odontologica,cirugia bucal menor,2012-08-01,22,30,22,30,52
SANTIVAÑES,atencion odontologica,cirugia bucal menor,2012-08-01,5,12,5,12,17
SANTUARIO DE QUILLACAS,atencion odontologica,cirugia bucal menor,2012-08-01,8,16,8,16,24
SAPAHAQUI,atencion odontologica,cirugia bucal menor,2012-08-01,40,60,40,60,100
SENA,atencion odontologica,cirugia bucal menor,2012-08-01,11,22,11,22,33
SHINAOTA,atencion odontologica,cirugia bucal menor,2012-08-01,4,13,4,13,17
SICA SICA (VILLA AROMA),atencion odontologica,cirugia bucal menor,2012-08-01,40,59,40,59,99
SICAYA,atencion odontologica,cirugia bucal menor,2012-08-01,5,8,5,8,13
SIPE SIPE,atencion odontologica,cirugia bucal menor,2012-08-01,19,43,19,43,62
SOPACHUY,atencion odontologica,cirugia bucal menor,2012-08-01,23,48,23,48,71
SORACACHI,atencion odontologica,cirugia bucal menor,2012-08-01,14,25,14,25,39
SORATA,atencion odontologica,cirugia bucal menor,2012-08-01,23,31,23,31,54
SUCRE,atencion odontologica,cirugia bucal menor,2012-08-01,700,969,700,969,1669
TACACHI,atencion odontologica,cirugia bucal menor,2012-08-01,3,5,3,5,8
TACACOMA,atencion odontologica,cirugia bucal menor,2012-08-01,51,50,51,50,101
TACOPAYA,atencion odontologica,cirugia bucal menor,2012-08-01,4,3,4,3,7
TAHUA,atencion odontologica,cirugia bucal menor,2012-08-01,6,2,6,2,8
TAPACARI,atencion odontologica,cirugia bucal menor,2012-08-01,40,73,40,73,113
TARABUCO,atencion odontologica,cirugia bucal menor,2012-08-01,63,156,63,156,219
TARACO,atencion odontologica,cirugia bucal menor,2012-08-01,25,25,25,25,50
TARATA,atencion odontologica,cirugia bucal menor,2012-08-01,10,23,10,23,33
TARIJA,atencion odontologica,cirugia bucal menor,2012-08-01,579,1042,579,1042,1621
TARVITA,atencion odontologica,cirugia bucal menor,2012-08-01,31,59,31,59,90
TEOPONTE,atencion odontologica,cirugia bucal menor,2012-08-01,10,19,10,19,29
TIAWANACU,atencion odontologica,cirugia bucal menor,2012-08-01,43,62,43,62,105
TINGUIPAYA,atencion odontologica,cirugia bucal menor,2012-08-01,20,43,20,43,63
TIPUANI,atencion odontologica,cirugia bucal menor,2012-08-01,29,46,29,46,75
TIQUIPAYA,atencion odontologica,cirugia bucal menor,2012-08-01,71,111,71,111,182
TIRAQUE (CBBA),atencion odontologica,cirugia bucal menor,2012-08-01,9,26,9,26,35
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,cirugia bucal menor,2012-08-01,41,53,41,53,94
TOCO,atencion odontologica,cirugia bucal menor,2012-08-01,17,28,17,28,45
TOLATA,atencion odontologica,cirugia bucal menor,2012-08-01,11,18,11,18,29
TOLEDO,atencion odontologica,cirugia bucal menor,2012-08-01,13,16,13,16,29
TOMAVE,atencion odontologica,cirugia bucal menor,2012-08-01,39,59,39,59,98
TOMINA,atencion odontologica,cirugia bucal menor,2012-08-01,30,53,30,53,83
TORO TORO,atencion odontologica,cirugia bucal menor,2012-08-01,12,27,12,27,39
TOTORA(CBBA),atencion odontologica,cirugia bucal menor,2012-08-01,21,46,21,46,67
TOTORA(ORR),atencion odontologica,cirugia bucal menor,2012-08-01,4,13,4,13,17
TRIGAL,atencion odontologica,cirugia bucal menor,2012-08-01,0,2,0,2,2
TRINIDAD,atencion odontologica,cirugia bucal menor,2012-08-01,132,200,132,200,332
TUPIZA,atencion odontologica,cirugia bucal menor,2012-08-01,107,122,107,122,229
TURCO,atencion odontologica,cirugia bucal menor,2012-08-01,16,11,16,11,27
UMALA,atencion odontologica,cirugia bucal menor,2012-08-01,16,9,16,9,25
UNCIA,atencion odontologica,cirugia bucal menor,2012-08-01,21,25,21,25,46
URIONDO (A. CONCEPCION),atencion odontologica,cirugia bucal menor,2012-08-01,72,134,72,134,206
URUBICHA,atencion odontologica,cirugia bucal menor,2012-08-01,12,13,12,13,25
UYUNI,atencion odontologica,cirugia bucal menor,2012-08-01,48,88,48,88,136
VACAS,atencion odontologica,cirugia bucal menor,2012-08-01,10,9,10,9,19
VALLEGRANDE,atencion odontologica,cirugia bucal menor,2012-08-01,29,51,29,51,80
VIACHA,atencion odontologica,cirugia bucal menor,2012-08-01,87,145,87,145,232
VILA VILA,atencion odontologica,cirugia bucal menor,2012-08-01,1,10,1,10,11
VILLA CHARCAS,atencion odontologica,cirugia bucal menor,2012-08-01,36,54,36,54,90
VILLA MONTES,atencion odontologica,cirugia bucal menor,2012-08-01,207,388,207,388,595
VILLA NUEVA (LOMA ALTA),atencion odontologica,cirugia bucal menor,2012-08-01,1,0,1,0,1
VILLA RIVERO,atencion odontologica,cirugia bucal menor,2012-08-01,7,4,7,4,11
VILLA SERRANO,atencion odontologica,cirugia bucal menor,2012-08-01,15,62,15,62,77
VILLA TUNARI,atencion odontologica,cirugia bucal menor,2012-08-01,58,81,58,81,139
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,cirugia bucal menor,2012-08-01,23,45,23,45,68
VILLAZON,atencion odontologica,cirugia bucal menor,2012-08-01,68,141,68,141,209
VINTO,atencion odontologica,cirugia bucal menor,2012-08-01,20,59,20,59,79
VITICHI,atencion odontologica,cirugia bucal menor,2012-08-01,20,49,20,49,69
WALDO BALLIVIAN,atencion odontologica,cirugia bucal menor,2012-08-01,3,7,3,7,10
WARNES,atencion odontologica,cirugia bucal menor,2012-08-01,19,26,19,26,45
YACO,atencion odontologica,cirugia bucal menor,2012-08-01,22,29,22,29,51
YACUIBA,atencion odontologica,cirugia bucal menor,2012-08-01,109,209,109,209,318
YAMPARAEZ,atencion odontologica,cirugia bucal menor,2012-08-01,6,28,6,28,34
YANACACHI,atencion odontologica,cirugia bucal menor,2012-08-01,27,36,27,36,63
YAPACANI,atencion odontologica,cirugia bucal menor,2012-08-01,13,50,13,50,63
YOCALLA,atencion odontologica,cirugia bucal menor,2012-08-01,14,10,14,10,24
YUNCHARA,atencion odontologica,cirugia bucal menor,2012-08-01,29,91,29,91,120
ZUDAÑEZ,atencion odontologica,cirugia bucal menor,2012-08-01,11,15,11,15,26
ACACIO,atencion odontologica,cirugia bucal menor,2012-09-01,8,7,8,7,15
ACHACACHI,atencion odontologica,cirugia bucal menor,2012-09-01,127,178,127,178,305
ACHOCALLA,atencion odontologica,cirugia bucal menor,2012-09-01,18,23,18,23,41
AIQUILE,atencion odontologica,cirugia bucal menor,2012-09-01,7,7,7,7,14
ALCALA,atencion odontologica,cirugia bucal menor,2012-09-01,6,26,6,26,32
ALTO BENI,atencion odontologica,cirugia bucal menor,2012-09-01,14,33,14,33,47
ANCORAIMES,atencion odontologica,cirugia bucal menor,2012-09-01,19,35,19,35,54
ANDAMARCA,atencion odontologica,cirugia bucal menor,2012-09-01,17,7,17,7,24
ANTEQUERA,atencion odontologica,cirugia bucal menor,2012-09-01,13,18,13,18,31
ANZALDO,atencion odontologica,cirugia bucal menor,2012-09-01,12,23,12,23,35
APOLO,atencion odontologica,cirugia bucal menor,2012-09-01,23,44,23,44,67
ARAMPAMPA,atencion odontologica,cirugia bucal menor,2012-09-01,2,4,2,4,6
ARANI,atencion odontologica,cirugia bucal menor,2012-09-01,17,17,17,17,34
ARBIETO,atencion odontologica,cirugia bucal menor,2012-09-01,5,9,5,9,14
ARQUE,atencion odontologica,cirugia bucal menor,2012-09-01,8,31,8,31,39
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucal menor,2012-09-01,16,28,16,28,44
ATOCHA,atencion odontologica,cirugia bucal menor,2012-09-01,74,98,74,98,172
AUCAPATA,atencion odontologica,cirugia bucal menor,2012-09-01,12,10,12,10,22
AYATA,atencion odontologica,cirugia bucal menor,2012-09-01,33,58,33,58,91
AYO AYO,atencion odontologica,cirugia bucal menor,2012-09-01,13,29,13,29,42
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,cirugia bucal menor,2012-09-01,40,82,40,82,122
AZURDUY,atencion odontologica,cirugia bucal menor,2012-09-01,7,34,7,34,41
BATALLAS,atencion odontologica,cirugia bucal menor,2012-09-01,30,66,30,66,96
BAURES,atencion odontologica,cirugia bucal menor,2012-09-01,6,11,6,11,17
