,group,variable,month,PRIMERA CONSULTA CANTIDAD,PRIMERA CONSULTA CANTIDAD,TOTALES,TOTALES,TOTALES
MAPIRI,atencion odontologica,primera consulta,2012-07-01,72,122,72,122,194
MECAPACA,atencion odontologica,primera consulta,2012-07-01,35,43,35,43,78
MINEROS,atencion odontologica,primera consulta,2012-07-01,20,45,20,45,65
MIZQUE,atencion odontologica,primera consulta,2012-07-01,40,67,40,67,107
MOCOMOCO,atencion odontologica,primera consulta,2012-07-01,61,87,61,87,148
MOJOCOYA,atencion odontologica,primera consulta,2012-07-01,31,66,31,66,97
MONTEAGUDO,atencion odontologica,primera consulta,2012-07-01,75,131,75,131,206
MONTERO,atencion odontologica,primera consulta,2012-07-01,439,729,439,729,1168
MORO MORO,atencion odontologica,primera consulta,2012-07-01,9,11,9,11,20
MOROCHATA,atencion odontologica,primera consulta,2012-07-01,17,23,17,23,40
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,primera consulta,2012-07-01,26,17,26,17,43
OCURI,atencion odontologica,primera consulta,2012-07-01,59,73,59,73,132
OKINAWA,atencion odontologica,primera consulta,2012-07-01,23,32,23,32,55
OMEREQUE,atencion odontologica,primera consulta,2012-07-01,6,12,6,12,18
ORURO,atencion odontologica,primera consulta,2012-07-01,895,1156,895,1156,2051
PADCAYA,atencion odontologica,primera consulta,2012-07-01,119,154,119,154,273
PADILLA,atencion odontologica,primera consulta,2012-07-01,250,350,250,350,600
PAILON,atencion odontologica,primera consulta,2012-07-01,22,59,22,59,81
PALCA,atencion odontologica,primera consulta,2012-07-01,49,60,49,60,109
PALOS BLANCOS,atencion odontologica,primera consulta,2012-07-01,128,203,128,203,331
PAMPA AULLAGAS,atencion odontologica,primera consulta,2012-07-01,10,4,10,4,14
PAMPA GRANDE,atencion odontologica,primera consulta,2012-07-01,8,42,8,42,50
PAPEL PAMPA,atencion odontologica,primera consulta,2012-07-01,12,34,12,34,46
PASORAPA,atencion odontologica,primera consulta,2012-07-01,2,2,2,2,4
PATACAMAYA,atencion odontologica,primera consulta,2012-07-01,29,60,29,60,89
PAZÑA,atencion odontologica,primera consulta,2012-07-01,25,38,25,38,63
PELECHUCO,atencion odontologica,primera consulta,2012-07-01,27,67,27,67,94
POCOATA,atencion odontologica,primera consulta,2012-07-01,60,86,60,86,146
POCONA,atencion odontologica,primera consulta,2012-07-01,268,302,268,302,570
POJO (CBBA),atencion odontologica,primera consulta,2012-07-01,400,532,400,532,932
POOPO,atencion odontologica,primera consulta,2012-07-01,57,61,57,61,118
PORCO,atencion odontologica,primera consulta,2012-07-01,40,51,40,51,91
POROMA,atencion odontologica,primera consulta,2012-07-01,53,89,53,89,142
PORONGO,atencion odontologica,primera consulta,2012-07-01,25,42,25,42,67
PORTACHUELO,atencion odontologica,primera consulta,2012-07-01,59,143,59,143,202
PORVENIR,atencion odontologica,primera consulta,2012-07-01,248,357,248,357,605
POSTRER VALLE,atencion odontologica,primera consulta,2012-07-01,7,12,7,12,19
POTOSI,atencion odontologica,primera consulta,2012-07-01,1617,2029,1617,2029,3646
PRESTO,atencion odontologica,primera consulta,2012-07-01,17,18,17,18,35
PUCARA,atencion odontologica,primera consulta,2012-07-01,27,34,27,34,61
PUCARANI,atencion odontologica,primera consulta,2012-07-01,97,137,97,137,234
PUERTO ACOSTA,atencion odontologica,primera consulta,2012-07-01,2,2,2,2,4
PUERTO CARABUCO,atencion odontologica,primera consulta,2012-07-01,10,13,10,13,23
PUERTO GONZALO MORENO,atencion odontologica,primera consulta,2012-07-01,37,51,37,51,88
PUERTO PEREZ,atencion odontologica,primera consulta,2012-07-01,18,34,18,34,52
PUERTO QUIJARRO,atencion odontologica,primera consulta,2012-07-01,106,56,106,56,162
PUERTO RICO,atencion odontologica,primera consulta,2012-07-01,65,58,65,58,123
PUERTO SILES,atencion odontologica,primera consulta,2012-07-01,18,19,18,19,37
PUERTO SUAREZ,atencion odontologica,primera consulta,2012-07-01,15,46,15,46,61
PUERTO VILLARROEL,atencion odontologica,primera consulta,2012-07-01,77,122,77,122,199
PUNA,atencion odontologica,primera consulta,2012-07-01,71,100,71,100,171
PUNATA,atencion odontologica,primera consulta,2012-07-01,150,299,150,299,449
QUIABAYA,atencion odontologica,primera consulta,2012-07-01,22,35,22,35,57
QUILLACOLLO,atencion odontologica,primera consulta,2012-07-01,307,455,307,455,762
QUIME,atencion odontologica,primera consulta,2012-07-01,33,33,33,33,66
QUIRUSILLAS,atencion odontologica,primera consulta,2012-07-01,8,5,8,5,13
RAVELO,atencion odontologica,primera consulta,2012-07-01,101,119,101,119,220
REYES,atencion odontologica,primera consulta,2012-07-01,13,4,13,4,17
RIBERALTA,atencion odontologica,primera consulta,2012-07-01,239,636,239,636,875
ROBORE,atencion odontologica,primera consulta,2012-07-01,514,512,514,512,1026
RURRENABAQUE,atencion odontologica,primera consulta,2012-07-01,19,69,19,69,88
SABAYA,atencion odontologica,primera consulta,2012-07-01,13,24,13,24,37
SACABA,atencion odontologica,primera consulta,2012-07-01,418,634,418,634,1052
SACABAMBA,atencion odontologica,primera consulta,2012-07-01,6,7,6,7,13
SACACA,atencion odontologica,primera consulta,2012-07-01,44,66,44,66,110
SAIPINA,atencion odontologica,primera consulta,2012-07-01,21,34,21,34,55
SALINAS DE GARCI MENDOZA,atencion odontologica,primera consulta,2012-07-01,18,33,18,33,51
SAMAIPATA,atencion odontologica,primera consulta,2012-07-01,42,70,42,70,112
SAN AGUSTIN,atencion odontologica,primera consulta,2012-07-01,3,6,3,6,9
SAN ANDRES,atencion odontologica,primera consulta,2012-07-01,80,71,80,71,151
SAN ANDRES DE MACHACA,atencion odontologica,primera consulta,2012-07-01,109,76,109,76,185
SAN ANTONIO DE ESMORUCO,atencion odontologica,primera consulta,2012-07-01,2,3,2,3,5
SAN ANTONIO DE LOMERIO,atencion odontologica,primera consulta,2012-07-01,13,34,13,34,47
SAN BENITO,atencion odontologica,primera consulta,2012-07-01,22,57,22,57,79
SAN BORJA,atencion odontologica,primera consulta,2012-07-01,93,109,93,109,202
SAN BUENA VENTURA,atencion odontologica,primera consulta,2012-07-01,34,79,34,79,113
SAN CARLOS,atencion odontologica,primera consulta,2012-07-01,48,127,48,127,175
SAN IGNACIO,atencion odontologica,primera consulta,2012-07-01,168,250,168,250,418
SAN IGNACIO DE VELASCO,atencion odontologica,primera consulta,2012-07-01,90,133,90,133,223
SAN JAVIER(STC),atencion odontologica,primera consulta,2012-07-01,14,23,14,23,37
SAN JOAQUIN,atencion odontologica,primera consulta,2012-07-01,52,69,52,69,121
SAN JOSE DE CHIQUITOS,atencion odontologica,primera consulta,2012-07-01,118,173,118,173,291
SAN JUAN DE YAPACANI,atencion odontologica,primera consulta,2012-07-01,13,30,13,30,43
SAN JULIAN,atencion odontologica,primera consulta,2012-07-01,89,131,89,131,220
SAN LORENZO(TJA),atencion odontologica,primera consulta,2012-07-01,140,287,140,287,427
SAN LUCAS,atencion odontologica,primera consulta,2012-07-01,252,356,252,356,608
SAN MATIAS,atencion odontologica,primera consulta,2012-07-01,35,67,35,67,102
SAN MIGUEL DE VELASCO,atencion odontologica,primera consulta,2012-07-01,49,69,49,69,118
SAN PEDRO,atencion odontologica,primera consulta,2012-07-01,101,166,101,166,267
SAN PEDRO DE BUENA VISTA,atencion odontologica,primera consulta,2012-07-01,39,48,39,48,87
SAN PEDRO DE CURAHUARA,atencion odontologica,primera consulta,2012-07-01,75,82,75,82,157
SAN PEDRO DE TIQUINA,atencion odontologica,primera consulta,2012-07-01,19,17,19,17,36
SAN RAFAEL,atencion odontologica,primera consulta,2012-07-01,63,83,63,83,146
SAN RAMON BENI,atencion odontologica,primera consulta,2012-07-01,37,84,37,84,121
SAN RAMON SCZ,atencion odontologica,primera consulta,2012-07-01,33,48,33,48,81
SANTA ANA,atencion odontologica,primera consulta,2012-07-01,154,183,154,183,337
SANTA CRUZ DE LA SIERRA,atencion odontologica,primera consulta,2012-07-01,3972,5930,3972,5930,9902
SANTA ROSA,atencion odontologica,primera consulta,2012-07-01,65,86,65,86,151
SANTA ROSA DEL SARA,atencion odontologica,primera consulta,2012-07-01,119,146,119,146,265
SANTIAGO DE CALLAPA,atencion odontologica,primera consulta,2012-07-01,31,28,31,28,59
SANTIAGO DE HUARI,atencion odontologica,primera consulta,2012-07-01,80,106,80,106,186
SANTIAGO DE HUATA,atencion odontologica,primera consulta,2012-07-01,21,30,21,30,51
SANTIAGO DE MACHACA,atencion odontologica,primera consulta,2012-07-01,89,47,89,47,136
SANTIVAÑES,atencion odontologica,primera consulta,2012-07-01,9,16,9,16,25
SANTUARIO DE QUILLACAS,atencion odontologica,primera consulta,2012-07-01,27,30,27,30,57
SAPAHAQUI,atencion odontologica,primera consulta,2012-07-01,34,34,34,34,68
SENA,atencion odontologica,primera consulta,2012-07-01,11,35,11,35,46
SHINAOTA,atencion odontologica,primera consulta,2012-07-01,8,20,8,20,28
SICA SICA (VILLA AROMA),atencion odontologica,primera consulta,2012-07-01,76,64,76,64,140
SICAYA,atencion odontologica,primera consulta,2012-07-01,7,13,7,13,20
SIPE SIPE,atencion odontologica,primera consulta,2012-07-01,103,195,103,195,298
SOPACHUY,atencion odontologica,primera consulta,2012-07-01,28,40,28,40,68
SORACACHI,atencion odontologica,primera consulta,2012-07-01,22,31,22,31,53
SORATA,atencion odontologica,primera consulta,2012-07-01,46,36,46,36,82
SUCRE,atencion odontologica,primera consulta,2012-07-01,2251,3545,2251,3545,5796
TACACHI,atencion odontologica,primera consulta,2012-07-01,1,3,1,3,4
TACACOMA,atencion odontologica,primera consulta,2012-07-01,51,50,51,50,101
TACOPAYA,atencion odontologica,primera consulta,2012-07-01,11,25,11,25,36
TAHUA,atencion odontologica,primera consulta,2012-07-01,4,5,4,5,9
TAPACARI,atencion odontologica,primera consulta,2012-07-01,102,160,102,160,262
TARABUCO,atencion odontologica,primera consulta,2012-07-01,242,300,242,300,542
TARACO,atencion odontologica,primera consulta,2012-07-01,23,30,23,30,53
TARATA,atencion odontologica,primera consulta,2012-07-01,20,40,20,40,60
TARIJA,atencion odontologica,primera consulta,2012-07-01,1317,1792,1317,1792,3109
TARVITA,atencion odontologica,primera consulta,2012-07-01,116,236,116,236,352
TEOPONTE,atencion odontologica,primera consulta,2012-07-01,36,48,36,48,84
TIAWANACU,atencion odontologica,primera consulta,2012-07-01,148,235,148,235,383
TINGUIPAYA,atencion odontologica,primera consulta,2012-07-01,28,48,28,48,76
TIPUANI,atencion odontologica,primera consulta,2012-07-01,20,25,20,25,45
TIQUIPAYA,atencion odontologica,primera consulta,2012-07-01,169,271,169,271,440
TIRAQUE (CBBA),atencion odontologica,primera consulta,2012-07-01,38,69,38,69,107
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,primera consulta,2012-07-01,9,27,9,27,36
TOCO,atencion odontologica,primera consulta,2012-07-01,20,26,20,26,46
TOLATA,atencion odontologica,primera consulta,2012-07-01,13,19,13,19,32
TOLEDO,atencion odontologica,primera consulta,2012-07-01,34,53,34,53,87
TOMAVE,atencion odontologica,primera consulta,2012-07-01,39,41,39,41,80
TOMINA,atencion odontologica,primera consulta,2012-07-01,73,132,73,132,205
TORO TORO,atencion odontologica,primera consulta,2012-07-01,88,156,88,156,244
TOTORA(CBBA),atencion odontologica,primera consulta,2012-07-01,30,35,30,35,65
TOTORA(ORR),atencion odontologica,primera consulta,2012-07-01,3,9,3,9,12
TRIGAL,atencion odontologica,primera consulta,2012-07-01,9,15,9,15,24
TRINIDAD,atencion odontologica,primera consulta,2012-07-01,392,620,392,620,1012
TUPIZA,atencion odontologica,primera consulta,2012-07-01,281,472,281,472,753
TURCO,atencion odontologica,primera consulta,2012-07-01,37,24,37,24,61
UMALA,atencion odontologica,primera consulta,2012-07-01,17,19,17,19,36
UNCIA,atencion odontologica,primera consulta,2012-07-01,30,56,30,56,86
URIONDO (A. CONCEPCION),atencion odontologica,primera consulta,2012-07-01,133,221,133,221,354
URUBICHA,atencion odontologica,primera consulta,2012-07-01,11,24,11,24,35
UYUNI,atencion odontologica,primera consulta,2012-07-01,73,105,73,105,178
VACAS,atencion odontologica,primera consulta,2012-07-01,71,72,71,72,143
VALLEGRANDE,atencion odontologica,primera consulta,2012-07-01,108,136,108,136,244
VIACHA,atencion odontologica,primera consulta,2012-07-01,108,165,108,165,273
VILA VILA,atencion odontologica,primera consulta,2012-07-01,6,15,6,15,21
VILLA CHARCAS,atencion odontologica,primera consulta,2012-07-01,23,38,23,38,61
VILLA MONTES,atencion odontologica,primera consulta,2012-07-01,271,538,271,538,809
VILLA NUEVA (LOMA ALTA),atencion odontologica,primera consulta,2012-07-01,20,25,20,25,45
VILLA RIVERO,atencion odontologica,primera consulta,2012-07-01,17,13,17,13,30
VILLA SERRANO,atencion odontologica,primera consulta,2012-07-01,156,156,156,156,312
VILLA TUNARI,atencion odontologica,primera consulta,2012-07-01,102,175,102,175,277
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,primera consulta,2012-07-01,36,43,36,43,79
VILLAZON,atencion odontologica,primera consulta,2012-07-01,117,189,117,189,306
VINTO,atencion odontologica,primera consulta,2012-07-01,49,82,49,82,131
VITICHI,atencion odontologica,primera consulta,2012-07-01,37,60,37,60,97
WALDO BALLIVIAN,atencion odontologica,primera consulta,2012-07-01,6,9,6,9,15
WARNES,atencion odontologica,primera consulta,2012-07-01,71,162,71,162,233
YACO,atencion odontologica,primera consulta,2012-07-01,19,38,19,38,57
YACUIBA,atencion odontologica,primera consulta,2012-07-01,430,583,430,583,1013
YAMPARAEZ,atencion odontologica,primera consulta,2012-07-01,82,110,82,110,192
YANACACHI,atencion odontologica,primera consulta,2012-07-01,29,28,29,28,57
YAPACANI,atencion odontologica,primera consulta,2012-07-01,48,149,48,149,197
YOCALLA,atencion odontologica,primera consulta,2012-07-01,28,35,28,35,63
YOTALA,atencion odontologica,primera consulta,2012-07-01,66,74,66,74,140
YUNCHARA,atencion odontologica,primera consulta,2012-07-01,51,86,51,86,137
ZUDAÑEZ,atencion odontologica,primera consulta,2012-07-01,49,144,49,144,193
ACACIO,atencion odontologica,primera consulta,2012-08-01,19,20,19,20,39
ACHACACHI,atencion odontologica,primera consulta,2012-08-01,295,377,295,377,672
ACHOCALLA,atencion odontologica,primera consulta,2012-08-01,16,37,16,37,53
AIQUILE,atencion odontologica,primera consulta,2012-08-01,29,31,29,31,60
ALALAY,atencion odontologica,primera consulta,2012-08-01,1,3,1,3,4
ALCALA,atencion odontologica,primera consulta,2012-08-01,159,162,159,162,321
ALTO BENI,atencion odontologica,primera consulta,2012-08-01,93,84,93,84,177
ANCORAIMES,atencion odontologica,primera consulta,2012-08-01,6,11,6,11,17
ANDAMARCA,atencion odontologica,primera consulta,2012-08-01,29,19,29,19,48
ANTEQUERA,atencion odontologica,primera consulta,2012-08-01,97,36,97,36,133
ANZALDO,atencion odontologica,primera consulta,2012-08-01,133,135,133,135,268
APOLO,atencion odontologica,primera consulta,2012-08-01,25,39,25,39,64
ARAMPAMPA,atencion odontologica,primera consulta,2012-08-01,25,37,25,37,62
ARANI,atencion odontologica,primera consulta,2012-08-01,18,36,18,36,54
ARBIETO,atencion odontologica,primera consulta,2012-08-01,17,33,17,33,50
ARQUE,atencion odontologica,primera consulta,2012-08-01,13,42,13,42,55
ASCENCION DE GUARAYOS,atencion odontologica,primera consulta,2012-08-01,62,165,62,165,227
ATOCHA,atencion odontologica,primera consulta,2012-08-01,232,268,232,268,500
AUCAPATA,atencion odontologica,primera consulta,2012-08-01,19,8,19,8,27
AYATA,atencion odontologica,primera consulta,2012-08-01,42,61,42,61,103
AYO AYO,atencion odontologica,primera consulta,2012-08-01,19,38,19,38,57
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,primera consulta,2012-08-01,117,133,117,133,250
AZURDUY,atencion odontologica,primera consulta,2012-08-01,450,351,450,351,801
BATALLAS,atencion odontologica,primera consulta,2012-08-01,60,91,60,91,151
BELEN DE ANDAMARCA,atencion odontologica,primera consulta,2012-08-01,7,18,7,18,25
BELEN DE URMIRI,atencion odontologica,primera consulta,2012-08-01,14,13,14,13,27
BELLA FLOR,atencion odontologica,primera consulta,2012-08-01,88,124,88,124,212
BERMEJO,atencion odontologica,primera consulta,2012-08-01,337,562,337,562,899
BETANZOS,atencion odontologica,primera consulta,2012-08-01,91,146,91,146,237
BOLIVAR,atencion odontologica,primera consulta,2012-08-01,21,43,21,43,64
BOLPEBRA,atencion odontologica,primera consulta,2012-08-01,8,14,8,14,22
BOYUIBE,atencion odontologica,primera consulta,2012-08-01,11,19,11,19,30
BUENA VISTA,atencion odontologica,primera consulta,2012-08-01,11,18,11,18,29
CABEZAS,atencion odontologica,primera consulta,2012-08-01,105,136,105,136,241
CAIROMA,atencion odontologica,primera consulta,2012-08-01,51,72,51,72,123
"CAIZA ""D""",atencion odontologica,primera consulta,2012-08-01,32,58,32,58,90
CAJUATA,atencion odontologica,primera consulta,2012-08-01,58,80,58,80,138
CALACOTO,atencion odontologica,primera consulta,2012-08-01,49,35,49,35,84
CALAMARCA,atencion odontologica,primera consulta,2012-08-01,71,96,71,96,167
CAMARGO,atencion odontologica,primera consulta,2012-08-01,70,79,70,79,149
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,primera consulta,2012-08-01,45,57,45,57,102
CAMIRI,atencion odontologica,primera consulta,2012-08-01,287,493,287,493,780
CAPINOTA,atencion odontologica,primera consulta,2012-08-01,178,155,178,155,333
CAQUIAVIRI,atencion odontologica,primera consulta,2012-08-01,59,78,59,78,137
CARACOLLO,atencion odontologica,primera consulta,2012-08-01,50,97,50,97,147
CARANAVI,atencion odontologica,primera consulta,2012-08-01,105,152,105,152,257
CARAPARI,atencion odontologica,primera consulta,2012-08-01,83,123,83,123,206
CARIPUYO,atencion odontologica,primera consulta,2012-08-01,36,53,36,53,89
CARMEN RIVERO TORREZ,atencion odontologica,primera consulta,2012-08-01,26,41,26,41,67
CATACORA,atencion odontologica,primera consulta,2012-08-01,14,25,14,25,39
CHALLAPATA,atencion odontologica,primera consulta,2012-08-01,89,97,89,97,186
CHAQUI,atencion odontologica,primera consulta,2012-08-01,20,24,20,24,44
CHARAGUA,atencion odontologica,primera consulta,2012-08-01,96,173,96,173,269
CHARAÑA,atencion odontologica,primera consulta,2012-08-01,12,20,12,20,32
CHAYANTA,atencion odontologica,primera consulta,2012-08-01,23,36,23,36,59
CHIMORE,atencion odontologica,primera consulta,2012-08-01,70,74,70,74,144
CHIPAYA,atencion odontologica,primera consulta,2012-08-01,7,6,7,6,13
CHOQUE COTA,atencion odontologica,primera consulta,2012-08-01,9,5,9,5,14
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,primera consulta,2012-08-01,28,25,28,25,53
CHUMA,atencion odontologica,primera consulta,2012-08-01,96,105,96,105,201
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,primera consulta,2012-08-01,8,13,8,13,21
