,group,variable,month,TOTAL SRP DOSIS ÚNICA DENTRO,TOTAL SRP DOSIS ÚNICA DENTRO,TOTAL SRP DOSIS ÚNICA FUERA,TOTAL SRP DOSIS ÚNICA FUERA,TOTALES,TOTALES,TOTALES
CHAQUI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,6,4,2,0,8,4,12
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,5,12,36,48,41,60,101
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,0,2,0,0,0,2,2
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,8,6,4,6,12,12,24
CHIMORE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,21,22,6,3,27,25,52
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,1,0,5,0,6,0,6
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,0,1,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,5,9,3,10,8,19,27
CHUMA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,2,2,1,1,3,3,6
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,8,6,5,7,13,13,26
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,3,4,7,6,10,10,20
CLIZA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,19,11,4,4,23,15,38
COBIJA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,43,34,26,26,69,60,129
COCAPATA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,0,5,12,9,12,14,26
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,518,541,20,25,538,566,1104
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,21,34,5,3,26,37,63
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,17,13,3,5,20,18,38
COLLANA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,2,5,0,0,2,5,7
COLOMI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,14,9,17,18,31,27,58
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,4,1,0,1,4,2,6
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,19,20,18,19,37,39,76
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,2,1,5,2,7,3,10
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,10,6,20,27,30,33,63
COMANCHE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,1,2,0,0,1,2,3
COMARAPA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,10,10,4,3,14,13,27
COMBAYA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,0,0,1,2,1,2,3
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,21,13,9,8,30,21,51
COPACABANA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,5,5,0,4,5,9,14
CORIPATA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,18,10,1,1,19,11,30
CORO CORO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,6,2,6,7,12,9,21
COROICO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,4,5,8,5,12,10,22
CORQUE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,0,0,1,3,1,3,4
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,7,7,8,12,15,19,34
COTOCA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,58,59,11,14,69,73,142
CRUZ DE MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,0,0,1,0,1,0,1
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,19,18,6,7,25,25,50
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,0,0,2,1,2,1,3
CUEVO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,1,1,5,2,6,3,9
CULPINA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,9,10,4,5,13,15,28
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,5,6,1,0,6,6,12
CURVA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,0,0,8,3,8,3,11
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,4,1,3,1,7,2,9
EL ALTO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,547,568,264,241,811,809,1620
EL CHORO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,3,5,4,4,7,9,16
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,10,6,3,4,13,10,23
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,5,1,6,5,11,6,17
EL TORNO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,52,48,17,13,69,61,130
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,5,2,0,0,5,2,7
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,11,10,8,11,19,21,40
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,42,43,1,0,43,43,86
ESCOMA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,5,1,1,0,6,1,7
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,3,2,0,0,3,2,5
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,1,2,1,0,2,2,4
EXALTACION,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,1,0,0,1,1,1,2
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,1,0,0,0,1,0,1
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,0,1,5,11,5,12,17
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,20,11,5,2,25,13,38
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,6,3,5,7,11,10,21
GUANAY,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,6,10,5,5,11,15,26
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,41,39,14,24,55,63,118
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,8,9,4,6,12,15,27
HUACARETA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,5,6,10,3,15,9,24
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,1,1,5,3,6,4,10
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,0,0,0,2,0,2,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,24,25,3,4,27,29,56
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,1,2,0,0,1,2,3
HUARINA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,2,3,6,7,8,10,18
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,1,2,1,1,2,3,5
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,2,0,1,1,3,1,4
HUMANATA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,1,1,1,2,2,3,5
ICHOCA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,3,1,5,0,8,1,9
ICLA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,1,2,2,4,3,6,9
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,2,8,5,4,7,12,19
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,4,1,16,9,20,10,30
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,10,9,2,2,12,11,23
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,4,1,7,2,11,3,14
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,7,5,0,4,7,9,16
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,43,29,16,16,59,45,104
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,72,82,18,17,90,99,189
LA PAZ,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,568,529,32,33,600,562,1162
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,0,1,8,11,8,12,20
LAJA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,11,7,4,7,15,14,29
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,0,0,4,1,4,1,5
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,22,15,16,18,38,33,71
LLICA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,3,2,0,0,3,2,5
LORETO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,2,0,0,0,2,0,2
LURIBAY,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,3,7,2,2,5,9,14
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,1,4,0,0,1,4,5
MACHARETI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,1,2,5,4,6,6,12
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,16,4,6,6,22,10,32
MAIRANA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,14,13,0,3,14,16,30
MALLA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,0,0,0,3,0,3,3
MAPIRI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,17,12,0,0,17,12,29
MECAPACA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,9,4,9,3,18,7,25
MINEROS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,5,2,2,4,7,6,13
MIZQUE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,8,18,9,13,17,31,48
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,9,6,11,11,20,17,37
MOJINETE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,0,0,0,1,0,1,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,2,5,1,0,3,5,8
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,21,28,0,0,21,28,49
MONTERO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,111,96,7,13,118,109,227
MORO MORO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,3,0,3,0,6,0,6
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,2,2,8,4,10,6,16
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,1,0,6,7,7,7,14
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,1,1,2,3,3,4,7
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,1,1,0,0,1,1,2
OCURI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,5,8,6,10,11,18,29
OKINAWA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,11,12,2,3,13,15,28
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,0,0,8,5,8,5,13
ORURO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,265,234,21,16,286,250,536
PADCAYA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,12,19,3,4,15,23,38
PADILLA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,8,6,0,1,8,7,15
PAILON,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,25,14,64,50,89,64,153
PALCA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,18,8,12,7,30,15,45
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,24,17,11,9,35,26,61
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,2,1,0,0,2,1,3
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,9,9,1,0,10,9,19
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,2,2,0,0,2,2,4
PASORAPA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,1,1,1,2,2,3,5
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,16,12,3,3,19,15,34
PAZÑA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,2,7,4,5,6,12,18
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,4,3,1,1,5,4,9
POCOATA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,5,4,19,14,24,18,42
POCONA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,5,6,9,13,14,19,33
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,8,1,6,5,14,6,20
PORCO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,3,8,3,4,6,12,18
POROMA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,8,4,6,9,14,13,27
PORONGO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,4,0,10,9,14,9,23
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,14,21,0,0,14,21,35
PORVENIR,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,1,1,4,6,5,7,12
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,0,0,1,2,1,2,3
POTOSI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,317,277,39,37,356,314,670
PRESTO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,3,1,0,5,3,6,9
PUCARA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,0,1,0,0,0,1,1
PUCARANI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,12,13,7,9,19,22,41
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,0,0,5,7,5,7,12
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,0,3,5,7,5,10,15
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,5,3,5,5,10,8,18
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,1,1,4,3,5,4,9
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,17,11,2,2,19,13,32
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,2,0,6,5,8,5,13
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,22,11,3,5,25,16,41
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,59,59,7,4,66,63,129
PUNA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,6,12,9,5,15,17,32
PUNATA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,23,25,3,2,26,27,53
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,1,4,0,0,1,4,5
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,81,61,85,86,166,147,313
QUIME,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,0,0,7,10,7,10,17
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,0,0,0,1,0,1,1
RAVELO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,4,7,15,15,19,22,41
REYES,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,8,6,2,2,10,8,18
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,83,86,67,62,150,148,298
ROBORE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,4,3,7,5,11,8,19
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,11,12,6,6,17,18,35
SABAYA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,1,2,0,0,1,2,3
SACABA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,136,113,15,13,151,126,277
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,1,1,0,1,1,2,3
SACACA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,10,13,10,4,20,17,37
SAIPINA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,2,6,8,6,10,12,22
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,6,4,7,14,13,18,31
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,4,5,6,5,10,10,20
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,10,6,1,6,11,12,23
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,1,1,2,4,3,5,8
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,1,0,1,0,2,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,2,3,2,2,4,5,9
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,11,6,5,9,16,15,31
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,45,33,22,38,67,71,138
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,13,8,1,3,14,11,25
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,11,14,6,1,17,15,32
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,22,15,11,7,33,22,55
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,48,51,16,18,64,69,133
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,12,8,0,0,12,8,20
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,14,12,3,2,17,14,31
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,4,3,9,3,13,6,19
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,23,25,65,68,88,93,181
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,7,7,12,6,19,13,32
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,41,34,13,13,54,47,101
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,4,5,25,15,29,20,49
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,12,10,1,5,13,15,28
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,15,15,14,9,29,24,53
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,13,16,1,2,14,18,32
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,11,15,1,1,12,16,28
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,0,3,1,1,1,4,5
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,3,9,7,3,10,12,22
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,11,12,33,26,44,38,82
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,3,4,0,0,3,4,7
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,1,1,0,0,1,1,2
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,2,2,2,2,4,4,8
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,0,0,2,0,2,0,2
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,1,7,2,2,3,9,12
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,0,0,1,1,1,1,2
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,7,9,3,4,10,13,23
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,15,24,0,0,15,24,39
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,1580,1451,86,63,1666,1514,3180
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,4,9,0,0,4,9,13
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,9,10,5,6,14,16,30
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,4,1,1,1,5,2,7
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,1,2,9,11,10,13,23
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,1,2,1,0,2,2,4
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,5,5,3,3,8,8,16
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,3,2,1,1,4,3,7
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,5,2,2,3,7,5,12
SENA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,5,4,3,0,8,4,12
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,15,22,8,10,23,32,55
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,6,19,8,4,14,23,37
SICAYA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,0,1,0,0,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,44,46,0,2,44,48,92
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,1,3,1,2,2,5,7
SORACACHI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,6,1,6,3,12,4,16
SORATA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,9,5,18,14,27,19,46
SUCRE,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,293,275,20,18,313,293,606
TACACHI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,2,1,0,0,2,1,3
TACACOMA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,3,1,12,17,15,18,33
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,4,0,9,10,13,10,23
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,1,0,0,0,1,0,1
TAHUA,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,3,1,1,0,4,1,5
TAPACARI,vacunaciones en ninos de 12 a 23 meses,total srp dosis unica,2015-08-01,15,9,9,8,24,17,41
