,group,variable,month,TOTAL PENTAVALENTE 4TA. DOSIS (1ER. REFUERZO) DENTRO,TOTAL PENTAVALENTE 4TA. DOSIS (1ER. REFUERZO) DENTRO,TOTAL PENTAVALENTE 4TA. DOSIS (1ER. REFUERZO) FUERA,TOTAL PENTAVALENTE 4TA. DOSIS (1ER. REFUERZO) FUERA,TOTALES,TOTALES,TOTALES
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,6,5,0,0,6,5,11
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,9,13,2,2,11,15,26
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,20,18,2,2,22,20,42
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,6,3,0,0,6,3,9
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,4,0,0,0,4,0,4
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,13,6,0,0,13,6,19
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,4,6,0,1,4,7,11
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,7,3,4,3,11,6,17
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,2,1,2,4,4,5,9
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,10,10,2,1,12,11,23
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,6,2,5,3,11,5,16
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,1,0,0,2,1,2,3
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,8,6,0,1,8,7,15
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,4,4,0,0,4,4,8
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,3,2,4,4,7,6,13
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,0,5,0,0,0,5,5
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,1,0,3,1,4,1,5
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,3,1,0,1,3,2,5
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,1,4,4,3,5,7,12
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,3,1,0,0,3,1,4
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,16,11,5,7,21,18,39
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,582,558,39,41,621,599,1220
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,11,3,0,2,11,5,16
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,1,2,0,0,1,2,3
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,0,1,2,3,2,4,6
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,3,2,0,0,3,2,5
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,1,1,0,1,1,2,3
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,1,4,0,0,1,4,5
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,0,1,1,0,1,1,2
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,1,4,3,0,4,4,8
SENA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,1,0,0,2,1,2,3
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,4,11,2,1,6,12,18
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,4,6,6,9,10,15,25
SICAYA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,2,1,0,0,2,1,3
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,42,40,14,4,56,44,100
SORACACHI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,4,0,0,0,4,0,4
SORATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,6,5,4,4,10,9,19
SUCRE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,130,108,20,14,150,122,272
TACACHI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,0,1,0,0,0,1,1
TACACOMA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,2,2,1,0,3,2,5
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,3,3,0,3,3,6,9
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,3,0,1,3,4,3,7
TAPACARI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,2,2,3,2,5,4,9
TARABUCO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,3,2,6,2,9,4,13
TARACO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,1,2,0,0,1,2,3
TARATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,8,8,2,2,10,10,20
TARIJA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,122,127,18,30,140,157,297
TARVITA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,5,2,0,3,5,5,10
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,6,6,8,4,14,10,24
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,1,3,2,0,3,3,6
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,5,4,2,5,7,9,16
TIPUANI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,1,0,0,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,39,34,25,43,64,77,141
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,1,2,3,4,4,6,10
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,1,0,0,0,1,0,1
TOCO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,1,1,0,0,1,1,2
TOLATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,4,1,0,0,4,1,5
TOMAVE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,1,0,2,2,3,2,5
TOMINA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,2,1,1,2,3,3,6
TORO TORO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,0,0,0,2,0,2,2
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,4,6,3,5,7,11,18
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,2,2,0,0,2,2,4
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,40,42,8,8,48,50,98
TUPIZA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,16,32,2,4,18,36,54
TURCO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,1,0,0,0,1,0,1
UMALA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,0,2,0,0,0,2,2
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,8,12,3,2,11,14,25
URUBICHA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,1,3,2,4,3,7,10
UYUNI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,10,9,0,0,10,9,19
VACAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,1,0,0,0,1,0,1
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,6,6,0,0,6,6,12
VIACHA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,20,25,3,4,23,29,52
VILA VILA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,0,0,2,0,2,0,2
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,3,2,1,3,4,5,9
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,35,21,8,5,43,26,69
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,0,1,6,1,6,2,8
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,5,1,1,0,6,1,7
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,2,3,1,1,3,4,7
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,37,32,3,2,40,34,74
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,6,4,3,2,9,6,15
VILLAZON,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,20,34,1,2,21,36,57
VINTO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,29,33,9,15,38,48,86
VITICHI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,2,2,0,1,2,3,5
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,0,0,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,59,56,0,2,59,58,117
YACO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,1,0,0,0,1,0,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,44,33,6,10,50,43,93
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,2,2,3,0,5,2,7
YANACACHI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,0,2,0,0,0,2,2
YAPACANI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,11,8,8,5,19,13,32
YOCALLA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,1,0,0,0,1,0,1
YOTALA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,1,0,1,1,2,1,3
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,0,1,6,3,6,4,10
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-06-01,1,4,7,3,8,7,15
ACACIO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,0,1,0,0,0,1,1
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,9,11,1,3,10,14,24
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,1,3,0,2,1,5,6
AIQUILE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,8,4,6,8,14,12,26
ALALAY,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,1,0,1,1,2,1,3
ALCALA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,6,0,1,1,7,1,8
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,9,7,0,0,9,7,16
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,4,3,1,0,5,3,8
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,0,1,2,1,2,2,4
ANZALDO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,1,0,1,0,2,0,2
APOLO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,4,9,2,1,6,10,16
ARANI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,2,1,0,0,2,1,3
ARBIETO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,4,6,1,3,5,9,14
ARQUE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,1,3,0,0,1,3,4
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,28,24,1,0,29,24,53
ATOCHA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,8,9,7,3,15,12,27
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,0,1,3,3,3,4,7
AYATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,2,2,2,2,4,4,8
AYO AYO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,2,4,0,0,2,4,6
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,4,1,9,4,13,5,18
AZURDUY,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,6,3,0,3,6,6,12
BATALLAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,4,5,5,3,9,8,17
BAURES,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,7,4,3,1,10,5,15
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,0,0,0,1,0,1,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,2,0,2,1,4,1,5
BERMEJO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,20,23,4,1,24,24,48
BETANZOS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,8,10,2,1,10,11,21
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,1,0,2,4,3,4,7
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,0,2,1,1,1,3,4
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,1,4,0,0,1,4,5
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,2,9,1,2,3,11,14
CABEZAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,7,12,8,4,15,16,31
CAIROMA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,0,4,3,1,3,5,8
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,1,1,0,0,1,1,2
CAJUATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,1,1,3,0,4,1,5
CALACOTO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,1,0,1,3,2,3,5
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,1,2,2,1,3,3,6
CAMARGO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,8,12,4,3,12,15,27
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,0,1,1,2,1,3,4
CAMIRI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,23,13,5,0,28,13,41
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,20,17,2,1,22,18,40
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,3,2,0,0,3,2,5
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,9,16,1,0,10,16,26
CARANAVI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,25,35,3,3,28,38,66
CARAPARI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,10,3,1,3,11,6,17
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,1,1,0,0,1,1,2
CATACORA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,0,1,0,0,0,1,1
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,0,1,0,0,0,1,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,10,12,17,6,27,18,45
CHAQUI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,2,2,0,3,2,5,7
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,7,10,6,9,13,19,32
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,2,0,0,0,2,0,2
CHIMORE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,14,16,0,3,14,19,33
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,1,0,0,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,6,4,2,0,8,4,12
CHUMA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,0,2,5,3,5,5,10
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,1,1,0,0,1,1,2
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,5,9,13,12,18,21,39
CLIZA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,5,8,4,0,9,8,17
COBIJA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,35,49,6,10,41,59,100
COCAPATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,2,1,10,9,12,10,22
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,415,430,14,14,429,444,873
COIPASA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,0,3,1,2,1,5,6
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,28,16,0,3,28,19,47
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,6,8,0,0,6,8,14
COLLANA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,1,0,0,3,1,3,4
COLOMI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,10,11,2,1,12,12,24
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,4,6,0,1,4,7,11
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,8,9,10,5,18,14,32
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,2,6,0,0,2,6,8
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,5,3,6,2,11,5,16
COMANCHE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,0,3,3,1,3,4,7
COMARAPA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,6,2,1,0,7,2,9
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,21,25,0,0,21,25,46
COPACABANA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,0,2,0,3,0,5,5
CORIPATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,9,5,0,0,9,5,14
CORO CORO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,0,1,0,4,0,5,5
COROICO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,1,4,0,0,1,4,5
CORQUE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,3,1,1,1,4,2,6
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,6,8,1,1,7,9,16
COTOCA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,23,14,0,0,23,14,37
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,7,7,6,6,13,13,26
CUEVO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,2,5,2,0,4,5,9
CULPINA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,9,12,2,6,11,18,29
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,0,3,0,0,0,3,3
CURVA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,0,0,5,1,5,1,6
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,1,0,1,1,2,1,3
EL ALTO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,269,248,73,63,342,311,653
EL CHORO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 4ta. dosis (1er. refuerzo),2015-07-01,0,1,0,0,0,1,1
