municipality,group,variable,month,Total 7.2 Inyectables,TOTAL
SOPACHUY,otras actividades de enfermeria, inyectables,2014-08-01,637,637
SORACACHI,otras actividades de enfermeria, inyectables,2014-08-01,276,276
SORATA,otras actividades de enfermeria, inyectables,2014-08-01,473,473
SUCRE,otras actividades de enfermeria, inyectables,2014-08-01,57908,57908
TACACHI,otras actividades de enfermeria, inyectables,2014-08-01,21,21
TACACOMA,otras actividades de enfermeria, inyectables,2014-08-01,357,357
TACOBAMBA,otras actividades de enfermeria, inyectables,2014-08-01,171,171
TACOPAYA,otras actividades de enfermeria, inyectables,2014-08-01,284,284
TAHUA,otras actividades de enfermeria, inyectables,2014-08-01,92,92
TAPACARI,otras actividades de enfermeria, inyectables,2014-08-01,415,415
TARABUCO,otras actividades de enfermeria, inyectables,2014-08-01,1416,1416
TARACO,otras actividades de enfermeria, inyectables,2014-08-01,166,166
TARATA,otras actividades de enfermeria, inyectables,2014-08-01,344,344
TARIJA,otras actividades de enfermeria, inyectables,2014-08-01,126157,126157
TARVITA,otras actividades de enfermeria, inyectables,2014-08-01,1213,1213
TEOPONTE,otras actividades de enfermeria, inyectables,2014-08-01,486,486
TIAWANACU,otras actividades de enfermeria, inyectables,2014-08-01,296,296
TINGUIPAYA,otras actividades de enfermeria, inyectables,2014-08-01,240,240
TIPUANI,otras actividades de enfermeria, inyectables,2014-08-01,582,582
TIQUIPAYA,otras actividades de enfermeria, inyectables,2014-08-01,906,906
TIRAQUE (CBBA),otras actividades de enfermeria, inyectables,2014-08-01,496,496
TITO YUPANQUI (PARQUIPUJIO),otras actividades de enfermeria, inyectables,2014-08-01,29,29
TOCO,otras actividades de enfermeria, inyectables,2014-08-01,202,202
TODOS SANTOS,otras actividades de enfermeria, inyectables,2014-08-01,15,15
TOLATA,otras actividades de enfermeria, inyectables,2014-08-01,219,219
TOLEDO,otras actividades de enfermeria, inyectables,2014-08-01,169,169
TOMAVE,otras actividades de enfermeria, inyectables,2014-08-01,658,658
TOMINA,otras actividades de enfermeria, inyectables,2014-08-01,915,915
TORO TORO,otras actividades de enfermeria, inyectables,2014-08-01,542,542
TOTORA(CBBA),otras actividades de enfermeria, inyectables,2014-08-01,708,708
TOTORA(ORR),otras actividades de enfermeria, inyectables,2014-08-01,165,165
TRIGAL,otras actividades de enfermeria, inyectables,2014-08-01,224,224
TRINIDAD,otras actividades de enfermeria, inyectables,2014-08-01,70441,70441
TUPIZA,otras actividades de enfermeria, inyectables,2014-08-01,10252,10252
TURCO,otras actividades de enfermeria, inyectables,2014-08-01,185,185
UMALA,otras actividades de enfermeria, inyectables,2014-08-01,150,150
UNCIA,otras actividades de enfermeria, inyectables,2014-08-01,4164,4164
URIONDO (A. CONCEPCION),otras actividades de enfermeria, inyectables,2014-08-01,1386,1386
URUBICHA,otras actividades de enfermeria, inyectables,2014-08-01,458,458
UYUNI,otras actividades de enfermeria, inyectables,2014-08-01,6062,6062
VACAS,otras actividades de enfermeria, inyectables,2014-08-01,292,292
VALLEGRANDE,otras actividades de enfermeria, inyectables,2014-08-01,5722,5722
VIACHA,otras actividades de enfermeria, inyectables,2014-08-01,5456,5456
VILA VILA,otras actividades de enfermeria, inyectables,2014-08-01,58,58
VILLA CHARCAS,otras actividades de enfermeria, inyectables,2014-08-01,498,498
VILLA MONTES,otras actividades de enfermeria, inyectables,2014-08-01,10546,10546
VILLA NUEVA (LOMA ALTA),otras actividades de enfermeria, inyectables,2014-08-01,154,154
VILLA RIVERO,otras actividades de enfermeria, inyectables,2014-08-01,330,330
VILLA SERRANO,otras actividades de enfermeria, inyectables,2014-08-01,636,636
VILLA TUNARI,otras actividades de enfermeria, inyectables,2014-08-01,2466,2466
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria, inyectables,2014-08-01,464,464
VILLAZON,otras actividades de enfermeria, inyectables,2014-08-01,6019,6019
VINTO,otras actividades de enfermeria, inyectables,2014-08-01,677,677
VITICHI,otras actividades de enfermeria, inyectables,2014-08-01,592,592
WALDO BALLIVIAN,otras actividades de enfermeria, inyectables,2014-08-01,22,22
WARNES,otras actividades de enfermeria, inyectables,2014-08-01,2630,2630
YACO,otras actividades de enfermeria, inyectables,2014-08-01,107,107
YACUIBA,otras actividades de enfermeria, inyectables,2014-08-01,29081,29081
YAMPARAEZ,otras actividades de enfermeria, inyectables,2014-08-01,496,496
YANACACHI,otras actividades de enfermeria, inyectables,2014-08-01,312,312
YAPACANI,otras actividades de enfermeria, inyectables,2014-08-01,5777,5777
YOCALLA,otras actividades de enfermeria, inyectables,2014-08-01,331,331
YOTALA,otras actividades de enfermeria, inyectables,2014-08-01,740,740
YUNCHARA,otras actividades de enfermeria, inyectables,2014-08-01,491,491
YUNGUYO DE LITORAL,otras actividades de enfermeria, inyectables,2014-08-01,4,4
ZUDAÑEZ,otras actividades de enfermeria, inyectables,2014-08-01,484,484
ACACIO,otras actividades de enfermeria, inyectables,2014-09-01,271,271
ACHACACHI,otras actividades de enfermeria, inyectables,2014-09-01,1147,1147
ACHOCALLA,otras actividades de enfermeria, inyectables,2014-09-01,221,221
AIQUILE,otras actividades de enfermeria, inyectables,2014-09-01,1459,1459
ALALAY,otras actividades de enfermeria, inyectables,2014-09-01,53,53
ALCALA,otras actividades de enfermeria, inyectables,2014-09-01,321,321
ALTO BENI,otras actividades de enfermeria, inyectables,2014-09-01,309,309
ANCORAIMES,otras actividades de enfermeria, inyectables,2014-09-01,155,155
ANDAMARCA,otras actividades de enfermeria, inyectables,2014-09-01,169,169
ANTEQUERA,otras actividades de enfermeria, inyectables,2014-09-01,114,114
ANZALDO,otras actividades de enfermeria, inyectables,2014-09-01,269,269
APOLO,otras actividades de enfermeria, inyectables,2014-09-01,674,674
ARAMPAMPA,otras actividades de enfermeria, inyectables,2014-09-01,111,111
ARANI,otras actividades de enfermeria, inyectables,2014-09-01,177,177
ARBIETO,otras actividades de enfermeria, inyectables,2014-09-01,335,335
ARQUE,otras actividades de enfermeria, inyectables,2014-09-01,214,214
ASCENCION DE GUARAYOS,otras actividades de enfermeria, inyectables,2014-09-01,6412,6412
ATOCHA,otras actividades de enfermeria, inyectables,2014-09-01,5360,5360
AUCAPATA,otras actividades de enfermeria, inyectables,2014-09-01,234,234
AYATA,otras actividades de enfermeria, inyectables,2014-09-01,258,258
AYO AYO,otras actividades de enfermeria, inyectables,2014-09-01,85,85
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria, inyectables,2014-09-01,1076,1076
AZURDUY,otras actividades de enfermeria, inyectables,2014-09-01,673,673
BATALLAS,otras actividades de enfermeria, inyectables,2014-09-01,406,406
BAURES,otras actividades de enfermeria, inyectables,2014-09-01,775,775
BELEN DE ANDAMARCA,otras actividades de enfermeria, inyectables,2014-09-01,69,69
BELEN DE URMIRI,otras actividades de enfermeria, inyectables,2014-09-01,57,57
BELLA FLOR,otras actividades de enfermeria, inyectables,2014-09-01,185,185
BERMEJO,otras actividades de enfermeria, inyectables,2014-09-01,11331,11331
BETANZOS,otras actividades de enfermeria, inyectables,2014-09-01,1803,1803
BOLIVAR,otras actividades de enfermeria, inyectables,2014-09-01,96,96
BOLPEBRA,otras actividades de enfermeria, inyectables,2014-09-01,155,155
BOYUIBE,otras actividades de enfermeria, inyectables,2014-09-01,449,449
BUENA VISTA,otras actividades de enfermeria, inyectables,2014-09-01,565,565
CABEZAS,otras actividades de enfermeria, inyectables,2014-09-01,2172,2172
CAIROMA,otras actividades de enfermeria, inyectables,2014-09-01,491,491
"CAIZA ""D""",otras actividades de enfermeria, inyectables,2014-09-01,543,543
CAJUATA,otras actividades de enfermeria, inyectables,2014-09-01,673,673
CALACOTO,otras actividades de enfermeria, inyectables,2014-09-01,138,138
CALAMARCA,otras actividades de enfermeria, inyectables,2014-09-01,389,389
CAMARGO,otras actividades de enfermeria, inyectables,2014-09-01,2078,2078
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria, inyectables,2014-09-01,233,233
CAMIRI,otras actividades de enfermeria, inyectables,2014-09-01,6679,6679
CAPINOTA,otras actividades de enfermeria, inyectables,2014-09-01,1322,1322
CAQUIAVIRI,otras actividades de enfermeria, inyectables,2014-09-01,160,160
CARACOLLO,otras actividades de enfermeria, inyectables,2014-09-01,656,656
CARANAVI,otras actividades de enfermeria, inyectables,2014-09-01,5474,5474
CARANGAS,otras actividades de enfermeria, inyectables,2014-09-01,11,11
CARAPARI,otras actividades de enfermeria, inyectables,2014-09-01,1641,1641
CARIPUYO,otras actividades de enfermeria, inyectables,2014-09-01,110,110
CARMEN RIVERO TORREZ,otras actividades de enfermeria, inyectables,2014-09-01,498,498
CATACORA,otras actividades de enfermeria, inyectables,2014-09-01,27,27
CHACARILLA,otras actividades de enfermeria, inyectables,2014-09-01,9,9
CHALLAPATA,otras actividades de enfermeria, inyectables,2014-09-01,2023,2023
CHAQUI,otras actividades de enfermeria, inyectables,2014-09-01,358,358
CHARAGUA,otras actividades de enfermeria, inyectables,2014-09-01,2115,2115
CHARAÑA,otras actividades de enfermeria, inyectables,2014-09-01,23,23
CHAYANTA,otras actividades de enfermeria, inyectables,2014-09-01,457,457
CHIMORE,otras actividades de enfermeria, inyectables,2014-09-01,870,870
CHIPAYA,otras actividades de enfermeria, inyectables,2014-09-01,26,26
CHOQUE COTA,otras actividades de enfermeria, inyectables,2014-09-01,57,57
CHUA COCANI,otras actividades de enfermeria, inyectables,2014-09-01,185,185
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria, inyectables,2014-09-01,1172,1172
CHUMA,otras actividades de enfermeria, inyectables,2014-09-01,431,431
CHUQUIHUTA AYLLU JUCUMANI,otras actividades de enfermeria, inyectables,2014-09-01,153,153
CKOCHAS,otras actividades de enfermeria, inyectables,2014-09-01,342,342
CLIZA,otras actividades de enfermeria, inyectables,2014-09-01,622,622
COBIJA,otras actividades de enfermeria, inyectables,2014-09-01,13418,13418
COCAPATA,otras actividades de enfermeria, inyectables,2014-09-01,204,204
COCHABAMBA,otras actividades de enfermeria, inyectables,2014-09-01,64116,64116
COIPASA,otras actividades de enfermeria, inyectables,2014-09-01,23,23
COLCAPIRHUA,otras actividades de enfermeria, inyectables,2014-09-01,1931,1931
"COLCHA ""K""",otras actividades de enfermeria, inyectables,2014-09-01,947,947
COLLANA,otras actividades de enfermeria, inyectables,2014-09-01,87,87
COLOMI,otras actividades de enfermeria, inyectables,2014-09-01,329,329
COLPA BELGICA,otras actividades de enfermeria, inyectables,2014-09-01,870,870
COLQUECHACA,otras actividades de enfermeria, inyectables,2014-09-01,526,526
COLQUENCHA,otras actividades de enfermeria, inyectables,2014-09-01,104,104
COLQUIRI,otras actividades de enfermeria, inyectables,2014-09-01,796,796
COMANCHE,otras actividades de enfermeria, inyectables,2014-09-01,27,27
COMARAPA,otras actividades de enfermeria, inyectables,2014-09-01,944,944
COMBAYA,otras actividades de enfermeria, inyectables,2014-09-01,37,37
CONCEPCION,otras actividades de enfermeria, inyectables,2014-09-01,1095,1095
COPACABANA,otras actividades de enfermeria, inyectables,2014-09-01,314,314
CORIPATA,otras actividades de enfermeria, inyectables,2014-09-01,325,325
CORO CORO,otras actividades de enfermeria, inyectables,2014-09-01,114,114
COROICO,otras actividades de enfermeria, inyectables,2014-09-01,1506,1506
CORQUE,otras actividades de enfermeria, inyectables,2014-09-01,237,237
COTAGAITA,otras actividades de enfermeria, inyectables,2014-09-01,4182,4182
COTOCA,otras actividades de enfermeria, inyectables,2014-09-01,3111,3111
CRUZ DE MACHACAMARCA,otras actividades de enfermeria, inyectables,2014-09-01,20,20
CUATRO CAÑADAS,otras actividades de enfermeria, inyectables,2014-09-01,1751,1751
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria, inyectables,2014-09-01,83,83
CUEVO,otras actividades de enfermeria, inyectables,2014-09-01,221,221
CULPINA,otras actividades de enfermeria, inyectables,2014-09-01,1123,1123
CURAHUARA DE CARANGAS,otras actividades de enfermeria, inyectables,2014-09-01,153,153
CURVA,otras actividades de enfermeria, inyectables,2014-09-01,57,57
DESAGUADERO,otras actividades de enfermeria, inyectables,2014-09-01,121,121
EL ALTO,otras actividades de enfermeria, inyectables,2014-09-01,41682,41682
EL CHORO,otras actividades de enfermeria, inyectables,2014-09-01,137,137
EL PUENTE(STC),otras actividades de enfermeria, inyectables,2014-09-01,707,707
EL PUENTE(TJA),otras actividades de enfermeria, inyectables,2014-09-01,1074,1074
EL TORNO,otras actividades de enfermeria, inyectables,2014-09-01,8107,8107
EL VILLAR,otras actividades de enfermeria, inyectables,2014-09-01,507,507
ENTRE RIOS TRJ,otras actividades de enfermeria, inyectables,2014-09-01,2959,2959
ENTRE RIOS CBBA,otras actividades de enfermeria, inyectables,2014-09-01,817,817
ESCARA,otras actividades de enfermeria, inyectables,2014-09-01,28,28
ESCOMA,otras actividades de enfermeria, inyectables,2014-09-01,171,171
ESMERALDA,otras actividades de enfermeria, inyectables,2014-09-01,26,26
EUCALIPTUS,otras actividades de enfermeria, inyectables,2014-09-01,186,186
EUREKA (SANTOS MERCADO),otras actividades de enfermeria, inyectables,2014-09-01,64,64
EXALTACION,otras actividades de enfermeria, inyectables,2014-09-01,77,77
FERNANDEZ ALONSO,otras actividades de enfermeria, inyectables,2014-09-01,825,825
FILADELFIA,otras actividades de enfermeria, inyectables,2014-09-01,684,684
GENERAL SAAVEDRA,otras actividades de enfermeria, inyectables,2014-09-01,191,191
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria, inyectables,2014-09-01,323,323
GUANAY,otras actividades de enfermeria, inyectables,2014-09-01,622,622
GUAQUI,otras actividades de enfermeria, inyectables,2014-09-01,196,196
GUAYARAMERIN,otras actividades de enfermeria, inyectables,2014-09-01,17723,17723
GUTIERREZ,otras actividades de enfermeria, inyectables,2014-09-01,427,427
HUACARETA,otras actividades de enfermeria, inyectables,2014-09-01,1023,1023
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria, inyectables,2014-09-01,179,179
HUACHACALLA,otras actividades de enfermeria, inyectables,2014-09-01,187,187
HUANUNI,otras actividades de enfermeria, inyectables,2014-09-01,6274,6274
HUARACAJE,otras actividades de enfermeria, inyectables,2014-09-01,420,420
HUARINA,otras actividades de enfermeria, inyectables,2014-09-01,287,287
HUATAJATA,otras actividades de enfermeria, inyectables,2014-09-01,334,334
HUAYLLAMARCA,otras actividades de enfermeria, inyectables,2014-09-01,222,222
HUMANATA,otras actividades de enfermeria, inyectables,2014-09-01,50,50
ICHOCA,otras actividades de enfermeria, inyectables,2014-09-01,62,62
ICLA,otras actividades de enfermeria, inyectables,2014-09-01,392,392
INCAHUASI,otras actividades de enfermeria, inyectables,2014-09-01,638,638
INGAVI (HUMAITA),otras actividades de enfermeria, inyectables,2014-09-01,182,182
INQUISIVI,otras actividades de enfermeria, inyectables,2014-09-01,244,244
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria, inyectables,2014-09-01,1278,1278
IXIAMAS,otras actividades de enfermeria, inyectables,2014-09-01,450,450
JESUS DE MACHACA,otras actividades de enfermeria, inyectables,2014-09-01,305,305
LA ASUNTA,otras actividades de enfermeria, inyectables,2014-09-01,1719,1719
LA GUARDIA,otras actividades de enfermeria, inyectables,2014-09-01,2881,2881
LA PAZ,otras actividades de enfermeria, inyectables,2014-09-01,187045,187045
LA RIVERA,otras actividades de enfermeria, inyectables,2014-09-01,18,18
LAGUNILLAS,otras actividades de enfermeria, inyectables,2014-09-01,457,457
LAJA,otras actividades de enfermeria, inyectables,2014-09-01,219,219
LAS CARRERAS,otras actividades de enfermeria, inyectables,2014-09-01,353,353
LICOMA PAMPA,otras actividades de enfermeria, inyectables,2014-09-01,44,44
LLALLAGUA,otras actividades de enfermeria, inyectables,2014-09-01,6679,6679
LLICA,otras actividades de enfermeria, inyectables,2014-09-01,378,378
LORETO,otras actividades de enfermeria, inyectables,2014-09-01,379,379
LURIBAY,otras actividades de enfermeria, inyectables,2014-09-01,151,151
MACHACAMARCA,otras actividades de enfermeria, inyectables,2014-09-01,141,141
MACHARETI,otras actividades de enfermeria, inyectables,2014-09-01,587,587
MAGDALENA,otras actividades de enfermeria, inyectables,2014-09-01,2317,2317
MAIRANA,otras actividades de enfermeria, inyectables,2014-09-01,1980,1980
MALLA,otras actividades de enfermeria, inyectables,2014-09-01,33,33
MAPIRI,otras actividades de enfermeria, inyectables,2014-09-01,461,461
MECAPACA,otras actividades de enfermeria, inyectables,2014-09-01,172,172
MINEROS,otras actividades de enfermeria, inyectables,2014-09-01,1521,1521
MIZQUE,otras actividades de enfermeria, inyectables,2014-09-01,913,913
MOCOMOCO,otras actividades de enfermeria, inyectables,2014-09-01,159,159
MOJINETE,otras actividades de enfermeria, inyectables,2014-09-01,77,77
MOJOCOYA,otras actividades de enfermeria, inyectables,2014-09-01,716,716
MONTEAGUDO,otras actividades de enfermeria, inyectables,2014-09-01,7553,7553
MONTERO,otras actividades de enfermeria, inyectables,2014-09-01,13295,13295
