municipality,group,variable,month,Total 7.3 Curaciones y/o suturas,TOTAL
SAPAHAQUI,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,58,58
SHINAOTA,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,112,112
SICA SICA (VILLA AROMA),otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,179,179
SICAYA,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,4,4
SIPE SIPE,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,378,378
SOPACHUY,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,41,41
SORACACHI,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,56,56
SORATA,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,30,30
SUCRE,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,6933,6933
TACACHI,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,9,9
TACACOMA,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,24,24
TACOBAMBA,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,9,9
TACOPAYA,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,17,17
TAHUA,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,12,12
TAPACARI,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,47,47
TARABUCO,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,34,34
TARACO,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,49,49
TARATA,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,163,163
TARIJA,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,13504,13504
TARVITA,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,64,64
TEOPONTE,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,27,27
TIAWANACU,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,80,80
TINGUIPAYA,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,45,45
TIPUANI,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,62,62
TIQUIPAYA,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,327,327
TIRAQUE (CBBA),otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,130,130
TITO YUPANQUI (PARQUIPUJIO),otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,6,6
TOCO,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,68,68
TOLATA,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,34,34
TOLEDO,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,42,42
TOMAVE,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,79,79
TOMINA,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,86,86
TORO TORO,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,24,24
TOTORA(CBBA),otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,91,91
TOTORA(ORR),otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,16,16
TRIGAL,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,44,44
TRINIDAD,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,6902,6902
TUPIZA,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,806,806
TURCO,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,47,47
UMALA,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,15,15
UNCIA,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,285,285
URIONDO (A. CONCEPCION),otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,213,213
URUBICHA,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,61,61
UYUNI,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,1028,1028
VACAS,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,60,60
VALLEGRANDE,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,418,418
VIACHA,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,726,726
VILA VILA,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,9,9
VILLA CHARCAS,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,43,43
VILLA MONTES,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,1231,1231
VILLA NUEVA (LOMA ALTA),otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,10,10
VILLA RIVERO,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,60,60
VILLA SERRANO,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,99,99
VILLA TUNARI,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,797,797
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,41,41
VILLAZON,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,744,744
VINTO,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,421,421
VITICHI,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,69,69
WALDO BALLIVIAN,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,12,12
WARNES,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,753,753
YACO,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,31,31
YACUIBA,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,3927,3927
YAMPARAEZ,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,40,40
YANACACHI,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,42,42
YAPACANI,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,1043,1043
YOCALLA,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,69,69
YOTALA,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,77,77
YUNCHARA,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,23,23
ZUDAÑEZ,otras actividades de enfermeria, curaciones y/o suturas,2014-08-01,167,167
ACACIO,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,54,54
ACHACACHI,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,339,339
ACHOCALLA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,69,69
AIQUILE,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,364,364
ALALAY,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,4,4
ALCALA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,60,60
ALTO BENI,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,46,46
ANCORAIMES,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,43,43
ANDAMARCA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,31,31
ANTEQUERA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,43,43
ANZALDO,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,69,69
APOLO,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,38,38
ARAMPAMPA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,25,25
ARANI,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,142,142
ARBIETO,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,88,88
ARQUE,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,50,50
ASCENCION DE GUARAYOS,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,631,631
ATOCHA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,570,570
AUCAPATA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,33,33
AYATA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,34,34
AYO AYO,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,19,19
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,122,122
AZURDUY,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,79,79
BATALLAS,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,76,76
BAURES,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,339,339
BELEN DE ANDAMARCA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,9,9
BELEN DE URMIRI,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,10,10
BELLA FLOR,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,22,22
BERMEJO,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,1526,1526
BETANZOS,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,201,201
BOLIVAR,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,12,12
BOLPEBRA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,7,7
BOYUIBE,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,35,35
BUENA VISTA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,143,143
CABEZAS,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,256,256
CAIROMA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,45,45
"CAIZA ""D""",otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,85,85
CAJUATA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,28,28
CALACOTO,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,46,46
CALAMARCA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,64,64
CAMARGO,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,137,137
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,23,23
CAMIRI,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,990,990
CAPINOTA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,231,231
CAQUIAVIRI,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,51,51
CARACOLLO,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,206,206
CARANAVI,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,566,566
CARAPARI,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,211,211
CARIPUYO,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,22,22
CARMEN RIVERO TORREZ,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,88,88
CATACORA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,17,17
CHACARILLA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,5,5
CHALLAPATA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,422,422
CHAQUI,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,66,66
CHARAGUA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,254,254
CHAYANTA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,108,108
CHIMORE,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,362,362
CHIPAYA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,1,1
CHOQUE COTA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,9,9
CHUA COCANI,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,39,39
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,100,100
CHUMA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,34,34
CHUQUIHUTA AYLLU JUCUMANI,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,23,23
CKOCHAS,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,22,22
CLIZA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,335,335
COBIJA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,1152,1152
COCAPATA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,40,40
COCHABAMBA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,14507,14507
COIPASA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,5,5
COLCAPIRHUA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,542,542
"COLCHA ""K""",otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,86,86
COLLANA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,38,38
COLOMI,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,149,149
COLPA BELGICA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,230,230
COLQUECHACA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,141,141
COLQUENCHA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,70,70
COLQUIRI,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,504,504
COMANCHE,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,14,14
COMARAPA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,178,178
COMBAYA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,12,12
CONCEPCION,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,164,164
COPACABANA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,69,69
CORIPATA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,92,92
CORO CORO,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,27,27
COROICO,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,285,285
CORQUE,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,64,64
COTAGAITA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,506,506
COTOCA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,834,834
CRUZ DE MACHACAMARCA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,3,3
CUATRO CAÑADAS,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,370,370
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,5,5
CUEVO,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,31,31
CULPINA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,134,134
CURAHUARA DE CARANGAS,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,28,28
CURVA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,12,12
DESAGUADERO,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,27,27
EL ALTO,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,8778,8778
EL CHORO,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,27,27
EL PUENTE(STC),otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,175,175
EL PUENTE(TJA),otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,114,114
EL TORNO,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,2960,2960
EL VILLAR,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,57,57
ENTRE RIOS TRJ,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,364,364
ENTRE RIOS CBBA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,299,299
ESCARA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,3,3
ESCOMA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,64,64
ESMERALDA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,9,9
EUCALIPTUS,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,49,49
EUREKA (SANTOS MERCADO),otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,3,3
EXALTACION,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,16,16
FERNANDEZ ALONSO,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,124,124
FILADELFIA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,56,56
GENERAL SAAVEDRA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,40,40
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,20,20
GUANAY,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,185,185
GUAQUI,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,35,35
GUAYARAMERIN,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,2151,2151
GUTIERREZ,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,55,55
HUACARETA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,62,62
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,12,12
HUACHACALLA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,66,66
HUANUNI,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,943,943
HUARACAJE,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,104,104
HUARINA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,29,29
HUATAJATA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,97,97
HUAYLLAMARCA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,33,33
HUMANATA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,9,9
ICHOCA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,15,15
ICLA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,57,57
INCAHUASI,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,42,42
INGAVI (HUMAITA),otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,5,5
INQUISIVI,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,45,45
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,158,158
IXIAMAS,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,71,71
JESUS DE MACHACA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,69,69
LA ASUNTA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,143,143
LA GUARDIA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,1289,1289
LA PAZ,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,30124,30124
LA RIVERA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,3,3
LAGUNILLAS,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,65,65
LAJA,otras actividades de enfermeria, curaciones y/o suturas,2014-09-01,75,75
