,group,variable,month,CARDIOVASCULARES CANTIDAD,CARDIOVASCULARES CANTIDAD,TOTALES
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,13,35,48
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,0,3,3
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,3,1,4
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,5,0,5
CAJUATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,2,1,3
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,10,9,19
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,59,35,94
CARACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,1,0,1
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,2,2,4
CHOQUE COTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,1,0,1
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,1,0,1
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,3,8,11
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,3,5,8
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,65,178,243
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,2,0,2
COLQUIRI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,0,1,1
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,2,4,6
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,4,5,9
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,2,0,2
CORQUE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,2,3,5
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,10,12,22
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,2,1,3
CURAHUARA DE CARANGAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,7,0,7
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,333,290,623
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,37,43,80
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,5,6,11
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,0,1,1
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,4,3,7
GUANAY,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,0,1,1
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,1,0,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,7,7,14
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,12,20,32
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,2,4,6
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,0,4,4
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,2,2,4
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,4,4,8
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,4,0,4
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,19,12,31
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,246,350,596
LAS CARRERAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,1,0,1
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,0,2,2
LLICA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,1,0,1
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,1,0,1
LURIBAY,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,1,3,4
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,2,4,6
MAPIRI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,4,1,5
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,4,8,12
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,2,3,5
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,4,8,12
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,33,36,69
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,9,11,20
OKINAWA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,20,28,48
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,90,98,188
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,9,4,13
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,6,5,11
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,3,1,4
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,4,6,10
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,0,1,1
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,1,0,1
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,4,1,5
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,0,1,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,9,5,14
POSTRER VALLE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,5,4,9
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,64,76,140
PUCARA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,8,14,22
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,9,10,19
PUERTO SILES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,0,1,1
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,2,1,3
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,6,3,9
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,1,2,3
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,0,1,1
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,1,5,6
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,10,8,18
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,8,7,15
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,0,1,1
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,3,3,6
SALINAS DE GARCI MENDOZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,1,0,1
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,1,0,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,0,1,1
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,2,8,10
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,2,12,14
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,1,0,1
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,15,20,35
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,2,3,5
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,0,1,1
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,6,3,9
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,6,10,16
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,9,14,23
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,1,1,2
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,3,1,4
SAN PEDRO DE QUEMES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,0,1,1
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,3,1,4
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,46,48,94
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,474,489,963
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,5,7,12
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,1,0,1
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,1,0,1
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,2,0,2
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,2,2,4
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,3,0,3
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,11,11,22
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,3,9,12
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,110,152,262
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,37,23,60
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,3,0,3
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,2,1,3
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,29,28,57
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,6,4,10
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,1,0,1
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,1,2,3
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,0,1,1
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,1,0,1
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,1,3,4
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,1,1,2
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,1,0,1
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,4,6,10
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,13,16,29
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,40,63,103
UNCIA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,2,0,2
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,10,13,23
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,2,1,3
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,1,0,1
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,1,0,1
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,29,32,61
VILLA CHARCAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,2,1,3
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,7,12,19
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,0,2,2
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,23,29,52
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,1,1,2
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,4,11,15
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,0,1,1
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,10,10,20
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,5,14,19
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,62,73,135
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,0,1,1
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,1,0,1
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-09-01,5,4,9
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,4,2,6
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,8,7,15
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,0,5,5
ALTO BENI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,3,1,4
ARAMPAMPA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,3,0,3
ASCENCION DE GUARAYOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,1,1,2
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,1,0,1
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,2,0,2
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,1,1,2
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,33,16,49
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,16,29,45
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,4,12,16
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,1,0,1
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,2,9,11
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,3,3,6
CAJUATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,4,2,6
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,6,7,13
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,56,38,94
CARACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,2,0,2
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,3,0,3
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,3,1,4
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,1,3,4
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,1,0,1
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,1,4,5
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,4,7,11
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,216,197,413
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,1,0,1
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,15,31,46
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,2,2,4
CORQUE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,0,1,1
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,4,8,12
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,2,0,2
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,2,2,4
