,group,variable,month,REUMÁTICAS CANTIDAD,REUMÁTICAS CANTIDAD,TOTALES
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,2,3,5
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,17,50,67
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,6,10,16
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,1,3,4
REYES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,2,2,4
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,2,4,6
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,14,12,26
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,1,4,5
SABAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,14,43,57
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,6,10,16
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,1,10,11
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,6,5,11
SALINAS DE GARCI MENDOZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,0,3,3
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,2,4,6
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,2,5,7
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,0,23,23
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,4,13,17
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,12,8,20
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,10,3,13
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,19,19,38
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,1,6,7
SAN JOAQUIN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,2,1,3
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,2,14,16
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,3,4,7
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,2,0,2
SAN LORENZO(PND),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,2,3,5
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,34,91,125
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,13,27,40
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,4,5,9
SAN PABLO DE LIPEZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,1,0,1
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,3,5,8
SAN PEDRO DE BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,7,17,24
SAN PEDRO DE CURAHUARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,4,9,13
SAN PEDRO DE QUEMES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,3,0,3
SAN PEDRO DE TIQUINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,0,1,1
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,1,0,1
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,0,1,1
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,3,2,5
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,234,477,711
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,16,23,39
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,10,27,37
SANTIAGO DE CALLAPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,21,14,35
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,9,11,20
SANTIAGO DE HUATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,6,4,10
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,5,1,6
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,30,24,54
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,1,4,5
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,1,4,5
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,5,11,16
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,0,1,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,194,394,588
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,0,7,7
TACOBAMBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,0,6,6
TACOPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,5,13,18
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,8,10,18
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,41,75,116
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,4,25,29
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,2,8,10
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,27,54,81
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,16,28,44
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,28,29,57
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,1,2,3
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,0,4,4
TOCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,2,1,3
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,0,4,4
TOMAVE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,37,44,81
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,3,3,6
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,4,8,12
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,11,13,24
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,17,52,69
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,7,17,24
UMALA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,4,2,6
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,1,1,2
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,6,15,21
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,2,8,10
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,2,10,12
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,23,39,62
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,2,4,6
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,1,1,2
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,7,8,15
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,33,40,73
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,2,5,7
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,21,15,36
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,2,5,7
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,3,7,10
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,5,11,16
WALDO BALLIVIAN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,2,4,6
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,8,7,15
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,19,24,43
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,6,9,15
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,3,3,6
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,35,35,70
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,4,6,10
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,7,11,18
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-08-01,8,16,24
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,9,18,27
ACHOCALLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,6,1,7
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,29,41,70
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,1,6,7
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,12,13,25
ANDAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,6,6,12
ANTEQUERA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,0,3,3
APOLO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,0,1,1
ARAMPAMPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,1,3,4
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,1,2,3
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,10,18,28
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,5,9,14
AYATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,3,7,10
AYO AYO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,4,13,17
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,14,33,47
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,22,15,37
BELLA FLOR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,8,9,17
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,37,34,71
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,26,55,81
BOLIVAR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,1,1,2
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,1,6,7
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,1,1,2
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,10,16,26
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,2,17,19
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,22,32,54
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,12,25,37
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,22,32,54
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,7,5,12
CAQUIAVIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,4,2,6
CARACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,1,2,3
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,0,5,5
CHACARILLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,2,5,7
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,0,2,2
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,13,8,21
CHAYANTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,4,5,9
CHIMORE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,1,9,10
CHIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,1,3,4
CHOQUE COTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,0,3,3
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,4,8,12
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,17,26,43
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,13,11,24
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,10,34,44
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,286,452,738
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,2,6,8
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,2,8,10
COLLANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,4,5,9
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,9,9,18
COLQUENCHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,10,23,33
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,6,12,18
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,7,6,13
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,7,4,11
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,4,6,10
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,5,13,18
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,14,25,39
CORQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,5,16,21
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,31,57,88
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,0,4,4
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,5,4,9
CUCHUMUELA (V. G. VILLARROEL),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,0,11,11
CURAHUARA DE CARANGAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,3,5,8
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,14,14,28
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,182,295,477
EL CHORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,1,1,2
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,3,1,4
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,11,12,23
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,2,10,12
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,3,4,7
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,3,8,11
EUCALIPTUS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,1,1,2
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,1,0,1
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,4,15,19
GRAL. J.J. PEREZ (CHARAZANI),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,3,18,21
GUANAY,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,18,18,36
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,10,21,31
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,1,5,6
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,4,5,9
HUACHACALLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,4,3,7
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,6,10,16
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,3,3,6
HUAYLLAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,14,15,29
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,2,1,3
ICHOCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,4,9,13
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,2,0,2
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,18,17,35
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,3,11,14
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,13,18,31
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,239,768,1007
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,0,1,1
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-09-01,1,1,2
