,group,variable,month,DIABETES MELLITUS I - II CANTIDAD,DIABETES MELLITUS I - II CANTIDAD,TOTALES
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-08-01,17,37,54
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-08-01,18,57,75
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-08-01,33,41,74
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-08-01,23,18,41
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-08-01,5,9,14
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-08-01,13,34,47
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-08-01,1,12,13
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-08-01,0,3,3
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-08-01,8,10,18
WALDO BALLIVIAN,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-08-01,2,0,2
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-08-01,12,10,22
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-08-01,59,81,140
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-08-01,7,11,18
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-08-01,1,0,1
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,5,7,12
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,0,1,1
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,0,1,1
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,1,3,4
ASCENCION DE GUARAYOS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,0,1,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,2,2,4
AYO AYO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,1,0,1
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,0,1,1
BELLA FLOR,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,1,0,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,38,39,77
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,3,6,9
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,2,2,4
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,1,2,3
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,3,7,10
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,1,2,3
CAJUATA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,1,1,2
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,14,11,25
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,38,63,101
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,0,3,3
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,0,2,2
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,4,1,5
CHACARILLA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,0,1,1
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,6,13,19
CHAYANTA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,1,0,1
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,5,10,15
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,15,37,52
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,326,345,671
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,16,19,35
COLLANA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,0,1,1
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,1,2,3
COLPA BELGICA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,3,11,14
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,3,8,11
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,1,4,5
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,1,1,2
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,0,1,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,3,7,10
CORQUE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,1,1,2
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,1,8,9
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,3,6,9
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,0,5,5
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,2,1,3
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,115,241,356
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,1,6,7
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,39,58,97
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,4,16,20
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,2,7,9
GUANAY,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,3,8,11
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,1,0,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,8,14,22
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,1,1,2
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,3,7,10
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,8,16,24
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,1,2,3
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,1,7,8
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,19,27,46
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,224,376,600
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,1,1,2
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,10,76,86
LURIBAY,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,1,2,3
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,1,2,3
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,0,5,5
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,3,2,5
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,2,2,4
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,8,16,24
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,33,56,89
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,1,1,2
OKINAWA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,1,13,14
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,109,143,252
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,0,2,2
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,1,5,6
PAILON,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,4,6,10
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,2,1,3
PAMPA GRANDE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,1,2,3
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,5,5,10
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,0,1,1
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,3,3,6
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,6,20,26
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,2,1,3
POSTRER VALLE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,1,0,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,75,78,153
PUERTO ACOSTA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,0,1,1
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,0,1,1
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,12,8,20
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,3,7,10
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,4,6,10
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,1,0,1
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,13,25,38
REYES,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,5,8,13
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,40,69,109
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,5,9,14
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,29,59,88
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,9,13,22
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,3,2,5
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,3,7,10
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,0,1,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,0,3,3
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,26,22,48
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,0,1,1
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,10,17,27
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,3,7,10
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,12,34,46
SAN JAVIER(STC),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,1,2,3
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,19,17,36
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,5,10,15
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,1,0,1
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,3,8,11
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,1,0,1
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,0,1,1
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,2,2,4
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,1,8,9
SAN PEDRO DE BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,3,1,4
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,1,4,5
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,3,2,5
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,23,40,63
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,611,931,1542
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,25,38,63
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,3,15,18
SANTIAGO DE CALLAPA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,0,1,1
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,2,2,4
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,1,5,6
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,0,2,2
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,0,2,2
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,123,226,349
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,7,8,15
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,1,9,10
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,50,62,112
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,2,2,4
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,0,4,4
TOCO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,4,2,6
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,2,1,3
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,53,94,147
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,12,10,22
UNCIA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,5,7,12
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,1,3,4
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,1,0,1
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,19,31,50
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,0,1,1
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,20,49,69
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,39,50,89
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,12,31,43
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,1,1,2
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,1,10,11
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,15,31,46
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,2,7,9
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,1,2,3
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,5,9,14
WALDO BALLIVIAN,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-09-01,0,1,1
