,group,variable,month,ANTINEUMOCÓCICA 2DA DOSIS DENTRO,ANTINEUMOCÓCICA 2DA DOSIS DENTRO,ANTINEUMOCÓCICA 2DA DOSIS FUERA,ANTINEUMOCÓCICA 2DA DOSIS FUERA,TOTALES
SENA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,6,10,3,9,28
SHINAOTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,26,24,0,2,52
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,14,13,4,2,33
SICAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,1,1,0,0,2
SIPE SIPE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,54,35,2,4,95
SOPACHUY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,2,0,2,1,5
SORACACHI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,2,9,2,5,18
SORATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,13,14,7,6,40
SUCRE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,277,293,9,9,588
TACACHI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,3,2,1,0,6
TACACOMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,10,2,1,0,13
TACOBAMBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,2,1,3,4,10
TACOPAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,2,3,2,4,11
TAHUA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,0,1,0,0,1
TAPACARI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,12,13,10,7,42
TARABUCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,5,5,5,4,19
TARACO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,1,1,1,2,5
TARATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,9,3,2,0,14
TARIJA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,209,201,13,9,432
TARVITA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,9,6,2,4,21
TEOPONTE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,11,10,2,4,27
TIAWANACU,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,11,11,1,0,23
TINGUIPAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,6,9,12,9,36
TIPUANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,4,6,2,2,14
TIQUIPAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,55,49,10,7,121
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,3,10,9,12,34
TOCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,3,5,0,1,9
TODOS SANTOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,1,0,0,1,2
TOLATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,7,3,0,0,10
TOLEDO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,4,0,1,0,5
TOMAVE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,5,5,8,0,18
TOMINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,1,0,3,1,5
TORO TORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,5,2,10,9,26
TOTORA(CBBA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,10,6,4,4,24
TOTORA(ORR),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,4,3,0,0,7
TRIGAL,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,0,1,0,1,2
TRINIDAD,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,159,131,6,7,303
TUPIZA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,34,30,4,2,70
TURCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,0,2,2,0,4
UMALA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,2,2,3,2,9
UNCIA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,21,16,3,3,43
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,9,12,0,2,23
URUBICHA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,11,7,0,0,18
UYUNI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,22,26,4,3,55
VACAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,4,2,2,3,11
VALLEGRANDE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,14,7,2,0,23
VIACHA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,45,47,14,12,118
VILA VILA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,2,0,2,2,6
VILLA CHARCAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,12,7,4,3,26
VILLA MONTES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,55,46,5,5,111
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,2,3,0,1,6
VILLA RIVERO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,10,3,0,1,14
VILLA SERRANO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,4,2,2,0,8
VILLA TUNARI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,81,68,5,7,161
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,8,6,1,2,17
VILLAZON,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,29,34,1,2,66
VINTO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,44,37,20,21,122
VITICHI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,5,5,1,1,12
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,2,1,0,0,3
WARNES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,133,150,9,12,304
YACO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,5,2,0,2,9
YACUIBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,89,105,13,4,211
YAMPARAEZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,0,2,1,1,4
YANACACHI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,4,7,0,0,11
YAPACANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,58,42,17,15,132
YOCALLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,8,6,0,0,14
YOTALA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,7,2,2,2,13
YUNCHARA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,1,2,1,5,9
ZUDAÑEZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-08-01,3,4,4,3,14
ACACIO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,0,1,1,1,3
ACHACACHI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,17,20,4,4,45
ACHOCALLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,5,13,6,10,34
AIQUILE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,9,13,2,5,29
ALALAY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,0,2,0,0,2
ALCALA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,0,1,0,0,1
ALTO BENI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,9,7,0,0,16
ANCORAIMES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,4,6,2,4,16
ANDAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,0,4,0,0,4
ANTEQUERA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,1,0,1,1,3
ANZALDO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,1,4,4,2,11
APOLO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,13,8,4,5,30
ARAMPAMPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,2,1,2,9,14
ARANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,7,2,1,2,12
ARBIETO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,17,16,8,6,47
ARQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,8,4,0,6,18
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,25,25,0,0,50
ATOCHA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,12,5,1,0,18
AUCAPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,3,2,1,3,9
AYATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,2,4,2,0,8
AYO AYO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,6,2,0,0,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,8,7,5,10,30
AZURDUY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,3,4,6,2,15
BATALLAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,10,17,1,3,31
BAURES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,2,3,0,0,5
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,2,0,0,0,2
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,0,0,1,1,2
BELLA FLOR,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,2,0,2,2,6
BERMEJO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,25,29,2,3,59
BETANZOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,19,12,8,4,43
BOLIVAR,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,4,1,2,1,8
BOLPEBRA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,1,2,0,0,3
BOYUIBE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,3,3,1,0,7
BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,10,6,0,1,17
CABEZAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,16,21,7,10,54
CAIROMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,6,6,4,1,17
"CAIZA ""D""",vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,3,5,5,1,14
CAJUATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,5,6,0,0,11
CALACOTO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,2,1,0,0,3
CALAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,7,5,2,2,16
CAMARGO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,10,1,3,2,16
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,1,0,1,1,3
CAMIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,35,39,0,0,74
CAPINOTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,9,12,0,1,22
CAQUIAVIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,2,1,1,0,4
CARACOLLO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,12,7,12,6,37
CARANAVI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,52,40,3,8,103
CARAPARI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,15,13,1,1,30
CARIPUYO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,3,2,3,1,9
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,7,2,2,2,13
CATACORA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,0,0,0,2,2
CHACARILLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,2,0,0,0,2
CHALLAPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,23,19,8,8,58
CHAQUI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,6,5,1,0,12
CHARAGUA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,16,14,8,20,58
CHARAÑA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,1,3,2,1,7
CHAYANTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,10,7,5,0,22
CHIMORE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,27,14,7,1,49
CHIPAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,1,3,0,0,4
CHUA COCANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,0,0,10,6,16
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,18,12,0,1,31
CHUMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,1,1,2,1,5
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,3,8,0,1,12
CKOCHAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,4,9,4,2,19
CLIZA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,6,9,3,3,21
COBIJA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,53,65,12,10,140
COCAPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,6,5,8,12,31
COCHABAMBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,599,567,13,14,1193
COLCAPIRHUA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,42,45,0,2,89
"COLCHA ""K""",vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,8,6,2,2,18
COLLANA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,0,1,0,0,1
COLOMI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,8,17,1,1,27
COLPA BELGICA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,4,6,1,0,11
COLQUECHACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,12,14,9,12,47
COLQUENCHA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,9,4,0,0,13
COLQUIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,10,4,5,2,21
COMANCHE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,2,2,0,0,4
COMARAPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,14,18,1,0,33
COMBAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,1,0,1,0,2
CONCEPCION,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,20,25,5,5,55
COPACABANA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,4,8,6,4,22
CORIPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,16,10,3,0,29
CORO CORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,5,4,0,0,9
COROICO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,7,16,3,1,27
CORQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,3,4,0,0,7
COTAGAITA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,11,16,4,7,38
COTOCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,67,52,0,0,119
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,17,18,1,4,40
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,1,0,1,1,3
CUEVO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,3,2,0,2,7
CULPINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,7,11,6,1,25
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,2,3,1,0,6
CURVA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,0,2,3,2,7
DESAGUADERO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,3,3,0,0,6
EL ALTO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,578,568,189,192,1527
EL CHORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,2,3,1,0,6
EL PUENTE(STC),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,9,13,0,0,22
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,6,7,1,4,18
EL TORNO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,44,40,5,9,98
EL VILLAR,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,4,2,0,0,6
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,22,11,6,9,48
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,39,28,0,0,67
ESCOMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,3,0,0,0,3
EUCALIPTUS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,1,3,0,0,4
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,0,1,0,0,1
EXALTACION,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,3,2,2,2,9
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,11,18,3,2,34
FILADELFIA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,2,1,3,1,7
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,16,13,0,0,29
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,9,4,0,2,15
GUANAY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,8,7,4,2,21
GUAQUI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,4,4,0,1,9
GUAYARAMERIN,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,35,40,4,6,85
GUTIERREZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,7,6,6,7,26
HUACARETA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,3,6,2,1,12
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,0,2,4,1,7
HUACHACALLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,2,2,0,0,4
HUANUNI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,6,15,3,5,29
HUARACAJE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,5,2,2,1,10
HUARINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,2,1,2,3,8
HUATAJATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,2,0,0,0,2
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,0,2,1,0,3
HUMANATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,0,3,0,0,3
ICHOCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,1,3,2,2,8
ICLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,2,3,3,1,9
INCAHUASI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,5,2,5,6,18
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,3,1,0,1,5
INQUISIVI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,3,1,4,2,10
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,8,10,7,2,27
IXIAMAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,5,9,1,1,16
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,8,8,1,1,18
LA ASUNTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,26,35,9,6,76
LA GUARDIA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,105,97,7,2,211
LA PAZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,560,555,5,8,1128
LA RIVERA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,1,0,0,0,1
LAGUNILLAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,7,6,4,2,19
LAJA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,13,10,2,1,26
LAS CARRERAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,1,0,1,2,4
LICOMA PAMPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,0,2,1,0,3
LLALLAGUA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,7,14,33,13,67
LLICA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,2,1,1,0,4
LORETO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,1,0,0,0,1
LURIBAY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,5,4,0,0,9
MACHACAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,4,3,0,0,7
MACHARETI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,7,2,1,2,12
MAGDALENA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,12,10,0,0,22
MAIRANA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,5,9,1,0,15
MALLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,0,1,3,2,6
MAPIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,17,14,1,0,32
MECAPACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,8,8,1,2,19
MINEROS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,23,18,3,2,46
MIZQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,13,13,5,5,36
MOCOMOCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,5,3,4,2,14
MOJINETE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,0,0,0,1,1
MOJOCOYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,4,1,0,2,7
MONTEAGUDO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,24,18,0,2,44
MONTERO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,109,148,9,8,274
MORO MORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,1,1,0,0,2
MOROCHATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,2,2,0,3,7
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,0,0,0,2,2
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,0,1,0,0,1
