,group,variable,month,ANTIPOLIOMIELÍTICA 4TA. DOSIS (1ER. REFUERZO) DENTRO,ANTIPOLIOMIELÍTICA 4TA. DOSIS (1ER. REFUERZO) DENTRO,ANTIPOLIOMIELÍTICA 4TA. DOSIS (1ER. REFUERZO) FUERA,ANTIPOLIOMIELÍTICA 4TA. DOSIS (1ER. REFUERZO) FUERA,TOTALES
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,0,2,2,0,4
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,2,1,0,0,3
SAN ANDRES DE MACHACA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,0,1,0,0,1
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,0,1,0,0,1
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,1,1,2,1,5
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,8,6,11,3,28
SAN BUENA VENTURA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,2,0,0,1,3
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,2,4,3,1,10
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,4,1,3,0,8
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,13,13,0,2,28
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,1,1,0,0,2
SAN JAVIER(STC),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,0,2,0,0,2
SAN JOAQUIN,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,4,2,0,0,6
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,2,2,13,4,21
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,0,0,2,0,2
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,8,16,2,6,32
SAN LORENZO(TJA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,1,3,0,0,4
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,0,0,1,2,3
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,1,4,0,0,5
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,1,0,1,0,2
SAN PABLO DE LIPEZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,0,1,0,0,1
SAN PEDRO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,2,2,0,0,4
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,4,6,15,14,39
SAN PEDRO DE QUEMES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,0,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,1,2,0,0,3
SAN RAFAEL,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,0,0,0,2,2
SAN RAMON SCZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,4,3,0,0,7
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,1,2,7,7,17
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,269,267,78,61,675
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,1,3,2,4,10
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,1,2,0,1,4
SANTIAGO DE CALLAPA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,1,0,0,3,4
SANTIAGO DE HUARI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,0,0,1,1,2
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,0,2,0,0,2
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,0,2,0,0,2
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,3,8,1,4,16
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,4,0,0,0,4
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,3,6,7,3,19
SOPACHUY,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,0,1,0,0,1
SORACACHI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,0,1,1,0,2
SORATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,4,0,2,2,8
SUCRE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,73,60,20,28,181
TACACHI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,0,0,1,1,2
TACACOMA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,1,0,0,0,1
TACOBAMBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,0,0,2,0,2
TACOPAYA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,0,0,1,2,3
TAPACARI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,2,0,2,1,5
TARABUCO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,0,1,1,0,2
TARATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,0,0,2,1,3
TARIJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,9,10,13,11,43
TARVITA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,0,0,1,2,3
TEOPONTE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,2,0,2,3,7
TIAWANACU,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,0,1,0,0,1
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,2,1,4,5,12
TIPUANI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,3,5,1,0,9
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,9,0,8,4,21
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,0,0,1,2,3
TOCO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,0,0,1,1,2
TOLATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,2,0,1,0,3
TOLEDO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,1,2,0,1,4
TOMAVE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,1,1,4,5,11
TOMINA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,1,0,0,0,1
TORO TORO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,0,1,1,0,2
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,1,0,0,2,3
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,27,26,7,8,68
TUPIZA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,7,4,1,6,18
UNCIA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,3,2,0,2,7
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,1,0,0,2,3
URUBICHA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,0,1,0,0,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,2,9,1,0,12
VACAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,1,0,0,1,2
VALLEGRANDE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,1,0,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,5,6,4,1,16
VILA VILA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,0,1,2,1,4
VILLA CHARCAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,1,0,1,1,3
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,2,4,3,3,12
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,0,1,0,0,1
VILLA RIVERO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,0,2,0,0,2
VILLA SERRANO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,0,1,1,0,2
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,21,19,10,19,69
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,2,0,0,0,2
VILLAZON,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,13,12,6,7,38
VINTO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,0,0,0,2,2
VITICHI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,0,2,0,0,2
WARNES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,28,34,4,4,70
YACO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,1,1,0,0,2
YACUIBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,4,7,1,3,15
YAMPARAEZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,0,0,2,0,2
YANACACHI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,0,0,2,2,4
YAPACANI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,9,10,7,7,33
YOTALA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,0,0,1,1,2
YUNCHARA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-07-01,0,0,1,0,1
ACACIO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,1,0,0,0,1
ACHACACHI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,1,2,0,0,3
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,4,1,4,2,11
AIQUILE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,1,1,2,1,5
ALCALA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,0,1,0,0,1
ALTO BENI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,0,0,0,3,3
ANCORAIMES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,0,1,0,0,1
ANZALDO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,0,0,1,1,2
APOLO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,0,0,0,1,1
ARAMPAMPA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,0,0,2,0,2
ARBIETO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,2,1,2,3,8
ARQUE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,0,2,1,2,5
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,3,4,0,0,7
ATOCHA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,1,2,1,2,6
AUCAPATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,0,1,0,0,1
AYATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,1,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,5,2,2,2,11
AZURDUY,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,0,1,1,0,2
BATALLAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,3,1,3,1,8
BAURES,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,1,0,0,0,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,3,1,1,1,6
BETANZOS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,0,0,2,0,2
BOLIVAR,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,0,0,1,1,2
BOYUIBE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,1,1,0,1,3
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,2,1,1,3,7
CABEZAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,4,5,2,9,20
CAIROMA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,1,0,0,0,1
CAJUATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,1,2,0,0,3
CALAMARCA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,0,2,0,0,2
CAMARGO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,0,1,1,0,2
CAMIRI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,6,9,3,1,19
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,1,0,0,0,1
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,2,2,2,2,8
CARANAVI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,7,1,1,2,11
CARAPARI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,0,1,2,4,7
CARIPUYO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,0,1,0,0,1
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,1,0,1,1,3
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,5,4,5,11,25
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,5,6,8,3,22
CHAYANTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,2,4,0,0,6
CHIMORE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,2,2,1,1,6
CHOQUE COTA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,1,2,0,0,3
CHUMA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,1,0,0,1,2
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,1,0,0,3,4
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,1,4,1,1,7
CLIZA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,0,2,0,0,2
COBIJA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,8,12,7,7,34
COCAPATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,0,0,0,2,2
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,145,120,38,29,332
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,4,6,8,7,25
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,1,2,0,0,3
COLOMI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,6,0,0,2,8
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,1,0,0,0,1
COLQUECHACA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,1,3,8,2,14
COLQUENCHA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,2,0,0,0,2
COLQUIRI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,1,5,6,3,15
COMARAPA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,4,3,1,0,8
COMBAYA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,0,0,1,0,1
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,7,6,9,7,29
COPACABANA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,1,2,1,1,5
CORIPATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,4,4,0,0,8
CORO CORO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,3,0,0,0,3
COROICO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,1,2,3,3,9
CORQUE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,1,0,1,1,3
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,0,0,0,2,2
COTOCA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,25,21,2,1,49
CRUZ DE MACHACAMARCA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,1,0,0,0,1
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,7,2,2,3,14
CULPINA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,4,3,5,0,12
CURVA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,0,0,0,1,1
EL ALTO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,105,90,94,94,383
EL CHORO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,1,0,0,0,1
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,0,2,0,0,2
EL PUENTE(TJA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,1,0,1,1,3
EL TORNO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,8,7,6,6,27
ENTRE RIOS TRJ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,0,1,2,4,7
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,1,1,2,2,6
ESCOMA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,0,2,1,1,4
EUCALIPTUS,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,1,0,0,0,1
EXALTACION,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,0,0,0,2,2
FERNANDEZ ALONSO,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,0,1,1,0,2
FILADELFIA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,1,0,0,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,4,4,0,0,8
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,0,0,2,0,2
GUANAY,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,0,0,0,1,1
GUAQUI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,3,4,1,0,8
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,16,11,5,7,39
GUTIERREZ,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,0,4,0,0,4
HUACARETA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,0,1,0,1,2
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,0,2,1,0,3
HUANUNI,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,7,11,4,9,31
HUARACAJE,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,0,2,0,0,2
HUARINA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,0,0,0,1,1
HUATAJATA,vacunaciones en ninos de 2 a 3 anos,antipoliomielitica 4ta. dosis (1er. refuerzo),2017-08-01,1,0,1,1,3
