,group,variable,month,L 9.2 TALLA BAJA < DE 1 AÑO,L 9.2 TALLA BAJA < DE 1 AÑO,L 9.2 TALLA BAJA 1 A MENOR DE 2 AÑOS,L 9.2 TALLA BAJA 1 A MENOR DE 2 AÑOS,L 9.2 TALLA BAJA 2 A MENOR DE 5 AÑOS,L 9.2 TALLA BAJA 2 A MENOR DE 5 AÑOS,TOTALES,TOTALES,TOTALES
BOLIVAR,estado nutricional,l 9.2 talla baja,2011-07-01,27,17,41,29,100,94,168,140,308
BOLPEBRA,estado nutricional,l 9.2 talla baja,2011-07-01,4,1,2,2,6,4,12,7,19
BOYUIBE,estado nutricional,l 9.2 talla baja,2011-07-01,0,0,0,0,0,2,0,2,2
BUENA VISTA,estado nutricional,l 9.2 talla baja,2011-07-01,2,1,1,2,3,3,6,6,12
CABEZAS,estado nutricional,l 9.2 talla baja,2011-07-01,1,4,3,4,6,2,10,10,20
CAIROMA,estado nutricional,l 9.2 talla baja,2011-07-01,8,8,16,13,13,13,37,34,71
"CAIZA ""D""",estado nutricional,l 9.2 talla baja,2011-07-01,12,5,25,11,24,21,61,37,98
CAJUATA,estado nutricional,l 9.2 talla baja,2011-07-01,2,0,4,2,4,6,10,8,18
CALACOTO,estado nutricional,l 9.2 talla baja,2011-07-01,6,3,8,2,17,7,31,12,43
CALAMARCA,estado nutricional,l 9.2 talla baja,2011-07-01,14,15,38,24,14,27,66,66,132
CAMARGO,estado nutricional,l 9.2 talla baja,2011-07-01,15,8,28,21,69,53,112,82,194
CAMATAQUI (C. VILLA ABECIA),estado nutricional,l 9.2 talla baja,2011-07-01,2,0,7,3,6,12,15,15,30
CAMIRI,estado nutricional,l 9.2 talla baja,2011-07-01,5,1,10,5,4,6,19,12,31
CAPINOTA,estado nutricional,l 9.2 talla baja,2011-07-01,11,4,36,22,21,16,68,42,110
CAQUIAVIRI,estado nutricional,l 9.2 talla baja,2011-07-01,10,6,19,9,6,9,35,24,59
CARACOLLO,estado nutricional,l 9.2 talla baja,2011-07-01,49,22,39,30,41,30,129,82,211
CARANAVI,estado nutricional,l 9.2 talla baja,2011-07-01,21,29,65,62,74,77,160,168,328
CARANGAS,estado nutricional,l 9.2 talla baja,2011-07-01,0,0,0,0,0,1,0,1,1
CARAPARI,estado nutricional,l 9.2 talla baja,2011-07-01,1,2,8,2,1,3,10,7,17
CARIPUYO,estado nutricional,l 9.2 talla baja,2011-07-01,24,12,41,29,82,69,147,110,257
CARMEN RIVERO TORREZ,estado nutricional,l 9.2 talla baja,2011-07-01,0,0,2,0,1,0,3,0,3
CATACORA,estado nutricional,l 9.2 talla baja,2011-07-01,2,0,5,3,4,1,11,4,15
CHACARILLA,estado nutricional,l 9.2 talla baja,2011-07-01,0,0,2,0,0,0,2,0,2
CHALLAPATA,estado nutricional,l 9.2 talla baja,2011-07-01,51,19,79,38,45,49,175,106,281
CHAQUI,estado nutricional,l 9.2 talla baja,2011-07-01,14,2,23,15,11,13,48,30,78
CHARAGUA,estado nutricional,l 9.2 talla baja,2011-07-01,7,6,7,4,13,11,27,21,48
CHARAÑA,estado nutricional,l 9.2 talla baja,2011-07-01,0,1,2,6,7,5,9,12,21
CHAYANTA,estado nutricional,l 9.2 talla baja,2011-07-01,41,22,62,43,39,33,142,98,240
CHIMORE,estado nutricional,l 9.2 talla baja,2011-07-01,5,5,14,11,13,5,32,21,53
CHIPAYA,estado nutricional,l 9.2 talla baja,2011-07-01,0,1,3,3,7,5,10,9,19
CHOQUE COTA,estado nutricional,l 9.2 talla baja,2011-07-01,6,0,4,3,2,0,12,3,15
CHULUMANI (V. DE LA LIBERTAD),estado nutricional,l 9.2 talla baja,2011-07-01,1,2,2,5,2,3,5,10,15
CHUMA,estado nutricional,l 9.2 talla baja,2011-07-01,8,5,18,11,23,21,49,37,86
CHUQUIHUTA AYLLU JUCUMANI,estado nutricional,l 9.2 talla baja,2011-07-01,10,3,35,17,7,11,52,31,83
CKOCHAS,estado nutricional,l 9.2 talla baja,2011-07-01,22,14,33,26,18,29,73,69,142
CLIZA,estado nutricional,l 9.2 talla baja,2011-07-01,8,5,16,10,8,3,32,18,50
COBIJA,estado nutricional,l 9.2 talla baja,2011-07-01,22,21,22,15,25,17,69,53,122
COCAPATA,estado nutricional,l 9.2 talla baja,2011-07-01,17,15,35,28,32,41,84,84,168
COCHABAMBA,estado nutricional,l 9.2 talla baja,2011-07-01,97,107,177,187,139,168,413,462,875
COIPASA,estado nutricional,l 9.2 talla baja,2011-07-01,0,0,1,2,0,1,1,3,4
COLCAPIRHUA,estado nutricional,l 9.2 talla baja,2011-07-01,15,9,17,11,9,8,41,28,69
"COLCHA ""K""",estado nutricional,l 9.2 talla baja,2011-07-01,4,7,16,7,10,5,30,19,49
COLLANA,estado nutricional,l 9.2 talla baja,2011-07-01,1,4,3,6,3,1,7,11,18
COLOMI,estado nutricional,l 9.2 talla baja,2011-07-01,7,5,16,9,9,3,32,17,49
COLPA BELGICA,estado nutricional,l 9.2 talla baja,2011-07-01,0,1,1,1,0,1,1,3,4
COLQUECHACA,estado nutricional,l 9.2 talla baja,2011-07-01,84,63,153,117,102,98,339,278,617
COLQUENCHA,estado nutricional,l 9.2 talla baja,2011-07-01,13,9,14,11,5,4,32,24,56
COLQUIRI,estado nutricional,l 9.2 talla baja,2011-07-01,11,8,16,18,27,30,54,56,110
COMANCHE,estado nutricional,l 9.2 talla baja,2011-07-01,4,2,3,4,5,6,12,12,24
COMARAPA,estado nutricional,l 9.2 talla baja,2011-07-01,13,9,26,9,12,9,51,27,78
COMBAYA,estado nutricional,l 9.2 talla baja,2011-07-01,0,2,1,3,6,4,7,9,16
CONCEPCION,estado nutricional,l 9.2 talla baja,2011-07-01,7,1,13,13,5,15,25,29,54
COPACABANA,estado nutricional,l 9.2 talla baja,2011-07-01,4,4,12,5,3,4,19,13,32
CORIPATA,estado nutricional,l 9.2 talla baja,2011-07-01,4,1,5,3,3,9,12,13,25
CORO CORO,estado nutricional,l 9.2 talla baja,2011-07-01,9,7,21,10,11,9,41,26,67
COROICO,estado nutricional,l 9.2 talla baja,2011-07-01,5,3,8,5,18,27,31,35,66
CORQUE,estado nutricional,l 9.2 talla baja,2011-07-01,5,3,9,9,14,10,28,22,50
COTAGAITA,estado nutricional,l 9.2 talla baja,2011-07-01,18,10,49,35,67,62,134,107,241
COTOCA,estado nutricional,l 9.2 talla baja,2011-07-01,2,3,3,3,3,3,8,9,17
CUATRO CAÑADAS,estado nutricional,l 9.2 talla baja,2011-07-01,7,3,2,4,11,6,20,13,33
CUCHUMUELA (V. G. VILLARROEL),estado nutricional,l 9.2 talla baja,2011-07-01,4,4,10,0,3,6,17,10,27
CUEVO,estado nutricional,l 9.2 talla baja,2011-07-01,3,0,4,2,8,6,15,8,23
CULPINA,estado nutricional,l 9.2 talla baja,2011-07-01,27,10,31,23,46,39,104,72,176
CURAHUARA DE CARANGAS,estado nutricional,l 9.2 talla baja,2011-07-01,4,3,10,6,10,8,24,17,41
CURVA,estado nutricional,l 9.2 talla baja,2011-07-01,2,2,11,6,18,12,31,20,51
DESAGUADERO,estado nutricional,l 9.2 talla baja,2011-07-01,5,3,3,2,2,3,10,8,18
EL ALTO,estado nutricional,l 9.2 talla baja,2011-07-01,430,271,504,332,288,265,1222,868,2090
EL CHORO,estado nutricional,l 9.2 talla baja,2011-07-01,3,0,1,1,7,6,11,7,18
EL PUENTE(STC),estado nutricional,l 9.2 talla baja,2011-07-01,5,2,8,7,6,6,19,15,34
EL PUENTE(TJA),estado nutricional,l 9.2 talla baja,2011-07-01,8,4,13,17,12,13,33,34,67
EL TORNO,estado nutricional,l 9.2 talla baja,2011-07-01,10,7,5,4,18,17,33,28,61
EL VILLAR,estado nutricional,l 9.2 talla baja,2011-07-01,2,3,8,4,27,17,37,24,61
ENTRE RIOS TRJ,estado nutricional,l 9.2 talla baja,2011-07-01,8,3,13,7,19,19,40,29,69
ENTRE RIOS CBBA,estado nutricional,l 9.2 talla baja,2011-07-01,12,10,12,11,17,28,41,49,90
ESCARA,estado nutricional,l 9.2 talla baja,2011-07-01,0,0,1,0,0,0,1,0,1
ESCOMA,estado nutricional,l 9.2 talla baja,2011-07-01,2,5,3,3,2,2,7,10,17
EUCALIPTUS,estado nutricional,l 9.2 talla baja,2011-07-01,3,4,4,11,5,5,12,20,32
EUREKA (SANTOS MERCADO),estado nutricional,l 9.2 talla baja,2011-07-01,1,1,1,1,0,1,2,3,5
EXALTACION,estado nutricional,l 9.2 talla baja,2011-07-01,2,0,2,2,2,3,6,5,11
FERNANDEZ ALONSO,estado nutricional,l 9.2 talla baja,2011-07-01,4,4,7,4,4,2,15,10,25
FILADELFIA,estado nutricional,l 9.2 talla baja,2011-07-01,1,0,4,0,4,3,9,3,12
GENERAL SAAVEDRA,estado nutricional,l 9.2 talla baja,2011-07-01,3,2,21,5,13,25,37,32,69
GRAL. J.J. PEREZ (CHARAZANI),estado nutricional,l 9.2 talla baja,2011-07-01,9,4,20,26,33,20,62,50,112
GUANAY,estado nutricional,l 9.2 talla baja,2011-07-01,9,7,11,10,12,10,32,27,59
GUAQUI,estado nutricional,l 9.2 talla baja,2011-07-01,2,6,8,10,8,6,18,22,40
GUAYARAMERIN,estado nutricional,l 9.2 talla baja,2011-07-01,39,14,31,13,24,24,94,51,145
GUTIERREZ,estado nutricional,l 9.2 talla baja,2011-07-01,8,8,31,18,55,50,94,76,170
HUACARETA,estado nutricional,l 9.2 talla baja,2011-07-01,4,3,4,0,10,8,18,11,29
HUACAYA (VILLA DE HUACAYA),estado nutricional,l 9.2 talla baja,2011-07-01,1,1,2,2,9,6,12,9,21
HUACHACALLA,estado nutricional,l 9.2 talla baja,2011-07-01,0,0,0,0,3,4,3,4,7
HUANUNI,estado nutricional,l 9.2 talla baja,2011-07-01,48,13,36,29,18,18,102,60,162
HUARACAJE,estado nutricional,l 9.2 talla baja,2011-07-01,3,1,3,3,2,0,8,4,12
HUARINA,estado nutricional,l 9.2 talla baja,2011-07-01,3,0,5,6,1,0,9,6,15
HUAYLLAMARCA,estado nutricional,l 9.2 talla baja,2011-07-01,5,2,6,5,4,6,15,13,28
HUMANATA,estado nutricional,l 9.2 talla baja,2011-07-01,6,2,17,9,9,8,32,19,51
ICHOCA,estado nutricional,l 9.2 talla baja,2011-07-01,11,10,12,17,17,22,40,49,89
ICLA,estado nutricional,l 9.2 talla baja,2011-07-01,17,6,22,13,128,129,167,148,315
INCAHUASI,estado nutricional,l 9.2 talla baja,2011-07-01,26,21,43,34,55,54,124,109,233
INGAVI (HUMAITA),estado nutricional,l 9.2 talla baja,2011-07-01,0,0,4,1,11,6,15,7,22
INQUISIVI,estado nutricional,l 9.2 talla baja,2011-07-01,5,7,11,8,20,17,36,32,68
IRUPANA (VILLA DE LANZA),estado nutricional,l 9.2 talla baja,2011-07-01,1,2,3,2,2,3,6,7,13
IXIAMAS,estado nutricional,l 9.2 talla baja,2011-07-01,5,1,5,3,10,3,20,7,27
JESUS DE MACHACA,estado nutricional,l 9.2 talla baja,2011-07-01,4,2,7,5,2,4,13,11,24
LA ASUNTA,estado nutricional,l 9.2 talla baja,2011-07-01,12,13,34,25,26,26,72,64,136
LA GUARDIA,estado nutricional,l 9.2 talla baja,2011-07-01,16,15,16,15,14,10,46,40,86
LA PAZ,estado nutricional,l 9.2 talla baja,2011-07-01,378,254,403,267,283,261,1064,782,1846
LAGUNILLAS,estado nutricional,l 9.2 talla baja,2011-07-01,1,2,7,4,7,10,15,16,31
LAJA,estado nutricional,l 9.2 talla baja,2011-07-01,6,1,4,4,4,1,14,6,20
LAS CARRERAS,estado nutricional,l 9.2 talla baja,2011-07-01,1,0,1,2,14,6,16,8,24
LICOMA PAMPA,estado nutricional,l 9.2 talla baja,2011-07-01,0,1,3,6,2,4,5,11,16
LLALLAGUA,estado nutricional,l 9.2 talla baja,2011-07-01,32,39,76,45,46,39,154,123,277
LLICA,estado nutricional,l 9.2 talla baja,2011-07-01,3,3,8,4,2,7,13,14,27
LORETO,estado nutricional,l 9.2 talla baja,2011-07-01,1,2,1,3,4,1,6,6,12
LURIBAY,estado nutricional,l 9.2 talla baja,2011-07-01,14,2,11,10,19,14,44,26,70
MACHACAMARCA,estado nutricional,l 9.2 talla baja,2011-07-01,5,4,0,0,2,0,7,4,11
MACHARETI,estado nutricional,l 9.2 talla baja,2011-07-01,8,1,6,3,17,13,31,17,48
MAGDALENA,estado nutricional,l 9.2 talla baja,2011-07-01,2,2,3,1,1,0,6,3,9
MAIRANA,estado nutricional,l 9.2 talla baja,2011-07-01,7,1,11,5,6,2,24,8,32
MALLA,estado nutricional,l 9.2 talla baja,2011-07-01,1,0,1,0,2,0,4,0,4
MAPIRI,estado nutricional,l 9.2 talla baja,2011-07-01,8,8,23,7,28,8,59,23,82
MECAPACA,estado nutricional,l 9.2 talla baja,2011-07-01,4,0,7,6,8,13,19,19,38
MINEROS,estado nutricional,l 9.2 talla baja,2011-07-01,9,8,15,3,12,10,36,21,57
MIZQUE,estado nutricional,l 9.2 talla baja,2011-07-01,23,15,56,46,40,48,119,109,228
MOCOMOCO,estado nutricional,l 9.2 talla baja,2011-07-01,9,9,8,20,15,10,32,39,71
MOJINETE,estado nutricional,l 9.2 talla baja,2011-07-01,0,1,1,0,2,4,3,5,8
MOJOCOYA,estado nutricional,l 9.2 talla baja,2011-07-01,4,2,11,4,17,20,32,26,58
MONTEAGUDO,estado nutricional,l 9.2 talla baja,2011-07-01,6,3,17,14,29,28,52,45,97
MONTERO,estado nutricional,l 9.2 talla baja,2011-07-01,22,21,26,13,17,21,65,55,120
MORO MORO,estado nutricional,l 9.2 talla baja,2011-07-01,1,2,2,1,1,0,4,3,7
MOROCHATA,estado nutricional,l 9.2 talla baja,2011-07-01,16,17,36,36,38,29,90,82,172
NACEBE (SANTA ROSA DEL ABUNA),estado nutricional,l 9.2 talla baja,2011-07-01,0,0,10,2,2,0,12,2,14
NAZACARA DE PACAJES,estado nutricional,l 9.2 talla baja,2011-07-01,0,0,0,0,1,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),estado nutricional,l 9.2 talla baja,2011-07-01,0,0,0,2,1,4,1,6,7
OCURI,estado nutricional,l 9.2 talla baja,2011-07-01,36,32,67,59,81,91,184,182,366
OKINAWA,estado nutricional,l 9.2 talla baja,2011-07-01,1,2,3,2,1,1,5,5,10
OMEREQUE,estado nutricional,l 9.2 talla baja,2011-07-01,1,0,2,3,4,9,7,12,19
ORURO,estado nutricional,l 9.2 talla baja,2011-07-01,237,182,400,264,191,198,828,644,1472
PADCAYA,estado nutricional,l 9.2 talla baja,2011-07-01,4,2,12,7,9,12,25,21,46
PADILLA,estado nutricional,l 9.2 talla baja,2011-07-01,9,6,15,15,45,47,69,68,137
PAILON,estado nutricional,l 9.2 talla baja,2011-07-01,2,1,6,3,2,2,10,6,16
PALCA,estado nutricional,l 9.2 talla baja,2011-07-01,7,9,9,9,5,7,21,25,46
PALOS BLANCOS,estado nutricional,l 9.2 talla baja,2011-07-01,8,7,14,22,8,14,30,43,73
PAMPA AULLAGAS,estado nutricional,l 9.2 talla baja,2011-07-01,2,6,8,7,5,2,15,15,30
PAMPA GRANDE,estado nutricional,l 9.2 talla baja,2011-07-01,2,0,10,3,5,6,17,9,26
PAPEL PAMPA,estado nutricional,l 9.2 talla baja,2011-07-01,3,0,7,5,10,5,20,10,30
PASORAPA,estado nutricional,l 9.2 talla baja,2011-07-01,1,0,3,3,0,4,4,7,11
PATACAMAYA,estado nutricional,l 9.2 talla baja,2011-07-01,23,16,36,22,20,8,79,46,125
PAZÑA,estado nutricional,l 9.2 talla baja,2011-07-01,3,1,15,7,18,9,36,17,53
PELECHUCO,estado nutricional,l 9.2 talla baja,2011-07-01,8,6,10,9,4,8,22,23,45
POCOATA,estado nutricional,l 9.2 talla baja,2011-07-01,46,20,69,67,85,61,200,148,348
POCONA,estado nutricional,l 9.2 talla baja,2011-07-01,13,19,30,23,25,29,68,71,139
POJO (CBBA),estado nutricional,l 9.2 talla baja,2011-07-01,2,3,13,6,18,11,33,20,53
POOPO,estado nutricional,l 9.2 talla baja,2011-07-01,6,4,7,5,3,6,16,15,31
PORCO,estado nutricional,l 9.2 talla baja,2011-07-01,30,20,23,16,18,10,71,46,117
POROMA,estado nutricional,l 9.2 talla baja,2011-07-01,23,17,49,35,73,101,145,153,298
PORONGO,estado nutricional,l 9.2 talla baja,2011-07-01,0,2,2,1,2,6,4,9,13
PORTACHUELO,estado nutricional,l 9.2 talla baja,2011-07-01,3,4,3,2,4,0,10,6,16
PORVENIR,estado nutricional,l 9.2 talla baja,2011-07-01,1,1,0,2,0,3,1,6,7
POSTRER VALLE,estado nutricional,l 9.2 talla baja,2011-07-01,0,0,0,0,0,1,0,1,1
POTOSI,estado nutricional,l 9.2 talla baja,2011-07-01,232,154,264,187,145,141,641,482,1123
PRESTO,estado nutricional,l 9.2 talla baja,2011-07-01,13,5,29,17,63,50,105,72,177
PUCARA,estado nutricional,l 9.2 talla baja,2011-07-01,0,3,1,0,5,5,6,8,14
PUCARANI,estado nutricional,l 9.2 talla baja,2011-07-01,24,13,48,19,11,15,83,47,130
PUERTO ACOSTA,estado nutricional,l 9.2 talla baja,2011-07-01,9,9,6,7,8,4,23,20,43
PUERTO CARABUCO,estado nutricional,l 9.2 talla baja,2011-07-01,3,4,19,12,22,25,44,41,85
PUERTO GONZALO MORENO,estado nutricional,l 9.2 talla baja,2011-07-01,21,9,24,19,38,23,83,51,134
PUERTO PEREZ,estado nutricional,l 9.2 talla baja,2011-07-01,0,1,4,2,2,2,6,5,11
PUERTO RICO,estado nutricional,l 9.2 talla baja,2011-07-01,3,5,9,13,6,9,18,27,45
PUERTO SILES,estado nutricional,l 9.2 talla baja,2011-07-01,0,0,0,1,0,4,0,5,5
PUERTO SUAREZ,estado nutricional,l 9.2 talla baja,2011-07-01,8,1,3,2,2,0,13,3,16
PUERTO VILLARROEL,estado nutricional,l 9.2 talla baja,2011-07-01,14,10,38,42,29,29,81,81,162
PUNA,estado nutricional,l 9.2 talla baja,2011-07-01,14,13,34,50,52,42,100,105,205
PUNATA,estado nutricional,l 9.2 talla baja,2011-07-01,2,3,15,22,5,12,22,37,59
QUIABAYA,estado nutricional,l 9.2 talla baja,2011-07-01,5,4,6,3,6,5,17,12,29
QUILLACOLLO,estado nutricional,l 9.2 talla baja,2011-07-01,22,22,263,40,20,28,305,90,395
QUIME,estado nutricional,l 9.2 talla baja,2011-07-01,4,1,3,3,13,9,20,13,33
QUIRUSILLAS,estado nutricional,l 9.2 talla baja,2011-07-01,0,0,0,0,1,1,1,1,2
RAVELO,estado nutricional,l 9.2 talla baja,2011-07-01,36,26,55,77,125,136,216,239,455
REYES,estado nutricional,l 9.2 talla baja,2011-07-01,2,4,15,10,9,11,26,25,51
RIBERALTA,estado nutricional,l 9.2 talla baja,2011-07-01,36,32,53,41,23,30,112,103,215
ROBORE,estado nutricional,l 9.2 talla baja,2011-07-01,2,0,0,0,0,0,2,0,2
RURRENABAQUE,estado nutricional,l 9.2 talla baja,2011-07-01,4,4,10,3,2,12,16,19,35
SABAYA,estado nutricional,l 9.2 talla baja,2011-07-01,0,0,2,2,3,2,5,4,9
SACABA,estado nutricional,l 9.2 talla baja,2011-07-01,33,25,105,74,86,67,224,166,390
SACABAMBA,estado nutricional,l 9.2 talla baja,2011-07-01,6,10,8,3,2,8,16,21,37
SACACA,estado nutricional,l 9.2 talla baja,2011-07-01,70,37,108,82,110,108,288,227,515
SAIPINA,estado nutricional,l 9.2 talla baja,2011-07-01,0,3,0,1,1,8,1,12,13
SALINAS DE GARCI MENDOZA,estado nutricional,l 9.2 talla baja,2011-07-01,11,6,21,10,18,22,50,38,88
SAMAIPATA,estado nutricional,l 9.2 talla baja,2011-07-01,2,0,3,1,4,3,9,4,13
SAN AGUSTIN,estado nutricional,l 9.2 talla baja,2011-07-01,0,0,0,1,0,1,0,2,2
SAN ANDRES,estado nutricional,l 9.2 talla baja,2011-07-01,3,0,7,1,5,2,15,3,18
SAN ANDRES DE MACHACA,estado nutricional,l 9.2 talla baja,2011-07-01,2,0,1,2,0,1,3,3,6
SAN ANTONIO DE ESMORUCO,estado nutricional,l 9.2 talla baja,2011-07-01,2,2,4,1,2,2,8,5,13
SAN ANTONIO DE LOMERIO,estado nutricional,l 9.2 talla baja,2011-07-01,3,3,9,6,15,15,27,24,51
SAN BENITO,estado nutricional,l 9.2 talla baja,2011-07-01,8,4,21,9,8,10,37,23,60
SAN BORJA,estado nutricional,l 9.2 talla baja,2011-07-01,23,12,54,34,50,48,127,94,221
SAN BUENA VENTURA,estado nutricional,l 9.2 talla baja,2011-07-01,7,6,12,5,6,10,25,21,46
SAN CARLOS,estado nutricional,l 9.2 talla baja,2011-07-01,3,1,7,6,7,0,17,7,24
SAN IGNACIO,estado nutricional,l 9.2 talla baja,2011-07-01,6,7,26,10,12,13,44,30,74
SAN IGNACIO DE VELASCO,estado nutricional,l 9.2 talla baja,2011-07-01,23,14,39,19,41,28,103,61,164
SAN JAVIER(BNI),estado nutricional,l 9.2 talla baja,2011-07-01,0,0,0,1,0,2,0,3,3
SAN JAVIER(STC),estado nutricional,l 9.2 talla baja,2011-07-01,2,0,2,3,1,3,5,6,11
SAN JOAQUIN,estado nutricional,l 9.2 talla baja,2011-07-01,4,3,0,2,1,0,5,5,10
SAN JOSE DE CHIQUITOS,estado nutricional,l 9.2 talla baja,2011-07-01,7,1,6,3,5,0,18,4,22
SAN JUAN DE YAPACANI,estado nutricional,l 9.2 talla baja,2011-07-01,2,1,1,1,1,2,4,4,8
SAN JULIAN,estado nutricional,l 9.2 talla baja,2011-07-01,10,7,8,13,9,13,27,33,60
SAN LORENZO(PND),estado nutricional,l 9.2 talla baja,2011-07-01,2,2,6,10,18,9,26,21,47
SAN LORENZO(TJA),estado nutricional,l 9.2 talla baja,2011-07-01,6,7,19,6,11,11,36,24,60
SAN LUCAS,estado nutricional,l 9.2 talla baja,2011-07-01,33,39,43,47,78,82,154,168,322
SAN MATIAS,estado nutricional,l 9.2 talla baja,2011-07-01,3,1,2,0,0,5,5,6,11
SAN MIGUEL DE VELASCO,estado nutricional,l 9.2 talla baja,2011-07-01,9,2,21,12,16,20,46,34,80
SAN PABLO DE LIPEZ,estado nutricional,l 9.2 talla baja,2011-07-01,3,1,1,6,2,5,6,12,18
SAN PEDRO,estado nutricional,l 9.2 talla baja,2011-07-01,1,1,6,5,7,3,14,9,23
SAN PEDRO DE BUENA VISTA,estado nutricional,l 9.2 talla baja,2011-07-01,64,37,87,70,66,112,217,219,436
SAN PEDRO DE CURAHUARA,estado nutricional,l 9.2 talla baja,2011-07-01,6,1,6,4,9,13,21,18,39
SAN PEDRO DE QUEMES,estado nutricional,l 9.2 talla baja,2011-07-01,0,0,0,0,2,1,2,1,3
SAN PEDRO DE TIQUINA,estado nutricional,l 9.2 talla baja,2011-07-01,1,3,2,3,8,5,11,11,22
SAN PEDRO(PND),estado nutricional,l 9.2 talla baja,2011-07-01,0,0,0,1,2,0,2,1,3
SAN RAFAEL,estado nutricional,l 9.2 talla baja,2011-07-01,3,2,11,1,6,5,20,8,28
SAN RAMON BENI,estado nutricional,l 9.2 talla baja,2011-07-01,1,2,3,0,4,3,8,5,13
SAN RAMON SCZ,estado nutricional,l 9.2 talla baja,2011-07-01,2,0,0,1,0,2,2,3,5
SANTA ANA,estado nutricional,l 9.2 talla baja,2011-07-01,5,4,6,1,1,3,12,8,20
SANTA CRUZ DE LA SIERRA,estado nutricional,l 9.2 talla baja,2011-07-01,110,121,88,76,66,85,264,282,546
SANTA ROSA,estado nutricional,l 9.2 talla baja,2011-07-01,5,0,2,3,4,4,11,7,18
SANTA ROSA DEL SARA,estado nutricional,l 9.2 talla baja,2011-07-01,0,1,1,0,6,2,7,3,10
SANTIAGO DE CALLAPA,estado nutricional,l 9.2 talla baja,2011-07-01,2,2,3,2,1,0,6,4,10
SANTIAGO DE HUARI,estado nutricional,l 9.2 talla baja,2011-07-01,6,5,16,7,8,17,30,29,59
SANTIAGO DE HUATA,estado nutricional,l 9.2 talla baja,2011-07-01,4,2,4,1,3,0,11,3,14
SANTIAGO DE MACHACA,estado nutricional,l 9.2 talla baja,2011-07-01,4,1,10,5,3,4,17,10,27
SANTIVAÑES,estado nutricional,l 9.2 talla baja,2011-07-01,1,3,3,7,9,8,13,18,31
SANTUARIO DE QUILLACAS,estado nutricional,l 9.2 talla baja,2011-07-01,2,2,10,7,12,6,24,15,39
SAPAHAQUI,estado nutricional,l 9.2 talla baja,2011-07-01,8,3,11,16,10,18,29,37,66
SENA,estado nutricional,l 9.2 talla baja,2011-07-01,3,3,5,4,3,3,11,10,21
SHINAOTA,estado nutricional,l 9.2 talla baja,2011-07-01,9,7,11,10,16,16,36,33,69
SICA SICA (VILLA AROMA),estado nutricional,l 9.2 talla baja,2011-07-01,14,8,19,14,15,15,48,37,85
SICAYA,estado nutricional,l 9.2 talla baja,2011-07-01,3,6,21,10,19,19,43,35,78
SIPE SIPE,estado nutricional,l 9.2 talla baja,2011-07-01,13,10,36,39,25,22,74,71,145
SOPACHUY,estado nutricional,l 9.2 talla baja,2011-07-01,6,1,9,9,49,54,64,64,128
SORACACHI,estado nutricional,l 9.2 talla baja,2011-07-01,7,6,28,13,18,31,53,50,103
SORATA,estado nutricional,l 9.2 talla baja,2011-07-01,3,6,17,13,13,19,33,38,71
SUCRE,estado nutricional,l 9.2 talla baja,2011-07-01,132,81,220,175,209,192,561,448,1009
TACACHI,estado nutricional,l 9.2 talla baja,2011-07-01,0,0,0,1,0,1,0,2,2
TACACOMA,estado nutricional,l 9.2 talla baja,2011-07-01,3,2,6,1,1,4,10,7,17
TACOBAMBA,estado nutricional,l 9.2 talla baja,2011-07-01,18,2,20,14,17,18,55,34,89
TACOPAYA,estado nutricional,l 9.2 talla baja,2011-07-01,11,9,33,28,74,81,118,118,236
TAHUA,estado nutricional,l 9.2 talla baja,2011-07-01,0,0,4,1,1,3,5,4,9
TAPACARI,estado nutricional,l 9.2 talla baja,2011-07-01,47,38,64,61,85,79,196,178,374
TARABUCO,estado nutricional,l 9.2 talla baja,2011-07-01,29,11,80,66,194,173,303,250,553
TARACO,estado nutricional,l 9.2 talla baja,2011-07-01,2,0,2,1,0,0,4,1,5
TARATA,estado nutricional,l 9.2 talla baja,2011-07-01,6,4,11,15,4,2,21,21,42
TARIJA,estado nutricional,l 9.2 talla baja,2011-07-01,30,16,25,21,33,29,88,66,154
TARVITA,estado nutricional,l 9.2 talla baja,2011-07-01,28,19,62,38,173,179,263,236,499
TEOPONTE,estado nutricional,l 9.2 talla baja,2011-07-01,4,2,3,4,4,6,11,12,23
TIAWANACU,estado nutricional,l 9.2 talla baja,2011-07-01,9,2,16,8,8,11,33,21,54
TINGUIPAYA,estado nutricional,l 9.2 talla baja,2011-07-01,41,30,58,38,37,22,136,90,226
TIPUANI,estado nutricional,l 9.2 talla baja,2011-07-01,1,0,2,1,4,9,7,10,17
TIQUIPAYA,estado nutricional,l 9.2 talla baja,2011-07-01,14,24,50,56,45,45,109,125,234
TIRAQUE (CBBA),estado nutricional,l 9.2 talla baja,2011-07-01,6,13,36,42,23,33,65,88,153
TITO YUPANQUI (PARQUIPUJIO),estado nutricional,l 9.2 talla baja,2011-07-01,2,0,2,2,4,2,8,4,12
TOCO,estado nutricional,l 9.2 talla baja,2011-07-01,4,4,11,7,1,5,16,16,32
TODOS SANTOS,estado nutricional,l 9.2 talla baja,2011-07-01,0,0,1,0,0,0,1,0,1
TOLATA,estado nutricional,l 9.2 talla baja,2011-07-01,0,4,4,2,5,4,9,10,19
