,group,variable,month,TOTAL INFLUENZA ESTACIONAL (6M A 11 M) 1RA. DOSIS DENTRO,TOTAL INFLUENZA ESTACIONAL (6M A 11 M) 1RA. DOSIS DENTRO,TOTAL INFLUENZA ESTACIONAL (6M A 11 M) 1RA. DOSIS FUERA,TOTAL INFLUENZA ESTACIONAL (6M A 11 M) 1RA. DOSIS FUERA,TOTALES
LA ASUNTA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,64,57,11,15,147
LA GUARDIA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,66,40,1,1,108
LA PAZ,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,361,300,25,21,707
LAGUNILLAS,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,3,1,3,4,11
LAJA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,4,1,2,0,7
LAS CARRERAS,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,0,0,2,1,3
LLALLAGUA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,0,0,10,10,20
LURIBAY,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,1,0,0,0,1
MAGDALENA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,15,11,0,0,26
MAIRANA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,16,17,0,0,33
MAPIRI,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,8,13,5,4,30
MECAPACA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,3,4,0,1,8
MINEROS,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,3,1,0,0,4
MIZQUE,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,6,4,0,0,10
MOCOMOCO,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,0,0,2,1,3
MOJINETE,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,0,0,1,1,2
MONTEAGUDO,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,13,11,0,0,24
MONTERO,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,83,90,2,0,175
MORO MORO,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,0,0,1,0,1
MOROCHATA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,1,2,11,6,20
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,0,2,1,6,9
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,1,1,0,0,2
OCURI,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,3,0,0,0,3
OKINAWA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,12,8,0,0,20
OMEREQUE,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,0,0,0,1,1
ORURO,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,132,142,3,5,282
PADCAYA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,2,2,0,0,4
PAILON,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,8,6,7,10,31
PALCA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,6,2,0,2,10
PALOS BLANCOS,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,8,8,4,5,25
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,7,2,0,0,9
PATACAMAYA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,1,0,1,1,3
PAZÑA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,4,2,0,2,8
PELECHUCO,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,1,2,3,4,10
POCOATA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,3,1,7,7,18
POCONA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,1,2,1,0,4
POJO (CBBA),vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,7,5,5,1,18
PORCO,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,23,23,4,9,59
POROMA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,8,9,7,6,30
PORONGO,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,0,1,2,2,5
PORTACHUELO,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,13,8,0,0,21
PORVENIR,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,0,7,0,1,8
POTOSI,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,186,151,13,10,360
PUCARANI,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,3,4,14,16,37
PUERTO CARABUCO,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,2,7,3,2,14
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,5,3,4,7,19
PUERTO PEREZ,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,3,4,3,6,16
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,15,17,2,0,34
PUERTO RICO,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,0,3,0,2,5
PUERTO SUAREZ,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,12,11,0,0,23
PUNA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,2,1,2,1,6
PUNATA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,11,15,3,6,35
QUILLACOLLO,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,78,82,48,71,279
QUIME,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,4,0,0,1,5
QUIRUSILLAS,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,3,2,0,0,5
RAVELO,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,6,1,3,5,15
REYES,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,0,3,0,0,3
RIBERALTA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,24,34,1,0,59
ROBORE,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,13,8,1,1,23
RURRENABAQUE,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,16,20,0,0,36
SABAYA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,0,1,0,0,1
SACABA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,54,45,15,15,129
SACACA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,3,3,9,17,32
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,5,1,5,3,14
SAMAIPATA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,7,3,0,1,11
SAN AGUSTIN,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,1,0,0,0,1
SAN ANDRES,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,7,4,0,0,11
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,1,0,0,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,6,5,1,5,17
SAN BENITO,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,4,8,1,1,14
SAN BORJA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,50,29,5,6,90
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,14,7,2,2,25
SAN CARLOS,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,18,23,0,0,41
SAN IGNACIO,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,18,12,8,6,44
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,34,30,9,12,85
SAN JAVIER(STC),vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,16,10,0,0,26
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,7,3,7,11,28
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,8,4,0,0,12
SAN JULIAN,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,38,32,6,2,78
SAN LORENZO(PND),vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,4,3,17,26,50
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,14,12,0,2,28
SAN MATIAS,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,15,17,1,1,34
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,9,5,2,3,19
SAN PEDRO,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,6,6,1,1,14
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,12,7,11,29,59
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,0,1,0,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,0,0,1,0,1
SAN PEDRO(PND),vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,0,0,4,3,7
SAN RAFAEL,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,2,2,2,0,6
SAN RAMON BENI,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,7,0,0,0,7
SANTA ANA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,8,9,0,0,17
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,674,633,14,13,1334
SANTA ROSA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,4,7,0,0,11
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,12,6,17,7,42
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,4,2,0,0,6
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,1,0,2,1,4
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,4,1,0,0,5
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,0,1,2,0,3
SAPAHAQUI,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,2,4,8,6,20
SENA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,5,6,3,5,19
SHINAOTA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,7,6,6,0,19
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,2,2,0,0,4
SICAYA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,2,0,1,1,4
SORACACHI,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,3,4,5,3,15
SORATA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,4,1,5,10,20
SUCRE,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,23,21,6,10,60
TACACOMA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,8,2,5,4,19
TACOBAMBA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,0,0,6,5,11
TACOPAYA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,1,0,2,0,3
TAPACARI,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,4,3,4,2,13
TARABUCO,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,5,8,1,1,15
TARATA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,2,0,0,1,3
TARIJA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,34,29,11,5,79
TEOPONTE,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,15,5,2,4,26
TINGUIPAYA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,3,2,0,0,5
TIPUANI,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,3,3,7,3,16
TIQUIPAYA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,3,0,2,1,6
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,9,5,23,14,51
TOCO,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,3,3,1,1,8
TOLATA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,1,2,0,0,3
TOLEDO,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,2,1,1,2,6
TOMAVE,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,0,2,8,2,12
TORO TORO,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,5,1,2,3,11
TOTORA(CBBA),vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,6,6,0,2,14
TOTORA(ORR),vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,1,0,0,1,2
TRINIDAD,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,63,55,1,7,126
TUPIZA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,2,5,2,3,12
TURCO,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,1,0,0,0,1
UNCIA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,1,6,2,0,9
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,5,9,3,3,20
URUBICHA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,4,5,3,5,17
UYUNI,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,7,6,3,2,18
VACAS,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,7,3,2,4,16
VALLEGRANDE,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,9,9,0,0,18
VIACHA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,42,40,13,9,104
VILA VILA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,1,0,1,1,3
VILLA MONTES,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,38,39,18,9,104
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,0,0,0,3,3
VILLA RIVERO,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,3,8,2,2,15
VILLA TUNARI,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,36,28,2,1,67
VILLAZON,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,19,16,3,0,38
VINTO,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,2,2,0,0,4
VITICHI,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,0,1,0,0,1
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,0,0,6,4,10
WARNES,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,39,42,0,1,82
YACUIBA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,36,31,15,18,100
YANACACHI,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,2,1,1,1,5
YAPACANI,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,39,21,3,5,68
YOCALLA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,4,0,1,1,6
YUNGUYO DE LITORAL,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,1,0,0,0,1
ZUDAÑEZ,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-08-01,0,1,1,2,4
ACHACACHI,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-09-01,1,4,1,1,7
AIQUILE,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-09-01,0,0,0,1,1
ALCALA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-09-01,1,0,0,2,3
ANZALDO,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-09-01,0,0,3,3,6
APOLO,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-09-01,7,6,3,0,16
ARBIETO,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-09-01,0,1,2,0,3
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-09-01,15,24,0,0,39
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-09-01,2,4,4,4,14
BATALLAS,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-09-01,4,0,0,0,4
BAURES,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-09-01,3,3,3,0,9
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-09-01,0,0,0,1,1
BELLA FLOR,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-09-01,0,1,1,3,5
BERMEJO,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-09-01,5,1,1,2,9
CABEZAS,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-09-01,9,4,4,0,17
"CAIZA ""D""",vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-09-01,0,1,1,0,2
CAMARGO,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-09-01,0,0,1,0,1
CAMIRI,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-09-01,7,5,0,0,12
CAPINOTA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-09-01,1,2,0,0,3
CAQUIAVIRI,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-09-01,2,1,0,0,3
CARACOLLO,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-09-01,3,6,0,3,12
CARANAVI,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-09-01,1,1,0,0,2
CARAPARI,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-09-01,0,1,0,0,1
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-09-01,2,0,3,4,9
CHALLAPATA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-09-01,12,17,1,3,33
CHARAÑA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-09-01,4,0,0,0,4
CHAYANTA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-09-01,1,0,0,0,1
CHIMORE,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-09-01,8,16,1,0,25
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-09-01,13,4,0,0,17
CHUMA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-09-01,1,0,0,0,1
CLIZA,vacunaciones en menores de 1 ano,total influenza estacional (6m a 11 m) 1ra. dosis,2015-09-01,1,3,1,0,5
