,group,variable,month,TOTAL INFLUENZA ESTACIONAL (7M A 11 M) 2DA. DOSIS DENTRO,TOTAL INFLUENZA ESTACIONAL (7M A 11 M) 2DA. DOSIS DENTRO,TOTAL INFLUENZA ESTACIONAL (7M A 11 M) 2DA. DOSIS FUERA,TOTAL INFLUENZA ESTACIONAL (7M A 11 M) 2DA. DOSIS FUERA,TOTALES
HUANUNI,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,3,2,0,0,5
HUARACAJE,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,2,1,1,0,4
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,0,2,1,0,3
JESUS DE MACHACA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,3,0,0,0,3
LA GUARDIA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,6,7,0,1,14
LA PAZ,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,72,50,1,2,125
LAGUNILLAS,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,2,1,2,2,7
MACHACAMARCA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,1,0,0,0,1
MAGDALENA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,8,5,0,0,13
MAPIRI,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,7,12,9,8,36
MECAPACA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,0,0,0,1,1
MONTERO,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,88,84,2,1,175
MOROCHATA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,2,0,3,3,8
OKINAWA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,10,6,3,2,21
ORURO,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,49,36,0,0,85
PAILON,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,1,0,26,73,100
PALOS BLANCOS,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,1,0,0,0,1
POJO (CBBA),vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,0,3,1,0,4
PORTACHUELO,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,6,9,0,0,15
PORVENIR,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,1,2,3,2,8
POSTRER VALLE,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,0,2,0,0,2
POTOSI,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,8,1,0,0,9
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,9,2,3,2,16
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,9,10,0,0,19
PUERTO RICO,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,2,0,0,1,3
QUILLACOLLO,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,14,17,7,5,43
REYES,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,4,5,0,0,9
RIBERALTA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,0,2,0,0,2
ROBORE,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,10,4,3,0,17
RURRENABAQUE,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,2,1,0,0,3
SABAYA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,0,2,1,1,4
SACABA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,32,35,27,34,128
SAN BORJA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,2,0,1,2,5
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,2,0,1,1,4
SAN CARLOS,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,9,8,0,0,17
SAN IGNACIO,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,26,14,2,1,43
SAN JOAQUIN,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,5,4,0,0,9
SAN LORENZO(PND),vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,2,2,3,3,10
SAN MATIAS,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,1,2,0,0,3
SAN PEDRO,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,8,3,0,1,12
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,1,1,1,4,7
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,0,1,0,0,1
SAN RAMON BENI,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,1,5,0,1,7
SANTA ANA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,4,10,0,0,14
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,92,71,11,12,186
SANTA ROSA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,2,1,0,0,3
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,8,5,0,0,13
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,1,2,1,0,4
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,0,1,0,0,1
SENA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,8,8,0,0,16
SHINAOTA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,1,0,0,0,1
SORACACHI,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,0,0,1,0,1
SORATA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,0,0,0,2,2
SUCRE,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,2,3,1,0,6
TIQUIPAYA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,0,0,1,1,2
TOTORA(CBBA),vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,4,6,0,0,10
TRINIDAD,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,19,23,4,3,49
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,1,0,0,2,3
URUBICHA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,3,5,0,0,8
UYUNI,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,1,7,0,0,8
VALLEGRANDE,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,9,8,0,1,18
VILLA MONTES,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,3,1,0,0,4
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,0,0,2,0,2
VILLAZON,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,4,3,0,0,7
WARNES,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,31,27,3,4,65
YACUIBA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-11-01,25,32,14,7,78
AIQUILE,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,0,0,1,0,1
APOLO,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,0,0,2,0,2
"CAIZA ""D""",vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,0,0,1,0,1
CAMIRI,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,5,3,0,0,8
CARACOLLO,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,1,12,0,0,13
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,0,1,0,0,1
CHARAGUA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,1,0,0,3,4
COBIJA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,32,27,0,0,59
COCHABAMBA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,1,0,0,0,1
COLPA BELGICA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,0,1,0,0,1
COLQUIRI,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,0,0,1,0,1
CONCEPCION,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,1,2,0,1,4
COPACABANA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,2,2,0,0,4
COTOCA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,31,37,0,1,69
EL ALTO,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,13,10,4,4,31
EL PUENTE(STC),vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,2,2,0,0,4
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,5,6,4,3,18
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,0,0,3,0,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,2,0,0,0,2
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,0,1,0,0,1
GUANAY,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,3,5,0,0,8
HUANUNI,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,2,4,1,2,9
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,3,0,1,0,4
LA GUARDIA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,4,3,0,0,7
LA PAZ,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,32,27,24,18,101
LAGUNILLAS,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,0,0,1,0,1
MONTERO,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,60,52,1,1,114
MORO MORO,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,0,2,0,0,2
MOROCHATA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,1,0,2,1,4
OKINAWA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,3,1,0,0,4
ORURO,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,12,15,1,0,28
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,1,1,1,0,3
PAZÑA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,0,1,0,0,1
PORTACHUELO,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,9,10,0,0,19
PORVENIR,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,1,3,0,0,4
POTOSI,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,1,1,0,0,2
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,3,2,0,0,5
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,5,7,0,0,12
PUERTO RICO,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,1,1,0,0,2
QUILLACOLLO,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,27,39,8,15,89
QUIRUSILLAS,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,0,1,0,0,1
ROBORE,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,2,0,0,0,2
SACABA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,2,3,0,1,6
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,0,1,0,0,1
SAN BORJA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,2,1,0,0,3
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,1,0,0,0,1
SAN CARLOS,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,18,17,0,0,35
SAN IGNACIO,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,14,13,0,0,27
SAN JOAQUIN,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,1,2,0,0,3
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,5,3,0,0,8
SAN LORENZO(PND),vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,0,0,1,4,5
SAN MATIAS,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,6,6,0,0,12
SAN PEDRO,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,4,2,2,4,12
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,1,0,1,0,2
SAN PEDRO(PND),vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,0,0,1,0,1
SAN RAMON BENI,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,0,0,3,2,5
SANTA ANA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,9,10,0,0,19
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,62,61,0,0,123
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,1,0,4,2,7
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,0,2,0,0,2
SENA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,6,9,0,0,15
SORATA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,1,2,1,1,5
TAPACARI,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,0,0,1,2,3
TOLEDO,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,1,0,0,0,1
TOTORA(CBBA),vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,3,1,1,0,5
TRIGAL,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,0,1,0,0,1
TRINIDAD,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,3,4,0,0,7
URUBICHA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,6,9,0,0,15
UYUNI,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,0,4,0,0,4
VALLEGRANDE,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,16,10,0,0,26
VILA VILA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,0,0,2,0,2
VILLAZON,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,3,5,0,0,8
WARNES,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,8,8,1,0,17
YACUIBA,vacunaciones en menores de 1 ano,total influenza estacional (7m a 11 m) 2da. dosis,2015-12-01,3,0,0,0,3
