,group,variable,month,TOTAL PENTAVALENTE 1RA DOSIS DENTRO,TOTAL PENTAVALENTE 1RA DOSIS DENTRO,TOTAL PENTAVALENTE 1RA DOSIS FUERA,TOTAL PENTAVALENTE 1RA DOSIS FUERA,TOTALES
EXALTACION,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,3,0,0,0,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,1,2,0,0,3
FILADELFIA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,8,3,0,5,16
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,16,15,0,0,31
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,3,4,3,5,15
GUANAY,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,8,8,2,5,23
GUAQUI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,2,2,1,2,7
GUAYARAMERIN,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,45,46,0,0,91
GUTIERREZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,11,7,3,8,29
HUACARETA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,6,6,5,1,18
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,0,0,0,3,3
HUACHACALLA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,1,1,0,0,2
HUANUNI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,19,24,1,1,45
HUARACAJE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,3,1,0,0,4
HUARINA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,4,2,0,0,6
HUATAJATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,1,2,0,0,3
HUAYLLAMARCA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,2,2,2,0,6
HUMANATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,3,0,2,2,7
ICHOCA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,1,2,2,0,5
ICLA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,2,8,3,1,14
INCAHUASI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,8,9,8,5,30
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,3,1,0,0,4
INQUISIVI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,5,6,2,3,16
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,5,11,4,3,23
IXIAMAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,5,12,1,1,19
JESUS DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,7,4,0,2,13
LA ASUNTA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,50,39,5,8,102
LA GUARDIA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,104,96,2,6,208
LA PAZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,655,619,8,5,1287
LAGUNILLAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,5,0,1,1,7
LAJA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,11,16,7,3,37
LAS CARRERAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,1,4,1,1,7
LICOMA PAMPA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,0,1,0,0,1
LLALLAGUA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,17,19,13,19,68
LLICA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,0,1,0,1,2
LORETO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,4,2,1,1,8
LURIBAY,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,3,5,0,0,8
MACHACAMARCA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,3,0,0,1,4
MACHARETI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,5,4,4,0,13
MAGDALENA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,18,17,0,0,35
MAIRANA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,7,12,2,1,22
MALLA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,0,0,2,4,6
MAPIRI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,14,15,1,0,30
MECAPACA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,6,8,4,2,20
MINEROS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,1,1,0,0,2
MIZQUE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,27,14,4,9,54
MOCOMOCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,9,9,2,3,23
MOJINETE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,1,0,0,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,5,3,0,0,8
MONTEAGUDO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,24,13,4,2,43
MONTERO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,109,106,1,0,216
MORO MORO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,1,0,0,1,2
MOROCHATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,1,3,4,8,16
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,1,1,3,1,6
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,6,2,0,0,8
OCURI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,9,8,9,10,36
OKINAWA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,11,9,3,0,23
OMEREQUE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,4,2,2,3,11
ORURO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,286,319,12,12,629
PADCAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,9,13,1,0,23
PADILLA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,6,5,1,1,13
PAILON,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,28,24,44,43,139
PALCA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,17,9,3,5,34
PALOS BLANCOS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,20,22,5,3,50
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,1,2,0,0,3
PAMPA GRANDE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,7,6,1,0,14
PAPEL PAMPA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,3,2,1,2,8
PASORAPA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,2,1,1,0,4
PATACAMAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,12,25,4,2,43
PAZÑA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,3,5,1,3,12
PELECHUCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,2,4,2,1,9
POCOATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,5,6,28,12,51
POCONA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,11,2,3,4,20
POJO (CBBA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,5,7,2,3,17
POOPO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,5,5,1,2,13
PORCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,16,6,0,2,24
POROMA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,7,5,7,5,24
PORONGO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,7,10,2,2,21
PORTACHUELO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,18,19,0,0,37
PORVENIR,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,10,4,1,1,16
POSTRER VALLE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,0,0,0,1,1
POTOSI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,317,310,11,21,659
PRESTO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,1,3,3,2,9
PUCARANI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,14,14,9,8,45
PUERTO ACOSTA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,2,4,7,7,20
PUERTO CARABUCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,2,3,5,8,18
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,2,3,3,1,9
PUERTO PEREZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,3,1,0,2,6
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,16,15,1,1,33
PUERTO RICO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,6,7,0,1,14
PUERTO SUAREZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,20,13,0,1,34
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,62,65,5,1,133
PUNA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,7,12,6,3,28
PUNATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,28,22,1,0,51
QUIABAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,0,2,1,2,5
QUILLACOLLO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,112,98,54,50,314
QUIME,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,8,9,0,0,17
QUIRUSILLAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,0,3,0,0,3
RAVELO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,5,5,12,10,32
REYES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,7,8,3,6,24
RIBERALTA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,148,133,29,36,346
ROBORE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,16,20,2,2,40
RURRENABAQUE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,31,12,6,0,49
SABAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,2,1,0,0,3
SACABA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,109,125,6,11,251
SACABAMBA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,3,5,0,1,9
SACACA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,8,9,9,5,31
SAIPINA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,1,9,0,2,12
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,8,1,4,4,17
SAMAIPATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,8,5,0,0,13
SAN AGUSTIN,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,1,1,0,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,10,14,2,2,28
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,4,3,1,3,11
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,0,1,0,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,5,3,3,3,14
SAN BENITO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,7,8,1,0,16
SAN BORJA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,29,49,21,20,119
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,13,5,2,3,23
SAN CARLOS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,28,20,1,0,49
SAN IGNACIO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,21,24,6,9,60
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,58,64,12,16,150
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,2,4,1,1,8
SAN JAVIER(STC),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,27,26,1,1,55
SAN JOAQUIN,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,8,8,0,0,16
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,14,18,32,36,100
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,8,8,1,1,18
SAN JULIAN,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,41,37,5,8,91
SAN LORENZO(PND),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,6,4,6,3,19
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,16,13,1,1,31
SAN LUCAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,18,17,7,6,48
SAN MATIAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,26,20,1,2,49
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,9,8,1,0,18
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,1,1,0,1,3
SAN PEDRO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,8,7,0,0,15
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,22,15,32,21,90
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,3,4,9,3,19
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,2,0,0,0,2
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,3,0,1,0,4
SAN PEDRO(PND),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,0,0,1,1,2
SAN RAFAEL,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,8,6,1,2,17
SAN RAMON BENI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,4,2,1,0,7
SAN RAMON SCZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,12,9,0,0,21
SANTA ANA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,18,18,0,0,36
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,1488,1402,33,32,2955
SANTA ROSA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,1,0,0,0,1
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,13,19,1,7,40
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,1,1,2,0,4
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,1,2,2,4,9
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,5,2,0,1,8
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,3,2,0,1,6
SANTIVAÑES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,6,9,2,2,19
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,3,4,1,1,9
SAPAHAQUI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,6,2,2,0,10
SENA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,8,8,2,5,23
SHINAOTA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,26,28,2,0,56
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,14,7,5,5,31
SICAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,2,5,0,0,7
SIPE SIPE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,50,41,2,2,95
SOPACHUY,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,4,3,2,3,12
SORACACHI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,4,6,0,1,11
SORATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,10,7,7,10,34
SUCRE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,350,345,5,5,705
TACACHI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,0,1,0,0,1
TACACOMA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,5,1,1,2,9
TACOBAMBA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,5,7,9,2,23
TACOPAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,5,1,5,1,12
TAHUA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,3,0,0,0,3
TAPACARI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,12,10,5,6,33
TARABUCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,6,3,5,6,20
TARACO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,5,1,1,1,8
TARATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,6,13,3,2,24
TARIJA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,204,198,3,5,410
TARVITA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,4,8,4,1,17
TEOPONTE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,6,6,3,5,20
TIAWANACU,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,6,6,0,3,15
TINGUIPAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,9,15,10,12,46
TIPUANI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,5,7,2,0,14
TIQUIPAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,42,54,12,7,115
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,14,12,8,9,43
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,0,1,0,0,1
TOCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,7,4,0,1,12
TOLATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,1,2,0,0,3
TOLEDO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,3,2,0,1,6
TOMAVE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,13,11,4,6,34
TOMINA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,2,4,4,3,13
TORO TORO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,4,3,8,10,25
TOTORA(CBBA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,15,12,5,5,37
TOTORA(ORR),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,1,2,0,1,4
TRIGAL,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,0,0,0,1,1
TRINIDAD,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,152,138,0,1,291
TUPIZA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,38,28,4,7,77
TURCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,2,1,0,0,3
UMALA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,4,6,4,3,17
UNCIA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,16,21,7,5,49
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,8,9,1,3,21
URUBICHA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,2,6,3,3,14
UYUNI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,23,26,1,2,52
VACAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,3,6,5,2,16
VALLEGRANDE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,12,12,4,2,30
VIACHA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,60,65,1,0,126
VILA VILA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,1,1,2,1,5
VILLA CHARCAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,6,4,3,4,17
VILLA MONTES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,44,55,12,7,118
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,3,1,0,4,8
VILLA RIVERO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,5,9,1,2,17
VILLA SERRANO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,5,5,3,0,13
VILLA TUNARI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,74,76,10,3,163
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,9,6,2,2,19
VILLAZON,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,35,42,1,1,79
VINTO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,60,35,5,5,105
VITICHI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,3,6,3,3,15
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,1,1,0,0,2
WARNES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,114,111,0,1,226
YACO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,2,5,0,2,9
YACUIBA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,107,96,7,18,228
YAMPARAEZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,2,3,5,2,12
YANACACHI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,5,4,0,0,9
YAPACANI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,63,49,7,17,136
YOCALLA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,7,4,2,4,17
YOTALA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,4,3,1,1,9
YUNCHARA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,0,2,1,3,6
ZUDAÑEZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-08-01,4,4,10,3,21
