,group,variable,month,TOTAL ANTIROTAVIRÍCA 2DA DOSIS DENTRO,TOTAL ANTIROTAVIRÍCA 2DA DOSIS DENTRO,TOTAL ANTIROTAVIRÍCA 2DA DOSIS FUERA,TOTAL ANTIROTAVIRÍCA 2DA DOSIS FUERA,TOTALES
CRUZ DE MACHACAMARCA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,0,0,1,0,1
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,20,23,5,5,53
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,1,1,0,0,2
CUEVO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,1,4,2,2,9
CULPINA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,5,13,8,5,31
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,1,4,0,0,5
CURVA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,1,2,0,1,4
DESAGUADERO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,0,5,0,0,5
EL ALTO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,642,576,120,118,1456
EL CHORO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,4,2,1,1,8
EL PUENTE(STC),vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,15,10,3,3,31
EL PUENTE(TJA),vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,4,9,2,1,16
EL TORNO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,51,71,1,6,129
EL VILLAR,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,3,4,0,2,9
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,21,17,9,3,50
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,19,25,0,0,44
ESCOMA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,0,1,0,0,1
EUCALIPTUS,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,2,1,1,0,4
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,0,1,0,1,2
EXALTACION,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,0,1,0,0,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,4,0,1,1,6
FILADELFIA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,1,3,1,3,8
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,14,10,0,0,24
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,5,8,2,6,21
GUANAY,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,10,9,6,6,31
GUAQUI,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,4,2,0,3,9
GUAYARAMERIN,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,40,31,3,3,77
GUTIERREZ,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,11,11,6,9,37
HUACARETA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,4,5,2,0,11
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,3,3,0,2,8
HUACHACALLA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,2,0,0,0,2
HUANUNI,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,21,15,0,0,36
HUARACAJE,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,3,1,0,0,4
HUARINA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,5,4,2,0,11
HUATAJATA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,1,1,1,1,4
HUAYLLAMARCA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,1,2,1,3,7
HUMANATA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,3,0,3,3,9
ICHOCA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,0,0,1,1,2
ICLA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,2,2,2,2,8
INCAHUASI,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,10,9,6,3,28
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,3,0,0,0,3
INQUISIVI,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,2,5,4,3,14
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,8,5,3,0,16
IXIAMAS,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,10,6,1,0,17
JESUS DE MACHACA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,6,5,1,1,13
LA ASUNTA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,51,41,7,5,104
LA GUARDIA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,106,92,6,3,207
LA PAZ,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,611,609,7,2,1229
LAGUNILLAS,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,4,5,5,2,16
LAJA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,8,9,0,0,17
LAS CARRERAS,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,1,0,4,1,6
LICOMA PAMPA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,1,2,0,1,4
LLALLAGUA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,38,27,19,13,97
LLICA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,1,2,0,1,4
LORETO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,2,0,4,1,7
LURIBAY,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,6,3,1,1,11
MACHACAMARCA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,4,1,0,0,5
MACHARETI,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,3,6,1,2,12
MAGDALENA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,15,16,1,0,32
MAIRANA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,6,10,1,0,17
MALLA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,0,0,3,0,3
MAPIRI,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,21,15,0,0,36
MECAPACA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,6,4,2,3,15
MINEROS,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,2,1,0,1,4
MIZQUE,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,18,20,7,9,54
MOCOMOCO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,7,5,8,4,24
MOJOCOYA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,5,3,1,3,12
MONTEAGUDO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,11,19,4,2,36
MONTERO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,127,129,3,4,263
MORO MORO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,2,2,1,0,5
MOROCHATA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,1,2,5,5,13
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,2,0,3,0,5
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,2,3,0,0,5
OCURI,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,5,4,3,6,18
OKINAWA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,12,13,0,0,25
OMEREQUE,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,4,2,2,3,11
ORURO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,255,270,8,12,545
PADCAYA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,11,17,1,3,32
PADILLA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,3,5,1,3,12
PAILON,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,18,26,13,14,71
PALCA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,8,17,1,1,27
PALOS BLANCOS,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,11,13,5,1,30
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,4,4,0,0,8
PAMPA GRANDE,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,8,9,1,0,18
PAPEL PAMPA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,3,3,0,1,7
PASORAPA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,2,3,1,1,7
PATACAMAYA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,16,14,0,1,31
PAZÑA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,4,3,1,1,9
PELECHUCO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,2,4,3,2,11
POCOATA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,7,2,23,18,50
POCONA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,4,5,3,2,14
POJO (CBBA),vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,6,8,1,1,16
POOPO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,5,3,0,0,8
PORCO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,12,7,1,8,28
POROMA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,2,8,8,1,19
PORONGO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,6,5,2,2,15
PORTACHUELO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,20,13,0,0,33
PORVENIR,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,2,3,1,0,6
POSTRER VALLE,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,1,0,0,0,1
POTOSI,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,296,301,20,11,628
PRESTO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,3,2,7,6,18
PUCARA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,3,0,0,0,3
PUCARANI,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,13,5,3,4,25
PUERTO ACOSTA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,6,1,3,3,13
PUERTO CARABUCO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,2,4,3,10,19
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,11,3,3,10,27
PUERTO PEREZ,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,1,2,6,0,9
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,14,16,5,4,39
PUERTO RICO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,5,7,0,0,12
PUERTO SUAREZ,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,15,16,0,0,31
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,55,49,4,3,111
PUNA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,5,4,6,6,21
PUNATA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,25,34,1,10,70
QUIABAYA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,1,1,0,1,3
QUILLACOLLO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,89,103,46,59,297
QUIME,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,6,12,2,0,20
QUIRUSILLAS,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,0,4,1,0,5
RAVELO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,4,4,6,3,17
REYES,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,15,12,0,4,31
RIBERALTA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,114,115,19,11,259
ROBORE,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,22,15,0,2,39
RURRENABAQUE,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,22,14,0,1,37
SABAYA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,3,1,0,2,6
SACABA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,121,92,7,6,226
SACABAMBA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,0,2,1,2,5
SACACA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,13,7,6,4,30
SAIPINA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,4,5,0,0,9
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,4,2,6,6,18
SAMAIPATA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,6,0,0,1,7
SAN AGUSTIN,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,1,0,0,0,1
SAN ANDRES,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,10,8,0,0,18
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,1,4,1,0,6
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,0,1,0,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,1,4,0,1,6
SAN BENITO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,8,3,1,4,16
SAN BORJA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,52,42,8,10,112
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,9,9,1,0,19
SAN CARLOS,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,22,22,0,1,45
SAN IGNACIO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,25,32,10,5,72
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,63,49,12,15,139
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,1,5,1,2,9
SAN JAVIER(STC),vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,14,20,1,0,35
SAN JOAQUIN,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,7,5,0,0,12
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,22,16,9,15,62
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,10,18,2,1,31
SAN JULIAN,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,51,45,5,11,112
SAN LORENZO(PND),vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,4,4,4,10,22
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,19,22,0,4,45
SAN LUCAS,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,18,12,8,8,46
SAN MATIAS,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,24,20,3,2,49
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,10,14,0,2,26
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,0,1,1,0,2
SAN PEDRO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,16,11,0,1,28
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,13,16,15,27,71
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,4,3,9,4,20
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,0,3,3,1,7
SAN PEDRO(PND),vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,0,0,3,0,3
SAN RAFAEL,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,2,5,2,1,10
SAN RAMON BENI,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,2,4,1,0,7
SAN RAMON SCZ,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,7,7,0,0,14
SANTA ANA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,24,24,0,0,48
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,1594,1582,30,28,3234
SANTA ROSA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,5,6,0,0,11
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,14,14,8,3,39
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,1,2,2,1,6
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,2,2,5,4,13
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,0,2,0,0,2
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,2,1,1,0,4
SANTIVAÑES,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,4,5,1,1,11
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,2,4,2,2,10
SAPAHAQUI,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,3,4,3,2,12
SENA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,11,9,1,1,22
SHINAOTA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,21,11,2,0,34
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,12,20,0,1,33
SICAYA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,1,3,0,1,5
SIPE SIPE,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,49,46,1,2,98
SOPACHUY,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,5,3,0,2,10
SORACACHI,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,9,4,2,3,18
SORATA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,9,8,6,7,30
SUCRE,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,330,300,4,7,641
TACACHI,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,0,0,0,1,1
TACACOMA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,7,5,4,1,17
TACOBAMBA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,2,2,4,2,10
TACOPAYA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,2,4,0,5,11
TAHUA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,0,1,0,0,1
TAPACARI,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,13,16,8,8,45
TARABUCO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,7,8,10,4,29
TARACO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,3,1,1,0,5
TARATA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,14,5,2,5,26
TARIJA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,215,199,3,7,424
TARVITA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,5,8,3,5,21
TEOPONTE,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,10,10,4,2,26
TIAWANACU,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,8,5,0,0,13
TINGUIPAYA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,15,8,7,5,35
TIPUANI,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,7,6,0,1,14
TIQUIPAYA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,47,30,7,9,93
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,8,8,13,9,38
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,1,0,0,0,1
TOCO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,1,2,0,1,4
TODOS SANTOS,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,1,0,1,1,3
TOLATA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,3,5,2,2,12
TOLEDO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,5,2,0,2,9
TOMAVE,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,5,3,4,4,16
TOMINA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,5,6,1,4,16
TORO TORO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,3,5,8,3,19
TOTORA(CBBA),vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,10,4,4,4,22
TOTORA(ORR),vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,3,3,0,1,7
TRINIDAD,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,135,126,5,1,267
TUPIZA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,42,49,6,7,104
TURCO,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,2,3,0,0,5
UMALA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,8,6,5,2,21
UNCIA,vacunaciones en menores de 1 ano,total antirotavirica 2da dosis,2015-08-01,14,12,6,4,36
