,group,variable,month,TOTAL ANTIROTAVIRÍCA 1RA DOSIS DENTRO,TOTAL ANTIROTAVIRÍCA 1RA DOSIS DENTRO,TOTAL ANTIROTAVIRÍCA 1RA DOSIS FUERA,TOTAL ANTIROTAVIRÍCA 1RA DOSIS FUERA,TOTALES
VITICHI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-07-01,5,3,2,1,11
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-07-01,0,1,2,0,3
WARNES,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-07-01,135,125,2,1,263
YACO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-07-01,2,5,4,0,11
YACUIBA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-07-01,99,95,8,9,211
YAMPARAEZ,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-07-01,2,2,2,1,7
YANACACHI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-07-01,4,0,1,1,6
YAPACANI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-07-01,43,45,12,6,106
YOCALLA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-07-01,4,2,0,1,7
YOTALA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-07-01,6,5,2,4,17
YUNCHARA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-07-01,2,0,6,0,8
ZUDAÑEZ,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-07-01,8,2,1,6,17
ACACIO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,2,2,0,3,7
ACHACACHI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,28,14,7,4,53
ACHOCALLA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,7,6,4,5,22
AIQUILE,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,19,21,9,7,56
ALALAY,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,0,0,1,0,1
ALCALA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,1,2,0,0,3
ALTO BENI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,4,12,3,1,20
ANCORAIMES,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,4,5,1,0,10
ANDAMARCA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,3,2,0,1,6
ANTEQUERA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,1,4,0,0,5
ANZALDO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,3,1,7,3,14
APOLO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,11,7,4,1,23
ARAMPAMPA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,1,1,7,3,12
ARANI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,11,4,1,1,17
ARBIETO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,10,4,2,3,19
ARQUE,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,6,7,4,2,19
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,25,35,1,1,62
ATOCHA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,7,5,3,1,16
AUCAPATA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,0,2,2,1,5
AYATA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,3,6,2,4,15
AYO AYO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,3,4,0,0,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,12,15,6,4,37
AZURDUY,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,6,5,0,4,15
BATALLAS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,10,7,5,2,24
BAURES,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,8,5,0,0,13
BELEN DE URMIRI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,0,0,2,2,4
BELLA FLOR,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,1,6,2,2,11
BERMEJO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,20,30,1,2,53
BETANZOS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,16,22,7,7,52
BOLIVAR,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,4,2,3,1,10
BOLPEBRA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,1,2,0,1,4
BOYUIBE,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,1,4,0,0,5
BUENA VISTA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,9,5,1,3,18
CABEZAS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,17,22,8,8,55
CAIROMA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,3,4,1,6,14
"CAIZA ""D""",vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,4,9,2,2,17
CAJUATA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,10,11,1,1,23
CALACOTO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,0,2,0,1,3
CALAMARCA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,11,6,1,2,20
CAMARGO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,7,11,1,2,21
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,1,1,0,2,4
CAMIRI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,37,35,3,1,76
CAPINOTA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,14,17,2,1,34
CAQUIAVIRI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,7,5,3,0,15
CARACOLLO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,10,9,5,2,26
CARANAVI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,32,34,7,8,81
CARANGAS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,0,0,1,0,1
CARAPARI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,13,11,4,4,32
CARIPUYO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,1,3,9,3,16
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,2,5,0,2,9
CATACORA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,1,1,0,0,2
CHACARILLA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,0,1,0,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,27,28,7,7,69
CHAQUI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,9,9,1,0,19
CHARAGUA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,17,14,23,18,72
CHARAÑA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,2,2,0,0,4
CHAYANTA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,12,6,2,2,22
CHIMORE,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,15,19,1,1,36
CHIPAYA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,1,3,0,0,4
CHOQUE COTA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,1,0,0,0,1
CHUA COCANI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,1,1,0,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,10,11,4,6,31
CHUMA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,0,4,6,2,12
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,2,8,0,4,14
CKOCHAS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,10,6,14,3,33
CLIZA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,21,14,1,0,36
COBIJA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,60,66,8,4,138
COCAPATA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,2,2,15,9,28
COCHABAMBA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,645,662,2,4,1313
COIPASA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,1,1,0,0,2
COLCAPIRHUA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,39,40,0,0,79
"COLCHA ""K""",vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,9,11,2,2,24
COLLANA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,1,0,1,1,3
COLOMI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,21,22,2,3,48
COLPA BELGICA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,3,5,0,0,8
COLQUECHACA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,12,15,13,18,58
COLQUENCHA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,6,6,0,0,12
COLQUIRI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,9,10,12,8,39
COMANCHE,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,2,1,1,0,4
COMARAPA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,24,10,0,1,35
COMBAYA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,4,2,3,0,9
CONCEPCION,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,15,27,3,3,48
COPACABANA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,2,3,3,1,9
CORIPATA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,11,18,0,1,30
CORO CORO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,4,4,1,2,11
COROICO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,7,11,2,0,20
CORQUE,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,2,3,3,2,10
COTAGAITA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,2,15,4,2,23
COTOCA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,67,60,3,4,134
CRUZ DE MACHACAMARCA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,0,0,1,0,1
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,25,22,5,2,54
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,1,0,0,1,2
CUEVO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,2,4,3,1,10
CULPINA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,13,13,6,4,36
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,2,4,0,1,7
CURVA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,3,1,0,1,5
DESAGUADERO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,1,7,0,0,8
EL ALTO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,724,728,176,145,1773
EL CHORO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,4,1,0,0,5
EL PUENTE(STC),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,10,11,2,2,25
EL PUENTE(TJA),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,10,12,2,2,26
EL TORNO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,58,36,2,2,98
EL VILLAR,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,2,2,1,1,6
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,13,10,0,1,24
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,33,22,0,0,55
ESCOMA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,3,2,1,0,6
EUCALIPTUS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,4,4,0,0,8
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,2,0,1,1,4
EXALTACION,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,3,0,0,0,3
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,1,2,0,0,3
FILADELFIA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,8,3,0,4,15
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,15,16,0,0,31
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,3,4,3,4,14
GUANAY,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,7,8,2,5,22
GUAQUI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,2,2,1,2,7
GUAYARAMERIN,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,41,34,0,1,76
GUTIERREZ,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,11,5,1,9,26
HUACARETA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,6,6,5,1,18
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,0,1,1,1,3
HUACHACALLA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,1,1,0,0,2
HUANUNI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,19,21,0,1,41
HUARACAJE,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,3,1,0,0,4
HUARINA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,3,2,0,0,5
HUATAJATA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,1,2,0,0,3
HUAYLLAMARCA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,2,2,2,0,6
HUMANATA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,3,0,2,2,7
ICHOCA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,1,2,2,0,5
ICLA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,2,8,3,1,14
INCAHUASI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,8,9,8,5,30
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,3,1,0,0,4
INQUISIVI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,5,6,2,3,16
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,10,5,4,3,22
IXIAMAS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,5,12,1,1,19
JESUS DE MACHACA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,6,5,0,2,13
LA ASUNTA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,49,38,5,6,98
LA GUARDIA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,99,90,1,6,196
LA PAZ,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,641,615,8,7,1271
LAGUNILLAS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,5,0,1,1,7
LAJA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,11,16,7,3,37
LAS CARRERAS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,1,4,1,1,7
LICOMA PAMPA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,0,1,0,0,1
LLALLAGUA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,17,19,13,19,68
LLICA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,0,1,0,1,2
LORETO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,4,2,2,1,9
LURIBAY,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,3,4,0,1,8
MACHACAMARCA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,3,0,0,1,4
MACHARETI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,4,4,4,0,12
MAGDALENA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,18,15,0,0,33
MAIRANA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,6,11,2,1,20
MALLA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,0,0,2,4,6
MAPIRI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,14,15,1,0,30
MECAPACA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,6,8,4,2,20
MINEROS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,0,1,0,0,1
MIZQUE,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,27,14,4,8,53
MOCOMOCO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,9,9,2,3,23
MOJINETE,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,1,0,0,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,5,3,0,0,8
MONTEAGUDO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,22,13,4,2,41
MONTERO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,119,113,1,0,233
MORO MORO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,1,0,0,1,2
MOROCHATA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,1,4,4,8,17
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,1,1,3,1,6
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,6,2,0,0,8
OCURI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,9,8,9,10,36
OKINAWA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,11,8,2,0,21
OMEREQUE,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,4,2,2,3,11
ORURO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,264,286,9,10,569
PADCAYA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,9,11,1,0,21
PADILLA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,6,5,1,1,13
PAILON,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,21,24,33,31,109
PALCA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,17,9,2,3,31
PALOS BLANCOS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,20,21,5,3,49
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,1,2,0,0,3
PAMPA GRANDE,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,7,6,1,0,14
PAPEL PAMPA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,3,2,1,2,8
PASORAPA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,2,1,1,0,4
PATACAMAYA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,12,23,3,2,40
PAZÑA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,3,4,1,3,11
PELECHUCO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,2,4,2,1,9
POCOATA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,5,6,28,11,50
POCONA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,11,2,3,4,20
POJO (CBBA),vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,3,7,2,3,15
POOPO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,4,5,1,2,12
PORCO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,16,6,0,2,24
POROMA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,7,5,7,5,24
PORONGO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,7,10,2,2,21
PORTACHUELO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,17,17,0,0,34
PORVENIR,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,7,5,0,0,12
POSTRER VALLE,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,0,0,0,1,1
POTOSI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,300,307,11,17,635
PRESTO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,1,3,3,2,9
PUCARANI,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,13,14,9,8,44
PUERTO ACOSTA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,2,4,6,7,19
PUERTO CARABUCO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,2,3,5,6,16
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,2,1,3,1,7
PUERTO PEREZ,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,3,1,0,2,6
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,16,15,2,0,33
PUERTO RICO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,5,5,0,1,11
PUERTO SUAREZ,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,20,13,0,1,34
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,58,59,4,2,123
PUNA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,7,12,6,2,27
PUNATA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,27,22,1,0,50
QUIABAYA,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,0,1,1,2,4
QUILLACOLLO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,110,95,51,48,304
QUIME,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,8,8,0,0,16
QUIRUSILLAS,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,0,3,0,0,3
RAVELO,vacunaciones en menores de 1 ano,total antirotavirica 1ra dosis,2015-08-01,5,4,5,6,20
