,group,variable,month,TOTAL PENTAVALENTE 3RA DOSIS DENTRO,TOTAL PENTAVALENTE 3RA DOSIS DENTRO,TOTAL PENTAVALENTE 3RA DOSIS FUERA,TOTAL PENTAVALENTE 3RA DOSIS FUERA,TOTALES
CHUA COCANI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,2,1,0,0,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,8,14,5,1,28
CHUMA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,4,4,1,1,10
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,5,5,2,7,19
CKOCHAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,3,9,7,4,23
CLIZA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,16,13,5,2,36
COBIJA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,55,55,6,7,123
COCAPATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,5,6,13,8,32
COCHABAMBA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,641,679,5,8,1333
COIPASA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,1,0,0,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,46,40,1,1,88
"COLCHA ""K""",vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,8,5,0,2,15
COLLANA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,1,1,0,0,2
COLOMI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,14,19,1,5,39
COLPA BELGICA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,5,8,0,1,14
COLQUECHACA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,16,24,18,24,82
COLQUENCHA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,11,4,0,0,15
COLQUIRI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,16,12,10,13,51
COMANCHE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,0,1,0,0,1
COMARAPA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,14,25,1,0,40
COMBAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,2,1,1,0,4
CONCEPCION,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,21,19,2,4,46
COPACABANA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,4,2,6,2,14
CORIPATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,21,15,1,0,37
CORO CORO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,3,3,0,1,7
COROICO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,5,13,0,0,18
CORQUE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,4,4,4,5,17
COTAGAITA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,12,9,4,2,27
COTOCA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,54,71,2,2,129
CRUZ DE MACHACAMARCA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,0,0,1,0,1
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,18,17,7,7,49
CUEVO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,0,4,1,1,6
CULPINA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,15,18,3,4,40
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,2,2,0,0,4
CURVA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,0,0,2,2,4
DESAGUADERO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,5,2,2,0,9
EL ALTO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,656,620,150,140,1566
EL CHORO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,2,2,0,2,6
EL PUENTE(STC),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,6,2,1,0,9
EL PUENTE(TJA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,8,3,1,1,13
EL TORNO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,47,46,7,7,107
EL VILLAR,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,2,2,2,0,6
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,3,24,4,8,39
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,28,37,0,1,66
ESCARA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,0,1,0,0,1
ESCOMA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,3,4,1,0,8
ESMERALDA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,1,0,0,0,1
EUCALIPTUS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,4,5,0,0,9
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,3,0,1,2,6
EXALTACION,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,1,1,0,0,2
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,10,13,1,3,27
FILADELFIA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,3,3,1,2,9
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,15,13,2,2,32
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,11,7,3,2,23
GUANAY,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,14,13,1,5,33
GUAQUI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,0,3,1,1,5
GUAYARAMERIN,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,54,40,3,2,99
GUTIERREZ,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,10,9,6,3,28
HUACARETA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,2,8,4,3,17
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,3,1,1,1,6
HUACHACALLA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,2,0,0,0,2
HUANUNI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,24,13,2,2,41
HUARACAJE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,0,3,1,1,5
HUARINA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,0,4,2,3,9
HUATAJATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,2,2,0,0,4
HUAYLLAMARCA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,2,2,0,0,4
HUMANATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,2,1,2,4,9
ICHOCA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,2,2,0,5,9
ICLA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,4,4,0,3,11
INCAHUASI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,7,4,3,5,19
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,3,1,0,0,4
INQUISIVI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,3,4,7,8,22
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,12,8,2,0,22
IXIAMAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,11,6,0,0,17
JESUS DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,9,4,0,0,13
LA ASUNTA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,39,34,9,9,91
LA GUARDIA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,101,84,1,1,187
LA PAZ,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,601,662,23,32,1318
LAGUNILLAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,4,6,3,1,14
LAJA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,16,16,1,3,36
LAS CARRERAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,1,1,1,2,5
LICOMA PAMPA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,3,4,0,1,8
LLALLAGUA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,26,12,29,27,94
LLICA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,0,2,0,1,3
LORETO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,1,3,3,2,9
LURIBAY,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,4,4,2,1,11
MACHACAMARCA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,2,1,1,1,5
MACHARETI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,7,6,2,1,16
MAGDALENA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,12,5,3,5,25
MAIRANA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,17,16,0,0,33
MALLA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,0,1,0,0,1
MAPIRI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,9,9,2,1,21
MECAPACA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,3,18,3,1,25
MINEROS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,3,1,0,1,5
MIZQUE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,23,27,6,4,60
MOCOMOCO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,5,6,2,3,16
MOJOCOYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,1,2,0,3,6
MONTEAGUDO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,17,16,1,3,37
MONTERO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,133,133,1,2,269
MORO MORO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,0,3,1,0,4
MOROCHATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,3,3,5,6,17
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,1,3,1,0,5
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,0,1,0,0,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,5,2,0,0,7
OCURI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,6,4,3,5,18
OKINAWA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,14,9,2,0,25
OMEREQUE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,2,0,3,1,6
ORURO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,250,281,7,8,546
PADCAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,12,15,3,3,33
PADILLA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,6,4,0,3,13
PAILON,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,19,24,23,27,93
PALCA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,15,12,2,4,33
PALOS BLANCOS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,17,25,3,2,47
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,2,1,0,0,3
PAMPA GRANDE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,14,7,1,0,22
PAPEL PAMPA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,5,2,2,2,11
PASORAPA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,0,0,0,1,1
PATACAMAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,15,21,4,2,42
PAZÑA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,3,2,2,1,8
PELECHUCO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,5,4,3,2,14
POCOATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,7,4,10,12,33
POCONA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,4,8,3,3,18
POJO (CBBA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,8,5,4,4,21
POOPO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,3,2,0,0,5
PORCO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,4,10,1,3,18
POROMA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,7,3,17,7,34
PORONGO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,6,5,8,2,21
PORTACHUELO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,23,21,2,4,50
PORVENIR,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,4,1,2,2,9
POSTRER VALLE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,0,1,0,1,2
POTOSI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,67,69,5,4,145
PRESTO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,3,2,3,4,12
PUCARANI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,20,25,6,3,54
PUERTO ACOSTA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,6,3,1,5,15
PUERTO CARABUCO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,7,7,4,3,21
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,7,4,5,12,28
PUERTO PEREZ,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,1,3,2,3,9
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,21,16,6,6,49
PUERTO RICO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,9,4,0,1,14
PUERTO SUAREZ,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,14,9,2,0,25
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,47,34,3,3,87
PUNA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,8,7,6,12,33
PUNATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,23,25,5,1,54
QUIABAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,2,4,0,0,6
QUILLACOLLO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,93,95,55,50,293
QUIME,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,3,7,2,2,14
RAVELO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,6,1,6,9,22
REYES,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,7,3,2,1,13
RIBERALTA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,114,118,17,17,266
ROBORE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,9,13,0,0,22
RURRENABAQUE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,8,23,2,1,34
SABAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,1,2,2,0,5
SACABA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,116,117,5,9,247
SACABAMBA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,6,2,1,0,9
SACACA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,13,17,8,11,49
SAIPINA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,6,1,1,0,8
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,6,2,4,3,15
SAMAIPATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,8,8,1,0,17
SAN AGUSTIN,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,0,2,0,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,4,8,2,0,14
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,3,1,0,1,5
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,1,2,1,1,5
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,3,2,1,3,9
SAN BENITO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,5,4,0,2,11
SAN BORJA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,37,30,21,15,103
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,11,5,1,1,18
SAN CARLOS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,22,13,4,2,41
SAN IGNACIO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,21,12,0,1,34
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,45,34,6,6,91
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,0,3,1,0,4
SAN JAVIER(STC),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,8,12,0,0,20
SAN JOAQUIN,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,6,2,0,0,8
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,17,15,1,3,36
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,6,4,0,0,10
SAN JULIAN,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,60,44,19,10,133
SAN LORENZO(PND),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,4,2,5,3,14
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,14,13,1,1,29
SAN LUCAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,15,18,14,11,58
SAN MATIAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,12,12,2,5,31
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,6,11,0,0,17
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,0,2,0,0,2
SAN PEDRO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,11,13,0,0,24
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,19,15,27,21,82
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,4,5,2,3,14
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,1,0,1,1,3
SAN PEDRO(PND),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,0,0,0,3,3
SAN RAFAEL,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,3,5,2,0,10
SAN RAMON BENI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,3,0,3,0,6
SAN RAMON SCZ,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,7,12,0,0,19
SANTA ANA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,17,22,0,1,40
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,1450,1428,24,22,2924
SANTA ROSA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,11,10,5,5,31
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,10,11,2,2,25
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,5,2,0,0,7
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,4,5,4,3,16
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,1,3,1,0,5
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,3,1,0,1,5
SANTIVAÑES,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,4,4,0,0,8
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,2,1,1,0,4
SAPAHAQUI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,3,3,1,1,8
SENA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,6,2,0,1,9
SHINAOTA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,17,13,0,3,33
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,14,13,4,4,35
SICAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,0,1,1,2,4
SIPE SIPE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,36,39,2,2,79
SOPACHUY,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,8,4,3,2,17
SORACACHI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,7,6,1,1,15
SORATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,9,6,12,10,37
SUCRE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,252,230,9,10,501
TACACOMA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,6,7,0,0,13
TACOBAMBA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,8,2,3,3,16
TACOPAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,2,1,6,3,12
TAPACARI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,12,10,6,6,34
TARABUCO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,3,4,9,13,29
TARACO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,6,5,0,0,11
TARATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,2,0,0,0,2
TARIJA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,200,208,16,14,438
TARVITA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,5,8,6,4,23
TEOPONTE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,11,7,1,4,23
TIAWANACU,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,10,12,1,2,25
TINGUIPAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,16,16,15,5,52
TIPUANI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-07-01,6,6,0,3,15
