,group,variable,month,TOTAL BCG DENTRO,TOTAL BCG DENTRO,TOTAL BCG FUERA,TOTAL BCG FUERA,TOTALES
COLLANA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,0,0,1,1,2
COLOMI,vacunaciones en menores de 1 ano,total bcg,2015-08-01,14,9,11,7,41
COLPA BELGICA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,3,1,1,0,5
COLQUECHACA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,9,11,29,22,71
COLQUENCHA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,0,2,7,4,13
COLQUIRI,vacunaciones en menores de 1 ano,total bcg,2015-08-01,9,10,10,2,31
COMANCHE,vacunaciones en menores de 1 ano,total bcg,2015-08-01,1,2,1,1,5
COMARAPA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,8,19,0,1,28
COMBAYA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,2,1,5,2,10
CONCEPCION,vacunaciones en menores de 1 ano,total bcg,2015-08-01,24,8,3,5,40
COPACABANA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,9,6,4,2,21
CORIPATA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,13,11,3,2,29
CORO CORO,vacunaciones en menores de 1 ano,total bcg,2015-08-01,0,0,2,2,4
COROICO,vacunaciones en menores de 1 ano,total bcg,2015-08-01,4,11,2,1,18
CORQUE,vacunaciones en menores de 1 ano,total bcg,2015-08-01,0,0,1,3,4
COTAGAITA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,6,5,8,6,25
COTOCA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,41,54,2,5,102
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,total bcg,2015-08-01,13,15,4,3,35
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,total bcg,2015-08-01,0,1,0,0,1
CUEVO,vacunaciones en menores de 1 ano,total bcg,2015-08-01,3,3,0,0,6
CULPINA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,22,12,3,2,39
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,total bcg,2015-08-01,2,0,4,1,7
CURVA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,0,0,2,1,3
EL ALTO,vacunaciones en menores de 1 ano,total bcg,2015-08-01,791,828,43,50,1712
EL CHORO,vacunaciones en menores de 1 ano,total bcg,2015-08-01,3,0,0,0,3
EL PUENTE(STC),vacunaciones en menores de 1 ano,total bcg,2015-08-01,5,5,0,0,10
EL PUENTE(TJA),vacunaciones en menores de 1 ano,total bcg,2015-08-01,2,1,0,5,8
EL TORNO,vacunaciones en menores de 1 ano,total bcg,2015-08-01,54,58,1,0,113
EL VILLAR,vacunaciones en menores de 1 ano,total bcg,2015-08-01,2,3,0,0,5
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,total bcg,2015-08-01,7,10,1,2,20
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,17,12,0,0,29
ESCOMA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,6,3,4,1,14
ESMERALDA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,1,0,0,0,1
EUCALIPTUS,vacunaciones en menores de 1 ano,total bcg,2015-08-01,1,2,1,1,5
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,total bcg,2015-08-01,0,1,2,0,3
EXALTACION,vacunaciones en menores de 1 ano,total bcg,2015-08-01,1,0,0,0,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,total bcg,2015-08-01,0,1,1,0,2
FILADELFIA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,0,2,0,0,2
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,15,16,0,0,31
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,total bcg,2015-08-01,3,1,11,4,19
GUANAY,vacunaciones en menores de 1 ano,total bcg,2015-08-01,13,10,1,1,25
GUAQUI,vacunaciones en menores de 1 ano,total bcg,2015-08-01,0,0,3,1,4
GUAYARAMERIN,vacunaciones en menores de 1 ano,total bcg,2015-08-01,59,57,0,0,116
GUTIERREZ,vacunaciones en menores de 1 ano,total bcg,2015-08-01,10,7,2,4,23
HUACARETA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,4,8,1,2,15
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,total bcg,2015-08-01,1,0,1,4,6
HUACHACALLA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,0,0,1,0,1
HUANUNI,vacunaciones en menores de 1 ano,total bcg,2015-08-01,20,15,1,0,36
HUARACAJE,vacunaciones en menores de 1 ano,total bcg,2015-08-01,0,0,5,2,7
HUARINA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,1,1,2,3,7
HUATAJATA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,0,1,1,0,2
HUAYLLAMARCA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,2,1,1,0,4
HUMANATA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,1,2,1,2,6
ICHOCA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,3,3,1,1,8
ICLA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,2,2,0,1,5
INCAHUASI,vacunaciones en menores de 1 ano,total bcg,2015-08-01,3,3,0,0,6
INQUISIVI,vacunaciones en menores de 1 ano,total bcg,2015-08-01,1,4,5,9,19
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,total bcg,2015-08-01,7,7,2,5,21
IXIAMAS,vacunaciones en menores de 1 ano,total bcg,2015-08-01,7,4,2,2,15
JESUS DE MACHACA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,2,8,2,3,15
LA ASUNTA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,45,40,8,7,100
LA GUARDIA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,43,45,12,10,110
LA PAZ,vacunaciones en menores de 1 ano,total bcg,2015-08-01,559,540,32,22,1153
LAGUNILLAS,vacunaciones en menores de 1 ano,total bcg,2015-08-01,2,2,1,3,8
LAJA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,7,6,4,3,20
LAS CARRERAS,vacunaciones en menores de 1 ano,total bcg,2015-08-01,0,0,2,0,2
LICOMA PAMPA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,0,1,0,0,1
LLALLAGUA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,13,21,28,34,96
LLICA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,3,1,0,0,4
LORETO,vacunaciones en menores de 1 ano,total bcg,2015-08-01,1,0,0,1,2
LURIBAY,vacunaciones en menores de 1 ano,total bcg,2015-08-01,2,3,7,1,13
MACHACAMARCA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,2,0,1,0,3
MACHARETI,vacunaciones en menores de 1 ano,total bcg,2015-08-01,1,0,1,1,3
MAGDALENA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,4,8,3,5,20
MAIRANA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,13,10,0,0,23
MALLA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,0,0,0,1,1
MAPIRI,vacunaciones en menores de 1 ano,total bcg,2015-08-01,9,4,0,0,13
MECAPACA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,1,4,3,3,11
MINEROS,vacunaciones en menores de 1 ano,total bcg,2015-08-01,1,1,0,0,2
MIZQUE,vacunaciones en menores de 1 ano,total bcg,2015-08-01,21,18,7,6,52
MOCOMOCO,vacunaciones en menores de 1 ano,total bcg,2015-08-01,2,1,2,3,8
MOJOCOYA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,1,0,2,0,3
MONTEAGUDO,vacunaciones en menores de 1 ano,total bcg,2015-08-01,29,27,1,0,57
MONTERO,vacunaciones en menores de 1 ano,total bcg,2015-08-01,164,167,0,0,331
MORO MORO,vacunaciones en menores de 1 ano,total bcg,2015-08-01,0,0,0,1,1
MOROCHATA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,2,0,8,6,16
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,total bcg,2015-08-01,0,0,0,1,1
NAZACARA DE PACAJES,vacunaciones en menores de 1 ano,total bcg,2015-08-01,0,0,1,0,1
OCURI,vacunaciones en menores de 1 ano,total bcg,2015-08-01,7,2,3,5,17
OKINAWA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,14,6,0,0,20
OMEREQUE,vacunaciones en menores de 1 ano,total bcg,2015-08-01,3,4,0,3,10
ORURO,vacunaciones en menores de 1 ano,total bcg,2015-08-01,345,396,6,7,754
PADCAYA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,9,7,2,4,22
PADILLA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,9,14,0,0,23
PAILON,vacunaciones en menores de 1 ano,total bcg,2015-08-01,32,18,39,32,121
PALCA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,1,9,8,3,21
PALOS BLANCOS,vacunaciones en menores de 1 ano,total bcg,2015-08-01,20,14,4,5,43
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,total bcg,2015-08-01,0,3,0,0,3
PAMPA GRANDE,vacunaciones en menores de 1 ano,total bcg,2015-08-01,7,6,0,0,13
PAPEL PAMPA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,0,2,0,1,3
PATACAMAYA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,19,19,3,1,42
PAZÑA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,2,0,1,3,6
PELECHUCO,vacunaciones en menores de 1 ano,total bcg,2015-08-01,0,0,3,2,5
POCOATA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,1,1,24,26,52
POCONA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,3,1,4,4,12
POJO (CBBA),vacunaciones en menores de 1 ano,total bcg,2015-08-01,6,7,2,5,20
POOPO,vacunaciones en menores de 1 ano,total bcg,2015-08-01,2,4,0,1,7
PORCO,vacunaciones en menores de 1 ano,total bcg,2015-08-01,13,6,2,0,21
POROMA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,4,2,15,8,29
PORONGO,vacunaciones en menores de 1 ano,total bcg,2015-08-01,5,1,1,2,9
PORTACHUELO,vacunaciones en menores de 1 ano,total bcg,2015-08-01,32,29,0,0,61
PORVENIR,vacunaciones en menores de 1 ano,total bcg,2015-08-01,0,0,1,1,2
POSTRER VALLE,vacunaciones en menores de 1 ano,total bcg,2015-08-01,1,0,0,0,1
POTOSI,vacunaciones en menores de 1 ano,total bcg,2015-08-01,306,350,16,4,676
PRESTO,vacunaciones en menores de 1 ano,total bcg,2015-08-01,1,2,5,4,12
PUCARANI,vacunaciones en menores de 1 ano,total bcg,2015-08-01,7,7,14,9,37
PUERTO ACOSTA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,3,3,6,4,16
PUERTO CARABUCO,vacunaciones en menores de 1 ano,total bcg,2015-08-01,2,2,7,5,16
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,total bcg,2015-08-01,0,1,3,7,11
PUERTO PEREZ,vacunaciones en menores de 1 ano,total bcg,2015-08-01,0,2,5,8,15
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,total bcg,2015-08-01,12,14,0,0,26
PUERTO RICO,vacunaciones en menores de 1 ano,total bcg,2015-08-01,8,3,3,0,14
PUERTO SUAREZ,vacunaciones en menores de 1 ano,total bcg,2015-08-01,12,16,0,0,28
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,total bcg,2015-08-01,74,63,3,1,141
PUNA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,9,7,7,9,32
PUNATA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,35,28,1,1,65
QUIABAYA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,0,0,5,1,6
QUILLACOLLO,vacunaciones en menores de 1 ano,total bcg,2015-08-01,133,123,15,14,285
QUIME,vacunaciones en menores de 1 ano,total bcg,2015-08-01,1,0,5,4,10
RAVELO,vacunaciones en menores de 1 ano,total bcg,2015-08-01,3,3,10,10,26
REYES,vacunaciones en menores de 1 ano,total bcg,2015-08-01,13,11,0,1,25
RIBERALTA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,146,90,12,12,260
ROBORE,vacunaciones en menores de 1 ano,total bcg,2015-08-01,9,8,1,0,18
RURRENABAQUE,vacunaciones en menores de 1 ano,total bcg,2015-08-01,19,13,2,4,38
SABAYA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,1,0,2,0,3
SACABA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,121,106,4,4,235
SACABAMBA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,2,0,1,0,3
SACACA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,15,14,6,4,39
SAIPINA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,0,1,4,2,7
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,9,2,7,4,22
SAMAIPATA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,6,5,0,1,12
SAN AGUSTIN,vacunaciones en menores de 1 ano,total bcg,2015-08-01,1,0,3,0,4
SAN ANDRES,vacunaciones en menores de 1 ano,total bcg,2015-08-01,2,4,3,2,11
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,0,1,0,3,4
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,total bcg,2015-08-01,1,3,0,0,4
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,total bcg,2015-08-01,2,4,2,0,8
SAN BENITO,vacunaciones en menores de 1 ano,total bcg,2015-08-01,5,5,3,3,16
SAN BORJA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,41,44,17,15,117
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,4,9,1,3,17
SAN CARLOS,vacunaciones en menores de 1 ano,total bcg,2015-08-01,18,25,0,0,43
SAN IGNACIO,vacunaciones en menores de 1 ano,total bcg,2015-08-01,21,16,5,4,46
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,total bcg,2015-08-01,67,84,4,9,164
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,total bcg,2015-08-01,4,1,1,0,6
SAN JAVIER(STC),vacunaciones en menores de 1 ano,total bcg,2015-08-01,13,9,0,0,22
SAN JOAQUIN,vacunaciones en menores de 1 ano,total bcg,2015-08-01,5,2,0,0,7
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,total bcg,2015-08-01,23,23,38,39,123
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,total bcg,2015-08-01,3,2,1,1,7
SAN JULIAN,vacunaciones en menores de 1 ano,total bcg,2015-08-01,33,37,1,4,75
SAN LORENZO(PND),vacunaciones en menores de 1 ano,total bcg,2015-08-01,5,7,8,10,30
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,total bcg,2015-08-01,8,1,0,0,9
SAN LUCAS,vacunaciones en menores de 1 ano,total bcg,2015-08-01,16,17,5,6,44
SAN MATIAS,vacunaciones en menores de 1 ano,total bcg,2015-08-01,14,14,1,0,29
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,total bcg,2015-08-01,13,13,0,0,26
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,total bcg,2015-08-01,4,1,2,1,8
SAN PEDRO,vacunaciones en menores de 1 ano,total bcg,2015-08-01,6,4,0,0,10
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,16,15,25,17,73
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,2,3,1,1,7
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,5,1,2,3,11
SAN RAFAEL,vacunaciones en menores de 1 ano,total bcg,2015-08-01,4,3,0,0,7
SAN RAMON BENI,vacunaciones en menores de 1 ano,total bcg,2015-08-01,0,0,3,4,7
SAN RAMON SCZ,vacunaciones en menores de 1 ano,total bcg,2015-08-01,7,3,0,0,10
SANTA ANA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,36,17,0,0,53
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,1641,1433,61,64,3199
SANTA ROSA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,5,6,0,0,11
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,6,7,1,2,16
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,0,0,1,1,2
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,total bcg,2015-08-01,2,0,2,3,7
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,1,0,3,2,6
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,0,0,3,0,3
SANTIVAÑES,vacunaciones en menores de 1 ano,total bcg,2015-08-01,2,3,2,0,7
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,total bcg,2015-08-01,1,3,2,3,9
SAPAHAQUI,vacunaciones en menores de 1 ano,total bcg,2015-08-01,2,0,3,8,13
SENA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,6,5,2,1,14
SHINAOTA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,25,16,0,0,41
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,total bcg,2015-08-01,14,3,6,4,27
SICAYA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,1,0,1,1,3
SIPE SIPE,vacunaciones en menores de 1 ano,total bcg,2015-08-01,24,32,0,0,56
SOPACHUY,vacunaciones en menores de 1 ano,total bcg,2015-08-01,2,2,1,0,5
SORACACHI,vacunaciones en menores de 1 ano,total bcg,2015-08-01,3,3,5,3,14
SORATA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,14,6,8,8,36
SUCRE,vacunaciones en menores de 1 ano,total bcg,2015-08-01,347,355,1,3,706
TACACHI,vacunaciones en menores de 1 ano,total bcg,2015-08-01,0,0,0,1,1
TACACOMA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,4,3,1,4,12
TACOBAMBA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,0,1,6,5,12
TACOPAYA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,1,0,5,6,12
TAHUA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,0,0,1,1,2
TAPACARI,vacunaciones en menores de 1 ano,total bcg,2015-08-01,10,6,7,6,29
TARABUCO,vacunaciones en menores de 1 ano,total bcg,2015-08-01,5,7,2,7,21
TARACO,vacunaciones en menores de 1 ano,total bcg,2015-08-01,0,1,1,0,2
TARATA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,4,2,0,1,7
TARIJA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,278,239,0,2,519
TARVITA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,11,12,3,2,28
TEOPONTE,vacunaciones en menores de 1 ano,total bcg,2015-08-01,11,6,4,3,24
TIAWANACU,vacunaciones en menores de 1 ano,total bcg,2015-08-01,10,4,2,2,18
TINGUIPAYA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,4,5,9,14,32
TIPUANI,vacunaciones en menores de 1 ano,total bcg,2015-08-01,1,7,0,3,11
TIQUIPAYA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,45,38,8,3,94
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,total bcg,2015-08-01,11,6,6,7,30
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,total bcg,2015-08-01,0,0,0,1,1
TOCO,vacunaciones en menores de 1 ano,total bcg,2015-08-01,3,1,2,2,8
TOLATA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,1,0,0,0,1
TOLEDO,vacunaciones en menores de 1 ano,total bcg,2015-08-01,0,1,1,1,3
TOMAVE,vacunaciones en menores de 1 ano,total bcg,2015-08-01,3,6,7,13,29
TOMINA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,2,0,7,0,9
TORO TORO,vacunaciones en menores de 1 ano,total bcg,2015-08-01,7,6,9,5,27
TOTORA(CBBA),vacunaciones en menores de 1 ano,total bcg,2015-08-01,16,11,2,1,30
TOTORA(ORR),vacunaciones en menores de 1 ano,total bcg,2015-08-01,1,1,1,3,6
TRIGAL,vacunaciones en menores de 1 ano,total bcg,2015-08-01,0,4,0,0,4
TRINIDAD,vacunaciones en menores de 1 ano,total bcg,2015-08-01,185,169,1,0,355
TUPIZA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,32,37,3,4,76
TURCO,vacunaciones en menores de 1 ano,total bcg,2015-08-01,2,1,0,0,3
UMALA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,5,4,1,4,14
UNCIA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,20,14,8,10,52
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,total bcg,2015-08-01,3,4,0,0,7
URUBICHA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,4,3,0,0,7
UYUNI,vacunaciones en menores de 1 ano,total bcg,2015-08-01,37,37,2,2,78
VACAS,vacunaciones en menores de 1 ano,total bcg,2015-08-01,0,1,3,4,8
VALLEGRANDE,vacunaciones en menores de 1 ano,total bcg,2015-08-01,16,14,0,1,31
VIACHA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,34,36,0,0,70
VILA VILA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,1,1,2,1,5
VILLA CHARCAS,vacunaciones en menores de 1 ano,total bcg,2015-08-01,4,4,6,4,18
VILLA MONTES,vacunaciones en menores de 1 ano,total bcg,2015-08-01,40,29,3,1,73
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,total bcg,2015-08-01,3,0,0,0,3
VILLA RIVERO,vacunaciones en menores de 1 ano,total bcg,2015-08-01,2,0,3,4,9
VILLA SERRANO,vacunaciones en menores de 1 ano,total bcg,2015-08-01,3,3,1,2,9
VILLA TUNARI,vacunaciones en menores de 1 ano,total bcg,2015-08-01,68,70,10,8,156
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,total bcg,2015-08-01,2,3,2,4,11
VILLAZON,vacunaciones en menores de 1 ano,total bcg,2015-08-01,35,27,0,1,63
VINTO,vacunaciones en menores de 1 ano,total bcg,2015-08-01,44,37,0,0,81
VITICHI,vacunaciones en menores de 1 ano,total bcg,2015-08-01,3,6,2,2,13
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,total bcg,2015-08-01,2,0,1,0,3
WARNES,vacunaciones en menores de 1 ano,total bcg,2015-08-01,74,85,1,1,161
YACO,vacunaciones en menores de 1 ano,total bcg,2015-08-01,1,2,1,1,5
YACUIBA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,86,95,2,4,187
YAMPARAEZ,vacunaciones en menores de 1 ano,total bcg,2015-08-01,1,2,0,0,3
YANACACHI,vacunaciones en menores de 1 ano,total bcg,2015-08-01,4,2,0,0,6
YAPACANI,vacunaciones en menores de 1 ano,total bcg,2015-08-01,52,55,5,1,113
YOCALLA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,3,2,5,6,16
YOTALA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,7,2,3,1,13
YUNCHARA,vacunaciones en menores de 1 ano,total bcg,2015-08-01,1,1,0,3,5
ZUDAÑEZ,vacunaciones en menores de 1 ano,total bcg,2015-08-01,4,0,2,1,7
ACACIO,vacunaciones en menores de 1 ano,total bcg,2015-09-01,0,1,2,1,4
ACHACACHI,vacunaciones en menores de 1 ano,total bcg,2015-09-01,19,22,7,12,60
ACHOCALLA,vacunaciones en menores de 1 ano,total bcg,2015-09-01,4,1,7,7,19
AIQUILE,vacunaciones en menores de 1 ano,total bcg,2015-09-01,20,23,4,6,53
ALALAY,vacunaciones en menores de 1 ano,total bcg,2015-09-01,0,0,4,1,5
ALCALA,vacunaciones en menores de 1 ano,total bcg,2015-09-01,2,1,0,0,3
ALTO BENI,vacunaciones en menores de 1 ano,total bcg,2015-09-01,4,5,0,2,11
ANCORAIMES,vacunaciones en menores de 1 ano,total bcg,2015-09-01,1,2,6,6,15
ANDAMARCA,vacunaciones en menores de 1 ano,total bcg,2015-09-01,1,0,0,1,2
ANTEQUERA,vacunaciones en menores de 1 ano,total bcg,2015-09-01,5,2,0,0,7
ANZALDO,vacunaciones en menores de 1 ano,total bcg,2015-09-01,1,0,1,1,3
APOLO,vacunaciones en menores de 1 ano,total bcg,2015-09-01,11,8,9,7,35
ARAMPAMPA,vacunaciones en menores de 1 ano,total bcg,2015-09-01,2,1,3,3,9
ARANI,vacunaciones en menores de 1 ano,total bcg,2015-09-01,10,4,0,0,14
ARBIETO,vacunaciones en menores de 1 ano,total bcg,2015-09-01,3,7,1,4,15
ARQUE,vacunaciones en menores de 1 ano,total bcg,2015-09-01,3,8,4,5,20
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,total bcg,2015-09-01,38,38,0,0,76
ATOCHA,vacunaciones en menores de 1 ano,total bcg,2015-09-01,3,2,2,3,10
AUCAPATA,vacunaciones en menores de 1 ano,total bcg,2015-09-01,0,0,4,2,6
AYATA,vacunaciones en menores de 1 ano,total bcg,2015-09-01,2,4,7,3,16
AYO AYO,vacunaciones en menores de 1 ano,total bcg,2015-09-01,1,4,7,9,21
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,total bcg,2015-09-01,12,13,19,15,59
AZURDUY,vacunaciones en menores de 1 ano,total bcg,2015-09-01,3,8,5,8,24
BATALLAS,vacunaciones en menores de 1 ano,total bcg,2015-09-01,3,6,6,3,18
BAURES,vacunaciones en menores de 1 ano,total bcg,2015-09-01,2,2,0,0,4
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,total bcg,2015-09-01,0,1,0,0,1
BELEN DE URMIRI,vacunaciones en menores de 1 ano,total bcg,2015-09-01,1,0,1,0,2
BELLA FLOR,vacunaciones en menores de 1 ano,total bcg,2015-09-01,1,1,0,0,2
BERMEJO,vacunaciones en menores de 1 ano,total bcg,2015-09-01,34,39,0,0,73
BETANZOS,vacunaciones en menores de 1 ano,total bcg,2015-09-01,8,14,12,10,44
BOLIVAR,vacunaciones en menores de 1 ano,total bcg,2015-09-01,0,0,5,5,10
BOLPEBRA,vacunaciones en menores de 1 ano,total bcg,2015-09-01,0,0,0,2,2
BOYUIBE,vacunaciones en menores de 1 ano,total bcg,2015-09-01,2,4,1,0,7
BUENA VISTA,vacunaciones en menores de 1 ano,total bcg,2015-09-01,7,3,3,2,15
CABEZAS,vacunaciones en menores de 1 ano,total bcg,2015-09-01,16,11,7,9,43
CAIROMA,vacunaciones en menores de 1 ano,total bcg,2015-09-01,7,8,0,2,17
"CAIZA ""D""",vacunaciones en menores de 1 ano,total bcg,2015-09-01,1,1,4,4,10
CAJUATA,vacunaciones en menores de 1 ano,total bcg,2015-09-01,4,5,0,0,9
CALAMARCA,vacunaciones en menores de 1 ano,total bcg,2015-09-01,2,1,6,11,20
CAMARGO,vacunaciones en menores de 1 ano,total bcg,2015-09-01,15,15,1,0,31
CAMIRI,vacunaciones en menores de 1 ano,total bcg,2015-09-01,59,42,0,0,101
