,group,variable,month,TOTAL ANTINEUMOCÓCICA 3RA DOSIS DENTRO,TOTAL ANTINEUMOCÓCICA 3RA DOSIS DENTRO,TOTAL ANTINEUMOCÓCICA 3RA DOSIS FUERA,TOTAL ANTINEUMOCÓCICA 3RA DOSIS FUERA,TOTALES
CARIPUYO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,2,0,0,0,2
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,4,3,6,6,19
CATACORA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,1,0,0,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,19,28,10,9,66
CHAQUI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,7,8,0,1,16
CHARAGUA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,22,19,4,12,57
CHARAÑA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,0,1,0,1,2
CHAYANTA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,2,4,7,5,18
CHIMORE,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,11,17,0,3,31
CHIPAYA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,0,2,0,0,2
CHOQUE COTA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,0,0,0,1,1
CHUA COCANI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,2,1,0,0,3
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,8,14,5,1,28
CHUMA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,4,4,1,1,10
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,5,5,2,7,19
CKOCHAS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,3,9,7,5,24
CLIZA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,16,13,5,2,36
COBIJA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,54,52,9,7,122
COCAPATA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,3,3,12,6,24
COCHABAMBA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,665,686,5,7,1363
COIPASA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,1,0,0,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,47,40,1,1,89
"COLCHA ""K""",vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,8,6,0,2,16
COLLANA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,1,0,0,0,1
COLOMI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,13,18,0,4,35
COLPA BELGICA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,6,8,0,1,15
COLQUECHACA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,16,24,18,23,81
COLQUENCHA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,11,4,0,0,15
COLQUIRI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,13,16,8,11,48
COMANCHE,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,2,3,0,0,5
COMARAPA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,14,23,1,0,38
COMBAYA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,2,1,1,0,4
CONCEPCION,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,21,19,3,3,46
COPACABANA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,4,2,5,2,13
CORIPATA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,20,14,1,0,35
CORO CORO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,1,2,0,1,4
COROICO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,5,13,0,0,18
CORQUE,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,4,4,4,5,17
COTAGAITA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,12,9,4,2,27
COTOCA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,60,80,1,3,144
CRUZ DE MACHACAMARCA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,0,0,1,0,1
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,16,16,7,6,45
CUEVO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,0,4,1,1,6
CULPINA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,15,15,2,2,34
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,2,2,0,0,4
CURVA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,0,0,2,2,4
DESAGUADERO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,5,2,2,0,9
EL ALTO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,610,586,137,137,1470
EL CHORO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,2,2,1,2,7
EL PUENTE(STC),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,6,2,1,0,9
EL PUENTE(TJA),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,7,3,2,0,12
EL TORNO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,51,45,7,6,109
EL VILLAR,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,2,2,2,0,6
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,8,18,4,11,41
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,25,30,1,1,57
ESCARA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,0,1,0,0,1
ESCOMA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,3,4,1,0,8
ESMERALDA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,1,0,0,0,1
EUCALIPTUS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,4,5,0,0,9
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,2,0,1,2,5
EXALTACION,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,0,1,0,0,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,11,9,2,1,23
FILADELFIA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,4,3,1,2,10
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,14,20,0,1,35
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,1,4,1,0,6
GUANAY,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,14,13,0,5,32
GUAQUI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,0,3,1,1,5
GUAYARAMERIN,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,45,40,1,2,88
GUTIERREZ,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,10,9,7,2,28
HUACARETA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,2,8,4,3,17
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,3,1,1,1,6
HUACHACALLA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,2,0,0,0,2
HUANUNI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,24,13,2,2,41
HUARACAJE,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,0,3,1,1,5
HUARINA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,0,4,2,3,9
HUATAJATA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,2,2,0,0,4
HUAYLLAMARCA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,1,2,0,0,3
HUMANATA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,2,1,2,4,9
ICHOCA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,2,2,1,5,10
ICLA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,4,4,0,3,11
INCAHUASI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,7,4,3,5,19
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,3,1,0,0,4
INQUISIVI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,3,4,7,8,22
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,12,8,2,0,22
IXIAMAS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,11,6,0,0,17
JESUS DE MACHACA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,9,3,0,0,12
LA ASUNTA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,39,33,11,7,90
LA GUARDIA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,67,79,0,3,149
LA PAZ,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,561,619,14,22,1216
LAGUNILLAS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,4,6,3,1,14
LAJA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,16,16,1,3,36
LAS CARRERAS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,1,1,1,2,5
LICOMA PAMPA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,3,4,0,1,8
LLALLAGUA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,26,12,29,28,95
LLICA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,0,2,0,1,3
LORETO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,2,2,1,1,6
LURIBAY,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,3,3,4,1,11
MACHACAMARCA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,2,1,1,1,5
MACHARETI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,6,6,1,1,14
MAGDALENA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,12,5,4,5,26
MAIRANA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,14,18,0,0,32
MALLA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,0,1,0,0,1
MAPIRI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,9,11,2,1,23
MECAPACA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,4,8,3,0,15
MINEROS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,2,2,0,1,5
MIZQUE,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,22,28,6,4,60
MOCOMOCO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,5,6,2,3,16
MOJOCOYA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,1,2,0,3,6
MONTEAGUDO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,17,15,2,3,37
MONTERO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,125,121,1,3,250
MORO MORO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,0,3,1,0,4
MOROCHATA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,1,3,3,6,13
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,1,4,2,1,8
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,5,2,0,0,7
OCURI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,6,4,3,5,18
OKINAWA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,12,9,0,0,21
OMEREQUE,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,2,0,3,1,6
ORURO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,233,263,6,8,510
PADCAYA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,9,9,3,1,22
PADILLA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,6,4,0,3,13
PAILON,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,18,23,13,20,74
PALCA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,17,11,2,4,34
PALOS BLANCOS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,17,25,3,2,47
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,2,1,0,0,3
PAMPA GRANDE,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,9,7,1,0,17
PAPEL PAMPA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,5,2,2,2,11
PASORAPA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,0,0,0,1,1
PATACAMAYA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,15,21,4,2,42
PAZÑA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,3,2,2,1,8
PELECHUCO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,5,4,3,2,14
POCOATA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,7,4,10,12,33
POCONA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,4,8,3,5,20
POJO (CBBA),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,7,7,4,2,20
POOPO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,3,2,0,0,5
PORCO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,4,10,2,3,19
POROMA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,7,3,17,7,34
PORONGO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,6,5,5,1,17
PORTACHUELO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,23,22,2,4,51
PORVENIR,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,4,1,2,2,9
POSTRER VALLE,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,0,1,0,1,2
POTOSI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,65,68,6,4,143
PRESTO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,3,2,3,4,12
PUCARANI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,20,25,6,3,54
PUERTO ACOSTA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,6,3,1,5,15
PUERTO CARABUCO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,7,7,4,3,21
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,5,2,5,14,26
PUERTO PEREZ,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,1,3,3,3,10
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,13,24,7,5,49
PUERTO RICO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,9,6,0,1,16
PUERTO SUAREZ,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,14,12,2,0,28
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,44,24,2,3,73
PUNA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,11,8,5,12,36
PUNATA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,21,25,5,1,52
QUIABAYA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,2,4,0,0,6
QUILLACOLLO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,101,90,66,56,313
QUIME,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,3,7,2,2,14
RAVELO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,6,1,5,9,21
REYES,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,7,1,1,0,9
RIBERALTA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,110,121,18,14,263
ROBORE,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,11,18,0,0,29
RURRENABAQUE,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,13,15,2,1,31
SABAYA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,1,2,3,0,6
SACABA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,82,95,3,6,186
SACABAMBA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,6,2,1,0,9
SACACA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,13,17,8,11,49
SAIPINA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,7,6,1,0,14
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,7,2,4,3,16
SAMAIPATA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,6,14,2,0,22
SAN AGUSTIN,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,0,2,0,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,4,6,2,0,12
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,3,1,0,1,5
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,1,2,1,1,5
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,3,2,1,3,9
SAN BENITO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,6,2,0,1,9
SAN BORJA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,35,36,16,17,104
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,11,6,1,1,19
SAN CARLOS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,21,15,2,3,41
SAN IGNACIO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,20,12,0,0,32
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,44,33,7,5,89
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,1,3,1,0,5
SAN JAVIER(STC),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,6,8,0,0,14
SAN JOAQUIN,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,6,2,0,0,8
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,13,17,1,3,34
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,6,5,0,0,11
SAN JULIAN,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,60,45,23,12,140
SAN LORENZO(PND),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,3,2,2,2,9
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,13,16,1,1,31
SAN LUCAS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,15,17,14,11,57
SAN MATIAS,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,12,11,2,5,30
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,7,11,0,0,18
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,0,2,0,0,2
SAN PEDRO,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,11,15,0,0,26
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,19,15,27,21,82
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,2,2,2,3,9
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,1,1,2,1,5
SAN PEDRO(PND),vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,0,0,0,3,3
SAN RAFAEL,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,3,5,2,0,10
SAN RAMON BENI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,3,0,3,0,6
SAN RAMON SCZ,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,6,11,0,0,17
SANTA ANA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,16,20,0,1,37
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,1457,1511,33,24,3025
SANTA ROSA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,9,8,6,6,29
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,10,11,2,2,25
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,5,2,0,0,7
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,4,5,3,3,15
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,1,3,1,0,5
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,3,1,0,1,5
SANTIVAÑES,vacunaciones en menores de 1 ano,total antineumococica 3ra dosis,2015-07-01,4,4,0,0,8
