,group,variable,month,TOTAL PENTAVALENTE 2DA DOSIS DENTRO,TOTAL PENTAVALENTE 2DA DOSIS DENTRO,TOTAL PENTAVALENTE 2DA DOSIS FUERA,TOTAL PENTAVALENTE 2DA DOSIS FUERA,TOTALES
ESCOMA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,6,4,1,0,11
ESMERALDA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,0,0,0,1,1
EUCALIPTUS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,2,0,0,0,2
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,0,0,0,3,3
EXALTACION,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,1,0,0,0,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,8,14,0,2,24
FILADELFIA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,3,2,1,1,7
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,19,12,4,4,39
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,6,4,1,2,13
GUANAY,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,20,9,3,4,36
GUAQUI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,2,2,3,1,8
GUAYARAMERIN,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,50,32,6,2,90
GUTIERREZ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,9,7,11,7,34
HUACARETA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,4,6,3,1,14
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,2,0,0,0,2
HUACHACALLA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,1,0,0,0,1
HUANUNI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,24,27,1,5,57
HUARACAJE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,2,4,0,0,6
HUARINA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,0,3,2,0,5
HUATAJATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,2,2,0,0,4
HUAYLLAMARCA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,0,4,1,2,7
HUMANATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,1,1,1,0,3
ICHOCA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,4,1,0,0,5
ICLA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,3,6,1,4,14
INCAHUASI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,1,6,6,11,24
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,2,2,0,0,4
INQUISIVI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,5,6,2,3,16
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,7,5,3,2,17
IXIAMAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,5,7,1,0,13
JESUS DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,13,6,0,0,19
LA ASUNTA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,32,40,7,7,86
LA GUARDIA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,103,99,7,2,211
LA PAZ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,651,585,17,15,1268
LAGUNILLAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,2,2,0,3,7
LAJA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,14,17,9,0,40
LAS CARRERAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,2,0,0,1,3
LICOMA PAMPA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,1,2,0,1,4
LLALLAGUA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,16,18,24,20,78
LLICA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,4,3,1,3,11
LORETO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,5,3,3,8,19
LURIBAY,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,3,4,6,2,15
MACHACAMARCA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,4,4,1,1,10
MACHARETI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,5,4,3,1,13
MAGDALENA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,10,14,4,2,30
MAIRANA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,23,10,0,0,33
MALLA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,0,0,0,2,2
MAPIRI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,21,15,0,0,36
MECAPACA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,3,6,1,1,11
MINEROS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,4,6,1,0,11
MIZQUE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,27,13,2,4,46
MOCOMOCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,3,4,7,0,14
MOJINETE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,0,0,1,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,3,6,3,1,13
MONTEAGUDO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,24,16,3,3,46
MONTERO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,136,125,2,2,265
MORO MORO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,0,3,0,0,3
MOROCHATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,3,3,9,5,20
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,2,3,1,2,8
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,4,4,0,0,8
OCURI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,2,5,6,9,22
OKINAWA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,16,15,1,0,32
OMEREQUE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,5,1,2,5,13
ORURO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,273,294,9,9,585
PADCAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,11,15,1,3,30
PADILLA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,4,4,1,0,9
PAILON,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,33,20,30,35,118
PALCA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,20,11,4,3,38
PALOS BLANCOS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,26,17,4,2,49
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,2,1,0,0,3
PAMPA GRANDE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,12,8,0,0,20
PAPEL PAMPA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,1,2,2,0,5
PASORAPA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,1,1,1,2,5
PATACAMAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,16,26,1,2,45
PAZÑA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,4,3,0,0,7
PELECHUCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,2,3,1,2,8
POCOATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,3,3,15,12,33
POCONA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,4,2,5,4,15
POJO (CBBA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,10,7,3,3,23
POOPO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,4,2,1,2,9
PORCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,4,2,1,1,8
POROMA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,5,9,9,5,28
PORONGO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,6,5,5,3,19
PORTACHUELO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,22,17,3,1,43
PORVENIR,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,4,4,2,1,11
POSTRER VALLE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,1,0,0,0,1
POTOSI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,63,76,7,12,158
PRESTO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,1,2,5,2,10
PUCARA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,0,2,0,1,3
PUCARANI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,18,13,9,13,53
PUERTO ACOSTA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,6,2,2,5,15
PUERTO CARABUCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,3,5,4,5,17
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,6,8,8,5,27
PUERTO PEREZ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,2,1,0,1,4
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,13,9,4,2,28
PUERTO RICO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,7,5,1,1,14
PUERTO SILES,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,0,1,1,0,2
PUERTO SUAREZ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,15,13,0,0,28
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,50,59,1,2,112
PUNA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,13,5,7,11,36
PUNATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,19,22,1,1,43
QUIABAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,0,3,1,0,4
QUILLACOLLO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,107,97,50,39,293
QUIME,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,7,5,4,1,17
RAVELO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,5,1,6,6,18
REYES,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,9,7,0,1,17
RIBERALTA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,133,125,15,14,287
ROBORE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,13,10,0,2,25
RURRENABAQUE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,24,19,0,0,43
SABAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,4,3,0,4,11
SACABA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,105,125,4,5,239
SACABAMBA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,4,1,3,0,8
SACACA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,7,14,7,6,34
SAIPINA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,6,3,0,5,14
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,7,3,4,5,19
SAMAIPATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,3,11,2,0,16
SAN AGUSTIN,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,0,3,0,0,3
SAN ANDRES,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,8,7,0,3,18
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,1,4,1,2,8
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,2,1,2,1,6
SAN BENITO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,7,7,1,2,17
SAN BORJA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,52,37,27,17,133
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,10,8,0,0,18
SAN CARLOS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,19,27,4,2,52
SAN IGNACIO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,22,15,0,2,39
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,58,55,8,4,125
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,1,3,1,2,7
SAN JAVIER(STC),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,19,16,0,0,35
SAN JOAQUIN,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,9,5,1,0,15
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,25,18,5,2,50
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,9,10,1,1,21
SAN JULIAN,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,47,58,16,9,130
SAN LORENZO(PND),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,2,0,3,4,9
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,14,11,2,1,28
SAN LUCAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,14,12,14,13,53
SAN MATIAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,21,11,2,4,38
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,12,8,0,0,20
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,1,0,0,0,1
SAN PEDRO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,25,9,0,1,35
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,21,19,20,15,75
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,3,4,1,4,12
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,0,1,1,2,4
SAN PEDRO(PND),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,0,0,1,2,3
SAN RAFAEL,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,6,3,1,0,10
SAN RAMON BENI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,4,3,0,1,8
SAN RAMON SCZ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,21,14,0,0,35
SANTA ANA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,18,17,0,1,36
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,1677,1654,32,25,3388
SANTA ROSA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,17,16,1,4,38
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,14,10,2,1,27
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,3,2,3,1,9
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,2,2,6,2,12
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,4,1,0,2,7
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,1,3,2,1,7
SANTIVAÑES,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,4,5,0,0,9
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,6,1,0,0,7
SAPAHAQUI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,2,7,2,0,11
SENA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,11,10,1,1,23
SHINAOTA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,27,25,6,2,60
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,16,14,4,3,37
SICAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,2,1,3,1,7
SIPE SIPE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,34,45,3,4,86
SOPACHUY,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,5,2,2,1,10
SORACACHI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,7,7,3,0,17
SORATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,8,5,11,9,33
SUCRE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,239,259,5,2,505
TACACHI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,2,0,0,0,2
TACACOMA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,6,2,0,0,8
TACOBAMBA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,7,5,8,4,24
TACOPAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,3,0,3,3,9
TAPACARI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,11,12,9,14,46
TARABUCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,7,1,2,7,17
TARACO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,6,5,1,0,12
TARATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,2,1,0,0,3
TARIJA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,214,189,5,9,417
TARVITA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,3,6,4,2,15
TEOPONTE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,7,11,3,4,25
TIAWANACU,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,10,6,0,0,16
TINGUIPAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,10,5,6,10,31
TIPUANI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,12,3,1,2,18
TIQUIPAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,57,55,19,11,142
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,13,10,6,2,31
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,1,0,1,0,2
TOCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,1,1,0,1,3
TODOS SANTOS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,1,1,0,0,2
TOLATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,2,5,3,0,10
TOLEDO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,2,1,2,0,5
TOMAVE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,8,4,6,0,18
TOMINA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,6,1,2,1,10
TORO TORO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,7,3,14,11,35
TOTORA(CBBA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,14,9,4,6,33
TOTORA(ORR),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,2,4,1,1,8
TRIGAL,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,1,0,0,0,1
TRINIDAD,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,141,128,4,1,274
TUPIZA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,38,29,5,3,75
TURCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,1,4,0,0,5
UMALA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,1,0,1,3,5
UNCIA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,18,10,6,5,39
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,13,8,3,2,26
URUBICHA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,5,7,3,5,20
UYUNI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,21,34,2,1,58
VACAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,4,2,7,2,15
VALLEGRANDE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,11,14,1,0,26
VIACHA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,50,65,2,1,118
VILA VILA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,3,3,2,1,9
VILLA CHARCAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,7,4,3,1,15
VILLA MONTES,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,54,58,6,12,130
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,1,0,2,4,7
VILLA RIVERO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,14,5,1,0,20
VILLA SERRANO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,7,3,2,4,16
VILLA TUNARI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,70,74,7,7,158
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,12,3,12,6,33
VILLAZON,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,38,38,5,1,82
VINTO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,31,49,5,1,86
VITICHI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,4,5,0,0,9
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,1,0,0,0,1
WARNES,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,132,131,3,2,268
YACO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-07-01,0,4,4,3,11
