municipality,group,variable,month,Total 3.13 Nº de actividades de educación en Salud Oral,TOTAL
SANTA CRUZ DE LA SIERRA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,1243.0,1243.0
SANTA ROSA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,4.0,4.0
SANTIAGO DE CALLAPA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,2.0,2.0
SANTIAGO DE HUARI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,11.0,11.0
SANTIAGO DE HUATA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,30.0,30.0
SANTIAGO DE MACHACA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,3.0,3.0
SANTUARIO DE QUILLACAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,6.0,6.0
SAPAHAQUI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,23.0,23.0
SENA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,4.0,4.0
SHINAOTA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,18.0,18.0
SICA SICA (VILLA AROMA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,13.0,13.0
SIPE SIPE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,29.0,29.0
SOPACHUY,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,13.0,13.0
SORACACHI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,11.0,11.0
SORATA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,5.0,5.0
SUCRE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,156.0,156.0
TACACHI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,6.0,6.0
TACACOMA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,3.0,3.0
TACOBAMBA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,2.0,2.0
TACOPAYA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,2.0,2.0
TAPACARI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,43.0,43.0
TARABUCO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,11.0,11.0
TARACO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,16.0,16.0
TARIJA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,420.0,420.0
TARVITA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,29.0,29.0
TEOPONTE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,2.0,2.0
TIAWANACU,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,21.0,21.0
TINGUIPAYA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,8.0,8.0
TIPUANI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,7.0,7.0
TIQUIPAYA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,75.0,75.0
TIRAQUE (CBBA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,2.0,2.0
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,4.0,4.0
TOLEDO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,6.0,6.0
TOMAVE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,13.0,13.0
TORO TORO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,8.0,8.0
TOTORA(CBBA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,8.0,8.0
TOTORA(ORR),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,10.0,10.0
TRIGAL,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,3.0,3.0
TRINIDAD,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,175.0,175.0
TURCO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,1.0,1.0
UMALA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,4.0,4.0
UNCIA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,68.0,68.0
URIONDO (A. CONCEPCION),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,102.0,102.0
UYUNI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,3.0,3.0
VACAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,2.0,2.0
VALLEGRANDE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,67.0,67.0
VIACHA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,20.0,20.0
VILLA CHARCAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,3.0,3.0
VILLA MONTES,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,10.0,10.0
VILLA NUEVA (LOMA ALTA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,4.0,4.0
VILLA RIVERO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,4.0,4.0
VILLA TUNARI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,24.0,24.0
VINTO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,23.0,23.0
VITICHI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,20.0,20.0
WARNES,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,97.0,97.0
YACUIBA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,152.0,152.0
YAMPARAEZ,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,7.0,7.0
YAPACANI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,23.0,23.0
YOCALLA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,4.0,4.0
YUNCHARA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,82.0,82.0
YUNGUYO DE LITORAL,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,1.0,1.0
ZUDAÑEZ,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-06-01,11.0,11.0
ACHACACHI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,14.0,14.0
ACHOCALLA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,3.0,3.0
AIQUILE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,9.0,9.0
ALTO BENI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,4.0,4.0
ANCORAIMES,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,8.0,8.0
ANDAMARCA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,13.0,13.0
ANTEQUERA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,5.0,5.0
APOLO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,6.0,6.0
ARAMPAMPA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,5.0,5.0
ARANI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,2.0,2.0
ARQUE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,3.0,3.0
ATOCHA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,52.0,52.0
AUCAPATA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,2.0,2.0
AYATA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,2.0,2.0
AYO AYO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,7.0,7.0
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,61.0,61.0
AZURDUY,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,3.0,3.0
BATALLAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,1.0,1.0
BELEN DE ANDAMARCA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,2.0,2.0
BELEN DE URMIRI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,1.0,1.0
BELLA FLOR,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,3.0,3.0
BERMEJO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,140.0,140.0
BOLIVAR,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,6.0,6.0
BOLPEBRA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,2.0,2.0
BOYUIBE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,9.0,9.0
BUENA VISTA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,6.0,6.0
CABEZAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,7.0,7.0
CAIROMA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,5.0,5.0
"CAIZA ""D""",atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,3.0,3.0
CAJUATA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,7.0,7.0
CALACOTO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,3.0,3.0
CALAMARCA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,7.0,7.0
CAMARGO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,6.0,6.0
CAMATAQUI (C. VILLA ABECIA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,6.0,6.0
CAMIRI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,21.0,21.0
CAPINOTA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,34.0,34.0
CAQUIAVIRI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,13.0,13.0
CARACOLLO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,7.0,7.0
CARANAVI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,77.0,77.0
CARAPARI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,16.0,16.0
CARIPUYO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,4.0,4.0
CARMEN RIVERO TORREZ,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,4.0,4.0
CATACORA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,1.0,1.0
CHALLAPATA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-07-01,40.0,40.0
