municipality,group,variable,month,Mujeres embarazadas que recibieron 90 tabletas de,TOTAL
VILA VILA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,11,11
VILLA MONTES,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,89,89
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,3,3
VILLA RIVERO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,8,8
VILLA SERRANO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,17,17
VILLA TUNARI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,145,145
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,13,13
VILLAZON,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,53,53
VINTO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,180,180
VITICHI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,15,15
WALDO BALLIVIAN,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,6,6
WARNES,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,115,115
YACO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,12,12
YACUIBA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,127,127
YAMPARAEZ,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,13,13
YANACACHI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,3,3
YAPACANI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,82,82
YOCALLA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,7,7
YOTALA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,9,9
YUNCHARA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,7,7
ZUDAÑEZ,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-06-01,9,9
ACACIO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,10,10
ACHACACHI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,89,89
ACHOCALLA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,31,31
AIQUILE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,83,83
ALALAY,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,3,3
ALCALA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,15,15
ANCORAIMES,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,19,19
ANDAMARCA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,4,4
ANTEQUERA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,13,13
ANZALDO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,14,14
APOLO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,39,39
ARAMPAMPA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,8,8
ARANI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,19,19
ARBIETO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,8,8
ARQUE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,11,11
ASCENCION DE GUARAYOS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,110,110
ATOCHA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,12,12
AUCAPATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,5,5
AYATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,19,19
AYO AYO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,68,68
AZURDUY,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,31,31
BATALLAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,21,21
BAURES,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,5,5
BELEN DE ANDAMARCA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,2,2
BELEN DE URMIRI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,2,2
BELLA FLOR,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,3,3
BERMEJO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,90,90
BETANZOS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,45,45
BOLIVAR,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,10,10
BOLPEBRA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,6,6
BOYUIBE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,11,11
BUENA VISTA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,32,32
CABEZAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,40,40
CAIROMA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,21,21
"CAIZA ""D""",nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,11,11
CAJUATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,23,23
CALACOTO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,8,8
CALAMARCA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,19,19
CAMARGO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,30,30
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,6,6
CAMIRI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,33,33
CAPINOTA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,31,31
CAQUIAVIRI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,14,14
CARACOLLO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,48,48
CARANAVI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,156,156
CARAPARI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,13,13
CARIPUYO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,13,13
CARMEN RIVERO TORREZ,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,7,7
CATACORA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,3,3
CHALLAPATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,77,77
CHAQUI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,7,7
CHARAGUA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,58,58
CHARAÑA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,3,3
CHAYANTA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,28,28
CHIMORE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,38,38
CHIPAYA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,3,3
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,10,10
CHUMA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,14,14
CLIZA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,30,30
COBIJA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,186,186
COCHABAMBA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,709,709
COIPASA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,1,1
COLCAPIRHUA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,50,50
"COLCHA ""K""",nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,9,9
COLLANA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,1,1
COLOMI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,28,28
COLPA BELGICA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,6,6
COLQUECHACA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,79,79
COLQUENCHA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,13,13
COLQUIRI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,41,41
COMANCHE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,1,1
COMARAPA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,33,33
COMBAYA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,6,6
CONCEPCION,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,24,24
COPACABANA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,16,16
CORIPATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,30,30
CORO CORO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,13,13
COROICO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,35,35
CORQUE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,12,12
COTAGAITA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,24,24
COTOCA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,21,21
CUATRO CAÑADAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,22,22
CUEVO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,4,4
CULPINA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,37,37
CURAHUARA DE CARANGAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,9,9
CURVA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,3,3
DESAGUADERO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,11,11
EL ALTO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,1431,1431
EL CHORO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,7,7
EL PUENTE(STC),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,17,17
EL PUENTE(TJA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,12,12
EL TORNO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,311,311
EL VILLAR,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,7,7
ENTRE RIOS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,48,48
ENTRE RIOS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,48,48
EUCALIPTUS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,12,12
EXALTACION,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,9,9
FERNANDEZ ALONSO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,20,20
FILADELFIA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,12,12
GENERAL SAAVEDRA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,44,44
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,27,27
GUANAY,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,32,32
GUAQUI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,6,6
GUAYARAMERIN,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,127,127
GUTIERREZ,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,24,24
HUACARETA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,15,15
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,7,7
HUANUNI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,39,39
HUARACAJE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,7,7
HUAYLLAMARCA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,11,11
ICHOCA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,14,14
ICLA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,8,8
INCAHUASI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,79,79
INGAVI (HUMAITA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,1,1
INQUISIVI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,18,18
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,16,16
IXIAMAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,16,16
JESUS DE MACHACA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,17,17
LA ASUNTA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,152,152
LA GUARDIA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,76,76
LA PAZ,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,1829,1829
LAGUNILLAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,10,10
LAJA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,22,22
LAS CARRERAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,4,4
LICOMA PAMPA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,2,2
LLALLAGUA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,53,53
LLICA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,3,3
LORETO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,4,4
LURIBAY,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,18,18
MACHACAMARCA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,7,7
MACHARETI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,18,18
MAGDALENA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,12,12
MAIRANA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,32,32
MALLA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,7,7
MAPIRI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,12,12
MECAPACA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,12,12
MINEROS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,43,43
MIZQUE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,84,84
MOCOMOCO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,14,14
MOJINETE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,3,3
MOJOCOYA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,12,12
MONTEAGUDO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,58,58
MONTERO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,222,222
MORO MORO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,4,4
MOROCHATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,60,60
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,10,10
NAZACARA DE PACAJES,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,4,4
OCURI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,64,64
OKINAWA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,22,22
OMEREQUE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,7,7
ORURO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-07-01,247,247
