municipality,group,variable,month,Mujeres puérperas que recibieron dosis única de vi,TOTAL
SAN IGNACIO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,51,51
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,124,124
SAN JAVIER(BNI),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,4,4
SAN JAVIER(STC),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,24,24
SAN JOAQUIN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,4,4
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,37,37
SAN JUAN DE YAPACANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,16,16
SAN JULIAN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,73,73
SAN LORENZO(PND),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,8,8
SAN LORENZO(TJA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,19,19
SAN LUCAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,81,81
SAN MATIAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,18,18
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,14,14
SAN PABLO DE LIPEZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,5,5
SAN PEDRO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,22,22
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,42,42
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,10,10
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,7,7
SAN PEDRO(PND),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,6,6
SAN RAFAEL,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,6,6
SAN RAMON,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,24,24
SANTA ANA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,35,35
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,1443,1443
SANTA ROSA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,15,15
SANTA ROSA DEL SARA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,28,28
SANTIAGO DE CALLAPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,7,7
SANTIAGO DE HUARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,9,9
SANTIAGO DE MACHACA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,5,5
SANTIVAÑES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,1,1
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,2,2
SAPAHAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,9,9
SENA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,7,7
SICA SICA (VILLA AROMA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,21,21
SICAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,1,1
SIPE SIPE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,24,24
SOPACHUY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,23,23
SORACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,19,19
SORATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,22,22
SUCRE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,312,312
TACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,1,1
TACACOMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,3,3
TACOBAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,18,18
TACOPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,22,22
TAHUA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,1,1
TAPACARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,58,58
TARABUCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,55,55
TARACO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,6,6
TARATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,9,9
TARIJA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,351,351
TARVITA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,36,36
TEOPONTE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,8,8
TIAWANACU,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,13,13
TINGUIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,41,41
TIPUANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,26,26
TIQUIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,59,59
TIRAQUE (CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,81,81
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,3,3
TOCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,6,6
TODOS SANTOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,2,2
TOLATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,4,4
TOLEDO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,6,6
TOMAVE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,12,12
TOMINA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,22,22
TORO TORO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,6,6
TOTORA(CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,25,25
TOTORA(ORR),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,12,12
TRIGAL,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,1,1
TRINIDAD,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,247,247
TUPIZA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,70,70
TURCO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,7,7
UMALA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,9,9
UNCIA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,36,36
URIONDO (A. CONCEPCION),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,18,18
URUBICHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,15,15
UYUNI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,56,56
VACAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,34,34
VALLEGRANDE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,21,21
VIACHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,40,40
VILA VILA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,7,7
VILLA MONTES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,65,65
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,42,42
VILLA RIVERO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,2,2
VILLA SERRANO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,19,19
VILLA TUNARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,118,118
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,16,16
VILLAZON,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,46,46
VINTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,53,53
VITICHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,16,16
WALDO BALLIVIAN,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,2,2
WARNES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,82,82
YACO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,13,13
YACUIBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,118,118
YAMPARAEZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,9,9
YANACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,1,1
YAPACANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,33,33
YOCALLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,9,9
YUNCHARA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,8,8
ZUDAÑEZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-07-01,15,15
ACACIO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,8,8
ACHACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,62,62
ACHOCALLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,8,8
AIQUILE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,47,47
ALALAY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,4,4
ALCALA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,4,4
ANCORAIMES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,13,13
ANDAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,5,5
ANTEQUERA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,3,3
ANZALDO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,7,7
APOLO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,26,26
ARAMPAMPA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,8,8
ARANI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,5,5
ARBIETO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,10,10
ARQUE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,18,18
ASCENCION DE GUARAYOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,47,47
ATOCHA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,8,8
AUCAPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,5,5
AYATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,19,19
AYO AYO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,13,13
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,39,39
AZURDUY,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,20,20
BATALLAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,12,12
BAURES,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,8,8
BELEN DE ANDAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,3,3
BELEN DE URMIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,1,1
BELLA FLOR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,3,3
BERMEJO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,48,48
BETANZOS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,56,56
BOLIVAR,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,22,22
BOYUIBE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,4,4
BUENA VISTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,15,15
CABEZAS,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,25,25
CAIROMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,17,17
"CAIZA ""D""",nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,12,12
CAJUATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,12,12
CALACOTO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,4,4
CALAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,19,19
CAMARGO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,33,33
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,4,4
CAMIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,61,61
CAPINOTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,19,19
CAQUIAVIRI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,7,7
CARACOLLO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,40,40
CARANAVI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,104,104
CARAPARI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,7,7
CARIPUYO,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,24,24
CARMEN RIVERO TORREZ,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,5,5
CATACORA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,2,2
CHACARILLA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,2,2
CHALLAPATA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,40,40
CHAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,16,16
CHARAGUA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,50,50
CHARAÑA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,1,1
CHAYANTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,33,33
CHIMORE,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,15,15
CHIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,4,4
CHOQUE COTA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,1,1
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,7,7
CHUMA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,14,14
CLIZA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,17,17
COBIJA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,112,112
COCHABAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,309,309
COIPASA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,1,1
COLCAPIRHUA,nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,36,36
"COLCHA ""K""",nutricion y micronutrientes,mujeres puerperas que recibieron dosis unica de vi,2007-08-01,9,9
