,group,variable,month,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO MENORES DE 5 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO MENORES DE 5 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 5 A 13 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 5 A 13 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 14 A 19 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 14 A 19 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 20 A 59 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 20 A 59 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 60 AÑOS Y MAS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 60 AÑOS Y MAS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TOTALES
ARANI,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
ARBIETO,atencion odontologica,trat. odontologico integral terminado,2023-08-01,1,1,0,1,1,0,0,2,0,0,0,0,0,0,6
ASCENCION DE GUARAYOS,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,2,2,1,2,4,0,8,2,0,0,0,0,0,21
ATOCHA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,1,1,4,0,0,1,0,0,0,0,0,0,0,7
AYATA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5
AYO AYO,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,4,1,0,1,2,0,0,0,0,0,0,8
AZURDUY,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
BELEN DE ANDAMARCA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3
BERMEJO,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3
BETANZOS,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3
CAJUATA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,1,1,0,1,0,1,1,0,0,0,0,0,0,5
CALAMARCA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,1,0,2,0,2,0,0,0,0,0,0,0,5
CAMARGO,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,1,5,0,0,2,7,0,0,0,0,0,0,15
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,trat. odontologico integral terminado,2023-08-01,1,0,2,1,0,0,0,3,0,0,0,0,0,0,7
CAMIRI,atencion odontologica,trat. odontologico integral terminado,2023-08-01,28,46,25,47,31,16,59,58,2,2,0,0,0,0,314
CAQUIAVIRI,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CARACOLLO,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,3,0,1,0,0,0,0,0,0,0,0,0,4
CARANAVI,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
CARAPARI,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,1,0,0,0,6,0,1,0,0,0,0,8
CHALLAPATA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,2,1,1,4,1,3,3,3,0,1,0,0,0,0,19
CHARAGUA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,6,12,13,2,2,1,9,28,6,4,0,0,0,0,83
CHIMORE,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,1,1,0,0,1,1,0,0,0,0,0,0,0,4
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,1,1,1,2,2,0,0,0,0,0,0,0,7
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CLIZA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,1,2,0,3,0,4,1,1,0,0,0,0,12
COBIJA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,9,10,1,4,0,2,0,3,0,1,0,0,0,0,30
COCHABAMBA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,35,36,53,56,25,37,35,95,16,24,0,0,0,0,412
COLCAPIRHUA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,2,1,2,1,1,0,4,6,0,0,0,0,0,0,17
COLLANA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,1,0,0,0,0,0,0,0,3,4,0,0,0,0,8
COLOMI,atencion odontologica,trat. odontologico integral terminado,2023-08-01,4,7,1,0,0,1,1,2,0,0,0,0,0,0,16
COLPA BELGICA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,2,15,15,14,7,14,37,3,0,0,0,0,0,107
COLQUENCHA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,1,0,0,1,0,1,1,0,0,0,0,0,0,4
COMARAPA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,2,1,1,2,1,0,1,0,1,0,0,0,0,9
COMBAYA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORIPATA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
CORO CORO,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
COROICO,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
COTAGAITA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,2,0,3,0,0,0,0,0,0,0,0,5
CRUZ DE MACHACAMARCA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
CUATRO CAÑADAS,atencion odontologica,trat. odontologico integral terminado,2023-08-01,12,18,24,28,4,17,3,70,2,0,0,0,0,0,178
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,0,1,0,2,3,0,0,0,0,0,0,6
CULPINA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,1,3,0,3,2,3,0,0,0,0,0,0,12
CURAHUARA DE CARANGAS,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3
EL ALTO,atencion odontologica,trat. odontologico integral terminado,2023-08-01,14,15,13,25,2,15,3,26,0,0,0,0,0,0,113
EL CHORO,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
EL PUENTE(STC),atencion odontologica,trat. odontologico integral terminado,2023-08-01,3,3,0,5,0,0,0,3,0,2,0,0,0,0,16
EL TORNO,atencion odontologica,trat. odontologico integral terminado,2023-08-01,6,7,7,7,10,14,11,18,3,7,0,0,0,0,90
EL VILLAR,atencion odontologica,trat. odontologico integral terminado,2023-08-01,1,0,2,1,0,3,3,3,0,0,0,0,0,0,13
ENTRE RIOS CBBA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,2,0,0,0,2,1,3,3,0,0,0,0,11
GENERAL SAAVEDRA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3
GUANAY,atencion odontologica,trat. odontologico integral terminado,2023-08-01,3,10,3,2,2,2,0,3,0,0,0,0,0,0,25
GUAYARAMERIN,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,2,0,1,1,1,0,1,1,0,0,0,0,0,7
GUTIERREZ,atencion odontologica,trat. odontologico integral terminado,2023-08-01,4,7,8,11,15,14,12,73,7,2,0,0,0,0,153
HUACARAJE,atencion odontologica,trat. odontologico integral terminado,2023-08-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
HUACARETA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,1,1,0,0,1,0,1,0,0,0,0,0,4
HUACAYA (VILLA DE HUACAYA),atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3
HUACHACALLA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUANUNI,atencion odontologica,trat. odontologico integral terminado,2023-08-01,3,0,4,1,1,4,3,3,1,0,0,0,0,0,20
HUARINA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HUAYLLAMARCA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
ICLA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,1,2,1,2,8,1,0,0,0,0,0,0,0,15
INCAHUASI,atencion odontologica,trat. odontologico integral terminado,2023-08-01,3,1,3,4,2,0,1,3,0,0,0,0,0,0,17
INQUISIVI,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,2,0,2,0,0,1,0,0,0,0,0,0,0,5
IRUPANA (VILLA DE LANZA),atencion odontologica,trat. odontologico integral terminado,2023-08-01,1,1,4,1,1,0,1,2,1,0,0,0,0,0,12
IXIAMAS,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
JESUS DE MACHACA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
LA ASUNTA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,1,1,0,0,1,0,1,0,0,0,0,0,4
LA GUARDIA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,1,0,0,0,1,1,2,0,0,0,0,0,5
LA PAZ,atencion odontologica,trat. odontologico integral terminado,2023-08-01,48,43,64,94,15,17,39,49,5,6,0,0,0,0,380
LAS CARRERAS,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
LICOMA PAMPA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
MACHARETI,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,0,0,1,0,1,0,1,0,0,0,0,3
MAIRANA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,2,6,0,3,0,0,0,0,0,0,0,0,11
MALLA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,1,3,0,0,0,0,0,0,0,0,0,0,4
MECAPACA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
MIZQUE,atencion odontologica,trat. odontologico integral terminado,2023-08-01,1,1,0,1,1,0,0,2,0,0,0,0,0,0,6
MOJOCOYA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,1,0,4,3,2,0,2,3,0,0,0,0,0,0,15
MONTEAGUDO,atencion odontologica,trat. odontologico integral terminado,2023-08-01,6,1,4,7,3,2,4,6,0,4,0,0,0,0,37
MORO MORO,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
MOROCHATA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,2,2,2,0,0,0,0,0,0,0,0,0,6
OMEREQUE,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,1,0,0,0,0,1,1,0,0,0,0,0,0,3
ORURO,atencion odontologica,trat. odontologico integral terminado,2023-08-01,13,26,54,83,52,69,148,229,21,13,0,0,0,0,708
PADILLA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,1,2,0,3,4,5,0,0,0,0,0,0,15
PALCA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PALOS BLANCOS,atencion odontologica,trat. odontologico integral terminado,2023-08-01,3,2,0,3,0,2,0,3,0,0,0,0,0,0,13
PASORAPA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,1,0,3,1,15,5,1,1,0,0,0,0,0,0,27
PAZÑA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
POCONA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
POJO (CBBA),atencion odontologica,trat. odontologico integral terminado,2023-08-01,1,3,1,2,2,1,1,5,0,1,0,0,0,0,17
POROMA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,2,3,8,13,2,5,3,5,0,0,0,0,0,0,41
PORONGO,atencion odontologica,trat. odontologico integral terminado,2023-08-01,2,1,0,0,1,0,1,0,0,0,0,0,0,0,5
PORVENIR,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
POTOSI,atencion odontologica,trat. odontologico integral terminado,2023-08-01,2,1,5,6,3,0,2,9,0,1,0,0,0,0,29
PRESTO,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,1,1,6,2,8,0,0,0,0,0,0,18
PUCARA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,4,4,0,0,0,0,0,2,0,0,0,0,0,0,10
PUERTO ACOSTA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PUERTO CARABUCO,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
PUERTO GONZALO MORENO,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
PUERTO QUIJARRO,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
PUERTO RICO,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
PUERTO VILLARROEL,atencion odontologica,trat. odontologico integral terminado,2023-08-01,4,2,1,7,2,0,3,10,2,1,0,0,0,0,32
PUNATA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,3,1,12,10,0,1,1,2,0,1,0,0,0,0,31
QUILLACOLLO,atencion odontologica,trat. odontologico integral terminado,2023-08-01,9,8,11,20,6,6,9,18,1,1,0,0,0,0,89
QUIRUSILLAS,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,1,2,1,0,0,1,1,0,0,0,0,0,0,6
RAVELO,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,0,0,0,5,2,0,0,0,0,0,0,7
RIBERALTA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,6,5,2,1,2,6,0,9,0,0,0,0,0,0,31
SACABA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,14,17,24,22,6,11,16,41,1,4,0,0,0,0,156
SACABAMBA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SALINAS DE GARCI MENDOZA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
SAMAIPATA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,6,1,0,5,0,1,1,1,0,0,0,0,0,0,15
SAN ANDRES,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SAN BENITO,atencion odontologica,trat. odontologico integral terminado,2023-08-01,1,0,1,1,0,0,1,1,1,0,0,0,0,0,6
SAN BORJA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,1,0,3,3,2,0,0,0,0,0,0,9
SAN BUENA VENTURA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4
SAN JOAQUIN,atencion odontologica,trat. odontologico integral terminado,2023-08-01,1,0,3,4,1,2,1,9,0,0,0,0,0,0,21
SAN LORENZO(TJA),atencion odontologica,trat. odontologico integral terminado,2023-08-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
SAN LUCAS,atencion odontologica,trat. odontologico integral terminado,2023-08-01,10,20,3,7,4,1,2,10,1,0,0,0,0,0,58
SAN MATIAS,atencion odontologica,trat. odontologico integral terminado,2023-08-01,6,9,20,20,4,2,2,4,4,3,0,0,0,0,74
SAN PEDRO,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3
SAN PEDRO DE BUENA VISTA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,1,10,109,115,16,16,9,44,6,13,0,0,0,0,339
SAN PEDRO DE CURAHUARA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,1,8,14,1,1,1,0,0,0,0,0,0,0,26
SAN RAFAEL,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SANTA ANA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
SANTA CRUZ DE LA SIERRA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,159,163,57,77,13,40,38,150,37,35,0,0,0,0,769
SANTIAGO DE CALLAPA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3
SANTIAGO DE HUARI,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,3,1,2,3,1,1,2,1,1,0,0,0,0,15
SAPAHAQUI,atencion odontologica,trat. odontologico integral terminado,2023-08-01,1,0,1,2,0,0,0,1,0,0,0,0,0,0,5
SHINAOTA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,1,2,0,0,0,0,0,1,0,0,0,0,0,0,4
SIPE SIPE,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,1,1,2,1,2,1,7,1,0,0,0,0,0,16
SOPACHUY,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,1,1,0,2,0,0,0,0,0,0,0,0,4
SORACACHI,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,1,3,1,0,0,0,1,0,0,0,0,0,0,6
SORATA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,1,2,0,1,0,0,0,0,0,0,0,0,0,0,4
SUCRE,atencion odontologica,trat. odontologico integral terminado,2023-08-01,36,32,52,46,17,23,35,104,7,6,0,0,0,0,358
TACOBAMBA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TAPACARI,atencion odontologica,trat. odontologico integral terminado,2023-08-01,1,0,2,2,2,6,1,6,0,3,0,0,0,0,23
TARABUCO,atencion odontologica,trat. odontologico integral terminado,2023-08-01,2,1,2,0,0,1,1,4,0,1,0,0,0,0,12
TARACO,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
TARIJA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,1,0,6,6,1,6,7,11,0,2,0,0,0,0,40
TARVITA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,1,3,3,5,3,2,11,1,0,0,0,0,0,29
TEOPONTE,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
TINGUIPAYA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
TIQUIPAYA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,1,1,2,0,0,0,0,1,0,0,0,0,0,5
TIRAQUE (CBBA),atencion odontologica,trat. odontologico integral terminado,2023-08-01,2,0,0,1,0,1,3,3,0,0,0,0,0,0,10
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
TOCO,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
TOLATA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,1,0,0,0,0,0,0,1,2,1,0,0,0,0,5
TOMINA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,1,2,0,0,0,1,4,4,0,0,0,0,0,0,12
TOTORA(CBBA),atencion odontologica,trat. odontologico integral terminado,2023-08-01,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3
TOTORA(ORR),atencion odontologica,trat. odontologico integral terminado,2023-08-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
TRIGAL,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,0,0,0,1,2,1,0,0,0,0,0,4
TRINIDAD,atencion odontologica,trat. odontologico integral terminado,2023-08-01,1,2,2,3,4,2,6,5,1,3,0,0,0,0,29
TUPIZA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
TURCO,atencion odontologica,trat. odontologico integral terminado,2023-08-01,1,0,1,1,0,0,0,0,0,1,0,0,0,0,4
UNCIA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
URIONDO (A. CONCEPCION),atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,1,0,0,0,1,3,1,0,0,0,0,0,6
UYUNI,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
VACAS,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,3,1,0,3,1,2,1,0,0,0,0,0,11
VALLEGRANDE,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,0,0,1,1,2,0,0,0,0,0,0,4
VIACHA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,2,2,1,2,0,0,0,0,0,0,0,0,0,0,7
VILLA CHARCAS,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,2,1,0,1,0,1,0,0,0,0,0,0,5
VILLA MONTES,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,3,3,2,6,7,11,1,4,0,0,0,0,37
VILLA RIVERO,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
VILLA SERRANO,atencion odontologica,trat. odontologico integral terminado,2023-08-01,2,2,0,1,0,2,1,4,0,0,0,0,0,0,12
VILLA TUNARI,atencion odontologica,trat. odontologico integral terminado,2023-08-01,4,12,10,12,4,9,8,18,2,1,0,0,0,0,80
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,trat. odontologico integral terminado,2023-08-01,11,3,1,3,0,2,3,5,0,1,0,0,0,0,29
VILLAZON,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,1,9,2,0,23,60,17,1,1,0,0,0,0,114
VINTO,atencion odontologica,trat. odontologico integral terminado,2023-08-01,1,0,2,1,0,0,1,0,0,0,0,0,0,0,5
VITICHI,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3
WARNES,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,1,1,0,2,0,1,1,0,0,0,0,0,6
YACO,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,2,0,1,1,0,0,0,0,0,0,0,0,4
YACUIBA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,1,2,1,0,3,9,0,0,0,0,0,0,16
YAMPARAEZ,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,0,1,0,2,1,0,3,0,0,0,0,0,0,7
YAPACANI,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,1,0,0,0,2,0,2,0,0,0,0,0,0,5
YOCALLA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
YOTALA,atencion odontologica,trat. odontologico integral terminado,2023-08-01,1,0,3,1,1,2,0,0,0,0,0,0,0,0,8
ZUDAÑEZ,atencion odontologica,trat. odontologico integral terminado,2023-08-01,0,2,1,2,0,0,2,2,0,0,0,0,0,0,9
ACHACACHI,atencion odontologica,trat. odontologico integral terminado,2023-09-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ACHOCALLA,atencion odontologica,trat. odontologico integral terminado,2023-09-01,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3
AIQUILE,atencion odontologica,trat. odontologico integral terminado,2023-09-01,0,0,1,3,0,2,2,5,1,0,0,0,0,0,14
ALALAY,atencion odontologica,trat. odontologico integral terminado,2023-09-01,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
ALCALA,atencion odontologica,trat. odontologico integral terminado,2023-09-01,0,0,0,1,0,0,0,5,0,1,0,0,0,0,7
ANTEQUERA,atencion odontologica,trat. odontologico integral terminado,2023-09-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
ANZALDO,atencion odontologica,trat. odontologico integral terminado,2023-09-01,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3
ARANI,atencion odontologica,trat. odontologico integral terminado,2023-09-01,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3
ARBIETO,atencion odontologica,trat. odontologico integral terminado,2023-09-01,0,0,0,3,0,1,1,1,0,0,0,0,0,0,6
ARQUE,atencion odontologica,trat. odontologico integral terminado,2023-09-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASCENCION DE GUARAYOS,atencion odontologica,trat. odontologico integral terminado,2023-09-01,1,2,1,0,0,1,0,0,0,0,0,0,0,0,5
ATOCHA,atencion odontologica,trat. odontologico integral terminado,2023-09-01,0,0,1,2,2,1,0,3,0,1,0,0,0,0,10
AYATA,atencion odontologica,trat. odontologico integral terminado,2023-09-01,0,0,2,3,0,0,0,0,0,0,0,0,0,0,5
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,trat. odontologico integral terminado,2023-09-01,1,1,0,0,1,0,0,1,0,0,0,0,0,0,4
AZURDUY,atencion odontologica,trat. odontologico integral terminado,2023-09-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
BATALLAS,atencion odontologica,trat. odontologico integral terminado,2023-09-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
BELLA FLOR,atencion odontologica,trat. odontologico integral terminado,2023-09-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
BERMEJO,atencion odontologica,trat. odontologico integral terminado,2023-09-01,0,0,1,0,0,0,1,0,0,2,0,0,0,0,4
BETANZOS,atencion odontologica,trat. odontologico integral terminado,2023-09-01,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3
"CAIZA ""D""",atencion odontologica,trat. odontologico integral terminado,2023-09-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
CAJUATA,atencion odontologica,trat. odontologico integral terminado,2023-09-01,0,2,1,1,0,0,0,1,0,0,0,0,0,0,5
