,group,variable,month,17. RN CON APEGO PRECOZ SERV/DOM,17. RN CON APEGO PRECOZ SERV/DOM,TOTALES,TOTALES,TOTALES
VILLA VACA GUZMAN (MUYUPAMPA),recien nacidos en servicio y domicilio,rn con apego precoz,2024-07-01,2,0,2,0,2
VILLAZON,recien nacidos en servicio y domicilio,rn con apego precoz,2024-07-01,41,1,41,1,42
VINTO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-07-01,35,0,35,0,35
VITICHI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-07-01,3,1,3,1,4
WALDO BALLIVIAN,recien nacidos en servicio y domicilio,rn con apego precoz,2024-07-01,1,0,1,0,1
WARNES,recien nacidos en servicio y domicilio,rn con apego precoz,2024-07-01,130,1,130,1,131
YACO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-07-01,5,7,5,7,12
YACUIBA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-07-01,65,1,65,1,66
YAMPARAEZ,recien nacidos en servicio y domicilio,rn con apego precoz,2024-07-01,2,0,2,0,2
YAPACANI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-07-01,61,1,61,1,62
YOCALLA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-07-01,1,1,1,1,2
YOTALA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-07-01,5,1,5,1,6
YUNCHARA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-07-01,1,0,1,0,1
ZUDAÑEZ,recien nacidos en servicio y domicilio,rn con apego precoz,2024-07-01,2,1,2,1,3
ACACIO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,1,2,1,2,3
ACHACACHI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,32,12,32,12,44
ACHOCALLA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,7,4,7,4,11
AIQUILE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,27,1,27,1,28
ALCALA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,1,0,1,0,1
ALTO BENI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,7,0,7,0,7
ANCORAIMES,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,1,9,1,9,10
ANZALDO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,1,0,1,0,1
APOLO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,13,4,13,4,17
ARAMPAMPA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,1,5,1,5,6
ARANI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,5,0,5,0,5
ARBIETO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,7,0,7,0,7
ARQUE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,0,7,0,7,7
ASCENCION DE GUARAYOS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,16,0,16,0,16
ATOCHA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,5,0,5,0,5
AUCAPATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,0,1,0,1,1
AYATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,1,4,1,4,5
AYO AYO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,2,4,2,4,6
AYOPAYA (V. DE INDEPENDENCIA),recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,18,9,18,9,27
AZURDUY,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,7,3,7,3,10
BATALLAS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,6,10,6,10,16
BAURES,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,2,0,2,0,2
BELEN DE ANDAMARCA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,1,0,1,0,1
BERMEJO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,21,0,21,0,21
BETANZOS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,17,2,17,2,19
BOLIVAR,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,0,4,0,4,4
BOYUIBE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,2,0,2,0,2
BUENA VISTA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,3,0,3,0,3
CABEZAS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,13,7,13,7,20
CAIROMA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,3,5,3,5,8
"CAIZA ""D""",recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,9,0,9,0,9
CAJUATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,7,0,7,0,7
CALAMARCA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,1,2,1,2,3
CAMARGO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,22,1,22,1,23
CAMATAQUI (C. VILLA ABECIA),recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,1,0,1,0,1
CAMIRI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,26,0,26,0,26
CAPINOTA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,8,0,8,0,8
CAQUIAVIRI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,0,3,0,3,3
CARACOLLO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,16,4,16,4,20
CARANAVI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,62,3,62,3,65
CARAPARI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,3,1,3,1,4
CARIPUYO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,4,1,4,1,5
CARMEN RIVERO TORREZ,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,2,0,2,0,2
CHACARILLA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,1,0,1,0,1
CHALLAPATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,43,4,43,4,47
CHAQUI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,2,7,2,7,9
CHARAGUA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,12,6,12,6,18
CHARAÑA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,1,0,1,0,1
CHAYANTA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,4,6,4,6,10
CHIMORE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,4,2,4,2,6
CHIPAYA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,1,1,1,1,2
CHUA COCANI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,2,2,2,2,4
CHULUMANI (V. DE LA LIBERTAD),recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,16,1,16,1,17
CHUMA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,1,0,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,5,2,5,2,7
CKOCHAS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,2,4,2,4,6
CLIZA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,27,0,27,0,27
COBIJA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,33,0,33,0,33
COCAPATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,3,4,3,4,7
COCHABAMBA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,724,1,724,1,725
COLCAPIRHUA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,35,0,35,0,35
"COLCHA ""K""",recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,5,3,5,3,8
COLLANA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,0,3,0,3,3
COLOMI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,13,1,13,1,14
COLPA BELGICA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,1,0,1,0,1
COLQUECHACA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,15,9,15,9,24
COLQUENCHA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,4,2,4,2,6
COLQUIRI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,5,6,5,6,11
COMANCHE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,0,1,0,1,1
COMARAPA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,17,1,17,1,18
COMBAYA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,0,1,0,1,1
CONCEPCION,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,35,1,35,1,36
COPACABANA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,6,1,6,1,7
CORIPATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,12,0,12,0,12
CORO CORO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,2,0,2,0,2
COROICO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,8,3,8,3,11
CORQUE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,6,0,6,0,6
COTAGAITA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,10,0,10,0,10
COTOCA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,47,5,47,5,52
CUATRO CAÑADAS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,23,0,23,0,23
CUEVO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,3,0,3,0,3
CULPINA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,6,6,6,6,12
CURAHUARA DE CARANGAS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,1,0,1,0,1
CURVA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,0,1,0,1,1
DESAGUADERO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,7,1,7,1,8
EL ALTO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,594,22,594,22,616
EL CHORO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,1,1,1,1,2
EL PUENTE(STC),recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,2,0,2,0,2
EL PUENTE(TJA),recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,1,0,1,0,1
EL TORNO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,37,1,37,1,38
EL VILLAR,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,2,0,2,0,2
ENTRE RIOS TRJ,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,8,1,8,1,9
ENTRE RIOS CBBA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,22,0,22,0,22
ESCOMA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,0,2,0,2,2
EUCALIPTUS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,0,1,0,1,1
FERNANDEZ ALONSO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,6,0,6,0,6
FILADELFIA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,1,0,1,0,1
GAIOC JATUN AYLLU YURA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,2,0,2,0,2
GENERAL SAAVEDRA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,6,0,6,0,6
GIA-TIM,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,0,1,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,1,6,1,6,7
GUANAY,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,0,4,0,4,4
GUAQUI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,3,2,3,2,5
GUAYARAMERIN,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,59,1,59,1,60
GUTIERREZ,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,5,1,5,1,6
HUACARAJE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,5,0,5,0,5
HUACARETA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,5,0,5,0,5
HUANUNI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,18,0,18,0,18
HUARINA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,4,3,4,3,7
HUATAJATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,1,0,1,0,1
HUMANATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,2,1,2,1,3
ICHOCA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,2,4,2,4,6
ICLA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,1,5,1,5,6
INCAHUASI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,8,6,8,6,14
INQUISIVI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,3,13,3,13,16
IRUPANA (VILLA DE LANZA),recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,6,3,6,3,9
IXIAMAS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,2,0,2,0,2
JESUS DE MACHACA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,2,1,2,1,3
LA ASUNTA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,52,2,52,2,54
LA GUARDIA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,48,0,48,0,48
LA PAZ,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,944,1,944,1,945
LAGUNILLAS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,3,0,3,0,3
LAJA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,1,12,1,12,13
LICOMA PAMPA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,2,1,2,1,3
LLALLAGUA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,56,3,56,3,59
LLICA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,3,0,3,0,3
LURIBAY,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,11,0,11,0,11
MACHACAMARCA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,2,0,2,0,2
MACHARETI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,3,0,3,0,3
MAGDALENA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,11,0,11,0,11
MAIRANA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,14,0,14,0,14
MALLA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,0,2,0,2,2
MAPIRI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,10,0,10,0,10
MECAPACA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,1,2,1,2,3
MINEROS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,3,0,3,0,3
MIZQUE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,22,0,22,0,22
MOCOMOCO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,1,7,1,7,8
MOJOCOYA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,6,0,6,0,6
MONTEAGUDO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,8,0,8,0,8
MONTERO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,6,0,6,0,6
MORO MORO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,1,0,1,0,1
MOROCHATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,2,4,2,4,6
NAZACARA DE PACAJES,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,1,0,1,0,1
NUEVO MANOA (NUEVA ESPERANZA),recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,0,2,0,2,2
OCURI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,5,7,5,7,12
OKINAWA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,2,0,2,0,2
OMEREQUE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,3,0,3,0,3
ORURO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,382,5,382,5,387
PADCAYA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,4,0,4,0,4
PADILLA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,6,0,6,0,6
PAILON,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,17,2,17,2,19
PALCA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,2,11,2,11,13
PALOS BLANCOS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,20,16,20,16,36
PAMPA GRANDE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,4,0,4,0,4
PAPEL PAMPA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,2,0,2,0,2
PATACAMAYA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,24,5,24,5,29
PAZÑA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,1,3,1,3,4
PELECHUCO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,3,1,3,1,4
POCOATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,5,14,5,14,19
POCONA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,5,1,5,1,6
POJO (CBBA),recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,7,0,7,0,7
POOPO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,1,0,1,0,1
PORCO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,10,2,10,2,12
POROMA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,2,2,2,2,4
PORONGO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,2,0,2,0,2
PORTACHUELO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,24,0,24,0,24
PORVENIR,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,1,0,1,0,1
POTOSI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,180,0,180,0,180
PRESTO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,4,5,4,5,9
PUCARANI,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,11,16,11,16,27
PUERTO ACOSTA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,2,9,2,9,11
PUERTO CARABUCO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,3,4,3,4,7
PUERTO GONZALO MORENO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,4,0,4,0,4
PUERTO PEREZ,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,1,4,1,4,5
PUERTO QUIJARRO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,12,0,12,0,12
PUERTO RICO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,5,0,5,0,5
PUERTO SUAREZ,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,19,0,19,0,19
PUERTO VILLARROEL,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,103,1,103,1,104
PUNA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,5,0,5,0,5
PUNATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,50,0,50,0,50
QUIABAYA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,0,1,0,1,1
QUILLACOLLO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,154,0,154,0,154
QUIME,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,4,1,4,1,5
RAQAYPAMPA(ETA),recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,3,4,3,4,7
RAVELO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,1,0,1,0,1
REYES,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,3,0,3,0,3
RIBERALTA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,183,2,183,2,185
ROBORE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,16,0,16,0,16
RURRENABAQUE,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,7,2,7,2,9
SACABA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,199,1,199,1,200
SACABAMBA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,0,1,0,1,1
SACACA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,11,4,11,4,15
SAIPINA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,1,0,1,0,1
SALINAS DE GARCI MENDOZA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,5,1,5,1,6
SAMAIPATA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,8,0,8,0,8
SAN ANDRES DE MACHACA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,0,4,0,4,4
SAN ANTONIO DE ESMORUCO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,0,1,0,1,1
SAN ANTONIO DE LOMERIO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,2,0,2,0,2
SAN BENITO,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,3,0,3,0,3
SAN BORJA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,48,15,48,15,63
SAN BUENA VENTURA,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,7,1,7,1,8
SAN CARLOS,recien nacidos en servicio y domicilio,rn con apego precoz,2024-08-01,20,0,20,0,20
