,group,variable,month,6. NACIDOS VIVOS ATENDIDOS POR PERSONAL DE SALUD SERV/DOM,6. NACIDOS VIVOS ATENDIDOS POR PERSONAL DE SALUD SERV/DOM,TOTALES,TOTALES,TOTALES
POROMA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,7,4,7,4,11
PORTACHUELO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,17,0,17,0,17
POTOSI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,418,0,418,0,418
PRESTO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,2,1,2,1,3
PUCARANI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,8,17,8,17,25
PUERTO ACOSTA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,2,8,2,8,10
PUERTO CARABUCO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,5,5,5,5,10
PUERTO GONZALO MORENO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,3,0,3,0,3
PUERTO QUIJARRO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,13,0,13,0,13
PUERTO SILES,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,2,0,2,0,2
PUERTO SUAREZ,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,13,0,13,0,13
PUERTO VILLARROEL,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,7,0,7,0,7
PUNA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,11,2,11,2,13
PUNATA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,5,0,5,0,5
QUIABAYA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,1,1,1,1,2
QUILLACOLLO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,189,1,189,1,190
QUIME,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,10,1,10,1,11
RAQAYPAMPA(ETA),recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,1,4,1,4,5
RAVELO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,5,2,5,2,7
REYES,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,12,1,12,1,13
RIBERALTA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,193,0,193,0,193
ROBORE,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,16,0,16,0,16
SABAYA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,1,0,1,0,1
SACABA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,79,0,79,0,79
SACABAMBA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,0,1,0,1,1
SACACA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,5,8,5,8,13
SAIPINA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,1,0,1,0,1
SALINAS DE GARCI MENDOZA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,2,0,2,0,2
SAMAIPATA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,4,0,4,0,4
SAN ANDRES,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,6,0,6,0,6
SAN ANDRES DE MACHACA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,0,1,0,1,1
SAN ANTONIO DE ESMORUCO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,0,1,0,1,1
SAN ANTONIO DE LOMERIO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,3,0,3,0,3
SAN BENITO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,2,0,2,0,2
SAN BORJA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,44,8,44,8,52
SAN BUENA VENTURA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,8,0,8,0,8
SAN CARLOS,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,20,0,20,0,20
SAN IGNACIO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,10,0,10,0,10
SAN IGNACIO DE VELASCO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,93,5,93,5,98
SAN JAVIER(BNI),recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,0,1,0,1,1
SAN JAVIER(STC),recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,15,1,15,1,16
SAN JOAQUIN,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,6,0,6,0,6
SAN JOSE DE CHIQUITOS,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,18,0,18,0,18
SAN JUAN DE YAPACANI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,2,0,2,0,2
SAN JULIAN,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,53,0,53,0,53
SAN LORENZO(PND),recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,7,2,7,2,9
SAN LUCAS,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,11,12,11,12,23
SAN MATIAS,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,7,0,7,0,7
SAN MIGUEL DE VELASCO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,11,0,11,0,11
SAN PEDRO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,1,0,1,0,1
SAN PEDRO DE BUENA VISTA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,11,22,11,22,33
SAN PEDRO DE CURAHUARA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,0,3,0,3,3
SAN PEDRO DE MACHA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,12,8,12,8,20
SAN PEDRO DE TIQUINA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,1,0,1,0,1
SAN RAFAEL,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,5,0,5,0,5
SAN RAMON SCZ,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,4,0,4,0,4
SANTA ANA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,34,0,34,0,34
SANTA CRUZ DE LA SIERRA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,1411,0,1411,0,1411
SANTA ROSA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,4,1,4,1,5
SANTA ROSA DEL SARA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,2,0,2,0,2
SANTIAGO DE CALLAPA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,0,2,0,2,2
SANTIAGO DE HUARI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,2,2,2,2,4
SANTIAGO DE HUATA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,0,1,0,1,1
SANTIAGO DE MACHACA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,1,2,1,2,3
SAPAHAQUI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,4,2,4,2,6
SENA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,6,1,6,1,7
SHINAOTA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,35,0,35,0,35
SICA SICA (VILLA AROMA),recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,4,9,4,9,13
SIPE SIPE,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,25,0,25,0,25
SOPACHUY,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,6,0,6,0,6
SORACACHI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,1,2,1,2,3
SORATA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,5,7,5,7,12
SUCRE,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,410,2,410,2,412
TACACOMA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,0,3,0,3,3
TACOBAMBA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,1,2,1,2,3
TACOPAYA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,2,6,2,6,8
TAHUA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,0,1,0,1,1
TAPACARI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,4,7,4,7,11
TARABUCO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,5,5,5,5,10
TARACO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,2,3,2,3,5
TARATA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,4,0,4,0,4
TARIJA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,268,0,268,0,268
TARVITA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,7,2,7,2,9
TEOPONTE,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,2,0,2,0,2
TINGUIPAYA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,2,9,2,9,11
TIPUANI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,2,0,2,0,2
TIQUIPAYA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,58,1,58,1,59
TIRAQUE (CBBA),recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,8,0,8,0,8
TOCO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,2,0,2,0,2
TOLATA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,2,0,2,0,2
TOLEDO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,1,0,1,0,1
TOMAVE,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,1,0,1,0,1
TOMINA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,2,0,2,0,2
TORO TORO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,5,4,5,4,9
TOTORA(CBBA),recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,13,0,13,0,13
TOTORA(ORR),recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,0,1,0,1,1
TRIGAL,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,1,0,1,0,1
TRINIDAD,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,171,2,171,2,173
TUPIZA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,56,5,56,5,61
TURCO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,1,0,1,0,1
UMALA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,0,4,0,4,4
UNCIA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,16,5,16,5,21
URIONDO (A. CONCEPCION),recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,3,1,3,1,4
UYUNI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,36,2,36,2,38
VACAS,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,5,0,5,0,5
VALLEGRANDE,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,3,0,3,0,3
VIACHA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,73,2,73,2,75
VILA VILA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,1,2,1,2,3
VILLA CHARCAS,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,13,8,13,8,21
VILLA MONTES,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,51,1,51,1,52
VILLA SERRANO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,2,1,2,1,3
VILLA TUNARI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,85,6,85,6,91
VILLA VACA GUZMAN (MUYUPAMPA),recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,3,0,3,0,3
VILLAZON,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,4,1,4,1,5
VINTO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,55,0,55,0,55
VITICHI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,3,1,3,1,4
WALDO BALLIVIAN,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,1,0,1,0,1
WARNES,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,14,1,14,1,15
YACO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,5,7,5,7,12
YACUIBA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,63,1,63,1,64
YAMPARAEZ,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,2,0,2,0,2
YAPACANI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,61,1,61,1,62
YOCALLA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,1,1,1,1,2
YOTALA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,5,1,5,1,6
YUNCHARA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,1,0,1,0,1
ZUDAÑEZ,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-07-01,2,1,2,1,3
ACACIO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-08-01,1,2,1,2,3
ACHACACHI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-08-01,0,11,0,11,11
ACHOCALLA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-08-01,7,4,7,4,11
AIQUILE,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-08-01,1,1,1,1,2
ALCALA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-08-01,1,0,1,0,1
ALTO BENI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-08-01,5,0,5,0,5
ANCORAIMES,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-08-01,1,9,1,9,10
ANZALDO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-08-01,1,0,1,0,1
APOLO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-08-01,13,3,13,3,16
ARAMPAMPA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-08-01,1,3,1,3,4
ARANI,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-08-01,4,0,4,0,4
ARQUE,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-08-01,0,5,0,5,5
ASCENCION DE GUARAYOS,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-08-01,34,0,34,0,34
ATOCHA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-08-01,5,0,5,0,5
AUCAPATA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-08-01,0,1,0,1,1
AYATA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-08-01,1,4,1,4,5
AYO AYO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-08-01,2,3,2,3,5
AYOPAYA (V. DE INDEPENDENCIA),recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-08-01,18,10,18,10,28
AZURDUY,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-08-01,7,3,7,3,10
BATALLAS,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-08-01,6,10,6,10,16
BAURES,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-08-01,2,0,2,0,2
BELEN DE ANDAMARCA,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-08-01,1,0,1,0,1
BERMEJO,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-08-01,26,0,26,0,26
BETANZOS,recien nacidos en servicio y domicilio,nacidos vivos atendidos por personal de salud,2024-08-01,17,2,17,2,19
